actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-13T01:11:07.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-13T01:11:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-02-13T01:11:09.3Z,1,REGULAR,jumpball,recovered,[],1631095,,,1610612745,0,0,2024-02-13T01:11:09Z,40000,False,,,0,,Jump Ball A. Sengun vs. J. Sims: Tip to J. Smith Jr.,"[1631095, 1630578, 1630579]",1610612745.0,HOU,startperiod,J. Smith Jr.,1631095.0,Smith Jr.,J. Smith Jr.,Sengun,1630578.0,Sims,1630579.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-02-13T01:11:22.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,77.34888304862024,7.8431372549019605,1610612745,0,0,2024-02-13T01:11:28Z,70000,False,-211.0,160.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.49,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-02-13T01:11:23.4Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,0,0,2024-02-13T01:11:51Z,80000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M36.00S,2024-02-13T01:11:32.6Z,1,REGULAR,foul,personal,[],1630579,,,1610612745,0,0,2024-02-13T01:11:44Z,90000,False,,,0,,J. Sims personal FOUL (1 PF),"[1630579, 1630578]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,8-16 Left,,,,,,,1627962.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,
11,PT11M27.00S,2024-02-13T01:11:58.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628415,90.75229960578186,67.15686274509804,1610612745,2,0,2024-02-13T01:12:04Z,110000,False,86.0,34.0,1,right,D. Brooks 9' pullup Jump Shot (2 PTS) (J. Green 1 AST),"[1628415, 1630224]",1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,9.24,Made,,,,,,,,,,2.0,J. Green,1630224.0,1.0,,,,,
13,PT11M07.00S,2024-02-13T01:12:19.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,8.492115637319317,59.068627450980394,1610612752,2,0,2024-02-13T01:14:53Z,130000,False,-45.0,27.0,1,left,MISS J. Brunson driving floating bank Shot,[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,,,,,,,,
14,PT11M07.00S,2024-02-13T01:12:19.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,0,2024-02-13T01:14:53Z,140000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M57.00S,2024-02-13T01:12:30.7Z,1,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612745,2,0,2024-02-13T01:12:36Z,150000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Green 2 FT),"[1628973, 1630224]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,1.0,0.0,Green,1630224.0,,,,,,,,,
17,PT10M57.00S,2024-02-13T01:12:58.9Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,2,0,2024-02-13T01:12:58Z,170000,False,,,0,,MISS J. Green Free Throw 1 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
