actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-13T00:11:08.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-13T00:11:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-13T00:11:10.5Z,1,REGULAR,jumpball,recovered,[],1631095,,,1610612745,0,0,2023-11-13T00:11:10Z,40000,False,,,0,,Jump Ball A. Sengun vs. N. Jokic: Tip to J. Smith Jr.,"[1631095, 1630578, 203999]",1610612745.0,HOU,startperiod,J. Smith Jr.,1631095.0,Smith Jr.,J. Smith Jr.,Sengun,1630578.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-11-13T00:11:26.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.59198423127464,43.627450980392155,1610612745,0,0,2023-11-13T00:11:31Z,70000,False,-32.0,17.0,1,right,MISS J. Green cutting Layup,[1630224],1610612745.0,HOU,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.62,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-11-13T00:11:27.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2023-11-13T00:12:02Z,80000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M37.00S,2023-11-13T00:11:32.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,9.674770039421814,48.77450980392157,1610612743,0,2,2023-11-13T00:11:56Z,90000,False,6.0,38.0,1,left,N. Jokic running finger roll Layup (2 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,running finger roll,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.89,Made,,,,,2.0,A. Gordon,203932.0,1.0,,,,,,,,,,
11,PT11M37.00S,2023-11-13T00:11:37.4Z,1,REGULAR,foul,personal,['1freethrow'],1628415,,,1610612743,0,2,2023-11-13T00:11:57Z,110000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Jokic 1 FT),"[1628415, 203999]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627964.0,1.0,0.0,Jokic,203999.0,,,,,
13,PT11M37.00S,2023-11-13T00:11:58.4Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,0,3,2023-11-13T00:11:58Z,130000,False,,,0,,N. Jokic Free Throw 1 of 1 (3 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
14,PT11M22.00S,2023-11-13T00:12:12.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,83.39356110381078,49.01960784313725,1610612745,0,3,2023-11-13T00:12:19Z,140000,False,-5.0,104.0,1,right,MISS A. Sengun 10' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,10.37,Missed,,,,,,,,,,,,,,,,,,
15,PT11M21.00S,2023-11-13T00:12:14.2Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,0,3,2023-11-13T00:12:14Z,150000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,
16,PT11M17.00S,2023-11-13T00:12:23.2Z,1,REGULAR,turnover,3-second-violation,[],1630578,,,1610612745,0,3,2023-11-13T00:12:31Z,160000,False,,,0,,A. Sengun 3-second-violation TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1146.0,,,,,1.0,,,,
17,PT10M58.00S,2023-11-13T00:12:46.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203932,7.178055190538765,52.20588235294118,1610612743,0,5,2023-11-13T00:15:25Z,170000,False,-11.0,15.0,1,left,A. Gordon Layup (2 PTS) (K. Caldwell-Pope 1 AST),"[203932, 203484]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,2.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,
19,PT10M47.00S,2023-11-13T00:12:58.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,80.6340341655716,59.31372549019608,1610612745,2,5,2023-11-13T00:13:04Z,190000,False,47.0,130.0,1,right,A. Sengun 13' Jump Shot (2 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,13.76,Made,,,,,2.0,J. Green,1630224.0,1.0,,,,,,,,,,
21,PT10M30.00S,2023-11-13T00:13:14.8Z,1,REGULAR,2pt,Jump Shot,[],203484,14.536793692509855,82.1078431372549,1610612743,2,7,2023-11-13T00:13:20Z,210000,False,-161.0,84.0,1,left,K. Caldwell-Pope 18' pullup Jump Shot (2 PTS) (R. Jackson 1 AST),"[203484, 202704]",1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left,18.12,Made,,,,,2.0,R. Jackson,202704.0,1.0,,,,,,,,,,
23,PT10M09.00S,2023-11-13T00:13:35.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,90.3580814717477,47.549019607843135,1610612745,4,7,2023-11-13T00:13:41Z,230000,False,-12.0,38.0,1,right,A. Sengun driving Hook (4 PTS) (J. Green 2 AST),"[1630578, 1630224]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,4.0,Made,,,,,4.0,J. Green,1630224.0,2.0,,,,,,,,,,
25,PT09M50.00S,2023-11-13T00:13:55.1Z,1,REGULAR,3pt,Jump Shot,[],203932,31.882391590013142,35.78431372549019,1610612743,4,7,2023-11-13T00:14:01Z,250000,False,71.0,247.0,1,left,MISS A. Gordon 25' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
26,PT09M49.00S,2023-11-13T00:13:56.1Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,4,7,2023-11-13T00:14:01Z,260000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
