actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
334,PT00M27.30S,2024-02-26T01:07:28.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,61,57,2024-02-26T01:07:28Z,3280000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,,,
335,PT00M27.30S,2024-02-26T01:07:29.6Z,2,REGULAR,substitution,out,[],1630224,,,1610612745,61,57,2024-02-26T01:07:38Z,3290000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M27.30S,2024-02-26T01:07:29.6Z,2,REGULAR,substitution,out,[],1630578,,,1610612745,61,57,2024-02-26T01:07:38Z,3300000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M27.30S,2024-02-26T01:07:29.6Z,2,REGULAR,substitution,out,[],1630598,,,1610612745,61,57,2024-02-26T01:07:38Z,3310000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M27.30S,2024-02-26T01:07:29.6Z,2,REGULAR,substitution,in,[],1641708,,,1610612745,61,57,2024-02-26T01:07:38Z,3320000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M27.30S,2024-02-26T01:07:29.6Z,2,REGULAR,substitution,in,[],201145,,,1610612745,61,57,2024-02-26T01:07:38Z,3330000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M27.30S,2024-02-26T01:07:29.6Z,2,REGULAR,substitution,in,[],1630198,,,1610612745,61,57,2024-02-26T01:07:38Z,3340000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M27.30S,2024-02-26T01:07:54.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628415,,,1610612745,62,57,2024-02-26T01:07:54Z,3350000,False,,,0,,D. Brooks Free Throw 2 of 2 (7 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
342,PT00M19.90S,2024-02-26T01:08:03.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,10.5946123521682,44.85294117647059,1610612760,62,57,2024-02-26T01:08:12Z,3360000,False,26.0,47.0,1,left,MISS J. Williams driving Layup - blocked,"[1631114, 1641708]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.37,Missed,,,,,,Thompson,1641708.0,,,,,,,,,,,
343,PT00M19.90S,2024-02-26T01:08:03.4Z,2,REGULAR,block,,[],1641708,,,1610612760,62,57,2024-02-26T01:09:25Z,3370000,False,,,0,,A. Thompson BLOCK (3 BLK),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
344,PT00M18.10S,2024-02-26T01:08:05.2Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,62,57,2024-02-26T01:08:12Z,3380000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:8),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,342.0,10.0,8.0,2.0,,,,,,,,,,,,,,
346,PT00M16.20S,2024-02-26T01:08:15.4Z,2,REGULAR,substitution,out,[],1630198,,,1610612745,62,57,2024-02-26T01:08:19Z,3400000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M16.20S,2024-02-26T01:08:15.4Z,2,REGULAR,substitution,in,[],1630598,,,1610612745,62,57,2024-02-26T01:08:19Z,3410000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M16.20S,2024-02-26T01:08:15.4Z,2,REGULAR,substitution,out,[],1631114,,,1610612745,62,57,2024-02-26T01:08:30Z,3420000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M16.20S,2024-02-26T01:08:15.4Z,2,REGULAR,substitution,in,[],1641717,,,1610612745,62,57,2024-02-26T01:08:30Z,3430000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M00.00S,2024-02-26T01:08:54.7Z,2,REGULAR,3pt,Jump Shot,[],1641708,67.49342969776609,69.36274509803921,1610612745,62,57,2024-02-26T01:09:00Z,3440000,False,97.0,253.0,1,right,MISS A. Thompson 27' 3PT,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,27.1,Missed,,,,,,,,,,,,,,,,,,
351,PT00M00.00S,2024-02-26T01:08:57.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,62,57,2024-02-26T01:08:57Z,3450000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,350.0,,,,,,,,,,,,,,,,,
352,PT00M00.00S,2024-02-26T01:08:58.5Z,2,REGULAR,period,end,[],0,,,1610612745,62,57,2024-02-26T01:08:58Z,3460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2024-02-26T01:23:36.3Z,3,REGULAR,substitution,out,['startperiod'],1641708,,,1610612745,62,57,2024-02-26T01:24:02Z,3470000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2024-02-26T01:23:36.3Z,3,REGULAR,substitution,out,['startperiod'],201145,,,1610612745,62,57,2024-02-26T01:24:02Z,3480000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2024-02-26T01:23:36.3Z,3,REGULAR,substitution,out,['startperiod'],1630598,,,1610612745,62,57,2024-02-26T01:24:02Z,3490000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2024-02-26T01:23:36.3Z,3,REGULAR,substitution,out,['startperiod'],1641717,,,1610612745,62,57,2024-02-26T01:24:02Z,3500000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2024-02-26T01:23:36.3Z,3,REGULAR,substitution,in,['startperiod'],1630224,,,1610612745,62,57,2024-02-26T01:24:02Z,3510000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2024-02-26T01:23:36.3Z,3,REGULAR,substitution,in,['startperiod'],1630578,,,1610612745,62,57,2024-02-26T01:24:02Z,3520000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2024-02-26T01:23:36.3Z,3,REGULAR,substitution,in,['startperiod'],1630581,,,1610612745,62,57,2024-02-26T01:24:02Z,3530000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2024-02-26T01:23:36.3Z,3,REGULAR,substitution,in,['startperiod'],1631114,,,1610612745,62,57,2024-02-26T01:24:02Z,3540000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2024-02-26T01:24:11.8Z,3,REGULAR,period,start,[],0,,,1610612745,62,57,2024-02-26T01:24:11Z,3550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT11M45.00S,2024-02-26T01:24:26.0Z,3,REGULAR,2pt,Jump Shot,[],1627832,21.107095926412615,35.53921568627451,1610612745,62,57,2024-02-26T01:24:32Z,3560000,False,72.0,146.0,1,left,MISS F. VanVleet 16' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,16.28,Missed,,,,,,,,,,,,,,,,,,
363,PT11M45.00S,2024-02-26T01:24:26.0Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,62,57,2024-02-26T01:24:32Z,3570000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:5),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Right Center,,,362.0,5.0,5.0,0.0,,,,,,,,,,,,,,
364,PT11M34.00S,2024-02-26T01:24:36.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,82.60512483574244,61.274509803921575,1610612760,62,57,2024-02-26T01:24:43Z,3580000,False,56.0,111.0,1,right,MISS S. Gilgeous-Alexander 12' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,12.45,Missed,,,,,,,,,,,,,,,,,,
365,PT11M34.00S,2024-02-26T01:24:36.6Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,62,57,2024-02-26T01:24:43Z,3590000,False,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,364.0,4.0,3.0,1.0,,,,,,,,,,,,,,
366,PT11M23.00S,2024-02-26T01:24:48.3Z,3,REGULAR,turnover,lost ball,[],1630578,,,1610612745,62,57,2024-02-26T01:24:51Z,3600000,False,,,0,,A. Sengun lost ball TURNOVER (4 TO),"[1630578, 1630581]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,4.0,Giddey,1630581.0
367,PT11M23.00S,2024-02-26T01:24:48.3Z,3,REGULAR,steal,,[],1630581,,,1610612760,62,57,2024-02-26T01:24:50Z,3610000,False,,,0,,J. Giddey STEAL (2 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
368,PT11M15.00S,2024-02-26T01:24:56.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631096,78.26872536136662,10.53921568627451,1610612760,62,60,2024-02-26T01:25:01Z,3620000,False,-197.0,152.0,1,right,C. Holmgren 24' 3PT  (10 PTS) (J. Giddey 2 AST),"[1631096, 1630581]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,24.89,Made,,,,,,,,10.0,J. Giddey,1630581.0,2.0,,,,,,,
370,PT11M14.00S,2024-02-26T01:25:01.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,62,60,2024-02-26T01:25:01Z,3640000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT11M00.00S,2024-02-26T01:28:08.1Z,3,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612745,62,60,2024-02-26T01:28:20Z,3650000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[1629652, 1631095]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,204058.0,,,,,,,1.0,0.0,Smith Jr.,1631095.0,,,
373,PT11M00.00S,2024-02-26T01:28:38.7Z,3,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,63,60,2024-02-26T01:28:38Z,3670000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (13 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,,,,,,,,13.0,,,,,,,,,,
374,PT11M00.00S,2024-02-26T01:28:57.5Z,3,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,64,60,2024-02-26T01:28:57Z,3680000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (14 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,,,,,,,,14.0,,,,,,,,,,
375,PT10M53.00S,2024-02-26T01:29:05.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.72339027595268,46.81372549019608,1610612760,64,62,2024-02-26T01:29:10Z,3690000,False,-16.0,16.0,1,right,S. Gilgeous-Alexander cutting Layup (20 PTS) (C. Holmgren 5 AST),"[1628983, 1631096]",1610612760.0,OKC,cutting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.25,Made,,,,,,,,20.0,C. Holmgren,1631096.0,5.0,,,,,,,
377,PT10M38.00S,2024-02-26T01:29:22.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.30946123521682,55.88235294117647,1610612745,64,62,2024-02-26T01:29:38Z,3710000,False,-29.0,16.0,1,left,MISS J. Green driving reverse Layup - blocked,"[1630224, 1631096]",1610612745.0,HOU,driving reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.36,Missed,,,,,,Holmgren,1631096.0,,,,,,,,,,,
378,PT10M38.00S,2024-02-26T01:29:22.3Z,3,REGULAR,block,,[],1631096,,,1610612745,64,62,2024-02-26T01:29:24Z,3720000,False,,,0,,C. Holmgren BLOCK (2 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
379,PT10M37.00S,2024-02-26T01:29:23.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,64,62,2024-02-26T01:29:38Z,3730000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,377.0,,,,,,,,,,,,,,,,,
381,PT10M35.00S,2024-02-26T01:29:46.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631095,26.888961892247043,77.69607843137256,1610612745,64,62,2024-02-26T01:29:52Z,3750000,False,-138.0,200.0,1,left,MISS J. Smith Jr. 24' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,24.35,Missed,,,,,,,,,,,,,,,,,,
382,PT10M34.00S,2024-02-26T01:29:47.5Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,64,62,2024-02-26T01:29:52Z,3760000,False,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,381.0,4.0,4.0,0.0,,,,,,,,,,,,,,
383,PT10M26.00S,2024-02-26T01:29:55.2Z,3,REGULAR,3pt,Jump Shot,[],1631096,69.59592641261499,34.068627450980394,1610612760,64,62,2024-02-26T01:30:02Z,3770000,False,-80.0,233.0,1,right,MISS C. Holmgren 24' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,24.65,Missed,,,,,,,,,,,,,,,,,,
384,PT10M25.00S,2024-02-26T01:29:56.2Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,64,62,2024-02-26T01:30:02Z,3780000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:9),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,383.0,11.0,9.0,2.0,,,,,,,,,,,,,,
385,PT10M14.00S,2024-02-26T01:30:09.4Z,3,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,64,62,2024-02-26T01:30:17Z,3790000,False,,,0,,A. Sengun lost ball out-of-bounds TURNOVER (5 TO),[1630578],1610612745.0,HOU,lost ball,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202056.0,,,,,,,,,,,5.0,,
386,PT10M01.00S,2024-02-26T01:30:23.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1631114,82.47371879106439,33.33333333333333,1610612760,64,62,2024-02-26T01:30:31Z,3800000,False,-83.0,112.0,1,right,MISS J. Williams 13' driving floating Shot,[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,13.97,Missed,,,,,,,,,,,,,,,,,,
387,PT10M00.00S,2024-02-26T01:30:24.2Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,64,62,2024-02-26T01:30:31Z,3810000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:10),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,386.0,12.0,10.0,2.0,,,,,,,,,,,,,,
388,PT09M47.00S,2024-02-26T01:30:37.7Z,3,REGULAR,3pt,Jump Shot,[],1628415,7.440867279894875,95.34313725490196,1610612745,67,62,2024-02-26T01:30:43Z,3820000,False,-227.0,17.0,1,left,D. Brooks 3PT  (10 PTS) (F. VanVleet 3 AST),"[1628415, 1627832]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,22.74,Made,,,,,,,,10.0,F. VanVleet,1627832.0,3.0,,,,,,,
390,PT09M32.00S,2024-02-26T01:30:53.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,91.67214191852825,55.63725490196079,1610612760,67,62,2024-02-26T01:37:43Z,3840000,False,28.0,26.0,1,right,MISS C. Holmgren driving floating bank Shot,[1631096],1610612760.0,OKC,driving floating bank,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,,
391,PT09M31.00S,2024-02-26T01:30:54.9Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,67,62,2024-02-26T01:32:19Z,3850000,False,,,0,,A. Sengun REBOUND (Off:1 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,390.0,5.0,4.0,1.0,,,,,,,,,,,,,,
392,PT09M23.00S,2024-02-26T01:31:01.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627832,5.601182654402102,53.18627450980392,1610612745,69,62,2024-02-26T01:36:20Z,3860000,False,-16.0,0.0,1,left,F. VanVleet running finger roll Layup (10 PTS),[1627832],1610612745.0,HOU,running finger roll,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,10.0,,,,,,,,,,
393,PT09M14.00S,2024-02-26T01:31:12.7Z,3,REGULAR,foul,offensive,[],1630581,,,1610612760,69,62,2024-02-26T01:31:21Z,3870000,False,,,0,,J. Giddey offensive FOUL (4 PF),"[1630581, 1627832]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,204058.0,,,,,,,4.0,0.0,VanVleet,1627832.0,,,
395,PT09M14.00S,2024-02-26T01:31:12.7Z,3,REGULAR,turnover,offensive foul,[],1630581,,,1610612760,69,62,2024-02-26T01:31:12Z,3890000,False,,,0,,J. Giddey offensive foul TURNOVER (1 TO),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,204058.0,,,,,,,,,,,1.0,,
396,PT08M57.00S,2024-02-26T01:31:47.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631095,27.54599211563732,21.323529411764707,1610612745,69,62,2024-02-26T01:31:53Z,3900000,False,143.0,206.0,1,left,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,,
397,PT08M56.00S,2024-02-26T01:31:48.5Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,69,62,2024-02-26T01:31:53Z,3910000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,396.0,3.0,3.0,0.0,,,,,,,,,,,,,,
398,PT08M50.00S,2024-02-26T01:31:54.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629652,91.40932982917214,50.98039215686274,1610612760,69,62,2024-02-26T01:32:05Z,3920000,False,5.0,28.0,1,right,MISS L. Dort running finger roll Layup,[1629652],1610612760.0,OKC,running finger roll,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,,,,,,
399,PT08M49.00S,2024-02-26T01:31:55.8Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,69,62,2024-02-26T01:32:05Z,3930000,False,,,0,,J. Green REBOUND (Off:0 Def:5),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,398.0,5.0,5.0,0.0,,,,,,,,,,,,,,
400,PT08M41.00S,2024-02-26T01:32:03.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.258212877792378,48.28431372549019,1610612745,71,62,2024-02-26T01:38:07Z,3940000,False,9.0,6.0,1,left,J. Green driving finger roll Layup (7 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,,,,7.0,,,,,,,,,,
401,PT08M27.00S,2024-02-26T01:32:17.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,84.31340341655716,59.55882352941176,1610612760,71,62,2024-02-26T01:32:24Z,3950000,False,48.0,95.0,1,right,MISS S. Gilgeous-Alexander 10' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,10.63,Missed,,,,,,,,,,,,,,,,,,
402,PT08M26.00S,2024-02-26T01:32:18.4Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,71,62,2024-02-26T01:32:24Z,3960000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:11),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,401.0,13.0,11.0,2.0,,,,,,,,,,,,,,
403,PT08M19.00S,2024-02-26T01:32:26.4Z,3,REGULAR,2pt,Jump Shot,[],1631095,24.129434954007884,67.40196078431373,1610612745,71,62,2024-02-26T01:32:33Z,3970000,False,-87.0,174.0,1,left,MISS J. Smith Jr. 19' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,19.48,Missed,,,,,,,,,,,,,,,,,,
404,PT08M18.00S,2024-02-26T01:32:27.4Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,71,62,2024-02-26T01:32:33Z,3980000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,,,403.0,2.0,2.0,0.0,,,,,,,,,,,,,,
405,PT08M09.00S,2024-02-26T01:32:36.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.11760840998686,47.05882352941176,1610612760,71,64,2024-02-26T01:39:36Z,3990000,False,-15.0,12.0,1,right,S. Gilgeous-Alexander driving Layup (22 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,,,,22.0,,,,,,,,,,
406,PT07M52.00S,2024-02-26T01:32:52.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,5.075558475689881,45.83333333333333,1610612745,73,64,2024-02-26T01:33:00Z,4000000,False,21.0,-5.0,1,left,J. Green driving finger roll Layup (9 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.13,Made,,,,,,,,9.0,,,,,,,,,,
523,PT07M41.00S,2024-02-26T01:33:00.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,92.9862023653088,53.67647058823529,1610612760,73,64,2024-02-26T01:51:16Z,4005000,False,18.0,13.0,1,right,MISS C. Holmgren alley-oop DUNK,[1631096],1610612760.0,OKC,alley-oop,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
524,PT07M40.00S,2024-02-26T01:33:01.2Z,3,REGULAR,rebound,offensive,[],1630581,,,1610612760,73,64,2024-02-26T01:51:16Z,4007500,False,,,0,,J. Giddey REBOUND (Off:1 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,523.0,5.0,4.0,1.0,,,,,,,,,,,,,,
407,PT07M37.00S,2024-02-26T01:33:08.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631114,79.31997371879106,91.17647058823529,1610612760,73,67,2024-02-26T01:51:16Z,4010000,False,206.0,142.0,1,right,J. Williams 25' 3PT  (17 PTS) (J. Giddey 3 AST),"[1631114, 1630581]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.01,Made,,,,,,,,17.0,J. Giddey,1630581.0,3.0,,,,,,,
409,PT07M21.00S,2024-02-26T01:33:23.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,17.427726675427067,38.72549019607843,1610612745,73,67,2024-02-26T01:33:32Z,4030000,False,56.0,111.0,1,left,MISS D. Brooks 12' pullup Shot,[1628415],1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,12.48,Missed,,,,,,,,,,,,,,,,,,
410,PT07M21.00S,2024-02-26T01:33:23.5Z,3,REGULAR,rebound,offensive,[],1628415,,,1610612745,73,67,2024-02-26T01:33:32Z,4040000,False,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,409.0,1.0,0.0,1.0,,,,,,,,,,,,,,
