actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT04M36.00S,2024-03-16T21:23:00.9Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,23,22,2024-03-16T21:23:07Z,850000,False,,,0,,J. Green REBOUND (Off:1 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,84.0,4.0,3.0,1.0,,,,,
86,PT04M32.00S,2024-03-16T21:23:07.7Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612745,23,22,2024-03-16T21:23:33Z,860000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Green 2 FT),"[1630171, 1630224]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Green,1630224.0
88,PT04M32.00S,2024-03-16T21:23:34.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630224,,,1610612745,23,22,2024-03-16T21:23:34Z,880000,False,,,0,,MISS J. Green Free Throw 1 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
89,PT04M32.00S,2024-03-16T21:23:34.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,23,22,2024-03-16T21:23:34Z,890000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,
90,PT04M32.00S,2024-03-16T21:23:36.5Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,23,22,2024-03-16T21:23:45Z,900000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M32.00S,2024-03-16T21:23:36.5Z,1,REGULAR,substitution,out,[],1627777,,,1610612745,23,22,2024-03-16T21:23:45Z,910000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M32.00S,2024-03-16T21:23:36.5Z,1,REGULAR,substitution,out,[],1628378,,,1610612745,23,22,2024-03-16T21:23:45Z,920000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M32.00S,2024-03-16T21:23:36.5Z,1,REGULAR,substitution,in,[],1629111,,,1610612745,23,22,2024-03-16T21:23:45Z,930000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M32.00S,2024-03-16T21:23:36.5Z,1,REGULAR,substitution,in,[],1629636,,,1610612745,23,22,2024-03-16T21:23:45Z,940000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M32.00S,2024-03-16T21:23:36.5Z,1,REGULAR,substitution,in,[],1627745,,,1610612745,23,22,2024-03-16T21:23:45Z,950000,False,,,0,,SUB in: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M32.00S,2024-03-16T21:23:52.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630224,,,1610612745,24,22,2024-03-16T21:23:52Z,960000,False,,,0,,J. Green Free Throw 2 of 2 (6 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
97,PT04M14.00S,2024-03-16T21:24:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,7.178055190538765,44.11764705882353,1610612739,24,22,2024-03-16T21:26:28Z,970000,False,29.0,15.0,1,left,MISS I. Okoro driving Layup - blocked,"[1630171, 1630224]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,3.3,Missed,,,,,Green,1630224.0,,,,,,,,,
98,PT04M14.00S,2024-03-16T21:24:14.7Z,1,REGULAR,block,,[],1630224,,,1610612739,24,22,2024-03-16T21:24:17Z,980000,False,,,0,,J. Green BLOCK (1 BLK),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
99,PT04M11.00S,2024-03-16T21:24:17.7Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,24,22,2024-03-16T21:24:19Z,990000,False,,,0,,J. Green REBOUND (Off:1 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,97.0,5.0,4.0,1.0,,,,,
100,PT04M07.00S,2024-03-16T21:24:21.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,91.5407358738502,3.6764705882352944,1610612745,24,22,2024-03-17T00:29:43Z,1000000,False,-232.0,27.0,1,right,MISS D. Brooks running 3PT,[1628415],1610612745.0,HOU,running,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,,,,23.32,Missed,,,,,,,,,,,,,,,
101,PT04M04.00S,2024-03-16T21:24:24.3Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,24,22,2024-03-16T21:24:30Z,1010000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,
102,PT04M00.00S,2024-03-16T21:24:34.2Z,1,REGULAR,foul,offensive,[],1628386,,,1610612739,24,22,2024-03-16T21:25:01Z,1020000,False,,,0,,J. Allen offensive FOUL (1 PF),"[1628386, 1628415]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Brooks,1628415.0
104,PT04M00.00S,2024-03-16T21:24:34.2Z,1,REGULAR,turnover,offensive foul,[],1628386,,,1610612739,24,22,2024-03-16T21:25:01Z,1040000,False,,,0,,J. Allen offensive foul TURNOVER (2 TO),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Center,2.0,,,,,,,,,,,,,,,1155.0,,,,
105,PT03M46.00S,2024-03-16T21:25:01.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201145,71.69842312746385,76.9607843137255,1610612745,24,22,2024-03-16T21:25:06Z,1050000,False,135.0,214.0,1,right,MISS J. Green 25' 3PT,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,25.25,Missed,,,,,,,,,,,,,,,
106,PT03M43.00S,2024-03-16T21:25:03.8Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612739,24,22,2024-03-16T21:25:03Z,1060000,False,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,105.0,1.0,1.0,0.0,,,,,
107,PT03M36.00S,2024-03-16T21:25:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,14.273981603153747,36.51960784313725,1610612739,24,24,2024-03-16T21:25:15Z,1070000,False,67.0,82.0,1,left,D. Garland 10' driving floating Jump Shot (4 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Right,,,,10.59,Made,4.0,,,,,,,,,,,,,,
108,PT03M24.00S,2024-03-16T21:25:23.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,88.25558475689881,52.94117647058824,1610612745,24,24,2024-03-16T21:25:30Z,1080000,False,15.0,58.0,1,right,MISS D. Brooks driving floating Shot,[1628415],1610612745.0,HOU,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,5.97,Missed,,,,,,,,,,,,,,,
109,PT03M19.00S,2024-03-16T21:25:28.6Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,24,24,2024-03-16T21:25:30Z,1090000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,
110,PT03M19.00S,2024-03-16T21:25:40.6Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,24,24,2024-03-16T21:25:45Z,1100000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M19.00S,2024-03-16T21:25:40.6Z,1,REGULAR,substitution,in,[],202684,,,1610612739,24,24,2024-03-16T21:25:45Z,1110000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M16.00S,2024-03-16T21:26:06.7Z,1,REGULAR,jumpball,recovered,[],1627747,,,1610612739,24,24,2024-03-16T21:26:06Z,1120000,False,,,0,,Jump Ball I. Okoro vs. J. Green: Tip to C. LeVert,"[1627747, 1630171, 1630224]",1610612739.0,CLE,heldball,C. LeVert,1627747.0,LeVert,C. LeVert,Okoro,1630171.0,Green,1630224.0,,,,,,,,,,,,,,,,,,,,,,
115,PT03M00.00S,2024-03-16T21:26:22.8Z,1,REGULAR,3pt,Jump Shot,[],1630171,33.98488830486202,50.49019607843137,1610612739,24,24,2024-03-16T21:26:31Z,1150000,False,-2.0,267.0,1,left,MISS I. Okoro 26' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Center,,,,26.7,Missed,,,,,,,,,,,,,,,
116,PT02M58.00S,2024-03-16T21:26:24.8Z,1,REGULAR,rebound,offensive,[],202684,,,1610612739,24,24,2024-03-16T21:26:31Z,1160000,False,,,0,,T. Thompson REBOUND (Off:1 Def:0),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,115.0,1.0,0.0,1.0,,,,,
117,PT02M53.00S,2024-03-16T21:26:29.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627747,6.521024967148489,55.14705882352941,1610612739,24,24,2024-03-16T21:27:49Z,1170000,False,-26.0,9.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,2.72,Missed,,,,,,,,,,,,,,,
118,PT02M51.00S,2024-03-16T21:26:31.6Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,24,24,2024-03-16T21:32:19Z,1180000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:3),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,117.0,4.0,3.0,1.0,,,,,
119,PT02M44.00S,2024-03-16T21:26:38.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628415,93.11760840998686,46.07843137254902,1610612745,26,24,2024-03-16T21:31:36Z,1190000,False,-20.0,12.0,1,right,D. Brooks running finger roll Layup (10 PTS) (F. VanVleet 6 AST),"[1628415, 1627832]",1610612745.0,HOU,running finger roll,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,2.31,Made,10.0,F. VanVleet,1627832.0,6.0,,,,,,,,,,,
121,PT02M25.00S,2024-03-16T21:26:57.4Z,1,REGULAR,3pt,Jump Shot,[],1629636,31.225361366622867,66.66666666666666,1610612739,26,24,2024-03-16T21:27:02Z,1210000,False,-83.0,241.0,1,left,MISS D. Garland 25' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,25.5,Missed,,,,,,,,,,,,,,,
122,PT02M22.00S,2024-03-16T21:27:00.4Z,1,REGULAR,rebound,offensive,[],1627745,,,1610612739,26,24,2024-03-16T21:27:02Z,1220000,False,,,0,,D. Jones REBOUND (Off:1 Def:1),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,121.0,2.0,1.0,1.0,,,,,
123,PT02M15.00S,2024-03-16T21:27:07.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627745,7.046649145860711,51.71568627450981,1610612739,26,24,2024-03-16T21:33:54Z,1230000,False,-9.0,14.0,1,left,MISS D. Jones cutting DUNK - blocked,"[1627745, 1629111]",1610612739.0,CLE,cutting,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,,1.62,Missed,,,,,Landale,1629111.0,,,,,,,,,
124,PT02M15.00S,2024-03-16T21:27:07.2Z,1,REGULAR,block,,[],1629111,,,1610612739,26,24,2024-03-16T21:27:09Z,1240000,False,,,0,,J. Landale BLOCK (1 BLK),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
125,PT02M11.00S,2024-03-16T21:27:11.2Z,1,REGULAR,rebound,defensive,[],201145,,,1610612745,26,24,2024-03-16T21:27:17Z,1250000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,
126,PT02M10.00S,2024-03-16T21:27:12.4Z,1,REGULAR,turnover,bad pass,[],201145,,,1610612745,26,24,2024-03-16T21:27:21Z,1260000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[201145, 1627747]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,1.0,LeVert,1627747.0,,,,,,,,,,,,,,,,,
127,PT02M10.00S,2024-03-16T21:27:12.4Z,1,REGULAR,steal,,[],1627747,,,1610612739,26,24,2024-03-16T21:27:14Z,1270000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
167,PT02M02.00S,2024-03-16T21:27:18.2Z,1,REGULAR,turnover,out-of-bounds,[],202684,,,1610612739,26,24,2024-03-16T21:35:05Z,1275000,False,,,0,,T. Thompson lost ball out-of-bounds TURNOVER (1 TO),[202684],1610612739.0,CLE,lost ball,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,,,,,101283.0,,,,
129,PT02M02.00S,2024-03-16T21:27:29.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,26,24,2024-03-16T21:35:05Z,1290000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M02.00S,2024-03-16T21:30:14.9Z,1,REGULAR,substitution,out,[],1627832,,,1610612745,26,24,2024-03-16T21:35:05Z,1310000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M02.00S,2024-03-16T21:30:14.9Z,1,REGULAR,substitution,out,[],1628415,,,1610612745,26,24,2024-03-16T21:35:05Z,1320000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M02.00S,2024-03-16T21:30:14.9Z,1,REGULAR,substitution,out,[],1630171,,,1610612745,26,24,2024-03-16T21:35:05Z,1330000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M02.00S,2024-03-16T21:30:14.9Z,1,REGULAR,substitution,in,[],1628988,,,1610612745,26,24,2024-03-16T21:35:05Z,1340000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M02.00S,2024-03-16T21:30:14.9Z,1,REGULAR,substitution,in,[],1631095,,,1610612745,26,24,2024-03-16T21:35:05Z,1350000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M02.00S,2024-03-16T21:30:14.9Z,1,REGULAR,substitution,in,[],1630241,,,1610612745,26,24,2024-03-16T21:35:05Z,1360000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M53.00S,2024-03-16T21:30:35.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,70.90998685939553,76.22549019607843,1610612745,29,24,2024-03-16T21:35:05Z,1370000,False,131.0,221.0,1,right,J. Green 25' 3PT pullup (9 PTS) (A. Holiday 1 AST),"[1630224, 1628988]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,25.69,Made,9.0,A. Holiday,1628988.0,1.0,,,,,,,,,,,
138,PT01M23.00S,2024-03-16T21:31:05.2Z,1,REGULAR,3pt,Jump Shot,[],1627745,33.065045992115635,54.166666666666664,1610612739,29,24,2024-03-16T21:31:10Z,1380000,False,-21.0,258.0,1,left,MISS D. Jones 25' 3PT,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Center,,,,25.91,Missed,,,,,,,,,,,,,,,
139,PT01M21.00S,2024-03-16T21:31:07.2Z,1,REGULAR,rebound,offensive,[],1627745,,,1610612739,29,24,2024-03-16T21:31:10Z,1390000,False,,,0,,D. Jones REBOUND (Off:2 Def:1),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,138.0,3.0,1.0,2.0,,,,,
140,PT01M15.00S,2024-03-16T21:31:16.4Z,1,REGULAR,foul,personal,[],1628988,,,1610612739,29,24,2024-03-16T21:31:32Z,1400000,False,,,0,,A. Holiday personal FOUL (1 PF),"[1628988, 1627745]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Jones,1627745.0
142,PT01M15.00S,2024-03-16T21:31:27.4Z,1,REGULAR,substitution,out,[],1627745,,,1610612739,29,24,2024-03-16T21:31:33Z,1420000,False,,,0,,SUB out: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M15.00S,2024-03-16T21:31:27.4Z,1,REGULAR,substitution,in,[],1627777,,,1610612739,29,24,2024-03-16T21:31:33Z,1430000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M05.00S,2024-03-16T21:31:47.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627747,7.5722733245729295,42.64705882352941,1610612739,29,26,2024-03-16T21:31:53Z,1440000,False,37.0,19.0,1,left,C. LeVert driving finger roll Layup (4 PTS) (S. Merrill 1 AST),"[1627747, 1630241]",1610612739.0,CLE,driving finger roll,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,4.13,Made,4.0,S. Merrill,1630241.0,1.0,,,,,,,,,,,
146,PT00M51.00S,2024-03-16T21:32:01.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,70.51576872536137,73.0392156862745,1610612745,32,26,2024-03-16T21:32:06Z,1450000,False,115.0,225.0,1,right,J. Green 25' 3PT step back (12 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,25.25,Made,12.0,,,,,,,,,,,,,,
147,PT00M40.50S,2024-03-16T21:32:17.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628988,,,1610612739,32,26,2024-03-16T21:32:28Z,1460000,False,,,0,,A. Holiday shooting personal FOUL (2 PF) (Garland 2 FT),"[1628988, 1629636]",1610612745.0,HOU,shooting,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Garland,1629636.0
149,PT00M40.50S,2024-03-16T21:32:40.2Z,1,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,32,27,2024-03-16T21:33:18Z,1480000,False,,,0,,D. Garland Free Throw 1 of 2 (5 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
150,PT00M40.50S,2024-03-16T21:32:40.2Z,1,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,32,27,2024-03-16T21:33:18Z,1490000,False,,,0,,MISS D. Garland Free Throw 2 of 2,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
151,PT00M40.50S,2024-03-16T21:32:40.2Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,32,27,2024-03-16T21:33:18Z,1500000,False,,,0,,J. Green REBOUND (Off:1 Def:5),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,150.0,6.0,5.0,1.0,,,,,
152,PT00M33.60S,2024-03-16T21:33:11.2Z,1,REGULAR,foul,personal,[],1627747,,,1610612745,32,27,2024-03-16T21:33:21Z,1510000,False,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 1630224]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Green,1630224.0
154,PT00M27.60S,2024-03-16T21:33:34.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202684,,,1610612745,32,27,2024-03-16T21:33:51Z,1530000,False,,,0,,T. Thompson personal FOUL (1 PF) (Green 2 FT),"[202684, 1630224]",1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Green,1630224.0
156,PT00M27.60S,2024-03-16T21:33:57.2Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,33,27,2024-03-16T21:33:57Z,1550000,False,,,0,,J. Green Free Throw 1 of 2 (13 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
157,PT00M27.60S,2024-03-16T21:33:59.5Z,1,REGULAR,substitution,out,[],1629111,,,1610612745,33,27,2024-03-16T21:34:11Z,1560000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M27.60S,2024-03-16T21:33:59.5Z,1,REGULAR,substitution,out,[],202684,,,1610612745,33,27,2024-03-16T21:34:11Z,1570000,False,,,0,,SUB out: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M27.60S,2024-03-16T21:33:59.5Z,1,REGULAR,substitution,in,[],1628415,,,1610612745,33,27,2024-03-16T21:34:11Z,1580000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M27.60S,2024-03-16T21:33:59.5Z,1,REGULAR,substitution,in,[],1628378,,,1610612745,33,27,2024-03-16T21:34:11Z,1590000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M27.60S,2024-03-16T21:34:31.6Z,1,REGULAR,foul,technical,['inpenalty'],1630224,,,1610612745,33,27,2024-03-16T21:37:19Z,1600000,False,,,0,,J. Green double technical FOUL (1 Tech),[1630224],1610612745.0,HOU,double,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,1155.0,0.0,1.0,,
162,PT00M27.60S,2024-03-16T21:34:31.6Z,1,REGULAR,foul,technical,['inpenalty'],1627777,,,1610612745,33,27,2024-03-16T21:34:40Z,1610000,False,,,0,,G. Niang double technical FOUL (1 Tech),[1627777],1610612739.0,CLE,double,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,1155.0,0.0,1.0,,
163,PT00M27.60S,2024-03-16T21:34:49.6Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,34,27,2024-03-16T21:34:49Z,1620000,False,,,0,,J. Green Free Throw 2 of 2 (14 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
164,PT00M04.70S,2024-03-16T21:35:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,9.937582128777924,37.745098039215684,1610612739,34,27,2024-03-16T21:36:51Z,1630000,False,61.0,41.0,1,left,MISS D. Garland 7' driving floating Shot - blocked,"[1629636, 1630224]",1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,7.37,Missed,,,,,Green,1630224.0,,,,,,,,,
165,PT00M04.70S,2024-03-16T21:35:02.6Z,1,REGULAR,block,,[],1630224,,,1610612739,34,27,2024-03-16T21:35:04Z,1640000,False,,,0,,J. Green BLOCK (2 BLK),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
166,PT00M02.30S,2024-03-16T21:35:05.0Z,1,REGULAR,rebound,defensive,[],201145,,,1610612745,34,27,2024-03-16T21:35:39Z,1650000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,164.0,2.0,2.0,0.0,,,,,
168,PT00M01.50S,2024-03-16T21:35:09.8Z,1,REGULAR,turnover,lost ball,[],1628415,,,1610612745,34,27,2024-03-16T21:35:47Z,1660000,False,,,0,,D. Brooks lost ball TURNOVER (1 TO),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,,,,,,,,,,
169,PT00M01.50S,2024-03-16T21:35:19.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628415,,,1610612739,34,27,2024-03-16T21:35:36Z,1670000,False,,,0,,D. Brooks personal FOUL (2 PF) (Merrill 2 FT),"[1628415, 1630241]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,1627963.0,2.0,0.0,Merrill,1630241.0
