actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
411,PT06M17.00S,2024-01-21T02:32:53.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,91.67214191852825,47.05882352941176,1610612745,78,69,2024-01-21T02:33:06Z,4030000,False,-15.0,26.0,1,right,A. Sengun driving Layup (23 PTS),[1630578],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,2.97,Made,Sengun,A. Sengun,,,,,23.0,,,,,,,,,,,,,,
412,PT06M00.00S,2024-01-21T02:33:09.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,10.85742444152431,56.61764705882353,1610612762,78,71,2024-01-21T02:33:14Z,4040000,False,-33.0,50.0,1,left,K. Dunn turnaround Jump Shot (4 PTS),[1627739],1610612762.0,UTA,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,5.96,Made,Dunn,K. Dunn,,,,,4.0,,,,,,,,,,,,,,
414,PT05M48.00S,2024-01-21T02:33:26.8Z,3,REGULAR,substitution,out,[],1628415,,,1610612745,78,71,2024-01-21T02:33:32Z,4060000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,
415,PT05M48.00S,2024-01-21T02:33:26.8Z,3,REGULAR,substitution,in,[],1630256,,,1610612745,78,71,2024-01-21T02:33:32Z,4070000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,
416,PT05M45.00S,2024-01-21T02:33:44.3Z,3,REGULAR,3pt,Jump Shot,[],1630224,75.24638633377135,87.99019607843137,1610612745,78,71,2024-01-21T02:33:48Z,4080000,False,190.0,180.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,26.19,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,
417,PT05M42.00S,2024-01-21T02:33:47.0Z,3,REGULAR,rebound,offensive,[],1627832,,,1610612745,78,71,2024-01-21T02:33:47Z,4090000,False,,,0,,F. VanVleet REBOUND (Off:2 Def:3),[1627832],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,VanVleet,F. VanVleet,416.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
418,PT05M40.00S,2024-01-21T02:33:49.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,80.23981603153744,90.93137254901961,1610612745,78,71,2024-01-21T02:33:54Z,4100000,False,205.0,133.0,1,right,MISS F. VanVleet 24' 3PT,[1627832],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,24.42,Missed,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,
419,PT05M37.00S,2024-01-21T02:33:52.2Z,3,REGULAR,rebound,defensive,[],1627739,,,1610612762,78,71,2024-01-21T02:33:54Z,4110000,False,,,0,,K. Dunn REBOUND (Off:1 Def:2),[1627739],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Right Center,,,Dunn,K. Dunn,418.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
420,PT05M37.00S,2024-01-21T02:33:55.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629012,7.046649145860711,52.94117647058824,1610612762,78,73,2024-01-21T02:34:14Z,4120000,False,-15.0,14.0,1,left,C. Sexton running Layup (15 PTS) (K. Dunn 6 AST),"[1629012, 1627739]",1610612762.0,UTA,running,,,,,,Restricted Area,0-8 Center,2.01,Made,Sexton,C. Sexton,,,,,15.0,K. Dunn,1627739.0,6.0,,,,,,,,,,,
421,PT05M37.00S,2024-01-21T02:34:13.0Z,3,REGULAR,foul,personal,['1freethrow'],1631095,,,1610612762,78,73,2024-01-21T02:34:18Z,4130000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Sexton 1 FT),"[1631095, 1629012]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,1627962.0,1.0,0.0,Sexton,1629012.0,,,
423,PT05M37.00S,2024-01-21T02:34:19.2Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1629012,,,1610612762,78,74,2024-01-21T02:34:19Z,4150000,False,,,0,,C. Sexton Free Throw 1 of 1 (16 PTS),[1629012],1610612762.0,UTA,,,,,,,,,,Made,Sexton,C. Sexton,,,,,16.0,,,,,,,,,,,,,,
424,PT05M24.00S,2024-01-21T02:34:33.7Z,3,REGULAR,3pt,Jump Shot,[],1630256,92.19776609724047,95.34313725490196,1610612745,78,74,2024-01-21T02:34:37Z,4160000,False,227.0,21.0,1,right,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,22.77,Missed,Tate,J. Tate,,,,,,,,,,,,,,,,,,,
425,PT05M21.00S,2024-01-21T02:34:36.7Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,78,74,2024-01-21T02:34:37Z,4170000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:5),[1628374],1610612762.0,UTA,,,,,,,Right Corner 3,24+ Right,,,Markkanen,L. Markkanen,424.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
426,PT05M19.00S,2024-01-21T02:34:37.8Z,3,REGULAR,turnover,bad pass,[],1628374,,,1610612762,78,74,2024-01-21T02:34:41Z,4180000,False,,,0,,L. Markkanen bad pass TURNOVER (2 TO),"[1628374, 1630224]",1610612762.0,UTA,,,,,,,Mid-Range,16-24 Left Center,,,Markkanen,L. Markkanen,,,,,,,,,2.0,Green,1630224.0,,,,,,,,
427,PT05M19.00S,2024-01-21T02:34:37.8Z,3,REGULAR,steal,,[],1630224,,,1610612745,78,74,2024-01-21T02:34:39Z,4190000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Left Center,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
428,PT05M13.00S,2024-01-21T02:34:50.2Z,3,REGULAR,foul,personal,[],1627739,,,1610612745,78,74,2024-01-21T02:35:07Z,4200000,False,,,0,,K. Dunn personal FOUL (2 PF),"[1627739, 1630224]",1610612762.0,UTA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Dunn,K. Dunn,,,,,,,,,,,,201639.0,2.0,0.0,Green,1630224.0,,,
431,PT05M13.00S,2024-01-21T02:35:00.6Z,3,REGULAR,substitution,out,[],1630224,,,1610612745,78,74,2024-01-21T02:35:30Z,4220000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
432,PT05M13.00S,2024-01-21T02:35:00.6Z,3,REGULAR,substitution,out,[],1631323,,,1610612745,78,74,2024-01-21T02:35:30Z,4230000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,
433,PT05M13.00S,2024-01-21T02:35:00.6Z,3,REGULAR,substitution,out,[],1631117,,,1610612745,78,74,2024-01-21T02:35:30Z,4240000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,,,,,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,
434,PT05M13.00S,2024-01-21T02:35:00.6Z,3,REGULAR,substitution,in,[],1641715,,,1610612745,78,74,2024-01-21T02:35:30Z,4250000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,,,,,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,
435,PT05M13.00S,2024-01-21T02:35:00.6Z,3,REGULAR,substitution,in,[],1628381,,,1610612745,78,74,2024-01-21T02:35:30Z,4260000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,,,,,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,
436,PT05M13.00S,2024-01-21T02:35:00.6Z,3,REGULAR,substitution,in,[],203903,,,1610612745,78,74,2024-01-21T02:35:30Z,4270000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,,,,,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,
437,PT05M08.00S,2024-01-21T02:35:33.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627832,83.04862023653088,62.27787990196079,1610612745,78,74,2024-01-21T02:39:14Z,4285000,False,61.0,107.0,1,right,MISS F. VanVleet 12' fadeaway Shot,[1627832],1610612745.0,HOU,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,12.32,Missed,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,
438,PT05M06.00S,2024-01-21T02:35:35.9Z,3,REGULAR,rebound,offensive,[],1630256,,,1610612745,78,74,2024-01-21T02:39:14Z,4292500,False,,,0,,J. Tate REBOUND (Off:3 Def:0),[1630256],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,Tate,J. Tate,437.0,3.0,0.0,3.0,,,,,,,,,,,,,,,
439,PT05M04.00S,2024-01-21T02:35:38.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631095,67.88764783180025,42.15686274509804,1610612745,78,74,2024-01-21T02:39:58Z,4300000,False,-39.0,249.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,25.25,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,
440,PT05M02.00S,2024-01-21T02:35:40.2Z,3,REGULAR,rebound,defensive,[],203903,,,1610612762,78,74,2024-01-21T02:39:58Z,4310000,False,,,0,,J. Clarkson REBOUND (Off:1 Def:4),[203903],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Center,,,Clarkson,J. Clarkson,439.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
442,PT04M57.00S,2024-01-21T02:35:46.5Z,3,REGULAR,turnover,bad pass,[],203903,,,1610612762,78,74,2024-01-21T02:40:20Z,4330000,False,,,0,,J. Clarkson bad pass TURNOVER (2 TO),"[203903, 1630256]",1610612762.0,UTA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Clarkson,J. Clarkson,,,,,,,,,2.0,Tate,1630256.0,,,,,,,,
443,PT04M57.00S,2024-01-21T02:35:46.5Z,3,REGULAR,steal,,[],1630256,,,1610612745,78,74,2024-01-21T02:40:20Z,4340000,False,,,0,,J. Tate STEAL (1 STL),[1630256],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,
444,PT04M51.00S,2024-01-21T02:35:50.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627832,70.31865965834429,72.20435049019608,1610612745,78,74,2024-01-21T02:48:05Z,4350000,False,111.0,227.0,1,right,MISS F. VanVleet 25' running 3PT,[1627832],1610612745.0,HOU,running,,,,,,Above the Break 3,24+ Right Center,25.22,Missed,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,
445,PT04M48.00S,2024-01-21T02:35:53.5Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,78,74,2024-01-21T02:46:52Z,4360000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:6),[1628374],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Right Center,,,Markkanen,L. Markkanen,444.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
447,PT04M44.00S,2024-01-21T02:37:50.4Z,3,REGULAR,foul,technical,[],1627739,,,1610612762,78,74,2024-01-21T02:38:02Z,4380000,False,,,0,,K. Dunn double technical FOUL (1 Tech),[1627739],1610612762.0,UTA,double,,,,,,In The Paint (Non-RA),8-16 Center,,,Dunn,K. Dunn,,,,,,,,,,,,201639.0,2.0,1.0,,,,,
448,PT04M44.00S,2024-01-21T02:37:50.4Z,3,REGULAR,foul,technical,[],1631095,,,1610612762,78,74,2024-01-21T02:38:27Z,4390000,False,,,0,,J. Smith Jr. double technical FOUL (1 Tech),[1631095],1610612745.0,HOU,double,,,,,,In The Paint (Non-RA),8-16 Center,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,201639.0,1.0,1.0,,,,,
450,PT04M32.00S,2024-01-21T02:40:18.6Z,3,REGULAR,3pt,Jump Shot,[],1628374,7.30946123521682,95.83333333333334,1610612762,78,74,2024-01-21T02:40:27Z,4410000,False,-229.0,16.0,1,left,MISS L. Markkanen 3PT,[1628374],1610612762.0,UTA,,,,,,,Left Corner 3,24+ Left,22.98,Missed,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
451,PT04M28.00S,2024-01-21T02:40:22.6Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,78,74,2024-01-21T02:40:27Z,4420000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:4),[1631095],1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,,,Smith Jr.,J. Smith Jr.,450.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
452,PT04M19.00S,2024-01-21T02:40:30.8Z,3,REGULAR,3pt,Jump Shot,[],1631095,71.17279894875165,77.45098039215686,1610612745,78,74,2024-01-21T02:40:35Z,4430000,False,137.0,218.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,25.81,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,
453,PT04M15.00S,2024-01-21T02:40:34.8Z,3,REGULAR,rebound,defensive,[],1627739,,,1610612762,78,74,2024-01-21T02:40:35Z,4440000,False,,,0,,K. Dunn REBOUND (Off:1 Def:3),[1627739],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Right Center,,,Dunn,K. Dunn,452.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
454,PT04M08.00S,2024-01-21T02:40:41.3Z,3,REGULAR,3pt,Jump Shot,[],1627739,25.57490144546649,10.049019607843137,1610612762,78,77,2024-01-21T02:40:48Z,4450000,False,200.0,188.0,1,left,K. Dunn 27' 3PT  (7 PTS) (J. Clarkson 2 AST),"[1627739, 203903]",1610612762.0,UTA,,,,,,,Above the Break 3,24+ Right Center,27.43,Made,Dunn,K. Dunn,,,,,7.0,J. Clarkson,203903.0,2.0,,,,,,,,,,,
456,PT03M43.00S,2024-01-21T02:41:09.7Z,3,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612745,78,77,2024-01-21T02:41:25Z,4470000,False,,,0,,L. Markkanen shooting personal FOUL (2 PF) (Sengun 2 FT),"[1628374, 1630578]",1610612762.0,UTA,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Markkanen,L. Markkanen,,,,,,,,,,,,1627962.0,2.0,0.0,Sengun,1630578.0,,,
458,PT03M43.00S,2024-01-21T02:41:46.2Z,3,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,79,77,2024-01-21T02:42:14Z,4490000,False,,,0,,A. Sengun Free Throw 1 of 2 (24 PTS),[1630578],1610612745.0,HOU,,,,,,,,,,Made,Sengun,A. Sengun,,,,,24.0,,,,,,,,,,,,,,
459,PT03M43.00S,2024-01-21T02:41:47.1Z,3,REGULAR,substitution,out,[],1631095,,,1610612745,79,77,2024-01-21T02:41:56Z,4500000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,
460,PT03M43.00S,2024-01-21T02:41:47.1Z,3,REGULAR,substitution,in,[],1641708,,,1610612745,79,77,2024-01-21T02:41:56Z,4510000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,
461,PT03M43.00S,2024-01-21T02:41:46.2Z,3,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,79,77,2024-01-21T02:42:14Z,4520000,False,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,,,,,,,Missed,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
462,PT03M43.00S,2024-01-21T02:41:46.2Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612762,79,77,2024-01-21T02:42:14Z,4530000,False,,,0,,J. Collins REBOUND (Off:0 Def:4),[1628381],1610612762.0,UTA,,,,,,,,,,,Collins,J. Collins,461.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
463,PT03M26.00S,2024-01-21T02:42:25.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,11.777266754270697,50.49019607843137,1610612762,79,79,2024-01-21T02:42:30Z,4540000,False,-2.0,58.0,1,left,C. Sexton pullup Jump Shot (18 PTS),[1629012],1610612762.0,UTA,pullup,,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,Sexton,C. Sexton,,,,,18.0,,,,,,,,,,,,,,
464,PT03M10.00S,2024-01-21T02:42:40.6Z,3,REGULAR,3pt,Jump Shot,[],1641715,73.80091984231275,85.29411764705883,1610612745,82,79,2024-01-21T02:42:44Z,4550000,False,176.0,194.0,1,right,C. Whitmore 26' 3PT  (9 PTS) (J. Tate 3 AST),"[1641715, 1630256]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,26.21,Made,Whitmore,C. Whitmore,,,,,9.0,J. Tate,1630256.0,3.0,,,,,,,,,,,
466,PT03M00.00S,2024-01-21T02:42:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,9.543363994743759,48.03921568627451,1610612762,82,79,2024-01-21T02:49:24Z,4570000,False,10.0,37.0,1,left,MISS C. Sexton driving Layup - blocked,"[1629012, 1630256]",1610612762.0,UTA,driving,,,,,,Restricted Area,0-8 Center,3.85,Missed,Sexton,C. Sexton,,,,,,,,,,,,,,,,,Tate,1630256.0,
467,PT03M00.00S,2024-01-21T02:42:50.5Z,3,REGULAR,block,,[],1630256,,,1610612762,82,79,2024-01-21T02:42:52Z,4580000,False,,,0,,J. Tate BLOCK (1 BLK),[1630256],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,
468,PT02M57.00S,2024-01-21T02:42:53.5Z,3,REGULAR,rebound,offensive,[],1628381,,,1610612762,82,79,2024-01-21T02:42:56Z,4590000,False,,,0,,J. Collins REBOUND (Off:1 Def:4),[1628381],1610612762.0,UTA,,,,,,,Restricted Area,0-8 Center,,,Collins,J. Collins,466.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
469,PT02M57.00S,2024-01-21T02:42:54.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628374,7.703679369250986,49.50980392156863,1610612762,82,81,2024-01-21T02:43:00Z,4600000,False,2.0,20.0,1,left,L. Markkanen cutting DUNK (16 PTS) (J. Collins 1 AST),"[1628374, 1628381]",1610612762.0,UTA,cutting,,,,,,Restricted Area,0-8 Center,2.01,Made,Markkanen,L. Markkanen,,,,,16.0,J. Collins,1628381.0,1.0,,,,,,,,,,,
471,PT02M44.00S,2024-01-21T02:43:06.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641715,93.24901445466492,56.61764705882353,1610612745,82,81,2024-01-21T02:43:11Z,4620000,False,33.0,11.0,1,right,MISS C. Whitmore driving Layup,[1641715],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,3.49,Missed,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,
472,PT02M44.00S,2024-01-21T02:43:06.7Z,3,REGULAR,rebound,defensive,[],1627739,,,1610612762,82,81,2024-01-21T02:43:11Z,4630000,False,,,0,,K. Dunn REBOUND (Off:1 Def:4),[1627739],1610612762.0,UTA,,,,,,,Restricted Area,0-8 Center,,,Dunn,K. Dunn,471.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
473,PT02M30.00S,2024-01-21T02:43:20.9Z,3,REGULAR,3pt,Jump Shot,[],1628381,7.178055190538765,3.1862745098039214,1610612762,82,81,2024-01-21T02:43:28Z,4640000,False,234.0,15.0,1,left,MISS J. Collins 3PT,[1628381],1610612762.0,UTA,,,,,,,Right Corner 3,24+ Right,23.46,Missed,Collins,J. Collins,,,,,,,,,,,,,,,,,,,
474,PT02M25.00S,2024-01-21T02:43:25.9Z,3,REGULAR,rebound,offensive,[],1628374,,,1610612762,82,81,2024-01-21T02:43:28Z,4650000,False,,,0,,L. Markkanen REBOUND (Off:3 Def:6),[1628374],1610612762.0,UTA,,,,,,,Right Corner 3,24+ Right,,,Markkanen,L. Markkanen,473.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
475,PT02M23.00S,2024-01-21T02:43:26.9Z,3,REGULAR,turnover,bad pass,[],1628374,,,1610612762,82,81,2024-01-21T02:43:31Z,4660000,False,,,0,,L. Markkanen bad pass TURNOVER (3 TO),"[1628374, 1627832]",1610612762.0,UTA,,,,,,,Mid-Range,8-16 Right,,,Markkanen,L. Markkanen,,,,,,,,,3.0,VanVleet,1627832.0,,,,,,,,
476,PT02M23.00S,2024-01-21T02:43:26.9Z,3,REGULAR,steal,,[],1627832,,,1610612745,82,81,2024-01-21T02:43:28Z,4670000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Right,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,
477,PT02M20.00S,2024-01-21T02:43:30.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627832,93.9060446780552,52.69607843137255,1610612745,84,81,2024-01-21T02:43:37Z,4680000,False,13.0,5.0,1,right,F. VanVleet running Layup (11 PTS),[1627832],1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,1.43,Made,VanVleet,F. VanVleet,,,,,11.0,,,,,,,,,,,,,,
478,PT02M20.00S,2024-01-21T02:43:37.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,84,81,2024-01-21T02:43:37Z,4690000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT02M20.00S,2024-01-21T02:46:04.2Z,3,REGULAR,substitution,out,[],1627832,,,1610612762,84,81,2024-01-21T02:46:25Z,4700000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,
480,PT02M20.00S,2024-01-21T02:46:04.2Z,3,REGULAR,substitution,out,[],1630578,,,1610612762,84,81,2024-01-21T02:46:25Z,4710000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
481,PT02M20.00S,2024-01-21T02:46:04.2Z,3,REGULAR,substitution,in,[],201145,,,1610612762,84,81,2024-01-21T02:46:25Z,4720000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
482,PT02M20.00S,2024-01-21T02:46:04.2Z,3,REGULAR,substitution,in,[],1628415,,,1610612762,84,81,2024-01-21T02:46:25Z,4730000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,
483,PT02M11.00S,2024-01-21T02:46:39.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,7.703679369250986,52.69607843137255,1610612762,84,83,2024-01-21T02:47:00Z,4740000,False,-13.0,20.0,1,left,L. Markkanen DUNK (18 PTS) (J. Collins 2 AST),"[1628374, 1628381]",1610612762.0,UTA,,,,,,,Restricted Area,0-8 Center,2.4,Made,Markkanen,L. Markkanen,,,,,18.0,J. Collins,1628381.0,2.0,,,,,,,,,,,
485,PT02M03.00S,2024-01-21T02:46:48.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612745,84,83,2024-01-21T02:46:59Z,4760000,False,,,0,,J. Collins shooting personal FOUL (2 PF) (Thompson 2 FT),"[1628381, 1641708]",1610612762.0,UTA,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Collins,J. Collins,,,,,,,,,,,,202901.0,2.0,0.0,Thompson,1641708.0,,,
487,PT02M03.00S,2024-01-21T02:47:13.8Z,3,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,85,83,2024-01-21T02:47:13Z,4780000,False,,,0,,A. Thompson Free Throw 1 of 2 (3 PTS),[1641708],1610612745.0,HOU,,,,,,,,,,Made,Thompson,A. Thompson,,,,,3.0,,,,,,,,,,,,,,
488,PT02M03.00S,2024-01-21T02:47:14.5Z,3,REGULAR,substitution,out,[],1628374,,,1610612745,85,83,2024-01-21T02:47:21Z,4790000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,,,,,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
489,PT02M03.00S,2024-01-21T02:47:14.5Z,3,REGULAR,substitution,in,[],203482,,,1610612745,85,83,2024-01-21T02:47:21Z,4800000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,,,,,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,
490,PT02M03.00S,2024-01-21T02:47:34.5Z,3,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,86,83,2024-01-21T02:47:34Z,4810000,False,,,0,,A. Thompson Free Throw 2 of 2 (4 PTS),[1641708],1610612745.0,HOU,,,,,,,,,,Made,Thompson,A. Thompson,,,,,4.0,,,,,,,,,,,,,,
491,PT01M41.00S,2024-01-21T02:47:58.3Z,3,REGULAR,2pt,Jump Shot,[],1629012,23.340998685939553,62.254901960784316,1610612762,86,83,2024-01-21T02:51:38Z,4820000,False,-61.0,167.0,1,left,MISS C. Sexton 17' pullup Shot,[1629012],1610612762.0,UTA,pullup,,,,,,Mid-Range,16-24 Left Center,17.78,Missed,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,
492,PT01M37.00S,2024-01-21T02:48:02.3Z,3,REGULAR,rebound,offensive,[],1627739,,,1610612762,86,83,2024-01-21T02:48:04Z,4830000,False,,,0,,K. Dunn REBOUND (Off:2 Def:4),[1627739],1610612762.0,UTA,,,,,,,Mid-Range,16-24 Left Center,,,Dunn,K. Dunn,491.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
493,PT01M36.00S,2024-01-21T02:48:02.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627739,8.360709592641262,52.20588235294118,1610612762,86,85,2024-01-21T02:48:09Z,4840000,False,-11.0,26.0,1,left,K. Dunn putback Layup (9 PTS),[1627739],1610612762.0,UTA,putback,,,,,,Restricted Area,0-8 Center,2.83,Made,Dunn,K. Dunn,,,,,9.0,,,,,,,,,,,,,,
