actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
92,PT04M50.00S,2023-11-11T01:27:08.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612740,13,19,2023-11-11T01:27:21Z,900000,False,,,0,,J. Tate personal FOUL (1 PF) (Ingram 2 FT),"[1630256, 1627742]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Mid-Range,8-16 Right,2005.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,
94,PT04M50.00S,2023-11-11T01:27:39.6Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,13,20,2023-11-11T01:27:39Z,920000,False,,,0,,B. Ingram Free Throw 1 of 2 (5 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,Made,,,,,,5.0,,,,,,,,
95,PT04M50.00S,2023-11-11T01:27:56.3Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,13,21,2023-11-11T01:27:56Z,930000,False,,,0,,B. Ingram Free Throw 2 of 2 (6 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,Made,,,,,,6.0,,,,,,,,
96,PT04M27.00S,2023-11-11T01:28:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631106,9.411957950065702,61.51960784313726,1610612745,13,21,2023-11-11T01:28:33Z,940000,False,-58.0,36.0,1,left,MISS T. Eason 6' driving floating Shot - blocked,"[1631106, 202685]",1610612745.0,HOU,driving floating,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,6.79,,,,,Valanciunas,202685.0,,,
150,PT04M27.00S,2023-11-11T01:28:20.4Z,1,REGULAR,block,,[],202685,,,1610612745,13,21,2023-11-11T01:36:59Z,945000,False,,,0,,J. Valanciunas BLOCK (3 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT04M26.00S,2023-11-11T01:28:21.4Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,13,21,2023-11-11T01:28:33Z,950000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,96.0,1.0,0.0,1.0,,,,,,,,,,
98,PT04M24.00S,2023-11-11T01:28:23.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,7.440867279894875,47.05882352941176,1610612745,15,21,2023-11-11T01:28:37Z,960000,False,15.0,17.0,1,left,A. Sengun putback Layup (8 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,2.28,8.0,,,,,,,,
99,PT04M14.00S,2023-11-11T01:28:34.5Z,1,REGULAR,turnover,bad pass,[],1630700,,,1610612740,15,21,2023-11-11T01:28:40Z,970000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1630256]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,1.0,Tate,1630256.0
100,PT04M14.00S,2023-11-11T01:28:34.5Z,1,REGULAR,steal,,[],1630256,,,1610612745,15,21,2023-11-11T01:28:36Z,980000,False,,,0,,J. Tate STEAL (1 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
101,PT04M09.00S,2023-11-11T01:28:39.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631106,6.915243101182654,46.568627450980394,1610612745,15,21,2023-11-11T01:28:46Z,990000,False,17.0,13.0,1,left,MISS T. Eason running Layup,[1631106],1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,2.13,,,,,,,,,
102,PT04M07.00S,2023-11-11T01:28:41.2Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,15,21,2023-11-11T01:28:41Z,1000000,False,,,0,,D. Daniels REBOUND (Off:0 Def:3),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,101.0,3.0,3.0,0.0,,,,,,,,,,
103,PT03M54.00S,2023-11-11T01:28:54.7Z,1,REGULAR,2pt,Jump Shot,[],202685,92.32917214191852,31.372549019607842,1610612740,15,23,2023-11-11T01:29:05Z,1010000,False,-93.0,20.0,1,right,J. Valanciunas 9' turnaround fadeaway Jump Shot (7 PTS),[202685],1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,,,,Made,,,,,9.51,7.0,,,,,,,,
104,PT03M39.00S,2023-11-11T01:29:08.1Z,1,REGULAR,3pt,Jump Shot,[],1627832,35.03613666228647,59.55882352941176,1610612745,18,23,2023-11-11T01:29:12Z,1020000,False,-48.0,277.0,1,left,F. VanVleet 28' 3PT  (3 PTS) (J. Tate 1 AST),"[1627832, 1630256]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,,,Made,,,,,28.09,3.0,J. Tate,1630256.0,1.0,,,,,
106,PT03M25.00S,2023-11-11T01:29:22.6Z,1,REGULAR,2pt,Jump Shot,[],1627742,74.06373193166885,42.64705882352941,1610612740,18,23,2023-11-11T01:29:31Z,1040000,False,-37.0,191.0,1,right,MISS B. Ingram 19' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,19.48,,,,,,,,,
107,PT03M23.00S,2023-11-11T01:29:24.6Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,18,23,2023-11-11T01:29:31Z,1050000,False,,,0,,J. Tate REBOUND (Off:0 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Mid-Range,16-24 Center,,,,,,,106.0,2.0,2.0,0.0,,,,,,,,,,
108,PT03M16.00S,2023-11-11T01:29:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,6.652431011826544,50.0,1610612745,18,23,2023-11-11T01:29:40Z,1060000,False,0.0,10.0,1,left,MISS F. VanVleet driving Layup,[1627832],1610612745.0,HOU,driving,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.0,,,,,,,,,
109,PT03M13.00S,2023-11-11T01:29:35.0Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,18,23,2023-11-11T01:29:40Z,1070000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,
110,PT03M02.00S,2023-11-11T01:29:46.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,84.83902759526939,37.00980392156863,1610612740,18,25,2023-11-11T01:29:51Z,1080000,False,-65.0,90.0,1,right,B. Ingram 11' turnaround fadeaway Jump Shot (8 PTS),[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,,,,,11.1,8.0,,,,,,,,
111,PT02M55.00S,2023-11-11T01:29:59.8Z,1,REGULAR,foul,personal,[],1630346,,,1610612745,18,25,2023-11-11T01:30:09Z,1090000,False,,,0,,M. Ryan personal FOUL (1 PF),"[1630346, 1630256]",1610612740.0,NOP,,,,Ryan,M. Ryan,,,,,Mid-Range,8-16 Left,2005.0,1.0,0.0,Tate,1630256.0,,,,,,,,,,,,,,,
113,PT02M55.00S,2023-11-11T01:30:14.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,18,25,2023-11-11T01:30:14Z,1110000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M55.00S,2023-11-11T01:32:31.0Z,1,REGULAR,substitution,out,[],1627832,,,1610612745,18,25,2023-11-11T01:33:01Z,1120000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M55.00S,2023-11-11T01:32:31.0Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,18,25,2023-11-11T01:33:01Z,1130000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M55.00S,2023-11-11T01:32:31.0Z,1,REGULAR,substitution,out,[],1630700,,,1610612745,18,25,2023-11-11T01:33:01Z,1140000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M55.00S,2023-11-11T01:32:31.0Z,1,REGULAR,substitution,out,[],1627742,,,1610612745,18,25,2023-11-11T01:33:01Z,1150000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M55.00S,2023-11-11T01:32:31.0Z,1,REGULAR,substitution,out,[],202685,,,1610612745,18,25,2023-11-11T01:33:01Z,1160000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M55.00S,2023-11-11T01:32:31.0Z,1,REGULAR,substitution,in,[],1629111,,,1610612745,18,25,2023-11-11T01:33:01Z,1170000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M55.00S,2023-11-11T01:32:31.0Z,1,REGULAR,substitution,in,[],1630224,,,1610612745,18,25,2023-11-11T01:33:01Z,1180000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M55.00S,2023-11-11T01:32:31.0Z,1,REGULAR,substitution,in,[],1626204,,,1610612745,18,25,2023-11-11T01:33:01Z,1190000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M55.00S,2023-11-11T01:32:31.0Z,1,REGULAR,substitution,in,[],1629627,,,1610612745,18,25,2023-11-11T01:33:01Z,1200000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M55.00S,2023-11-11T01:32:31.0Z,1,REGULAR,substitution,in,[],1641722,,,1610612745,18,25,2023-11-11T01:33:01Z,1210000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M49.00S,2023-11-11T01:33:20.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,32.14520367936925,64.2156862745098,1610612745,21,25,2023-11-11T01:33:24Z,1220000,False,-71.0,250.0,1,left,J. Green 25' 3PT  (7 PTS) (A. Holiday 1 AST),"[1630224, 1628988]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,Made,,,,,25.96,7.0,A. Holiday,1628988.0,1.0,,,,,
126,PT02M34.00S,2023-11-11T01:33:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.9862023653088,47.30392156862745,1610612740,21,27,2023-11-11T01:33:42Z,1240000,False,-13.0,13.0,1,right,Z. Williamson driving Layup (10 PTS) (L. Nance Jr. 1 AST),"[1629627, 1626204]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,1.9,10.0,L. Nance Jr.,1626204.0,1.0,,,,,
128,PT02M16.00S,2023-11-11T01:33:52.3Z,1,REGULAR,2pt,Jump Shot,[],1629111,18.347568988173457,21.07843137254902,1610612745,21,27,2023-11-11T01:34:03Z,1260000,False,145.0,120.0,1,left,MISS J. Landale 18' Jump Shot,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,,18.79,,,,,,,,,
129,PT02M10.00S,2023-11-11T01:33:58.3Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,21,27,2023-11-11T01:34:03Z,1270000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:2),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Right Center,,,,,,,128.0,2.0,2.0,0.0,,,,,,,,,,
130,PT02M04.00S,2023-11-11T01:34:06.6Z,1,REGULAR,turnover,out-of-bounds,[],1641722,,,1610612740,21,27,2023-11-11T01:34:27Z,1280000,False,,,0,,J. Hawkins lost ball out-of-bounds TURNOVER (1 TO),[1641722],1610612740.0,NOP,lost ball,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,1.0,,
131,PT01M54.00S,2023-11-11T01:34:25.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,29.38567674113009,75.49019607843137,1610612745,21,27,2023-11-11T01:34:33Z,1290000,False,-127.0,224.0,1,left,MISS J. Green 25' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,25.75,,,,,,,,,
132,PT01M50.00S,2023-11-11T01:34:29.0Z,1,REGULAR,rebound,defensive,[],1631220,,,1610612740,21,27,2023-11-11T01:34:33Z,1300000,False,,,0,,D. Seabron REBOUND (Off:0 Def:1),[1631220],1610612740.0,NOP,,,,Seabron,D. Seabron,,,,,Above the Break 3,24+ Left Center,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,
133,PT01M43.00S,2023-11-11T01:34:35.3Z,1,REGULAR,3pt,Jump Shot,[],1630346,94.03745072273325,94.85294117647058,1610612740,21,27,2023-11-11T01:34:40Z,1310000,False,224.0,4.0,1,right,MISS M. Ryan 3PT,[1630346],1610612740.0,NOP,,,,Ryan,M. Ryan,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,22.43,,,,,,,,,
134,PT01M41.00S,2023-11-11T01:34:37.3Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,21,27,2023-11-11T01:34:40Z,1320000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,
135,PT01M30.00S,2023-11-11T01:34:48.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,33.327858081471746,46.81372549019608,1610612745,24,27,2023-11-11T01:34:53Z,1330000,False,16.0,261.0,1,left,J. Green 26' 3PT  (10 PTS) (J. Tate 2 AST),"[1630224, 1630256]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,Made,,,,,26.13,10.0,J. Tate,1630256.0,2.0,,,,,
137,PT01M19.00S,2023-11-11T01:35:03.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631106,,,1610612740,24,27,2023-11-11T01:35:16Z,1350000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (Williamson 2 FT),"[1631106, 1629627]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,2005.0,1.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
139,PT01M19.00S,2023-11-11T01:35:30.2Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,24,28,2023-11-11T01:35:30Z,1370000,False,,,0,,Z. Williamson Free Throw 1 of 2 (11 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,,,,,,11.0,,,,,,,,
140,PT01M19.00S,2023-11-11T01:35:31.9Z,1,REGULAR,substitution,out,[],1630256,,,1610612740,24,28,2023-11-11T01:35:49Z,1380000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M19.00S,2023-11-11T01:35:31.9Z,1,REGULAR,substitution,in,[],1631095,,,1610612740,24,28,2023-11-11T01:35:49Z,1390000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M19.00S,2023-11-11T01:35:51.1Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,24,29,2023-11-11T01:35:51Z,1400000,False,,,0,,Z. Williamson Free Throw 2 of 2 (12 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,,,,,,12.0,,,,,,,,
143,PT01M05.00S,2023-11-11T01:36:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,5.995400788436268,52.450980392156865,1610612745,24,29,2023-11-11T01:36:12Z,1410000,False,-12.0,4.0,1,left,MISS J. Green driving reverse Layup,[1630224],1610612745.0,HOU,driving reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.29,,,,,,,,,
144,PT01M03.00S,2023-11-11T01:36:07.8Z,1,REGULAR,rebound,defensive,[],1630346,,,1610612740,24,29,2023-11-11T01:36:12Z,1420000,False,,,0,,M. Ryan REBOUND (Off:0 Def:1),[1630346],1610612740.0,NOP,,,,Ryan,M. Ryan,,,,,Restricted Area,0-8 Center,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,,
145,PT00M57.10S,2023-11-11T01:36:14.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641722,94.30026281208936,2.696078431372549,1610612740,24,29,2023-11-11T01:36:28Z,1430000,False,-237.0,1.0,1,right,MISS J. Hawkins 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,23.65,,,,,,,,,
146,PT00M54.60S,2023-11-11T01:36:16.9Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612745,24,29,2023-11-11T01:36:28Z,1440000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Left Corner 3,24+ Left,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,
147,PT00M50.20S,2023-11-11T01:36:24.6Z,1,REGULAR,foul,personal,['2freethrow'],1641722,,,1610612745,24,29,2023-11-11T01:36:34Z,1450000,False,,,0,,J. Hawkins shooting personal FOUL (1 PF) (Holiday 2 FT),"[1641722, 1628988]",1610612740.0,NOP,shooting,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,204059.0,1.0,0.0,Holiday,1628988.0,,,,,,,,,,,,,,,
149,PT00M50.20S,2023-11-11T01:36:47.2Z,1,REGULAR,freethrow,1 of 2,[],1628988,,,1610612745,25,29,2023-11-11T01:36:47Z,1470000,False,,,0,,A. Holiday Free Throw 1 of 2 (1 PTS),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,Made,,,,,,1.0,,,,,,,,
151,PT00M50.20S,2023-11-11T01:37:02.7Z,1,REGULAR,freethrow,2 of 2,[],1628988,,,1610612745,26,29,2023-11-11T01:37:02Z,1480000,False,,,0,,A. Holiday Free Throw 2 of 2 (2 PTS),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,Made,,,,,,2.0,,,,,,,,
152,PT00M35.30S,2023-11-11T01:37:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,88.91261498028909,36.27450980392157,1610612740,26,31,2023-11-11T01:37:29Z,1490000,False,-69.0,52.0,1,right,Z. Williamson 8' driving floating bank Jump Shot (14 PTS),[1629627],1610612740.0,NOP,driving floating bank,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,,,,,8.59,14.0,,,,,,,,
153,PT00M22.10S,2023-11-11T01:37:35.1Z,1,REGULAR,3pt,Jump Shot,[],1630224,32.933639947437584,44.11764705882353,1610612745,26,31,2023-11-11T01:37:45Z,1500000,False,29.0,257.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,25.88,,,,,,,,,
154,PT00M18.90S,2023-11-11T01:37:38.3Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612745,26,31,2023-11-11T01:37:45Z,1510000,False,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,,,,,,,153.0,2.0,1.0,1.0,,,,,,,,,,
155,PT00M18.10S,2023-11-11T01:37:39.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,7.5722733245729295,50.73529411764706,1610612745,26,31,2023-11-11T01:39:07Z,1520000,False,-4.0,19.0,1,left,MISS J. Landale putback Layup,[1629111],1610612745.0,HOU,putback,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.91,,,,,,,,,
156,PT00M17.00S,2023-11-11T01:37:40.3Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,26,31,2023-11-11T01:42:42Z,1530000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,155.0,2.0,1.0,1.0,,,,,,,,,,
174,PT00M16.00S,2023-11-11T01:37:40.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,8.754927726675426,52.450980392156865,1610612745,26,31,2023-11-11T01:42:58Z,1535000,False,-12.0,30.0,1,left,MISS J. Smith Jr. tip Layup,[1631095],1610612745.0,HOU,tip,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.22,,,,,,,,,
175,PT00M16.00S,2023-11-11T01:37:40.4Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,26,31,2023-11-11T01:42:58Z,1537500,False,,,0,,J. Hawkins REBOUND (Off:0 Def:3),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,,,,,,,174.0,3.0,3.0,0.0,,,,,,,,,,
159,PT00M02.60S,2023-11-11T01:37:55.8Z,1,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,26,31,2023-11-11T01:38:02Z,1560000,False,,,0,,Z. Williamson lost ball out-of-bounds TURNOVER (1 TO),[1629627],1610612740.0,NOP,lost ball,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,1627541.0,,,,,,,,,,,,,,,,,1.0,,
160,PT00M02.60S,2023-11-11T01:38:04.6Z,1,REGULAR,substitution,out,[],1630346,,,1610612745,26,31,2023-11-11T01:38:13Z,1570000,False,,,0,,SUB out: M. Ryan,[1630346],1610612740.0,NOP,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M02.60S,2023-11-11T01:38:04.6Z,1,REGULAR,substitution,in,[],1630700,,,1610612745,26,31,2023-11-11T01:38:13Z,1580000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2023-11-11T01:38:19.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,33.327858081471746,47.549019607843135,1610612745,26,31,2023-11-11T01:38:29Z,1590000,False,12.0,261.0,1,left,MISS J. Green 26' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,26.11,,,,,,,,,
163,PT00M00.00S,2023-11-11T01:38:22.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,26,31,2023-11-11T01:38:22Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,162.0,,,,,,,,,,,,,
164,PT00M00.00S,2023-11-11T01:38:27.3Z,1,REGULAR,period,end,[],0,,,1610612745,26,31,2023-11-11T01:38:27Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-11-11T01:40:38.0Z,2,REGULAR,substitution,out,['startperiod'],1628988,,,1610612745,26,31,2023-11-11T01:41:04Z,1620000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-11-11T01:40:38.0Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612745,26,31,2023-11-11T01:41:04Z,1630000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-11-11T01:40:38.0Z,2,REGULAR,substitution,out,['startperiod'],1630700,,,1610612745,26,31,2023-11-11T01:41:04Z,1640000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-11-11T01:40:38.0Z,2,REGULAR,substitution,in,['startperiod'],1627832,,,1610612745,26,31,2023-11-11T01:41:04Z,1650000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-11-11T01:40:38.0Z,2,REGULAR,substitution,in,['startperiod'],1628415,,,1610612745,26,31,2023-11-11T01:41:04Z,1660000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-11-11T01:40:38.0Z,2,REGULAR,substitution,in,['startperiod'],1630346,,,1610612745,26,31,2023-11-11T01:41:04Z,1670000,False,,,0,,SUB in: M. Ryan,[1630346],1610612740.0,NOP,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-11-11T01:41:06.3Z,2,REGULAR,period,start,[],0,,,1610612745,26,31,2023-11-11T01:41:06Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
