actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
90,PT05M19.00S,2023-12-14T01:25:43.1Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,19,14,2023-12-14T01:25:47Z,880000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Biyombo,B. Biyombo,,,,,,,89.0,1.0,1.0,0.0,,,,,,,
91,PT05M19.00S,2023-12-14T01:25:47.2Z,1,REGULAR,turnover,out-of-bounds,[],202687,,,1610612763,19,14,2023-12-14T01:25:58Z,890000,False,,,0,,B. Biyombo lost ball out-of-bounds TURNOVER (1 TO),[202687],1610612763.0,MEM,lost ball,,,,,,Mid-Range,8-16 Left,1628953.0,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,1.0,,
92,PT05M14.00S,2023-12-14T01:26:10.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628415,6.1268068331143235,45.34313725490196,1610612745,21,14,2023-12-14T01:26:18Z,900000,False,23.0,5.0,1,left,D. Brooks driving reverse Layup (7 PTS),[1628415],1610612745.0,HOU,driving reverse,,,,,,Restricted Area,0-8 Center,,,,Brooks,D. Brooks,,,2.39,Made,,,,,,,7.0,,,,,,
93,PT05M01.00S,2023-12-14T01:26:22.1Z,1,REGULAR,3pt,Jump Shot,[],1631223,80.23981603153744,6.61764705882353,1610612763,21,14,2023-12-14T01:26:28Z,910000,False,-217.0,133.0,1,right,MISS D. Roddy 25' 3PT,[1631223],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Roddy,D. Roddy,,,25.45,Missed,,,,,,,,,,,,,
94,PT05M01.00S,2023-12-14T01:26:22.1Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,21,14,2023-12-14T01:26:28Z,920000,False,,,0,,A. Sengun REBOUND (Off:1 Def:4),[1630578],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Sengun,A. Sengun,,,,,,,93.0,5.0,4.0,1.0,,,,,,,
95,PT04M51.00S,2023-12-14T01:26:31.5Z,1,REGULAR,3pt,Jump Shot,[],1628415,25.706307490144546,80.88235294117648,1610612745,21,14,2023-12-14T01:26:35Z,930000,False,-154.0,189.0,1,left,MISS D. Brooks 24' 3PT,[1628415],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Brooks,D. Brooks,,,24.41,Missed,,,,,,,,,,,,,
96,PT04M49.00S,2023-12-14T01:26:33.8Z,1,REGULAR,rebound,defensive,[],1631223,,,1610612763,21,14,2023-12-14T01:26:33Z,940000,False,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Roddy,D. Roddy,,,,,,,95.0,1.0,1.0,0.0,,,,,,,
97,PT04M40.00S,2023-12-14T01:26:42.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631223,86.15308804204993,56.127450980392155,1610612763,21,14,2023-12-14T01:26:49Z,950000,False,31.0,78.0,1,right,MISS D. Roddy 8' driving floating Shot,[1631223],1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Roddy,D. Roddy,,,8.35,Missed,,,,,,,,,,,,,
98,PT04M40.00S,2023-12-14T01:26:42.9Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,21,14,2023-12-14T01:26:49Z,960000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,,VanVleet,F. VanVleet,,,,,,,97.0,2.0,2.0,0.0,,,,,,,
99,PT04M31.00S,2023-12-14T01:26:52.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,4.5499342969776615,37.745098039215684,1610612745,21,14,2023-12-14T01:27:00Z,970000,False,61.0,-10.0,1,left,MISS A. Sengun 6' Hook,[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sengun,A. Sengun,,,6.21,Missed,,,,,,,,,,,,,
100,PT04M31.00S,2023-12-14T01:26:52.4Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,21,14,2023-12-14T01:27:00Z,980000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,99.0,1.0,1.0,0.0,,,,,,,
101,PT04M17.00S,2023-12-14T01:27:06.4Z,1,REGULAR,3pt,Jump Shot,[],1631223,76.5604467805519,11.519607843137255,1610612763,21,17,2023-12-14T01:27:14Z,990000,False,-192.0,168.0,1,right,D. Roddy 25' 3PT  (6 PTS) (B. Biyombo 1 AST),"[1631223, 202687]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Roddy,D. Roddy,,,25.53,Made,,,,,,,6.0,B. Biyombo,202687.0,1.0,,,
103,PT03M57.00S,2023-12-14T01:27:26.9Z,1,REGULAR,2pt,Jump Shot,[],1628988,21.632720105124836,73.2843137254902,1610612745,21,17,2023-12-14T01:27:32Z,1010000,False,-116.0,151.0,1,left,MISS A. Holiday 19' pullup Shot,[1628988],1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Left Center,,,,Holiday,A. Holiday,,,19.05,Missed,,,,,,,,,,,,,
104,PT03M57.00S,2023-12-14T01:27:26.9Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,21,17,2023-12-14T01:27:32Z,1020000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612763.0,MEM,,,,,,,Mid-Range,16-24 Left Center,,,,Biyombo,B. Biyombo,,,,,,,103.0,2.0,2.0,0.0,,,,,,,
105,PT03M45.00S,2023-12-14T01:27:38.7Z,1,REGULAR,3pt,Jump Shot,[],1629669,70.64717477003943,22.058823529411764,1610612763,21,17,2023-12-14T01:31:05Z,1030000,False,-140.0,223.0,1,right,MISS J. Nowell 26' pullup 3PT,[1629669],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Left Center,,,,Nowell,J. Nowell,,,26.35,Missed,,,,,,,,,,,,,
106,PT03M45.00S,2023-12-14T01:27:38.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,21,17,2023-12-14T01:27:44Z,1040000,False,,,0,,A. Sengun REBOUND (Off:1 Def:5),[1630578],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Sengun,A. Sengun,,,,,,,105.0,6.0,5.0,1.0,,,,,,,
107,PT03M36.00S,2023-12-14T01:27:48.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,6.652431011826544,50.73529411764706,1610612745,23,17,2023-12-14T01:27:56Z,1050000,False,-4.0,10.0,1,left,D. Brooks driving reverse Layup (9 PTS),[1628415],1610612745.0,HOU,driving reverse,,,,,,Restricted Area,0-8 Center,,,,Brooks,D. Brooks,,,1.07,Made,,,,,,,9.0,,,,,,
108,PT03M19.00S,2023-12-14T01:28:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,82.47371879106439,50.0,1610612763,23,17,2023-12-14T01:28:20Z,1060000,False,0.0,112.0,1,right,MISS J. Nowell 11' driving floating bank Shot,[1629669],1610612763.0,MEM,driving floating bank,,,,,,In The Paint (Non-RA),8-16 Center,,,,Nowell,J. Nowell,,,11.22,Missed,,,,,,,,,,,,,
109,PT03M18.00S,2023-12-14T01:28:08.2Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,23,17,2023-12-14T01:28:20Z,1070000,False,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Tate,J. Tate,,,,,,,108.0,1.0,1.0,0.0,,,,,,,
110,PT03M07.00S,2023-12-14T01:28:16.0Z,1,REGULAR,turnover,lost ball,[],1628415,,,1610612745,23,17,2023-12-14T01:28:23Z,1080000,False,,,0,,D. Brooks lost ball TURNOVER (1 TO),"[1628415, 1628991]",1610612745.0,HOU,,,,,,,Mid-Range,8-16 Center,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0
111,PT03M07.00S,2023-12-14T01:28:16.0Z,1,REGULAR,steal,,[],1628991,,,1610612763,23,17,2023-12-14T01:28:18Z,1090000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
112,PT02M57.00S,2023-12-14T01:28:26.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,67.7562417871222,35.049019607843135,1610612763,23,20,2023-12-14T01:28:31Z,1100000,False,-75.0,251.0,1,right,J. Jackson Jr. 26' 3PT  (9 PTS) (Z. Williams 1 AST),"[1628991, 1630533]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Jackson Jr.,J. Jackson Jr.,,,26.15,Made,,,,,,,9.0,Z. Williams,1630533.0,1.0,,,
114,PT02M55.00S,2023-12-14T01:28:33.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,23,20,2023-12-14T01:28:33Z,1120000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M55.00S,2023-12-14T01:30:59.8Z,1,REGULAR,substitution,out,[],1627832,,,1610612745,23,20,2023-12-14T01:31:24Z,1130000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,
116,PT02M55.00S,2023-12-14T01:30:59.8Z,1,REGULAR,substitution,out,[],1628415,,,1610612745,23,20,2023-12-14T01:31:24Z,1140000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,
117,PT02M55.00S,2023-12-14T01:30:59.8Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,23,20,2023-12-14T01:31:24Z,1150000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,
118,PT02M55.00S,2023-12-14T01:30:59.8Z,1,REGULAR,substitution,out,[],202687,,,1610612745,23,20,2023-12-14T01:31:24Z,1160000,False,,,0,,SUB out: B. Biyombo,[202687],1610612763.0,MEM,,,,,,,,,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,
119,PT02M55.00S,2023-12-14T01:30:59.8Z,1,REGULAR,substitution,out,[],1631223,,,1610612745,23,20,2023-12-14T01:31:24Z,1170000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,,,,,,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
120,PT02M55.00S,2023-12-14T01:30:59.8Z,1,REGULAR,substitution,in,[],1629111,,,1610612745,23,20,2023-12-14T01:31:24Z,1180000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,,,,,,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,
121,PT02M55.00S,2023-12-14T01:30:59.8Z,1,REGULAR,substitution,in,[],1630224,,,1610612745,23,20,2023-12-14T01:31:24Z,1190000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,
122,PT02M55.00S,2023-12-14T01:30:59.8Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,23,20,2023-12-14T01:31:24Z,1200000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,,,,,,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,
123,PT02M55.00S,2023-12-14T01:30:59.8Z,1,REGULAR,substitution,in,[],1630583,,,1610612745,23,20,2023-12-14T01:31:24Z,1210000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
124,PT02M55.00S,2023-12-14T01:30:59.8Z,1,REGULAR,substitution,in,[],1629723,,,1610612745,23,20,2023-12-14T01:31:24Z,1220000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,
125,PT02M40.00S,2023-12-14T01:31:43.0Z,1,REGULAR,2pt,Jump Shot,[],1628988,19.267411300919843,28.186274509803923,1610612745,23,20,2023-12-14T01:31:50Z,1230000,False,109.0,129.0,1,left,MISS A. Holiday 16' pullup Shot,[1628988],1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Right Center,,,,Holiday,A. Holiday,,,16.86,Missed,,,,,,,,,,,,,
126,PT02M40.00S,2023-12-14T01:31:43.0Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,23,20,2023-12-14T01:31:50Z,1240000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,,,,Mid-Range,16-24 Right Center,,,,Aldama,S. Aldama,,,,,,,125.0,1.0,1.0,0.0,,,,,,,
127,PT02M26.00S,2023-12-14T01:31:56.9Z,1,REGULAR,3pt,Jump Shot,[],1630533,92.06636005256242,94.85294117647058,1610612763,23,20,2023-12-14T01:32:04Z,1250000,False,224.0,22.0,1,right,MISS Z. Williams 3PT,[1630533],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,Williams,Z. Williams,,,22.54,Missed,,,,,,,,,,,,,
128,PT02M25.00S,2023-12-14T01:31:57.9Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,23,20,2023-12-14T01:32:04Z,1260000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,,Eason,T. Eason,,,,,,,127.0,1.0,1.0,0.0,,,,,,,
129,PT02M16.00S,2023-12-14T01:32:07.0Z,1,REGULAR,3pt,Jump Shot,[],1630256,28.86005256241787,73.77450980392157,1610612745,26,20,2023-12-14T01:32:10Z,1270000,False,-119.0,219.0,1,left,J. Tate 24' 3PT  (3 PTS) (A. Holiday 1 AST),"[1630256, 1628988]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Tate,J. Tate,,,24.9,Made,,,,,,,3.0,A. Holiday,1628988.0,1.0,,,
131,PT01M57.00S,2023-12-14T01:32:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,85.10183968462549,50.245098039215684,1610612763,26,20,2023-12-14T01:32:39Z,1290000,False,1.0,88.0,1,right,MISS J. Jackson Jr. 8' floating Shot,[1628991],1610612763.0,MEM,floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Jackson Jr.,J. Jackson Jr.,,,8.75,Missed,,,,,,,,,,,,,
132,PT01M56.00S,2023-12-14T01:32:26.7Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,26,20,2023-12-14T01:32:39Z,1300000,False,,,0,,J. Tate REBOUND (Off:0 Def:2),[1630256],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Tate,J. Tate,,,,,,,131.0,2.0,2.0,0.0,,,,,,,
133,PT01M46.00S,2023-12-14T01:32:37.5Z,1,REGULAR,3pt,Jump Shot,[],1631106,32.013797634691194,39.21568627450981,1610612745,29,20,2023-12-14T01:32:42Z,1310000,False,54.0,248.0,1,left,T. Eason 25' 3PT  (3 PTS) (J. Tate 1 AST),"[1631106, 1630256]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,Eason,T. Eason,,,25.42,Made,,,,,,,3.0,J. Tate,1630256.0,1.0,,,
136,PT01M27.00S,2023-12-14T01:33:01.9Z,1,REGULAR,3pt,Jump Shot,[],1630583,85.62746386333771,4.166666666666666,1610612763,29,20,2023-12-14T01:33:09Z,1340000,False,-229.0,83.0,1,right,MISS S. Aldama 24' 3PT,[1630583],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,,,,Aldama,S. Aldama,,,24.36,Missed,,,,,,,,,,,,,
137,PT01M25.00S,2023-12-14T01:33:03.9Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,29,20,2023-12-14T01:33:09Z,1350000,False,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,,,,Eason,T. Eason,,,,,,,136.0,2.0,2.0,0.0,,,,,,,
138,PT01M18.00S,2023-12-14T01:33:10.8Z,1,REGULAR,turnover,bad pass,[],1631106,,,1610612745,29,20,2023-12-14T01:33:15Z,1360000,False,,,0,,T. Eason bad pass TURNOVER (1 TO),"[1631106, 1629723]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,Eason,T. Eason,,,,,,,,,,,,,,,1.0,Konchar,1629723.0
139,PT01M18.00S,2023-12-14T01:33:10.8Z,1,REGULAR,steal,,[],1629723,,,1610612763,29,20,2023-12-14T01:33:13Z,1370000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,
140,PT01M15.00S,2023-12-14T01:33:14.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630533,92.9862023653088,50.0,1610612763,29,22,2023-12-14T01:33:23Z,1380000,False,0.0,13.0,1,right,Z. Williams running DUNK (2 PTS) (J. Konchar 1 AST),"[1630533, 1629723]",1610612763.0,MEM,running,,,,,,Restricted Area,0-8 Center,,,,Williams,Z. Williams,,,1.34,Made,,,,,,,2.0,J. Konchar,1629723.0,1.0,,,
142,PT00M59.40S,2023-12-14T01:33:30.8Z,1,REGULAR,2pt,Jump Shot,[],1630224,23.209592641261498,32.35294117647059,1610612745,29,22,2023-12-14T01:33:39Z,1400000,False,88.0,166.0,1,left,MISS J. Green 18' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Right Center,,,,Green,J. Green,,,18.77,Missed,,,,,,,,,,,,,
143,PT00M57.40S,2023-12-14T01:33:32.8Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,29,22,2023-12-14T01:33:39Z,1410000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,,,,Mid-Range,16-24 Right Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,142.0,2.0,2.0,0.0,,,,,,,
144,PT00M47.70S,2023-12-14T01:33:45.6Z,1,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612763,29,22,2023-12-14T01:34:04Z,1420000,False,,,0,,A. Holiday shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1628988, 1628991]",1610612745.0,HOU,shooting,,,,,,Mid-Range,8-16 Left,2714.0,1.0,0.0,Holiday,A. Holiday,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,
146,PT00M47.70S,2023-12-14T01:34:09.2Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,29,22,2023-12-14T01:34:09Z,1440000,False,,,0,,MISS J. Jackson Jr. Free Throw 1 of 2,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,Missed,,,,,,,,,,,,,
147,PT00M47.70S,2023-12-14T01:34:09.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,29,22,2023-12-14T01:34:09Z,1450000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,,,
148,PT00M47.70S,2023-12-14T01:34:24.3Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,29,23,2023-12-14T01:34:24Z,1460000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (10 PTS),[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,Made,,,,,,,10.0,,,,,,
149,PT00M31.30S,2023-12-14T01:34:47.1Z,1,REGULAR,foul,offensive,[],1630224,,,1610612745,29,23,2023-12-14T01:34:59Z,1470000,False,,,0,,J. Green charge offensive FOUL (1 PF),"[1630224, 1630533]",1610612745.0,HOU,charge,,,,,,Restricted Area,0-8 Center,2714.0,1.0,0.0,Green,J. Green,Williams,1630533.0,,,,,,,,,,,,,,,
151,PT00M31.30S,2023-12-14T01:34:47.1Z,1,REGULAR,turnover,offensive foul,[],1630224,,,1610612745,29,23,2023-12-14T01:34:47Z,1490000,False,,,0,,J. Green offensive foul TURNOVER (1 TO),[1630224],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,2714.0,,,Green,J. Green,,,,,,,,,,,,,,,1.0,,
152,PT00M11.00S,2023-12-14T01:35:26.5Z,1,REGULAR,turnover,traveling,[],1629669,,,1610612763,29,23,2023-12-14T01:35:31Z,1500000,False,,,0,,J. Nowell traveling TURNOVER (1 TO),[1629669],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,2714.0,,,Nowell,J. Nowell,,,,,,,,,,,,,,,1.0,,
153,PT00M02.40S,2023-12-14T01:35:44.7Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,29,23,2023-12-14T01:35:48Z,1510000,False,,,0,,J. Green lost ball TURNOVER (2 TO),"[1630224, 1628991]",1610612745.0,HOU,,,,,,,Mid-Range,8-16 Right,,,,Green,J. Green,,,,,,,,,,,,,,,2.0,Jackson Jr.,1628991.0
154,PT00M02.40S,2023-12-14T01:35:44.7Z,1,REGULAR,steal,,[],1628991,,,1610612763,29,23,2023-12-14T01:35:46Z,1520000,False,,,0,,J. Jackson Jr. STEAL (2 STL),[1628991],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
155,PT00M00.00S,2023-12-14T01:35:56.4Z,1,REGULAR,period,end,[],0,,,1610612763,29,23,2023-12-14T01:35:56Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-12-14T01:38:10.6Z,2,REGULAR,substitution,out,['startperiod'],1628988,,,1610612763,29,23,2023-12-14T01:38:38Z,1540000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,,,,,,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-12-14T01:38:10.6Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612763,29,23,2023-12-14T01:38:38Z,1550000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-12-14T01:38:10.6Z,2,REGULAR,substitution,out,['startperiod'],1628991,,,1610612763,29,23,2023-12-14T01:38:38Z,1560000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-12-14T01:38:10.6Z,2,REGULAR,substitution,out,['startperiod'],1629669,,,1610612763,29,23,2023-12-14T01:38:38Z,1570000,False,,,0,,SUB out: J. Nowell,[1629669],1610612763.0,MEM,,,,,,,,,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-12-14T01:38:10.6Z,2,REGULAR,substitution,in,['startperiod'],1627832,,,1610612763,29,23,2023-12-14T01:38:38Z,1580000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-12-14T01:38:10.6Z,2,REGULAR,substitution,in,['startperiod'],203493,,,1610612763,29,23,2023-12-14T01:38:38Z,1590000,False,,,0,,SUB in: R. Bullock Jr.,[203493],1610612745.0,HOU,,,,,,,,,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-12-14T01:38:10.6Z,2,REGULAR,substitution,in,['startperiod'],201565,,,1610612763,29,23,2023-12-14T01:38:38Z,1600000,False,,,0,,SUB in: D. Rose,[201565],1610612763.0,MEM,,,,,,,,,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-12-14T01:38:10.6Z,2,REGULAR,substitution,in,['startperiod'],1631222,,,1610612763,29,23,2023-12-14T01:38:38Z,1610000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,,,,,,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-12-14T01:38:45.1Z,2,REGULAR,period,start,[],0,,,1610612745,29,23,2023-12-14T01:38:45Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M40.00S,2023-12-14T01:39:04.2Z,2,REGULAR,3pt,Jump Shot,[],203493,27.808804204993432,78.18627450980392,1610612745,32,23,2023-12-14T01:39:09Z,1630000,False,-141.0,209.0,1,left,R. Bullock Jr. 25' 3PT  (3 PTS) (F. VanVleet 2 AST),"[203493, 1627832]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Bullock Jr.,R. Bullock Jr.,,,25.2,Made,,,,,,,3.0,F. VanVleet,1627832.0,2.0,,,
167,PT11M23.00S,2023-12-14T01:39:21.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,85.49605781865965,45.34313725490196,1610612763,32,25,2023-12-14T01:39:24Z,1650000,False,-23.0,84.0,1,right,S. Aldama 8' Jump Shot (2 PTS) (D. Rose 4 AST),"[1630583, 201565]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Aldama,S. Aldama,,,8.7,Made,,,,,,,2.0,D. Rose,201565.0,4.0,,,
171,PT11M09.00S,2023-12-14T01:39:45.1Z,2,REGULAR,foul,personal,[],1630583,,,1610612745,32,25,2023-12-14T01:39:51Z,1690000,False,,,0,,S. Aldama shooting personal FOUL (1 PF),"[1630583, 1630256]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),0-8 Center,2714.0,1.0,0.0,Aldama,S. Aldama,Tate,1630256.0,,,,,,,,,,,,,,,
173,PT11M03.00S,2023-12-14T01:40:24.1Z,2,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612745,32,25,2023-12-14T01:40:43Z,1710000,False,,,0,,J. LaRavia shooting personal FOUL (1 PF) (Eason 2 FT),"[1631222, 1631106]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),0-8 Center,2714.0,1.0,0.0,LaRavia,J. LaRavia,Eason,1631106.0,,,,,,,,,,,,,,,
