actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
88,PT04M44.00S,2024-04-06T00:25:13.6Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,18,15,2024-04-06T00:25:21Z,880000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,87.0,,,,3.0,3.0,0.0,,
89,PT04M36.00S,2024-04-06T00:25:27.0Z,1,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612748,18,15,2024-04-06T00:25:36Z,890000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Butler 2 FT),"[1631095, 202710]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201638.0,1.0,0.0,Butler,202710.0,,,,,,,,,
91,PT04M36.00S,2024-04-06T00:25:49.7Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,18,16,2024-04-06T00:25:49Z,910000,False,,,0,,J. Butler Free Throw 1 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
92,PT04M36.00S,2024-04-06T00:25:50.6Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,18,16,2024-04-06T00:26:11Z,920000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M36.00S,2024-04-06T00:25:50.6Z,1,REGULAR,substitution,in,[],201567,,,1610612748,18,16,2024-04-06T00:26:11Z,930000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M36.00S,2024-04-06T00:26:17.2Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,18,17,2024-04-06T00:26:17Z,940000,False,,,0,,J. Butler Free Throw 2 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
95,PT04M19.00S,2024-04-06T00:26:36.4Z,1,REGULAR,3pt,Jump Shot,[],1628415,67.49342969776609,36.029411764705884,1610612745,21,17,2024-04-06T00:26:41Z,950000,False,-70.0,253.0,1,right,D. Brooks 26' 3PT pullup (12 PTS) (F. VanVleet 4 AST),"[1628415, 1627832]",1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,26.26,Made,12.0,F. VanVleet,1627832.0,4.0,,,,,,,,,,,,,,
97,PT04M02.00S,2024-04-06T00:26:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,9.411957950065702,40.931372549019606,1610612748,21,19,2024-04-06T00:26:58Z,970000,False,45.0,36.0,1,left,C. Martin driving Layup (2 PTS) (D. Robinson 1 AST),"[1628997, 1629130]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,5.79,Made,2.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,,,
99,PT03M44.00S,2024-04-06T00:27:11.4Z,1,REGULAR,3pt,Jump Shot,[],1629111,67.88764783180025,54.90196078431373,1610612745,21,19,2024-04-06T00:27:20Z,990000,False,25.0,249.0,1,right,MISS J. Landale 25' 3PT,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,25.06,Missed,,,,,,,,,,,,,,,,,,
100,PT03M42.00S,2024-04-06T00:27:13.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,21,19,2024-04-06T00:27:20Z,1000000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,99.0,,,,,,,,
102,PT03M42.00S,2024-04-06T00:27:18.5Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,21,19,2024-04-06T00:27:21Z,1020000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M42.00S,2024-04-06T00:27:18.5Z,1,REGULAR,substitution,out,[],1626179,,,1610612748,21,19,2024-04-06T00:27:37Z,1030000,False,,,0,,SUB out: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M29.00S,2024-04-06T00:27:51.2Z,1,REGULAR,3pt,Jump Shot,[],202710,28.33442838370565,76.47058823529412,1610612748,21,19,2024-04-06T00:27:59Z,1040000,False,-132.0,214.0,1,left,MISS J. Butler 25' pullup 3PT,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
105,PT03M28.00S,2024-04-06T00:27:52.2Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612745,21,19,2024-04-06T00:27:59Z,1050000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:2),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,104.0,,,,2.0,2.0,0.0,,
106,PT03M17.00S,2024-04-06T00:28:02.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641715,86.15308804204993,48.28431372549019,1610612745,21,19,2024-04-06T00:28:12Z,1060000,False,-9.0,78.0,1,right,MISS C. Whitmore 7' pullup Shot,[1641715],1610612745.0,HOU,pullup,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,,,,,,,,,,,,,,,,,
107,PT03M17.00S,2024-04-06T00:28:02.9Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,21,19,2024-04-06T00:28:12Z,1070000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,106.0,,,,1.0,1.0,0.0,,
108,PT03M10.00S,2024-04-06T00:28:10.6Z,1,REGULAR,3pt,Jump Shot,[],1628997,17.69053876478318,4.901960784313726,1610612748,21,19,2024-04-06T00:28:21Z,1080000,False,225.0,114.0,1,left,MISS C. Martin 25' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
109,PT03M08.00S,2024-04-06T00:28:12.6Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,21,19,2024-04-06T00:28:21Z,1090000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,108.0,,,,2.0,2.0,0.0,,
110,PT03M00.00S,2024-04-06T00:28:19.7Z,1,REGULAR,3pt,Jump Shot,[],1631095,66.17936925098554,50.73529411764706,1610612745,21,19,2024-04-06T00:33:17Z,1100000,False,4.0,265.0,1,right,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,26.54,Missed,,,,,,,,,,,,,,,,,,
111,PT03M00.00S,2024-04-06T00:28:19.7Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,21,19,2024-04-06T00:28:27Z,1110000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,110.0,,,,1.0,1.0,0.0,,
112,PT02M49.00S,2024-04-06T00:28:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.389618922470433,56.86274509803921,1610612748,21,19,2024-04-06T00:28:37Z,1120000,False,-34.0,8.0,1,left,MISS J. Butler driving Layup - blocked,"[202710, 1631095]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,,,Smith Jr.,1631095.0
113,PT02M49.00S,2024-04-06T00:28:31.1Z,1,REGULAR,block,,[],1631095,,,1610612748,21,19,2024-04-06T00:28:34Z,1130000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
114,PT02M48.00S,2024-04-06T00:28:32.1Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,21,19,2024-04-06T00:29:02Z,1140000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,112.0,,,,2.0,2.0,0.0,,
115,PT02M43.00S,2024-04-06T00:28:37.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641715,92.06636005256242,55.63725490196079,1610612745,21,19,2024-04-06T00:28:47Z,1150000,False,28.0,22.0,1,right,MISS C. Whitmore running finger roll Layup,[1641715],1610612745.0,HOU,running finger roll,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,,,
116,PT02M41.00S,2024-04-06T00:28:40.3Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,21,19,2024-04-06T00:28:40Z,1160000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,115.0,,,,1.0,1.0,0.0,,
117,PT02M34.00S,2024-04-06T00:28:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,6.652431011826544,55.392156862745104,1610612748,21,21,2024-04-06T00:35:29Z,1170000,False,-27.0,10.0,1,left,C. Martin driving reverse Layup (4 PTS) (D. Robinson 2 AST),"[1628997, 1629130]",1610612748.0,MIA,driving reverse,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.88,Made,4.0,D. Robinson,1629130.0,2.0,,,,,,,,,,,,,,
119,PT02M34.00S,2024-04-06T00:28:56.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,21,21,2024-04-06T00:28:56Z,1190000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M34.00S,2024-04-06T00:31:15.7Z,1,REGULAR,substitution,out,[],1627832,,,1610612745,21,21,2024-04-06T00:31:35Z,1200000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M34.00S,2024-04-06T00:31:15.7Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,21,21,2024-04-06T00:31:35Z,1210000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M34.00S,2024-04-06T00:31:15.7Z,1,REGULAR,substitution,out,[],1629130,,,1610612745,21,21,2024-04-06T00:31:35Z,1220000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M34.00S,2024-04-06T00:31:15.7Z,1,REGULAR,substitution,in,[],1628988,,,1610612745,21,21,2024-04-06T00:31:35Z,1230000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M34.00S,2024-04-06T00:31:15.7Z,1,REGULAR,substitution,in,[],1630224,,,1610612745,21,21,2024-04-06T00:31:35Z,1240000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M34.00S,2024-04-06T00:31:15.7Z,1,REGULAR,substitution,in,[],1629312,,,1610612745,21,21,2024-04-06T00:31:35Z,1250000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M24.00S,2024-04-06T00:31:57.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641715,91.27792378449409,47.05882352941176,1610612745,23,21,2024-04-06T00:32:14Z,1260000,False,-15.0,29.0,1,right,C. Whitmore reverse DUNK (2 PTS) (J. Landale 1 AST),"[1641715, 1629111]",1610612745.0,HOU,reverse,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,3.3,Made,2.0,J. Landale,1629111.0,1.0,,,,,,,,,,,,,,
129,PT02M05.00S,2024-04-06T00:32:15.4Z,1,REGULAR,3pt,Jump Shot,[],201567,27.414586070959263,80.63725490196079,1610612748,23,21,2024-04-06T00:32:26Z,1280000,False,-153.0,205.0,1,left,MISS K. Love 25' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,,
130,PT02M04.00S,2024-04-06T00:32:16.4Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,23,21,2024-04-06T01:25:14Z,1290000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,129.0,,,,2.0,2.0,0.0,,
131,PT01M53.00S,2024-04-06T00:32:28.6Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,23,21,2024-04-06T00:32:34Z,1300000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1629312]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Highsmith,1629312.0,,,,,
132,PT01M53.00S,2024-04-06T00:32:28.6Z,1,REGULAR,steal,,[],1629312,,,1610612748,23,21,2024-04-06T00:32:31Z,1310000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
133,PT01M48.00S,2024-04-06T00:32:33.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,7.178055190538765,50.0,1610612748,23,23,2024-04-06T00:32:51Z,1320000,False,0.0,15.0,1,left,J. Butler running DUNK (10 PTS) (T. Herro 1 AST),"[202710, 1629639]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.5,Made,10.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,,,
135,PT01M38.00S,2024-04-06T00:32:44.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629639,,,1610612745,23,23,2024-04-06T00:33:13Z,1340000,False,,,0,,T. Herro shooting personal FOUL (1 PF) (Green 2 FT),"[1629639, 1630224]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,1.0,0.0,Green,1630224.0,,,,,,,,,
137,PT01M38.00S,2024-04-06T00:33:14.4Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,24,23,2024-04-06T00:33:14Z,1360000,False,,,0,,J. Green Free Throw 1 of 2 (2 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
138,PT01M38.00S,2024-04-06T00:33:29.7Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,25,23,2024-04-06T00:33:29Z,1370000,False,,,0,,J. Green Free Throw 2 of 2 (3 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
139,PT01M25.00S,2024-04-06T00:33:45.2Z,1,REGULAR,turnover,out-of-bounds,[],201567,,,1610612748,25,23,2024-04-06T00:33:57Z,1380000,False,,,0,,K. Love bad pass out-of-bounds TURNOVER (1 TO),[201567],1610612748.0,MIA,bad pass,,,Love,K. Love,,,,,Mid-Range,16-24 Right,,,,,,,2530.0,,,,,,1.0,,,,,,,
140,PT01M25.00S,2024-04-06T00:33:49.2Z,1,REGULAR,substitution,out,[],202710,,,1610612745,25,23,2024-04-06T00:33:57Z,1390000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M25.00S,2024-04-06T00:33:49.2Z,1,REGULAR,substitution,in,[],1631170,,,1610612745,25,23,2024-04-06T00:33:57Z,1400000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M15.00S,2024-04-06T00:34:08.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628988,73.27529566360053,80.3921568627451,1610612745,25,23,2024-04-06T00:34:16Z,1410000,False,152.0,199.0,1,right,MISS A. Holiday 25' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,25.02,Missed,,,,,,,,,,,,,,,,,,
143,PT01M14.00S,2024-04-06T00:34:09.2Z,1,REGULAR,rebound,offensive,[],1641715,,,1610612745,25,23,2024-04-06T00:34:16Z,1420000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:2),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,142.0,,,,3.0,2.0,1.0,,
144,PT01M11.00S,2024-04-06T00:34:13.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641715,91.27792378449409,51.9607843137255,1610612745,25,23,2024-04-06T00:34:20Z,1430000,False,10.0,29.0,1,right,MISS C. Whitmore putback Layup,[1641715],1610612745.0,HOU,putback,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,3.11,Missed,,,,,,,,,,,,,,,,,,
145,PT01M08.00S,2024-04-06T00:34:16.1Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,25,23,2024-04-06T00:34:20Z,1440000,False,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,144.0,,,,2.0,2.0,0.0,,
146,PT01M05.00S,2024-04-06T00:34:18.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629639,17.427726675427067,36.76470588235294,1610612748,25,25,2024-04-06T00:34:26Z,1450000,False,66.0,111.0,1,left,T. Herro 12' running pullup Jump Shot (2 PTS),[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,12.95,Made,2.0,,,,,,,,,,,,,,,,,
147,PT00M52.30S,2024-04-06T00:34:31.6Z,1,REGULAR,3pt,Jump Shot,[],1628415,69.85873850197109,17.401960784313726,1610612745,25,25,2024-04-06T00:34:37Z,1460000,False,-163.0,231.0,1,right,MISS D. Brooks 28' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,28.26,Missed,,,,,,,,,,,,,,,,,,
148,PT00M50.30S,2024-04-06T00:34:33.6Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,25,25,2024-04-06T00:34:37Z,1470000,False,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,147.0,,,,3.0,3.0,0.0,,
149,PT00M31.00S,2024-04-06T00:34:53.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201567,8.886333771353483,42.40196078431372,1610612748,25,25,2024-04-06T00:35:00Z,1480000,False,38.0,31.0,1,left,MISS K. Love turnaround bank Hook,[201567],1610612748.0,MIA,turnaround bank,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,,,,,,,,,,
150,PT00M30.60S,2024-04-06T00:34:54.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,25,25,2024-04-06T00:35:00Z,1490000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,149.0,,,,,,,,
152,PT00M27.50S,2024-04-06T00:35:16.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201567,8.09789750328515,41.911764705882355,1610612748,25,27,2024-04-06T00:35:32Z,1510000,False,40.0,24.0,1,left,K. Love bank Hook (2 PTS) (C. Martin 1 AST),"[201567, 1628997]",1610612748.0,MIA,bank,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,2.0,C. Martin,1628997.0,1.0,,,,,,,,,,,,,,
155,PT00M11.00S,2024-04-06T00:35:45.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,87.99277266754271,53.92156862745098,1610612745,27,27,2024-04-06T00:35:53Z,1540000,False,20.0,60.0,1,right,D. Brooks 6' pullup Jump Shot (14 PTS) (J. Landale 2 AST),"[1628415, 1629111]",1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,6.35,Made,14.0,J. Landale,1629111.0,2.0,,,,,,,,,,,,,,
157,PT00M01.10S,2024-04-06T00:35:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,12.302890932982917,36.76470588235294,1610612748,27,27,2024-04-06T00:41:03Z,1560000,False,66.0,63.0,1,left,MISS T. Herro 9' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,9.15,Missed,,,,,,,,,,,,,,,,,,
158,PT00M00.10S,2024-04-06T00:35:59.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,27,27,2024-04-06T00:41:03Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,157.0,,,,,,,,
159,PT00M00.00S,2024-04-06T00:36:08.7Z,1,REGULAR,period,end,[],0,,,1610612748,27,27,2024-04-06T00:36:08Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-04-06T00:37:55.3Z,2,REGULAR,substitution,out,['startperiod'],1629111,,,1610612748,27,27,2024-04-06T00:38:41Z,1590000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-04-06T00:37:55.3Z,2,REGULAR,substitution,out,['startperiod'],1628415,,,1610612748,27,27,2024-04-06T00:38:41Z,1600000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-04-06T00:37:55.3Z,2,REGULAR,substitution,out,['startperiod'],201567,,,1610612748,27,27,2024-04-06T00:38:41Z,1610000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-04-06T00:37:55.3Z,2,REGULAR,substitution,in,['startperiod'],203493,,,1610612748,27,27,2024-04-06T00:38:41Z,1620000,False,,,0,,SUB in: R. Bullock Jr.,[203493],1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-04-06T00:37:55.3Z,2,REGULAR,substitution,in,['startperiod'],1631095,,,1610612748,27,27,2024-04-06T00:38:41Z,1630000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-04-06T00:37:55.3Z,2,REGULAR,substitution,in,['startperiod'],1628389,,,1610612748,27,27,2024-04-06T00:38:41Z,1640000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-04-06T00:38:44.1Z,2,REGULAR,period,start,[],0,,,1610612748,27,27,2024-04-06T00:38:44Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M38.00S,2024-04-06T00:39:05.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,9.674770039421814,49.754901960784316,1610612748,27,29,2024-04-06T00:39:14Z,1670000,False,1.0,38.0,1,left,B. Adebayo pullup Jump Shot (4 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.84,Made,4.0,T. Herro,1629639.0,2.0,,,,,,,,,,,,,,
170,PT11M16.00S,2024-04-06T00:39:26.5Z,2,REGULAR,3pt,Jump Shot,[],1641715,67.7562417871222,48.03921568627451,1610612745,30,29,2024-04-06T00:39:30Z,1690000,False,-10.0,251.0,1,right,C. Whitmore 25' 3PT  (5 PTS) (J. Smith Jr. 2 AST),"[1641715, 1631095]",1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Center,25.08,Made,5.0,J. Smith Jr.,1631095.0,2.0,,,,,,,,,,,,,,
172,PT10M59.00S,2024-04-06T00:39:43.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,8.623521681997373,49.26470588235294,1610612748,30,31,2024-04-06T00:39:50Z,1710000,False,4.0,29.0,1,left,B. Adebayo DUNK (6 PTS) (J. Jaquez Jr. 1 AST),"[1628389, 1631170]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.88,Made,6.0,J. Jaquez Jr.,1631170.0,1.0,,,,,,,,,,,,,,
174,PT10M47.00S,2024-04-06T00:40:04.4Z,2,REGULAR,2pt,Jump Shot,[],1631095,79.31997371879106,51.71568627450981,1610612745,32,31,2024-04-06T00:40:10Z,1730000,False,9.0,142.0,1,right,J. Smith Jr. 14' pullup Jump Shot (5 PTS) (A. Holiday 1 AST),"[1631095, 1628988]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Center,14.22,Made,5.0,A. Holiday,1628988.0,1.0,,,,,,,,,,,,,,
