actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
17,PT11M06.00S,2024-01-30T01:13:07.8Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,2,0,2024-01-30T01:13:32Z,170000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT11M00.00S,2024-01-30T01:13:13.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630224,93.11760840998686,50.98039215686274,1610612745,4,0,2024-01-30T01:13:40Z,180000,False,5.0,12.0,1,right,J. Green running finger roll Layup (4 PTS),[1630224],1610612745.0,HOU,running finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.31,Made,,,,,,,,,,4.0,,,,,,,,
19,PT10M46.00S,2024-01-30T01:13:33.9Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612747,4,0,2024-01-30T01:13:45Z,190000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (James 2 FT),"[1628415, 2544]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,200832.0,1.0,0.0,James,2544.0,,,,,,,,,
21,PT10M46.00S,2024-01-30T01:13:54.6Z,1,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,4,0,2024-01-30T01:13:54Z,210000,False,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
22,PT10M46.00S,2024-01-30T01:13:54.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,4,0,2024-01-30T01:13:54Z,220000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,
23,PT10M46.00S,2024-01-30T01:14:11.2Z,1,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,4,1,2024-01-30T01:14:11Z,230000,False,,,0,,L. James Free Throw 2 of 2 (1 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
24,PT10M30.00S,2024-01-30T01:14:29.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.9862023653088,52.20588235294118,1610612745,6,1,2024-01-30T01:36:10Z,240000,False,11.0,13.0,1,right,A. Sengun driving Layup (2 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,,,,2.0,,,,,,,,
163,PT10M20.00S,2024-01-30T01:14:38.2Z,1,REGULAR,turnover,lost ball,[],203076,,,1610612747,6,1,2024-01-30T01:36:27Z,260000,False,,,0,,A. Davis lost ball TURNOVER (1 TO),"[203076, 1627832]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,VanVleet,1627832.0,,,,,
164,PT10M20.00S,2024-01-30T01:14:38.2Z,1,REGULAR,steal,,[],1627832,,,1610612745,6,1,2024-01-30T01:36:27Z,270000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
28,PT10M13.00S,2024-01-30T01:14:46.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1630224,91.14651773981603,46.568627450980394,1610612745,6,1,2024-01-30T01:36:27Z,280000,False,-17.0,31.0,1,right,MISS J. Green running Layup - blocked,"[1630224, 1627752]",1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,,,,,,Prince,1627752.0,,,
29,PT10M13.00S,2024-01-30T01:14:46.7Z,1,REGULAR,block,,[],1627752,,,1610612745,6,1,2024-01-30T01:14:49Z,290000,False,,,0,,T. Prince BLOCK (1 BLK),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT10M10.00S,2024-01-30T01:14:49.7Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,6,1,2024-01-30T01:14:55Z,300000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:0),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,,,
31,PT09M59.00S,2024-01-30T01:15:00.8Z,1,REGULAR,2pt,Jump Shot,"['2ndchance', 'fromturnover']",1630224,92.72339027595268,82.59803921568627,1610612745,8,1,2024-01-30T01:36:27Z,310000,False,163.0,16.0,1,right,J. Green 16' fadeaway Jump Shot (6 PTS) (J. Smith Jr. 1 AST),"[1630224, 1631095]",1610612745.0,HOU,fadeaway,,,Green,J. Green,,,,,Mid-Range,16-24 Right,16.38,Made,,,,,,,,,,6.0,,,,,,J. Smith Jr.,1631095.0,1.0
33,PT09M50.00S,2024-01-30T01:15:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,6.258212877792378,58.82352941176471,1610612747,8,3,2024-01-30T01:16:00Z,330000,False,-44.0,6.0,1,left,A. Davis driving Layup (2 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,,,,,,,,,,2.0,,,,,,,,
34,PT09M33.00S,2024-01-30T01:15:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,93.64323258869908,53.18627450980392,1610612745,10,3,2024-01-30T01:15:34Z,340000,False,16.0,7.0,1,right,J. Green driving Layup (8 PTS) (A. Sengun 1 AST),"[1630224, 1630578]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,,,,,,8.0,,,,,,A. Sengun,1630578.0,1.0
36,PT09M19.00S,2024-01-30T01:15:40.0Z,1,REGULAR,2pt,Jump Shot,[],1626156,28.86005256241787,52.450980392156865,1610612747,10,5,2024-01-30T01:15:46Z,360000,False,-12.0,219.0,1,left,D. Russell 21' pullup Jump Shot (2 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,21.91,Made,,,,,,,,,,2.0,,,,,,,,
37,PT09M02.00S,2024-01-30T01:15:57.8Z,1,REGULAR,turnover,bad pass,[],1630578,,,1610612745,10,5,2024-01-30T01:16:05Z,370000,False,,,0,,A. Sengun bad pass TURNOVER (1 TO),"[1630578, 203076]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Davis,203076.0,,,,,
38,PT09M02.00S,2024-01-30T01:15:57.8Z,1,REGULAR,steal,,[],203076,,,1610612747,10,5,2024-01-30T01:31:43Z,380000,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M59.00S,2024-01-30T01:16:00.2Z,1,REGULAR,turnover,bad pass,[],1626156,,,1610612747,10,5,2024-01-30T01:16:07Z,390000,False,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1630578]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Sengun,1630578.0,,,,,
40,PT08M59.00S,2024-01-30T01:16:00.2Z,1,REGULAR,steal,,[],1630578,,,1610612745,10,5,2024-01-30T01:16:02Z,400000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M56.00S,2024-01-30T01:16:03.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630578,93.64323258869908,46.568627450980394,1610612745,12,5,2024-01-30T01:16:11Z,410000,False,-17.0,7.0,1,right,A. Sengun Layup (4 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,,,,,,4.0,,,,,,,,
42,PT08M51.00S,2024-01-30T01:16:08.9Z,1,REGULAR,3pt,Jump Shot,[],1626156,34.37910643889619,49.26470588235294,1610612747,12,8,2024-01-30T01:16:58Z,420000,False,4.0,271.0,1,left,D. Russell 27' 3PT pullup (5 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,27.07,Made,,,,,,,,,,5.0,,,,,,,,
43,PT08M39.00S,2024-01-30T01:16:20.3Z,1,REGULAR,3pt,Jump Shot,[],1631095,67.49342969776609,39.950980392156865,1610612745,15,8,2024-01-30T01:16:24Z,430000,False,-50.0,253.0,1,right,J. Smith Jr. 25' 3PT  (3 PTS) (F. VanVleet 1 AST),"[1631095, 1627832]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,25.8,Made,,,,,,,,,,3.0,,,,,,F. VanVleet,1627832.0,1.0
45,PT08M25.00S,2024-01-30T01:16:37.5Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612747,15,8,2024-01-30T01:16:46Z,450000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Russell 2 FT),"[1630224, 1626156]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,1627529.0,1.0,0.0,Russell,1626156.0,,,,,,,,,
47,PT08M25.00S,2024-01-30T01:17:00.7Z,1,REGULAR,freethrow,1 of 2,[],1626156,,,1610612747,15,9,2024-01-30T01:17:00Z,470000,False,,,0,,D. Russell Free Throw 1 of 2 (6 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
48,PT08M25.00S,2024-01-30T01:17:15.2Z,1,REGULAR,freethrow,2 of 2,[],1626156,,,1610612747,15,10,2024-01-30T01:17:15Z,480000,False,,,0,,D. Russell Free Throw 2 of 2 (7 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
50,PT08M07.00S,2024-01-30T01:17:53.2Z,1,REGULAR,3pt,Jump Shot,[],1630578,75.1149802890933,13.725490196078432,1610612745,15,10,2024-01-30T01:17:58Z,500000,False,-181.0,181.0,1,right,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,25.65,Missed,,,,,,,,,,,,,,,,,,
51,PT08M04.00S,2024-01-30T01:17:56.2Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,15,10,2024-01-30T01:17:58Z,510000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT07M54.00S,2024-01-30T01:18:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,16.113666228646515,40.19607843137255,1610612747,15,10,2024-01-30T01:18:15Z,520000,False,49.0,99.0,1,left,MISS A. Davis 11' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,11.05,Missed,,,,,,,,,,,,,,,,,,
53,PT07M51.00S,2024-01-30T01:18:09.5Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,15,10,2024-01-30T01:18:15Z,530000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,,
54,PT07M40.00S,2024-01-30T01:18:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,93.11760840998686,52.69607843137255,1610612745,17,10,2024-01-30T01:18:25Z,540000,False,13.0,12.0,1,right,D. Brooks driving Layup (2 PTS) (J. Smith Jr. 2 AST),"[1628415, 1631095]",1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,,,,,2.0,,,,,,J. Smith Jr.,1631095.0,2.0
56,PT07M15.00S,2024-01-30T01:18:44.5Z,1,REGULAR,2pt,Jump Shot,[],203076,7.440867279894875,74.01960784313727,1610612747,17,10,2024-01-30T01:18:51Z,560000,False,-120.0,17.0,1,left,MISS A. Davis 12' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,12.14,Missed,,,,,,,,,,,,,,,,,,
57,PT07M13.00S,2024-01-30T01:18:46.5Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,17,10,2024-01-30T01:18:51Z,570000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,56.0,3.0,3.0,0.0,,,,,,,,,,,,,,
58,PT07M09.00S,2024-01-30T01:18:52.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,70.90998685939553,21.813725490196077,1610612745,20,10,2024-01-30T01:19:03Z,580000,False,-141.0,221.0,1,right,J. Green 26' 3PT running pullup (11 PTS),[1630224],1610612745.0,HOU,running pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.2,Made,,,,,,,,,,11.0,,,,,,,,
59,PT06M52.00S,2024-01-30T01:19:07.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,7.30946123521682,45.34313725490196,1610612747,20,12,2024-01-30T01:19:17Z,590000,False,23.0,16.0,1,left,D. Russell alley-oop Layup (9 PTS) (A. Reaves 1 AST),"[1626156, 1630559]",1610612747.0,LAL,alley-oop,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.84,Made,,,,,,,,,,9.0,,,,,,A. Reaves,1630559.0,1.0
61,PT06M41.00S,2024-01-30T01:19:18.4Z,1,REGULAR,3pt,Jump Shot,[],1628415,69.20170827858082,73.77450980392157,1610612745,20,12,2024-01-30T01:19:22Z,610000,False,119.0,237.0,1,right,MISS D. Brooks 26' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
62,PT06M39.00S,2024-01-30T01:19:20.4Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,20,12,2024-01-30T01:19:22Z,620000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT06M33.00S,2024-01-30T01:19:27.9Z,1,REGULAR,3pt,Jump Shot,[],203076,32.53942181340342,41.17647058823529,1610612747,20,15,2024-01-30T01:19:32Z,630000,False,44.0,253.0,1,left,A. Davis 25' 3PT  (5 PTS) (T. Prince 1 AST),"[203076, 1627752]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,25.72,Made,,,,,,,,,,5.0,,,,,,T. Prince,1627752.0,1.0
65,PT06M16.00S,2024-01-30T01:19:44.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,86.15308804204993,45.588235294117645,1610612745,20,15,2024-01-30T01:19:49Z,650000,False,-22.0,78.0,1,right,MISS A. Sengun 8' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,8.08,Missed,,,,,,,,,,,,,,,,,,
66,PT06M14.00S,2024-01-30T01:19:46.8Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,20,15,2024-01-30T01:19:49Z,660000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT06M07.00S,2024-01-30T01:19:52.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,7.30946123521682,51.225490196078425,1610612747,20,17,2024-01-30T01:19:59Z,670000,False,-6.0,16.0,1,left,L. James cutting DUNK (3 PTS) (A. Davis 1 AST),"[2544, 203076]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,,,,3.0,,,,,,A. Davis,203076.0,1.0
69,PT05M49.00S,2024-01-30T01:20:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.9862023653088,53.431372549019606,1610612745,22,17,2024-01-30T02:17:00Z,690000,False,17.0,13.0,1,right,A. Sengun cutting Layup (6 PTS) (F. VanVleet 2 AST),"[1630578, 1627832]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.18,Made,,,,,,,,,,6.0,,,,,,F. VanVleet,1627832.0,2.0
71,PT05M44.00S,2024-01-30T01:20:21.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,22,17,2024-01-30T01:20:21Z,710000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M44.00S,2024-01-30T01:22:40.3Z,1,REGULAR,substitution,out,[],1627832,,,1610612747,22,17,2024-01-30T01:23:18Z,720000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M44.00S,2024-01-30T01:22:40.3Z,1,REGULAR,substitution,out,[],1627752,,,1610612747,22,17,2024-01-30T01:23:18Z,730000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M44.00S,2024-01-30T01:22:40.3Z,1,REGULAR,substitution,in,[],1641708,,,1610612747,22,17,2024-01-30T01:23:18Z,740000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M44.00S,2024-01-30T01:22:40.3Z,1,REGULAR,substitution,in,[],1629020,,,1610612747,22,17,2024-01-30T01:23:18Z,750000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M35.00S,2024-01-30T01:23:31.8Z,1,REGULAR,3pt,Jump Shot,[],1630559,32.802233902759525,33.088235294117645,1610612747,22,20,2024-01-30T01:23:36Z,760000,False,85.0,256.0,1,left,A. Reaves 26' 3PT  (3 PTS) (D. Russell 1 AST),"[1630559, 1626156]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,26.94,Made,,,,,,,,,,3.0,,,,,,D. Russell,1626156.0,1.0
78,PT05M14.00S,2024-01-30T01:23:53.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,92.90407358738501,43.221507352941174,1610612745,22,20,2024-01-30T01:23:59Z,780000,False,-34.0,14.0,1,right,MISS A. Sengun turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
79,PT05M12.00S,2024-01-30T01:23:55.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,22,20,2024-01-30T01:45:09Z,790000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,,
80,PT05M08.00S,2024-01-30T01:23:59.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,7.046649145860711,51.9607843137255,1610612747,22,22,2024-01-30T01:24:08Z,800000,False,-10.0,14.0,1,left,L. James running finger roll Layup (5 PTS),[2544],1610612747.0,LAL,running finger roll,,,James,L. James,,,,,Restricted Area,0-8 Center,1.68,Made,,,,,,,,,,5.0,,,,,,,,
81,PT04M59.00S,2024-01-30T01:24:08.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,92.19776609724047,52.94117647058824,1610612745,24,22,2024-01-30T01:24:13Z,810000,False,15.0,21.0,1,right,J. Smith Jr. cutting Layup (5 PTS) (A. Sengun 2 AST),"[1631095, 1630578]",1610612745.0,HOU,cutting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2.55,Made,,,,,,,,,,5.0,,,,,,A. Sengun,1630578.0,2.0
83,PT04M50.00S,2024-01-30T01:24:16.6Z,1,REGULAR,3pt,Jump Shot,[],1626156,32.802233902759525,63.23529411764706,1610612747,24,25,2024-01-30T01:24:22Z,830000,False,-66.0,256.0,1,left,D. Russell 26' 3PT pullup (12 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,26.42,Made,,,,,,,,,,12.0,,,,,,,,
84,PT04M34.00S,2024-01-30T01:24:32.6Z,1,REGULAR,3pt,Jump Shot,[],1630224,67.09921156373193,62.99019607843137,1610612745,24,25,2024-01-30T01:24:38Z,840000,False,65.0,257.0,1,right,MISS J. Green 26' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,26.49,Missed,,,,,,,,,,,,,,,,,,
85,PT04M31.00S,2024-01-30T01:24:35.6Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,24,25,2024-01-30T01:24:38Z,850000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,84.0,2.0,2.0,0.0,,,,,,,,,,,,,,
86,PT04M22.00S,2024-01-30T01:24:45.2Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,24,25,2024-01-30T01:24:52Z,860000,False,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1628415]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Brooks,1628415.0,,,,,
