actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-30T01:10:54.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-30T01:10:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-12-30T01:10:57.6Z,1,REGULAR,jumpball,recovered,[],1630256,,,1610612745,0,0,2023-12-30T01:10:57Z,40000,False,,,0,,Jump Ball A. Sengun vs. P. Reed: Tip to J. Tate,"[1630256, 1630578, 1630194]",1610612745.0,HOU,startperiod,J. Tate,1630256.0,Tate,J. Tate,Sengun,1630578.0,Reed,1630194.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-12-30T01:11:12.8Z,1,REGULAR,3pt,Jump Shot,[],1627832,69.59592641261499,16.911764705882355,1610612745,3,0,2023-12-30T01:11:19Z,70000,False,-165.0,233.0,1,right,F. VanVleet 28' 3PT  (3 PTS) (A. Sengun 1 AST),"[1627832, 1630578]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,28.6,Made,3.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2023-12-30T01:11:28.0Z,1,REGULAR,turnover,bad pass,[],1629001,,,1610612755,3,0,2023-12-30T01:11:36Z,90000,False,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1630578]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Sengun,1630578.0,,,,,,,,,,,
10,PT11M25.00S,2023-12-30T01:11:28.0Z,1,REGULAR,steal,,[],1630578,,,1610612745,3,0,2023-12-30T01:11:32Z,100000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
11,PT11M20.00S,2023-12-30T01:11:33.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627832,66.70499342969777,46.07843137254902,1610612745,6,0,2023-12-30T01:12:19Z,110000,False,-20.0,260.0,1,right,F. VanVleet 26' 3PT running (6 PTS) (J. Tate 1 AST),"[1627832, 1630256]",1610612745.0,HOU,running,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,26.12,Made,6.0,J. Tate,1630256.0,1.0,,,,,,,,,,,,,,
13,PT10M59.00S,2023-12-30T01:11:53.7Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.53942181340342,55.63725490196079,1610612755,6,0,2023-12-30T01:12:00Z,130000,False,-28.0,253.0,1,left,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,25.5,Missed,,,,,,,,,,,,,,,,,,
14,PT10M56.00S,2023-12-30T01:11:56.7Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,6,0,2023-12-30T01:12:00Z,140000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M50.00S,2023-12-30T01:12:06.4Z,1,REGULAR,foul,personal,[],1630178,,,1610612745,6,0,2023-12-30T01:12:15Z,150000,False,,,0,,T. Maxey personal FOUL (1 PF),"[1630178, 1630256]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2004.0,1.0,0.0,Tate,1630256.0,,
17,PT10M45.00S,2023-12-30T01:12:25.7Z,1,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612745,6,0,2023-12-30T01:12:43Z,170000,False,,,0,,F. VanVleet lost ball out-of-bounds TURNOVER (1 TO),[1627832],1610612745.0,HOU,lost ball,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,,,,2004.0,,,,,,
