actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-06T01:10:42.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-06T01:10:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-01-06T01:10:44.6Z,1,REGULAR,jumpball,recovered,[],1630224,,,1610612745,0,0,2024-01-06T01:10:44Z,40000,False,,,0,,Jump Ball A. Sengun vs. R. Gobert: Tip to J. Green,"[1630224, 1630578, 203497]",1610612745.0,HOU,startperiod,J. Green,1630224.0,Green,J. Green,Sengun,1630578.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-01-06T01:10:55.3Z,1,REGULAR,3pt,Jump Shot,[],1631095,73.01248357424441,10.53921568627451,1610612745,3,0,2024-01-06T01:11:02Z,70000,False,-197.0,201.0,1,right,J. Smith Jr. 28' 3PT  (3 PTS) (F. VanVleet 1 AST),"[1631095, 1627832]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,28.18,Made,3.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
9,PT11M26.00S,2024-01-06T01:11:14.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,8.886333771353483,49.50980392156863,1610612750,3,2,2024-01-06T01:11:25Z,90000,False,2.0,31.0,1,left,R. Gobert DUNK (2 PTS) (K. Towns 1 AST),"[203497, 1626157]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,3.11,Made,2.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,
11,PT11M14.00S,2024-01-06T01:11:27.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,84.70762155059133,48.28431372549019,1610612745,5,2,2024-01-06T01:11:36Z,110000,False,-9.0,91.0,1,right,A. Sengun 9' floating Jump Shot (2 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,9.16,Made,2.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
13,PT10M52.00S,2024-01-06T01:11:49.1Z,1,REGULAR,turnover,lost ball,[],1626157,,,1610612750,5,2,2024-01-06T01:11:57Z,130000,False,,,0,,K. Towns lost ball TURNOVER (1 TO),"[1626157, 1627832]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,VanVleet,1627832.0,,,,,,,,,,,
14,PT10M52.00S,2024-01-06T01:11:49.1Z,1,REGULAR,steal,,[],1627832,,,1610612745,5,2,2024-01-06T01:35:08Z,140000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M47.00S,2024-01-06T01:11:55.0Z,1,REGULAR,turnover,lost ball,[],1631095,,,1610612745,5,2,2024-01-06T01:12:01Z,150000,False,,,0,,J. Smith Jr. lost ball TURNOVER (1 TO),"[1631095, 1630162]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Edwards,1630162.0,,,,,,,,,,,
16,PT10M47.00S,2024-01-06T01:11:55.0Z,1,REGULAR,steal,,[],1630162,,,1610612750,5,2,2024-01-06T01:11:57Z,160000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M33.00S,2024-01-06T01:12:08.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,28.86005256241787,83.08823529411765,1610612750,5,5,2024-01-06T01:12:13Z,170000,False,-165.0,219.0,1,left,K. Towns 27' 3PT  (3 PTS) (A. Edwards 1 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,27.43,Made,3.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,
