actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
85,PT03M46.00S,2023-12-07T01:25:23.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,90.75229960578186,52.69607843137255,1610612745,22,13,2023-12-07T01:25:30Z,820000,False,13.0,34.0,1,right,A. Sengun turnaround Hook (6 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,3.7,J. Green,1630224.0,1.0,,,,,,,,,
87,PT03M40.00S,2023-12-07T01:25:33.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,22,13,2023-12-07T01:25:33Z,840000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M40.00S,2023-12-07T01:27:38.2Z,1,REGULAR,substitution,out,[],1630224,,,1610612760,22,13,2023-12-07T01:28:17Z,850000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M40.00S,2023-12-07T01:27:38.2Z,1,REGULAR,substitution,out,[],1628415,,,1610612760,22,13,2023-12-07T01:28:17Z,860000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M40.00S,2023-12-07T01:27:38.2Z,1,REGULAR,substitution,out,[],1631095,,,1610612760,22,13,2023-12-07T01:28:17Z,870000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M40.00S,2023-12-07T01:27:38.2Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,22,13,2023-12-07T01:28:17Z,880000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M40.00S,2023-12-07T01:27:38.2Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,22,13,2023-12-07T01:28:17Z,890000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M40.00S,2023-12-07T01:27:38.2Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,22,13,2023-12-07T01:28:17Z,900000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M40.00S,2023-12-07T01:27:38.2Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,22,13,2023-12-07T01:28:17Z,910000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M40.00S,2023-12-07T01:27:38.2Z,1,REGULAR,substitution,in,[],1628988,,,1610612760,22,13,2023-12-07T01:28:17Z,920000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M40.00S,2023-12-07T01:27:38.2Z,1,REGULAR,substitution,in,[],1630256,,,1610612760,22,13,2023-12-07T01:28:17Z,930000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M40.00S,2023-12-07T01:27:38.2Z,1,REGULAR,substitution,in,[],1631106,,,1610612760,22,13,2023-12-07T01:28:17Z,940000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M40.00S,2023-12-07T01:27:38.2Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,22,13,2023-12-07T01:28:17Z,950000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M40.00S,2023-12-07T01:27:38.2Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,22,13,2023-12-07T01:28:17Z,960000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M40.00S,2023-12-07T01:27:38.2Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,22,13,2023-12-07T01:28:17Z,970000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M40.00S,2023-12-07T01:27:38.2Z,1,REGULAR,substitution,in,[],1630544,,,1610612760,22,13,2023-12-07T01:28:17Z,980000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M28.00S,2023-12-07T01:28:39.7Z,1,REGULAR,3pt,Jump Shot,[],1631119,32.670827858081466,46.32352941176471,1610612760,22,13,2023-12-07T01:28:47Z,990000,False,18.0,255.0,1,left,MISS J. Williams 25' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.53,,,,,,,,,,,,
103,PT03M26.00S,2023-12-07T01:28:41.7Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,22,13,2023-12-07T01:28:47Z,1000000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,,
104,PT03M06.00S,2023-12-07T01:29:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,90.75229960578186,48.529411764705884,1610612745,24,13,2023-12-07T01:29:08Z,1010000,False,-7.0,34.0,1,right,A. Sengun cutting Layup (8 PTS) (F. VanVleet 5 AST),"[1630578, 1627832]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,3.52,F. VanVleet,1627832.0,5.0,,,,,,,,,
106,PT02M49.00S,2023-12-07T01:29:19.3Z,1,REGULAR,2pt,Jump Shot,[],1628983,24.655059132720105,72.05882352941177,1610612760,24,13,2023-12-07T01:29:26Z,1030000,False,-110.0,179.0,1,left,MISS S. Gilgeous-Alexander 21' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,21.05,,,,,,,,,,,,
107,PT02M46.00S,2023-12-07T01:29:22.2Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612745,24,13,2023-12-07T01:29:22Z,1040000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,
108,PT02M35.00S,2023-12-07T01:29:32.8Z,1,REGULAR,3pt,Jump Shot,[],1630578,75.3777923784494,12.990196078431374,1610612745,24,13,2023-12-07T01:29:41Z,1050000,False,-185.0,179.0,1,right,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.74,,,,,,,,,,,,
109,PT02M34.00S,2023-12-07T01:29:33.8Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,24,13,2023-12-07T01:29:41Z,1060000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,
110,PT02M25.00S,2023-12-07T01:29:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.258212877792378,50.73529411764706,1610612760,24,15,2023-12-07T01:29:53Z,1070000,False,-4.0,6.0,1,left,S. Gilgeous-Alexander driving Layup (3 PTS) (T. Mann 1 AST),"[1628983, 1630544]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,0.73,T. Mann,1630544.0,1.0,,,,,,,,,
112,PT02M08.00S,2023-12-07T01:30:00.2Z,1,REGULAR,2pt,Jump Shot,[],1628988,85.10183968462549,84.80392156862744,1610612745,24,15,2023-12-07T01:30:25Z,1090000,False,174.0,88.0,1,right,MISS A. Holiday 19' step back Shot,[1628988],1610612745.0,HOU,step back,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Right,,,,,,Missed,,19.48,,,,,,,,,,,,
113,PT02M07.00S,2023-12-07T01:30:01.2Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,24,15,2023-12-07T01:30:25Z,1100000,False,,,0,,T. Eason REBOUND (Off:1 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,112.0,2.0,1.0,1.0,,,,,
114,PT02M06.00S,2023-12-07T01:30:13.0Z,1,REGULAR,foul,personal,['2freethrow'],1641717,,,1610612745,24,15,2023-12-07T01:30:19Z,1110000,False,,,0,,C. Wallace shooting personal FOUL (1 PF) (Eason 2 FT),"[1641717, 1631106]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,1629178.0,1.0,0.0,Eason,1631106.0,,,,,,,,,,,,,,,
116,PT02M06.00S,2023-12-07T01:30:27.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631106,,,1610612745,25,15,2023-12-07T01:30:27Z,1130000,False,,,0,,T. Eason Free Throw 1 of 2 (1 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
117,PT02M06.00S,2023-12-07T01:30:28.5Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,25,15,2023-12-07T01:30:38Z,1140000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M06.00S,2023-12-07T01:30:28.5Z,1,REGULAR,substitution,out,[],1641717,,,1610612745,25,15,2023-12-07T01:30:38Z,1150000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M06.00S,2023-12-07T01:30:28.5Z,1,REGULAR,substitution,in,[],1631095,,,1610612745,25,15,2023-12-07T01:30:38Z,1160000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M06.00S,2023-12-07T01:30:28.5Z,1,REGULAR,substitution,in,[],1630598,,,1610612745,25,15,2023-12-07T01:30:38Z,1170000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M06.00S,2023-12-07T01:30:28.5Z,1,REGULAR,substitution,out,[],1627832,,,1610612745,25,15,2023-12-07T01:30:45Z,1180000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M06.00S,2023-12-07T01:30:28.5Z,1,REGULAR,substitution,in,[],1630224,,,1610612745,25,15,2023-12-07T01:30:45Z,1190000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M06.00S,2023-12-07T01:30:50.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631106,,,1610612745,26,15,2023-12-07T01:30:50Z,1200000,False,,,0,,T. Eason Free Throw 2 of 2 (2 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
124,PT01M48.00S,2023-12-07T01:31:09.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628983,16.245072273324574,36.76470588235294,1610612760,26,15,2023-12-07T01:31:16Z,1210000,False,66.0,100.0,1,left,MISS S. Gilgeous-Alexander 12' turnaround Hook,[1628983],1610612760.0,OKC,turnaround,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,12.01,,,,,,,,,,,,
125,PT01M48.00S,2023-12-07T01:31:09.4Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612745,26,15,2023-12-07T01:31:16Z,1220000,False,,,0,,A. Holiday REBOUND (Off:0 Def:2),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,124.0,2.0,2.0,0.0,,,,,
126,PT01M42.00S,2023-12-07T01:31:16.5Z,1,REGULAR,turnover,lost ball,[],1630256,,,1610612745,26,15,2023-12-07T01:31:20Z,1230000,False,,,0,,J. Tate lost ball TURNOVER (1 TO),"[1630256, 1628983]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0
127,PT01M42.00S,2023-12-07T01:31:16.5Z,1,REGULAR,steal,,[],1628983,,,1610612760,26,15,2023-12-07T01:31:18Z,1240000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
128,PT01M36.00S,2023-12-07T01:31:21.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630598,5.732588699080158,51.71568627450981,1610612760,26,17,2023-12-07T01:31:32Z,1250000,False,-9.0,1.0,1,left,A. Wiggins running Layup (2 PTS),[1630598],1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.87,,,,,,,,,,,,
129,PT01M20.00S,2023-12-07T01:31:37.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.5407358738502,43.872549019607845,1610612745,26,17,2023-12-07T01:31:46Z,1260000,False,-31.0,27.0,1,right,MISS J. Green Layup - blocked,"[1630224, 1628983]",1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,Missed,,4.08,,,,,,,,Gilgeous-Alexander,1628983.0,,,
141,PT01M20.00S,2023-12-07T01:31:37.7Z,1,REGULAR,block,,[],1628983,,,1610612745,26,17,2023-12-07T01:32:58Z,1265000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT01M17.00S,2023-12-07T01:31:40.7Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,26,17,2023-12-07T01:32:58Z,1270000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,129.0,4.0,3.0,1.0,,,,,
131,PT01M16.00S,2023-12-07T01:31:41.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631106,68.54467805519053,65.68627450980392,1610612745,26,17,2023-12-07T01:31:57Z,1280000,False,78.0,243.0,1,right,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.55,,,,,,,,,,,,
132,PT01M12.00S,2023-12-07T01:31:45.4Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,26,17,2023-12-07T01:31:57Z,1290000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,
133,PT01M09.00S,2023-12-07T01:31:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,13.222733245729303,36.51960784313725,1610612760,26,19,2023-12-07T01:32:01Z,1300000,False,67.0,72.0,1,left,S. Gilgeous-Alexander 9' Jump Shot (5 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,5.0,9.85,,,,,,,,,,,,
134,PT01M09.00S,2023-12-07T01:32:00.2Z,1,REGULAR,foul,personal,['1freethrow'],1630224,,,1610612760,26,19,2023-12-07T01:32:05Z,1310000,False,,,0,,J. Green shooting personal FOUL (2 PF) (Gilgeous-Alexander 1 FT),"[1630224, 1628983]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,202053.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
136,PT01M09.00S,2023-12-07T01:32:17.1Z,1,REGULAR,substitution,out,[],1630224,,,1610612760,26,19,2023-12-07T01:32:49Z,1330000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M09.00S,2023-12-07T01:32:17.1Z,1,REGULAR,substitution,in,[],203493,,,1610612760,26,19,2023-12-07T01:32:49Z,1340000,False,,,0,,SUB in: R. Bullock Jr.,[203493],1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M09.00S,2023-12-07T01:32:29.2Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,26,20,2023-12-07T01:32:29Z,1350000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
139,PT00M56.50S,2023-12-07T01:32:41.4Z,1,REGULAR,3pt,Jump Shot,[],1631106,75.24638633377135,13.970588235294118,1610612745,29,20,2023-12-07T01:32:49Z,1360000,False,-180.0,180.0,1,right,T. Eason 25' 3PT  (5 PTS) (A. Holiday 1 AST),"[1631106, 1628988]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,25.48,A. Holiday,1628988.0,1.0,,,,,,,,,
142,PT00M36.90S,2023-12-07T01:33:06.9Z,1,REGULAR,foul,technical,['1freethrow'],1631095,,,1610612760,29,20,2023-12-07T01:33:15Z,1380000,False,,,0,,J. Smith Jr. defensive-3-second technical FOUL (1 Tech),[1631095],1610612745.0,HOU,defensive-3-second,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,202053.0,1.0,1.0,,,,,,,,,,,,,,,,,
143,PT00M36.90S,2023-12-07T01:33:25.4Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,29,20,2023-12-07T01:33:25Z,1390000,False,,,0,,MISS S. Gilgeous-Alexander technical Free Throw 1 of 1,[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
144,PT00M36.90S,2023-12-07T01:33:25.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,29,20,2023-12-07T01:33:25Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,
145,PT00M36.90S,2023-12-07T01:33:26.4Z,1,REGULAR,substitution,out,[],203493,,,1610612760,29,20,2023-12-07T01:33:31Z,1410000,False,,,0,,SUB out: R. Bullock Jr.,[203493],1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M36.90S,2023-12-07T01:33:26.4Z,1,REGULAR,substitution,in,[],1628415,,,1610612760,29,20,2023-12-07T01:33:31Z,1420000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M36.90S,2023-12-07T01:33:26.4Z,1,REGULAR,substitution,out,[],1630544,,,1610612760,29,20,2023-12-07T01:33:37Z,1430000,False,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M36.90S,2023-12-07T01:33:26.4Z,1,REGULAR,substitution,in,[],1630581,,,1610612760,29,20,2023-12-07T01:33:37Z,1440000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M32.60S,2023-12-07T01:33:54.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628988,,,1610612760,29,20,2023-12-07T01:34:02Z,1450000,False,,,0,,A. Holiday shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1628988, 1628983]",1610612745.0,HOU,shooting,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Right,202041.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
151,PT00M32.60S,2023-12-07T01:34:19.5Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,29,21,2023-12-07T01:34:19Z,1470000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (7 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
152,PT00M32.60S,2023-12-07T01:34:20.1Z,1,REGULAR,substitution,out,[],1630256,,,1610612760,29,21,2023-12-07T01:34:28Z,1480000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M32.60S,2023-12-07T01:34:20.1Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,29,21,2023-12-07T01:34:28Z,1490000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M32.60S,2023-12-07T01:34:20.1Z,1,REGULAR,substitution,in,[],203493,,,1610612760,29,21,2023-12-07T01:34:28Z,1500000,False,,,0,,SUB in: R. Bullock Jr.,[203493],1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M32.60S,2023-12-07T01:34:20.1Z,1,REGULAR,substitution,in,[],1630544,,,1610612760,29,21,2023-12-07T01:34:28Z,1510000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M32.60S,2023-12-07T01:34:36.6Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,29,22,2023-12-07T01:34:36Z,1520000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (8 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
157,PT00M12.60S,2023-12-07T01:35:03.9Z,1,REGULAR,foul,technical,['1freethrow'],1630198,,,1610612745,29,22,2023-12-07T01:35:11Z,1530000,False,,,0,,I. Joe defensive-3-second technical FOUL (1 Tech),[1630198],1610612760.0,OKC,defensive-3-second,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,202053.0,0.0,1.0,,,,,,,,,,,,,,,,,
158,PT00M12.60S,2023-12-07T01:35:23.2Z,1,REGULAR,freethrow,1 of 1,[],1631095,,,1610612745,30,22,2023-12-07T01:35:23Z,1540000,False,,,0,,J. Smith Jr. technical Free Throw 1 of 1 (4 PTS),[1631095],1610612745.0,HOU,technical,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
159,PT00M12.60S,2023-12-07T01:35:24.3Z,1,REGULAR,substitution,out,[],1628988,,,1610612745,30,22,2023-12-07T01:35:42Z,1550000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M12.60S,2023-12-07T01:35:24.3Z,1,REGULAR,substitution,out,[],1631106,,,1610612745,30,22,2023-12-07T01:35:42Z,1560000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M12.60S,2023-12-07T01:35:24.3Z,1,REGULAR,substitution,out,[],203493,,,1610612745,30,22,2023-12-07T01:35:42Z,1570000,False,,,0,,SUB out: R. Bullock Jr.,[203493],1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M12.60S,2023-12-07T01:35:24.3Z,1,REGULAR,substitution,out,[],1630198,,,1610612745,30,22,2023-12-07T01:35:42Z,1580000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M12.60S,2023-12-07T01:35:24.3Z,1,REGULAR,substitution,out,[],1630544,,,1610612745,30,22,2023-12-07T01:35:42Z,1590000,False,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M12.60S,2023-12-07T01:35:24.3Z,1,REGULAR,substitution,in,[],1630224,,,1610612745,30,22,2023-12-07T01:35:42Z,1600000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M12.60S,2023-12-07T01:35:24.3Z,1,REGULAR,substitution,in,[],1627832,,,1610612745,30,22,2023-12-07T01:35:42Z,1610000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M12.60S,2023-12-07T01:35:24.3Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,30,22,2023-12-07T01:35:42Z,1620000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
