actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
44,PT07M56.00S,2021-12-03T00:46:46.3Z,1,REGULAR,2pt,Jump Shot,[],1628960,92.72339027595268,69.36274509803921,1610612749,8,9,2021-12-03T00:46:52Z,440000,97.0,16.0,1,right,G. Allen 9' floating Jump Shot (2 PTS) (J. Holiday 1 AST),"[1628960, 201950]",1610612749.0,MIL,floating,,,Allen,G. Allen,,,,,9.81,Made,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,,
46,PT07M37.00S,2021-12-03T00:47:08.6Z,1,REGULAR,turnover,traveling,[],1630173,,,1610612761,8,9,2021-12-03T00:47:17Z,460000,,,0,,P. Achiuwa traveling TURNOVER (1 TO),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,1.0,,,,,2003.0,,,,,
47,PT07M37.00S,2021-12-03T00:47:17.1Z,1,REGULAR,substitution,out,[],201950,,,1610612749,8,9,2021-12-03T00:47:20Z,470000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M37.00S,2021-12-03T00:47:17.1Z,1,REGULAR,substitution,in,[],201588,,,1610612749,8,9,2021-12-03T00:47:20Z,480000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M23.00S,2021-12-03T00:47:38.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626171,92.85479632063075,52.450980392156865,1610612749,8,9,2021-12-03T00:47:45Z,490000,12.0,15.0,1,right,MISS B. Portis Hook,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,1.92,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M23.00S,2021-12-03T00:47:38.0Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,8,9,2021-12-03T00:47:45Z,500000,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,49.0,2.0,1.0,1.0,,,,,,,,,,,
51,PT07M23.00S,2021-12-03T00:47:43.7Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612749,8,9,2021-12-03T00:47:51Z,510000,,,0,,P. Siakam shooting personal FOUL (1 PF) (Portis 2 FT),"[1627783, 1626171]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Portis,1626171.0,
53,PT07M23.00S,2021-12-03T00:48:05.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1626171,,,1610612749,8,10,2021-12-03T00:48:05Z,530000,,,0,,B. Portis Free Throw 1 of 2 (1 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
54,PT07M23.00S,2021-12-03T00:48:15.3Z,1,REGULAR,substitution,out,[],1626192,,,1610612749,8,10,2021-12-03T00:48:19Z,540000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M23.00S,2021-12-03T00:48:15.3Z,1,REGULAR,substitution,in,[],1630572,,,1610612749,8,10,2021-12-03T00:48:19Z,550000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M23.00S,2021-12-03T00:48:05.1Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1626171,,,1610612749,8,10,2021-12-03T00:48:41Z,560000,,,0,,MISS B. Portis Free Throw 2 of 2,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M21.00S,2021-12-03T00:48:07.1Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,8,10,2021-12-03T00:48:41Z,570000,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,,
58,PT07M04.00S,2021-12-03T00:48:52.3Z,1,REGULAR,3pt,Jump Shot,[],1630567,11.514454664914586,3.431372549019608,1610612761,8,10,2021-12-03T00:48:56Z,580000,233.0,56.0,1,left,MISS S. Barnes 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,23.94,Missed,,,,,,,,,,,,,,,,,,,
59,PT07M01.00S,2021-12-03T00:48:55.3Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,8,10,2021-12-03T00:48:56Z,590000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,
60,PT06M53.00S,2021-12-03T00:49:03.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,90.48948751642575,63.23529411764706,1610612749,8,10,2021-12-03T00:49:10Z,600000,66.0,37.0,1,right,MISS B. Portis 7' driving bank Hook,[1626171],1610612749.0,MIL,driving bank,,,Portis,B. Portis,,,,,7.58,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M50.00S,2021-12-03T00:49:06.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,8,10,2021-12-03T00:49:06Z,610000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,
62,PT06M44.00S,2021-12-03T00:49:12.4Z,1,REGULAR,3pt,Jump Shot,[],1627832,29.6484888304862,78.67647058823529,1610612761,11,10,2021-12-03T00:49:18Z,620000,-143.0,226.0,1,left,F. VanVleet 26' 3PT  (3 PTS) (G. Trent Jr. 1 AST),"[1627832, 1629018]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.78,Made,3.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,,,,,,
64,PT06M32.00S,2021-12-03T00:49:24.9Z,1,REGULAR,2pt,Jump Shot,[],203114,93.51182654402102,31.372549019607842,1610612749,11,10,2021-12-03T00:49:31Z,640000,-93.0,8.0,1,right,MISS K. Middleton 9' Jump Shot - blocked,"[203114, 1630567]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,9.35,Missed,,,,,,,,,,,,Barnes,1630567.0,,,,,,
65,PT06M32.00S,2021-12-03T00:49:24.9Z,1,REGULAR,block,,[],1630567,,,1610612749,11,10,2021-12-03T00:49:28Z,650000,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M32.00S,2021-12-03T00:49:24.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,11,10,2021-12-03T00:49:31Z,660000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,
67,PT06M32.00S,2021-12-03T00:49:30.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,11,10,2021-12-03T00:49:30Z,670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M32.00S,2021-12-03T00:49:33.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,11,10,2021-12-03T00:49:33Z,680000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M32.00S,2021-12-03T00:51:44.9Z,1,REGULAR,substitution,out,[],203114,,,1610612749,11,10,2021-12-03T00:52:07Z,690000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M32.00S,2021-12-03T00:51:44.9Z,1,REGULAR,substitution,in,[],201950,,,1610612749,11,10,2021-12-03T00:52:07Z,700000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M27.00S,2021-12-03T00:52:36.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201588,93.38042049934296,4.166666666666666,1610612749,11,10,2021-12-03T00:52:41Z,710000,-229.0,10.0,1,right,MISS G. Hill 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M24.00S,2021-12-03T00:52:39.5Z,1,REGULAR,rebound,offensive,[],1630572,,,1610612749,11,10,2021-12-03T00:52:41Z,720000,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:0),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,71.0,1.0,0.0,1.0,,,,,,,,,,,
73,PT06M13.00S,2021-12-03T00:52:50.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630572,93.51182654402102,50.73529411764706,1610612749,11,12,2021-12-03T00:52:55Z,730000,4.0,8.0,1,right,S. Mamukelashvili cutting DUNK (2 PTS) (J. Holiday 2 AST),"[1630572, 201950]",1610612749.0,MIL,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,0.93,Made,2.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,,
75,PT05M53.00S,2021-12-03T00:53:10.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,7.5722733245729295,41.66666666666667,1610612761,11,12,2021-12-03T00:54:46Z,750000,42.0,19.0,1,left,MISS P. Achiuwa Layup,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,4.57,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M49.00S,2021-12-03T00:53:14.9Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,11,12,2021-12-03T00:53:15Z,760000,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,75.0,3.0,2.0,1.0,,,,,,,,,,,
77,PT05M49.00S,2021-12-03T00:53:14.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,5.590000152587891,50.0,1610612761,13,12,2021-12-03T00:53:14Z,770000,0.0,0.0,1,left,P. Achiuwa tip Layup (2 PTS),[1630173],1610612761.0,TOR,tip,,,Achiuwa,P. Achiuwa,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
78,PT05M40.00S,2021-12-03T00:53:23.1Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612749,13,12,2021-12-03T00:53:29Z,780000,,,0,,J. Holiday lost ball TURNOVER (1 TO),"[201950, 1630567]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,1.0,Barnes,1630567.0,,,,,,,,
79,PT05M40.00S,2021-12-03T00:53:23.1Z,1,REGULAR,steal,,[],1630567,,,1610612761,13,12,2021-12-03T00:53:25Z,790000,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M36.00S,2021-12-03T00:53:27.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,7.046649145860711,50.0,1610612761,15,12,2021-12-03T00:53:37Z,800000,0.0,14.0,1,left,P. Siakam running Layup (7 PTS) (S. Barnes 1 AST),"[1627783, 1630567]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,1.37,Made,7.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,,
82,PT05M17.00S,2021-12-03T00:53:46.0Z,1,REGULAR,3pt,Jump Shot,[],1628960,73.9323258869908,14.950980392156863,1610612749,15,15,2021-12-03T00:53:51Z,820000,-175.0,193.0,1,right,G. Allen 26' 3PT  (5 PTS) (G. Hill 1 AST),"[1628960, 201588]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,26.03,Made,5.0,G. Hill,201588.0,1.0,,,,,,,,,,,,,,,
84,PT04M53.00S,2021-12-03T00:54:12.3Z,1,REGULAR,turnover,traveling,[],1627832,,,1610612761,15,15,2021-12-03T00:54:18Z,840000,,,0,,F. VanVleet traveling TURNOVER (1 TO),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,1.0,,,,,2003.0,,,,,
85,PT04M53.00S,2021-12-03T00:54:16.3Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,15,15,2021-12-03T00:54:51Z,850000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M53.00S,2021-12-03T00:54:16.3Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,15,15,2021-12-03T00:54:51Z,860000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M53.00S,2021-12-03T00:54:16.3Z,1,REGULAR,substitution,in,[],203648,,,1610612749,15,15,2021-12-03T00:54:51Z,870000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
