actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
28,PT09M11.00S,2022-03-28T23:44:25.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.046649145860711,51.71568627450981,1610612761,7,10,2022-03-28T23:44:31Z,280000,-9.0,14.0,1,left,P. Siakam driving finger roll Layup (2 PTS),[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,1.62,Made,,,,,,,2.0,,,,,,,,,,,,
29,PT08M58.00S,2022-03-28T23:44:38.4Z,1,REGULAR,3pt,Jump Shot,[],203935,68.80749014454665,21.813725490196077,1610612738,7,10,2022-03-28T23:44:44Z,290000,-141.0,241.0,1,right,MISS M. Smart 27' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,27.89,Missed,,,,,,,,,,,,,,,,,,,
30,PT08M55.00S,2022-03-28T23:44:41.7Z,1,REGULAR,rebound,offensive,[],203935,,,1610612738,7,10,2022-03-28T23:44:41Z,300000,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
31,PT08M48.00S,2022-03-28T23:44:49.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203935,63.81406044678055,39.21568627450981,1610612738,7,10,2022-03-28T23:44:55Z,310000,-54.0,288.0,1,right,MISS M. Smart 29' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,29.26,Missed,,,,,,,,,,,,,,,,,,,
32,PT08M43.00S,2022-03-28T23:44:54.1Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612738,7,10,2022-03-28T23:44:55Z,320000,,,0,,D. Theis REBOUND (Off:1 Def:0),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,31.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
33,PT08M38.00S,2022-03-28T23:44:58.6Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,7,10,2022-03-28T23:45:05Z,330000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1629018]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,1.0,,,,,,,,,Trent Jr.,1629018.0,,,
34,PT08M38.00S,2022-03-28T23:44:58.6Z,1,REGULAR,steal,,[],1629018,,,1610612761,7,10,2022-03-28T23:45:00Z,340000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M33.00S,2022-03-28T23:45:03.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,7.5722733245729295,44.36274509803921,1610612761,7,10,2022-03-28T23:45:10Z,350000,28.0,19.0,1,left,MISS G. Trent Jr. running Layup,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,3.38,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M31.00S,2022-03-28T23:45:05.5Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,7,10,2022-03-28T23:48:05Z,360000,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,35.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
37,PT08M22.00S,2022-03-28T23:45:14.6Z,1,REGULAR,2pt,Jump Shot,[],1629684,91.5407358738502,75.24509803921569,1610612738,7,10,2022-03-28T23:45:20Z,370000,126.0,27.0,1,right,MISS G. Williams 12' pullup Shot,[1629684],1610612738.0,BOS,pullup,,,Williams,G. Williams,,,,,12.91,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M21.00S,2022-03-28T23:45:15.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,7,10,2022-03-28T23:45:20Z,380000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,
39,PT08M21.00S,2022-03-28T23:45:21.0Z,1,REGULAR,foul,personal,[],1628384,,,1610612738,7,10,2022-03-28T23:45:45Z,390000,,,0,,O. Anunoby loose ball personal FOUL (1 PF),"[1628384, 1628464]",1610612761.0,TOR,loose ball,,,Anunoby,O. Anunoby,,,,,,,,,,,203591.0,,,,,,1.0,0.0,Theis,1628464.0,,,,,
41,PT08M17.00S,2022-03-28T23:45:46.0Z,1,REGULAR,foul,technical,['1freethrow'],203606,,,1610612738,7,10,2022-03-28T23:45:56Z,410000,,,0,,TEAM foul technical,[203606],1610612761.0,TOR,,,,,,,,,,,,,,,,2714.0,,,,,,,,,,,,,,
42,PT08M17.00S,2022-03-28T23:46:03.9Z,1,REGULAR,freethrow,1 of 1,[],1629684,,,1610612738,7,11,2022-03-28T23:46:03Z,420000,,,0,,G. Williams technical Free Throw 1 of 1 (4 PTS),[1629684],1610612738.0,BOS,technical,,,Williams,G. Williams,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
43,PT08M14.00S,2022-03-28T23:46:26.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628464,94.1688567674113,51.225490196078425,1610612738,7,13,2022-03-28T23:46:31Z,430000,6.0,2.0,1,right,D. Theis cutting DUNK (2 PTS) (D. White 2 AST),"[1628464, 1628401]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,0.65,Made,,,,,,,2.0,D. White,1628401.0,2.0,,,,,,,,,
45,PT07M56.00S,2022-03-28T23:46:43.2Z,1,REGULAR,2pt,Jump Shot,[],1630567,24.26084099868594,38.72549019607843,1610612761,7,13,2022-03-28T23:46:47Z,450000,56.0,176.0,1,left,MISS S. Barnes 18' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,18.44,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M54.00S,2022-03-28T23:46:45.2Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612738,7,13,2022-03-28T23:46:47Z,460000,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,45.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
47,PT07M44.00S,2022-03-28T23:46:55.8Z,1,REGULAR,3pt,Jump Shot,[],1630174,69.46452036793693,21.568627450980394,1610612738,7,16,2022-03-28T23:47:01Z,470000,-142.0,235.0,1,right,A. Nesmith 27' 3PT  (5 PTS) (D. White 3 AST),"[1630174, 1628401]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,27.42,Made,,,,,,,5.0,D. White,1628401.0,3.0,,,,,,,,,
49,PT07M40.00S,2022-03-28T23:47:03.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,7,16,2022-03-28T23:47:03Z,490000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M21.00S,2022-03-28T23:50:11.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,11.908672798948752,42.64705882352941,1610612761,9,16,2022-03-28T23:50:17Z,500000,37.0,59.0,1,left,S. Barnes 6' driving floating Jump Shot (2 PTS),[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,6.99,Made,,,,,,,2.0,,,,,,,,,,,,
52,PT07M10.00S,2022-03-28T23:50:23.1Z,1,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,9,16,2022-03-28T23:50:29Z,520000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,203591.0,2.0,,,,,,,,,,,,,
53,PT07M02.00S,2022-03-28T23:50:36.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627783,11.251642575558476,46.07843137254902,1610612761,11,16,2022-03-28T23:50:43Z,530000,20.0,53.0,1,left,P. Siakam turnaround Hook (4 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,5.68,Made,,,,,,,4.0,,,,,,,,,,,,
54,PT06M44.00S,2022-03-28T23:50:53.8Z,1,REGULAR,3pt,Jump Shot,[],1628401,68.9388961892247,65.44117647058823,1610612738,11,19,2022-03-28T23:50:58Z,540000,77.0,239.0,1,right,D. White 25' 3PT  (3 PTS) (G. Williams 1 AST),"[1628401, 1629684]",1610612738.0,BOS,,,,White,D. White,,,,,25.16,Made,,,,,,,3.0,G. Williams,1629684.0,1.0,,,,,,,,,
56,PT06M29.00S,2022-03-28T23:51:09.3Z,1,REGULAR,turnover,lost ball,[],1627832,,,1610612761,11,19,2022-03-28T23:51:15Z,560000,,,0,,F. VanVleet lost ball TURNOVER (1 TO),"[1627832, 1630174]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,1.0,,,,,,,,,Nesmith,1630174.0,,,
57,PT06M29.00S,2022-03-28T23:51:09.3Z,1,REGULAR,steal,,[],1630174,,,1610612738,11,19,2022-03-28T23:51:11Z,570000,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M23.00S,2022-03-28T23:51:15.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628401,92.06636005256242,56.86274509803921,1610612738,11,19,2022-03-28T23:51:23Z,580000,34.0,22.0,1,right,MISS D. White running finger roll Layup,[1628401],1610612738.0,BOS,running finger roll,,,White,D. White,,,,,4.08,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M21.00S,2022-03-28T23:51:17.4Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,11,19,2022-03-28T23:51:17Z,590000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
60,PT06M16.00S,2022-03-28T23:51:22.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629018,18.873193166885677,25.245098039215684,1610612761,11,19,2022-03-28T23:51:30Z,600000,124.0,125.0,1,left,MISS G. Trent Jr. 17' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,17.59,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M13.00S,2022-03-28T23:51:25.6Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,11,19,2022-03-28T23:51:30Z,610000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
63,PT06M00.00S,2022-03-28T23:51:43.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,11,19,2022-03-28T23:51:43Z,630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M00.00S,2022-03-28T23:51:46.6Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,11,19,2022-03-28T23:51:49Z,640000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M00.00S,2022-03-28T23:51:46.6Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,11,19,2022-03-28T23:51:49Z,650000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M53.00S,2022-03-28T23:52:07.9Z,1,REGULAR,3pt,Jump Shot,[],1630202,69.33311432325887,22.30392156862745,1610612738,11,19,2022-03-28T23:52:12Z,660000,-138.0,236.0,1,right,MISS P. Pritchard 27' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,27.35,Missed,,,,,,,,,,,,,,,,,,,
67,PT05M49.00S,2022-03-28T23:52:11.9Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,11,19,2022-03-28T23:52:12Z,670000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
68,PT05M40.00S,2022-03-28T23:52:22.0Z,1,REGULAR,foul,personal,[],203935,,,1610612761,11,19,2022-03-28T23:52:46Z,680000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1627832]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,2714.0,,,,,,1.0,0.0,VanVleet,1627832.0,,,,,
70,PT05M40.00S,2022-03-28T23:52:28.9Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,11,19,2022-03-28T23:52:43Z,700000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M40.00S,2022-03-28T23:52:28.9Z,1,REGULAR,substitution,out,[],1629018,,,1610612761,11,19,2022-03-28T23:52:43Z,710000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M40.00S,2022-03-28T23:52:28.9Z,1,REGULAR,substitution,in,[],1630173,,,1610612761,11,19,2022-03-28T23:52:43Z,720000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M40.00S,2022-03-28T23:52:28.9Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,11,19,2022-03-28T23:52:43Z,730000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M30.00S,2022-03-28T23:53:00.3Z,1,REGULAR,3pt,Jump Shot,[],1627832,33.98488830486202,45.34313725490196,1610612761,11,19,2022-03-28T23:53:04Z,740000,23.0,267.0,1,left,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,,
75,PT05M27.00S,2022-03-28T23:53:03.3Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,11,19,2022-03-28T23:53:04Z,750000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,74.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
76,PT05M18.00S,2022-03-28T23:53:12.2Z,1,REGULAR,3pt,Jump Shot,[],203935,66.96780551905388,22.54901960784314,1610612738,11,22,2022-03-28T23:53:16Z,760000,-137.0,258.0,1,right,M. Smart 29' 3PT  (8 PTS) (A. Nesmith 1 AST),"[203935, 1630174]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,29.23,Made,,,,,,,8.0,A. Nesmith,1630174.0,1.0,,,,,,,,,
78,PT05M01.00S,2022-03-28T23:53:29.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,13.222733245729303,45.83333333333333,1610612761,13,22,2022-03-28T23:54:24Z,780000,21.0,72.0,1,left,P. Siakam 7' Hook (6 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,7.48,Made,,,,,,,6.0,,,,,,,,,,,,
79,PT04M41.00S,2022-03-28T23:53:48.6Z,1,REGULAR,3pt,Jump Shot,[],203935,65.91655716162943,60.78431372549019,1610612738,13,22,2022-03-28T23:53:53Z,790000,54.0,268.0,1,right,MISS M. Smart 27' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,,
80,PT04M38.00S,2022-03-28T23:53:51.6Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,13,22,2022-03-28T23:53:53Z,800000,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,79.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
81,PT04M31.00S,2022-03-28T23:53:58.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,8.09789750328515,41.42156862745098,1610612761,15,22,2022-03-28T23:54:07Z,810000,43.0,24.0,1,left,P. Siakam running finger roll Layup (8 PTS),[1627783],1610612761.0,TOR,running finger roll,,,Siakam,P. Siakam,,,,,4.9,Made,,,,,,,8.0,,,,,,,,,,,,
82,PT04M14.00S,2022-03-28T23:54:16.3Z,1,REGULAR,2pt,Jump Shot,[],1628464,72.09264126149803,37.99019607843137,1610612738,15,22,2022-03-28T23:54:21Z,820000,-60.0,210.0,1,right,MISS D. Theis 21' Jump Shot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,21.82,Missed,,,,,,,,,,,,,,,,,,,
83,PT04M11.00S,2022-03-28T23:54:19.3Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,15,22,2022-03-28T23:54:21Z,830000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
84,PT04M04.00S,2022-03-28T23:54:28.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,9.937582128777924,39.46078431372549,1610612761,17,22,2022-03-28T23:55:35Z,840000,53.0,41.0,1,left,P. Siakam 6' driving floating bank Jump Shot (10 PTS),[1627783],1610612761.0,TOR,driving floating bank,,,Siakam,P. Siakam,,,,,6.67,Made,,,,,,,10.0,,,,,,,,,,,,
85,PT04M04.00S,2022-03-28T23:54:31.8Z,1,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612761,17,22,2022-03-28T23:54:39Z,850000,,,0,,D. Theis shooting personal FOUL (1 PF) (Siakam 1 FT),"[1628464, 1627783]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,1628172.0,,,,,,1.0,0.0,Siakam,1627783.0,,,,,
87,PT04M04.00S,2022-03-28T23:54:49.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,17,22,2022-03-28T23:55:08Z,870000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M04.00S,2022-03-28T23:54:52.3Z,1,REGULAR,substitution,out,[],1630174,,,1610612761,17,22,2022-03-28T23:57:41Z,880000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M04.00S,2022-03-28T23:54:52.3Z,1,REGULAR,substitution,out,[],1628464,,,1610612761,17,22,2022-03-28T23:57:41Z,890000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
