actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
37,PT08M31.00S,2022-03-02T00:45:13.8Z,1,REGULAR,2pt,Jump Shot,[],1627783,76.82325886990802,49.50980392156863,1610612761,11,10,2022-03-02T00:45:28Z,370000,-2.0,165.0,1,right,P. Siakam 16' Jump Shot (5 PTS) (M. Flynn 1 AST),"[1627783, 1630201]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,16.54,Made,5.0,M. Flynn,1630201.0,1.0,,,,,,,,,,,,,,,
39,PT08M17.00S,2022-03-02T00:45:27.9Z,1,REGULAR,3pt,Jump Shot,[],1628971,26.757555847568987,19.852941176470587,1610612751,11,10,2022-03-02T00:45:33Z,390000,151.0,199.0,1,left,MISS B. Brown 24' 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M14.00S,2022-03-02T00:45:30.9Z,1,REGULAR,rebound,defensive,[],1630201,,,1610612761,11,10,2022-03-02T00:45:33Z,400000,,,0,,M. Flynn REBOUND (Off:0 Def:2),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,39.0,2.0,2.0,0.0,,,,,
41,PT08M09.00S,2022-03-02T00:45:36.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630201,94.03745072273325,53.92156862745098,1610612761,13,10,2022-03-02T00:46:59Z,410000,20.0,4.0,1,right,M. Flynn running finger roll Layup (4 PTS),[1630201],1610612761.0,TOR,running finger roll,,,Flynn,M. Flynn,,,,,1.99,Made,4.0,,,,,,,,,,,,,,,,,,
42,PT07M57.00S,2022-03-02T00:45:47.7Z,1,REGULAR,3pt,Jump Shot,[],200746,27.54599211563732,19.11764705882353,1610612751,13,13,2022-03-02T00:45:51Z,420000,154.0,206.0,1,left,L. Aldridge 25' 3PT  (5 PTS) (J. Johnson 2 AST),"[200746, 201949]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,25.78,Made,5.0,J. Johnson,201949.0,2.0,,,,,,,,,,,,,,,
44,PT07M38.00S,2022-03-02T00:46:06.8Z,1,REGULAR,3pt,Jump Shot,[],1627783,67.62483574244416,59.068627450980394,1610612761,13,13,2022-03-02T00:46:11Z,440000,45.0,252.0,1,right,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
45,PT07M35.00S,2022-03-02T00:46:09.8Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,13,13,2022-03-02T00:46:11Z,450000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,
46,PT07M30.00S,2022-03-02T00:46:15.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,6.915243101182654,48.77450980392157,1610612751,13,15,2022-03-02T00:46:23Z,460000,6.0,13.0,1,left,B. Brown running reverse Layup (2 PTS),[1628971],1610612751.0,BKN,running reverse,,,Brown,B. Brown,,,,,1.39,Made,2.0,,,,,,,,,,,,,,,,,,
47,PT07M11.00S,2022-03-02T00:46:34.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,93.24901445466492,39.46078431372549,1610612761,15,15,2022-03-02T00:46:41Z,470000,-53.0,11.0,1,right,S. Barnes turnaround Jump Shot (4 PTS),[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,5.38,Made,4.0,,,,,,,,,,,,,,,,,,
48,PT06M50.00S,2022-03-02T00:46:57.4Z,1,REGULAR,foul,personal,['2freethrow'],203920,,,1610612751,15,15,2022-03-02T00:47:09Z,480000,,,0,,K. Birch shooting personal FOUL (1 PF) (Johnson 2 FT),"[203920, 201949]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,,,,,,,1626301.0,1.0,0.0,Johnson,201949.0,,,,,,,,,,
50,PT06M50.00S,2022-03-02T00:47:11.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,15,15,2022-03-02T00:47:11Z,500000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M50.00S,2022-03-02T00:47:13.1Z,1,REGULAR,substitution,out,[],203552,,,1610612751,15,15,2022-03-02T00:49:49Z,510000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M50.00S,2022-03-02T00:47:13.1Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,15,15,2022-03-02T00:49:49Z,520000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M50.00S,2022-03-02T00:50:08.9Z,1,REGULAR,freethrow,1 of 2,[],201949,,,1610612751,15,15,2022-03-02T00:50:08Z,530000,,,0,,MISS J. Johnson Free Throw 1 of 2,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M50.00S,2022-03-02T00:50:08.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,15,15,2022-03-02T00:50:08Z,540000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,
55,PT06M50.00S,2022-03-02T00:50:21.6Z,1,REGULAR,freethrow,2 of 2,[],201949,,,1610612751,15,16,2022-03-02T00:50:21Z,550000,,,0,,J. Johnson Free Throw 2 of 2 (4 PTS),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
56,PT06M39.00S,2022-03-02T00:50:37.4Z,1,REGULAR,3pt,Jump Shot,[],1627783,65.65374507227332,46.07843137254902,1610612761,15,16,2022-03-02T00:50:42Z,560000,-20.0,270.0,1,right,MISS P. Siakam 27' pullup 3PT,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,27.11,Missed,,,,,,,,,,,,,,,,,,,
57,PT06M35.00S,2022-03-02T00:50:41.4Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,15,16,2022-03-02T00:50:42Z,570000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,56.0,1.0,1.0,0.0,,,,,
58,PT06M19.00S,2022-03-02T00:50:56.2Z,1,REGULAR,turnover,bad pass,[],1630560,,,1610612751,15,16,2022-03-02T00:51:00Z,580000,,,0,,C. Thomas bad pass TURNOVER (1 TO),"[1630560, 1627783]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,1.0,,,,,Siakam,1627783.0,,,
59,PT06M19.00S,2022-03-02T00:50:56.2Z,1,REGULAR,steal,,[],1627783,,,1610612761,15,16,2022-03-02T01:02:57Z,590000,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M17.00S,2022-03-02T00:50:59.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630567,94.03745072273325,50.73529411764706,1610612761,17,16,2022-03-02T00:53:20Z,600000,4.0,4.0,1,right,S. Barnes running DUNK (6 PTS) (P. Siakam 1 AST),"[1630567, 1627783]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,0.51,Made,6.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,,
62,PT05M58.00S,2022-03-02T00:51:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201949,7.966491458607096,48.529411764705884,1610612751,17,18,2022-03-02T00:51:29Z,620000,7.0,22.0,1,left,J. Johnson driving reverse Layup (6 PTS) (L. Aldridge 1 AST),"[201949, 200746]",1610612751.0,BKN,driving reverse,,,Johnson,J. Johnson,,,,,2.36,Made,6.0,L. Aldridge,200746.0,1.0,,,,,,,,,,,,,,,
64,PT05M46.00S,2022-03-02T00:51:30.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,93.77463863337714,49.754901960784316,1610612761,19,18,2022-03-02T00:51:34Z,640000,-1.0,6.0,1,right,S. Barnes cutting DUNK (8 PTS) (P. Siakam 2 AST),"[1630567, 1627783]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,0.61,Made,8.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,,,,,
66,PT05M29.00S,2022-03-02T00:51:46.3Z,1,REGULAR,3pt,Jump Shot,[],200746,32.276609724047304,61.029411764705884,1610612751,19,18,2022-03-02T00:52:00Z,660000,-55.0,251.0,1,left,MISS L. Aldridge 25' 3PT,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
67,PT05M27.00S,2022-03-02T00:51:48.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,19,18,2022-03-02T00:52:00Z,670000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,
68,PT05M27.00S,2022-03-02T00:51:53.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,19,18,2022-03-02T00:51:53Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M27.00S,2022-03-02T00:51:54.0Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,19,18,2022-03-02T00:52:16Z,690000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M27.00S,2022-03-02T00:51:54.0Z,1,REGULAR,substitution,out,[],203920,,,1610612761,19,18,2022-03-02T00:52:16Z,700000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M27.00S,2022-03-02T00:51:54.0Z,1,REGULAR,substitution,out,[],200746,,,1610612761,19,18,2022-03-02T00:52:16Z,710000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M27.00S,2022-03-02T00:51:54.0Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,19,18,2022-03-02T00:52:16Z,720000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M27.00S,2022-03-02T00:51:54.0Z,1,REGULAR,substitution,in,[],1630173,,,1610612761,19,18,2022-03-02T00:52:16Z,730000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M27.00S,2022-03-02T00:51:54.0Z,1,REGULAR,substitution,in,[],201933,,,1610612761,19,18,2022-03-02T00:52:16Z,740000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M19.00S,2022-03-02T00:52:32.8Z,1,REGULAR,3pt,Jump Shot,[],1629018,67.49342969776609,32.1078431372549,1610612761,22,18,2022-03-02T00:52:39Z,750000,-89.0,253.0,1,right,G. Trent Jr. 26' 3PT pullup (3 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,26.85,Made,3.0,,,,,,,,,,,,,,,,,,
76,PT05M04.00S,2022-03-02T00:52:46.9Z,1,REGULAR,2pt,Jump Shot,[],1630560,12.040078843626807,69.6078431372549,1610612751,22,18,2022-03-02T00:52:53Z,760000,-98.0,61.0,1,left,MISS C. Thomas 11' fadeaway Shot,[1630560],1610612751.0,BKN,fadeaway,,,Thomas,C. Thomas,,,,,11.53,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M02.00S,2022-03-02T00:52:48.9Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,22,18,2022-03-02T00:52:53Z,770000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,76.0,1.0,1.0,0.0,,,,,
78,PT04M58.00S,2022-03-02T00:52:56.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627783,83.65637319316689,59.55882352941176,1610612761,24,18,2022-03-02T00:53:26Z,780000,48.0,101.0,1,right,P. Siakam 11' driving floating Jump Shot (7 PTS),[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,11.18,Made,7.0,,,,,,,,,,,,,,,,,,
79,PT04M58.00S,2022-03-02T00:53:02.4Z,1,REGULAR,foul,personal,['1freethrow'],1628971,,,1610612761,24,18,2022-03-02T00:53:09Z,790000,,,0,,B. Brown shooting personal FOUL (1 PF) (Siakam 1 FT),"[1628971, 1627783]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,1626301.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,
81,PT04M58.00S,2022-03-02T00:53:10.1Z,1,REGULAR,substitution,out,[],201949,,,1610612761,24,18,2022-03-02T00:53:20Z,810000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M58.00S,2022-03-02T00:53:10.1Z,1,REGULAR,substitution,in,[],1630556,,,1610612761,24,18,2022-03-02T00:53:20Z,820000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M58.00S,2022-03-02T00:53:33.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1627783,,,1610612761,25,18,2022-03-02T00:53:33Z,830000,,,0,,P. Siakam Free Throw 1 of 1 (8 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
84,PT04M50.00S,2022-03-02T00:53:44.8Z,1,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612751,25,18,2022-03-02T00:53:55Z,840000,,,0,,B. Brown step out-of-bounds TURNOVER (1 TO),[1628971],1610612751.0,BKN,step,,,Brown,B. Brown,,,,,,,,,,,1146.0,,,,,1.0,,,,,,,,,
85,PT04M47.00S,2022-03-02T00:53:58.7Z,1,REGULAR,foul,offensive,[],1627783,,,1610612761,25,18,2022-03-02T00:54:23Z,850000,,,0,,P. Siakam charge offensive FOUL (1 PF),"[1627783, 201933]",1610612761.0,TOR,charge,,,Siakam,P. Siakam,,,,,,,,,,,1146.0,1.0,0.0,Griffin,201933.0,,,,,,,,,,
87,PT04M47.00S,2022-03-02T00:53:58.7Z,1,REGULAR,turnover,offensive foul,[],1627783,,,1610612761,25,18,2022-03-02T00:53:58Z,870000,,,0,,P. Siakam offensive foul TURNOVER (1 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,1146.0,,,,,1.0,,,,,,,,,
88,PT04M36.00S,2022-03-02T00:54:18.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630560,15.062417871222076,27.941176470588236,1610612751,25,18,2022-03-02T00:54:28Z,880000,110.0,89.0,1,left,MISS C. Thomas 14' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,14.18,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M32.00S,2022-03-02T00:54:21.6Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612751,25,18,2022-03-02T00:54:21Z,890000,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,88.0,2.0,1.0,1.0,,,,,
