actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
21,PT10M45.00S,2022-03-30T23:42:09.3Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,5,3,2022-03-31T00:10:53Z,210000,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,
206,PT10M44.00S,2022-03-30T23:42:10.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,8.722076215505908,56.372549019607845,1610612750,5,3,2022-03-31T00:11:35Z,215000,-32.0,29.0,1,left,MISS K. Towns putback Layup,[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,4.34,Missed,,,,,,,,,,,,,,,,,,,
207,PT10M44.00S,2022-03-30T23:42:10.7Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,5,3,2022-03-31T00:11:35Z,217500,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,206.0,1.0,1.0,0.0,,,,,,,,
22,PT10M40.00S,2022-03-30T23:42:13.2Z,1,REGULAR,foul,offensive,[],1630567,,,1610612761,5,3,2022-03-31T00:11:35Z,220000,,,0,,S. Barnes charge offensive FOUL (1 PF),"[1630567, 201976]",1610612761.0,TOR,charge,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Beverley,201976.0,
24,PT10M40.00S,2022-03-30T23:42:13.2Z,1,REGULAR,turnover,offensive foul,[],1630567,,,1610612761,5,3,2022-03-30T23:42:13Z,240000,,,0,,S. Barnes offensive foul TURNOVER (1 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,1.0,,,,,,,,,1155.0,,,,,
25,PT10M25.00S,2022-03-30T23:42:45.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630162,7.440867279894875,49.50980392156863,1610612750,5,5,2022-03-30T23:42:50Z,250000,2.0,17.0,1,left,A. Edwards cutting DUNK (2 PTS) (K. Towns 1 AST),"[1630162, 1626157]",1610612750.0,MIN,cutting,,,Edwards,A. Edwards,,,,,1.76,Made,2.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,,
27,PT10M10.00S,2022-03-30T23:42:59.3Z,1,REGULAR,turnover,bad pass,[],1627783,,,1610612761,5,5,2022-03-30T23:43:02Z,270000,,,0,,P. Siakam bad pass TURNOVER (1 TO),"[1627783, 1629020]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,1.0,Vanderbilt,1629020.0,,,,,,,,,,,,
28,PT10M10.00S,2022-03-30T23:42:59.3Z,1,REGULAR,steal,,[],1629020,,,1610612750,5,5,2022-03-30T23:43:01Z,280000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT10M07.00S,2022-03-30T23:43:04.3Z,1,REGULAR,turnover,out-of-bounds,[],1629020,,,1610612750,5,5,2022-03-30T23:43:11Z,290000,,,0,,J. Vanderbilt bad pass out-of-bounds TURNOVER (1 TO),[1629020],1610612750.0,MIN,bad pass,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,1.0,,,,,,,,,1662.0,,,,,
30,PT09M55.00S,2022-03-30T23:43:28.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,5,5,2022-03-30T23:43:28Z,300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M42.00S,2022-03-30T23:43:51.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627832,89.56964520367937,41.911764705882355,1610612761,5,5,2022-03-30T23:43:57Z,310000,-40.0,46.0,1,right,MISS F. VanVleet 6' driving floating Shot,[1627832],1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,6.08,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M40.00S,2022-03-30T23:43:53.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,5,5,2022-03-30T23:43:57Z,320000,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,31.0,2.0,1.0,1.0,,,,,,,,
33,PT09M35.00S,2022-03-30T23:43:59.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201976,16.113666228646515,3.431372549019608,1610612750,5,5,2022-03-30T23:44:05Z,330000,233.0,99.0,1,left,MISS P. Beverley 25' running 3PT,[201976],1610612750.0,MIN,running,,,Beverley,P. Beverley,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,,
34,PT09M31.00S,2022-03-30T23:44:03.5Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,5,5,2022-03-30T23:44:05Z,340000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,
35,PT09M24.00S,2022-03-30T23:44:09.4Z,1,REGULAR,2pt,Jump Shot,[],1629018,79.84559789750328,69.11764705882352,1610612761,5,5,2022-03-30T23:44:13Z,350000,96.0,137.0,1,right,MISS G. Trent Jr. 16' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,16.71,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M22.00S,2022-03-30T23:44:11.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,5,5,2022-03-30T23:44:13Z,360000,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,35.0,3.0,2.0,1.0,,,,,,,,
37,PT09M14.00S,2022-03-30T23:44:21.1Z,1,REGULAR,foul,personal,['2freethrow'],1629018,,,1610612750,5,5,2022-03-30T23:44:33Z,370000,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (Russell 2 FT),"[1629018, 1626156]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Russell,1626156.0,
39,PT09M14.00S,2022-03-30T23:44:44.7Z,1,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,5,6,2022-03-30T23:44:44Z,390000,,,0,,D. Russell Free Throw 1 of 2 (1 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
40,PT09M14.00S,2022-03-30T23:44:57.3Z,1,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,5,7,2022-03-30T23:44:57Z,400000,,,0,,D. Russell Free Throw 2 of 2 (2 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
41,PT08M54.00S,2022-03-30T23:45:20.3Z,1,REGULAR,2pt,Jump Shot,[],1627832,71.82982917214193,64.70588235294117,1610612761,5,7,2022-03-30T23:45:27Z,410000,74.0,212.0,1,right,MISS F. VanVleet 22' step back Shot,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,22.47,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M53.00S,2022-03-30T23:45:21.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,5,7,2022-03-30T23:45:27Z,420000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,
43,PT08M53.00S,2022-03-30T23:45:25.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,5,7,2022-03-30T23:45:25Z,430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M45.00S,2022-03-30T23:45:32.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,7.178055190538765,48.77450980392157,1610612750,5,9,2022-03-30T23:45:39Z,440000,6.0,15.0,1,left,K. Towns driving DUNK (2 PTS) (A. Edwards 2 AST),"[1626157, 1630162]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,1.62,Made,2.0,A. Edwards,1630162.0,2.0,,,,,,,,,,,,,,,
46,PT08M41.00S,2022-03-30T23:45:40.2Z,1,REGULAR,foul,personal,[],1630162,,,1610612761,5,9,2022-03-30T23:45:48Z,460000,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 1627832]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,VanVleet,1627832.0,
48,PT08M38.00S,2022-03-30T23:45:57.6Z,1,REGULAR,3pt,Jump Shot,[],1629018,92.9862023653088,4.166666666666666,1610612761,5,9,2022-03-30T23:46:01Z,480000,-229.0,13.0,1,right,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,22.96,Missed,,,,,,,,,,,,,,,,,,,
49,PT08M35.00S,2022-03-30T23:46:00.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,5,9,2022-03-30T23:46:01Z,490000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,48.0,2.0,1.0,1.0,,,,,,,,
50,PT08M21.00S,2022-03-30T23:46:17.6Z,1,REGULAR,foul,personal,[],1628384,,,1610612750,5,9,2022-03-30T23:46:22Z,500000,,,0,,O. Anunoby personal FOUL (1 PF),"[1628384, 1626157]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Towns,1626157.0,
52,PT08M07.00S,2022-03-30T23:46:44.4Z,1,REGULAR,2pt,Jump Shot,[],1626156,20.45006570302234,27.450980392156865,1610612750,5,9,2022-03-30T23:46:53Z,520000,113.0,140.0,1,left,MISS D. Russell 17' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,17.95,Missed,,,,,,,,,,,,,,,,,,,
53,PT08M06.00S,2022-03-30T23:46:45.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,5,9,2022-03-30T23:46:53Z,530000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,
54,PT08M06.00S,2022-03-30T23:46:49.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612750,5,9,2022-03-30T23:47:11Z,540000,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,1626302.0,,,,,
55,PT07M44.00S,2022-03-30T23:47:19.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,83.919185282523,50.73529411764706,1610612761,5,9,2022-03-30T23:47:24Z,550000,4.0,99.0,1,right,MISS P. Siakam 9' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,9.88,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M42.00S,2022-03-30T23:47:21.9Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,5,9,2022-03-30T23:47:24Z,560000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,
57,PT07M30.00S,2022-03-30T23:47:34.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,17.69053876478318,57.59803921568627,1610612750,5,9,2022-03-30T23:47:40Z,570000,-38.0,114.0,1,left,MISS A. Edwards 12' fadeaway bank Shot,[1630162],1610612750.0,MIN,fadeaway bank,,,Edwards,A. Edwards,,,,,12.0,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M27.00S,2022-03-30T23:47:37.3Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,5,9,2022-03-30T23:47:40Z,580000,,,0,,K. Towns REBOUND (Off:2 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,57.0,4.0,2.0,2.0,,,,,,,,
59,PT07M24.00S,2022-03-30T23:47:39.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1626157,13.87976346911958,39.950980392156865,1610612750,5,11,2022-03-30T23:47:46Z,590000,50.0,78.0,1,left,K. Towns 9' turnaround bank Hook (4 PTS),[1626157],1610612750.0,MIN,turnaround bank,,,Towns,K. Towns,,,,,9.28,Made,4.0,,,,,,,,,,,,,,,,,,
60,PT07M03.00S,2022-03-30T23:48:01.6Z,1,REGULAR,2pt,Jump Shot,[],1629018,74.45795006570303,45.83333333333333,1610612761,7,11,2022-03-30T23:48:05Z,600000,-21.0,188.0,1,right,G. Trent Jr. 18' pullup Jump Shot (5 PTS) (S. Barnes 2 AST),"[1629018, 1630567]",1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,18.87,Made,5.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,,,,,
62,PT06M53.00S,2022-03-30T23:48:11.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,7.835085413929041,48.28431372549019,1610612750,7,13,2022-03-30T23:48:16Z,620000,9.0,21.0,1,left,J. Vanderbilt cutting DUNK (2 PTS) (D. Russell 1 AST),"[1629020, 1626156]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,2.28,Made,2.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,,
64,PT06M46.00S,2022-03-30T23:48:23.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,7,13,2022-03-30T23:48:23Z,640000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M46.00S,2022-03-30T23:50:13.6Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,7,13,2022-03-30T23:51:05Z,650000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M46.00S,2022-03-30T23:50:13.6Z,1,REGULAR,substitution,in,[],203920,,,1610612761,7,13,2022-03-30T23:51:05Z,660000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M35.00S,2022-03-30T23:51:27.3Z,1,REGULAR,3pt,Jump Shot,[],1628384,68.01905387647832,50.0,1610612761,10,13,2022-03-30T23:51:30Z,670000,0.0,248.0,1,right,O. Anunoby 24' 3PT  (5 PTS) (F. VanVleet 2 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,24.81,Made,5.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,,,,,,
69,PT06M25.00S,2022-03-30T23:51:41.0Z,1,REGULAR,foul,personal,[],203920,,,1610612750,10,13,2022-03-30T23:51:45Z,690000,,,0,,K. Birch personal FOUL (1 PF),"[203920, 1626157]",1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Towns,1626157.0,
71,PT06M20.00S,2022-03-30T23:52:01.4Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612750,10,13,2022-03-30T23:52:16Z,710000,,,0,,O. Anunoby shooting personal FOUL (2 PF) (Russell 2 FT),"[1628384, 1626156]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,1155.0,2.0,0.0,Russell,1626156.0,
73,PT06M20.00S,2022-03-30T23:52:25.6Z,1,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,10,13,2022-03-30T23:52:53Z,730000,,,0,,MISS D. Russell Free Throw 1 of 2,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
74,PT06M20.00S,2022-03-30T23:52:25.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,10,13,2022-03-30T23:52:53Z,740000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,
75,PT06M20.00S,2022-03-30T23:52:28.1Z,1,REGULAR,substitution,out,[],1628384,,,1610612750,10,13,2022-03-30T23:52:33Z,750000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M20.00S,2022-03-30T23:52:28.1Z,1,REGULAR,substitution,in,[],1628449,,,1610612750,10,13,2022-03-30T23:52:33Z,760000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M20.00S,2022-03-30T23:52:25.6Z,1,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,10,13,2022-03-30T23:52:53Z,770000,,,0,,MISS D. Russell Free Throw 2 of 2,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
78,PT06M17.00S,2022-03-30T23:52:28.6Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,10,13,2022-03-30T23:52:53Z,780000,,,0,,K. Birch REBOUND (Off:0 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,
79,PT05M56.00S,2022-03-30T23:53:12.9Z,1,REGULAR,3pt,Jump Shot,[],1629018,93.77463863337714,96.07843137254902,1610612761,13,13,2022-03-30T23:53:16Z,790000,230.0,6.0,1,right,G. Trent Jr. 3PT  (8 PTS) (P. Siakam 1 AST),"[1629018, 1627783]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,23.05,Made,8.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,,
81,PT05M47.00S,2022-03-30T23:53:27.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612750,13,13,2022-03-30T23:53:37Z,810000,,,0,,P. Siakam personal FOUL (1 PF) (Beverley 2 FT),"[1627783, 201976]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Beverley,201976.0,
83,PT05M47.00S,2022-03-30T23:53:55.6Z,1,REGULAR,freethrow,1 of 2,[],201976,,,1610612750,13,14,2022-03-30T23:53:55Z,830000,,,0,,P. Beverley Free Throw 1 of 2 (4 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
84,PT05M47.00S,2022-03-30T23:54:10.9Z,1,REGULAR,freethrow,2 of 2,[],201976,,,1610612750,13,15,2022-03-30T23:54:10Z,840000,,,0,,P. Beverley Free Throw 2 of 2 (5 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
85,PT05M32.00S,2022-03-30T23:54:27.8Z,1,REGULAR,3pt,Jump Shot,[],1627832,65.1281208935611,36.27450980392157,1610612761,13,15,2022-03-30T23:54:34Z,850000,-69.0,275.0,1,right,MISS F. VanVleet 28' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,28.37,Missed,,,,,,,,,,,,,,,,,,,
86,PT05M29.00S,2022-03-30T23:54:30.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,13,15,2022-03-30T23:54:34Z,860000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,
87,PT05M29.00S,2022-03-30T23:54:34.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,13,15,2022-03-30T23:54:34Z,870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M16.00S,2022-03-30T23:54:52.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,7.5722733245729295,50.0,1610612750,13,17,2022-03-30T23:54:56Z,880000,0.0,19.0,1,left,K. Towns driving DUNK (6 PTS) (A. Edwards 3 AST),"[1626157, 1630162]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,1.87,Made,6.0,A. Edwards,1630162.0,3.0,,,,,,,,,,,,,,,
214,PT05M03.00S,2022-03-30T23:55:09.5Z,1,REGULAR,turnover,lost ball,[],1627783,,,1610612761,13,17,2022-03-31T00:12:31Z,925000,,,0,,P. Siakam lost ball TURNOVER (2 TO),"[1627783, 1626157]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,2.0,Towns,1626157.0,,,,,,,,,,,,
