actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-02T00:40:03.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-02T00:40:03Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-02-02T00:40:06.1Z,1,REGULAR,jumpball,recovered,[],202710,,,1610612748,0,0,2022-02-02T00:40:06Z,40000,,,0,,Jump Ball B. Adebayo vs. S. Barnes: Tip to J. Butler,"[202710, 1628389, 1630567]",1610612748.0,MIA,startperiod,J. Butler,202710.0,Butler,J. Butler,Adebayo,1628389.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2022-02-02T00:40:25.6Z,1,REGULAR,2pt,Jump Shot,[],202710,9.149145860709593,21.07843137254902,1610612748,0,2,2022-02-02T00:40:37Z,70000,145.0,34.0,1,left,J. Butler 14' pullup bank Jump Shot (2 PTS) (D. Robinson 1 AST),"[202710, 1629130]",1610612748.0,MIA,pullup bank,,,Butler,J. Butler,,,,,14.84,Made,2.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,,,,
9,PT11M13.00S,2022-02-02T00:40:50.2Z,1,REGULAR,2pt,Jump Shot,[],1628384,89.56964520367937,15.686274509803921,1610612761,0,2,2022-02-02T00:40:56Z,90000,-172.0,46.0,1,right,MISS O. Anunoby 17' step back Shot,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,17.75,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M09.00S,2022-02-02T00:40:54.2Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,0,2,2022-02-02T00:40:56Z,100000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT10M55.00S,2022-02-02T00:41:07.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,14.011169513797633,57.59803921568627,1610612748,0,4,2022-02-02T00:41:12Z,110000,-38.0,79.0,1,left,B. Adebayo 8' turnaround Hook (2 PTS) (J. Butler 1 AST),"[1628389, 202710]",1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,8.78,Made,2.0,J. Butler,202710.0,1.0,,,,,,,,,,,,,,,
13,PT10M37.00S,2022-02-02T00:41:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,95.0886990801577,52.94117647058824,1610612761,0,4,2022-02-02T00:41:31Z,130000,15.0,-6.0,1,right,MISS G. Trent Jr. driving finger roll Layup,[1629018],1610612761.0,TOR,driving finger roll,,,Trent Jr.,G. Trent Jr.,,,,,1.6,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M35.00S,2022-02-02T00:41:28.6Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,0,4,2022-02-02T00:41:31Z,140000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M26.00S,2022-02-02T00:41:44.3Z,1,REGULAR,foul,technical,['1freethrow'],1628384,,,1610612748,0,4,2022-02-02T00:41:54Z,150000,,,0,,O. Anunoby defensive-3-second technical FOUL (1 Tech),[1628384],1610612761.0,TOR,defensive-3-second,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,1363.0,0.0,1.0,,,,,,,,
16,PT10M26.00S,2022-02-02T00:42:05.6Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,0,5,2022-02-02T00:42:05Z,160000,,,0,,J. Butler technical Free Throw 1 of 1 (3 PTS),[202710],1610612748.0,MIA,technical,,,Butler,J. Butler,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
