actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
441,PT03M32.00S,2022-04-09T01:07:41.7Z,3,REGULAR,substitution,in,[],1630201,,,1610612761,80,85,2022-04-09T01:09:04Z,4370000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M32.00S,2022-04-09T01:07:58.7Z,3,REGULAR,freethrow,1 of 1,[],1630173,,,1610612761,81,85,2022-04-09T01:07:58Z,4380000,,,0,,P. Achiuwa Free Throw 1 of 1 (8 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
443,PT03M19.00S,2022-04-09T01:08:12.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,89.04402102496715,51.470588235294116,1610612745,81,87,2022-04-09T01:08:19Z,4390000,7.0,50.0,1,right,A. Sengun turnaround Hook (17 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,5.1,Made,17.0,,,,,,,,,,,,,,,,,
444,PT03M02.00S,2022-04-09T01:08:29.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,12.565703022339028,51.225490196078425,1610612761,83,87,2022-04-09T01:08:34Z,4400000,-6.0,66.0,1,left,P. Siakam 6' driving Hook (27 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,6.59,Made,27.0,,,,,,,,,,,,,,,,,
445,PT02M38.00S,2022-04-09T01:08:52.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630528,90.22667542706965,43.627450980392155,1610612745,83,89,2022-04-09T01:08:57Z,4410000,-32.0,39.0,1,right,J. Christopher driving floating bank Jump Shot (11 PTS) (A. Sengun 2 AST),"[1630528, 1630578]",1610612745.0,HOU,driving floating bank,,,Christopher,J. Christopher,,,,,5.07,Made,11.0,A. Sengun,1630578.0,2.0,,,,,,,,,,,,,,
447,PT02M28.00S,2022-04-09T01:09:02.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.915243101182654,51.71568627450981,1610612761,83,89,2022-04-09T01:09:08Z,4430000,-9.0,13.0,1,left,MISS P. Siakam driving finger roll Layup,[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,1.52,Missed,,,,,,,,,,,,,,,,,,
448,PT02M26.00S,2022-04-09T01:09:04.8Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,83,89,2022-04-09T01:09:04Z,4440000,,,0,,J. Green REBOUND (Off:1 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,447.0,5.0,4.0,1.0,,,,,,,,,,
449,PT02M19.00S,2022-04-09T01:09:12.2Z,3,REGULAR,3pt,Jump Shot,[],1630578,65.78515111695138,41.911764705882355,1610612745,83,89,2022-04-09T01:09:16Z,4450000,-40.0,269.0,1,right,MISS A. Sengun 27' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,27.21,Missed,,,,,,,,,,,,,,,,,,
450,PT02M17.00S,2022-04-09T01:09:14.2Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,83,89,2022-04-09T01:09:16Z,4460000,,,0,,P. Siakam REBOUND (Off:2 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,449.0,8.0,6.0,2.0,,,,,,,,,,
451,PT02M11.00S,2022-04-09T01:09:20.9Z,3,REGULAR,3pt,Jump Shot,[],1630201,20.844283837056505,89.70588235294117,1610612761,83,89,2022-04-09T01:09:26Z,4470000,-199.0,143.0,1,left,MISS M. Flynn 24' 3PT,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,24.49,Missed,,,,,,,,,,,,,,,,,,
452,PT02M06.00S,2022-04-09T01:09:25.9Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612745,83,89,2022-04-09T01:09:26Z,4480000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:9),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,451.0,10.0,9.0,1.0,,,,,,,,,,
453,PT01M54.00S,2022-04-09T01:09:38.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630528,90.75229960578186,56.127450980392155,1610612745,83,91,2022-04-09T01:09:43Z,4490000,31.0,34.0,1,right,J. Christopher driving bank Hook (13 PTS),[1630528],1610612745.0,HOU,driving bank,,,Christopher,J. Christopher,,,,,4.6,Made,13.0,,,,,,,,,,,,,,,,,
454,PT01M54.00S,2022-04-09T01:09:45.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,83,91,2022-04-09T01:09:45Z,4500000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT01M54.00S,2022-04-09T01:11:35.0Z,3,REGULAR,substitution,out,[],1627783,,,1610612761,83,91,2022-04-09T01:11:51Z,4510000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
456,PT01M54.00S,2022-04-09T01:11:35.0Z,3,REGULAR,substitution,in,[],201152,,,1610612761,83,91,2022-04-09T01:11:51Z,4520000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
457,PT01M31.00S,2022-04-09T01:12:52.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,11.777266754270697,51.71568627450981,1610612761,83,91,2022-04-09T01:12:57Z,4530000,-9.0,58.0,1,left,MISS P. Achiuwa driving floating Shot,[1630173],1610612761.0,TOR,driving floating,,,Achiuwa,P. Achiuwa,,,,,5.88,Missed,,,,,,,,,,,,,,,,,,
458,PT01M28.00S,2022-04-09T01:12:54.5Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,83,91,2022-04-09T01:12:54Z,4540000,,,0,,J. Green REBOUND (Off:1 Def:5),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,457.0,6.0,5.0,1.0,,,,,,,,,,
459,PT01M18.00S,2022-04-09T01:13:07.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,83,91,2022-04-09T01:13:07Z,4550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT01M10.00S,2022-04-09T01:13:34.3Z,3,REGULAR,turnover,traveling,[],1630224,,,1610612745,83,91,2022-04-09T01:13:40Z,4560000,,,0,,J. Green traveling TURNOVER (3 TO),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,2004.0,3.0,,,,,,,,
461,PT00M54.00S,2022-04-09T01:14:04.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630201,9.149145860709593,40.19607843137255,1610612761,85,91,2022-04-09T01:14:09Z,4570000,49.0,34.0,1,left,M. Flynn driving finger roll Layup (2 PTS),[1630201],1610612761.0,TOR,driving finger roll,,,Flynn,M. Flynn,,,,,5.94,Made,2.0,,,,,,,,,,,,,,,,,
462,PT00M47.60S,2022-04-09T01:14:12.2Z,3,REGULAR,turnover,lost ball,[],1630224,,,1610612745,85,91,2022-04-09T01:14:16Z,4580000,,,0,,J. Green lost ball TURNOVER (4 TO),"[1630224, 1629018]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,4.0,,,,,Trent Jr.,1629018.0,,
463,PT00M47.60S,2022-04-09T01:14:12.2Z,3,REGULAR,steal,,[],1629018,,,1610612761,85,91,2022-04-09T01:14:13Z,4590000,,,0,,G. Trent Jr. STEAL (2 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M42.00S,2022-04-09T01:14:17.8Z,3,REGULAR,turnover,bad pass,[],1630173,,,1610612761,85,91,2022-04-09T01:14:22Z,4600000,,,0,,P. Achiuwa bad pass TURNOVER (2 TO),"[1630173, 1630578]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,2.0,,,,,Sengun,1630578.0,,
465,PT00M42.00S,2022-04-09T01:14:17.8Z,3,REGULAR,steal,,[],1630578,,,1610612745,85,91,2022-04-09T01:14:20Z,4610000,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
466,PT00M32.60S,2022-04-09T01:14:28.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630528,90.75229960578186,44.36274509803921,1610612745,85,93,2022-04-09T01:14:51Z,4620000,-28.0,34.0,1,right,J. Christopher driving finger roll Layup (15 PTS) (K. Porter Jr. 4 AST),"[1630528, 1629645]",1610612745.0,HOU,driving finger roll,,,Christopher,J. Christopher,,,,,4.45,Made,15.0,K. Porter Jr.,1629645.0,4.0,,,,,,,,,,,,,,
467,PT00M21.10S,2022-04-09T01:14:46.8Z,3,REGULAR,3pt,Jump Shot,[],1630173,31.488173455978973,69.11764705882352,1610612761,85,93,2022-04-09T01:14:54Z,4630000,-96.0,243.0,1,left,MISS P. Achiuwa 26' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,
468,PT00M21.10S,2022-04-09T01:14:46.8Z,3,REGULAR,rebound,defensive,[],1630528,,,1610612745,85,93,2022-04-09T01:14:54Z,4640000,,,0,,J. Christopher REBOUND (Off:0 Def:3),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,467.0,3.0,3.0,0.0,,,,,,,,,,
470,PT00M03.40S,2022-04-09T01:15:04.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630528,80.3712220762155,45.09803921568628,1610612745,85,95,2022-04-09T01:15:10Z,4650000,-25.0,132.0,1,right,J. Christopher 13' driving floating Jump Shot (17 PTS),[1630528],1610612745.0,HOU,driving floating,,,Christopher,J. Christopher,,,,,13.43,Made,17.0,,,,,,,,,,,,,,,,,
471,PT00M00.00S,2022-04-09T01:15:18.3Z,3,REGULAR,period,end,[],0,,,1610612761,85,95,2022-04-09T01:15:18Z,4660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2022-04-09T01:16:00.4Z,4,REGULAR,substitution,out,['startperiod'],1630173,,,1610612761,85,95,2022-04-09T01:17:53Z,4670000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2022-04-09T01:16:00.4Z,4,REGULAR,substitution,out,['startperiod'],1630201,,,1610612761,85,95,2022-04-09T01:17:53Z,4680000,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2022-04-09T01:16:00.4Z,4,REGULAR,substitution,out,['startperiod'],1628449,,,1610612761,85,95,2022-04-09T01:17:53Z,4690000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2022-04-09T01:16:00.4Z,4,REGULAR,substitution,out,['startperiod'],1629018,,,1610612761,85,95,2022-04-09T01:17:53Z,4700000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2022-04-09T01:16:00.4Z,4,REGULAR,substitution,out,['startperiod'],1630224,,,1610612761,85,95,2022-04-09T01:17:53Z,4710000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2022-04-09T01:16:00.4Z,4,REGULAR,substitution,out,['startperiod'],1630578,,,1610612761,85,95,2022-04-09T01:17:53Z,4720000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2022-04-09T01:16:00.4Z,4,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,85,95,2022-04-09T01:17:53Z,4730000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2022-04-09T01:16:00.4Z,4,REGULAR,substitution,in,['startperiod'],1629139,,,1610612761,85,95,2022-04-09T01:17:53Z,4740000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2022-04-09T01:16:00.4Z,4,REGULAR,substitution,in,['startperiod'],203920,,,1610612761,85,95,2022-04-09T01:17:53Z,4750000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2022-04-09T01:16:00.4Z,4,REGULAR,substitution,in,['startperiod'],1630567,,,1610612761,85,95,2022-04-09T01:17:53Z,4760000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2022-04-09T01:16:00.4Z,4,REGULAR,substitution,in,['startperiod'],1630227,,,1610612761,85,95,2022-04-09T01:17:53Z,4770000,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2022-04-09T01:16:00.4Z,4,REGULAR,substitution,in,['startperiod'],1630586,,,1610612761,85,95,2022-04-09T01:17:53Z,4780000,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2022-04-09T01:18:33.8Z,4,REGULAR,period,start,[],0,,,1610612761,85,95,2022-04-09T01:18:33Z,4790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT11M36.00S,2022-04-09T01:18:57.4Z,4,REGULAR,3pt,Jump Shot,[],201152,32.40801576872536,70.58823529411765,1610612761,85,95,2022-04-09T01:19:02Z,4800000,-103.0,252.0,1,left,MISS T. Young 27' step back 3PT,[201152],1610612761.0,TOR,step back,,,Young,T. Young,,,,,27.23,Missed,,,,,,,,,,,,,,,,,,
486,PT11M33.00S,2022-04-09T01:19:00.4Z,4,REGULAR,rebound,offensive,[],203920,,,1610612761,85,95,2022-04-09T01:19:02Z,4810000,,,0,,K. Birch REBOUND (Off:3 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,485.0,4.0,1.0,3.0,,,,,,,,,,
487,PT11M30.00S,2022-04-09T01:19:03.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630567,26.888961892247043,27.696078431372552,1610612761,87,95,2022-04-09T01:19:17Z,4820000,112.0,200.0,1,left,S. Barnes 22' Jump Shot (6 PTS) (K. Birch 2 AST),"[1630567, 203920]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,22.92,Made,6.0,K. Birch,203920.0,2.0,,,,,,,,,,,,,,
489,PT11M16.00S,2022-04-09T01:19:16.2Z,4,REGULAR,3pt,Jump Shot,[],1629645,65.91655716162943,67.64705882352942,1610612745,87,95,2022-04-09T01:19:21Z,4840000,88.0,268.0,1,right,MISS K. Porter Jr. 28' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,28.2,Missed,,,,,,,,,,,,,,,,,,
490,PT11M14.00S,2022-04-09T01:19:18.2Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,87,95,2022-04-09T01:19:21Z,4850000,,,0,,P. Siakam REBOUND (Off:2 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,489.0,9.0,7.0,2.0,,,,,,,,,,
491,PT11M07.00S,2022-04-09T01:19:25.9Z,4,REGULAR,turnover,bad pass,[],1627783,,,1610612761,87,95,2022-04-09T01:19:30Z,4860000,,,0,,P. Siakam bad pass TURNOVER (2 TO),"[1627783, 1629645]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,2.0,,,,,Porter Jr.,1629645.0,,
492,PT11M07.00S,2022-04-09T01:19:25.9Z,4,REGULAR,steal,,[],1629645,,,1610612745,87,95,2022-04-09T01:19:28Z,4870000,,,0,,K. Porter Jr. STEAL (2 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
493,PT11M03.00S,2022-04-09T01:19:29.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629645,94.43166885676742,49.01960784313725,1610612745,87,97,2022-04-09T01:19:35Z,4880000,-5.0,0.0,1,right,K. Porter Jr. running Layup (31 PTS),[1629645],1610612745.0,HOU,running,,,Porter Jr.,K. Porter Jr.,,,,,0.49,Made,31.0,,,,,,,,,,,,,,,,,
494,PT10M42.00S,2022-04-09T01:19:50.4Z,4,REGULAR,3pt,Jump Shot,[],1630567,34.37910643889619,41.42156862745098,1610612761,87,97,2022-04-09T01:19:56Z,4890000,43.0,271.0,1,left,MISS S. Barnes 27' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,
495,PT10M38.00S,2022-04-09T01:19:54.4Z,4,REGULAR,rebound,defensive,[],1630586,,,1610612745,87,97,2022-04-09T01:19:56Z,4900000,,,0,,U. Garuba REBOUND (Off:1 Def:2),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,494.0,3.0,2.0,1.0,,,,,,,,,,
496,PT10M26.00S,2022-04-09T01:20:06.6Z,4,REGULAR,2pt,Jump Shot,[],1629645,82.07950065703022,69.36274509803921,1610612745,87,97,2022-04-09T01:20:12Z,4910000,97.0,116.0,1,right,MISS K. Porter Jr. 15' step back Shot,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,15.11,Missed,,,,,,,,,,,,,,,,,,
497,PT10M23.00S,2022-04-09T01:20:09.6Z,4,REGULAR,rebound,defensive,[],1629139,,,1610612761,87,97,2022-04-09T01:20:12Z,4920000,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,496.0,1.0,1.0,0.0,,,,,,,,,,
498,PT10M09.00S,2022-04-09T01:20:23.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,11.908672798948752,40.19607843137255,1610612761,89,97,2022-04-09T01:20:27Z,4930000,49.0,59.0,1,left,S. Barnes 7' turnaround Hook (8 PTS),[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,7.7,Made,8.0,,,,,,,,,,,,,,,,,
499,PT09M53.00S,2022-04-09T01:20:40.4Z,4,REGULAR,3pt,Jump Shot,[],1630231,71.96123521681997,20.833333333333336,1610612745,89,97,2022-04-09T01:20:44Z,4940000,-146.0,211.0,1,right,MISS K. Martin Jr. 25' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,
500,PT09M49.00S,2022-04-09T01:20:44.4Z,4,REGULAR,rebound,defensive,[],201152,,,1610612761,89,97,2022-04-09T01:20:44Z,4950000,,,0,,T. Young REBOUND (Off:0 Def:3),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,499.0,3.0,3.0,0.0,,,,,,,,,,
501,PT09M46.00S,2022-04-09T01:20:48.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629139,7.046649145860711,46.32352941176471,1610612761,91,97,2022-04-09T01:20:55Z,4960000,18.0,14.0,1,left,Y. Watanabe running finger roll Layup (2 PTS) (T. Young 3 AST),"[1629139, 201152]",1610612761.0,TOR,running finger roll,,,Watanabe,Y. Watanabe,,,,,2.29,Made,2.0,T. Young,201152.0,3.0,,,,,,,,,,,,,,
503,PT09M46.00S,2022-04-09T01:20:55.7Z,4,REGULAR,foul,personal,['1freethrow'],1630586,,,1610612761,91,97,2022-04-09T01:21:04Z,4980000,,,0,,U. Garuba shooting personal FOUL (2 PF) (Watanabe 1 FT),"[1630586, 1629139]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,,,,,,,,,,,2004.0,,2.0,0.0,Watanabe,1629139.0,,,,
505,PT09M46.00S,2022-04-09T01:21:05.5Z,4,REGULAR,substitution,out,[],1629645,,,1610612761,91,97,2022-04-09T01:21:10Z,5000000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M46.00S,2022-04-09T01:21:05.5Z,4,REGULAR,substitution,in,[],1629726,,,1610612761,91,97,2022-04-09T01:21:10Z,5010000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
507,PT09M46.00S,2022-04-09T01:21:24.8Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1629139,,,1610612761,92,97,2022-04-09T01:21:24Z,5020000,,,0,,Y. Watanabe Free Throw 1 of 1 (3 PTS),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
508,PT09M29.00S,2022-04-09T01:21:43.2Z,4,REGULAR,foul,personal,['3freethrow'],201152,,,1610612745,92,97,2022-04-09T01:21:52Z,5030000,,,0,,T. Young shooting personal FOUL (2 PF) (Mathews 3 FT),"[201152, 1629726]",1610612761.0,TOR,shooting,,,Young,T. Young,,,,,,,,,,,,,,,202026.0,,2.0,0.0,Mathews,1629726.0,,,,
510,PT09M29.00S,2022-04-09T01:22:12.7Z,4,REGULAR,freethrow,1 of 3,[],1629726,,,1610612745,92,97,2022-04-09T01:22:12Z,5050000,,,0,,MISS G. Mathews Free Throw 1 of 3,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Missed,,,,,,,,,,,,,,,,,,
511,PT09M29.00S,2022-04-09T01:22:12.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,92,97,2022-04-09T01:22:12Z,5060000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,
512,PT09M29.00S,2022-04-09T01:22:25.2Z,4,REGULAR,freethrow,2 of 3,[],1629726,,,1610612745,92,98,2022-04-09T01:22:25Z,5070000,,,0,,G. Mathews Free Throw 2 of 3 (8 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
513,PT09M29.00S,2022-04-09T01:22:37.8Z,4,REGULAR,freethrow,3 of 3,[],1629726,,,1610612745,92,99,2022-04-09T01:22:37Z,5080000,,,0,,G. Mathews Free Throw 3 of 3 (9 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
514,PT09M15.00S,2022-04-09T01:22:55.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1627783,11.251642575558476,44.85294117647059,1610612761,94,99,2022-04-09T01:23:05Z,5090000,26.0,53.0,1,left,P. Siakam driving finger roll Layup (29 PTS),[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,5.92,Made,29.0,,,,,,,,,,,,,,,,,
515,PT09M15.00S,2022-04-09T01:22:58.4Z,4,REGULAR,violation,defensive goaltending,[],1630227,,,1610612761,94,99,2022-04-09T01:23:05Z,5100000,,,0,,D. Nix defensive goaltending VIOLATION,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,1626301.0,,,,,,,,,
516,PT08M54.00S,2022-04-09T01:23:28.5Z,4,REGULAR,3pt,Jump Shot,[],1630528,70.77858081471747,76.22549019607843,1610612745,94,102,2022-04-09T01:23:33Z,5110000,131.0,222.0,1,right,J. Christopher 25' 3PT step back (20 PTS),[1630528],1610612745.0,HOU,step back,,,Christopher,J. Christopher,,,,,25.8,Made,20.0,,,,,,,,,,,,,,,,,
517,PT08M37.00S,2022-04-09T01:23:45.2Z,4,REGULAR,3pt,Jump Shot,[],203920,5.863994743758213,2.450980392156863,1610612761,94,102,2022-04-09T01:23:50Z,5120000,238.0,3.0,1,left,MISS K. Birch 3PT,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,23.77,Missed,,,,,,,,,,,,,,,,,,
518,PT08M33.00S,2022-04-09T01:23:49.2Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612745,94,102,2022-04-09T01:23:50Z,5130000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,517.0,1.0,1.0,0.0,,,,,,,,,,
519,PT08M24.00S,2022-04-09T01:23:57.8Z,4,REGULAR,turnover,bad pass,[],1630227,,,1610612745,94,102,2022-04-09T01:24:01Z,5140000,,,0,,D. Nix bad pass TURNOVER (2 TO),"[1630227, 1627783]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,2.0,,,,,Siakam,1627783.0,,
520,PT08M24.00S,2022-04-09T01:23:57.8Z,4,REGULAR,steal,,[],1627783,,,1610612761,94,102,2022-04-09T01:23:59Z,5150000,,,0,,P. Siakam STEAL (3 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M20.00S,2022-04-09T01:24:01.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,5.601182654402102,49.50980392156863,1610612761,96,102,2022-04-09T01:24:08Z,5160000,2.0,0.0,1,left,S. Barnes running DUNK (10 PTS) (P. Siakam 5 AST),"[1630567, 1627783]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,0.25,Made,10.0,P. Siakam,1627783.0,5.0,,,,,,,,,,,,,,
523,PT08M14.00S,2022-04-09T01:24:08.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,92.72339027595268,49.50980392156863,1610612745,96,102,2022-04-09T01:24:42Z,5180000,-2.0,16.0,1,right,MISS K. Martin Jr. cutting DUNK - blocked,"[1630231, 1627783]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,1.61,Missed,,,,,,,,,,,,,,,,,Siakam,1627783.0
