actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
348,PT06M08.00S,2021-12-11T01:59:07.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612752,59,53,2021-12-11T01:59:27Z,3480000,,,0,,P. Siakam personal FOUL (1 PF) (Barrett 2 FT),"[1627783, 1629628]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,1627964.0,,,,,,,1.0,0.0,Barrett,1629628.0,,,
351,PT06M08.00S,2021-12-11T01:59:46.4Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,59,54,2021-12-11T01:59:46Z,3500000,,,0,,R. Barrett Free Throw 1 of 2 (8 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
352,PT06M08.00S,2021-12-11T01:59:59.6Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,59,55,2021-12-11T01:59:59Z,3510000,,,0,,R. Barrett Free Throw 2 of 2 (9 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
353,PT05M52.00S,2021-12-11T02:00:16.3Z,3,REGULAR,3pt,Jump Shot,[],1629018,20.844283837056505,8.088235294117647,1610612761,59,55,2021-12-11T02:00:22Z,3520000,210.0,143.0,1,left,MISS G. Trent Jr. 25' step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
354,PT05M49.00S,2021-12-11T02:00:19.3Z,3,REGULAR,rebound,offensive,[],1628449,,,1610612761,59,55,2021-12-11T02:00:22Z,3530000,,,0,,C. Boucher REBOUND (Off:4 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,353.0,7.0,3.0,4.0,,,,,,,,,,,,,,,
355,PT05M47.00S,2021-12-11T02:00:21.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,7.703679369250986,51.225490196078425,1610612761,59,55,2021-12-11T02:00:26Z,3540000,-6.0,20.0,1,left,MISS C. Boucher putback Layup,[1628449],1610612761.0,TOR,putback,,,Boucher,C. Boucher,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
356,PT05M45.00S,2021-12-11T02:00:23.4Z,3,REGULAR,rebound,defensive,[],202692,,,1610612752,59,55,2021-12-11T02:00:26Z,3550000,,,0,,A. Burks REBOUND (Off:0 Def:4),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,355.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
357,PT05M42.00S,2021-12-11T02:00:26.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203095,88.12417871222075,42.64705882352941,1610612752,59,55,2021-12-11T02:00:39Z,3560000,-37.0,59.0,1,right,MISS E. Fournier 6' running finger roll Layup - blocked,"[203095, 1627783]",1610612752.0,NYK,running finger roll,,,Fournier,E. Fournier,,,,,6.96,Missed,,,,,,,,,,,,,,,,,Siakam,1627783.0,
358,PT05M42.00S,2021-12-11T02:00:26.2Z,3,REGULAR,block,,[],1627783,,,1610612752,59,55,2021-12-11T02:00:28Z,3570000,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT05M38.00S,2021-12-11T02:00:30.2Z,3,REGULAR,rebound,offensive,[],203944,,,1610612752,59,55,2021-12-11T02:00:39Z,3580000,,,0,,J. Randle REBOUND (Off:2 Def:9),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,357.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
360,PT05M38.00S,2021-12-11T02:00:30.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,94.40999984741211,50.0,1610612752,59,57,2021-12-11T02:00:30Z,3590000,0.0,0.0,1,right,J. Randle tip Layup (9 PTS),[203944],1610612752.0,NYK,tip,,,Randle,J. Randle,,,,,0.0,Made,,,,,9.0,,,,,,,,,,,,,,
361,PT05M19.00S,2021-12-11T02:00:49.7Z,3,REGULAR,2pt,Jump Shot,[],1628449,18.610381077529567,73.0392156862745,1610612761,59,57,2021-12-11T02:00:54Z,3600000,-115.0,122.0,1,left,MISS C. Boucher 16' pullup Shot,[1628449],1610612761.0,TOR,pullup,,,Boucher,C. Boucher,,,,,16.81,Missed,,,,,,,,,,,,,,,,,,,
362,PT05M16.00S,2021-12-11T02:00:52.7Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,59,57,2021-12-11T02:00:54Z,3610000,,,0,,J. Randle REBOUND (Off:2 Def:10),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,361.0,12.0,10.0,2.0,,,,,,,,,,,,,,,
363,PT05M11.00S,2021-12-11T02:00:58.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,93.11760840998686,95.83333333333334,1610612752,59,57,2021-12-11T02:01:07Z,3620000,229.0,12.0,1,right,MISS R. Barrett running 3PT,[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,,
364,PT05M05.00S,2021-12-11T02:01:04.0Z,3,REGULAR,rebound,offensive,[],1629628,,,1610612752,59,57,2021-12-11T02:05:27Z,3630000,,,0,,R. Barrett REBOUND (Off:2 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,363.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
365,PT05M00.00S,2021-12-11T02:01:08.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],202692,78.0059132720105,47.30392156862745,1610612752,59,57,2021-12-11T02:01:13Z,3640000,-13.0,154.0,1,right,MISS A. Burks 15' pullup Shot,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,15.48,Missed,,,,,,,,,,,,,,,,,,,
366,PT04M56.00S,2021-12-11T02:01:12.8Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,59,57,2021-12-11T02:01:13Z,3650000,,,0,,S. Barnes REBOUND (Off:2 Def:8),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,365.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
367,PT04M51.00S,2021-12-11T02:01:18.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,12.828515111695138,46.32352941176471,1610612761,59,57,2021-12-11T02:01:24Z,3660000,18.0,68.0,1,left,MISS S. Barnes 7' driving Layup,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,7.05,Missed,,,,,,,,,,,,,,,,,,,
368,PT04M49.00S,2021-12-11T02:01:19.5Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,59,57,2021-12-11T02:01:19Z,3670000,,,0,,S. Barnes REBOUND (Off:3 Def:8),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,367.0,11.0,8.0,3.0,,,,,,,,,,,,,,,
369,PT04M47.00S,2021-12-11T02:01:21.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,23.866622864651774,87.25490196078431,1610612761,62,57,2021-12-11T02:01:27Z,3680000,-186.0,172.0,1,left,F. VanVleet 25' 3PT  (12 PTS) (S. Barnes 2 AST),"[1627832, 1630567]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,25.34,Made,,,,,12.0,,S. Barnes,1630567.0,2.0,,,,,,,,,,
371,PT04M23.00S,2021-12-11T02:01:46.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612752,62,57,2021-12-11T02:01:56Z,3700000,,,0,,P. Siakam shooting personal FOUL (2 PF) (Randle 2 FT),"[1627783, 203944]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,2004.0,,,,,,,2.0,0.0,Randle,203944.0,,,
373,PT04M23.00S,2021-12-11T02:02:14.9Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,62,58,2021-12-11T02:02:14Z,3720000,,,0,,J. Randle Free Throw 1 of 2 (10 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
374,PT04M23.00S,2021-12-11T02:02:15.9Z,3,REGULAR,substitution,out,[],1630567,,,1610612752,62,58,2021-12-11T02:02:34Z,3730000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT04M23.00S,2021-12-11T02:02:15.9Z,3,REGULAR,substitution,out,[],202692,,,1610612752,62,58,2021-12-11T02:02:34Z,3740000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT04M23.00S,2021-12-11T02:02:15.9Z,3,REGULAR,substitution,out,[],203457,,,1610612752,62,58,2021-12-11T02:02:34Z,3750000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT04M23.00S,2021-12-11T02:02:15.9Z,3,REGULAR,substitution,in,[],1629139,,,1610612752,62,58,2021-12-11T02:02:34Z,3760000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT04M23.00S,2021-12-11T02:02:15.9Z,3,REGULAR,substitution,in,[],1629011,,,1610612752,62,58,2021-12-11T02:02:34Z,3770000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT04M23.00S,2021-12-11T02:02:15.9Z,3,REGULAR,substitution,in,[],201565,,,1610612752,62,58,2021-12-11T02:02:34Z,3780000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT04M23.00S,2021-12-11T02:02:14.9Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,62,58,2021-12-11T02:02:45Z,3790000,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Missed,,,,,,,,,,,,,,,,,,,
381,PT04M21.00S,2021-12-11T02:02:16.9Z,3,REGULAR,rebound,offensive,[],203944,,,1610612752,62,58,2021-12-11T02:02:45Z,3800000,,,0,,J. Randle REBOUND (Off:3 Def:10),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,380.0,13.0,10.0,3.0,,,,,,,,,,,,,,,
382,PT04M18.00S,2021-12-11T02:02:47.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629139,,,1610612752,62,58,2021-12-11T02:02:54Z,3810000,,,0,,Y. Watanabe shooting personal FOUL (1 PF) (Barrett 2 FT),"[1629139, 1629628]",1610612761.0,TOR,shooting,,,Watanabe,Y. Watanabe,,,,,,,,,,,,1627964.0,,,,,,,1.0,0.0,Barrett,1629628.0,,,
384,PT04M18.00S,2021-12-11T02:03:11.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629628,,,1610612752,62,58,2021-12-11T02:03:11Z,3830000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
385,PT04M18.00S,2021-12-11T02:03:11.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,62,58,2021-12-11T02:03:11Z,3840000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,384.0,,,,,,,,,,,,,,,,,,
386,PT04M18.00S,2021-12-11T02:03:25.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629628,,,1610612752,62,59,2021-12-11T02:03:25Z,3850000,,,0,,R. Barrett Free Throw 2 of 2 (10 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
387,PT04M02.00S,2021-12-11T02:03:44.0Z,3,REGULAR,2pt,Jump Shot,[],1627783,15.062417871222076,16.666666666666664,1610612761,62,59,2021-12-11T02:03:48Z,3860000,167.0,89.0,1,left,MISS P. Siakam 18' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,18.9,Missed,,,,,,,,,,,,,,,,,,,
388,PT03M58.00S,2021-12-11T02:03:48.0Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,62,59,2021-12-11T02:03:48Z,3870000,,,0,,R. Barrett REBOUND (Off:2 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,387.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
389,PT03M50.00S,2021-12-11T02:03:56.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.06636005256242,54.65686274509803,1610612752,62,61,2021-12-11T02:04:00Z,3880000,23.0,22.0,1,right,R. Barrett driving Layup (12 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,3.21,Made,,,,,12.0,,,,,,,,,,,,,,
390,PT03M29.00S,2021-12-11T02:04:15.8Z,3,REGULAR,3pt,Jump Shot,[],1627832,33.327858081471746,60.29411764705882,1610612761,62,61,2021-12-11T02:07:54Z,3890000,-51.0,261.0,1,left,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,,
391,PT03M26.00S,2021-12-11T02:04:18.8Z,3,REGULAR,rebound,offensive,[],1628449,,,1610612761,62,61,2021-12-11T02:04:22Z,3900000,,,0,,C. Boucher REBOUND (Off:5 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,390.0,8.0,3.0,5.0,,,,,,,,,,,,,,,
392,PT03M24.00S,2021-12-11T02:04:21.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,30.17411300919842,24.264705882352942,1610612761,62,61,2021-12-11T02:04:26Z,3910000,129.0,231.0,1,left,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
393,PT03M20.00S,2021-12-11T02:04:25.4Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,62,61,2021-12-11T02:04:26Z,3920000,,,0,,M. Robinson REBOUND (Off:0 Def:6),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,392.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
394,PT03M13.00S,2021-12-11T02:04:33.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612752,62,61,2021-12-11T02:04:39Z,3930000,,,0,,C. Boucher shooting personal FOUL (4 PF) (Barrett 2 FT),"[1628449, 1629628]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,2004.0,,,,,,,4.0,0.0,Barrett,1629628.0,,,
396,PT03M13.00S,2021-12-11T02:04:56.4Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,62,62,2021-12-11T02:04:56Z,3950000,,,0,,R. Barrett Free Throw 1 of 2 (13 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
397,PT03M13.00S,2021-12-11T02:04:57.3Z,3,REGULAR,substitution,out,[],1628449,,,1610612752,62,62,2021-12-11T02:05:08Z,3960000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT03M13.00S,2021-12-11T02:04:57.3Z,3,REGULAR,substitution,out,[],1629018,,,1610612752,62,62,2021-12-11T02:05:08Z,3970000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT03M13.00S,2021-12-11T02:04:57.3Z,3,REGULAR,substitution,out,[],1627783,,,1610612752,62,62,2021-12-11T02:05:08Z,3980000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT03M13.00S,2021-12-11T02:04:57.3Z,3,REGULAR,substitution,in,[],1630567,,,1610612752,62,62,2021-12-11T02:05:08Z,3990000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT03M13.00S,2021-12-11T02:04:57.3Z,3,REGULAR,substitution,in,[],1630551,,,1610612752,62,62,2021-12-11T02:05:08Z,4000000,,,0,,SUB in: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT03M13.00S,2021-12-11T02:04:57.3Z,3,REGULAR,substitution,in,[],1629004,,,1610612752,62,62,2021-12-11T02:05:08Z,4010000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT03M13.00S,2021-12-11T02:05:14.9Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,62,63,2021-12-11T02:05:14Z,4020000,,,0,,R. Barrett Free Throw 2 of 2 (14 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
404,PT03M00.00S,2021-12-11T02:05:29.0Z,3,REGULAR,3pt,Jump Shot,[],1629139,23.340998685939553,10.294117647058822,1610612761,62,63,2021-12-11T02:05:36Z,4030000,199.0,167.0,1,left,MISS Y. Watanabe 25' 3PT,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
405,PT02M58.00S,2021-12-11T02:05:31.5Z,3,REGULAR,rebound,offensive,[],1627832,,,1610612761,62,63,2021-12-11T02:05:31Z,4040000,,,0,,F. VanVleet REBOUND (Off:2 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,404.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
406,PT02M56.00S,2021-12-11T02:05:32.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629004,29.38567674113009,72.54901960784314,1610612761,65,63,2021-12-11T02:05:39Z,4050000,-113.0,224.0,1,left,S. Mykhailiuk 25' 3PT  (3 PTS) (F. VanVleet 9 AST),"[1629004, 1627832]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,25.05,Made,,,,,3.0,,F. VanVleet,1627832.0,9.0,,,,,,,,,,
408,PT02M41.00S,2021-12-11T02:05:48.8Z,3,REGULAR,3pt,Jump Shot,[],203095,94.69448094612353,4.6568627450980395,1610612752,65,63,2021-12-11T02:05:53Z,4070000,-227.0,-3.0,1,right,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
409,PT02M37.00S,2021-12-11T02:05:52.8Z,3,REGULAR,rebound,defensive,[],1629139,,,1610612761,65,63,2021-12-11T02:05:53Z,4080000,,,0,,Y. Watanabe REBOUND (Off:0 Def:4),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,408.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
410,PT02M15.00S,2021-12-11T02:06:14.0Z,3,REGULAR,turnover,lost ball,[],1627832,,,1610612761,65,63,2021-12-11T02:06:18Z,4090000,,,0,,F. VanVleet lost ball TURNOVER (3 TO),"[1627832, 203095]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,3.0,Fournier,203095.0,,,,,,,
411,PT02M15.00S,2021-12-11T02:06:14.0Z,3,REGULAR,steal,,[],203095,,,1610612752,65,63,2021-12-11T02:06:16Z,4100000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT02M12.00S,2021-12-11T02:06:20.2Z,3,REGULAR,turnover,out-of-bounds,[],203095,,,1610612752,65,63,2021-12-11T02:06:27Z,4110000,,,0,,E. Fournier bad pass out-of-bounds TURNOVER (2 TO),[203095],1610612752.0,NYK,bad pass,,,Fournier,E. Fournier,,,,,,,,,,,,1627964.0,,,,2.0,,,,,,,,,
413,PT02M12.00S,2021-12-11T02:06:32.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,65,63,2021-12-11T02:06:32Z,4120000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT02M12.00S,2021-12-11T02:07:52.9Z,3,REGULAR,substitution,out,[],203944,,,1610612761,65,63,2021-12-11T02:08:34Z,4130000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT02M12.00S,2021-12-11T02:07:52.9Z,3,REGULAR,substitution,in,[],1630167,,,1610612761,65,63,2021-12-11T02:08:34Z,4140000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT01M51.00S,2021-12-11T02:09:34.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629004,12.828515111695138,48.77450980392157,1610612761,67,63,2021-12-11T02:09:38Z,4150000,6.0,68.0,1,left,S. Mykhailiuk 6' driving Hook (5 PTS) (S. Barnes 3 AST),"[1629004, 1630567]",1610612761.0,TOR,driving,,,Mykhailiuk,S. Mykhailiuk,,,,,6.84,Made,,,,,5.0,,S. Barnes,1630567.0,3.0,,,,,,,,,,
418,PT01M33.00S,2021-12-11T02:09:52.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,85.75886990801577,57.35294117647059,1610612752,67,65,2021-12-11T02:09:57Z,4170000,37.0,81.0,1,right,D. Rose 8' driving floating Jump Shot (9 PTS),[201565],1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,8.93,Made,,,,,9.0,,,,,,,,,,,,,,
419,PT01M22.00S,2021-12-11T02:10:05.3Z,3,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612761,67,65,2021-12-11T02:10:16Z,4180000,,,0,,O. Toppin shooting personal FOUL (2 PF) (VanVleet 2 FT),"[1630167, 1627832]",1610612752.0,NYK,shooting,,,Toppin,O. Toppin,,,,,,,,,,,,2004.0,,,,,,,2.0,0.0,VanVleet,1627832.0,,,
421,PT01M22.00S,2021-12-11T02:10:28.7Z,3,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,68,65,2021-12-11T02:10:28Z,4200000,,,0,,F. VanVleet Free Throw 1 of 2 (13 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
422,PT01M22.00S,2021-12-11T02:10:29.7Z,3,REGULAR,substitution,out,[],203095,,,1610612761,68,65,2021-12-11T02:10:33Z,4210000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT01M22.00S,2021-12-11T02:10:29.7Z,3,REGULAR,substitution,in,[],1630193,,,1610612761,68,65,2021-12-11T02:10:33Z,4220000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT01M22.00S,2021-12-11T02:10:46.0Z,3,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,69,65,2021-12-11T02:10:46Z,4230000,,,0,,F. VanVleet Free Throw 2 of 2 (14 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
425,PT01M00.00S,2021-12-11T02:11:08.5Z,3,REGULAR,3pt,Jump Shot,[],1630193,73.66951379763469,14.950980392156863,1610612752,69,65,2021-12-11T02:11:13Z,4240000,-175.0,195.0,1,right,MISS I. Quickley 26' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
426,PT00M58.00S,2021-12-11T02:11:10.5Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,69,65,2021-12-11T02:11:13Z,4250000,,,0,,F. VanVleet REBOUND (Off:2 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,425.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
427,PT00M54.40S,2021-12-11T02:11:14.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629004,9.674770039421814,37.00980392156863,1610612761,69,65,2021-12-11T02:11:21Z,4260000,65.0,38.0,1,left,MISS S. Mykhailiuk 7' running Layup,[1629004],1610612761.0,TOR,running,,,Mykhailiuk,S. Mykhailiuk,,,,,7.55,Missed,,,,,,,,,,,,,,,,,,,
428,PT00M52.90S,2021-12-11T02:11:16.1Z,3,REGULAR,rebound,defensive,[],1630193,,,1610612752,69,65,2021-12-11T02:11:21Z,4270000,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,427.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
429,PT00M44.60S,2021-12-11T02:11:25.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,90.22667542706965,59.068627450980394,1610612752,69,65,2021-12-11T02:11:30Z,4280000,45.0,39.0,1,right,MISS R. Barrett 6' bank Shot,[1629628],1610612752.0,NYK,bank,,,Barrett,R. Barrett,,,,,6.0,Missed,,,,,,,,,,,,,,,,,,,
430,PT00M41.70S,2021-12-11T02:11:28.0Z,3,REGULAR,rebound,offensive,[],1629628,,,1610612752,69,65,2021-12-11T02:11:28Z,4290000,,,0,,R. Barrett REBOUND (Off:3 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,429.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
431,PT00M39.70S,2021-12-11T02:11:30.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,93.64323258869908,51.9607843137255,1610612752,69,65,2021-12-11T02:11:37Z,4300000,10.0,7.0,1,right,MISS O. Toppin driving reverse Layup - blocked,"[1630167, 1630567]",1610612752.0,NYK,driving reverse,,,Toppin,O. Toppin,,,,,1.22,Missed,,,,,,,,,,,,,,,,,Barnes,1630567.0,
