actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
87,PT04M42.00S,2021-10-27T23:52:51.2Z,1,REGULAR,3pt,Jump Shot,[],203200,9.411957950065702,2.2058823529411766,1610612754,16,13,2021-10-27T23:52:58Z,860000,239.0,36.0,1,left,MISS J. Holiday 24' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,24.17,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M38.00S,2021-10-27T23:52:55.2Z,1,REGULAR,rebound,offensive,[],1627763,,,1610612754,16,13,2021-10-28T00:01:08Z,870000,,,0,,M. Brogdon REBOUND (Off:1 Def:0),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,87.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
91,PT04M32.00S,2021-10-27T23:53:02.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203200,6.521024967148489,2.941176470588235,1610612754,16,13,2021-10-28T00:01:19Z,900000,235.0,9.0,1,left,MISS J. Holiday 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,,
92,PT04M31.00S,2021-10-27T23:53:04.3Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,16,13,2021-10-27T23:53:04Z,910000,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,91.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
93,PT04M31.00S,2021-10-27T23:53:05.6Z,1,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612754,16,13,2021-10-27T23:53:17Z,920000,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Turner 2 FT),"[1627832, 1626167]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,,,,,,,2005.0,1.0,0.0,Turner,1626167.0,,,,,,,,,,
95,PT04M31.00S,2021-10-27T23:53:28.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626167,,,1610612754,16,13,2021-10-28T00:01:19Z,940000,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Missed,,,,,,,,,,,,,,,,,,,
96,PT04M31.00S,2021-10-27T23:53:28.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,16,13,2021-10-27T23:53:28Z,950000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,
97,PT04M31.00S,2021-10-27T23:53:29.8Z,1,REGULAR,substitution,out,[],1630567,,,1610612754,16,13,2021-10-27T23:53:36Z,960000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M31.00S,2021-10-27T23:53:29.8Z,1,REGULAR,substitution,out,[],1630173,,,1610612754,16,13,2021-10-27T23:53:36Z,970000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M31.00S,2021-10-27T23:53:29.8Z,1,REGULAR,substitution,out,[],1627832,,,1610612754,16,13,2021-10-27T23:53:36Z,980000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M31.00S,2021-10-27T23:53:29.8Z,1,REGULAR,substitution,in,[],203920,,,1610612754,16,13,2021-10-27T23:53:36Z,990000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M31.00S,2021-10-27T23:53:29.8Z,1,REGULAR,substitution,in,[],1628449,,,1610612754,16,13,2021-10-27T23:53:36Z,1000000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M31.00S,2021-10-27T23:53:29.8Z,1,REGULAR,substitution,in,[],1630625,,,1610612754,16,13,2021-10-27T23:53:36Z,1010000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M31.00S,2021-10-27T23:53:53.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626167,,,1610612754,16,14,2021-10-28T00:01:19Z,1020000,,,0,,M. Turner Free Throw 2 of 2 (5 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
104,PT04M18.00S,2021-10-27T23:54:13.3Z,1,REGULAR,foul,technical,['1freethrow'],1626167,,,1610612761,16,14,2021-10-27T23:54:20Z,1030000,,,0,,M. Turner defensive-3-second technical FOUL (1 Tech),[1626167],1610612754.0,IND,defensive-3-second,,,Turner,M. Turner,,,,,,,,,,,1830.0,0.0,1.0,,,,,,,,,,,,
105,PT04M18.00S,2021-10-27T23:54:24.3Z,1,REGULAR,freethrow,1 of 1,[],1629018,,,1610612761,16,14,2021-10-27T23:54:24Z,1040000,,,0,,MISS G. Trent Jr. technical Free Throw 1 of 1,[1629018],1610612761.0,TOR,technical,,,Trent Jr.,G. Trent Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
106,PT04M18.00S,2021-10-27T23:54:24.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,16,14,2021-10-27T23:54:24Z,1050000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,,,,
107,PT04M18.00S,2021-10-27T23:54:27.6Z,1,REGULAR,substitution,out,[],1627763,,,1610612761,16,14,2021-10-27T23:54:36Z,1060000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M18.00S,2021-10-27T23:54:27.6Z,1,REGULAR,substitution,out,[],203200,,,1610612761,16,14,2021-10-27T23:54:36Z,1070000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M18.00S,2021-10-27T23:54:27.6Z,1,REGULAR,substitution,out,[],1626167,,,1610612761,16,14,2021-10-27T23:54:36Z,1080000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M18.00S,2021-10-27T23:54:27.6Z,1,REGULAR,substitution,in,[],1630537,,,1610612761,16,14,2021-10-27T23:54:36Z,1090000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M18.00S,2021-10-27T23:54:27.6Z,1,REGULAR,substitution,in,[],1627734,,,1610612761,16,14,2021-10-27T23:54:36Z,1100000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M18.00S,2021-10-27T23:54:27.6Z,1,REGULAR,substitution,in,[],204456,,,1610612761,16,14,2021-10-27T23:54:36Z,1110000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M04.00S,2021-10-27T23:55:01.2Z,1,REGULAR,3pt,Jump Shot,[],1629018,59.740473061760845,11.029411764705882,1610612761,16,14,2021-10-27T23:55:08Z,1120000,-195.0,326.0,1,right,MISS G. Trent Jr. 37' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,37.97,Missed,,,,,,,,,,,,,,,,,,,
114,PT04M03.00S,2021-10-27T23:55:02.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,16,14,2021-10-27T23:55:08Z,1130000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,
116,PT04M03.00S,2021-10-27T23:55:08.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612761,16,14,2021-10-27T23:57:01Z,1150000,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,,,,,,,2005.0,,,,,,,,,,,,,,
115,PT04M02.00S,2021-10-27T23:55:11.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,16,14,2021-10-27T23:57:31Z,1155000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M54.00S,2021-10-27T23:55:18.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],204456,8.229303547963205,70.83333333333334,1610612754,16,16,2021-10-27T23:55:30Z,1160000,-104.0,25.0,1,left,T. McConnell 10' turnaround fadeaway bank Jump Shot (2 PTS),[204456],1610612754.0,IND,turnaround fadeaway bank,,,McConnell,T. McConnell,,,,,10.71,Made,,,,,,,,,,2.0,,,,,,,,,
118,PT03M37.00S,2021-10-27T23:55:35.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628384,90.62089356110381,51.470588235294116,1610612761,18,16,2021-10-27T23:55:40Z,1170000,7.0,36.0,1,right,O. Anunoby driving Hook (11 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,3.65,Made,,,,,,,,,,11.0,,,,,,,,,
119,PT03M27.00S,2021-10-27T23:55:45.3Z,1,REGULAR,turnover,bad pass,[],204456,,,1610612754,18,16,2021-10-27T23:56:31Z,1180000,,,0,,T. McConnell bad pass TURNOVER (1 TO),"[204456, 203920]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,1.0,Birch,203920.0,
120,PT03M27.00S,2021-10-27T23:55:45.3Z,1,REGULAR,steal,,[],203920,,,1610612761,18,16,2021-10-27T23:56:31Z,1190000,,,0,,K. Birch STEAL (1 STL),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M24.00S,2021-10-27T23:55:50.6Z,1,REGULAR,foul,personal,['2freethrow'],203087,,,1610612761,18,16,2021-10-27T23:56:06Z,1200000,,,0,,J. Lamb shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[203087, 1629018]",1610612754.0,IND,shooting,,,Lamb,J. Lamb,,,,,,,,,,,2005.0,1.0,0.0,Trent Jr.,1629018.0,,,,,,,,,,
123,PT03M24.00S,2021-10-27T23:56:19.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629018,,,1610612761,18,16,2021-10-27T23:56:19Z,1220000,,,0,,MISS G. Trent Jr. Free Throw 1 of 2,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
124,PT03M24.00S,2021-10-27T23:56:19.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,18,16,2021-10-27T23:56:19Z,1230000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,,
125,PT03M24.00S,2021-10-27T23:56:35.7Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629018,,,1610612761,19,16,2021-10-27T23:56:35Z,1240000,,,0,,G. Trent Jr. Free Throw 2 of 2 (3 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
126,PT03M14.00S,2021-10-27T23:56:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203087,10.200394218134035,38.48039215686275,1610612754,19,16,2021-10-27T23:56:52Z,1250000,58.0,43.0,1,left,MISS J. Lamb 7' driving floating bank Shot,[203087],1610612754.0,IND,driving floating bank,,,Lamb,J. Lamb,,,,,7.21,Missed,,,,,,,,,,,,,,,,,,,
127,PT03M11.00S,2021-10-27T23:56:49.7Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,19,16,2021-10-27T23:56:52Z,1260000,,,0,,K. Birch REBOUND (Off:0 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
128,PT03M02.00S,2021-10-27T23:56:58.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,94.69448094612353,54.90196078431373,1610612761,19,16,2021-10-27T23:57:05Z,1270000,25.0,-3.0,1,right,MISS O. Anunoby driving Layup,[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,2.46,Missed,,,,,,,,,,,,,,,,,,,
129,PT03M01.00S,2021-10-27T23:56:59.4Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,19,16,2021-10-27T23:57:05Z,1280000,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,128.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
130,PT03M01.00S,2021-10-27T23:57:03.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,94.40999984741211,50.0,1610612761,21,16,2021-10-27T23:57:03Z,1290000,0.0,0.0,1,right,C. Boucher tip Layup (2 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,,
131,PT03M01.00S,2021-10-27T23:57:10.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,21,16,2021-10-27T23:57:10Z,1300000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M49.00S,2021-10-28T00:00:06.9Z,1,REGULAR,2pt,Jump Shot,[],203087,20.05584756898817,33.33333333333333,1610612754,21,18,2021-10-28T00:00:12Z,1310000,83.0,136.0,1,left,J. Lamb 15' driving floating Jump Shot (2 PTS),[203087],1610612754.0,IND,driving floating,,,Lamb,J. Lamb,,,,,15.95,Made,,,,,,,,,,2.0,,,,,,,,,
133,PT02M37.00S,2021-10-28T00:00:20.9Z,1,REGULAR,foul,personal,['2freethrow'],203087,,,1610612761,21,18,2021-10-28T00:00:31Z,1320000,,,0,,J. Lamb shooting personal FOUL (2 PF) (Anunoby 2 FT),"[203087, 1628384]",1610612754.0,IND,shooting,,,Lamb,J. Lamb,,,,,,,,,,,1830.0,2.0,0.0,Anunoby,1628384.0,,,,,,,,,,
135,PT02M37.00S,2021-10-28T00:00:46.6Z,1,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,22,18,2021-10-28T00:01:11Z,1340000,,,0,,O. Anunoby Free Throw 1 of 2 (12 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
136,PT02M37.00S,2021-10-28T00:00:47.7Z,1,REGULAR,substitution,out,[],1629018,,,1610612761,22,18,2021-10-28T00:00:50Z,1350000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M37.00S,2021-10-28T00:00:47.7Z,1,REGULAR,substitution,in,[],1627832,,,1610612761,22,18,2021-10-28T00:00:50Z,1360000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M37.00S,2021-10-28T00:00:46.6Z,1,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,22,18,2021-10-28T00:01:11Z,1370000,,,0,,MISS O. Anunoby Free Throw 2 of 2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Missed,,,,,,,,,,,,,,,,,,,
139,PT02M33.00S,2021-10-28T00:00:50.6Z,1,REGULAR,rebound,defensive,[],203087,,,1610612754,22,18,2021-10-28T00:01:11Z,1380000,,,0,,J. Lamb REBOUND (Off:0 Def:1),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
140,PT02M26.00S,2021-10-28T00:01:17.8Z,1,REGULAR,foul,personal,[],1630625,,,1610612754,22,18,2021-10-28T00:01:32Z,1390000,,,0,,D. Banton personal FOUL (1 PF),"[1630625, 203087]",1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,2005.0,1.0,0.0,Lamb,203087.0,,,,,,,,,,
142,PT02M14.00S,2021-10-28T00:01:52.5Z,1,REGULAR,turnover,bad pass,[],1629052,,,1610612754,22,18,2021-10-28T00:01:59Z,1410000,,,0,,O. Brissett bad pass TURNOVER (1 TO),"[1629052, 1628384]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,1.0,Anunoby,1628384.0,
143,PT02M14.00S,2021-10-28T00:01:52.5Z,1,REGULAR,steal,,[],1628384,,,1610612761,22,18,2021-10-28T00:01:57Z,1420000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M08.00S,2021-10-28T00:01:58.1Z,1,REGULAR,turnover,lost ball,[],1628384,,,1610612761,22,18,2021-10-28T00:02:03Z,1430000,,,0,,O. Anunoby lost ball TURNOVER (1 TO),"[1628384, 203087]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,1.0,Lamb,203087.0,
145,PT02M08.00S,2021-10-28T00:01:58.1Z,1,REGULAR,steal,,[],203087,,,1610612754,22,18,2021-10-28T00:02:00Z,1440000,,,0,,J. Lamb STEAL (1 STL),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M05.00S,2021-10-28T00:02:01.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630537,6.57030223390276,3.209252450980392,1610612754,22,18,2021-10-28T00:27:24Z,1450000,234.0,9.0,1,left,MISS C. Duarte pullup 3PT,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
147,PT02M02.00S,2021-10-28T00:02:04.1Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,22,18,2021-10-28T00:02:11Z,1460000,,,0,,F. VanVleet REBOUND (Off:2 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,146.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
148,PT01M55.00S,2021-10-28T00:02:14.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203920,94.56307490144546,52.69607843137255,1610612761,24,18,2021-10-28T00:02:23Z,1470000,13.0,-1.0,1,right,K. Birch reverse Layup (2 PTS) (O. Anunoby 2 AST),"[203920, 1628384]",1610612761.0,TOR,reverse,,,Birch,K. Birch,,,,,1.36,Made,,,,,,,,,,2.0,O. Anunoby,1628384.0,2.0,,,,,,
150,PT01M55.00S,2021-10-28T00:02:17.1Z,1,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612761,24,18,2021-10-28T00:02:26Z,1490000,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Birch 1 FT),"[1627734, 203920]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,202026.0,1.0,0.0,Birch,203920.0,,,,,,,,,,
152,PT01M55.00S,2021-10-28T00:02:41.7Z,1,REGULAR,freethrow,1 of 1,[],203920,,,1610612761,25,18,2021-10-28T00:02:41Z,1510000,,,0,,K. Birch Free Throw 1 of 1 (3 PTS),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
153,PT01M50.00S,2021-10-28T00:02:52.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,25,18,2021-10-28T00:02:52Z,1520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M47.00S,2021-10-28T00:03:09.6Z,1,REGULAR,3pt,Jump Shot,[],1629052,10.5946123521682,4.411764705882353,1610612754,25,18,2021-10-28T00:03:13Z,1530000,228.0,47.0,1,left,MISS O. Brissett 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,23.27,Missed,,,,,,,,,,,,,,,,,,,
155,PT01M44.00S,2021-10-28T00:03:12.6Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,25,18,2021-10-28T00:03:13Z,1540000,,,0,,F. VanVleet REBOUND (Off:2 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,154.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
156,PT01M42.00S,2021-10-28T00:03:17.1Z,1,REGULAR,foul,offensive,[],1630625,,,1610612761,25,18,2021-10-28T00:03:30Z,1550000,,,0,,D. Banton charge offensive FOUL (2 PF),"[1630625, 204456]",1610612761.0,TOR,charge,,,Banton,D. Banton,,,,,,,,,,,1830.0,2.0,0.0,McConnell,204456.0,,,,,,,,,,
158,PT01M42.00S,2021-10-28T00:03:17.1Z,1,REGULAR,turnover,offensive foul,[],1630625,,,1610612761,25,18,2021-10-28T00:03:17Z,1570000,,,0,,D. Banton offensive foul TURNOVER (1 TO),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,1830.0,,,,,,,,,,,1.0,,,
159,PT01M29.00S,2021-10-28T00:03:46.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],204456,6.258212877792378,30.392156862745097,1610612754,25,18,2021-10-28T00:03:55Z,1580000,98.0,6.0,1,left,MISS T. McConnell 9' pullup Shot - blocked,"[204456, 1630625]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,9.82,Missed,,,,,,,,,,,,,,Banton,1630625.0,,,,
160,PT01M29.00S,2021-10-28T00:03:46.9Z,1,REGULAR,block,,[],1630625,,,1610612754,25,18,2021-10-28T00:03:50Z,1590000,,,0,,D. Banton BLOCK (1 BLK),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M29.00S,2021-10-28T00:03:46.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,25,18,2021-10-28T00:03:55Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,159.0,,,,,,,,,,,,,,,,,,
162,PT01M29.00S,2021-10-28T00:03:52.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,25,18,2021-10-28T00:03:52Z,1610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M24.00S,2021-10-28T00:04:10.6Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203087,23.73521681997372,44.85294117647059,1610612754,25,20,2021-10-28T00:04:18Z,1620000,26.0,171.0,1,left,J. Lamb 17' pullup Jump Shot (4 PTS),[203087],1610612754.0,IND,pullup,,,Lamb,J. Lamb,,,,,17.25,Made,,,,,,,,,,4.0,,,,,,,,,
164,PT01M06.00S,2021-10-28T00:04:28.2Z,1,REGULAR,3pt,Jump Shot,[],1628449,71.04139290407359,22.30392156862745,1610612761,25,20,2021-10-28T00:04:35Z,1630000,-138.0,220.0,1,right,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
165,PT01M03.00S,2021-10-28T00:04:31.2Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,25,20,2021-10-28T00:04:35Z,1640000,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,164.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
166,PT01M02.00S,2021-10-28T00:04:32.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,94.69448094612353,46.81372549019608,1610612761,27,20,2021-10-28T00:04:39Z,1650000,-16.0,-3.0,1,right,O. Anunoby driving reverse Layup (14 PTS),[1628384],1610612761.0,TOR,driving reverse,,,Anunoby,O. Anunoby,,,,,1.61,Made,,,,,,,,,,14.0,,,,,,,,,
167,PT00M51.80S,2021-10-28T00:04:42.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,16.376478318002626,41.911764705882355,1610612754,27,22,2021-10-28T00:04:48Z,1660000,40.0,101.0,1,left,T. McConnell 10' pullup Jump Shot (4 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,10.92,Made,,,,,,,,,,4.0,,,,,,,,,
168,PT00M32.20S,2021-10-28T00:05:06.4Z,1,REGULAR,3pt,Jump Shot,[],1628384,67.88764783180025,36.029411764705884,1610612761,27,22,2021-10-28T00:05:12Z,1670000,-70.0,249.0,1,right,MISS O. Anunoby 25' pullup 3PT,[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
169,PT00M29.60S,2021-10-28T00:05:09.0Z,1,REGULAR,rebound,offensive,[],1627832,,,1610612761,27,22,2021-10-28T00:05:12Z,1680000,,,0,,F. VanVleet REBOUND (Off:3 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,168.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
170,PT00M20.30S,2021-10-28T00:05:22.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629052,,,1610612761,27,22,2021-10-28T00:05:30Z,1690000,,,0,,O. Brissett shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1629052, 1628384]",1610612754.0,IND,shooting,,,Brissett,O. Brissett,,,,,,,,,,,1830.0,1.0,0.0,Anunoby,1628384.0,,,,,,,,,,
172,PT00M20.30S,2021-10-28T00:05:44.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612761,27,22,2021-10-28T00:05:44Z,1710000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M20.30S,2021-10-28T00:05:47.0Z,1,REGULAR,instantreplay,challenge,[],0,,,1610612761,27,22,2021-10-28T00:07:06Z,1720000,,,0,,,[],1610612754.0,IND,support,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,,
174,PT00M20.30S,2021-10-28T00:07:15.8Z,1,REGULAR,substitution,out,[],1630625,,,1610612761,27,22,2021-10-28T00:07:30Z,1730000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
