actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
174,PT10M42.00S,2022-02-04T01:10:06.1Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,28,27,2022-02-04T01:10:06Z,1700000,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,173.0,5.0,4.0,1.0,,,
175,PT10M42.00S,2022-02-04T01:10:06.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,5.590000152587891,50.0,1610612761,30,27,2022-02-04T01:10:06Z,1710000,0.0,0.0,1,left,P. Siakam tip Layup (8 PTS),[1627783],1610612761.0,TOR,tip,,,Siakam,P. Siakam,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,,
176,PT10M28.00S,2022-02-04T01:10:20.3Z,2,REGULAR,3pt,Jump Shot,[],1628972,94.03745072273325,95.34313725490196,1610612741,30,27,2022-02-04T01:10:24Z,1720000,227.0,4.0,1,right,MISS T. Brown Jr. 3PT,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
177,PT10M26.00S,2022-02-04T01:10:22.3Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,30,27,2022-02-04T01:10:24Z,1730000,,,0,,C. Boucher REBOUND (Off:2 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,176.0,5.0,3.0,2.0,,,
178,PT10M21.00S,2022-02-04T01:10:31.0Z,2,REGULAR,foul,personal,[],1628972,,,1610612761,30,27,2022-02-04T01:12:31Z,1740000,,,0,,T. Brown Jr. personal FOUL (1 PF),"[1628972, 1627783]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,1155.0,1.0,0.0,Siakam,1627783.0,,,,,,,
180,PT10M21.00S,2022-02-04T01:10:37.8Z,2,REGULAR,substitution,out,[],1629744,,,1610612761,30,27,2022-02-04T01:10:45Z,1760000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M21.00S,2022-02-04T01:10:37.8Z,2,REGULAR,substitution,in,[],1629750,,,1610612761,30,27,2022-02-04T01:10:45Z,1770000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M11.00S,2022-02-04T01:10:59.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,7.440867279894875,51.9607843137255,1610612761,32,27,2022-02-04T01:11:03Z,1780000,-10.0,17.0,1,left,C. Boucher Layup (4 PTS) (P. Siakam 3 AST),"[1628449, 1627783]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,2.0,Made,4.0,P. Siakam,1627783.0,3.0,,,,,,,,,,,,,,,
184,PT10M00.00S,2022-02-04T01:11:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,94.82588699080158,52.94117647058824,1610612741,32,29,2022-02-04T01:11:17Z,1800000,15.0,-4.0,1,right,D. DeRozan driving finger roll Layup (4 PTS),[201942],1610612741.0,CHI,driving finger roll,,,DeRozan,D. DeRozan,,,,,1.52,Made,4.0,,,,,,,,,,,,,,,,,,
185,PT09M47.00S,2022-02-04T01:11:24.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628449,6.783837056504599,49.754901960784316,1610612761,34,29,2022-02-04T01:11:29Z,1810000,1.0,11.0,1,left,C. Boucher alley-oop DUNK (6 PTS) (D. Banton 1 AST),"[1628449, 1630625]",1610612761.0,TOR,alley-oop,,,Boucher,C. Boucher,,,,,1.14,Made,6.0,D. Banton,1630625.0,1.0,,,,,,,,,,,,,,,
187,PT09M33.00S,2022-02-04T01:11:41.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,34,29,2022-02-04T01:11:41Z,1830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M26.00S,2022-02-04T01:12:01.8Z,2,REGULAR,2pt,Jump Shot,[],201942,74.19513797634691,35.049019607843135,1610612741,34,29,2022-02-04T01:13:13Z,1840000,-75.0,190.0,1,right,MISS D. DeRozan 20' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,20.43,Missed,,,,,,,,,,,,,,,,,,,
189,PT09M22.00S,2022-02-04T01:12:05.8Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,34,29,2022-02-04T01:12:12Z,1850000,,,0,,C. Boucher REBOUND (Off:2 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,188.0,6.0,4.0,2.0,,,
190,PT09M13.00S,2022-02-04T01:12:13.5Z,2,REGULAR,3pt,Jump Shot,[],1630625,33.85348226018397,41.911764705882355,1610612761,34,29,2022-02-04T01:13:46Z,1860000,40.0,266.0,1,left,MISS D. Banton 26' step back 3PT,[1630625],1610612761.0,TOR,step back,,,Banton,D. Banton,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,,
191,PT09M11.00S,2022-02-04T01:12:16.3Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,34,29,2022-02-04T01:12:16Z,1870000,,,0,,P. Siakam REBOUND (Off:2 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,190.0,6.0,4.0,2.0,,,
192,PT09M10.00S,2022-02-04T01:12:18.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,6.258212877792378,42.15686274509804,1610612761,34,29,2022-02-04T01:12:28Z,1880000,39.0,6.0,1,left,MISS P. Siakam putback Layup - blocked,"[1627783, 1629750]",1610612761.0,TOR,putback,,,Siakam,P. Siakam,,,,,3.97,Missed,,,,,,,,,,,,,,,,,Green,1629750.0,
193,PT09M10.00S,2022-02-04T01:12:18.4Z,2,REGULAR,block,,[],1629750,,,1610612761,34,29,2022-02-04T01:12:21Z,1890000,,,0,,J. Green BLOCK (1 BLK),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M10.00S,2022-02-04T01:12:18.4Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612741,34,29,2022-02-04T01:12:28Z,1900000,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,192.0,2.0,2.0,0.0,,,
195,PT09M10.00S,2022-02-04T01:12:24.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,34,29,2022-02-04T01:12:24Z,1910000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M56.00S,2022-02-04T01:15:26.4Z,2,REGULAR,foul,personal,['2freethrow'],1630625,,,1610612741,34,29,2022-02-04T01:15:36Z,1920000,,,0,,D. Banton shooting personal FOUL (1 PF) (Green 2 FT),"[1630625, 1629750]",1610612761.0,TOR,shooting,,,Banton,D. Banton,,,,,,,,,,,,,,1155.0,1.0,0.0,Green,1629750.0,,,,,,,
198,PT08M56.00S,2022-02-04T01:15:55.3Z,2,REGULAR,freethrow,1 of 2,[],1629750,,,1610612741,34,30,2022-02-04T01:15:55Z,1940000,,,0,,J. Green Free Throw 1 of 2 (4 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
199,PT08M56.00S,2022-02-04T01:15:56.0Z,2,REGULAR,substitution,out,[],1628972,,,1610612741,34,30,2022-02-04T01:16:03Z,1950000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M56.00S,2022-02-04T01:15:56.0Z,2,REGULAR,substitution,out,[],201942,,,1610612741,34,30,2022-02-04T01:16:03Z,1960000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M56.00S,2022-02-04T01:15:56.0Z,2,REGULAR,substitution,out,[],1628396,,,1610612741,34,30,2022-02-04T01:16:03Z,1970000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M56.00S,2022-02-04T01:15:56.0Z,2,REGULAR,substitution,in,[],203897,,,1610612741,34,30,2022-02-04T01:16:03Z,1980000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M56.00S,2022-02-04T01:15:56.0Z,2,REGULAR,substitution,in,[],202696,,,1610612741,34,30,2022-02-04T01:16:03Z,1990000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M56.00S,2022-02-04T01:15:56.0Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,34,30,2022-02-04T01:16:03Z,2000000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M56.00S,2022-02-04T01:16:18.5Z,2,REGULAR,freethrow,2 of 2,[],1629750,,,1610612741,34,31,2022-02-04T01:16:18Z,2010000,,,0,,J. Green Free Throw 2 of 2 (5 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
206,PT08M43.00S,2022-02-04T01:16:34.6Z,2,REGULAR,3pt,Jump Shot,[],1627783,29.517082785808146,78.18627450980392,1610612761,37,31,2022-02-04T01:16:39Z,2020000,-141.0,225.0,1,left,P. Siakam 26' 3PT  (11 PTS) (O. Anunoby 2 AST),"[1627783, 1628384]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,26.55,Made,11.0,O. Anunoby,1628384.0,2.0,,,,,,,,,,,,,,,
208,PT08M18.00S,2022-02-04T01:17:39.2Z,2,REGULAR,jumpball,recovered,[],1627783,,,1610612741,37,31,2022-02-04T01:17:39Z,2040000,,,0,,Jump Ball O. Anunoby vs. J. Green: Tip to P. Siakam,"[1627783, 1628384, 1629750]",1610612761.0,TOR,heldball,P. Siakam,1627783.0,Siakam,P. Siakam,Anunoby,1628384.0,Green,1629750.0,,,,,,,,,,,,,,,,,,,,,
211,PT08M18.00S,2022-02-04T01:17:39.2Z,2,REGULAR,turnover,lost ball,[],202696,,,1610612741,37,31,2022-02-04T01:17:39Z,2070000,,,0,,N. Vucevic lost ball TURNOVER (2 TO),"[202696, 1628384]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,2.0,Anunoby,1628384.0,,,,,,,,,,,,
212,PT08M18.00S,2022-02-04T01:17:39.2Z,2,REGULAR,steal,,[],1628384,,,1610612761,37,31,2022-02-04T01:17:39Z,2080000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M13.00S,2022-02-04T01:17:44.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630567,7.178055190538765,46.32352941176471,1610612761,39,31,2022-02-04T01:17:50Z,2090000,18.0,15.0,1,left,S. Barnes running Layup (4 PTS) (P. Siakam 4 AST),"[1630567, 1627783]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,2.37,Made,4.0,P. Siakam,1627783.0,4.0,,,,,,,,,,,,,,,
215,PT07M57.00S,2022-02-04T01:17:59.6Z,2,REGULAR,2pt,Hook,[],1629632,90.75229960578186,67.64705882352942,1610612741,39,31,2022-02-04T01:18:04Z,2110000,88.0,34.0,1,right,MISS C. White 9' driving bank Hook,[1629632],1610612741.0,CHI,driving bank,,,White,C. White,,,,,9.47,Missed,,,,,,,,,,,,,,,,,,,
216,PT07M55.00S,2022-02-04T01:18:01.6Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,39,31,2022-02-04T01:18:04Z,2120000,,,0,,C. Boucher REBOUND (Off:2 Def:5),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,215.0,7.0,5.0,2.0,,,
217,PT07M49.00S,2022-02-04T01:18:08.3Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630625,24.78646517739816,34.80392156862745,1610612761,39,31,2022-02-04T01:19:24Z,2130000,76.0,180.0,1,left,MISS D. Banton 19' pullup Shot,[1630625],1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,19.58,Missed,,,,,,,,,,,,,,,,,,,
218,PT07M46.00S,2022-02-04T01:18:11.3Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,39,31,2022-02-04T01:18:21Z,2140000,,,0,,N. Vucevic REBOUND (Off:1 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,217.0,7.0,6.0,1.0,,,
219,PT07M35.00S,2022-02-04T01:18:22.2Z,2,REGULAR,3pt,Jump Shot,[],203897,68.67608409986859,29.166666666666668,1610612741,39,31,2022-02-04T01:18:28Z,2150000,-104.0,242.0,1,right,MISS Z. LaVine 26' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,,
220,PT07M31.00S,2022-02-04T01:18:26.2Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,39,31,2022-02-04T01:18:28Z,2160000,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,219.0,3.0,2.0,1.0,,,
221,PT07M27.00S,2022-02-04T01:18:32.4Z,2,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,39,31,2022-02-04T01:18:42Z,2170000,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,,,,,,,1.0,,,201640.0,,,,,,,,,,,
222,PT07M16.00S,2022-02-04T01:18:53.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202696,89.96386333771353,76.9607843137255,1610612741,39,31,2022-02-04T01:18:59Z,2180000,135.0,42.0,1,right,MISS N. Vucevic 14' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,14.11,Missed,,,,,,,,,,,,,,,,,,,
223,PT07M12.00S,2022-02-04T01:18:57.2Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612761,39,31,2022-02-04T01:18:59Z,2190000,,,0,,D. Banton REBOUND (Off:1 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,222.0,2.0,1.0,1.0,,,
224,PT07M06.00S,2022-02-04T01:19:03.0Z,2,REGULAR,3pt,Jump Shot,[],1630567,7.440867279894875,94.36274509803921,1610612761,42,31,2022-02-04T01:19:08Z,2200000,-222.0,17.0,1,left,S. Barnes 3PT  (7 PTS) (O. Anunoby 3 AST),"[1630567, 1628384]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,22.25,Made,7.0,O. Anunoby,1628384.0,3.0,,,,,,,,,,,,,,,
226,PT06M48.00S,2022-02-04T01:19:21.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202696,93.9060446780552,49.50980392156863,1610612741,42,33,2022-02-04T01:19:26Z,2220000,-2.0,5.0,1,right,N. Vucevic cutting DUNK (7 PTS) (A. Dosunmu 2 AST),"[202696, 1630245]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,0.54,Made,7.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,,,,,
228,PT06M32.00S,2022-02-04T01:19:37.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,6.915243101182654,53.431372549019606,1610612761,44,33,2022-02-04T01:19:42Z,2240000,-17.0,13.0,1,left,C. Boucher driving Layup (8 PTS) (P. Siakam 5 AST),"[1628449, 1627783]",1610612761.0,TOR,driving,,,Boucher,C. Boucher,,,,,2.13,Made,8.0,P. Siakam,1627783.0,5.0,,,,,,,,,,,,,,,
230,PT06M25.00S,2022-02-04T01:19:44.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,94.95729303547962,51.9607843137255,1610612741,44,35,2022-02-04T01:19:51Z,2260000,10.0,-5.0,1,right,J. Green running reverse Layup (7 PTS) (A. Dosunmu 3 AST),"[1629750, 1630245]",1610612741.0,CHI,running reverse,,,Green,J. Green,,,,,1.1,Made,7.0,A. Dosunmu,1630245.0,3.0,,,,,,,,,,,,,,,
232,PT06M02.00S,2022-02-04T01:20:07.8Z,2,REGULAR,3pt,Jump Shot,[],1630625,25.837713534822605,12.5,1610612761,44,35,2022-02-04T01:20:15Z,2280000,188.0,190.0,1,left,MISS D. Banton 26' 3PT,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
233,PT05M56.00S,2022-02-04T01:20:13.8Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,44,35,2022-02-04T01:26:35Z,2290000,,,0,,N. Vucevic REBOUND (Off:1 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,232.0,8.0,7.0,1.0,,,
234,PT05M50.00S,2022-02-04T01:20:19.1Z,2,REGULAR,2pt,Jump Shot,[],1629632,74.32654402102497,32.35294117647059,1610612741,44,37,2022-02-04T01:20:25Z,2300000,-88.0,189.0,1,right,C. White 20' pullup Jump Shot (8 PTS) (N. Vucevic 1 AST),"[1629632, 202696]",1610612741.0,CHI,pullup,,,White,C. White,,,,,20.84,Made,8.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,,,
236,PT05M48.00S,2022-02-04T01:20:25.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,44,37,2022-02-04T01:20:25Z,2320000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M48.00S,2022-02-04T01:21:46.6Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,44,37,2022-02-04T01:22:42Z,2330000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M48.00S,2022-02-04T01:21:46.6Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,44,37,2022-02-04T01:22:42Z,2340000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M48.00S,2022-02-04T01:21:46.6Z,2,REGULAR,substitution,out,[],1630625,,,1610612761,44,37,2022-02-04T01:22:42Z,2350000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M48.00S,2022-02-04T01:21:46.6Z,2,REGULAR,substitution,out,[],1629632,,,1610612761,44,37,2022-02-04T01:22:42Z,2360000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M48.00S,2022-02-04T01:21:46.6Z,2,REGULAR,substitution,out,[],1629750,,,1610612761,44,37,2022-02-04T01:22:42Z,2370000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M48.00S,2022-02-04T01:21:46.6Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,44,37,2022-02-04T01:22:42Z,2380000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M48.00S,2022-02-04T01:21:46.6Z,2,REGULAR,substitution,in,[],1629018,,,1610612761,44,37,2022-02-04T01:22:42Z,2390000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M48.00S,2022-02-04T01:21:46.6Z,2,REGULAR,substitution,in,[],203920,,,1610612761,44,37,2022-02-04T01:22:42Z,2400000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M48.00S,2022-02-04T01:21:46.6Z,2,REGULAR,substitution,in,[],201942,,,1610612761,44,37,2022-02-04T01:22:42Z,2410000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M48.00S,2022-02-04T01:21:46.6Z,2,REGULAR,substitution,in,[],1628972,,,1610612761,44,37,2022-02-04T01:22:42Z,2420000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M23.00S,2022-02-04T01:23:38.6Z,2,REGULAR,2pt,Jump Shot,[],1628384,7.5722733245729295,78.67647058823529,1610612761,44,37,2022-02-04T01:23:43Z,2430000,-143.0,19.0,1,left,MISS O. Anunoby 14' step back Shot,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,14.46,Missed,,,,,,,,,,,,,,,,,,,
248,PT05M21.00S,2022-02-04T01:23:41.3Z,2,REGULAR,rebound,offensive,[],203920,,,1610612761,44,37,2022-02-04T01:23:41Z,2440000,,,0,,K. Birch REBOUND (Off:1 Def:0),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,247.0,1.0,0.0,1.0,,,
249,PT05M19.00S,2022-02-04T01:23:43.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,28.991458607095925,11.519607843137255,1610612761,44,37,2022-02-04T01:27:28Z,2450000,192.0,220.0,1,left,MISS F. VanVleet 29' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,29.23,Missed,,,,,,,,,,,,,,,,,,,
250,PT05M14.00S,2022-02-04T01:23:48.4Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612741,44,37,2022-02-04T01:23:51Z,2460000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,249.0,1.0,1.0,0.0,,,
251,PT05M06.00S,2022-02-04T01:23:55.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628972,93.24901445466492,55.88235294117647,1610612741,44,37,2022-02-04T01:24:01Z,2470000,29.0,11.0,1,right,MISS T. Brown Jr. driving floating Shot,[1628972],1610612741.0,CHI,driving floating,,,Brown Jr.,T. Brown Jr.,,,,,3.14,Missed,,,,,,,,,,,,,,,,,,,
252,PT05M04.00S,2022-02-04T01:23:57.6Z,2,REGULAR,rebound,defensive,[],203920,,,1610612761,44,37,2022-02-04T01:24:01Z,2480000,,,0,,K. Birch REBOUND (Off:1 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,251.0,2.0,1.0,1.0,,,
253,PT04M56.00S,2022-02-04T01:24:05.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,6.783837056504599,45.83333333333333,1610612761,46,37,2022-02-04T01:24:09Z,2490000,21.0,11.0,1,left,O. Anunoby Layup (7 PTS) (F. VanVleet 3 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,2.37,Made,7.0,F. VanVleet,1627832.0,3.0,,,,,,,,,,,,,,,
255,PT04M46.00S,2022-02-04T01:24:15.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.64323258869908,50.98039215686274,1610612741,46,39,2022-02-04T01:28:43Z,2510000,5.0,7.0,1,right,A. Dosunmu reverse Layup (5 PTS) (N. Vucevic 2 AST),"[1630245, 202696]",1610612741.0,CHI,reverse,,,Dosunmu,A. Dosunmu,,,,,0.88,Made,5.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,,,,,
257,PT04M34.00S,2022-02-04T01:24:28.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,10.85742444152431,36.76470588235294,1610612761,48,39,2022-02-04T01:24:34Z,2530000,66.0,50.0,1,left,P. Siakam 8' driving finger roll Layup (13 PTS) (F. VanVleet 4 AST),"[1627783, 1627832]",1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,8.27,Made,13.0,F. VanVleet,1627832.0,4.0,,,,,,,,,,,,,,,
258,PT04M13.00S,2022-02-04T01:24:47.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,94.03745072273325,47.05882352941176,1610612741,48,39,2022-02-04T01:24:52Z,2540000,-15.0,4.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,1.51,Missed,,,,,,,,,,,,,,,,,,,
259,PT04M11.00S,2022-02-04T01:24:49.9Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,48,39,2022-02-04T01:24:52Z,2550000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,258.0,1.0,1.0,0.0,,,
260,PT04M06.00S,2022-02-04T01:24:55.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1627783,7.5722733245729295,43.13725490196079,1610612761,50,39,2022-02-04T01:25:01Z,2560000,34.0,19.0,1,left,P. Siakam driving bank Hook (15 PTS) (F. VanVleet 5 AST),"[1627783, 1627832]",1610612761.0,TOR,driving bank,,,Siakam,P. Siakam,,,,,3.91,Made,15.0,F. VanVleet,1627832.0,5.0,,,,,,,,,,,,,,,
262,PT04M06.00S,2022-02-04T01:25:12.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612741,50,39,2022-02-04T01:25:12Z,2580000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M06.00S,2022-02-04T01:25:50.2Z,2,REGULAR,substitution,out,[],1628972,,,1610612741,50,39,2022-02-04T01:26:19Z,2590000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
