actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
17,PT10M26.00S,2022-02-05T00:41:56.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628381,7.440867279894875,47.549019607843135,1610612737,2,6,2022-02-05T00:42:03Z,170000,12.0,17.0,1,left,J. Collins cutting DUNK (2 PTS) (T. Young 2 AST),"[1628381, 1629027]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,2.13,Made,,,,,2.0,T. Young,1629027.0,2.0,,,,,,,,,,,
19,PT10M15.00S,2022-02-05T00:42:06.9Z,1,REGULAR,2pt,Jump Shot,[],1627832,78.97503285151117,51.02251838235294,1610612761,4,6,2022-02-05T00:45:15Z,190000,5.0,145.0,1,right,F. VanVleet 14' Jump Shot (2 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,14.52,Made,,,,,2.0,,,,,,,,,,,,,,
20,PT10M00.00S,2022-02-05T00:42:22.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,7.046649145860711,47.549019607843135,1610612737,4,8,2022-02-05T00:42:29Z,200000,12.0,14.0,1,left,C. Capela alley-oop DUNK (2 PTS) (T. Young 3 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,1.84,Made,,,,,2.0,T. Young,1629027.0,3.0,,,,,,,,,,,
22,PT09M47.00S,2022-02-05T00:42:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.9060446780552,50.98039215686274,1610612761,6,8,2022-02-05T00:42:42Z,220000,5.0,5.0,1,right,S. Barnes alley-oop Layup (2 PTS) (F. VanVleet 1 AST),"[1630567, 1627832]",1610612761.0,TOR,alley-oop,,,Barnes,S. Barnes,,,,,0.69,Made,,,,,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,
24,PT09M34.00S,2022-02-05T00:42:47.2Z,1,REGULAR,3pt,Jump Shot,[],1628381,31.09395532194481,25.49019607843137,1610612737,6,8,2022-02-05T00:42:56Z,240000,123.0,240.0,1,left,MISS J. Collins 26' pullup 3PT,[1628381],1610612737.0,ATL,pullup,,,Collins,J. Collins,,,,,26.93,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M33.00S,2022-02-05T00:42:51.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,6,8,2022-02-05T00:42:51Z,250000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,
26,PT09M33.00S,2022-02-05T00:42:53.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,6,8,2022-02-05T00:42:53Z,260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M25.00S,2022-02-05T00:43:21.6Z,1,REGULAR,foul,personal,[],1627832,,,1610612737,6,8,2022-02-05T00:46:46Z,270000,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 1628381]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,200834.0,,1.0,0.0,Collins,1628381.0,,,,,
29,PT09M17.00S,2022-02-05T00:43:50.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628381,6.652431011826544,47.05882352941176,1610612737,6,10,2022-02-05T00:47:43Z,290000,15.0,10.0,1,left,J. Collins cutting Layup (4 PTS) (T. Young 4 AST),"[1628381, 1629027]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,1.78,Made,,,,,4.0,T. Young,1629027.0,4.0,,,,,,,,,,,
31,PT09M05.00S,2022-02-05T00:44:01.6Z,1,REGULAR,3pt,Jump Shot,[],1627832,66.17936925098554,38.72549019607843,1610612761,6,10,2022-02-05T00:44:09Z,310000,-56.0,265.0,1,right,MISS F. VanVleet 27' step back 3PT,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M02.00S,2022-02-05T00:44:04.6Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,6,10,2022-02-05T00:44:09Z,320000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT08M46.00S,2022-02-05T00:44:20.7Z,1,REGULAR,2pt,Jump Shot,[],1629027,9.674770039421814,83.08823529411765,1610612737,6,12,2022-02-05T00:48:48Z,330000,-165.0,38.0,1,left,T. Young 16' pullup Jump Shot (4 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,16.98,Made,,,,,4.0,,,,,,,,,,,,,,
34,PT08M33.00S,2022-02-05T00:44:33.6Z,1,REGULAR,2pt,Jump Shot,[],1629018,92.46057818659659,16.176470588235293,1610612761,6,12,2022-02-05T00:44:42Z,340000,-169.0,18.0,1,right,MISS G. Trent Jr. 17' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,17.01,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M31.00S,2022-02-05T00:44:35.6Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,6,12,2022-02-05T00:44:42Z,350000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
36,PT08M20.00S,2022-02-05T00:44:47.4Z,1,REGULAR,2pt,Jump Shot,[],1629631,8.229303547963205,11.27450980392157,1610612737,6,12,2022-02-05T00:44:52Z,360000,194.0,25.0,1,left,MISS D. Hunter 19' Jump Shot,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,19.52,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M19.00S,2022-02-05T00:44:48.4Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,6,12,2022-02-05T00:44:52Z,370000,,,0,,T. Young REBOUND (Off:1 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,36.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
38,PT08M14.00S,2022-02-05T00:44:53.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629027,16.507884362680684,39.950980392156865,1610612737,6,14,2022-02-05T00:45:19Z,380000,50.0,103.0,1,left,T. Young 11' driving floating Jump Shot (6 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,11.43,Made,,,,,6.0,,,,,,,,,,,,,,
39,PT08M03.00S,2022-02-05T00:45:03.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,81.68528252299606,48.529411764705884,1610612761,8,14,2022-02-05T01:11:16Z,390000,-7.0,120.0,1,right,P. Siakam 11' turnaround fadeaway Jump Shot (2 PTS),[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,11.99,Made,,,,,2.0,,,,,,,,,,,,,,
57,PT07M46.00S,2022-02-05T00:45:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,5.732588699080158,48.28431372549019,1610612737,8,14,2022-02-05T00:50:53Z,395000,9.0,1.0,1,left,MISS C. Capela Layup,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,0.87,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M45.00S,2022-02-05T00:45:14.0Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,8,14,2022-02-05T00:50:53Z,397500,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,57.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
40,PT07M45.00S,2022-02-05T00:45:22.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,6.1268068331143235,45.588235294117645,1610612737,8,14,2022-02-05T00:49:50Z,400000,22.0,5.0,1,left,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,2.27,Missed,,,,,,,,,,,,,,,,,,,
41,PT07M44.00S,2022-02-05T00:45:23.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,8,14,2022-02-05T00:45:30Z,410000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
42,PT07M44.00S,2022-02-05T00:45:26.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,8,14,2022-02-05T00:45:26Z,420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M34.00S,2022-02-05T00:45:40.1Z,1,REGULAR,3pt,Jump Shot,[],1627783,67.36202365308804,42.8921568627451,1610612761,11,14,2022-02-05T00:45:47Z,430000,-36.0,254.0,1,right,P. Siakam 25' 3PT  (5 PTS) (F. VanVleet 2 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,25.68,Made,,,,,5.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,,
45,PT07M28.00S,2022-02-05T00:45:46.9Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,11,14,2022-02-05T00:45:53Z,450000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1628384]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,1.0,,,,,Anunoby,1628384.0,,,
46,PT07M28.00S,2022-02-05T00:45:46.9Z,1,REGULAR,steal,,[],1628384,,,1610612761,11,14,2022-02-05T00:45:49Z,460000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M10.00S,2022-02-05T00:46:05.6Z,1,REGULAR,foul,personal,[],1629631,,,1610612761,11,14,2022-02-05T00:46:16Z,470000,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 1627783]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,1155.0,,1.0,0.0,Siakam,1627783.0,,,,,
49,PT07M04.00S,2022-02-05T00:46:28.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627783,73.53810775295663,48.77450980392157,1610612761,13,14,2022-02-05T00:46:35Z,490000,-6.0,196.0,1,right,P. Siakam 19' step back Jump Shot (7 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,19.63,Made,,,,,7.0,,,,,,,,,,,,,,
50,PT06M51.00S,2022-02-05T00:46:41.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,17.427726675427067,39.705882352941174,1610612737,13,16,2022-02-05T00:46:51Z,500000,51.0,111.0,1,left,J. Collins 12' floating Jump Shot (6 PTS) (T. Young 5 AST),"[1628381, 1629027]",1610612737.0,ATL,floating,,,Collins,J. Collins,,,,,12.26,Made,,,,,6.0,T. Young,1629027.0,5.0,,,,,,,,,,,
52,PT06M38.00S,2022-02-05T00:46:55.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,86.41590013140605,53.18627450980392,1610612761,15,16,2022-02-05T00:47:01Z,520000,16.0,75.0,1,right,S. Barnes 7' floating Jump Shot (4 PTS) (F. VanVleet 3 AST),"[1630567, 1627832]",1610612761.0,TOR,floating,,,Barnes,S. Barnes,,,,,7.69,Made,,,,,4.0,F. VanVleet,1627832.0,3.0,,,,,,,,,,,
54,PT06M29.00S,2022-02-05T00:47:08.4Z,1,REGULAR,foul,personal,[],1628384,,,1610612737,15,16,2022-02-05T00:47:33Z,540000,,,0,,O. Anunoby loose ball personal FOUL (1 PF),"[1628384, 203991]",1610612761.0,TOR,loose ball,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,1155.0,,1.0,0.0,Capela,203991.0,,,,,
56,PT06M29.00S,2022-02-05T00:47:25.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,15,16,2022-02-05T00:47:25Z,560000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M29.00S,2022-02-05T00:47:26.3Z,1,REGULAR,substitution,out,[],203991,,,1610612737,15,16,2022-02-05T00:50:06Z,570000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M29.00S,2022-02-05T00:47:26.3Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,15,16,2022-02-05T00:50:06Z,580000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M29.00S,2022-02-05T00:47:26.3Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,15,16,2022-02-05T00:50:06Z,590000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M29.00S,2022-02-05T00:47:26.3Z,1,REGULAR,substitution,in,[],203992,,,1610612737,15,16,2022-02-05T00:50:06Z,600000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M23.00S,2022-02-05T00:50:18.5Z,1,REGULAR,3pt,Jump Shot,[],1629027,39.03786136662286,59.375,1610612737,15,16,2022-02-05T00:53:55Z,610000,-47.0,314.0,1,left,MISS T. Young 31' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,31.8,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M21.00S,2022-02-05T00:50:20.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,15,16,2022-02-05T00:50:25Z,620000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
65,PT06M12.00S,2022-02-05T00:50:30.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,84.57621550591328,35.78431372549019,1610612761,17,16,2022-02-05T00:50:38Z,630000,-71.0,92.0,1,right,P. Siakam 11' fadeaway Jump Shot (9 PTS),[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,11.67,Made,,,,,9.0,,,,,,,,,,,,,,
66,PT05M48.00S,2022-02-05T00:50:53.8Z,1,REGULAR,3pt,Jump Shot,[],1628989,18.74178712220762,95.09803921568627,1610612737,17,16,2022-02-05T00:51:00Z,640000,-225.0,124.0,1,left,MISS K. Huerter 25' pullup 3PT,[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
67,PT05M46.00S,2022-02-05T00:50:55.8Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,17,16,2022-02-05T00:51:00Z,650000,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
68,PT05M35.00S,2022-02-05T00:51:07.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,84.57621550591328,43.38235294117647,1610612761,17,16,2022-02-05T00:51:13Z,660000,-33.0,92.0,1,right,MISS P. Siakam 9' turnaround Shot - blocked,"[1627783, 1628381]",1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,9.82,Missed,,,,,,,,,,,,,,,,,Collins,1628381.0,
69,PT05M35.00S,2022-02-05T00:51:07.0Z,1,REGULAR,block,,[],1628381,,,1610612761,17,16,2022-02-05T00:51:10Z,670000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M31.00S,2022-02-05T00:51:11.0Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,17,16,2022-02-05T00:51:13Z,680000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
71,PT05M29.00S,2022-02-05T00:51:13.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628381,31.488173455978973,72.79411764705883,1610612737,17,16,2022-02-05T00:51:22Z,690000,-114.0,243.0,1,left,MISS J. Collins 26' running pullup 3PT,[1628381],1610612737.0,ATL,running pullup,,,Collins,J. Collins,,,,,26.89,Missed,,,,,,,,,,,,,,,,,,,
72,PT05M25.00S,2022-02-05T00:51:17.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,17,16,2022-02-05T00:51:22Z,700000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,71.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
73,PT05M15.00S,2022-02-05T00:51:26.6Z,1,REGULAR,3pt,Jump Shot,[],1627832,67.7562417871222,68.38235294117648,1610612761,20,16,2022-02-05T00:51:31Z,710000,92.0,251.0,1,right,F. VanVleet 26' 3PT  (5 PTS) (S. Barnes 2 AST),"[1627832, 1630567]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.69,Made,,,,,5.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,
75,PT04M57.00S,2022-02-05T00:51:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,5.995400788436268,49.754901960784316,1610612737,20,16,2022-02-05T00:51:50Z,730000,1.0,4.0,1,left,MISS O. Okongwu reverse Layup,[1630168],1610612737.0,ATL,reverse,,,Okongwu,O. Okongwu,,,,,0.41,Missed,,,,,,,,,,,,,,,,,,,
76,PT04M56.00S,2022-02-05T00:51:46.6Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,20,16,2022-02-05T00:51:46Z,740000,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,75.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
77,PT04M56.00S,2022-02-05T00:51:49.3Z,1,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612737,20,16,2022-02-05T00:52:00Z,750000,,,0,,F. VanVleet shooting personal FOUL (2 PF) (Collins 2 FT),"[1627832, 1628381]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,200834.0,,2.0,0.0,Collins,1628381.0,,,,,
79,PT04M56.00S,2022-02-05T00:52:13.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628381,,,1610612737,20,17,2022-02-05T00:52:49Z,770000,,,0,,J. Collins Free Throw 1 of 2 (7 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
80,PT04M56.00S,2022-02-05T00:52:13.8Z,1,REGULAR,substitution,out,[],1628384,,,1610612737,20,17,2022-02-05T00:52:27Z,780000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M56.00S,2022-02-05T00:52:13.8Z,1,REGULAR,substitution,out,[],1630567,,,1610612737,20,17,2022-02-05T00:52:27Z,790000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M56.00S,2022-02-05T00:52:13.8Z,1,REGULAR,substitution,in,[],1628449,,,1610612737,20,17,2022-02-05T00:52:27Z,800000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M56.00S,2022-02-05T00:52:13.8Z,1,REGULAR,substitution,in,[],1630173,,,1610612737,20,17,2022-02-05T00:52:27Z,810000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M56.00S,2022-02-05T00:52:13.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628381,,,1610612737,20,17,2022-02-05T00:52:49Z,820000,,,0,,MISS J. Collins Free Throw 2 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
85,PT04M54.00S,2022-02-05T00:52:15.1Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,20,17,2022-02-05T00:52:49Z,830000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
86,PT04M32.00S,2022-02-05T00:53:05.5Z,1,REGULAR,3pt,Jump Shot,[],1627783,63.88386990801577,42.25643382352941,1610612761,23,17,2022-02-05T00:57:17Z,840000,-39.0,287.0,1,right,P. Siakam 28' 3PT  (12 PTS) (G. Trent Jr. 1 AST),"[1627783, 1629018]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,28.96,Made,,,,,12.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,,
88,PT04M19.00S,2022-02-05T00:53:19.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,17.16491458607096,49.50980392156863,1610612737,23,17,2022-02-05T00:53:24Z,860000,2.0,109.0,1,left,MISS K. Huerter 10' pullup Shot,[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,10.89,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M16.00S,2022-02-05T00:53:22.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,23,17,2022-02-05T00:53:24Z,870000,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,88.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
90,PT04M11.00S,2022-02-05T00:53:27.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627783,68.54467805519053,22.54901960784314,1610612761,26,17,2022-02-05T00:53:34Z,880000,-137.0,243.0,1,right,P. Siakam 27' 3PT running (15 PTS) (F. VanVleet 4 AST),"[1627783, 1627832]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,27.93,Made,,,,,15.0,F. VanVleet,1627832.0,4.0,,,,,,,,,,,
