actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
17,PT10M09.00S,2021-12-29T00:42:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,8.229303547963205,62.745098039215684,1610612755,5,2,2021-12-29T00:42:52Z,170000,-64.0,25.0,1,left,MISS J. Embiid 6' pullup Shot - blocked,"[203954, 1628449]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,6.84,Missed,,,,,,,,,Boucher,1628449.0,,,,,,,,
18,PT10M09.00S,2021-12-29T00:42:45.8Z,1,REGULAR,block,,[],1628449,,,1610612755,5,2,2021-12-29T00:42:48Z,180000,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M05.00S,2021-12-29T00:42:49.8Z,1,REGULAR,rebound,defensive,[],1630201,,,1610612761,5,2,2021-12-29T00:42:52Z,190000,,,0,,M. Flynn REBOUND (Off:0 Def:1),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M04.00S,2021-12-29T00:42:50.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629139,95.22010512483574,95.58823529411765,1610612761,5,2,2021-12-29T00:42:58Z,200000,228.0,-8.0,1,right,MISS Y. Watanabe running 3PT,[1629139],1610612761.0,TOR,running,,,Watanabe,Y. Watanabe,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,
21,PT10M01.00S,2021-12-29T00:42:53.9Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612755,5,2,2021-12-29T00:42:58Z,210000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT09M53.00S,2021-12-29T00:43:02.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,14.799605781865965,44.11764705882353,1610612755,5,2,2021-12-29T00:43:07Z,220000,29.0,87.0,1,left,MISS T. Maxey 9' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,9.15,Missed,,,,,,,,,,,,,,,,,,
23,PT09M51.00S,2021-12-29T00:43:04.2Z,1,REGULAR,rebound,defensive,[],1629139,,,1610612761,5,2,2021-12-29T00:43:07Z,230000,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M40.00S,2021-12-29T00:43:15.2Z,1,REGULAR,3pt,Jump Shot,[],1628449,66.04796320630749,34.31372549019608,1610612761,5,2,2021-12-29T00:43:20Z,240000,-78.0,267.0,1,right,MISS C. Boucher 27' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,27.79,Missed,,,,,,,,,,,,,,,,,,
25,PT09M37.00S,2021-12-29T00:43:18.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,5,2,2021-12-29T00:43:20Z,250000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M28.00S,2021-12-29T00:43:29.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,11.514454664914586,40.19607843137255,1610612755,5,4,2021-12-29T00:43:38Z,260000,49.0,56.0,1,left,J. Embiid 7' turnaround bank Jump Shot (4 PTS) (T. Harris 1 AST),"[203954, 202699]",1610612755.0,PHI,turnaround bank,,,Embiid,J. Embiid,,,,,7.42,Made,,,,,4.0,T. Harris,202699.0,1.0,,,,,,,,,,
28,PT09M28.00S,2021-12-29T00:43:33.5Z,1,REGULAR,foul,personal,['1freethrow'],1628449,,,1610612755,5,4,2021-12-29T00:44:30Z,280000,,,0,,C. Boucher shooting personal FOUL (1 PF) (Embiid 1 FT),"[1628449, 203954]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,1628485.0,1.0,0.0,Embiid,203954.0,,,
30,PT09M28.00S,2021-12-29T00:43:58.0Z,1,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,5,5,2021-12-29T00:43:58Z,300000,,,0,,J. Embiid Free Throw 1 of 1 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
31,PT09M10.00S,2021-12-29T00:44:17.2Z,1,REGULAR,3pt,Jump Shot,[],1629139,93.11760840998686,4.6568627450980395,1610612761,8,5,2021-12-29T00:44:23Z,310000,-227.0,12.0,1,right,Y. Watanabe 3PT  (3 PTS) (P. Siakam 1 AST),"[1629139, 1627783]",1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,22.7,Made,,,,,3.0,P. Siakam,1627783.0,1.0,,,,,,,,,,
33,PT08M51.00S,2021-12-29T00:44:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,14.536793692509855,42.40196078431372,1610612755,8,5,2021-12-29T00:44:42Z,330000,38.0,84.0,1,left,MISS T. Maxey 9' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,9.23,Missed,,,,,,,,,,,,,,,,,,
34,PT08M48.00S,2021-12-29T00:44:39.3Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,8,5,2021-12-29T00:44:42Z,340000,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,
35,PT08M28.00S,2021-12-29T00:44:59.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628449,93.9060446780552,47.30392156862745,1610612761,10,5,2021-12-29T00:45:04Z,350000,-13.0,5.0,1,right,C. Boucher cutting DUNK (2 PTS) (P. Siakam 2 AST),"[1628449, 1627783]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,1.43,Made,,,,,2.0,P. Siakam,1627783.0,2.0,,,,,,,,,,
37,PT08M12.00S,2021-12-29T00:45:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,9.674770039421814,40.68627450980392,1610612755,10,5,2021-12-29T00:46:14Z,370000,47.0,38.0,1,left,MISS T. Harris 6' Layup - blocked,"[202699, 1627783]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,6.04,Missed,,,,,,,,,Siakam,1627783.0,,,,,,,,
38,PT08M12.00S,2021-12-29T00:45:15.2Z,1,REGULAR,block,,[],1627783,,,1610612755,10,5,2021-12-29T00:45:18Z,380000,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M04.00S,2021-12-29T00:45:23.2Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,10,5,2021-12-29T00:45:27Z,390000,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,,
40,PT08M04.00S,2021-12-29T00:45:22.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202699,5.590000152587891,50.0,1610612755,10,7,2021-12-29T00:45:22Z,400000,0.0,0.0,1,left,T. Harris putback Layup (2 PTS),[202699],1610612755.0,PHI,putback,,,Harris,T. Harris,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
41,PT07M49.00S,2021-12-29T00:45:38.8Z,1,REGULAR,turnover,bad pass,[],1630201,,,1610612761,10,7,2021-12-29T00:45:45Z,410000,,,0,,M. Flynn bad pass TURNOVER (1 TO),"[1630201, 202699]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,1.0,Harris,202699.0
42,PT07M49.00S,2021-12-29T00:45:38.8Z,1,REGULAR,steal,,[],202699,,,1610612755,10,7,2021-12-29T00:47:43Z,420000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M45.00S,2021-12-29T00:45:43.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,7.703679369250986,47.794117647058826,1610612755,10,7,2021-12-29T00:45:55Z,430000,11.0,20.0,1,left,MISS T. Harris running Layup,[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,2.27,Missed,,,,,,,,,,,,,,,,,,
44,PT07M36.00S,2021-12-29T00:45:50.9Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,10,7,2021-12-29T00:45:50Z,440000,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,,,
45,PT07M36.00S,2021-12-29T00:45:50.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203954,5.590000152587891,50.0,1610612755,10,9,2021-12-29T00:49:13Z,450000,0.0,0.0,1,left,J. Embiid tip DUNK (7 PTS),[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,0.0,Made,,,,,7.0,,,,,,,,,,,,,
46,PT07M28.00S,2021-12-29T00:45:59.2Z,1,REGULAR,2pt,Jump Shot,[],1627783,81.42247043363994,84.06862745098039,1610612761,12,9,2021-12-29T00:46:07Z,460000,170.0,122.0,1,right,P. Siakam 20' pullup Jump Shot (4 PTS),[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,20.95,Made,,,,,4.0,,,,,,,,,,,,,
47,PT07M07.00S,2021-12-29T00:46:19.4Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.40801576872536,15.931372549019606,1610612755,12,12,2021-12-29T00:46:24Z,470000,170.0,252.0,1,left,T. Maxey 30' 3PT  (3 PTS) (J. Embiid 1 AST),"[1630178, 203954]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,30.42,Made,,,,,3.0,J. Embiid,203954.0,1.0,,,,,,,,,,
49,PT06M55.00S,2021-12-29T00:46:32.2Z,1,REGULAR,turnover,lost ball,[],1629018,,,1610612761,12,12,2021-12-29T00:46:38Z,490000,,,0,,G. Trent Jr. lost ball TURNOVER (1 TO),"[1629018, 202699]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,1.0,Harris,202699.0
50,PT06M55.00S,2021-12-29T00:46:32.2Z,1,REGULAR,steal,,[],202699,,,1610612755,12,12,2021-12-29T00:46:34Z,500000,,,0,,T. Harris STEAL (2 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M52.00S,2021-12-29T00:46:35.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629680,7.30946123521682,47.794117647058826,1610612755,12,14,2021-12-29T00:46:47Z,510000,11.0,16.0,1,left,M. Thybulle running DUNK (2 PTS) (T. Harris 2 AST),"[1629680, 202699]",1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,1.96,Made,,,,,2.0,T. Harris,202699.0,2.0,,,,,,,,,,
53,PT06M33.00S,2021-12-29T00:46:56.3Z,1,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612761,12,14,2021-12-29T00:47:04Z,530000,,,0,,P. Siakam bad pass out-of-bounds TURNOVER (1 TO),[1627783],1610612761.0,TOR,bad pass,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,1628485.0,,,,,1.0,,
54,PT06M33.00S,2021-12-29T00:47:06.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,12,14,2021-12-29T00:47:06Z,540000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M13.00S,2021-12-29T00:50:19.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,18.610381077529567,51.71568627450981,1610612755,12,14,2021-12-29T00:50:27Z,550000,-9.0,122.0,1,left,MISS J. Embiid 12' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,12.27,Missed,,,,,,,,,,,,,,,,,,
56,PT06M10.00S,2021-12-29T00:50:22.6Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,12,14,2021-12-29T00:50:27Z,560000,,,0,,C. Boucher REBOUND (Off:0 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,55.0,3.0,3.0,0.0,,,,,,,,,,,,,,
57,PT05M54.00S,2021-12-29T00:50:38.0Z,1,REGULAR,2pt,Jump Shot,[],1629018,82.21090670170827,79.16666666666666,1610612761,12,14,2021-12-29T00:50:43Z,570000,146.0,115.0,1,right,MISS G. Trent Jr. 18' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,18.55,Missed,,,,,,,,,,,,,,,,,,
58,PT05M50.00S,2021-12-29T00:50:42.0Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,12,14,2021-12-29T00:50:43Z,580000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT05M44.00S,2021-12-29T00:50:48.3Z,1,REGULAR,3pt,Jump Shot,[],203552,30.962549277266753,27.450980392156865,1610612755,12,14,2021-12-29T00:50:54Z,590000,113.0,239.0,1,left,MISS S. Curry 26' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,
60,PT05M38.00S,2021-12-29T00:50:54.3Z,1,REGULAR,rebound,defensive,[],1630201,,,1610612761,12,14,2021-12-29T00:50:54Z,600000,,,0,,M. Flynn REBOUND (Off:0 Def:2),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,,
61,PT05M30.00S,2021-12-29T00:51:01.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,80.6340341655716,34.55882352941176,1610612761,14,14,2021-12-29T00:51:10Z,610000,-77.0,130.0,1,right,P. Siakam 15' step back Jump Shot (6 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,15.08,Made,,,,,6.0,,,,,,,,,,,,,
62,PT05M14.00S,2021-12-29T00:51:17.7Z,1,REGULAR,3pt,Jump Shot,[],202699,29.122864651773984,24.509803921568626,1610612755,14,14,2021-12-29T00:51:21Z,620000,127.0,221.0,1,left,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,
63,PT05M12.00S,2021-12-29T00:51:19.7Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,14,14,2021-12-29T00:51:21Z,630000,,,0,,C. Boucher REBOUND (Off:0 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,62.0,4.0,4.0,0.0,,,,,,,,,,,,,,
64,PT04M56.00S,2021-12-29T00:51:36.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,82.7365308804205,63.23529411764706,1610612761,14,14,2021-12-29T00:51:41Z,640000,66.0,110.0,1,right,MISS P. Siakam 12' turnaround Shot,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,12.82,Missed,,,,,,,,,,,,,,,,,,
65,PT04M52.00S,2021-12-29T00:51:40.2Z,1,REGULAR,rebound,defensive,[],203552,,,1610612755,14,14,2021-12-29T00:51:41Z,650000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,
66,PT04M52.00S,2021-12-29T00:51:48.3Z,1,REGULAR,foul,personal,[],1627783,,,1610612755,14,14,2021-12-29T00:52:33Z,660000,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 203954]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,1628485.0,1.0,0.0,Embiid,203954.0,,,
68,PT04M52.00S,2021-12-29T00:51:54.9Z,1,REGULAR,substitution,out,[],1627783,,,1610612755,14,14,2021-12-29T00:52:17Z,680000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
69,PT04M52.00S,2021-12-29T00:51:54.9Z,1,REGULAR,substitution,out,[],1629018,,,1610612755,14,14,2021-12-29T00:52:17Z,690000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M52.00S,2021-12-29T00:51:54.9Z,1,REGULAR,substitution,in,[],1629004,,,1610612755,14,14,2021-12-29T00:52:17Z,700000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M52.00S,2021-12-29T00:51:54.9Z,1,REGULAR,substitution,in,[],1630187,,,1610612755,14,14,2021-12-29T00:52:17Z,710000,,,0,,SUB in: D. Oturu,[1630187],1610612761.0,TOR,,,,Oturu,D. Oturu,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M47.00S,2021-12-29T00:52:28.7Z,1,REGULAR,foul,personal,['2freethrow'],1629139,,,1610612755,14,14,2021-12-29T00:52:45Z,720000,,,0,,Y. Watanabe shooting personal FOUL (1 PF) (Harris 2 FT),"[1629139, 202699]",1610612761.0,TOR,shooting,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Harris,202699.0,,,
74,PT04M47.00S,2021-12-29T00:52:56.4Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,14,15,2021-12-29T00:52:56Z,740000,,,0,,T. Harris Free Throw 1 of 2 (3 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
75,PT04M47.00S,2021-12-29T00:52:57.5Z,1,REGULAR,substitution,out,[],1629680,,,1610612755,14,15,2021-12-29T00:53:02Z,750000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M47.00S,2021-12-29T00:52:57.5Z,1,REGULAR,substitution,in,[],1627788,,,1610612755,14,15,2021-12-29T00:53:02Z,760000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M47.00S,2021-12-29T00:53:16.2Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,14,16,2021-12-29T00:53:16Z,770000,,,0,,T. Harris Free Throw 2 of 2 (4 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
78,PT04M29.00S,2021-12-29T00:53:36.7Z,1,REGULAR,3pt,Jump Shot,[],1629004,90.62089356110381,95.83333333333334,1610612761,14,16,2021-12-29T00:53:43Z,780000,229.0,36.0,1,right,MISS S. Mykhailiuk pullup 3PT,[1629004],1610612761.0,TOR,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,
79,PT04M25.00S,2021-12-29T00:53:40.7Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,14,16,2021-12-29T00:53:43Z,790000,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,78.0,3.0,2.0,1.0,,,,,,,,,,,,,,
80,PT04M21.00S,2021-12-29T00:53:45.6Z,1,REGULAR,foul,personal,['2freethrow'],1630187,,,1610612755,14,16,2021-12-29T00:54:03Z,800000,,,0,,D. Oturu shooting personal FOUL (1 PF) (Harris 2 FT),"[1630187, 202699]",1610612761.0,TOR,shooting,,,Oturu,D. Oturu,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Harris,202699.0,,,
82,PT04M21.00S,2021-12-29T00:54:13.4Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,14,17,2021-12-29T00:54:13Z,820000,,,0,,T. Harris Free Throw 1 of 2 (5 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
83,PT04M21.00S,2021-12-29T00:54:14.2Z,1,REGULAR,substitution,out,[],1629139,,,1610612755,14,17,2021-12-29T00:54:20Z,830000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M21.00S,2021-12-29T00:54:14.2Z,1,REGULAR,substitution,in,[],1629018,,,1610612755,14,17,2021-12-29T00:54:20Z,840000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M21.00S,2021-12-29T00:54:35.5Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,14,18,2021-12-29T00:54:35Z,850000,,,0,,T. Harris Free Throw 2 of 2 (6 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
86,PT04M01.00S,2021-12-29T00:54:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630201,93.51182654402102,46.32352941176471,1610612761,14,18,2021-12-29T00:55:04Z,860000,-18.0,8.0,1,right,MISS M. Flynn driving Layup,[1630201],1610612761.0,TOR,driving,,,Flynn,M. Flynn,,,,,2.03,Missed,,,,,,,,,,,,,,,,,,
87,PT03M58.00S,2021-12-29T00:55:01.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,14,18,2021-12-29T00:55:04Z,870000,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,86.0,2.0,1.0,1.0,,,,,,,,,,,,,,
