actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
350,PT11M34.00S,2021-12-01T01:50:25.1Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,39,50,2021-12-01T01:50:25Z,3490000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,349.0,1.0,1.0,0.0,,,,,,,,,,,,,,
351,PT11M25.00S,2021-12-01T01:50:35.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,6.652431011826544,51.9607843137255,1610612763,39,50,2021-12-01T01:51:07Z,3500000,-10.0,10.0,1,left,MISS T. Jones driving Layup - blocked,"[1626145, 1630567]",1610612763.0,MEM,driving,,,Jones,T. Jones,,,,,1.4,Missed,,,,,,,,,,,,,,,,,Barnes,1630567.0,
352,PT11M25.00S,2021-12-01T01:50:35.4Z,3,REGULAR,block,,[],1630567,,,1610612763,39,50,2021-12-01T01:50:38Z,3510000,,,0,,S. Barnes BLOCK (2 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT11M25.00S,2021-12-01T01:50:35.4Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,39,50,2021-12-01T01:51:27Z,3520000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,351.0,2.0,1.0,1.0,,,,,,,,,,,,,,
354,PT11M25.00S,2021-12-01T01:50:43.0Z,3,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612763,39,50,2021-12-01T01:51:43Z,3530000,,,0,,P. Siakam shooting personal FOUL (4 PF) (Jackson Jr. 2 FT),"[1627783, 1628991]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,1199.0,4.0,0.0,Jackson Jr.,1628991.0,,,,,,,,
357,PT11M25.00S,2021-12-01T01:51:43.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628991,,,1610612763,39,51,2021-12-01T01:51:43Z,3560000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (13 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
358,PT11M25.00S,2021-12-01T01:51:48.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628991,,,1610612763,39,52,2021-12-01T01:51:48Z,3570000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (14 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
359,PT11M13.00S,2021-12-01T01:52:03.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,94.43166885676742,48.77450980392157,1610612761,41,52,2021-12-01T01:52:09Z,3580000,-6.0,0.0,1,right,P. Achiuwa alley-oop DUNK (5 PTS) (F. VanVleet 2 AST),"[1630173, 1627832]",1610612761.0,TOR,alley-oop,,,Achiuwa,P. Achiuwa,,,,,0.61,Made,5.0,,,,,,,,,,,,,F. VanVleet,1627832.0,2.0,,,
361,PT10M54.00S,2021-12-01T01:52:22.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,7.703679369250986,48.03921568627451,1610612763,41,54,2021-12-01T01:52:29Z,3600000,10.0,20.0,1,left,J. Jackson Jr. driving DUNK (16 PTS) (D. Brooks 1 AST),"[1628991, 1628415]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,2.22,Made,16.0,,,,,,,,,,,,,D. Brooks,1628415.0,1.0,,,
363,PT10M41.00S,2021-12-01T01:52:34.6Z,3,REGULAR,3pt,Jump Shot,[],1627783,71.69842312746385,18.872549019607842,1610612761,41,54,2021-12-01T01:52:43Z,3620000,-156.0,214.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,,
364,PT10M39.00S,2021-12-01T01:52:36.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,41,54,2021-12-01T01:52:43Z,3630000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,363.0,,,,,,,,,,,,,,,,,
365,PT10M39.00S,2021-12-01T01:52:43.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,41,54,2021-12-01T01:52:43Z,3640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT10M27.00S,2021-12-01T01:53:10.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629004,90.22667542706965,46.07843137254902,1610612761,43,54,2021-12-01T01:53:15Z,3650000,-20.0,39.0,1,right,S. Mykhailiuk driving finger roll Layup (7 PTS),[1629004],1610612761.0,TOR,driving finger roll,,,Mykhailiuk,S. Mykhailiuk,,,,,4.4,Made,7.0,,,,,,,,,,,,,,,,,,
367,PT10M16.00S,2021-12-01T01:53:21.4Z,3,REGULAR,turnover,out-of-bounds,[],1628415,,,1610612763,43,54,2021-12-01T01:53:31Z,3660000,,,0,,D. Brooks bad pass out-of-bounds TURNOVER (2 TO),[1628415],1610612763.0,MEM,bad pass,,,Brooks,D. Brooks,,,,,,,,,,,,2.0,1179.0,,,,,,,,,,,,
368,PT10M07.00S,2021-12-01T01:53:33.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627783,90.3580814717477,44.6078431372549,1610612761,45,54,2021-12-01T01:53:38Z,3670000,-27.0,38.0,1,right,P. Siakam turnaround Hook (11 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,4.67,Made,11.0,,,,,,,,,,,,,,,,,,
369,PT09M57.00S,2021-12-01T01:53:47.8Z,3,REGULAR,foul,personal,[],1630173,,,1610612763,45,54,2021-12-01T01:54:03Z,3680000,,,0,,P. Achiuwa personal FOUL (3 PF),"[1630173, 203500]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,1627519.0,3.0,0.0,Adams,203500.0,,,,,,,,
371,PT09M50.00S,2021-12-01T01:54:09.8Z,3,REGULAR,3pt,Jump Shot,[],1628991,28.991458607095925,25.98039215686275,1610612763,45,54,2021-12-01T01:54:15Z,3700000,120.0,220.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
372,PT09M47.00S,2021-12-01T01:54:12.8Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,45,54,2021-12-01T01:54:15Z,3710000,,,0,,S. Barnes REBOUND (Off:2 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,371.0,5.0,3.0,2.0,,,,,,,,,,,,,,
373,PT09M29.00S,2021-12-01T01:54:31.6Z,3,REGULAR,turnover,bad pass,[],1627783,,,1610612761,45,54,2021-12-01T01:54:36Z,3720000,,,0,,P. Siakam bad pass TURNOVER (2 TO),"[1627783, 1628415]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,2.0,,,,,,Brooks,1628415.0,,,,,,
374,PT09M29.00S,2021-12-01T01:54:31.6Z,3,REGULAR,steal,,[],1628415,,,1610612763,45,54,2021-12-01T01:54:33Z,3730000,,,0,,D. Brooks STEAL (2 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT09M23.00S,2021-12-01T01:54:37.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628415,10.85742444152431,44.6078431372549,1610612763,45,56,2021-12-01T01:54:45Z,3740000,27.0,50.0,1,left,D. Brooks running finger roll Layup (10 PTS),[1628415],1610612763.0,MEM,running finger roll,,,Brooks,D. Brooks,,,,,5.65,Made,10.0,,,,,,,,,,,,,,,,,,
376,PT09M07.00S,2021-12-01T01:54:52.5Z,3,REGULAR,2pt,Jump Shot,[],1630173,89.04402102496715,24.019607843137255,1610612761,45,56,2021-12-01T01:55:01Z,3750000,-130.0,50.0,1,right,MISS P. Achiuwa 13' floating Shot,[1630173],1610612761.0,TOR,floating,,,Achiuwa,P. Achiuwa,,,,,13.94,Missed,,,,,,,,,,,,,,,,,,,
377,PT09M05.00S,2021-12-01T01:54:54.5Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,45,56,2021-12-01T01:55:01Z,3760000,,,0,,S. Adams REBOUND (Off:2 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,376.0,7.0,5.0,2.0,,,,,,,,,,,,,,
378,PT08M46.00S,2021-12-01T01:55:13.2Z,3,REGULAR,3pt,Jump Shot,[],1630217,27.020367936925098,84.06862745098039,1610612763,45,56,2021-12-01T01:55:20Z,3770000,-170.0,201.0,1,left,MISS D. Bane 26' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,,
379,PT08M44.00S,2021-12-01T01:55:15.2Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,45,56,2021-12-01T01:55:20Z,3780000,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,378.0,5.0,4.0,1.0,,,,,,,,,,,,,,
380,PT08M38.00S,2021-12-01T01:55:22.7Z,3,REGULAR,3pt,Jump Shot,[],1629004,93.51182654402102,3.9215686274509802,1610612761,45,56,2021-12-01T01:55:28Z,3790000,-230.0,8.0,1,right,MISS S. Mykhailiuk step back 3PT,[1629004],1610612761.0,TOR,step back,,,Mykhailiuk,S. Mykhailiuk,,,,,23.06,Missed,,,,,,,,,,,,,,,,,,,
381,PT08M35.00S,2021-12-01T01:55:25.7Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,45,56,2021-12-01T01:55:28Z,3800000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,380.0,3.0,2.0,1.0,,,,,,,,,,,,,,
382,PT08M26.00S,2021-12-01T01:55:34.9Z,3,REGULAR,2pt,Jump Shot,[],1628415,25.18068331143233,30.392156862745097,1610612763,45,56,2021-12-01T01:55:42Z,3810000,98.0,184.0,1,left,MISS D. Brooks 20' step back Shot,[1628415],1610612763.0,MEM,step back,,,Brooks,D. Brooks,,,,,20.86,Missed,,,,,,,,,,,,,,,,,,,
383,PT08M23.00S,2021-12-01T01:55:37.9Z,3,REGULAR,rebound,defensive,[],1629004,,,1610612761,45,56,2021-12-01T01:55:42Z,3820000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,382.0,1.0,1.0,0.0,,,,,,,,,,,,,,
384,PT08M15.00S,2021-12-01T01:55:45.4Z,3,REGULAR,3pt,Jump Shot,[],1630567,67.49342969776609,53.431372549019606,1610612761,48,56,2021-12-01T01:55:51Z,3830000,17.0,253.0,1,right,S. Barnes 25' 3PT  (7 PTS) (P. Siakam 3 AST),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,25.37,Made,7.0,,,,,,,,,,,,,P. Siakam,1627783.0,3.0,,,
386,PT07M49.00S,2021-12-01T01:56:10.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,14.14257555847569,46.81372549019608,1610612763,48,56,2021-12-01T01:56:22Z,3850000,16.0,80.0,1,left,MISS T. Jones 8' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,8.2,Missed,,,,,,,,,,,,,,,,,,,
387,PT07M47.00S,2021-12-01T01:56:12.9Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,48,56,2021-12-01T01:56:12Z,3860000,,,0,,P. Siakam REBOUND (Off:1 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,386.0,6.0,5.0,1.0,,,,,,,,,,,,,,
388,PT07M44.00S,2021-12-01T01:56:18.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,48,56,2021-12-01T01:56:18Z,3870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M44.00S,2021-12-01T01:56:19.5Z,3,REGULAR,substitution,out,[],1629004,,,1610612761,48,56,2021-12-01T01:56:54Z,3880000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT07M44.00S,2021-12-01T01:56:19.5Z,3,REGULAR,substitution,out,[],1627783,,,1610612761,48,56,2021-12-01T01:56:54Z,3890000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT07M44.00S,2021-12-01T01:56:19.5Z,3,REGULAR,substitution,in,[],1630625,,,1610612761,48,56,2021-12-01T01:56:54Z,3900000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M44.00S,2021-12-01T01:56:19.5Z,3,REGULAR,substitution,in,[],1629139,,,1610612761,48,56,2021-12-01T01:56:54Z,3910000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M37.00S,2021-12-01T01:56:57.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,89.70105124835742,56.61764705882353,1610612761,48,56,2021-12-01T01:57:03Z,3920000,33.0,44.0,1,right,MISS S. Barnes driving bank Hook,[1630567],1610612761.0,TOR,driving bank,,,Barnes,S. Barnes,,,,,5.53,Missed,,,,,,,,,,,,,,,,,,,
394,PT07M35.00S,2021-12-01T01:57:00.2Z,3,REGULAR,rebound,offensive,[],1630625,,,1610612761,48,56,2021-12-01T01:57:00Z,3930000,,,0,,D. Banton REBOUND (Off:2 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,393.0,3.0,1.0,2.0,,,,,,,,,,,,,,
395,PT07M32.00S,2021-12-01T01:57:03.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629139,67.23061760840999,35.049019607843135,1610612761,51,56,2021-12-01T01:57:13Z,3940000,-75.0,256.0,1,right,Y. Watanabe 26' 3PT  (6 PTS) (S. Barnes 2 AST),"[1629139, 1630567]",1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,26.62,Made,6.0,,,,,,,,,,,,,S. Barnes,1630567.0,2.0,,,
397,PT07M30.00S,2021-12-01T01:57:11.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,51,56,2021-12-01T01:57:11Z,3960000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M24.00S,2021-12-01T02:00:10.8Z,3,REGULAR,foul,personal,[],1630625,,,1610612763,51,56,2021-12-01T02:00:35Z,3970000,,,0,,D. Banton personal FOUL (1 PF),"[1630625, 1626145]",1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,1627519.0,1.0,0.0,Jones,1626145.0,,,,,,,,
400,PT07M11.00S,2021-12-01T02:00:40.7Z,3,REGULAR,foul,personal,[],1630173,,,1610612763,51,56,2021-12-01T02:00:56Z,3990000,,,0,,P. Achiuwa personal FOUL (4 PF),"[1630173, 203500]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,1179.0,4.0,0.0,Adams,203500.0,,,,,,,,
402,PT07M06.00S,2021-12-01T02:01:02.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,18.478975032851512,48.77450980392157,1610612763,51,56,2021-12-01T02:01:10Z,4010000,6.0,121.0,1,left,MISS J. Jackson Jr. 12' driving Hook,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,12.14,Missed,,,,,,,,,,,,,,,,,,,
403,PT07M04.00S,2021-12-01T02:01:04.6Z,3,REGULAR,rebound,defensive,[],1629139,,,1610612761,51,56,2021-12-01T02:01:10Z,4020000,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,402.0,1.0,1.0,0.0,,,,,,,,,,,,,,
404,PT06M58.00S,2021-12-01T02:01:10.7Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1627832,79.188567674113,75.73529411764706,1610612761,53,56,2021-12-01T02:01:25Z,4030000,129.0,143.0,1,right,F. VanVleet 19' running pullup Jump Shot (15 PTS),[1627832],1610612761.0,TOR,running pullup,,,VanVleet,F. VanVleet,,,,,19.25,Made,15.0,,,,,,,,,,,,,,,,,,
405,PT06M42.00S,2021-12-01T02:01:26.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,10.5946123521682,41.42156862745098,1610612763,53,56,2021-12-01T02:01:41Z,4040000,43.0,47.0,1,left,MISS J. Jackson Jr. 6' driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,6.37,Missed,,,,,,,,,,,,,,,,,,,
406,PT06M40.00S,2021-12-01T02:01:28.6Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,53,56,2021-12-01T02:01:28Z,4050000,,,0,,S. Adams REBOUND (Off:3 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,405.0,8.0,5.0,3.0,,,,,,,,,,,,,,
407,PT06M37.00S,2021-12-01T02:01:31.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628991,17.16491458607096,2.696078431372549,1610612763,53,56,2021-12-01T02:01:44Z,4060000,237.0,109.0,1,left,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
408,PT06M34.00S,2021-12-01T02:01:34.7Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,53,56,2021-12-01T02:01:44Z,4070000,,,0,,P. Achiuwa REBOUND (Off:2 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,407.0,5.0,3.0,2.0,,,,,,,,,,,,,,
409,PT06M23.00S,2021-12-01T02:01:45.8Z,3,REGULAR,turnover,lost ball,[],1627832,,,1610612761,53,56,2021-12-01T02:01:50Z,4080000,,,0,,F. VanVleet lost ball TURNOVER (4 TO),"[1627832, 203500]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,4.0,,,,,,Adams,203500.0,,,,,,
410,PT06M23.00S,2021-12-01T02:01:45.8Z,3,REGULAR,steal,,[],203500,,,1610612763,53,56,2021-12-01T02:06:13Z,4090000,,,0,,S. Adams STEAL (2 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M14.00S,2021-12-01T02:01:55.5Z,3,REGULAR,turnover,bad pass,[],1628415,,,1610612763,53,56,2021-12-01T02:03:14Z,4100000,,,0,,D. Brooks bad pass TURNOVER (3 TO),"[1628415, 1630567]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,3.0,,,,,,Barnes,1630567.0,,,,,,
412,PT06M14.00S,2021-12-01T02:01:55.5Z,3,REGULAR,steal,,[],1630567,,,1610612761,53,56,2021-12-01T02:01:57Z,4110000,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M11.00S,2021-12-01T02:01:58.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,94.1688567674113,49.754901960784316,1610612761,55,56,2021-12-01T02:02:05Z,4120000,-1.0,2.0,1,right,S. Barnes running Layup (9 PTS),[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,0.26,Made,9.0,,,,,,,,,,,,,,,,,,
414,PT05M59.00S,2021-12-01T02:02:58.1Z,3,REGULAR,substitution,out,[],1628415,,,1610612763,55,56,2021-12-01T02:03:10Z,4130000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M59.00S,2021-12-01T02:02:58.1Z,3,REGULAR,substitution,in,[],1629001,,,1610612763,55,56,2021-12-01T02:03:10Z,4140000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M53.00S,2021-12-01T02:03:14.0Z,3,REGULAR,jumpball,recovered,[],1626145,,,1610612763,55,56,2021-12-01T02:03:14Z,4150000,,,0,,Jump Ball J. Jackson Jr. vs. P. Achiuwa: Tip to T. Jones,"[1626145, 1628991, 1630173]",1610612763.0,MEM,heldball,T. Jones,1626145.0,Jones,T. Jones,Jackson Jr.,1628991.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,,,,,,
419,PT05M49.00S,2021-12-01T02:03:18.0Z,3,REGULAR,3pt,Jump Shot,[],1628991,31.882391590013142,27.941176470588236,1610612763,55,59,2021-12-01T02:03:30Z,4180000,110.0,247.0,1,left,J. Jackson Jr. 27' 3PT  (19 PTS) (T. Jones 5 AST),"[1628991, 1626145]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,27.07,Made,19.0,,,,,,,,,,,,,T. Jones,1626145.0,5.0,,,
420,PT05M38.00S,2021-12-01T02:03:29.3Z,3,REGULAR,2pt,Jump Shot,[],1630567,74.98357424441524,64.70588235294117,1610612761,57,59,2021-12-01T02:03:35Z,4190000,74.0,183.0,1,right,S. Barnes 19' Jump Shot (11 PTS) (D. Banton 1 AST),"[1630567, 1630625]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,19.69,Made,11.0,,,,,,,,,,,,,D. Banton,1630625.0,1.0,,,
423,PT05M18.00S,2021-12-01T02:03:49.1Z,3,REGULAR,2pt,Hook,[],1629001,9.674770039421814,29.901960784313726,1610612763,57,61,2021-12-01T02:03:54Z,4210000,100.0,38.0,1,left,D. Melton 10' driving bank Hook (4 PTS),[1629001],1610612763.0,MEM,driving bank,,,Melton,D. Melton,,,,,10.76,Made,4.0,,,,,,,,,,,,,,,,,,
424,PT05M08.00S,2021-12-01T02:03:58.7Z,3,REGULAR,3pt,Jump Shot,[],1630567,68.28186596583443,60.5392156862745,1610612761,57,61,2021-12-01T02:08:24Z,4220000,53.0,246.0,1,right,MISS S. Barnes 25' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
425,PT05M06.00S,2021-12-01T02:04:00.7Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612763,57,61,2021-12-01T02:04:03Z,4230000,,,0,,D. Melton REBOUND (Off:1 Def:4),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,424.0,5.0,4.0,1.0,,,,,,,,,,,,,,
426,PT05M01.00S,2021-12-01T02:04:08.7Z,3,REGULAR,turnover,out-of-bounds,[],1628991,,,1610612763,57,61,2021-12-01T02:10:29Z,4240000,,,0,,J. Jackson Jr. lost ball out-of-bounds TURNOVER (1 TO),[1628991],1610612763.0,MEM,lost ball,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,1.0,1627519.0,,,,,,,,,,,,
427,PT05M01.00S,2021-12-01T02:04:13.0Z,3,REGULAR,substitution,out,[],1628991,,,1610612761,57,61,2021-12-01T02:04:33Z,4250000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M01.00S,2021-12-01T02:04:13.0Z,3,REGULAR,substitution,out,[],1630217,,,1610612761,57,61,2021-12-01T02:04:33Z,4260000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M01.00S,2021-12-01T02:04:13.0Z,3,REGULAR,substitution,in,[],1630583,,,1610612761,57,61,2021-12-01T02:04:33Z,4270000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M01.00S,2021-12-01T02:04:13.0Z,3,REGULAR,substitution,in,[],203937,,,1610612761,57,61,2021-12-01T02:04:33Z,4280000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M49.00S,2021-12-01T02:04:41.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,70.25295663600527,69.85294117647058,1610612761,57,61,2021-12-01T02:10:57Z,4290000,99.0,227.0,1,right,MISS F. VanVleet 24' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,,
432,PT04M45.00S,2021-12-01T02:04:44.9Z,3,REGULAR,rebound,offensive,[],1630625,,,1610612761,57,61,2021-12-01T02:04:44Z,4300000,,,0,,D. Banton REBOUND (Off:3 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,431.0,4.0,1.0,3.0,,,,,,,,,,,,,,
433,PT04M39.00S,2021-12-01T02:04:50.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629139,70.12155059132719,21.323529411764707,1610612761,60,61,2021-12-01T02:04:56Z,4310000,-143.0,228.0,1,right,Y. Watanabe 26' 3PT  (9 PTS) (S. Barnes 3 AST),"[1629139, 1630567]",1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,26.97,Made,9.0,,,,,,,,,,,,,S. Barnes,1630567.0,3.0,,,
435,PT04M24.00S,2021-12-01T02:05:05.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,12.959921156373195,42.40196078431372,1610612763,60,61,2021-12-01T02:05:23Z,4330000,38.0,69.0,1,left,MISS D. Melton 7' driving floating Shot,[1629001],1610612763.0,MEM,driving floating,,,Melton,D. Melton,,,,,7.9,Missed,,,,,,,,,,,,,,,,,,,
436,PT04M24.00S,2021-12-01T02:05:05.5Z,3,REGULAR,rebound,offensive,[],1629001,,,1610612763,60,61,2021-12-01T02:05:23Z,4340000,,,0,,D. Melton REBOUND (Off:2 Def:4),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,435.0,6.0,4.0,2.0,,,,,,,,,,,,,,
