actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-03-26T23:40:30.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-26T23:40:30Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-03-26T23:40:33.0Z,1,REGULAR,jumpball,recovered,[],1630169,,,1610612754,0,0,2022-03-26T23:40:33Z,40000,,,0,,Jump Ball J. Smith vs. S. Barnes: Tip to T. Haliburton,"[1630169, 1630188, 1630567]",1610612754.0,IND,startperiod,T. Haliburton,1630169.0,Haliburton,T. Haliburton,Smith,1630188.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2022-03-26T23:40:52.3Z,1,REGULAR,3pt,Jump Shot,[],1627741,26.62614980289093,81.86274509803921,1610612754,0,0,2022-03-26T23:40:57Z,70000,-159.0,198.0,1,left,MISS B. Hield 25' step back 3PT,[1627741],1610612754.0,IND,step back,,,Hield,B. Hield,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2022-03-26T23:40:54.3Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,0,0,2022-03-26T23:40:57Z,80000,,,0,,K. Birch REBOUND (Off:0 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2022-03-26T23:41:04.1Z,1,REGULAR,3pt,Jump Shot,[],1628384,76.2976346911958,84.80392156862744,1610612761,0,0,2022-03-26T23:41:08Z,90000,174.0,170.0,1,right,MISS O. Anunoby 24' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,24.35,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2022-03-26T23:41:07.1Z,1,REGULAR,rebound,defensive,[],1626147,,,1610612754,0,0,2022-03-26T23:41:08Z,100000,,,0,,J. Anderson REBOUND (Off:0 Def:1),[1626147],1610612754.0,IND,,,,Anderson,J. Anderson,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M09.00S,2022-03-26T23:41:20.1Z,1,REGULAR,turnover,bad pass,[],1626147,,,1610612754,0,0,2022-03-26T23:41:24Z,110000,,,0,,J. Anderson bad pass TURNOVER (1 TO),"[1626147, 1628384]",1610612754.0,IND,,,,Anderson,J. Anderson,,,,,,,,,,,1.0,Anunoby,1628384.0,,,,,,,,,,,
12,PT11M09.00S,2022-03-26T23:41:20.1Z,1,REGULAR,steal,,[],1628384,,,1610612761,0,0,2022-03-26T23:41:21Z,120000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
13,PT10M59.00S,2022-03-26T23:41:29.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203920,86.5473061760841,42.8921568627451,1610612761,2,0,2022-03-26T23:41:34Z,130000,-36.0,74.0,1,right,K. Birch 8' turnaround Jump Shot (2 PTS) (P. Siakam 1 AST),"[203920, 1627783]",1610612761.0,TOR,turnaround,,,Birch,K. Birch,,,,,8.21,Made,,,,,,,,2.0,P. Siakam,1627783.0,1.0,,,,,,,
15,PT10M43.00S,2022-03-26T23:41:48.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629052,11.777266754270697,47.30392156862745,1610612754,2,2,2022-03-26T23:41:53Z,150000,13.0,58.0,1,left,O. Brissett driving floating Jump Shot (2 PTS) (B. Hield 1 AST),"[1629052, 1627741]",1610612754.0,IND,driving floating,,,Brissett,O. Brissett,,,,,5.97,Made,,,,,,,,2.0,B. Hield,1627741.0,1.0,,,,,,,
17,PT10M43.00S,2022-03-26T23:41:52.5Z,1,REGULAR,foul,personal,['1freethrow'],203920,,,1610612754,2,2,2022-03-26T23:42:01Z,170000,,,0,,K. Birch shooting personal FOUL (1 PF) (Brissett 1 FT),"[203920, 1629052]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Brissett,1629052.0,,
19,PT10M43.00S,2022-03-26T23:42:13.4Z,1,REGULAR,freethrow,1 of 1,[],1629052,,,1610612754,2,3,2022-03-26T23:42:13Z,190000,,,0,,O. Brissett Free Throw 1 of 1 (3 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
20,PT10M26.00S,2022-03-26T23:42:32.3Z,1,REGULAR,3pt,Jump Shot,[],1628384,94.82588699080158,95.58823529411765,1610612761,5,3,2022-03-26T23:42:38Z,200000,228.0,-4.0,1,right,O. Anunoby 3PT  (3 PTS) (S. Barnes 1 AST),"[1628384, 1630567]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,22.79,Made,,,,,,,,3.0,S. Barnes,1630567.0,1.0,,,,,,,
22,PT10M13.00S,2022-03-26T23:42:44.9Z,1,REGULAR,turnover,lost ball,[],1630188,,,1610612754,5,3,2022-03-26T23:42:48Z,220000,,,0,,J. Smith lost ball TURNOVER (1 TO),"[1630188, 1627783]",1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,1.0,Siakam,1627783.0,,,,,,,,,,,
23,PT10M13.00S,2022-03-26T23:42:44.9Z,1,REGULAR,steal,,[],1627783,,,1610612761,5,3,2022-03-26T23:49:36Z,230000,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M01.00S,2022-03-26T23:42:57.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203920,93.38042049934296,48.77450980392157,1610612761,7,3,2022-03-26T23:43:01Z,240000,-6.0,10.0,1,right,K. Birch cutting Layup (4 PTS) (F. VanVleet 1 AST),"[203920, 1627832]",1610612761.0,TOR,cutting,,,Birch,K. Birch,,,,,1.15,Made,,,,,,,,4.0,F. VanVleet,1627832.0,1.0,,,,,,,
26,PT09M47.00S,2022-03-26T23:43:11.3Z,1,REGULAR,3pt,Jump Shot,[],1629052,31.882391590013142,32.84313725490196,1610612754,7,3,2022-03-26T23:43:15Z,260000,86.0,247.0,1,left,MISS O. Brissett 26' pullup 3PT,[1629052],1610612754.0,IND,pullup,,,Brissett,O. Brissett,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,
27,PT09M45.00S,2022-03-26T23:43:13.3Z,1,REGULAR,rebound,offensive,[],1627741,,,1610612754,7,3,2022-03-26T23:43:15Z,270000,,,0,,B. Hield REBOUND (Off:1 Def:0),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,,,
28,PT09M45.00S,2022-03-26T23:43:16.9Z,1,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612754,7,3,2022-03-26T23:43:33Z,280000,,,0,,B. Hield step out-of-bounds TURNOVER (1 TO),[1627741],1610612754.0,IND,step,,,Hield,B. Hield,,,,,,,,,,,1.0,,,,,,,1199.0,,,,,,
29,PT09M23.00S,2022-03-26T23:43:45.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,94.69448094612353,4.901960784313726,1610612761,7,3,2022-03-26T23:43:51Z,290000,-225.0,-3.0,1,right,MISS O. Anunoby step back 3PT,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,
30,PT09M20.00S,2022-03-26T23:43:48.2Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,7,3,2022-03-26T23:43:51Z,300000,,,0,,B. Hield REBOUND (Off:1 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,29.0,2.0,1.0,1.0,,,,,,,,,,,,,,
31,PT09M11.00S,2022-03-26T23:43:57.1Z,1,REGULAR,2pt,Jump Shot,[],1630169,4.812746386333772,79.16666666666666,1610612754,7,5,2022-03-26T23:44:00Z,310000,-146.0,-7.0,1,left,T. Haliburton 14' pullup Jump Shot (2 PTS) (J. Anderson 1 AST),"[1630169, 1626147]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,14.6,Made,,,,,,,,2.0,J. Anderson,1626147.0,1.0,,,,,,,
33,PT08M52.00S,2022-03-26T23:44:15.6Z,1,REGULAR,3pt,Jump Shot,[],1630567,73.66951379763469,18.137254901960784,1610612761,7,5,2022-03-26T23:44:24Z,330000,-159.0,195.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,25.18,Missed,,,,,,,,,,,,,,,,,,
34,PT08M46.00S,2022-03-26T23:44:21.6Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612754,7,5,2022-03-26T23:52:00Z,340000,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M43.00S,2022-03-26T23:44:25.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629052,9.543363994743759,48.28431372549019,1610612754,7,7,2022-03-26T23:44:30Z,370000,9.0,37.0,1,left,O. Brissett running Layup (5 PTS),[1629052],1610612754.0,IND,running,,,Brissett,O. Brissett,,,,,3.82,Made,,,,,,,,5.0,,,,,,,,,,
38,PT08M32.00S,2022-03-26T23:44:39.1Z,1,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612761,7,7,2022-03-26T23:44:46Z,380000,,,0,,P. Siakam step out-of-bounds TURNOVER (1 TO),[1627783],1610612761.0,TOR,step,,,Siakam,P. Siakam,,,,,,,,,,,1.0,,,,,,,203177.0,,,,,,
39,PT08M23.00S,2022-03-26T23:44:51.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629052,22.815374507227332,44.85294117647059,1610612754,7,7,2022-03-26T23:52:53Z,390000,26.0,162.0,1,left,MISS O. Brissett 16' fadeaway Shot,[1629052],1610612754.0,IND,fadeaway,,,Brissett,O. Brissett,,,,,16.4,Missed,,,,,,,,,,,,,,,,,,
40,PT08M20.00S,2022-03-26T23:44:54.1Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,7,7,2022-03-26T23:44:56Z,400000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
