actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
87,PT05M01.00S,2022-01-01T00:54:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,93.77463863337714,46.32352941176471,1610612746,21,13,2022-01-01T01:02:38Z,850000,-18.0,6.0,1,right,J. Winslow driving Layup (2 PTS) (E. Bledsoe 1 AST),"[1626159, 202339]",1610612746.0,LAC,driving,,,Winslow,J. Winslow,,,,,1.94,Made,2.0,E. Bledsoe,202339.0,1.0,,,,,,,,,,,,,,,
90,PT04M49.00S,2022-01-01T00:54:38.6Z,1,REGULAR,foul,personal,['2freethrow'],1626159,,,1610612761,21,13,2022-01-01T00:54:55Z,870000,,,0,,J. Winslow shooting personal FOUL (1 PF) (Siakam 2 FT),"[1626159, 1627783]",1610612746.0,LAC,shooting,,,Winslow,J. Winslow,,,,,,,,,,,,,,,1627529.0,,,,,,1.0,0.0,Siakam,1627783.0,
92,PT04M49.00S,2022-01-01T00:55:13.5Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,22,13,2022-01-01T00:55:28Z,890000,,,0,,P. Siakam Free Throw 1 of 2 (6 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
93,PT04M49.00S,2022-01-01T00:55:13.5Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,22,13,2022-01-01T00:55:28Z,900000,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M44.00S,2022-01-01T00:55:18.5Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,22,13,2022-01-01T00:55:28Z,910000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,
97,PT04M27.00S,2022-01-01T00:55:44.3Z,1,REGULAR,2pt,Jump Shot,[],202694,91.93495400788436,26.47058823529412,1610612746,22,13,2022-01-01T00:55:51Z,920000,-118.0,23.0,1,right,MISS M. Morris Sr. 11' turnaround Shot,[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,11.99,Missed,,,,,,,,,,,,,,,,,,,
98,PT04M24.00S,2022-01-01T00:55:47.3Z,1,REGULAR,rebound,defensive,[],1629139,,,1610612761,22,13,2022-01-01T00:55:51Z,930000,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,
99,PT04M17.00S,2022-01-01T00:55:54.4Z,1,REGULAR,2pt,Jump Shot,[],1627783,10.200394218134035,28.676470588235293,1610612761,22,13,2022-01-01T01:04:25Z,940000,107.0,43.0,1,left,MISS P. Siakam 11' turnaround Shot,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,11.51,Missed,,,,,,,,,,,,,,,,,,,
100,PT04M15.00S,2022-01-01T00:55:56.2Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,22,13,2022-01-01T00:55:56Z,950000,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,99.0,1.0,0.0,1.0,,,,,,,,,,,
101,PT04M14.00S,2022-01-01T00:55:57.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,7.703679369250986,54.90196078431373,1610612761,22,13,2022-01-01T00:56:05Z,960000,-25.0,20.0,1,left,MISS P. Achiuwa putback Layup,[1630173],1610612761.0,TOR,putback,,,Achiuwa,P. Achiuwa,,,,,3.16,Missed,,,,,,,,,,,,,,,,,,,
102,PT04M11.00S,2022-01-01T00:56:00.0Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612746,22,13,2022-01-01T00:56:05Z,970000,,,0,,J. Winslow REBOUND (Off:0 Def:1),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,,,
103,PT03M58.00S,2022-01-01T00:56:12.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,79.71419185282524,50.73529411764706,1610612746,22,13,2022-01-01T01:05:29Z,980000,4.0,138.0,1,right,MISS E. Bledsoe 13' step back Shot,[202339],1610612746.0,LAC,step back,,,Bledsoe,E. Bledsoe,,,,,13.82,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M50.00S,2022-01-01T00:56:20.3Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,22,13,2022-01-01T00:56:22Z,990000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,
105,PT03M42.00S,2022-01-01T00:56:29.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,13.87976346911958,50.49019607843137,1610612761,22,13,2022-01-01T00:56:34Z,1000000,-2.0,78.0,1,left,MISS P. Siakam 7' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,7.8,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M40.00S,2022-01-01T00:56:31.3Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,22,13,2022-01-01T00:56:31Z,1010000,,,0,,P. Achiuwa REBOUND (Off:2 Def:0),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,105.0,2.0,0.0,2.0,,,,,,,,,,,
107,PT03M38.00S,2022-01-01T00:56:33.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,9.543363994743759,46.81372549019608,1610612761,24,13,2022-01-01T00:56:37Z,1020000,16.0,37.0,1,left,P. Achiuwa putback Layup (2 PTS),[1630173],1610612761.0,TOR,putback,,,Achiuwa,P. Achiuwa,,,,,4.05,Made,2.0,,,,,,,,,,,,,,,,,,
108,PT03M19.00S,2022-01-01T00:56:51.2Z,1,REGULAR,3pt,Jump Shot,[],1629611,93.11760840998686,4.411764705882353,1610612746,24,16,2022-01-01T00:56:57Z,1030000,-228.0,12.0,1,right,T. Mann 3PT step back (5 PTS) (M. Morris Sr. 1 AST),"[1629611, 202694]",1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,22.82,Made,5.0,M. Morris Sr.,202694.0,1.0,,,,,,,,,,,,,,,
110,PT03M08.00S,2022-01-01T00:57:04.2Z,1,REGULAR,foul,personal,['2freethrow'],202694,,,1610612761,24,16,2022-01-01T00:57:31Z,1050000,,,0,,M. Morris Sr. shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[202694, 1630173]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,202049.0,,,,,,1.0,1.0,Achiuwa,1630173.0,
112,PT03M08.00S,2022-01-01T00:57:31.8Z,1,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,25,16,2022-01-01T00:57:31Z,1070000,,,0,,P. Achiuwa Free Throw 1 of 2 (3 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
113,PT03M08.00S,2022-01-01T00:57:32.3Z,1,REGULAR,substitution,out,[],1627783,,,1610612761,25,16,2022-01-01T00:57:40Z,1080000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M08.00S,2022-01-01T00:57:32.3Z,1,REGULAR,substitution,out,[],1627832,,,1610612761,25,16,2022-01-01T00:57:40Z,1090000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M08.00S,2022-01-01T00:57:32.3Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,25,16,2022-01-01T00:57:40Z,1100000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M08.00S,2022-01-01T00:57:32.3Z,1,REGULAR,substitution,in,[],1630201,,,1610612761,25,16,2022-01-01T00:57:40Z,1110000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M08.00S,2022-01-01T00:57:54.4Z,1,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,26,16,2022-01-01T00:57:54Z,1120000,,,0,,P. Achiuwa Free Throw 2 of 2 (4 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
118,PT02M51.00S,2022-01-01T00:58:14.2Z,1,REGULAR,foul,personal,['2freethrow'],1630201,,,1610612746,26,16,2022-01-01T01:01:26Z,1130000,,,0,,M. Flynn shooting personal FOUL (1 PF) (Morris Sr. 2 FT),"[1630201, 202694]",1610612761.0,TOR,shooting,,,Flynn,M. Flynn,,,,,,,,,,,,,,,202049.0,,,,,,1.0,0.0,Morris Sr.,202694.0,
120,PT02M51.00S,2022-01-01T00:58:32.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,26,16,2022-01-01T00:58:32Z,1150000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M51.00S,2022-01-01T01:00:34.6Z,1,REGULAR,substitution,out,[],1629611,,,1610612746,26,16,2022-01-01T01:01:11Z,1160000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M51.00S,2022-01-01T01:00:34.6Z,1,REGULAR,substitution,in,[],1630553,,,1610612746,26,16,2022-01-01T01:01:11Z,1170000,,,0,,SUB in: K. Johnson,[1630553],1610612746.0,LAC,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M51.00S,2022-01-01T01:01:40.1Z,1,REGULAR,freethrow,1 of 2,[],202694,,,1610612746,26,17,2022-01-01T01:01:40Z,1180000,,,0,,M. Morris Sr. Free Throw 1 of 2 (1 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
124,PT02M51.00S,2022-01-01T01:02:02.1Z,1,REGULAR,freethrow,2 of 2,[],202694,,,1610612746,26,18,2022-01-01T01:02:02Z,1190000,,,0,,M. Morris Sr. Free Throw 2 of 2 (2 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
125,PT02M39.00S,2022-01-01T01:02:15.3Z,1,REGULAR,2pt,Jump Shot,[],1629018,26.363337713534822,69.36274509803921,1610612761,28,18,2022-01-01T01:06:49Z,1200000,-97.0,195.0,1,left,G. Trent Jr. 21' Jump Shot (8 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,21.8,Made,8.0,,,,,,,,,,,,,,,,,,
156,PT02M39.00S,2022-01-01T01:02:22.9Z,1,REGULAR,instantreplay,request,[],0,,,1610612746,28,18,2022-01-01T01:08:07Z,1205000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,Changed to 2-pt FG
126,PT02M23.00S,2022-01-01T01:02:30.6Z,1,REGULAR,3pt,Jump Shot,[],202694,67.62483574244416,45.588235294117645,1610612746,28,21,2022-01-01T01:02:35Z,1210000,-22.0,252.0,1,right,M. Morris Sr. 25' 3PT  (5 PTS) (E. Bledsoe 2 AST),"[202694, 202339]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,25.28,Made,5.0,E. Bledsoe,202339.0,2.0,,,,,,,,,,,,,,,
128,PT02M08.00S,2022-01-01T01:02:46.0Z,1,REGULAR,2pt,Jump Shot,[],1629018,23.99802890932983,27.941176470588236,1610612761,28,21,2022-01-01T01:02:53Z,1230000,110.0,173.0,1,left,MISS G. Trent Jr. 20' fadeaway Shot,[1629018],1610612761.0,TOR,fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,20.53,Missed,,,,,,,,,,,,,,,,,,,
129,PT02M04.00S,2022-01-01T01:02:50.0Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,28,21,2022-01-01T01:02:53Z,1240000,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,128.0,1.0,0.0,1.0,,,,,,,,,,,
130,PT02M04.00S,2022-01-01T01:02:50.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628449,7.178055190538765,51.470588235294116,1610612761,30,21,2022-01-01T01:02:59Z,1250000,-7.0,15.0,1,left,C. Boucher putback DUNK (2 PTS),[1628449],1610612761.0,TOR,putback,,,Boucher,C. Boucher,,,,,1.67,Made,2.0,,,,,,,,,,,,,,,,,,
131,PT01M51.00S,2022-01-01T01:03:02.5Z,1,REGULAR,3pt,Jump Shot,[],202694,78.26872536136662,8.333333333333332,1610612746,30,21,2022-01-01T01:03:08Z,1260000,-208.0,152.0,1,right,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M47.00S,2022-01-01T01:03:06.4Z,1,REGULAR,rebound,offensive,[],202694,,,1610612746,30,21,2022-01-01T01:03:06Z,1270000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,131.0,3.0,2.0,1.0,,,,,,,,,,,
133,PT01M45.00S,2022-01-01T01:03:09.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629599,80.23981603153744,5.637254901960785,1610612746,30,24,2022-01-01T01:03:14Z,1280000,-222.0,133.0,1,right,A. Coffey 25' 3PT  (3 PTS) (K. Johnson 1 AST),"[1629599, 1630553]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,25.87,Made,3.0,K. Johnson,1630553.0,1.0,,,,,,,,,,,,,,,
135,PT01M21.00S,2022-01-01T01:03:32.2Z,1,REGULAR,3pt,Jump Shot,[],1628449,23.99802890932983,13.23529411764706,1610612761,30,24,2022-01-01T01:03:37Z,1300000,184.0,173.0,1,left,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
136,PT01M18.00S,2022-01-01T01:03:35.2Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612746,30,24,2022-01-01T01:03:37Z,1310000,,,0,,J. Winslow REBOUND (Off:0 Def:2),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,135.0,2.0,2.0,0.0,,,,,,,,,,,
137,PT01M10.00S,2022-01-01T01:03:43.1Z,1,REGULAR,3pt,Jump Shot,[],1629599,68.15045992115637,56.127450980392155,1610612746,30,27,2022-01-01T01:03:47Z,1320000,31.0,247.0,1,right,A. Coffey 24' 3PT  (6 PTS) (E. Bledsoe 3 AST),"[1629599, 202339]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,24.88,Made,6.0,E. Bledsoe,202339.0,3.0,,,,,,,,,,,,,,,
139,PT01M01.00S,2022-01-01T01:03:55.4Z,1,REGULAR,foul,personal,[],202339,,,1610612761,30,27,2022-01-01T01:04:10Z,1340000,,,0,,E. Bledsoe personal FOUL (1 PF),"[202339, 1629139]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,1627529.0,,,,,,1.0,0.0,Watanabe,1629139.0,
141,PT01M01.00S,2022-01-01T01:04:09.9Z,1,REGULAR,substitution,out,[],1629018,,,1610612761,30,27,2022-01-01T01:04:18Z,1360000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M01.00S,2022-01-01T01:04:09.9Z,1,REGULAR,substitution,out,[],202694,,,1610612761,30,27,2022-01-01T01:04:18Z,1370000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M01.00S,2022-01-01T01:04:09.9Z,1,REGULAR,substitution,in,[],1629004,,,1610612761,30,27,2022-01-01T01:04:18Z,1380000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M01.00S,2022-01-01T01:04:09.9Z,1,REGULAR,substitution,in,[],1628379,,,1610612761,30,27,2022-01-01T01:04:18Z,1390000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M53.80S,2022-01-01T01:04:33.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,30,27,2022-01-01T01:04:33Z,1400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M47.40S,2022-01-01T01:04:59.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630201,14.668199737187912,62.00980392156863,1610612761,32,27,2022-01-01T01:05:04Z,1410000,-60.0,85.0,1,left,M. Flynn 10' driving floating Jump Shot (2 PTS),[1630201],1610612761.0,TOR,driving floating,,,Flynn,M. Flynn,,,,,10.44,Made,2.0,,,,,,,,,,,,,,,,,,
147,PT00M36.60S,2022-01-01T01:05:12.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,92.85479632063075,46.32352941176471,1610612746,32,29,2022-01-01T01:05:17Z,1420000,-18.0,15.0,1,right,A. Coffey driving Layup (8 PTS) (K. Johnson 2 AST),"[1629599, 1630553]",1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,2.36,Made,8.0,K. Johnson,1630553.0,2.0,,,,,,,,,,,,,,,
149,PT00M28.80S,2022-01-01T01:05:22.1Z,1,REGULAR,3pt,Jump Shot,[],1630173,32.933639947437584,42.8921568627451,1610612761,32,29,2022-01-01T01:05:28Z,1440000,36.0,257.0,1,left,MISS P. Achiuwa 25' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M23.80S,2022-01-01T01:05:27.1Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612746,32,29,2022-01-01T01:05:28Z,1450000,,,0,,J. Winslow REBOUND (Off:0 Def:3),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,149.0,3.0,3.0,0.0,,,,,,,,,,,
151,PT00M03.40S,2022-01-01T01:05:47.5Z,1,REGULAR,3pt,Jump Shot,[],202339,69.72733245729303,26.47058823529412,1610612746,32,29,2022-01-01T01:11:14Z,1460000,-118.0,232.0,1,right,MISS E. Bledsoe 26' step back 3PT,[202339],1610612746.0,LAC,step back,,,Bledsoe,E. Bledsoe,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M00.30S,2022-01-01T01:05:50.6Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612761,32,29,2022-01-01T01:05:52Z,1470000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,
153,PT00M00.00S,2022-01-01T01:05:52.1Z,1,REGULAR,3pt,Jump Shot,[],1630201,72.22404730617609,36.76470588235294,1610612761,32,29,2022-01-01T01:06:03Z,1480000,66.0,626.0,1,left,MISS M. Flynn 62' running 3PT,[1630201],1610612761.0,TOR,running,,,Flynn,M. Flynn,,,,,62.99,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M00.00S,2022-01-01T01:05:52.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,32,29,2022-01-01T01:06:03Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,153.0,,,,,,,,,,,,,,
155,PT00M00.00S,2022-01-01T01:05:58.0Z,1,REGULAR,period,end,[],0,,,1610612761,32,29,2022-01-01T01:05:58Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-01-01T01:08:04.0Z,2,REGULAR,substitution,out,['startperiod'],1630173,,,1610612761,32,29,2022-01-01T01:08:31Z,1510000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-01-01T01:08:04.0Z,2,REGULAR,substitution,in,['startperiod'],1628384,,,1610612761,32,29,2022-01-01T01:08:31Z,1520000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-01-01T01:08:31.1Z,2,REGULAR,period,start,[],0,,,1610612746,32,29,2022-01-01T01:08:32Z,1530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M50.00S,2022-01-01T01:08:40.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202339,93.38042049934296,54.166666666666664,1610612746,32,31,2022-01-01T01:08:44Z,1540000,21.0,10.0,1,right,E. Bledsoe driving Layup (2 PTS) (L. Kennard 1 AST),"[202339, 1628379]",1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,2.3,Made,2.0,L. Kennard,1628379.0,1.0,,,,,,,,,,,,,,,
162,PT11M35.00S,2022-01-01T01:08:55.0Z,2,REGULAR,2pt,Jump Shot,[],1628449,9.674770039421814,25.245098039215684,1610612761,32,31,2022-01-01T01:09:01Z,1560000,124.0,38.0,1,left,MISS C. Boucher 12' fadeaway Shot,[1628449],1610612761.0,TOR,fadeaway,,,Boucher,C. Boucher,,,,,12.96,Missed,,,,,,,,,,,,,,,,,,,
163,PT11M31.00S,2022-01-01T01:08:59.0Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,32,31,2022-01-01T01:09:01Z,1570000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,,,
164,PT11M28.00S,2022-01-01T01:09:03.2Z,2,REGULAR,foul,personal,[],1629139,,,1610612746,32,31,2022-01-01T01:09:23Z,1580000,,,0,,Y. Watanabe personal FOUL (1 PF),"[1629139, 202339]",1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,1627529.0,,,,,,1.0,0.0,Bledsoe,202339.0,
166,PT11M21.00S,2022-01-01T01:09:41.1Z,2,REGULAR,foul,personal,['3freethrow'],1628384,,,1610612746,32,31,2022-01-01T01:10:01Z,1600000,,,0,,O. Anunoby shooting personal FOUL (2 PF) (Kennard 3 FT),"[1628384, 1628379]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,1626300.0,,,,,,2.0,0.0,Kennard,1628379.0,
168,PT11M21.00S,2022-01-01T01:10:10.0Z,2,REGULAR,freethrow,1 of 3,[],1628379,,,1610612746,32,32,2022-01-01T01:10:10Z,1620000,,,0,,L. Kennard Free Throw 1 of 3 (4 PTS),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
169,PT11M21.00S,2022-01-01T01:10:19.6Z,2,REGULAR,freethrow,2 of 3,[],1628379,,,1610612746,32,33,2022-01-01T01:10:19Z,1630000,,,0,,L. Kennard Free Throw 2 of 3 (5 PTS),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
170,PT11M21.00S,2022-01-01T01:10:31.5Z,2,REGULAR,freethrow,3 of 3,[],1628379,,,1610612746,32,34,2022-01-01T01:10:31Z,1640000,,,0,,L. Kennard Free Throw 3 of 3 (6 PTS),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
171,PT11M05.00S,2022-01-01T01:10:48.9Z,2,REGULAR,3pt,Jump Shot,[],1628384,8.360709592641262,3.9215686274509802,1610612761,35,34,2022-01-01T01:20:39Z,1650000,230.0,26.0,1,left,O. Anunoby 3PT  (5 PTS) (M. Flynn 1 AST),"[1628384, 1630201]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,23.19,Made,5.0,M. Flynn,1630201.0,1.0,,,,,,,,,,,,,,,
255,PT11M05.00S,2022-01-01T01:10:59.9Z,2,REGULAR,instantreplay,request,[],0,,,1610612746,35,34,2022-01-01T01:21:35Z,1665000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,Changed to 3-pt FG
173,PT10M43.00S,2022-01-01T01:11:10.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202339,91.80354796320631,52.94117647058824,1610612746,35,34,2022-01-01T01:11:20Z,1670000,15.0,25.0,1,right,MISS E. Bledsoe driving Layup,[202339],1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,,
174,PT10M40.00S,2022-01-01T01:11:13.9Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,35,34,2022-01-01T01:11:20Z,1680000,,,0,,C. Boucher REBOUND (Off:1 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,173.0,2.0,1.0,1.0,,,,,,,,,,,
175,PT10M36.00S,2022-01-01T01:11:17.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629139,7.966491458607096,45.09803921568628,1610612761,35,34,2022-01-01T01:14:03Z,1690000,25.0,22.0,1,left,MISS Y. Watanabe driving Layup - blocked,"[1629139, 1626159]",1610612761.0,TOR,driving,,,Watanabe,Y. Watanabe,,,,,3.32,Missed,,,,,,,,,,Winslow,1626159.0,,,,,,,,
176,PT10M36.00S,2022-01-01T01:11:17.8Z,2,REGULAR,block,,[],1626159,,,1610612761,35,34,2022-01-01T01:11:19Z,1700000,,,0,,J. Winslow BLOCK (1 BLK),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
