actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-04-03T23:16:00.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-03T23:16:00Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-04-03T23:16:04.0Z,1,REGULAR,jumpball,recovered,[],1629018,,,1610612761,0,0,2022-04-03T23:16:04Z,40000,,,0,,Jump Ball S. Barnes vs. B. Adebayo: Tip to G. Trent Jr.,"[1629018, 1630567, 1628389]",1610612761.0,TOR,startperiod,G. Trent Jr.,1629018.0,Trent Jr.,G. Trent Jr.,Barnes,1630567.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2022-04-03T23:16:21.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,85.89027595269383,48.28431372549019,1610612761,0,0,2022-04-03T23:16:25Z,70000,-9.0,80.0,1,right,MISS G. Trent Jr. 8' driving floating Shot,[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,8.06,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2022-04-03T23:16:23.2Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,0,0,2022-04-03T23:16:25Z,80000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M21.00S,2022-04-03T23:16:38.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202693,8.623521681997373,52.94117647058824,1610612748,0,0,2022-04-03T23:16:43Z,90000,-15.0,29.0,1,left,MISS M. Morris driving finger roll Layup,[202693],1610612748.0,MIA,driving finger roll,,,Morris,M. Morris,,,,,3.22,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2022-04-03T23:16:40.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,0,0,2022-04-03T23:16:43Z,100000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M10.00S,2022-04-03T23:16:51.1Z,1,REGULAR,2pt,Jump Shot,[],1627832,78.79434954007884,66.42156862745098,1610612761,0,0,2022-04-03T23:19:51Z,110000,82.0,147.0,1,right,MISS F. VanVleet 16' fadeaway Shot,[1627832],1610612761.0,TOR,fadeaway,,,VanVleet,F. VanVleet,,,,,16.82,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2022-04-03T23:16:53.1Z,1,REGULAR,rebound,offensive,[],203920,,,1610612761,0,0,2022-04-03T23:19:51Z,120000,,,0,,K. Birch REBOUND (Off:1 Def:0),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
13,PT11M06.00S,2022-04-03T23:16:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203920,93.64323258869908,47.05882352941176,1610612761,0,0,2022-04-03T23:21:05Z,130000,-15.0,7.0,1,right,MISS K. Birch Layup,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,1.64,Missed,,,,,,,,,,,,,,,,,,,
15,PT11M05.00S,2022-04-03T23:16:56.4Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,0,0,2022-04-03T23:20:06Z,150000,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
16,PT11M04.00S,2022-04-03T23:17:00.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,92.06636005256242,50.73529411764706,1610612761,2,0,2022-04-03T23:20:12Z,160000,4.0,22.0,1,right,S. Barnes putback Layup (2 PTS),[1630567],1610612761.0,TOR,putback,,,Barnes,S. Barnes,,,,,2.24,Made,,,,,2.0,,,,,,,,,,,,,,
17,PT10M44.00S,2022-04-03T23:17:14.6Z,1,REGULAR,foul,personal,['3freethrow'],203920,,,1610612748,2,0,2022-04-03T23:17:24Z,170000,,,0,,K. Birch shooting personal FOUL (1 PF) (Lowry 3 FT),"[203920, 200768]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,,,,,,,,201246.0,1.0,0.0,Lowry,200768.0,,,,,,,,,
19,PT10M44.00S,2022-04-03T23:17:43.8Z,1,REGULAR,freethrow,1 of 3,[],200768,,,1610612748,2,1,2022-04-03T23:17:43Z,190000,,,0,,K. Lowry Free Throw 1 of 3 (1 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
20,PT10M44.00S,2022-04-03T23:17:57.2Z,1,REGULAR,freethrow,2 of 3,[],200768,,,1610612748,2,2,2022-04-03T23:17:57Z,200000,,,0,,K. Lowry Free Throw 2 of 3 (2 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
21,PT10M44.00S,2022-04-03T23:18:08.6Z,1,REGULAR,freethrow,3 of 3,[],200768,,,1610612748,2,3,2022-04-03T23:18:08Z,210000,,,0,,K. Lowry Free Throw 3 of 3 (3 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
22,PT10M28.00S,2022-04-03T23:18:28.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,88.64980289093299,55.14705882352941,1610612761,4,3,2022-04-03T23:18:33Z,220000,26.0,54.0,1,right,P. Siakam 6' turnaround Hook (2 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,6.0,Made,,,,,2.0,,,,,,,,,,,,,,
23,PT10M17.00S,2022-04-03T23:18:38.6Z,1,REGULAR,3pt,Jump Shot,[],202693,5.338370565045992,95.34313725490196,1610612748,4,3,2022-04-03T23:18:42Z,230000,-227.0,-2.0,1,left,MISS M. Morris 3PT,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
