actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
15,PT10M54.00S,2022-04-07T23:41:46.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,0,0,2022-04-07T23:41:49Z,150000,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,14.0,3.0,2.0,1.0,,,,,,,,,,,,,,
16,PT10M43.00S,2022-04-07T23:41:57.7Z,1,REGULAR,2pt,Jump Shot,[],1627783,88.91261498028909,28.676470588235293,1610612761,0,0,2022-04-07T23:42:08Z,160000,-107.0,52.0,1,right,MISS P. Siakam 11' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,11.85,Missed,,,,,,,,,,,,,,,,,,
17,PT10M40.00S,2022-04-07T23:42:00.7Z,1,REGULAR,rebound,offensive,[],203920,,,1610612761,0,0,2022-04-07T23:42:08Z,170000,,,0,,K. Birch REBOUND (Off:2 Def:0),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,16.0,2.0,0.0,2.0,,,,,,,,,,,,,,
18,PT10M40.00S,2022-04-07T23:42:00.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203920,94.40999984741211,50.0,1610612761,2,0,2022-04-07T23:42:00Z,180000,0.0,0.0,1,right,K. Birch tip Layup (2 PTS),[203920],1610612761.0,TOR,tip,,,Birch,K. Birch,,,,,0.0,Made,,,,,,,2.0,,,,,,,,,,,
19,PT10M26.00S,2022-04-07T23:42:14.8Z,1,REGULAR,3pt,Jump Shot,[],201980,6.652431011826544,96.07843137254902,1610612755,2,3,2022-04-07T23:42:18Z,190000,-230.0,10.0,1,left,D. Green 3PT  (3 PTS) (J. Harden 1 AST),"[201980, 201935]",1610612755.0,PHI,,,,Green,D. Green,,,,,23.06,Made,,,,,,,3.0,J. Harden,201935.0,1.0,,,,,,,,
21,PT10M00.00S,2022-04-07T23:42:40.2Z,1,REGULAR,2pt,Jump Shot,[],1630173,93.11760840998686,76.7156862745098,1610612761,2,3,2022-04-07T23:42:48Z,210000,134.0,12.0,1,right,MISS P. Achiuwa 13' pullup Shot,[1630173],1610612761.0,TOR,pullup,,,Achiuwa,P. Achiuwa,,,,,13.42,Missed,,,,,,,,,,,,,,,,,,
22,PT09M58.00S,2022-04-07T23:42:42.2Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,2,3,2022-04-07T23:42:48Z,220000,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,,
23,PT09M51.00S,2022-04-07T23:42:50.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,70.12155059132719,70.58823529411765,1610612761,2,3,2022-04-07T23:42:56Z,230000,103.0,228.0,1,right,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,
24,PT09M47.00S,2022-04-07T23:42:54.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,2,3,2022-04-07T23:42:56Z,240000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,
25,PT09M47.00S,2022-04-07T23:42:57.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,2,3,2022-04-07T23:42:57Z,250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M36.00S,2022-04-07T23:43:11.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,30.56833114323259,76.47058823529412,1610612755,2,6,2022-04-07T23:43:18Z,260000,-132.0,235.0,1,left,T. Maxey 26' 3PT pullup (3 PTS) (J. Harden 2 AST),"[1630178, 201935]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,26.96,Made,,,,,,,3.0,J. Harden,201935.0,2.0,,,,,,,,
28,PT09M25.00S,2022-04-07T23:43:21.8Z,1,REGULAR,2pt,Jump Shot,[],1629018,72.48685939553219,40.44117647058824,1610612761,2,6,2022-04-07T23:43:26Z,280000,-48.0,206.0,1,right,MISS G. Trent Jr. 21' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,21.16,Missed,,,,,,,,,,,,,,,,,,
29,PT09M22.00S,2022-04-07T23:43:24.8Z,1,REGULAR,rebound,defensive,[],201980,,,1610612755,2,6,2022-04-07T23:43:26Z,290000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M07.00S,2022-04-07T23:43:40.6Z,1,REGULAR,2pt,Jump Shot,[],201935,5.601182654402102,29.166666666666668,1610612755,2,6,2022-04-07T23:43:46Z,300000,104.0,0.0,1,left,MISS J. Harden 10' driving floating Shot,[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,10.42,Missed,,,,,,,,,,,,,,,,,,
31,PT09M04.00S,2022-04-07T23:43:43.6Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,2,6,2022-04-07T23:43:46Z,310000,,,0,,K. Birch REBOUND (Off:2 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,30.0,3.0,1.0,2.0,,,,,,,,,,,,,,
32,PT09M00.00S,2022-04-07T23:43:47.2Z,1,REGULAR,2pt,Layup,['fastbreak'],203920,89.96386333771353,30.637254901960787,1610612761,2,6,2022-04-07T23:43:57Z,320000,-97.0,42.0,1,right,MISS K. Birch 10' running Layup,[203920],1610612761.0,TOR,running,,,Birch,K. Birch,,,,,10.54,Missed,,,,,,,,,,,,,,,,,,
33,PT08M57.00S,2022-04-07T23:43:50.2Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,2,6,2022-04-07T23:43:57Z,330000,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,
34,PT08M57.00S,2022-04-07T23:43:50.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630173,94.40999984741211,50.0,1610612761,2,6,2022-04-07T23:44:02Z,340000,0.0,0.0,1,right,MISS P. Achiuwa tip Layup,[1630173],1610612761.0,TOR,tip,,,Achiuwa,P. Achiuwa,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
35,PT08M56.00S,2022-04-07T23:43:51.6Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,2,6,2022-04-07T23:43:51Z,350000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT08M49.00S,2022-04-07T23:43:58.5Z,1,REGULAR,3pt,Jump Shot,[],202699,5.995400788436268,0.9803921568627451,1610612755,2,9,2022-04-07T23:44:05Z,360000,245.0,4.0,1,left,T. Harris 24' 3PT  (3 PTS) (D. Green 1 AST),"[202699, 201980]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,24.51,Made,,,,,,,3.0,D. Green,201980.0,1.0,,,,,,,,
38,PT08M42.00S,2022-04-07T23:44:04.9Z,1,REGULAR,turnover,bad pass,[],203920,,,1610612761,2,9,2022-04-07T23:44:10Z,380000,,,0,,K. Birch bad pass TURNOVER (1 TO),"[203920, 1630178]",1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,1.0,,,,,Maxey,1630178.0,,,,,,
39,PT08M42.00S,2022-04-07T23:44:04.9Z,1,REGULAR,steal,,[],1630178,,,1610612755,2,9,2022-04-07T23:44:06Z,390000,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M38.00S,2022-04-07T23:44:08.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,7.440867279894875,96.32352941176471,1610612755,2,12,2022-04-07T23:44:14Z,400000,-232.0,17.0,1,left,T. Maxey 3PT  (6 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,23.23,Made,,,,,,,6.0,,,,,,,,,,,
41,PT08M18.00S,2022-04-07T23:44:29.2Z,1,REGULAR,3pt,Jump Shot,[],1630173,77.61169513797634,9.313725490196079,1610612761,2,12,2022-04-07T23:44:37Z,410000,-203.0,158.0,1,right,MISS P. Achiuwa 25' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,
42,PT08M15.00S,2022-04-07T23:44:32.2Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,2,12,2022-04-07T23:44:37Z,420000,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT08M01.00S,2022-04-07T23:44:46.6Z,1,REGULAR,2pt,Jump Shot,[],203954,24.52365308804205,29.411764705882355,1610612755,2,12,2022-04-07T23:44:52Z,430000,103.0,178.0,1,left,MISS J. Embiid 20' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,20.56,Missed,,,,,,,,,,,,,,,,,,
44,PT07M57.00S,2022-04-07T23:44:50.6Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,2,12,2022-04-07T23:44:52Z,440000,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,43.0,2.0,1.0,1.0,,,,,,,,,,,,,,
45,PT07M49.00S,2022-04-07T23:44:58.0Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,2,12,2022-04-07T23:45:03Z,450000,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 202699]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,1.0,,,,,Harris,202699.0,,,,,,
46,PT07M49.00S,2022-04-07T23:44:58.0Z,1,REGULAR,steal,,[],202699,,,1610612755,2,12,2022-04-07T23:45:00Z,460000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M46.00S,2022-04-07T23:45:03.7Z,1,REGULAR,turnover,lost ball,[],202699,,,1610612755,2,12,2022-04-07T23:45:15Z,470000,,,0,,T. Harris lost ball TURNOVER (1 TO),"[202699, 1630173]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,1.0,,,,,Achiuwa,1630173.0,,,,,,
48,PT07M46.00S,2022-04-07T23:45:03.7Z,1,REGULAR,steal,,[],1630173,,,1610612761,2,12,2022-04-07T23:45:12Z,480000,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M44.00S,2022-04-07T23:45:42.7Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612761,2,12,2022-04-07T23:45:42Z,490000,,,0,,Jump Ball T. Harris vs. P. Achiuwa: Tip to J. Harden,"[201935, 202699, 1630173]",1610612755.0,PHI,heldball,J. Harden,201935.0,Harden,J. Harden,Harris,202699.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,,,,,
52,PT07M44.00S,2022-04-07T23:45:42.7Z,1,REGULAR,turnover,lost ball,[],1630173,,,1610612761,2,12,2022-04-07T23:45:42Z,520000,,,0,,P. Achiuwa lost ball TURNOVER (2 TO),"[1630173, 202699]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,2.0,,,,,Harris,202699.0,,,,,,
53,PT07M44.00S,2022-04-07T23:45:42.7Z,1,REGULAR,steal,,[],202699,,,1610612755,2,12,2022-04-07T23:45:42Z,530000,,,0,,T. Harris STEAL (2 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M39.00S,2022-04-07T23:45:52.8Z,1,REGULAR,foul,personal,[],1630567,,,1610612755,2,12,2022-04-07T23:46:02Z,540000,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 203954]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,202901.0,,,,,,,,1.0,0.0,Embiid,203954.0,,
56,PT07M28.00S,2022-04-07T23:46:21.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202699,5.863994743758213,2.450980392156863,1610612755,2,15,2022-04-07T23:46:25Z,560000,238.0,3.0,1,left,T. Harris 3PT  (6 PTS) (J. Harden 3 AST),"[202699, 201935]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,23.77,Made,,,,,,,6.0,J. Harden,201935.0,3.0,,,,,,,,
58,PT07M27.00S,2022-04-07T23:46:25.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,2,15,2022-04-07T23:46:25Z,580000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M27.00S,2022-04-07T23:48:19.4Z,1,REGULAR,substitution,out,[],1630173,,,1610612761,2,15,2022-04-07T23:48:41Z,590000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M27.00S,2022-04-07T23:48:19.4Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,2,15,2022-04-07T23:48:41Z,600000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M14.00S,2022-04-07T23:49:26.2Z,1,REGULAR,3pt,Jump Shot,[],1629018,71.43561103810775,23.774509803921568,1610612761,2,15,2022-04-07T23:49:30Z,610000,-131.0,216.0,1,right,MISS G. Trent Jr. 25' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
62,PT07M11.00S,2022-04-07T23:49:29.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,2,15,2022-04-07T23:49:30Z,620000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT07M04.00S,2022-04-07T23:49:35.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,7.703679369250986,49.26470588235294,1610612755,2,17,2022-04-08T00:08:08Z,630000,4.0,20.0,1,left,J. Embiid DUNK (2 PTS) (J. Harden 4 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,2.02,Made,,,,,,,2.0,J. Harden,201935.0,4.0,,,,,,,,
65,PT06M37.00S,2022-04-07T23:50:02.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,84.05059132720105,36.27450980392157,1610612761,4,17,2022-04-07T23:50:08Z,650000,-69.0,97.0,1,right,P. Siakam 11' fadeaway Jump Shot (2 PTS),[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,11.91,Made,,,,,,,2.0,,,,,,,,,,,
66,PT06M25.00S,2022-04-07T23:50:13.9Z,1,REGULAR,3pt,Jump Shot,[],203954,32.40801576872536,60.5392156862745,1610612755,4,17,2022-04-07T23:50:18Z,660000,-53.0,252.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,
67,PT06M23.00S,2022-04-07T23:50:15.9Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,4,17,2022-04-07T23:50:18Z,670000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
68,PT06M16.00S,2022-04-07T23:50:23.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,87.99277266754271,57.59803921568627,1610612761,4,17,2022-04-07T23:50:30Z,680000,38.0,60.0,1,right,MISS S. Barnes 7' turnaround Hook,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,7.14,Missed,,,,,,,,,,,,,,,,,,
69,PT06M13.00S,2022-04-07T23:50:26.8Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,4,17,2022-04-07T23:50:30Z,690000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT06M06.00S,2022-04-07T23:50:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,12.828515111695138,46.81372549019608,1610612755,4,17,2022-04-07T23:50:38Z,700000,16.0,68.0,1,left,MISS T. Maxey 6' driving finger roll Layup - blocked,"[1630178, 1628449]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,6.99,Missed,,,,,,,,,,,,,,,,,Boucher,1628449.0
71,PT06M06.00S,2022-04-07T23:50:33.2Z,1,REGULAR,block,,[],1628449,,,1610612755,4,17,2022-04-07T23:50:36Z,710000,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M03.00S,2022-04-07T23:50:36.2Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,4,17,2022-04-07T23:50:38Z,720000,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,70.0,4.0,3.0,1.0,,,,,,,,,,,,,,
73,PT06M00.00S,2022-04-07T23:50:39.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,94.95729303547962,4.166666666666666,1610612761,4,17,2022-04-07T23:50:52Z,730000,-229.0,-5.0,1,right,MISS G. Trent Jr. running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,
74,PT05M56.00S,2022-04-07T23:50:43.7Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,4,17,2022-04-08T00:00:11Z,740000,,,0,,S. Barnes REBOUND (Off:2 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,73.0,3.0,1.0,2.0,,,,,,,,,,,,,,
75,PT05M50.00S,2022-04-07T23:50:50.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627783,85.89027595269383,51.71568627450981,1610612761,6,17,2022-04-07T23:50:57Z,750000,9.0,80.0,1,right,P. Siakam 8' driving floating Jump Shot (4 PTS),[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,8.06,Made,,,,,,,4.0,,,,,,,,,,,
76,PT05M32.00S,2022-04-07T23:51:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.521024967148489,47.05882352941176,1610612755,6,19,2022-04-07T23:51:27Z,760000,15.0,9.0,1,left,J. Embiid driving Layup (4 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,1.71,Made,,,,,,,4.0,,,,,,,,,,,
78,PT05M32.00S,2022-04-07T23:51:30.3Z,1,REGULAR,foul,personal,['1freethrow'],1629018,,,1610612755,6,19,2022-04-07T23:51:35Z,780000,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (Embiid 1 FT),"[1629018, 203954]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,202058.0,,,,,,,,1.0,0.0,Embiid,203954.0,,
80,PT05M32.00S,2022-04-07T23:51:36.3Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,6,19,2022-04-07T23:52:21Z,800000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M32.00S,2022-04-07T23:51:36.3Z,1,REGULAR,substitution,out,[],202699,,,1610612755,6,19,2022-04-07T23:52:21Z,810000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M32.00S,2022-04-07T23:51:36.3Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,6,19,2022-04-07T23:52:21Z,820000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M32.00S,2022-04-07T23:51:36.3Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,6,19,2022-04-07T23:52:21Z,830000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M32.00S,2022-04-07T23:51:59.1Z,1,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,6,20,2022-04-07T23:51:59Z,840000,,,0,,J. Embiid Free Throw 1 of 1 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
85,PT05M14.00S,2022-04-07T23:52:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,91.40932982917214,43.13725490196079,1610612761,6,20,2022-04-07T23:52:24Z,850000,-34.0,28.0,1,right,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,4.45,Missed,,,,,,,,,,,,,,,,,,
86,PT05M12.00S,2022-04-07T23:52:21.8Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,6,20,2022-04-07T23:52:24Z,860000,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,85.0,3.0,3.0,0.0,,,,,,,,,,,,,,
87,PT04M54.00S,2022-04-07T23:52:42.3Z,1,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,6,20,2022-04-07T23:52:48Z,870000,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (1 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,,,,,,,202901.0,1.0,,,,,,,,,,,,
