actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
173,PT12M00.00S,2022-01-08T01:06:06.1Z,2,REGULAR,substitution,in,['startperiod'],1630173,,,1610612761,25,40,2022-01-08T01:07:04Z,1720000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-01-08T01:06:06.1Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,25,40,2022-01-08T01:07:04Z,1730000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-01-08T01:06:06.1Z,2,REGULAR,substitution,in,['startperiod'],1630190,,,1610612761,25,40,2022-01-08T01:07:04Z,1740000,,,0,,SUB in: E. Hughes,[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-01-08T01:07:16.9Z,2,REGULAR,period,start,[],0,,,1610612761,25,40,2022-01-08T01:07:16Z,1750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M44.00S,2022-01-08T01:07:31.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,12.565703022339028,34.55882352941176,1610612761,27,40,2022-01-08T01:07:36Z,1760000,77.0,66.0,1,left,S. Barnes 10' driving Hook (6 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,10.13,Made,,,,,,,,,,,6.0,,,,,,,,
178,PT11M33.00S,2022-01-08T01:07:45.3Z,2,REGULAR,turnover,out-of-bounds,[],1630215,,,1610612762,27,40,2022-01-08T01:07:51Z,1770000,,,0,,J. Butler bad pass out-of-bounds TURNOVER (2 TO),[1630215],1610612762.0,UTA,bad pass,,,Butler,J. Butler,,,,,,,,,,,2.0,,,203591.0,,,,,,,,,,,
179,PT11M18.00S,2022-01-08T01:08:07.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630567,15.456636005256241,51.71568627450981,1610612761,27,40,2022-01-08T01:08:15Z,1780000,-9.0,93.0,1,left,MISS S. Barnes 9' pullup Shot - blocked,"[1630567, 202355]",1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,9.32,Missed,,,,,,,,,Whiteside,202355.0,,,,,,,,,
180,PT11M18.00S,2022-01-08T01:08:07.6Z,2,REGULAR,block,,[],202355,,,1610612761,27,40,2022-01-08T01:08:13Z,1790000,,,0,,H. Whiteside BLOCK (1 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M13.00S,2022-01-08T01:08:12.6Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,27,40,2022-01-08T01:08:15Z,1800000,,,0,,S. Barnes REBOUND (Off:2 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,179.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
182,PT11M13.00S,2022-01-08T01:08:17.2Z,2,REGULAR,foul,offensive,[],1629018,,,1610612761,27,40,2022-01-08T01:08:54Z,1810000,,,0,,G. Trent Jr. offensive FOUL (2 PF),"[1629018, 1627863]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,203591.0,,,,,,,2.0,0.0,House Jr.,1627863.0,
184,PT11M13.00S,2022-01-08T01:08:17.2Z,2,REGULAR,turnover,offensive foul,[],1629018,,,1610612761,27,40,2022-01-08T01:08:17Z,1830000,,,0,,G. Trent Jr. offensive foul TURNOVER (2 TO),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,2.0,,,203591.0,,,,,,,,,,,
185,PT11M00.00S,2022-01-08T01:08:38.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630190,74.58935611038108,15.686274509803921,1610612762,27,40,2022-01-08T01:08:44Z,1840000,-172.0,186.0,1,right,MISS E. Hughes 25' floating 3PT,[1630190],1610612762.0,UTA,floating,,,Hughes,E. Hughes,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
186,PT10M58.00S,2022-01-08T01:08:40.6Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,27,40,2022-01-08T01:08:44Z,1850000,,,0,,S. Barnes REBOUND (Off:2 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,185.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
187,PT10M57.00S,2022-01-08T01:08:43.9Z,2,REGULAR,foul,personal,['2freethrow'],1630215,,,1610612761,27,40,2022-01-08T01:08:57Z,1860000,,,0,,J. Butler shooting personal FOUL (1 PF) (Siakam 2 FT),"[1630215, 1627783]",1610612762.0,UTA,shooting,,,Butler,J. Butler,,,,,,,,,,,,,,203591.0,,,,,,,1.0,0.0,Siakam,1627783.0,
189,PT10M57.00S,2022-01-08T01:09:09.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,28,40,2022-01-08T01:09:09Z,1880000,,,0,,P. Siakam Free Throw 1 of 2 (4 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,,,,,,,4.0,,,,,,,,
190,PT10M57.00S,2022-01-08T01:09:24.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,29,40,2022-01-08T01:09:24Z,1890000,,,0,,P. Siakam Free Throw 2 of 2 (5 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,,,,,,,5.0,,,,,,,,
191,PT10M35.00S,2022-01-08T01:09:47.9Z,2,REGULAR,turnover,bad pass,[],1630238,,,1610612762,29,40,2022-01-08T01:09:52Z,1900000,,,0,,M. Fitts bad pass TURNOVER (1 TO),"[1630238, 1628449]",1610612762.0,UTA,,,,Fitts,M. Fitts,,,,,,,,,,,1.0,Boucher,1628449.0,,,,,,,,,,,,
192,PT10M35.00S,2022-01-08T01:09:47.9Z,2,REGULAR,steal,,[],1628449,,,1610612761,29,40,2022-01-08T01:09:50Z,1910000,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M30.00S,2022-01-08T01:09:53.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629018,22.026938239159,90.93137254901961,1610612761,29,40,2022-01-08T01:10:02Z,1920000,-205.0,155.0,1,left,MISS G. Trent Jr. 25' running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,,
194,PT10M26.00S,2022-01-08T01:09:57.6Z,2,REGULAR,rebound,defensive,[],1630238,,,1610612762,29,40,2022-01-08T01:10:02Z,1930000,,,0,,M. Fitts REBOUND (Off:0 Def:1),[1630238],1610612762.0,UTA,,,,Fitts,M. Fitts,,,,,,,193.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
195,PT10M19.00S,2022-01-08T01:10:04.2Z,2,REGULAR,3pt,Jump Shot,[],1630190,95.6143232588699,95.83333333333334,1610612762,29,43,2022-01-08T01:10:11Z,1940000,229.0,-11.0,1,right,E. Hughes 3PT  (9 PTS) (D. House Jr. 2 AST),"[1630190, 1627863]",1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,22.95,Made,,,,,,,,,,,9.0,D. House Jr.,1627863.0,2.0,,,,,
197,PT09M55.00S,2022-01-08T01:10:28.2Z,2,REGULAR,3pt,Jump Shot,[],1628449,27.677398160315374,81.86274509803921,1610612761,29,43,2022-01-08T01:10:33Z,1960000,-159.0,208.0,1,left,MISS C. Boucher 26' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,,
198,PT09M52.00S,2022-01-08T01:10:31.2Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612761,29,43,2022-01-08T01:10:33Z,1970000,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,197.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
199,PT09M46.00S,2022-01-08T01:10:37.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,21.369908015768726,91.17647058823529,1610612761,32,43,2022-01-08T01:10:42Z,1980000,-206.0,148.0,1,left,P. Siakam 25' 3PT  (8 PTS) (S. Barnes 1 AST),"[1627783, 1630567]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,25.38,Made,,,,,,,,,,,8.0,S. Barnes,1630567.0,1.0,,,,,
201,PT09M32.00S,2022-01-08T01:10:51.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630190,84.44480946123521,53.67647058823529,1610612762,32,45,2022-01-08T01:10:56Z,2000000,18.0,94.0,1,right,E. Hughes 9' driving floating Jump Shot (11 PTS) (D. House Jr. 3 AST),"[1630190, 1627863]",1610612762.0,UTA,driving floating,,,Hughes,E. Hughes,,,,,9.55,Made,,,,,,,,,,,11.0,D. House Jr.,1627863.0,3.0,,,,,
203,PT09M17.00S,2022-01-08T01:11:06.2Z,2,REGULAR,turnover,lost ball,[],1627783,,,1610612761,32,45,2022-01-08T01:11:13Z,2020000,,,0,,P. Siakam lost ball TURNOVER (1 TO),"[1627783, 1630190]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,1.0,Hughes,1630190.0,,,,,,,,,,,,
204,PT09M17.00S,2022-01-08T01:11:06.2Z,2,REGULAR,steal,,[],1630190,,,1610612762,32,45,2022-01-08T01:11:10Z,2030000,,,0,,E. Hughes STEAL (1 STL),[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M58.00S,2022-01-08T01:11:31.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,32,45,2022-01-08T01:11:31Z,2040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M55.00S,2022-01-08T01:11:50.7Z,2,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612762,32,45,2022-01-08T01:12:00Z,2050000,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Whiteside 2 FT),"[1630173, 202355]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,203591.0,,,,,,,1.0,0.0,Whiteside,202355.0,
208,PT08M55.00S,2022-01-08T01:12:14.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202355,,,1610612762,32,45,2022-01-08T01:12:14Z,2070000,,,0,,MISS H. Whiteside Free Throw 1 of 2,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Missed,,,,,,,,,,,,,,,,,,,
209,PT08M55.00S,2022-01-08T01:12:14.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,32,45,2022-01-08T01:12:14Z,2080000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,
210,PT08M55.00S,2022-01-08T01:12:26.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202355,,,1610612762,32,46,2022-01-08T01:12:26Z,2090000,,,0,,H. Whiteside Free Throw 2 of 2 (5 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,,,,,,,,,,,5.0,,,,,,,,
211,PT08M40.00S,2022-01-08T01:12:45.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,8.492115637319317,60.5392156862745,1610612761,32,46,2022-01-08T01:13:36Z,2100000,-53.0,27.0,1,left,MISS P. Achiuwa floating Shot,[1630173],1610612761.0,TOR,floating,,,Achiuwa,P. Achiuwa,,,,,5.94,Missed,,,,,,,,,,,,,,,,,,,
212,PT08M33.00S,2022-01-08T01:12:52.2Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,32,46,2022-01-08T01:12:54Z,2110000,,,0,,C. Boucher REBOUND (Off:2 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,211.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
213,PT08M33.00S,2022-01-08T01:12:52.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,5.590000152587891,50.0,1610612761,32,46,2022-01-08T01:12:52Z,2120000,0.0,0.0,1,left,MISS C. Boucher tip Layup,[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
214,PT08M31.00S,2022-01-08T01:12:53.9Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,32,46,2022-01-08T01:12:53Z,2130000,,,0,,C. Boucher REBOUND (Off:3 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,213.0,3.0,0.0,3.0,,,,,,,,,,,,,,,
215,PT08M31.00S,2022-01-08T01:12:53.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628449,5.590000152587891,50.0,1610612761,32,46,2022-01-08T01:12:57Z,2140000,0.0,0.0,1,left,MISS C. Boucher tip Layup,[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
216,PT08M31.00S,2022-01-08T01:12:53.9Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,32,46,2022-01-08T01:12:57Z,2150000,,,0,,C. Boucher REBOUND (Off:4 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,215.0,4.0,0.0,4.0,,,,,,,,,,,,,,,
217,PT08M29.00S,2022-01-08T01:12:56.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,5.590000152587891,50.0,1610612761,34,46,2022-01-08T01:12:56Z,2160000,0.0,0.0,1,left,C. Boucher tip Layup (7 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,0.0,Made,,,,,,,,,,,7.0,,,,,,,,
218,PT08M26.00S,2022-01-08T01:12:59.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202355,88.51839684625493,53.67647058823529,1610612762,34,48,2022-01-08T01:13:08Z,2170000,18.0,55.0,1,right,H. Whiteside driving floating Jump Shot (7 PTS) (E. Hughes 3 AST),"[202355, 1630190]",1610612762.0,UTA,driving floating,,,Whiteside,H. Whiteside,,,,,5.84,Made,,,,,,,,,,,7.0,E. Hughes,1630190.0,3.0,,,,,
219,PT08M16.00S,2022-01-08T01:13:08.8Z,2,REGULAR,3pt,Jump Shot,[],1630173,31.61957950065703,70.09803921568627,1610612761,34,48,2022-01-08T01:13:13Z,2180000,-100.0,245.0,1,left,MISS P. Achiuwa 26' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
220,PT08M13.00S,2022-01-08T01:13:11.8Z,2,REGULAR,rebound,defensive,[],1630190,,,1610612762,34,48,2022-01-08T01:13:13Z,2190000,,,0,,E. Hughes REBOUND (Off:0 Def:3),[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,219.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
221,PT08M07.00S,2022-01-08T01:13:17.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630215,69.59592641261499,65.93137254901961,1610612762,34,51,2022-01-08T01:13:30Z,2200000,80.0,233.0,1,right,J. Butler 24' 3PT running pullup (3 PTS),[1630215],1610612762.0,UTA,running pullup,,,Butler,J. Butler,,,,,24.65,Made,,,,,,,,,,,3.0,,,,,,,,
222,PT07M54.00S,2022-01-08T01:13:31.1Z,2,REGULAR,2pt,Jump Shot,[],1627783,20.45006570302234,49.01960784313725,1610612761,34,51,2022-01-08T01:13:36Z,2210000,5.0,140.0,1,left,MISS P. Siakam 13' turnaround Shot - blocked,"[1627783, 202355]",1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,13.98,Missed,,,,,,,,,Whiteside,202355.0,,,,,,,,,
223,PT07M54.00S,2022-01-08T01:13:31.1Z,2,REGULAR,block,,[],202355,,,1610612761,34,51,2022-01-08T01:13:34Z,2220000,,,0,,H. Whiteside BLOCK (2 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M51.00S,2022-01-08T01:13:34.1Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,34,51,2022-01-08T01:13:36Z,2230000,,,0,,H. Whiteside REBOUND (Off:1 Def:4),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,222.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
225,PT07M47.00S,2022-01-08T01:13:38.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630238,71.17279894875165,72.54901960784314,1610612762,34,51,2022-01-08T01:13:51Z,2240000,113.0,218.0,1,right,MISS M. Fitts 24' running 3PT,[1630238],1610612762.0,UTA,running,,,Fitts,M. Fitts,,,,,24.59,Missed,,,,,,,,,,,,,,,,,,,
226,PT07M45.00S,2022-01-08T01:13:40.7Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,34,51,2022-01-08T01:13:51Z,2250000,,,0,,S. Barnes REBOUND (Off:2 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,225.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
227,PT07M45.00S,2022-01-08T01:13:46.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,34,51,2022-01-08T01:13:46Z,2260000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M45.00S,2022-01-08T01:15:34.5Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,34,51,2022-01-08T01:16:32Z,2270000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M45.00S,2022-01-08T01:15:34.5Z,2,REGULAR,substitution,out,[],1627783,,,1610612761,34,51,2022-01-08T01:16:32Z,2280000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M45.00S,2022-01-08T01:15:34.5Z,2,REGULAR,substitution,out,[],1630215,,,1610612761,34,51,2022-01-08T01:16:32Z,2290000,,,0,,SUB out: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M45.00S,2022-01-08T01:15:34.5Z,2,REGULAR,substitution,out,[],202355,,,1610612761,34,51,2022-01-08T01:16:32Z,2300000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M45.00S,2022-01-08T01:15:34.5Z,2,REGULAR,substitution,out,[],1627863,,,1610612761,34,51,2022-01-08T01:16:32Z,2310000,,,0,,SUB out: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M45.00S,2022-01-08T01:15:34.5Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,34,51,2022-01-08T01:16:32Z,2320000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M45.00S,2022-01-08T01:15:34.5Z,2,REGULAR,substitution,in,[],1628384,,,1610612761,34,51,2022-01-08T01:16:32Z,2330000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M45.00S,2022-01-08T01:15:34.5Z,2,REGULAR,substitution,in,[],1628962,,,1610612761,34,51,2022-01-08T01:16:32Z,2340000,,,0,,SUB in: U. Azubuike,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M45.00S,2022-01-08T01:15:34.5Z,2,REGULAR,substitution,in,[],1629672,,,1610612761,34,51,2022-01-08T01:16:32Z,2350000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M45.00S,2022-01-08T01:15:34.5Z,2,REGULAR,substitution,in,[],1630235,,,1610612761,34,51,2022-01-08T01:16:32Z,2360000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M35.00S,2022-01-08T01:16:49.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,34,51,2022-01-08T01:16:49Z,2370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M25.00S,2022-01-08T01:17:09.9Z,2,REGULAR,3pt,Jump Shot,[],1627832,31.882391590013142,66.91176470588235,1610612761,34,51,2022-01-08T01:17:17Z,2380000,-85.0,247.0,1,left,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
241,PT07M24.00S,2022-01-08T01:17:10.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,34,51,2022-01-08T01:17:17Z,2390000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,
242,PT07M24.00S,2022-01-08T01:17:14.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,34,51,2022-01-08T01:17:14Z,2400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M20.00S,2022-01-08T01:17:29.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,6.389618922470433,94.36274509803921,1610612761,34,51,2022-01-08T01:17:34Z,2410000,-222.0,8.0,1,left,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,22.19,Missed,,,,,,,,,,,,,,,,,,,
244,PT07M17.00S,2022-01-08T01:17:32.0Z,2,REGULAR,rebound,defensive,[],1628962,,,1610612762,34,51,2022-01-08T01:17:34Z,2420000,,,0,,U. Azubuike REBOUND (Off:1 Def:1),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,243.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
245,PT07M02.00S,2022-01-08T01:17:46.8Z,2,REGULAR,2pt,Jump Shot,[],1630238,77.4802890932983,26.225490196078432,1610612762,34,51,2022-01-08T01:17:52Z,2430000,-119.0,159.0,1,right,MISS M. Fitts 19' step back Shot,[1630238],1610612762.0,UTA,step back,,,Fitts,M. Fitts,,,,,19.87,Missed,,,,,,,,,,,,,,,,,,,
246,PT07M00.00S,2022-01-08T01:17:48.8Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,34,51,2022-01-08T01:17:52Z,2440000,,,0,,F. VanVleet REBOUND (Off:0 Def:4),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,245.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
247,PT06M54.00S,2022-01-08T01:17:55.4Z,2,REGULAR,3pt,Jump Shot,[],1628384,32.40801576872536,66.91176470588235,1610612761,34,51,2022-01-08T01:18:00Z,2450000,-85.0,252.0,1,left,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,,
248,PT06M51.00S,2022-01-08T01:17:58.4Z,2,REGULAR,rebound,defensive,[],1630190,,,1610612762,34,51,2022-01-08T01:18:00Z,2460000,,,0,,E. Hughes REBOUND (Off:0 Def:4),[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,247.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
249,PT06M45.00S,2022-01-08T01:18:04.8Z,2,REGULAR,2pt,Jump Shot,[],1630190,75.77201051248358,33.088235294117645,1610612762,34,51,2022-01-08T01:18:08Z,2470000,-85.0,175.0,1,right,MISS E. Hughes 19' pullup Shot,[1630190],1610612762.0,UTA,pullup,,,Hughes,E. Hughes,,,,,19.46,Missed,,,,,,,,,,,,,,,,,,,
250,PT06M43.00S,2022-01-08T01:18:06.8Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,34,51,2022-01-08T01:18:08Z,2480000,,,0,,C. Boucher REBOUND (Off:4 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,249.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
251,PT06M28.00S,2022-01-08T01:18:22.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,10.200394218134035,57.84313725490197,1610612761,34,51,2022-01-08T01:18:28Z,2490000,-39.0,43.0,1,left,MISS P. Achiuwa driving Hook,[1630173],1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,5.85,Missed,,,,,,,,,,,,,,,,,,,
252,PT06M22.00S,2022-01-08T01:18:28.0Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612761,34,51,2022-01-08T01:18:28Z,2500000,,,0,,P. Achiuwa REBOUND (Off:2 Def:0),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,251.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
253,PT06M22.00S,2022-01-08T01:18:26.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,5.590000152587891,50.0,1610612761,36,51,2022-01-08T01:18:26Z,2510000,0.0,0.0,1,left,P. Achiuwa tip Layup (2 PTS),[1630173],1610612761.0,TOR,tip,,,Achiuwa,P. Achiuwa,,,,,0.0,Made,,,,,,,,,,,2.0,,,,,,,,
254,PT06M03.00S,2022-01-08T01:18:47.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628962,93.9060446780552,53.92156862745098,1610612762,36,53,2022-01-08T01:18:52Z,2520000,20.0,5.0,1,right,U. Azubuike alley-oop DUNK (2 PTS) (E. Paschall 1 AST),"[1628962, 1629672]",1610612762.0,UTA,alley-oop,,,Azubuike,U. Azubuike,,,,,2.02,Made,,,,,,,,,,,2.0,E. Paschall,1629672.0,1.0,,,,,
