actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
86,PT05M34.00S,2021-11-28T23:26:53.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,16,12,2021-11-28T23:26:53Z,850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M29.00S,2021-11-28T23:27:05.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,94.56307490144546,2.941176470588235,1610612738,16,15,2021-11-28T23:27:14Z,860000,-235.0,-1.0,1,right,J. Brown 3PT  (5 PTS) (G. Williams 1 AST),"[1627759, 1629684]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,5.0,23.53,,,,,G. Williams,1629684.0,1.0,,,,,,
89,PT05M15.00S,2021-11-28T23:27:18.0Z,1,REGULAR,3pt,Jump Shot,[],1627832,30.17411300919842,26.225490196078432,1610612761,19,15,2021-11-28T23:27:27Z,880000,119.0,231.0,1,left,F. VanVleet 25' 3PT  (6 PTS) (P. Siakam 1 AST),"[1627832, 1627783]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,Made,6.0,25.99,,,,,P. Siakam,1627783.0,1.0,,,,,,
91,PT04M54.00S,2021-11-28T23:27:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,93.03547963206307,45.201439950980394,1610612738,19,15,2021-11-28T23:30:53Z,900000,-24.0,13.0,1,right,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,Missed,,2.73,,,,,,,,,,,,,
92,PT04M54.00S,2021-11-28T23:27:40.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,19,15,2021-11-28T23:28:19Z,910000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,
93,PT04M54.00S,2021-11-28T23:27:44.8Z,1,REGULAR,foul,personal,[],1629067,,,1610612738,19,15,2021-11-28T23:29:52Z,920000,,,0,,I. Bonga loose ball personal FOUL (1 PF),"[1629067, 1629684]",1610612761.0,TOR,loose ball,,,Bonga,I. Bonga,,,,,1628484.0,1.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,,
96,PT04M54.00S,2021-11-28T23:27:58.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,19,15,2021-11-28T23:28:09Z,950000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M54.00S,2021-11-28T23:27:58.4Z,1,REGULAR,substitution,in,[],1629641,,,1610612738,19,15,2021-11-28T23:28:09Z,960000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M39.00S,2021-11-28T23:28:23.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626196,64.73390275952694,51.225490196078425,1610612738,19,15,2021-11-28T23:28:27Z,970000,6.0,279.0,1,right,MISS J. Richardson 27' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,Missed,,27.91,,,,,,,,,,,,,
99,PT04M36.00S,2021-11-28T23:28:25.8Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,19,15,2021-11-28T23:28:25Z,980000,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,
100,PT04M33.00S,2021-11-28T23:28:31.5Z,1,REGULAR,3pt,Jump Shot,[],1629004,32.14520367936925,31.61764705882353,1610612761,19,15,2021-11-28T23:28:41Z,990000,92.0,250.0,1,left,MISS S. Mykhailiuk 26' 3PT,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,Missed,,26.61,,,,,,,,,,,,,
101,PT04M29.00S,2021-11-28T23:28:35.5Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,19,15,2021-11-28T23:28:41Z,1000000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,100.0,2.0,2.0,0.0,,,,,,,,,
102,PT04M23.00S,2021-11-28T23:28:41.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,92.46057818659659,44.85294117647059,1610612738,19,15,2021-11-28T23:28:47Z,1010000,-26.0,18.0,1,right,MISS J. Richardson driving Layup,[1626196],1610612738.0,BOS,driving,,,Richardson,J. Richardson,,,,,,,,,,Missed,,3.16,,,,,,,,,,,,,
103,PT04M21.00S,2021-11-28T23:28:43.2Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,19,15,2021-11-28T23:28:47Z,1020000,,,0,,A. Horford REBOUND (Off:2 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,102.0,5.0,3.0,2.0,,,,,,,,,
104,PT04M21.00S,2021-11-28T23:28:44.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,94.40999984741211,50.0,1610612738,19,17,2021-11-28T23:28:44Z,1030000,0.0,0.0,1,right,A. Horford tip Layup (6 PTS),[201143],1610612738.0,BOS,tip,,,Horford,A. Horford,,,,,,,,,,Made,6.0,0.0,,,,,,,,,,,,,
105,PT04M01.00S,2021-11-28T23:29:04.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629067,12.171484888304862,47.30392156862745,1610612761,19,17,2021-11-28T23:29:12Z,1040000,13.0,62.0,1,left,MISS I. Bonga 6' turnaround Shot,[1629067],1610612761.0,TOR,turnaround,,,Bonga,I. Bonga,,,,,,,,,,Missed,,6.34,,,,,,,,,,,,,
107,PT03M57.00S,2021-11-28T23:29:08.8Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,19,17,2021-11-28T23:29:12Z,1060000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,
108,PT03M53.00S,2021-11-28T23:29:13.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203935,91.67214191852825,43.13725490196079,1610612738,19,17,2021-11-28T23:29:24Z,1070000,-34.0,26.0,1,right,MISS M. Smart driving finger roll Layup - blocked,"[203935, 1629067]",1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,,,,,,Missed,,4.29,,,,,,,,,,,Bonga,1629067.0,
109,PT03M53.00S,2021-11-28T23:29:13.0Z,1,REGULAR,block,,[],1629067,,,1610612738,19,17,2021-11-28T23:29:15Z,1080000,,,0,,I. Bonga BLOCK (1 BLK),[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M50.00S,2021-11-28T23:29:16.0Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612761,19,17,2021-11-28T23:29:24Z,1090000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:2),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,108.0,2.0,2.0,0.0,,,,,,,,,
111,PT03M48.00S,2021-11-28T23:29:22.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,7.966491458607096,52.450980392156865,1610612761,19,17,2021-11-28T23:29:39Z,1100000,-12.0,22.0,1,left,MISS S. Mykhailiuk driving Layup - blocked,"[1629004, 1626196]",1610612761.0,TOR,driving,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,Missed,,2.56,,,,,,,,,,,Richardson,1626196.0,
112,PT03M48.00S,2021-11-28T23:29:22.2Z,1,REGULAR,block,,[],1626196,,,1610612761,19,17,2021-11-28T23:34:48Z,1110000,,,0,,J. Richardson BLOCK (1 BLK),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M44.00S,2021-11-28T23:29:26.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,19,17,2021-11-28T23:29:39Z,1120000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,111.0,,,,,,,,,,,,
114,PT03M42.00S,2021-11-28T23:29:30.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,19,17,2021-11-28T23:29:30Z,1130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M31.00S,2021-11-28T23:29:40.3Z,1,REGULAR,3pt,Jump Shot,[],201143,74.06373193166885,86.51960784313727,1610612738,19,17,2021-11-28T23:29:48Z,1140000,183.0,191.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Missed,,26.45,,,,,,,,,,,,,
116,PT03M27.00S,2021-11-28T23:29:44.3Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612761,19,17,2021-11-28T23:29:48Z,1150000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:3),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,115.0,3.0,3.0,0.0,,,,,,,,,
118,PT03M16.00S,2021-11-28T23:29:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,7.046649145860711,41.911764705882355,1610612761,21,17,2021-11-28T23:30:01Z,1160000,40.0,14.0,1,left,S. Barnes cutting Layup (2 PTS) (P. Siakam 2 AST),"[1630567, 1627783]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,,,,,,Made,2.0,4.27,,,,,P. Siakam,1627783.0,2.0,,,,,,
120,PT03M08.00S,2021-11-28T23:30:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,90.88370565045992,52.450980392156865,1610612738,21,19,2021-11-28T23:30:14Z,1180000,12.0,33.0,1,right,M. Smart driving finger roll Layup (2 PTS),[203935],1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,,,,,,Made,2.0,3.54,,,,,,,,,,,,,
121,PT03M08.00S,2021-11-28T23:30:09.5Z,1,REGULAR,foul,personal,['1freethrow'],1629067,,,1610612738,21,19,2021-11-28T23:30:42Z,1190000,,,0,,I. Bonga shooting personal FOUL (2 PF) (Smart 1 FT),"[1629067, 203935]",1610612761.0,TOR,shooting,,,Bonga,I. Bonga,,,,,1193.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
123,PT03M08.00S,2021-11-28T23:30:23.4Z,1,REGULAR,substitution,out,[],1629004,,,1610612738,21,19,2021-11-28T23:30:41Z,1210000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M08.00S,2021-11-28T23:30:23.4Z,1,REGULAR,substitution,out,[],1627783,,,1610612738,21,19,2021-11-28T23:30:41Z,1220000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M08.00S,2021-11-28T23:30:23.4Z,1,REGULAR,substitution,out,[],1629684,,,1610612738,21,19,2021-11-28T23:30:41Z,1230000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M08.00S,2021-11-28T23:30:23.4Z,1,REGULAR,substitution,out,[],201143,,,1610612738,21,19,2021-11-28T23:30:41Z,1240000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M08.00S,2021-11-28T23:30:23.4Z,1,REGULAR,substitution,in,[],1630625,,,1610612738,21,19,2021-11-28T23:30:41Z,1250000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M08.00S,2021-11-28T23:30:23.4Z,1,REGULAR,substitution,in,[],1630173,,,1610612738,21,19,2021-11-28T23:30:41Z,1260000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M08.00S,2021-11-28T23:30:23.4Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,21,19,2021-11-28T23:30:41Z,1270000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M08.00S,2021-11-28T23:30:23.4Z,1,REGULAR,substitution,in,[],202683,,,1610612738,21,19,2021-11-28T23:30:41Z,1280000,,,0,,SUB in: E. Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M08.00S,2021-11-28T23:30:56.9Z,1,REGULAR,freethrow,1 of 1,[],203935,,,1610612738,21,20,2021-11-28T23:30:56Z,1290000,,,0,,M. Smart Free Throw 1 of 1 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
132,PT02M52.00S,2021-11-28T23:31:14.0Z,1,REGULAR,3pt,Jump Shot,[],1627832,29.122864651773984,21.07843137254902,1610612761,24,20,2021-11-28T23:31:20Z,1300000,145.0,221.0,1,left,F. VanVleet 26' 3PT pullup (9 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,,,,Made,9.0,26.44,,,,,,,,,,,,,
133,PT02M31.00S,2021-11-28T23:31:38.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630625,,,1610612738,24,20,2021-11-28T23:32:09Z,1310000,,,0,,D. Banton personal FOUL (1 PF) (Richardson 2 FT),"[1630625, 1626196]",1610612761.0,TOR,,,,Banton,D. Banton,,,,,1162.0,1.0,0.0,Richardson,1626196.0,,,,,,,,,,,,,,,,
135,PT02M31.00S,2021-11-28T23:32:08.5Z,1,REGULAR,freethrow,1 of 2,[],1626196,,,1610612738,24,21,2021-11-28T23:32:08Z,1330000,,,0,,J. Richardson Free Throw 1 of 2 (1 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
136,PT02M31.00S,2021-11-28T23:32:26.5Z,1,REGULAR,freethrow,2 of 2,[],1626196,,,1610612738,24,22,2021-11-28T23:32:26Z,1340000,,,0,,J. Richardson Free Throw 2 of 2 (2 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
137,PT02M15.00S,2021-11-28T23:32:45.5Z,1,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,24,22,2021-11-28T23:32:52Z,1350000,,,0,,F. VanVleet bad pass out-of-bounds TURNOVER (1 TO),[1627832],1610612761.0,TOR,bad pass,,,VanVleet,F. VanVleet,,,,,1162.0,,,,,,,,,,,,,,,1.0,,,,,
138,PT02M03.00S,2021-11-28T23:33:09.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,67.36202365308804,57.84313725490197,1610612738,24,22,2021-11-28T23:33:15Z,1360000,39.0,254.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,25.73,,,,,,,,,,,,,
139,PT02M00.00S,2021-11-28T23:33:12.6Z,1,REGULAR,rebound,offensive,[],1629641,,,1610612738,24,22,2021-11-28T23:33:15Z,1370000,,,0,,R. Langford REBOUND (Off:1 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,138.0,2.0,1.0,1.0,,,,,,,,,
151,PT02M00.00S,2021-11-28T23:33:23.8Z,1,REGULAR,turnover,out-of-bounds,[],1629641,,,1610612738,24,22,2021-11-28T23:35:15Z,1375000,,,0,,R. Langford step out-of-bounds TURNOVER (1 TO),[1629641],1610612738.0,BOS,step,,,Langford,R. Langford,,,,,1193.0,,,,,,,,,,,,,,,1.0,,,,,
140,PT01M45.00S,2021-11-28T23:33:38.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630173,16.90210249671485,49.01960784313725,1610612761,26,22,2021-11-28T23:36:15Z,1380000,5.0,106.0,1,left,P. Achiuwa 10' floating Jump Shot (2 PTS) (D. Banton 1 AST),"[1630173, 1630625]",1610612761.0,TOR,floating,,,Achiuwa,P. Achiuwa,,,,,,,,,,Made,2.0,10.65,,,,,D. Banton,1630625.0,1.0,,,,,,
142,PT01M22.00S,2021-11-28T23:34:00.2Z,1,REGULAR,3pt,Jump Shot,[],203935,67.31274638633377,75.26807598039215,1610612738,26,22,2021-11-28T23:36:30Z,1400000,126.0,255.0,1,right,MISS M. Smart 28' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,28.44,,,,,,,,,,,,,
143,PT01M22.00S,2021-11-28T23:34:00.2Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612761,26,22,2021-11-28T23:34:53Z,1410000,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,
144,PT01M11.00S,2021-11-28T23:34:10.9Z,1,REGULAR,3pt,Jump Shot,[],1629067,6.1268068331143235,94.85294117647058,1610612761,26,22,2021-11-28T23:34:56Z,1420000,-224.0,5.0,1,left,MISS I. Bonga 3PT,[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,,,Missed,,22.44,,,,,,,,,,,,,
145,PT01M08.00S,2021-11-28T23:34:13.9Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,26,22,2021-11-28T23:34:56Z,1430000,,,0,,E. Kanter REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,
146,PT00M58.50S,2021-11-28T23:34:24.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,94.30026281208936,47.05882352941176,1610612738,26,22,2021-11-28T23:34:50Z,1440000,-15.0,1.0,1,right,MISS M. Smart driving reverse Layup,[203935],1610612738.0,BOS,driving reverse,,,Smart,M. Smart,,,,,,,,,,Missed,,1.47,,,,,,,,,,,,,
147,PT00M57.10S,2021-11-28T23:34:27.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,22,2021-11-28T23:34:27Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,
148,PT00M57.10S,2021-11-28T23:34:28.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,26,22,2021-11-28T23:34:28Z,1460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M57.10S,2021-11-28T23:34:32.1Z,1,REGULAR,substitution,out,[],1627832,,,1610612738,26,22,2021-11-28T23:34:40Z,1470000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M57.10S,2021-11-28T23:34:32.1Z,1,REGULAR,substitution,in,[],1630201,,,1610612738,26,22,2021-11-28T23:34:40Z,1480000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M57.10S,2021-11-28T23:34:42.9Z,1,REGULAR,substitution,out,[],203935,,,1610612738,26,22,2021-11-28T23:34:45Z,1490000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M57.10S,2021-11-28T23:34:42.9Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,26,22,2021-11-28T23:34:45Z,1500000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M51.70S,2021-11-28T23:34:56.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626196,88.12417871222075,21.813725490196077,1610612738,26,24,2021-11-28T23:35:00Z,1510000,-141.0,59.0,1,right,J. Richardson 15' pullup Jump Shot (4 PTS),[1626196],1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,,,,,,Made,4.0,15.28,,,,,,,,,,,,,
155,PT00M37.60S,2021-11-28T23:35:12.5Z,1,REGULAR,3pt,Jump Shot,[],1630173,33.85348226018397,46.81372549019608,1610612761,26,24,2021-11-28T23:35:23Z,1520000,16.0,266.0,1,left,MISS P. Achiuwa 26' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,Missed,,26.62,,,,,,,,,,,,,
156,PT00M34.90S,2021-11-28T23:35:15.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,26,24,2021-11-28T23:35:23Z,1530000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,,
157,PT00M34.90S,2021-11-28T23:35:18.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,26,24,2021-11-28T23:35:18Z,1540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M28.40S,2021-11-28T23:35:33.5Z,1,REGULAR,3pt,Jump Shot,[],1629641,90.09526938239159,95.83333333333334,1610612738,26,27,2021-11-28T23:35:37Z,1550000,229.0,41.0,1,right,R. Langford 3PT  (3 PTS) (J. Tatum 3 AST),"[1629641, 1628369]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,Made,3.0,23.28,,,,,J. Tatum,1628369.0,3.0,,,,,,
160,PT00M08.80S,2021-11-28T23:35:56.9Z,1,REGULAR,foul,personal,[],1629641,,,1610612761,26,27,2021-11-28T23:36:20Z,1570000,,,0,,R. Langford personal FOUL (1 PF),"[1629641, 1630201]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,1162.0,1.0,0.0,Flynn,1630201.0,,,,,,,,,,,,,,,,
162,PT00M08.80S,2021-11-28T23:36:06.1Z,1,REGULAR,substitution,out,[],1629067,,,1610612761,26,27,2021-11-28T23:36:14Z,1590000,,,0,,SUB out: I. Bonga,[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M08.80S,2021-11-28T23:36:06.1Z,1,REGULAR,substitution,out,[],202683,,,1610612761,26,27,2021-11-28T23:36:14Z,1600000,,,0,,SUB out: E. Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M08.80S,2021-11-28T23:36:06.1Z,1,REGULAR,substitution,in,[],1627832,,,1610612761,26,27,2021-11-28T23:36:14Z,1610000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M08.80S,2021-11-28T23:36:06.1Z,1,REGULAR,substitution,in,[],1629684,,,1610612761,26,27,2021-11-28T23:36:14Z,1620000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M08.80S,2021-11-28T23:36:06.1Z,1,REGULAR,substitution,out,[],1630625,,,1610612761,26,27,2021-11-28T23:36:23Z,1630000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M08.80S,2021-11-28T23:36:06.1Z,1,REGULAR,substitution,in,[],1627783,,,1610612761,26,27,2021-11-28T23:36:23Z,1640000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M04.10S,2021-11-28T23:36:40.8Z,1,REGULAR,3pt,Jump Shot,[],1627832,37.53285151116951,45.83333333333333,1610612761,26,27,2021-11-28T23:37:12Z,1650000,21.0,300.0,1,left,MISS F. VanVleet 30' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,30.1,,,,,,,,,,,,,
169,PT00M01.00S,2021-11-28T23:36:43.9Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,26,27,2021-11-28T23:36:43Z,1660000,,,0,,R. Langford REBOUND (Off:1 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,168.0,3.0,2.0,1.0,,,,,,,,,
170,PT00M00.30S,2021-11-28T23:36:45.9Z,1,REGULAR,3pt,Jump Shot,[],1629641,38.71550591327201,32.84313725490196,1610612738,26,27,2021-11-28T23:37:28Z,1670000,-86.0,524.0,1,right,MISS R. Langford 53' driving floating bank 3PT,[1629641],1610612738.0,BOS,driving floating bank,,,Langford,R. Langford,,,,,,,,,,Missed,,53.06,,,,,,,,,,,,,
171,PT00M00.30S,2021-11-28T23:36:45.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,27,2021-11-28T23:37:32Z,1680000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,170.0,,,,,,,,,,,,
172,PT00M00.00S,2021-11-28T23:36:56.9Z,1,REGULAR,period,end,[],0,,,1610612738,26,27,2021-11-28T23:36:56Z,1690000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-11-28T23:37:58.0Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612738,26,27,2021-11-28T23:39:26Z,1700000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-11-28T23:37:58.0Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,26,27,2021-11-28T23:39:26Z,1710000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-11-28T23:37:58.0Z,2,REGULAR,substitution,in,['startperiod'],1629004,,,1610612738,26,27,2021-11-28T23:39:26Z,1720000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2021-11-28T23:37:58.0Z,2,REGULAR,substitution,in,['startperiod'],202683,,,1610612738,26,27,2021-11-28T23:39:26Z,1730000,,,0,,SUB in: E. Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
