actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
89,PT05M22.00S,2021-12-05T23:24:00.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,91.93495400788436,43.38235294117647,1610612761,14,4,2021-12-05T23:24:07Z,890000,-33.0,23.0,1,right,MISS P. Achiuwa turnaround Shot,[1630173],1610612761.0,TOR,turnaround,,,,,,,,,Achiuwa,P. Achiuwa,,,4.05,Missed,,,,,,,,,,,,,
90,PT05M19.00S,2021-12-05T23:24:03.6Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,14,4,2021-12-05T23:24:07Z,900000,,,0,,M. Harrell REBOUND (Off:1 Def:1),[1626149],1610612764.0,WAS,,,,,,,,,,Harrell,M. Harrell,,,,,89.0,2.0,1.0,1.0,,,,,,,,,
92,PT05M09.00S,2021-12-05T23:24:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,10.85742444152431,42.40196078431372,1610612764,14,6,2021-12-05T23:24:21Z,920000,38.0,50.0,1,left,S. Dinwiddie 6' driving finger roll Layup (2 PTS),[203915],1610612764.0,WAS,driving finger roll,,,,,,,,,Dinwiddie,S. Dinwiddie,,,6.25,Made,,,,,,,,2.0,,,,,
93,PT04M39.00S,2021-12-05T23:24:43.2Z,1,REGULAR,3pt,Jump Shot,[],1627832,76.2976346911958,13.23529411764706,1610612761,14,6,2021-12-05T23:24:49Z,930000,-184.0,170.0,1,right,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,,,,,,,VanVleet,F. VanVleet,,,25.06,Missed,,,,,,,,,,,,,
94,PT04M37.00S,2021-12-05T23:24:45.2Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,14,6,2021-12-05T23:24:49Z,940000,,,0,,M. Harrell REBOUND (Off:1 Def:2),[1626149],1610612764.0,WAS,,,,,,,,,,Harrell,M. Harrell,,,,,93.0,3.0,2.0,1.0,,,,,,,,,
95,PT04M19.00S,2021-12-05T23:25:03.4Z,1,REGULAR,3pt,Jump Shot,[],203078,6.783837056504599,2.696078431372549,1610612764,14,9,2021-12-05T23:25:07Z,950000,237.0,11.0,1,left,B. Beal 3PT  (5 PTS) (K. Caldwell-Pope 2 AST),"[203078, 203484]",1610612764.0,WAS,,,,,,,,,,Beal,B. Beal,,,23.68,Made,,,,,,,,5.0,K. Caldwell-Pope,203484.0,2.0,,
97,PT04M06.00S,2021-12-05T23:25:16.7Z,1,REGULAR,3pt,Jump Shot,[],1629018,67.49342969776609,60.5392156862745,1610612761,17,9,2021-12-05T23:25:21Z,970000,53.0,253.0,1,right,G. Trent Jr. 25' 3PT pullup (6 PTS),[1629018],1610612761.0,TOR,pullup,,,,,,,,,Trent Jr.,G. Trent Jr.,,,25.85,Made,,,,,,,,6.0,,,,,
98,PT03M48.00S,2021-12-05T23:25:34.6Z,1,REGULAR,3pt,Jump Shot,[],203915,7.703679369250986,4.6568627450980395,1610612764,17,9,2021-12-05T23:33:18Z,980000,227.0,20.0,1,left,MISS S. Dinwiddie 3PT,[203915],1610612764.0,WAS,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,22.76,Missed,,,,,,,,,,,,,
99,PT03M45.00S,2021-12-05T23:25:37.6Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,17,9,2021-12-05T23:25:40Z,990000,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,,98.0,3.0,3.0,0.0,,,,,,,,,
100,PT03M33.00S,2021-12-05T23:25:49.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,88.12417871222075,45.588235294117645,1610612761,17,9,2021-12-05T23:25:54Z,1000000,-22.0,59.0,1,right,MISS P. Siakam 6' driving Hook,[1627783],1610612761.0,TOR,driving,,,,,,,,,Siakam,P. Siakam,,,6.31,Missed,,,,,,,,,,,,,
101,PT03M31.00S,2021-12-05T23:25:51.5Z,1,REGULAR,rebound,defensive,[],203915,,,1610612764,17,9,2021-12-05T23:25:54Z,1010000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612764.0,WAS,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,100.0,2.0,2.0,0.0,,,,,,,,,
102,PT03M25.00S,2021-12-05T23:25:57.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,6.1268068331143235,2.2058823529411766,1610612764,17,9,2021-12-05T23:26:02Z,1020000,239.0,5.0,1,left,MISS K. Kuzma running 3PT,[1628398],1610612764.0,WAS,running,,,,,,,,,Kuzma,K. Kuzma,,,23.91,Missed,,,,,,,,,,,,,
103,PT03M22.00S,2021-12-05T23:26:00.3Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,17,9,2021-12-05T23:26:02Z,1030000,,,0,,P. Achiuwa REBOUND (Off:1 Def:5),[1630173],1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,102.0,6.0,5.0,1.0,,,,,,,,,
104,PT03M16.00S,2021-12-05T23:26:11.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,17,9,2021-12-05T23:26:11Z,1040000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M16.00S,2021-12-05T23:28:16.6Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,17,9,2021-12-05T23:28:56Z,1050000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,
106,PT03M16.00S,2021-12-05T23:28:16.6Z,1,REGULAR,substitution,out,[],1630173,,,1610612761,17,9,2021-12-05T23:28:56Z,1060000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,
107,PT03M16.00S,2021-12-05T23:28:16.6Z,1,REGULAR,substitution,out,[],203484,,,1610612761,17,9,2021-12-05T23:28:56Z,1070000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,,,,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,
108,PT03M16.00S,2021-12-05T23:28:16.6Z,1,REGULAR,substitution,out,[],203915,,,1610612761,17,9,2021-12-05T23:28:56Z,1080000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,
109,PT03M16.00S,2021-12-05T23:28:16.6Z,1,REGULAR,substitution,out,[],1628398,,,1610612761,17,9,2021-12-05T23:28:56Z,1090000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
110,PT03M16.00S,2021-12-05T23:28:16.6Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,17,9,2021-12-05T23:28:56Z,1100000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,
111,PT03M16.00S,2021-12-05T23:28:16.6Z,1,REGULAR,substitution,in,[],1629139,,,1610612761,17,9,2021-12-05T23:28:56Z,1110000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,,,,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,
112,PT03M16.00S,2021-12-05T23:28:16.6Z,1,REGULAR,substitution,in,[],202722,,,1610612761,17,9,2021-12-05T23:28:56Z,1120000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,,,,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,
113,PT03M16.00S,2021-12-05T23:28:16.6Z,1,REGULAR,substitution,in,[],1630166,,,1610612761,17,9,2021-12-05T23:28:56Z,1130000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,
114,PT03M16.00S,2021-12-05T23:28:16.6Z,1,REGULAR,substitution,in,[],203526,,,1610612761,17,9,2021-12-05T23:28:56Z,1140000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,,,,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,
115,PT03M07.00S,2021-12-05T23:29:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,93.38042049934296,51.470588235294116,1610612761,19,9,2021-12-05T23:29:18Z,1150000,7.0,10.0,1,right,C. Boucher cutting Layup (2 PTS) (G. Trent Jr. 1 AST),"[1628449, 1629018]",1610612761.0,TOR,cutting,,,,,,,,,Boucher,C. Boucher,,,1.22,Made,,,,,,,,2.0,G. Trent Jr.,1629018.0,1.0,,
117,PT02M40.00S,2021-12-05T23:29:40.0Z,1,REGULAR,2pt,Jump Shot,[],203526,17.296320630749015,68.87254901960785,1610612764,19,11,2021-12-05T23:29:45Z,1170000,-94.0,110.0,1,left,R. Neto 14' driving floating Jump Shot (2 PTS) (B. Beal 1 AST),"[203526, 203078]",1610612764.0,WAS,driving floating,,,,,,,,,Neto,R. Neto,,,14.5,Made,,,,,,,,2.0,B. Beal,203078.0,1.0,,
119,PT02M25.00S,2021-12-05T23:29:54.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629139,87.99277266754271,41.17647058823529,1610612761,21,11,2021-12-05T23:29:59Z,1190000,-44.0,60.0,1,right,Y. Watanabe 7' driving floating bank Jump Shot (2 PTS) (F. VanVleet 2 AST),"[1629139, 1627832]",1610612761.0,TOR,driving floating bank,,,,,,,,,Watanabe,Y. Watanabe,,,7.48,Made,,,,,,,,2.0,F. VanVleet,1627832.0,2.0,,
121,PT02M08.00S,2021-12-05T23:30:14.9Z,1,REGULAR,foul,personal,[],1628449,,,1610612764,21,11,2021-12-05T23:30:21Z,1210000,,,0,,C. Boucher personal FOUL (1 PF),"[1628449, 1626149]",1610612761.0,TOR,,,,,,,201640.0,1.0,0.0,Boucher,C. Boucher,Harrell,1626149.0,,,,,,,,,,,,,,,
123,PT02M08.00S,2021-12-05T23:30:20.3Z,1,REGULAR,substitution,out,[],1627832,,,1610612764,21,11,2021-12-05T23:30:25Z,1230000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,
124,PT02M08.00S,2021-12-05T23:30:20.3Z,1,REGULAR,substitution,in,[],1630625,,,1610612764,21,11,2021-12-05T23:30:25Z,1240000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,
125,PT02M01.00S,2021-12-05T23:30:40.8Z,1,REGULAR,3pt,Jump Shot,[],202722,31.882391590013142,25.49019607843137,1610612764,21,11,2021-12-05T23:30:45Z,1250000,123.0,247.0,1,left,MISS D. Bertans 27' 3PT,[202722],1610612764.0,WAS,,,,,,,,,,Bertans,D. Bertans,,,27.59,Missed,,,,,,,,,,,,,
126,PT01M58.00S,2021-12-05T23:30:43.8Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,21,11,2021-12-05T23:30:45Z,1260000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,,,,,,,Boucher,C. Boucher,,,,,125.0,1.0,1.0,0.0,,,,,,,,,
127,PT01M43.00S,2021-12-05T23:30:59.1Z,1,REGULAR,3pt,Jump Shot,[],1628449,66.70499342969777,35.53921568627451,1610612761,21,11,2021-12-05T23:31:03Z,1270000,-72.0,260.0,1,right,MISS C. Boucher 27' 3PT,[1628449],1610612761.0,TOR,,,,,,,,,,Boucher,C. Boucher,,,27.03,Missed,,,,,,,,,,,,,
128,PT01M39.00S,2021-12-05T23:31:03.1Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,21,11,2021-12-05T23:31:03Z,1280000,,,0,,M. Harrell REBOUND (Off:1 Def:3),[1626149],1610612764.0,WAS,,,,,,,,,,Harrell,M. Harrell,,,,,127.0,4.0,3.0,1.0,,,,,,,,,
130,PT01M28.00S,2021-12-05T23:31:15.4Z,1,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612764,21,11,2021-12-05T23:31:24Z,1290000,,,0,,C. Boucher shooting personal FOUL (2 PF) (Beal 2 FT),"[1628449, 203078]",1610612761.0,TOR,shooting,,,,,,204059.0,2.0,0.0,Boucher,C. Boucher,Beal,203078.0,,,,,,,,,,,,,,,
132,PT01M28.00S,2021-12-05T23:31:42.9Z,1,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,21,11,2021-12-05T23:31:42Z,1310000,,,0,,MISS B. Beal Free Throw 1 of 2,[203078],1610612764.0,WAS,,,,,,,,,,Beal,B. Beal,,,,Missed,,,,,,,,,,,,,
133,PT01M28.00S,2021-12-05T23:31:42.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,21,11,2021-12-05T23:31:42Z,1320000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,,
134,PT01M28.00S,2021-12-05T23:32:01.9Z,1,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,21,12,2021-12-05T23:32:01Z,1330000,,,0,,B. Beal Free Throw 2 of 2 (6 PTS),[203078],1610612764.0,WAS,,,,,,,,,,Beal,B. Beal,,,,Made,,,,,,,,6.0,,,,,
135,PT01M18.00S,2021-12-05T23:32:13.7Z,1,REGULAR,3pt,Jump Shot,[],1629018,64.33968462549278,31.862745098039213,1610612761,21,12,2021-12-05T23:32:20Z,1340000,-91.0,283.0,1,right,MISS G. Trent Jr. 29' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,,,,,,,Trent Jr.,G. Trent Jr.,,,29.69,Missed,,,,,,,,,,,,,
136,PT01M15.00S,2021-12-05T23:32:17.2Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,21,12,2021-12-05T23:32:17Z,1350000,,,0,,C. Boucher REBOUND (Off:1 Def:1),[1628449],1610612761.0,TOR,,,,,,,,,,Boucher,C. Boucher,,,,,135.0,2.0,1.0,1.0,,,,,,,,,
137,PT01M04.00S,2021-12-05T23:32:27.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628449,74.72076215505913,67.40196078431373,1610612761,21,12,2021-12-05T23:32:32Z,1360000,87.0,185.0,1,right,MISS C. Boucher 20' pullup Shot,[1628449],1610612761.0,TOR,pullup,,,,,,,,,Boucher,C. Boucher,,,20.45,Missed,,,,,,,,,,,,,
138,PT01M01.00S,2021-12-05T23:32:30.6Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,21,12,2021-12-05T23:32:32Z,1370000,,,0,,M. Harrell REBOUND (Off:1 Def:4),[1626149],1610612764.0,WAS,,,,,,,,,,Harrell,M. Harrell,,,,,137.0,5.0,4.0,1.0,,,,,,,,,
139,PT00M52.90S,2021-12-05T23:32:42.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,21,12,2021-12-05T23:32:42Z,1380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M52.90S,2021-12-05T23:32:43.4Z,1,REGULAR,substitution,out,[],1629018,,,1610612764,21,12,2021-12-05T23:32:53Z,1390000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,,,,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,
141,PT00M52.90S,2021-12-05T23:32:43.4Z,1,REGULAR,substitution,out,[],203078,,,1610612764,21,12,2021-12-05T23:32:53Z,1400000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,,,,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,
142,PT00M52.90S,2021-12-05T23:32:43.4Z,1,REGULAR,substitution,in,[],1629004,,,1610612764,21,12,2021-12-05T23:32:53Z,1410000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,,,,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,
143,PT00M52.90S,2021-12-05T23:32:43.4Z,1,REGULAR,substitution,in,[],1628988,,,1610612764,21,12,2021-12-05T23:32:53Z,1420000,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,,,,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,
144,PT00M51.20S,2021-12-05T23:33:05.9Z,1,REGULAR,turnover,bad pass,[],203526,,,1610612764,21,12,2021-12-05T23:33:11Z,1430000,,,0,,R. Neto bad pass TURNOVER (1 TO),"[203526, 1630625]",1610612764.0,WAS,,,,,,,,,,Neto,R. Neto,,,,,,,,,1.0,,,,,,,Banton,1630625.0
145,PT00M51.20S,2021-12-05T23:33:05.9Z,1,REGULAR,steal,,[],1630625,,,1610612761,21,12,2021-12-05T23:33:08Z,1440000,,,0,,D. Banton STEAL (1 STL),[1630625],1610612761.0,TOR,,,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,
146,PT00M38.20S,2021-12-05T23:33:18.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627783,87.72996057818659,68.62745098039215,1610612761,23,12,2021-12-05T23:33:24Z,1450000,93.0,63.0,1,right,P. Siakam 11' turnaround fadeaway Jump Shot (7 PTS),[1627783],1610612761.0,TOR,turnaround fadeaway,,,,,,,,,Siakam,P. Siakam,,,11.23,Made,,,,,,,,7.0,,,,,
147,PT00M26.70S,2021-12-05T23:33:32.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,18.347568988173457,40.931372549019606,1610612764,23,12,2021-12-05T23:33:37Z,1460000,45.0,120.0,1,left,MISS R. Neto 12' driving floating Shot,[203526],1610612764.0,WAS,driving floating,,,,,,,,,Neto,R. Neto,,,12.83,Missed,,,,,,,,,,,,,
148,PT00M24.30S,2021-12-05T23:33:35.0Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,23,12,2021-12-05T23:33:37Z,1470000,,,0,,C. Boucher REBOUND (Off:1 Def:2),[1628449],1610612761.0,TOR,,,,,,,,,,Boucher,C. Boucher,,,,,147.0,3.0,2.0,1.0,,,,,,,,,
149,PT00M05.10S,2021-12-05T23:33:54.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,85.10183968462549,52.20588235294118,1610612761,23,12,2021-12-05T23:34:00Z,1480000,11.0,88.0,1,right,MISS P. Siakam 8' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,,,,,,,Siakam,P. Siakam,,,8.82,Missed,,,,,,,,,,,,,
150,PT00M01.80S,2021-12-05T23:33:57.6Z,1,REGULAR,rebound,defensive,[],203526,,,1610612764,23,12,2021-12-05T23:33:57Z,1490000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,,,,,,,Neto,R. Neto,,,,,149.0,1.0,1.0,0.0,,,,,,,,,
151,PT00M00.00S,2021-12-05T23:34:01.6Z,1,REGULAR,period,end,[],0,,,1610612764,23,12,2021-12-05T23:34:01Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-12-05T23:34:28.0Z,2,REGULAR,substitution,out,['startperiod'],1627783,,,1610612764,23,12,2021-12-05T23:36:31Z,1510000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-12-05T23:34:28.0Z,2,REGULAR,substitution,in,['startperiod'],1630567,,,1610612764,23,12,2021-12-05T23:36:31Z,1520000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-12-05T23:36:40.4Z,2,REGULAR,period,start,[],0,,,1610612761,23,12,2021-12-05T23:36:40Z,1530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M42.00S,2021-12-05T23:36:58.2Z,2,REGULAR,3pt,Jump Shot,[],1629004,68.41327201051249,67.40196078431373,1610612761,26,12,2021-12-05T23:37:02Z,1540000,87.0,244.0,1,right,S. Mykhailiuk 25' 3PT pullup (3 PTS) (C. Boucher 1 AST),"[1629004, 1628449]",1610612761.0,TOR,pullup,,,,,,,,,Mykhailiuk,S. Mykhailiuk,,,25.94,Made,,,,,,,,3.0,C. Boucher,1628449.0,1.0,,
157,PT11M27.00S,2021-12-05T23:37:12.5Z,2,REGULAR,3pt,Jump Shot,[],202722,34.11629434954008,47.794117647058826,1610612764,26,12,2021-12-05T23:37:17Z,1560000,11.0,268.0,1,left,MISS D. Bertans 26' 3PT,[202722],1610612764.0,WAS,,,,,,,,,,Bertans,D. Bertans,,,26.84,Missed,,,,,,,,,,,,,
158,PT11M24.00S,2021-12-05T23:37:15.2Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,26,12,2021-12-05T23:37:15Z,1570000,,,0,,C. Boucher REBOUND (Off:1 Def:3),[1628449],1610612761.0,TOR,,,,,,,,,,Boucher,C. Boucher,,,,,157.0,4.0,3.0,1.0,,,,,,,,,
159,PT11M05.00S,2021-12-05T23:37:34.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,93.24901445466492,44.11764705882353,1610612761,28,12,2021-12-05T23:37:41Z,1580000,-29.0,11.0,1,right,C. Boucher driving reverse Layup (4 PTS) (D. Banton 1 AST),"[1628449, 1630625]",1610612761.0,TOR,driving reverse,,,,,,,,,Boucher,C. Boucher,,,3.14,Made,,,,,,,,4.0,D. Banton,1630625.0,1.0,,
161,PT10M51.00S,2021-12-05T23:37:48.8Z,2,REGULAR,3pt,Jump Shot,[],202722,9.280551905387648,94.36274509803921,1610612764,28,12,2021-12-05T23:37:53Z,1600000,-222.0,35.0,1,left,MISS D. Bertans 3PT,[202722],1610612764.0,WAS,,,,,,,,,,Bertans,D. Bertans,,,22.45,Missed,,,,,,,,,,,,,
162,PT10M48.00S,2021-12-05T23:37:51.8Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,28,12,2021-12-05T23:37:53Z,1610000,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,,161.0,3.0,3.0,0.0,,,,,,,,,
163,PT10M42.00S,2021-12-05T23:37:56.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,83.13074901445466,43.13725490196079,1610612761,28,12,2021-12-05T23:38:02Z,1620000,-34.0,106.0,1,right,MISS D. Banton 11' driving floating Shot,[1630625],1610612761.0,TOR,driving floating,,,,,,,,,Banton,D. Banton,,,11.15,Missed,,,,,,,,,,,,,
164,PT10M39.00S,2021-12-05T23:37:59.7Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612764,28,12,2021-12-05T23:38:02Z,1630000,,,0,,M. Harrell REBOUND (Off:1 Def:5),[1626149],1610612764.0,WAS,,,,,,,,,,Harrell,M. Harrell,,,,,163.0,6.0,5.0,1.0,,,,,,,,,
165,PT10M33.00S,2021-12-05T23:38:05.5Z,2,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",1628988,9.543363994743759,57.84313725490197,1610612764,28,14,2021-12-05T23:38:19Z,1640000,-39.0,37.0,1,left,A. Holiday driving bank Hook (2 PTS),[1628988],1610612764.0,WAS,driving bank,,,,,,,,,Holiday,A. Holiday,,,5.4,Made,,,,,,,,2.0,,,,,
166,PT10M17.00S,2021-12-05T23:38:25.9Z,2,REGULAR,foul,personal,['2freethrow'],202722,,,1610612761,28,14,2021-12-05T23:38:32Z,1650000,,,0,,D. Bertans shooting personal FOUL (1 PF) (Boucher 2 FT),"[202722, 1628449]",1610612764.0,WAS,shooting,,,,,,204059.0,1.0,0.0,Bertans,D. Bertans,Boucher,1628449.0,,,,,,,,,,,,,,,
168,PT10M17.00S,2021-12-05T23:38:55.7Z,2,REGULAR,freethrow,1 of 2,[],1628449,,,1610612761,29,14,2021-12-05T23:38:55Z,1670000,,,0,,C. Boucher Free Throw 1 of 2 (5 PTS),[1628449],1610612761.0,TOR,,,,,,,,,,Boucher,C. Boucher,,,,Made,,,,,,,,5.0,,,,,
169,PT10M17.00S,2021-12-05T23:38:56.7Z,2,REGULAR,substitution,out,[],203526,,,1610612761,29,14,2021-12-05T23:38:59Z,1680000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,,,,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,
170,PT10M17.00S,2021-12-05T23:38:56.7Z,2,REGULAR,substitution,in,[],203915,,,1610612761,29,14,2021-12-05T23:38:59Z,1690000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,
171,PT10M17.00S,2021-12-05T23:39:11.3Z,2,REGULAR,freethrow,2 of 2,[],1628449,,,1610612761,30,14,2021-12-05T23:39:11Z,1700000,,,0,,C. Boucher Free Throw 2 of 2 (6 PTS),[1628449],1610612761.0,TOR,,,,,,,,,,Boucher,C. Boucher,,,,Made,,,,,,,,6.0,,,,,
172,PT09M55.00S,2021-12-05T23:39:34.9Z,2,REGULAR,2pt,Jump Shot,[],203915,15.062417871222076,70.09803921568627,1610612764,30,14,2021-12-05T23:39:39Z,1710000,-100.0,89.0,1,left,MISS S. Dinwiddie 13' driving floating Shot,[203915],1610612764.0,WAS,driving floating,,,,,,,,,Dinwiddie,S. Dinwiddie,,,13.43,Missed,,,,,,,,,,,,,
173,PT09M52.00S,2021-12-05T23:39:37.9Z,2,REGULAR,rebound,defensive,[],1629004,,,1610612761,30,14,2021-12-05T23:39:39Z,1720000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612761.0,TOR,,,,,,,,,,Mykhailiuk,S. Mykhailiuk,,,,,172.0,1.0,1.0,0.0,,,,,,,,,
174,PT09M39.00S,2021-12-05T23:39:51.0Z,2,REGULAR,2pt,Jump Shot,[],1629139,93.64323258869908,72.54901960784314,1610612761,30,14,2021-12-05T23:41:36Z,1730000,113.0,7.0,1,right,MISS Y. Watanabe 11' pullup Shot,[1629139],1610612761.0,TOR,pullup,,,,,,,,,Watanabe,Y. Watanabe,,,11.29,Missed,,,,,,,,,,,,,
175,PT09M35.00S,2021-12-05T23:39:55.0Z,2,REGULAR,rebound,offensive,[],1629004,,,1610612761,30,14,2021-12-05T23:46:40Z,1740000,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:1),[1629004],1610612761.0,TOR,,,,,,,,,,Mykhailiuk,S. Mykhailiuk,,,,,174.0,2.0,1.0,1.0,,,,,,,,,
176,PT09M34.00S,2021-12-05T23:39:57.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629004,67.88764783180025,62.254901960784316,1610612761,30,14,2021-12-05T23:46:52Z,1750000,61.0,249.0,1,right,MISS S. Mykhailiuk 25' pullup 3PT,[1629004],1610612761.0,TOR,pullup,,,,,,,,,Mykhailiuk,S. Mykhailiuk,,,25.68,Missed,,,,,,,,,,,,,
