actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2021-11-07T20:40:28.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-07T20:40:28Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-11-07T20:40:31.5Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612751,0,0,2021-11-07T20:40:31Z,40000,,,0,,Jump Ball B. Griffin vs. S. Barnes: Tip to J. Harden,"[201935, 201933, 1630567]",1610612751.0,BKN,startperiod,J. Harden,201935.0,Harden,J. Harden,Griffin,201933.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2021-11-07T20:40:44.5Z,1,REGULAR,3pt,Jump Shot,[],1628971,6.1268068331143235,94.11764705882352,1610612751,0,0,2021-11-07T20:40:51Z,70000,-221.0,5.0,1,left,MISS B. Brown 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,22.07,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2021-11-07T20:40:47.5Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,0,2021-11-07T20:40:51Z,80000,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2021-11-07T20:41:03.8Z,1,REGULAR,3pt,Jump Shot,[],1628384,95.22010512483574,96.32352941176471,1610612761,0,0,2021-11-07T20:41:08Z,90000,232.0,-8.0,1,right,MISS O. Anunoby step back 3PT,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2021-11-07T20:41:06.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,0,0,2021-11-07T20:41:08Z,100000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M17.00S,2021-11-07T20:41:11.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,7.30946123521682,50.98039215686274,1610612751,0,2,2021-11-07T20:41:18Z,110000,-5.0,16.0,1,left,B. Brown running Layup (2 PTS) (J. Harden 1 AST),"[1628971, 201935]",1610612751.0,BKN,running,,,Brown,B. Brown,,,,,1.69,Made,,,,,2.0,J. Harden,201935.0,1.0,,,,,,,,,,
13,PT10M54.00S,2021-11-07T20:41:34.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,93.51182654402102,50.98039215686274,1610612761,2,2,2021-11-07T20:41:39Z,130000,5.0,8.0,1,right,O. Anunoby cutting DUNK (2 PTS) (F. VanVleet 1 AST),"[1628384, 1627832]",1610612761.0,TOR,cutting,,,Anunoby,O. Anunoby,,,,,0.98,Made,,,,,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,
15,PT10M41.00S,2021-11-07T20:41:50.4Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612751,2,2,2021-11-07T20:41:59Z,150000,,,0,,P. Siakam shooting personal FOUL (1 PF) (Griffin 2 FT),"[1627783, 201933]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Griffin,201933.0,,,,,
17,PT10M41.00S,2021-11-07T20:42:18.7Z,1,REGULAR,freethrow,1 of 2,[],201933,,,1610612751,2,2,2021-11-07T20:42:40Z,170000,,,0,,MISS B. Griffin Free Throw 1 of 2,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT10M41.00S,2021-11-07T20:42:18.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,2,2,2021-11-07T20:42:40Z,180000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,
19,PT10M41.00S,2021-11-07T20:42:18.7Z,1,REGULAR,freethrow,2 of 2,[],201933,,,1610612751,2,2,2021-11-07T20:42:40Z,190000,,,0,,MISS B. Griffin Free Throw 2 of 2,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT10M39.00S,2021-11-07T20:42:20.7Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,2,2,2021-11-07T20:42:40Z,200000,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
