actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
85,PT04M26.00S,2021-10-23T23:53:51.9Z,1,REGULAR,3pt,Jump Shot,[],1628384,88.38699080157687,2.2058823529411766,1610612761,19,7,2021-10-23T23:53:58Z,850000,-239.0,57.0,1,right,MISS O. Anunoby 24' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,24.56,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M21.00S,2021-10-23T23:53:56.9Z,1,REGULAR,rebound,defensive,[],1626161,,,1610612742,19,7,2021-10-23T23:53:58Z,860000,,,0,,W. Cauley-Stein REBOUND (Off:0 Def:1),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
87,PT04M13.00S,2021-10-23T23:54:04.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,33.590670170827856,61.029411764705884,1610612742,19,7,2021-10-23T23:54:14Z,870000,-55.0,263.0,1,left,MISS L. Doncic 26' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M12.00S,2021-10-23T23:54:05.4Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,19,7,2021-10-24T00:00:20Z,880000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,87.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
119,PT04M11.00S,2021-10-23T23:54:08.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627827,9.379106438896187,52.205882352941174,1610612742,19,7,2021-10-23T23:59:58Z,885000,-11.0,36.0,1,left,MISS D. Finney-Smith putback Layup,[1627827],1610612742.0,DAL,putback,,,Finney-Smith,D. Finney-Smith,,,,,3.74,Missed,,,,,,,,,,,,,,,,,,,
120,PT04M10.00S,2021-10-23T23:54:09.5Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,19,7,2021-10-23T23:59:58Z,887500,,,0,,D. Finney-Smith REBOUND (Off:3 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,119.0,3.0,0.0,3.0,,,,,,,,,,,,,,,
89,PT04M04.00S,2021-10-23T23:54:12.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627827,5.590000152587891,50.0,1610612742,19,9,2021-10-23T23:59:58Z,890000,0.0,0.0,1,left,D. Finney-Smith tip Layup (4 PTS),[1627827],1610612742.0,DAL,tip,,,Finney-Smith,D. Finney-Smith,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
90,PT04M01.00S,2021-10-23T23:54:18.1Z,1,REGULAR,foul,personal,[],1628973,,,1610612761,19,9,2021-10-23T23:55:51Z,900000,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 1628384]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,1626302.0,,,,1.0,0.0,Anunoby,1628384.0,,,
92,PT04M01.00S,2021-10-23T23:54:28.4Z,1,REGULAR,substitution,out,[],1627832,,,1610612761,19,9,2021-10-23T23:54:31Z,920000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M01.00S,2021-10-23T23:54:28.4Z,1,REGULAR,substitution,in,[],1629018,,,1610612761,19,9,2021-10-23T23:54:31Z,930000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M51.00S,2021-10-23T23:54:46.7Z,1,REGULAR,3pt,Jump Shot,[],1628384,91.40932982917214,96.07843137254902,1610612761,22,9,2021-10-23T23:54:52Z,940000,230.0,28.0,1,right,O. Anunoby 3PT  (12 PTS) (S. Mykhailiuk 1 AST),"[1628384, 1629004]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,23.21,Made,,,,,12.0,,,,,S. Mykhailiuk,1629004.0,1.0,,,,,,,
96,PT03M33.00S,2021-10-23T23:55:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,14.536793692509855,48.529411764705884,1610612742,22,11,2021-10-23T23:55:09Z,960000,7.0,84.0,1,left,L. Doncic 8' driving floating Jump Shot (5 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,8.44,Made,,,,,5.0,,,,,,,,,,,,,,
97,PT03M15.00S,2021-10-23T23:55:22.6Z,1,REGULAR,turnover,bad pass,[],1629004,,,1610612761,22,11,2021-10-23T23:55:26Z,970000,,,0,,S. Mykhailiuk bad pass TURNOVER (1 TO),"[1629004, 203501]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,1.0,Hardaway Jr.,203501.0,,,,,,,,,,,
98,PT03M15.00S,2021-10-23T23:55:22.6Z,1,REGULAR,steal,,[],203501,,,1610612742,22,11,2021-10-23T23:55:24Z,980000,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M10.00S,2021-10-23T23:55:27.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203501,7.178055190538765,45.588235294117645,1610612742,22,11,2021-10-23T23:55:43Z,990000,22.0,15.0,1,left,MISS T. Hardaway Jr. running Layup - blocked,"[203501, 1629018]",1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,2.67,Missed,,,,,,,,,,,,,,,,,Trent Jr.,1629018.0,
100,PT03M10.00S,2021-10-23T23:55:27.6Z,1,REGULAR,block,,[],1629018,,,1610612742,22,11,2021-10-23T23:55:30Z,1000000,,,0,,G. Trent Jr. BLOCK (1 BLK),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M04.00S,2021-10-23T23:55:33.6Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,22,11,2021-10-23T23:55:43Z,1010000,,,0,,D. Finney-Smith REBOUND (Off:4 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,99.0,4.0,0.0,4.0,,,,,,,,,,,,,,,
102,PT03M04.00S,2021-10-23T23:55:33.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627827,5.590000152587891,50.0,1610612742,22,13,2021-10-23T23:57:12Z,1020000,0.0,0.0,1,left,D. Finney-Smith putback Layup (6 PTS),[1627827],1610612742.0,DAL,putback,,,Finney-Smith,D. Finney-Smith,,,,,0.0,Made,,,,,6.0,,,,,,,,,,,,,,
103,PT03M03.00S,2021-10-23T23:55:45.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,22,13,2021-10-23T23:55:45Z,1030000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M03.00S,2021-10-23T23:56:03.5Z,1,REGULAR,substitution,out,[],1627827,,,1610612761,22,13,2021-10-23T23:58:17Z,1040000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M03.00S,2021-10-23T23:56:03.5Z,1,REGULAR,substitution,out,[],203501,,,1610612761,22,13,2021-10-23T23:58:17Z,1050000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M03.00S,2021-10-23T23:56:03.5Z,1,REGULAR,substitution,out,[],1629029,,,1610612761,22,13,2021-10-23T23:58:17Z,1060000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M03.00S,2021-10-23T23:56:03.5Z,1,REGULAR,substitution,in,[],1628425,,,1610612761,22,13,2021-10-23T23:58:17Z,1070000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M03.00S,2021-10-23T23:56:03.5Z,1,REGULAR,substitution,in,[],1628467,,,1610612761,22,13,2021-10-23T23:58:17Z,1080000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M03.00S,2021-10-23T23:56:03.5Z,1,REGULAR,substitution,in,[],203493,,,1610612761,22,13,2021-10-23T23:58:17Z,1090000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M53.00S,2021-10-23T23:58:46.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,22,13,2021-10-23T23:58:46Z,1100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M42.00S,2021-10-23T23:59:07.6Z,1,REGULAR,2pt,Jump Shot,[],1629018,76.2976346911958,29.411764705882355,1610612761,22,13,2021-10-23T23:59:14Z,1110000,-103.0,170.0,1,right,MISS G. Trent Jr. 19' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,19.9,Missed,,,,,,,,,,,,,,,,,,,
113,PT02M39.00S,2021-10-23T23:59:11.1Z,1,REGULAR,rebound,offensive,[],1629004,,,1610612761,22,13,2021-10-23T23:59:11Z,1120000,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:0),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,112.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
114,PT02M32.00S,2021-10-23T23:59:19.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,73.14388961892247,11.519607843137255,1610612761,22,13,2021-10-23T23:59:26Z,1130000,-192.0,200.0,1,right,MISS G. Trent Jr. 27' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,27.74,Missed,,,,,,,,,,,,,,,,,,,
115,PT02M29.00S,2021-10-23T23:59:22.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,22,13,2021-10-23T23:59:26Z,1140000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,
116,PT02M29.00S,2021-10-23T23:59:24.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,22,13,2021-10-23T23:59:24Z,1150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M16.00S,2021-10-23T23:59:43.5Z,1,REGULAR,foul,personal,[],1628384,,,1610612742,22,13,2021-10-24T00:00:03Z,1160000,,,0,,O. Anunoby personal FOUL (1 PF),"[1628384, 1628973]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,1627534.0,,,,1.0,0.0,Brunson,1628973.0,,,
121,PT02M16.00S,2021-10-23T23:59:55.7Z,1,REGULAR,substitution,out,[],1628384,,,1610612742,22,13,2021-10-24T00:00:00Z,1180000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M16.00S,2021-10-23T23:59:55.7Z,1,REGULAR,substitution,out,[],1629018,,,1610612742,22,13,2021-10-24T00:00:00Z,1190000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M16.00S,2021-10-23T23:59:55.7Z,1,REGULAR,substitution,in,[],1630567,,,1610612742,22,13,2021-10-24T00:00:00Z,1200000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M16.00S,2021-10-23T23:59:55.7Z,1,REGULAR,substitution,in,[],1628449,,,1610612742,22,13,2021-10-24T00:00:00Z,1210000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M16.00S,2021-10-24T00:00:10.1Z,1,REGULAR,substitution,out,[],1626161,,,1610612742,22,13,2021-10-24T00:00:17Z,1220000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M16.00S,2021-10-24T00:00:10.1Z,1,REGULAR,substitution,in,[],204001,,,1610612742,22,13,2021-10-24T00:00:17Z,1230000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M06.00S,2021-10-24T00:00:25.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,19.004599211563733,45.588235294117645,1610612742,22,15,2021-10-24T00:00:32Z,1240000,22.0,126.0,1,left,K. Porzingis 12' floating Jump Shot (2 PTS) (S. Brown 1 AST),"[204001, 1628425]",1610612742.0,DAL,floating,,,Porzingis,K. Porzingis,,,,,12.8,Made,,,,,2.0,,,,,S. Brown,1628425.0,1.0,,,,,,,
129,PT01M56.00S,2021-10-24T00:00:36.8Z,1,REGULAR,foul,personal,[],203493,,,1610612761,22,15,2021-10-24T00:00:44Z,1260000,,,0,,R. Bullock personal FOUL (1 PF),"[203493, 1630567]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,1626302.0,,,,1.0,0.0,Barnes,1630567.0,,,
131,PT01M43.00S,2021-10-24T00:01:08.2Z,1,REGULAR,3pt,Jump Shot,[],1629004,89.70105124835742,2.696078431372549,1610612761,25,15,2021-10-24T00:01:14Z,1280000,-237.0,44.0,1,right,S. Mykhailiuk 24' 3PT  (3 PTS) (C. Boucher 1 AST),"[1629004, 1628449]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,24.06,Made,,,,,3.0,,,,,C. Boucher,1628449.0,1.0,,,,,,,
133,PT01M27.00S,2021-10-24T00:01:27.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630567,,,1610612742,25,15,2021-10-24T00:01:35Z,1300000,,,0,,S. Barnes personal FOUL (2 PF) (Porzingis 2 FT),"[1630567, 204001]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,201639.0,,,,2.0,0.0,Porzingis,204001.0,,,
135,PT01M27.00S,2021-10-24T00:01:53.3Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612742,25,16,2021-10-24T00:01:53Z,1320000,,,0,,K. Porzingis Free Throw 1 of 2 (3 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
136,PT01M27.00S,2021-10-24T00:02:10.7Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612742,25,17,2021-10-24T00:02:10Z,1330000,,,0,,K. Porzingis Free Throw 2 of 2 (4 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
137,PT01M11.00S,2021-10-24T00:02:28.5Z,1,REGULAR,3pt,Jump Shot,[],1629004,66.17936925098554,28.921568627450984,1610612761,25,17,2021-10-24T00:02:34Z,1340000,-105.0,265.0,1,right,MISS S. Mykhailiuk 28' 3PT,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,28.56,Missed,,,,,,,,,,,,,,,,,,,
138,PT01M07.00S,2021-10-24T00:02:32.5Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,25,17,2021-10-24T00:02:34Z,1350000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
139,PT01M02.00S,2021-10-24T00:02:40.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201609,,,1610612742,25,17,2021-10-24T00:02:46Z,1360000,,,0,,G. Dragic personal FOUL (1 PF) (Bullock 2 FT),"[201609, 203493]",1610612761.0,TOR,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Bullock,203493.0,,,
141,PT01M02.00S,2021-10-24T00:03:06.8Z,1,REGULAR,freethrow,1 of 2,[],203493,,,1610612742,25,18,2021-10-24T00:03:28Z,1380000,,,0,,R. Bullock Free Throw 1 of 2 (1 PTS),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
142,PT01M02.00S,2021-10-24T00:03:06.8Z,1,REGULAR,freethrow,2 of 2,[],203493,,,1610612742,25,18,2021-10-24T00:03:28Z,1390000,,,0,,MISS R. Bullock Free Throw 2 of 2,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,Missed,,,,,,,,,,,,,,,,,,,
143,PT00M57.20S,2021-10-24T00:03:11.6Z,1,REGULAR,rebound,offensive,[],204001,,,1610612742,25,18,2021-10-24T00:09:14Z,1400000,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,142.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
144,PT00M57.20S,2021-10-24T00:03:25.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",204001,5.590000152587891,50.0,1610612742,25,18,2021-10-24T00:09:35Z,1410000,0.0,0.0,1,left,MISS K. Porzingis tip Layup,[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
145,PT00M56.60S,2021-10-24T00:03:26.4Z,1,REGULAR,rebound,offensive,[],1628425,,,1610612742,25,18,2021-10-24T00:09:35Z,1420000,,,0,,S. Brown REBOUND (Off:1 Def:0),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,144.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
146,PT00M53.30S,2021-10-24T00:03:29.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],204001,26.62614980289093,16.911764705882355,1610612742,25,18,2021-10-24T00:03:37Z,1430000,165.0,198.0,1,left,MISS K. Porzingis 25' step back 3PT,[204001],1610612742.0,DAL,step back,,,Porzingis,K. Porzingis,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
147,PT00M50.60S,2021-10-24T00:03:32.4Z,1,REGULAR,rebound,defensive,[],201609,,,1610612761,25,18,2021-10-24T00:03:37Z,1440000,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612761.0,TOR,,,,Dragic,G. Dragic,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
148,PT00M35.30S,2021-10-24T00:03:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,93.38042049934296,47.549019607843135,1610612761,25,18,2021-10-24T00:03:54Z,1450000,-12.0,10.0,1,right,MISS C. Boucher driving Layup - blocked,"[1628449, 204001]",1610612761.0,TOR,driving,,,Boucher,C. Boucher,,,,,1.57,Missed,,,,,,,,,,,,,,,,,Porzingis,204001.0,
149,PT00M35.30S,2021-10-24T00:03:48.4Z,1,REGULAR,block,,[],204001,,,1610612761,25,18,2021-10-24T00:03:50Z,1460000,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M32.10S,2021-10-24T00:03:51.6Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,25,18,2021-10-24T00:03:51Z,1470000,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,148.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
151,PT00M29.80S,2021-10-24T00:03:53.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630567,88.51839684625493,48.77450980392157,1610612761,25,18,2021-10-24T00:03:59Z,1480000,-6.0,55.0,1,right,MISS S. Barnes turnaround bank Hook,[1630567],1610612761.0,TOR,turnaround bank,,,Barnes,S. Barnes,,,,,5.57,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M27.70S,2021-10-24T00:03:56.0Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,25,18,2021-10-24T00:03:59Z,1490000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
153,PT00M04.60S,2021-10-24T00:04:19.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,12.040078843626807,57.84313725490197,1610612742,25,18,2021-10-24T00:04:27Z,1500000,-39.0,61.0,1,left,MISS J. Brunson 7' turnaround fadeaway Shot - blocked,"[1628973, 201609]",1610612742.0,DAL,turnaround fadeaway,,,Brunson,J. Brunson,,,,,7.23,Missed,,,,,,,,,,,,,,,,,Dragic,201609.0,
154,PT00M04.60S,2021-10-24T00:04:19.2Z,1,REGULAR,block,,[],201609,,,1610612742,25,18,2021-10-24T00:04:22Z,1510000,,,0,,G. Dragic BLOCK (1 BLK),[201609],1610612761.0,TOR,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M02.70S,2021-10-24T00:04:21.1Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,25,18,2021-10-24T00:05:51Z,1520000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
156,PT00M01.60S,2021-10-24T00:04:25.3Z,1,REGULAR,3pt,Jump Shot,[],1628449,41.96780551905388,50.73529411764706,1610612761,25,18,2021-10-24T00:12:44Z,1530000,4.0,493.0,1,right,MISS C. Boucher 49' driving floating 3PT,[1628449],1610612761.0,TOR,driving floating,,,Boucher,C. Boucher,,,,,49.3,Missed,,,,,,,,,,,,,,,,,,,
157,PT00M00.10S,2021-10-24T00:04:26.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,25,18,2021-10-24T00:12:44Z,1540000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2021-10-24T00:04:30.0Z,1,REGULAR,period,end,[],0,,,1610612761,25,18,2021-10-24T00:04:30Z,1550000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-10-24T00:06:12.5Z,2,REGULAR,substitution,out,['startperiod'],1630567,,,1610612761,25,18,2021-10-24T00:07:01Z,1560000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-10-24T00:06:12.5Z,2,REGULAR,substitution,out,['startperiod'],1629004,,,1610612761,25,18,2021-10-24T00:07:01Z,1570000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-10-24T00:06:12.5Z,2,REGULAR,substitution,out,['startperiod'],203920,,,1610612761,25,18,2021-10-24T00:07:01Z,1580000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-10-24T00:06:12.5Z,2,REGULAR,substitution,in,['startperiod'],1630173,,,1610612761,25,18,2021-10-24T00:07:01Z,1590000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-10-24T00:06:12.5Z,2,REGULAR,substitution,in,['startperiod'],1628384,,,1610612761,25,18,2021-10-24T00:07:01Z,1600000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-10-24T00:06:12.5Z,2,REGULAR,substitution,in,['startperiod'],1627832,,,1610612761,25,18,2021-10-24T00:07:01Z,1610000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-10-24T00:07:11.8Z,2,REGULAR,period,start,[],0,,,1610612761,25,18,2021-10-24T00:07:11Z,1620000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M47.00S,2021-10-24T00:07:24.8Z,2,REGULAR,2pt,Jump Shot,[],1630173,74.58935611038108,40.19607843137255,1610612761,25,18,2021-10-24T00:07:30Z,1630000,-49.0,186.0,1,right,MISS P. Achiuwa 19' pullup Shot - blocked,"[1630173, 204001]",1610612761.0,TOR,pullup,,,Achiuwa,P. Achiuwa,,,,,19.27,Missed,,,,,,,,,,,,,,,,,Porzingis,204001.0,
167,PT11M47.00S,2021-10-24T00:07:24.8Z,2,REGULAR,block,,[],204001,,,1610612761,25,18,2021-10-24T00:07:28Z,1640000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M42.00S,2021-10-24T00:07:29.8Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,25,18,2021-10-24T00:07:30Z,1650000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
169,PT11M36.00S,2021-10-24T00:07:37.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,25,18,2021-10-24T00:07:37Z,1660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M23.00S,2021-10-24T00:08:05.2Z,2,REGULAR,turnover,lost ball,[],1628425,,,1610612742,25,18,2021-10-24T00:08:10Z,1670000,,,0,,S. Brown lost ball TURNOVER (1 TO),"[1628425, 1628449]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,1.0,Boucher,1628449.0,,,,,,,,,,,
