actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
89,PT04M30.00S,2022-03-04T00:55:53.9Z,1,REGULAR,substitution,out,[],1630567,,,1610612765,16,18,2022-03-04T00:56:01Z,890000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M30.00S,2022-03-04T00:55:53.9Z,1,REGULAR,substitution,in,[],1628449,,,1610612765,16,18,2022-03-04T00:56:01Z,900000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M18.00S,2022-03-04T00:56:20.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630595,9.806176084099869,42.15686274509804,1610612765,16,20,2022-03-04T00:56:25Z,910000,39.0,40.0,1,left,C. Cunningham driving bank Hook (7 PTS),[1630595],1610612765.0,DET,driving bank,,,Cunningham,C. Cunningham,,,,,5.58,Made,,,,,7.0,,,,,,,,,,,,,,
92,PT04M03.00S,2022-03-04T00:56:34.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,86.5473061760841,41.66666666666667,1610612761,16,20,2022-03-04T00:56:42Z,920000,-42.0,74.0,1,right,MISS P. Siakam 8' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,8.49,Missed,,,,,,,,,,,,,,,,,,,
93,PT04M01.00S,2022-03-04T00:56:36.4Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,16,20,2022-03-04T00:56:42Z,930000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
94,PT03M56.00S,2022-03-04T00:56:43.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203924,7.966491458607096,50.98039215686274,1610612765,16,22,2022-03-04T00:56:48Z,940000,-5.0,22.0,1,left,J. Grant running Layup (4 PTS) (C. Joseph 2 AST),"[203924, 202709]",1610612765.0,DET,running,,,Grant,J. Grant,,,,,2.29,Made,,,,,4.0,,,,,,C. Joseph,202709.0,2.0,,,,,,
96,PT03M47.00S,2022-03-04T00:56:55.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,16,22,2022-03-04T00:56:55Z,960000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M47.00S,2022-03-04T00:56:57.8Z,1,REGULAR,substitution,out,[],202709,,,1610612761,16,22,2022-03-04T00:59:24Z,970000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M47.00S,2022-03-04T00:56:57.8Z,1,REGULAR,substitution,in,[],1630165,,,1610612761,16,22,2022-03-04T00:59:24Z,980000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M39.00S,2022-03-04T00:59:53.2Z,1,REGULAR,3pt,Jump Shot,[],1629018,68.54467805519053,65.93137254901961,1610612761,16,22,2022-03-04T00:59:59Z,990000,80.0,243.0,1,right,MISS G. Trent Jr. 25' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M35.00S,2022-03-04T00:59:57.2Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,16,22,2022-03-04T00:59:59Z,1000000,,,0,,P. Achiuwa REBOUND (Off:2 Def:0),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,100.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
102,PT03M35.00S,2022-03-04T00:59:57.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,94.40999984741211,50.0,1610612761,18,22,2022-03-04T00:59:57Z,1010000,0.0,0.0,1,right,P. Achiuwa tip Layup (4 PTS),[1630173],1610612761.0,TOR,tip,,,Achiuwa,P. Achiuwa,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
103,PT03M19.00S,2022-03-04T01:00:12.9Z,1,REGULAR,3pt,Jump Shot,[],203924,11.12023653088042,3.431372549019608,1610612765,18,25,2022-03-04T01:00:17Z,1020000,233.0,52.0,1,left,J. Grant 3PT  (7 PTS) (K. Hayes 1 AST),"[203924, 1630165]",1610612765.0,DET,,,,Grant,J. Grant,,,,,23.85,Made,,,,,7.0,,,,,,K. Hayes,1630165.0,1.0,,,,,,
105,PT02M54.00S,2022-03-04T01:00:38.0Z,1,REGULAR,3pt,Jump Shot,[],1630173,94.82588699080158,4.166666666666666,1610612761,18,25,2022-03-04T01:00:42Z,1040000,-229.0,-4.0,1,right,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
106,PT02M52.00S,2022-03-04T01:00:40.0Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,18,25,2022-03-04T01:00:42Z,1050000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,105.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
107,PT02M38.00S,2022-03-04T01:00:54.3Z,1,REGULAR,3pt,Jump Shot,[],1630595,26.10052562417871,15.931372549019606,1610612765,18,28,2022-03-04T01:00:58Z,1060000,170.0,193.0,1,left,C. Cunningham 25' 3PT  (10 PTS) (J. Grant 2 AST),"[1630595, 203924]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,25.72,Made,,,,,10.0,,,,,,J. Grant,203924.0,2.0,,,,,,
109,PT02M18.00S,2022-03-04T01:01:18.3Z,1,REGULAR,foul,offensive,[],1627783,,,1610612761,18,28,2022-03-04T01:01:24Z,1080000,,,0,,P. Siakam charge offensive FOUL (2 PF),"[1627783, 1630595]",1610612761.0,TOR,charge,,,Siakam,P. Siakam,,,,,,,,,,,,1627519.0,2.0,0.0,Cunningham,1630595.0,,,,,,,,,
111,PT02M18.00S,2022-03-04T01:01:18.3Z,1,REGULAR,turnover,offensive foul,[],1627783,,,1610612761,18,28,2022-03-04T01:01:18Z,1100000,,,0,,P. Siakam offensive foul TURNOVER (1 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,1627519.0,,,,,,,,1.0,,,,,
112,PT02M18.00S,2022-03-04T01:01:24.4Z,1,REGULAR,substitution,out,[],1627783,,,1610612765,18,28,2022-03-04T01:01:31Z,1110000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M18.00S,2022-03-04T01:01:24.4Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,18,28,2022-03-04T01:01:31Z,1120000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M18.00S,2022-03-04T01:01:24.4Z,1,REGULAR,substitution,in,[],1630567,,,1610612765,18,28,2022-03-04T01:01:31Z,1130000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M18.00S,2022-03-04T01:01:24.4Z,1,REGULAR,substitution,in,[],1628977,,,1610612765,18,28,2022-03-04T01:01:31Z,1140000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M07.00S,2022-03-04T01:01:55.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630595,22.158344283837057,9.803921568627452,1610612765,18,28,2022-03-04T01:01:59Z,1150000,201.0,156.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
117,PT02M04.00S,2022-03-04T01:01:58.2Z,1,REGULAR,rebound,defensive,[],1630201,,,1610612761,18,28,2022-03-04T01:01:59Z,1160000,,,0,,M. Flynn REBOUND (Off:0 Def:2),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,116.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
118,PT01M58.00S,2022-03-04T01:02:04.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612761,18,28,2022-03-04T01:02:11Z,1170000,,,0,,K. Hayes shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[1630165, 1629018]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,,,,,,,,1830.0,1.0,0.0,Trent Jr.,1629018.0,,,,,,,,,
121,PT01M58.00S,2022-03-04T01:02:34.4Z,1,REGULAR,substitution,out,[],203924,,,1610612761,18,28,2022-03-04T01:02:45Z,1200000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M58.00S,2022-03-04T01:02:34.4Z,1,REGULAR,substitution,in,[],203585,,,1610612761,18,28,2022-03-04T01:02:45Z,1210000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M58.00S,2022-03-04T01:02:34.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629018,,,1610612761,19,28,2022-03-04T01:11:38Z,1212500,,,0,,G. Trent Jr. Free Throw 1 of 2 (1 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
123,PT01M58.00S,2022-03-04T01:02:34.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629018,,,1610612761,20,28,2022-03-04T01:11:38Z,1213750,,,0,,G. Trent Jr. Free Throw 2 of 2 (2 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
145,PT01M49.00S,2022-03-04T01:03:01.5Z,1,REGULAR,violation,kicked ball,[],1630567,,,1610612765,20,28,2022-03-04T01:11:17Z,1215000,,,0,,S. Barnes kicked ball VIOLATION,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,1830.0,,,,,,,,,,,,,
125,PT01M34.00S,2022-03-04T01:03:44.1Z,1,REGULAR,2pt,Jump Shot,[],203482,25.706307490144546,66.91176470588235,1610612765,20,28,2022-03-04T01:03:49Z,1240000,-85.0,189.0,1,left,MISS K. Olynyk 20' pullup Shot,[203482],1610612765.0,DET,pullup,,,Olynyk,K. Olynyk,,,,,20.72,Missed,,,,,,,,,,,,,,,,,,,
126,PT01M30.00S,2022-03-04T01:03:47.2Z,1,REGULAR,rebound,defensive,[],1630201,,,1610612761,20,28,2022-03-04T01:03:47Z,1250000,,,0,,M. Flynn REBOUND (Off:0 Def:3),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,125.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
127,PT01M28.00S,2022-03-04T01:03:49.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630173,92.9862023653088,50.245098039215684,1610612761,22,28,2022-03-04T01:03:56Z,1260000,1.0,13.0,1,right,P. Achiuwa running finger roll Layup (6 PTS) (M. Flynn 1 AST),"[1630173, 1630201]",1610612761.0,TOR,running finger roll,,,Achiuwa,P. Achiuwa,,,,,1.35,Made,,,,,6.0,,,,,,M. Flynn,1630201.0,1.0,,,,,,
129,PT01M15.00S,2022-03-04T01:04:02.6Z,1,REGULAR,3pt,Jump Shot,[],203585,14.536793692509855,3.431372549019608,1610612765,22,31,2022-03-04T01:04:07Z,1280000,233.0,84.0,1,left,R. McGruder 24' 3PT  (3 PTS) (K. Olynyk 2 AST),"[203585, 203482]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,24.75,Made,,,,,3.0,,,,,,K. Olynyk,203482.0,2.0,,,,,,
131,PT01M13.00S,2022-03-04T01:04:11.0Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612761,22,31,2022-03-04T01:04:16Z,1300000,,,0,,TEAM delay-of-game VIOLATION,[],1610612765.0,DET,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,
132,PT01M02.00S,2022-03-04T01:04:25.5Z,1,REGULAR,3pt,Jump Shot,[],1629018,67.49342969776609,33.57843137254902,1610612761,22,31,2022-03-04T01:04:30Z,1310000,-82.0,253.0,1,right,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
133,PT00M59.90S,2022-03-04T01:04:27.6Z,1,REGULAR,rebound,defensive,[],203482,,,1610612765,22,31,2022-03-04T01:04:30Z,1320000,,,0,,K. Olynyk REBOUND (Off:0 Def:3),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,132.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
134,PT00M47.60S,2022-03-04T01:04:41.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,9.543363994743759,55.63725490196079,1610612765,22,31,2022-03-04T01:04:46Z,1330000,-28.0,37.0,1,left,MISS C. Cunningham cutting Layup,[1630595],1610612765.0,DET,cutting,,,Cunningham,C. Cunningham,,,,,4.67,Missed,,,,,,,,,,,,,,,,,,,
135,PT00M45.40S,2022-03-04T01:04:43.4Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,22,31,2022-03-04T01:04:46Z,1340000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
136,PT00M29.80S,2022-03-04T01:04:59.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,91.14651773981603,50.245098039215684,1610612761,22,31,2022-03-04T01:05:05Z,1350000,1.0,31.0,1,right,MISS P. Achiuwa driving finger roll Layup,[1630173],1610612761.0,TOR,driving finger roll,,,Achiuwa,P. Achiuwa,,,,,3.07,Missed,,,,,,,,,,,,,,,,,,,
137,PT00M28.10S,2022-03-04T01:05:00.7Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,22,31,2022-03-04T01:05:00Z,1360000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,136.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
138,PT00M21.60S,2022-03-04T01:05:07.3Z,1,REGULAR,3pt,Jump Shot,[],203585,5.601182654402102,96.32352941176471,1610612765,22,31,2022-03-04T01:05:11Z,1370000,-232.0,0.0,1,left,MISS R. McGruder 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
139,PT00M18.90S,2022-03-04T01:05:09.9Z,1,REGULAR,rebound,offensive,[],1628977,,,1610612765,22,31,2022-03-04T01:05:09Z,1380000,,,0,,H. Diallo REBOUND (Off:1 Def:0),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,138.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
140,PT00M14.70S,2022-03-04T01:05:14.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203482,19.530223390275953,94.11764705882352,1610612765,22,31,2022-03-04T01:05:20Z,1390000,-221.0,131.0,1,left,MISS K. Olynyk 25' step back 3PT,[203482],1610612765.0,DET,step back,,,Olynyk,K. Olynyk,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
141,PT00M11.20S,2022-03-04T01:05:17.6Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,22,31,2022-03-04T01:05:17Z,1400000,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,140.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
142,PT00M03.40S,2022-03-04T01:05:25.4Z,1,REGULAR,3pt,Jump Shot,[],1629018,91.40932982917214,4.6568627450980395,1610612761,22,31,2022-03-04T01:05:31Z,1410000,-227.0,28.0,1,right,MISS G. Trent Jr. step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,22.85,Missed,,,,,,,,,,,,,,,,,,,
143,PT00M00.20S,2022-03-04T01:05:28.6Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,22,31,2022-03-04T01:05:28Z,1420000,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,142.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
144,PT00M00.00S,2022-03-04T01:05:31.1Z,1,REGULAR,period,end,[],0,,,1610612765,22,31,2022-03-04T01:05:31Z,1430000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-03-04T01:07:28.7Z,2,REGULAR,substitution,out,['startperiod'],1630201,,,1610612765,22,31,2022-03-04T01:08:07Z,1440000,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-03-04T01:07:28.7Z,2,REGULAR,substitution,out,['startperiod'],1629018,,,1610612765,22,31,2022-03-04T01:08:07Z,1450000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-03-04T01:07:28.7Z,2,REGULAR,substitution,out,['startperiod'],1630595,,,1610612765,22,31,2022-03-04T01:08:07Z,1460000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-03-04T01:07:28.7Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612765,22,31,2022-03-04T01:08:07Z,1470000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-03-04T01:07:28.7Z,2,REGULAR,substitution,in,['startperiod'],1630625,,,1610612765,22,31,2022-03-04T01:08:07Z,1480000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-03-04T01:07:28.7Z,2,REGULAR,substitution,in,['startperiod'],1630587,,,1610612765,22,31,2022-03-04T01:08:07Z,1490000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-03-04T01:08:29.2Z,2,REGULAR,period,start,[],0,,,1610612765,22,31,2022-03-04T01:08:29Z,1500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M47.00S,2022-03-04T01:08:41.2Z,2,REGULAR,3pt,Jump Shot,[],203585,7.440867279894875,97.79411764705883,1610612765,22,34,2022-03-04T01:08:45Z,1510000,-239.0,17.0,1,left,R. McGruder 3PT  (6 PTS) (I. Livers 1 AST),"[203585, 1630587]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,23.96,Made,,,,,6.0,,,,,,I. Livers,1630587.0,1.0,,,,,,
155,PT11M26.00S,2022-03-04T01:09:04.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,92.06636005256242,57.84313725490197,1610612761,24,34,2022-03-04T01:09:09Z,1530000,39.0,22.0,1,right,D. Banton turnaround bank Jump Shot (2 PTS) (P. Siakam 2 AST),"[1630625, 1627783]",1610612761.0,TOR,turnaround bank,,,Banton,D. Banton,,,,,4.5,Made,,,,,2.0,,,,,,P. Siakam,1627783.0,2.0,,,,,,
157,PT11M26.00S,2022-03-04T01:09:09.1Z,2,REGULAR,foul,personal,['1freethrow'],203585,,,1610612761,24,34,2022-03-04T01:09:14Z,1550000,,,0,,R. McGruder shooting personal FOUL (1 PF) (Banton 1 FT),"[203585, 1630625]",1610612765.0,DET,shooting,,,McGruder,R. McGruder,,,,,,,,,,,,1627519.0,1.0,0.0,Banton,1630625.0,,,,,,,,,
159,PT11M26.00S,2022-03-04T01:09:26.4Z,2,REGULAR,freethrow,1 of 1,[],1630625,,,1610612761,25,34,2022-03-04T01:09:26Z,1570000,,,0,,D. Banton Free Throw 1 of 1 (3 PTS),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
160,PT11M04.00S,2022-03-04T01:09:56.8Z,2,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612765,25,34,2022-03-04T01:12:41Z,1580000,,,0,,P. Achiuwa flagrant-type-1 personal FOUL (1 PF) (Olynyk 2 FT),"[1630173, 203482]",1610612761.0,TOR,flagrant-type-1,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,1830.0,1.0,0.0,Olynyk,203482.0,,,,,,,,,
162,PT11M04.00S,2022-03-04T01:10:23.9Z,2,REGULAR,stoppage,injury,[],0,,,1610612765,25,34,2022-03-04T01:10:23Z,1600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M04.00S,2022-03-04T01:11:39.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612765,25,34,2022-03-04T01:12:18Z,1610000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,Common Foul to Flagrant 1
164,PT11M04.00S,2022-03-04T01:12:43.7Z,2,REGULAR,freethrow,1 of 2,[],203482,,,1610612765,25,35,2022-03-04T01:12:43Z,1620000,,,0,,K. Olynyk flagrant Free Throw 1 of 2 (3 PTS),[203482],1610612765.0,DET,flagrant,,,Olynyk,K. Olynyk,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
165,PT11M04.00S,2022-03-04T01:12:43.7Z,2,REGULAR,freethrow,2 of 2,[],203482,,,1610612765,25,35,2022-03-04T01:13:06Z,1630000,,,0,,MISS K. Olynyk flagrant Free Throw 2 of 2,[203482],1610612765.0,DET,flagrant,,,Olynyk,K. Olynyk,,,,,,Missed,,,,,,,,,,,,,,,,,,,
166,PT11M04.00S,2022-03-04T01:12:43.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,25,35,2022-03-04T01:13:06Z,1640000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,,
167,PT11M02.00S,2022-03-04T01:13:17.1Z,2,REGULAR,3pt,Jump Shot,[],1630587,25.312089356110377,14.705882352941178,1610612765,25,35,2022-03-04T01:13:22Z,1650000,176.0,185.0,1,left,MISS I. Livers 25' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
168,PT10M58.00S,2022-03-04T01:13:21.1Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,25,35,2022-03-04T01:13:22Z,1660000,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,167.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
169,PT10M52.00S,2022-03-04T01:13:26.9Z,2,REGULAR,turnover,bad pass,[],1627783,,,1610612761,25,35,2022-03-04T01:14:54Z,1670000,,,0,,P. Siakam bad pass TURNOVER (2 TO),"[1627783, 1628977]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,2.0,Diallo,1628977.0,,,
170,PT10M52.00S,2022-03-04T01:13:26.9Z,2,REGULAR,steal,,[],1628977,,,1610612765,25,35,2022-03-04T01:13:28Z,1680000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M43.00S,2022-03-04T01:13:36.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1628977,7.178055190538765,53.92156862745098,1610612765,25,37,2022-03-04T01:13:50Z,1700000,-20.0,15.0,1,left,H. Diallo finger roll Layup (2 PTS),[1628977],1610612765.0,DET,finger roll,,,Diallo,H. Diallo,,,,,2.47,Made,,,,,2.0,,,,,,,,,,,,,,
173,PT10M43.00S,2022-03-04T01:13:40.8Z,2,REGULAR,violation,defensive goaltending,[],1628449,,,1610612765,25,37,2022-03-04T01:13:50Z,1710000,,,0,,C. Boucher defensive goaltending VIOLATION,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,1627962.0,,,,,,,,,,,,,
174,PT10M25.00S,2022-03-04T01:14:04.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,89.17542706964521,43.627450980392155,1610612761,27,37,2022-03-04T01:14:09Z,1720000,-32.0,49.0,1,right,S. Barnes turnaround bank Hook (4 PTS) (D. Banton 1 AST),"[1630567, 1630625]",1610612761.0,TOR,turnaround bank,,,Barnes,S. Barnes,,,,,5.87,Made,,,,,4.0,,,,,,D. Banton,1630625.0,1.0,,,,,,
176,PT10M01.00S,2022-03-04T01:14:27.4Z,2,REGULAR,2pt,Jump Shot,[],1628977,26.888961892247043,48.28431372549019,1610612765,27,37,2022-03-04T01:14:32Z,1740000,9.0,200.0,1,left,MISS H. Diallo 20' pullup Shot,[1628977],1610612765.0,DET,pullup,,,Diallo,H. Diallo,,,,,20.05,Missed,,,,,,,,,,,,,,,,,,,
177,PT09M58.00S,2022-03-04T01:14:30.4Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,27,37,2022-03-04T01:14:32Z,1750000,,,0,,C. Boucher REBOUND (Off:0 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,176.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
178,PT09M38.00S,2022-03-04T01:14:51.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,94.56307490144546,48.28431372549019,1610612761,29,37,2022-03-04T01:14:56Z,1760000,-9.0,-1.0,1,right,D. Banton driving Layup (5 PTS),[1630625],1610612761.0,TOR,driving,,,Banton,D. Banton,,,,,0.87,Made,,,,,5.0,,,,,,,,,,,,,,
