actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-03-18T23:40:52.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-18T23:40:52Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-03-18T23:40:54.5Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2022-03-18T23:40:54Z,40000,,,0,,Jump Ball D. Howard vs. S. Barnes: Tip to L. James,"[2544, 2730, 1630567]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Howard,2730.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-03-18T23:41:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629117,13.354139290407357,48.77450980392157,1610612747,0,2,2022-03-18T23:41:19Z,70000,6.0,73.0,1,left,W. Gabriel 7' driving floating Jump Shot (2 PTS) (R. Westbrook 1 AST),"[1629117, 201566]",1610612747.0,LAL,driving floating,,,Gabriel,W. Gabriel,,,,,7.33,Made,2.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
8,PT11M24.00S,2022-03-18T23:41:27.5Z,1,REGULAR,3pt,Jump Shot,[],1630567,92.46057818659659,96.32352941176471,1610612761,3,2,2022-03-18T23:41:32Z,80000,232.0,18.0,1,right,S. Barnes 3PT  (3 PTS) (P. Siakam 1 AST),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,23.23,Made,3.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
10,PT11M04.00S,2022-03-18T23:41:46.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,5.469776609724048,53.18627450980392,1610612747,3,4,2022-03-18T23:41:55Z,100000,-16.0,-1.0,1,left,R. Westbrook Layup (2 PTS) (L. James 1 AST),"[201566, 2544]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,1.59,Made,2.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
12,PT10M51.00S,2022-03-18T23:42:01.2Z,1,REGULAR,2pt,Jump Shot,[],1629018,77.08607095926413,51.225490196078425,1610612761,3,4,2022-03-18T23:42:09Z,120000,6.0,163.0,1,right,MISS G. Trent Jr. 16' turnaround fadeaway Shot,[1629018],1610612761.0,TOR,turnaround fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,16.3,Missed,,,,,,,,,,,,,,,,,,
13,PT10M47.00S,2022-03-18T23:42:05.2Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,3,4,2022-03-18T23:42:09Z,130000,,,0,,D. Howard REBOUND (Off:0 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M42.00S,2022-03-18T23:42:10.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629117,7.30946123521682,49.754901960784316,1610612747,3,6,2022-03-18T23:42:21Z,140000,1.0,16.0,1,left,W. Gabriel running reverse Layup (4 PTS) (R. Westbrook 2 AST),"[1629117, 201566]",1610612747.0,LAL,running reverse,,,Gabriel,W. Gabriel,,,,,1.62,Made,4.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,,
16,PT10M27.00S,2022-03-18T23:42:24.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,88.64980289093299,50.0,1610612761,5,6,2022-03-18T23:42:30Z,160000,0.0,54.0,1,right,S. Barnes driving Hook (5 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,5.42,Made,5.0,,,,,,,,,,,,,,,,,
18,PT10M04.00S,2022-03-18T23:42:46.7Z,1,REGULAR,3pt,Jump Shot,[],1629117,6.521024967148489,1.715686274509804,1610612747,5,9,2022-03-18T23:42:51Z,170000,241.0,9.0,1,left,W. Gabriel 24' 3PT  (7 PTS) (R. Westbrook 3 AST),"[1629117, 201566]",1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,24.16,Made,7.0,R. Westbrook,201566.0,3.0,,,,,,,,,,,,,,
