actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,value
541,PT10M00.00S,2022-01-26T02:02:19.2Z,4,REGULAR,rebound,defensive,[],203486,,,1610612766,111,91,2022-01-26T02:02:19Z,5310000,,,0,,M. Plumlee REBOUND (Off:2 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,540.0,6.0,4.0,2.0,,,
542,PT09M51.00S,2022-01-26T02:02:28.0Z,4,REGULAR,turnover,lost ball,[],203486,,,1610612766,111,91,2022-01-26T02:02:33Z,5320000,,,0,,M. Plumlee lost ball TURNOVER (2 TO),"[203486, 1628384]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,2.0,,,,,,,Anunoby,1628384.0,
543,PT09M51.00S,2022-01-26T02:02:28.0Z,4,REGULAR,steal,,[],1628384,,,1610612761,111,91,2022-01-26T02:02:58Z,5330000,,,0,,O. Anunoby STEAL (2 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT09M48.00S,2022-01-26T02:02:33.6Z,4,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612761,111,91,2022-01-26T02:02:48Z,5340000,,,0,,K. Oubre Jr. shooting personal FOUL (4 PF) (Anunoby 2 FT),"[1626162, 1628384]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,201246.0,4.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,
546,PT09M48.00S,2022-01-26T02:02:55.1Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628384,,,1610612761,112,91,2022-01-26T02:02:55Z,5360000,,,0,,O. Anunoby Free Throw 1 of 2 (20 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,
547,PT09M48.00S,2022-01-26T02:03:06.5Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628384,,,1610612761,113,91,2022-01-26T02:03:06Z,5370000,,,0,,O. Anunoby Free Throw 2 of 2 (21 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
548,PT09M34.00S,2022-01-26T02:03:24.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,81.94809461235218,43.872549019607845,1610612766,113,91,2022-01-26T02:03:39Z,5380000,-31.0,117.0,1,right,MISS L. Ball 12' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,,,,,,Missed,,12.11,,,,,,,,,,,,,
549,PT09M30.00S,2022-01-26T02:03:28.5Z,4,REGULAR,rebound,offensive,[],203486,,,1610612766,113,91,2022-01-26T02:03:33Z,5390000,,,0,,M. Plumlee REBOUND (Off:3 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,548.0,7.0,4.0,3.0,,,
550,PT09M30.00S,2022-01-26T02:03:28.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,94.40999984741211,50.0,1610612766,113,91,2022-01-26T02:03:28Z,5400000,0.0,0.0,1,right,MISS M. Plumlee tip Layup,[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,,
551,PT09M30.00S,2022-01-26T02:03:30.2Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,113,91,2022-01-26T02:03:30Z,5410000,,,0,,C. Boucher REBOUND (Off:0 Def:5),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,550.0,5.0,5.0,0.0,,,
552,PT09M30.00S,2022-01-26T02:03:33.2Z,4,REGULAR,foul,personal,[],203486,,,1610612761,113,91,2022-01-26T02:04:23Z,5420000,,,0,,M. Plumlee personal FOUL (5 PF),"[203486, 1628449]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,201246.0,5.0,0.0,Boucher,1628449.0,,,,,,,,,,,,,,,,
554,PT09M30.00S,2022-01-26T02:04:23.2Z,4,REGULAR,stoppage,court clean up,[],0,,,1610612761,113,91,2022-01-26T02:04:23Z,5440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT09M30.00S,2022-01-26T02:04:46.2Z,4,REGULAR,instantreplay,request,[],0,,,1610612761,113,91,2022-01-26T02:05:42Z,5450000,,,0,,,[],,,support,,,,,,,,,201246.0,,,,,,,,,,,,,,,,,,,,
556,PT09M30.00S,2022-01-26T02:05:58.8Z,4,REGULAR,foul,technical,['1freethrow'],1628449,,,1610612761,113,91,2022-01-26T02:06:20Z,5460000,,,0,,C. Boucher technical FOUL (1 Tech),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,201246.0,4.0,1.0,,,,,,,,,,,,,,,,,,
557,PT09M30.00S,2022-01-26T02:06:28.1Z,4,REGULAR,freethrow,1 of 1,[],1630163,,,1610612761,113,92,2022-01-26T02:06:28Z,5470000,,,0,,L. Ball technical Free Throw 1 of 1 (21 PTS),[1630163],1610612766.0,CHA,technical,,,Ball,L. Ball,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
558,PT09M24.00S,2022-01-26T02:06:45.6Z,4,REGULAR,turnover,bad pass,[],1628384,,,1610612761,113,92,2022-01-26T02:06:53Z,5480000,,,0,,O. Anunoby bad pass TURNOVER (2 TO),"[1628384, 1626162]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,2.0,,,,,,,Oubre Jr.,1626162.0,
559,PT09M24.00S,2022-01-26T02:06:45.6Z,4,REGULAR,steal,,[],1626162,,,1610612766,113,92,2022-01-26T02:06:47Z,5490000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT09M21.00S,2022-01-26T02:06:49.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,95.48291721419186,48.529411764705884,1610612766,113,94,2022-01-26T02:06:58Z,5500000,-7.0,-10.0,1,right,K. Oubre Jr. running DUNK (6 PTS),[1626162],1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,Made,6.0,1.24,,,,,,,,,,,,,
561,PT09M04.00S,2022-01-26T02:07:05.2Z,4,REGULAR,turnover,bad pass,[],1627783,,,1610612761,113,94,2022-01-26T02:07:09Z,5510000,,,0,,P. Siakam bad pass TURNOVER (3 TO),"[1627783, 1630163]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,3.0,,,,,,,Ball,1630163.0,
562,PT09M04.00S,2022-01-26T02:07:05.2Z,4,REGULAR,steal,,[],1630163,,,1610612766,113,94,2022-01-26T02:07:07Z,5520000,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M59.00S,2022-01-26T02:07:10.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630163,94.1688567674113,4.6568627450980395,1610612766,113,94,2022-01-26T02:07:18Z,5530000,-227.0,2.0,1,right,MISS L. Ball running 3PT,[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,,,,,,Missed,,22.67,,,,,,,,,,,,,
564,PT08M56.00S,2022-01-26T02:07:13.4Z,4,REGULAR,rebound,offensive,[],203486,,,1610612766,113,94,2022-01-26T02:07:13Z,5540000,,,0,,M. Plumlee REBOUND (Off:4 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,563.0,8.0,4.0,4.0,,,
565,PT08M55.00S,2022-01-26T02:07:14.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630547,74.19513797634691,12.990196078431374,1610612766,113,94,2022-01-26T02:07:21Z,5550000,-185.0,190.0,1,right,MISS J. Bouknight 26' 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,Missed,,26.53,,,,,,,,,,,,,
566,PT08M51.00S,2022-01-26T02:07:18.8Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,113,94,2022-01-26T02:07:21Z,5560000,,,0,,P. Siakam REBOUND (Off:2 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,565.0,8.0,6.0,2.0,,,
567,PT08M31.00S,2022-01-26T02:07:37.5Z,4,REGULAR,3pt,Jump Shot,[],1630201,34.90473061760841,35.78431372549019,1610612761,113,94,2022-01-26T02:07:47Z,5570000,71.0,276.0,1,left,MISS M. Flynn 28' 3PT,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,Missed,,28.46,,,,,,,,,,,,,
568,PT08M28.00S,2022-01-26T02:07:40.5Z,4,REGULAR,rebound,offensive,[],1629139,,,1610612761,113,94,2022-01-26T02:07:47Z,5580000,,,0,,Y. Watanabe REBOUND (Off:1 Def:3),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,567.0,4.0,3.0,1.0,,,
569,PT08M25.00S,2022-01-26T02:07:45.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,10.726018396846255,41.66666666666667,1610612761,113,94,2022-01-26T02:08:41Z,5590000,42.0,48.0,1,left,MISS P. Siakam 6' driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,,,,,,Missed,,6.38,,,,,,,,,,,,,
573,PT08M25.00S,2022-01-26T02:07:45.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,113,94,2022-01-26T02:08:41Z,5600000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,569.0,,,,,,
570,PT08M17.00S,2022-01-26T02:08:37.9Z,4,REGULAR,jumpball,recovered,[],1628384,,,1610612761,113,94,2022-01-26T02:08:37Z,5610000,,,0,,Jump Ball C. Boucher vs. J. Bouknight: Tip to O. Anunoby,"[1628384, 1628449, 1630547]",1610612761.0,TOR,heldball,O. Anunoby,1628384.0,Anunoby,O. Anunoby,Boucher,1628449.0,Bouknight,1630547.0,,,,,,,,,,,,,,,,,,,,,
574,PT08M08.00S,2022-01-26T02:08:47.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630201,9.674770039421814,41.17647058823529,1610612761,115,94,2022-01-26T02:08:53Z,5640000,44.0,38.0,1,left,M. Flynn driving Layup (11 PTS),[1630201],1610612761.0,TOR,driving,,,Flynn,M. Flynn,,,,,,,,,,Made,11.0,5.85,,,,,,,,,,,,,
575,PT07M57.00S,2022-01-26T02:09:01.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,115,94,2022-01-26T02:09:01Z,5650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT07M57.00S,2022-01-26T02:09:01.8Z,4,REGULAR,substitution,out,[],1629139,,,1610612766,115,94,2022-01-26T02:09:07Z,5660000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M57.00S,2022-01-26T02:09:01.8Z,4,REGULAR,substitution,in,[],1629018,,,1610612766,115,94,2022-01-26T02:09:07Z,5670000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M48.00S,2022-01-26T02:09:24.8Z,4,REGULAR,3pt,Jump Shot,[],1626162,66.04796320630749,67.8921568627451,1610612766,115,97,2022-01-26T02:09:31Z,5680000,89.0,267.0,1,right,K. Oubre Jr. 28' 3PT  (9 PTS) (M. Plumlee 3 AST),"[1626162, 203486]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,Made,9.0,28.12,M. Plumlee,203486.0,3.0,,,,,,,,,,
580,PT07M29.00S,2022-01-26T02:09:44.1Z,4,REGULAR,3pt,Jump Shot,[],1628384,30.042706964520367,26.225490196078432,1610612761,115,97,2022-01-26T02:09:50Z,5700000,119.0,230.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Missed,,25.88,,,,,,,,,,,,,
581,PT07M25.00S,2022-01-26T02:09:48.1Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,115,97,2022-01-26T02:09:50Z,5710000,,,0,,C. Martin REBOUND (Off:3 Def:3),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,580.0,6.0,3.0,3.0,,,
582,PT07M21.00S,2022-01-26T02:09:54.8Z,4,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612766,115,97,2022-01-26T02:10:02Z,5720000,,,0,,O. Anunoby shooting personal FOUL (2 PF) (Ball 2 FT),"[1628384, 1630163]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,201246.0,2.0,0.0,Ball,1630163.0,,,,,,,,,,,,,,,,
584,PT07M21.00S,2022-01-26T02:10:19.4Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630163,,,1610612766,115,98,2022-01-26T02:10:19Z,5740000,,,0,,L. Ball Free Throw 1 of 2 (22 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,
585,PT07M21.00S,2022-01-26T02:10:20.5Z,4,REGULAR,substitution,out,[],1628384,,,1610612766,115,98,2022-01-26T02:10:26Z,5750000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M21.00S,2022-01-26T02:10:20.5Z,4,REGULAR,substitution,in,[],1630173,,,1610612766,115,98,2022-01-26T02:10:26Z,5760000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M21.00S,2022-01-26T02:10:42.4Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630163,,,1610612766,115,99,2022-01-26T02:10:42Z,5770000,,,0,,L. Ball Free Throw 2 of 2 (23 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,
588,PT06M58.00S,2022-01-26T02:11:10.7Z,4,REGULAR,turnover,lost ball,[],1630173,,,1610612761,115,99,2022-01-26T02:20:38Z,5780000,,,0,,P. Achiuwa lost ball TURNOVER (2 TO),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,201246.0,,,,,,,,,,,2.0,,,,,,,,,
589,PT06M58.00S,2022-01-26T02:11:16.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,115,99,2022-01-26T02:11:16Z,5790000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M47.00S,2022-01-26T02:14:13.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,66.17936925098554,46.32352941176471,1610612766,115,99,2022-01-26T02:14:19Z,5800000,-18.0,265.0,1,right,MISS K. Oubre Jr. 26' pullup 3PT,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,Missed,,26.6,,,,,,,,,,,,,
591,PT06M44.00S,2022-01-26T02:14:16.5Z,4,REGULAR,rebound,defensive,[],1630201,,,1610612761,115,99,2022-01-26T02:14:19Z,5810000,,,0,,M. Flynn REBOUND (Off:0 Def:2),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,590.0,2.0,2.0,0.0,,,
592,PT06M23.00S,2022-01-26T02:14:37.8Z,4,REGULAR,2pt,Jump Shot,[],1629018,15.982260183968464,75.0,1610612761,115,99,2022-01-26T02:14:43Z,5820000,-125.0,98.0,1,left,MISS G. Trent Jr. 15' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Missed,,15.87,,,,,,,,,,,,,
593,PT06M19.00S,2022-01-26T02:14:41.8Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,115,99,2022-01-26T02:14:43Z,5830000,,,0,,C. Martin REBOUND (Off:3 Def:4),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,592.0,7.0,4.0,3.0,,,
594,PT06M13.00S,2022-01-26T02:14:47.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630547,92.85479632063075,56.127450980392155,1610612766,115,99,2022-01-26T02:14:54Z,5840000,31.0,15.0,1,right,MISS J. Bouknight running Layup,[1630547],1610612766.0,CHA,running,,,Bouknight,J. Bouknight,,,,,,,,,,Missed,,3.39,,,,,,,,,,,,,
596,PT06M10.00S,2022-01-26T02:14:50.2Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,115,99,2022-01-26T02:14:54Z,5860000,,,0,,C. Boucher REBOUND (Off:0 Def:6),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,594.0,6.0,6.0,0.0,,,
597,PT06M07.00S,2022-01-26T02:14:56.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,115,99,2022-01-26T02:14:56Z,5870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT05M47.00S,2022-01-26T02:15:24.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,16.376478318002626,44.11764705882353,1610612761,117,99,2022-01-26T02:15:29Z,5880000,29.0,101.0,1,left,P. Siakam 10' Hook (24 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,24.0,10.56,,,,,,,,,,,,,
599,PT05M40.00S,2022-01-26T02:15:33.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,92.9862023653088,50.73529411764706,1610612766,117,101,2022-01-26T02:15:37Z,5890000,4.0,13.0,1,right,M. Plumlee alley-oop DUNK (12 PTS) (L. Ball 7 AST),"[203486, 1630163]",1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,,,,,,Made,12.0,1.39,L. Ball,1630163.0,7.0,,,,,,,,,,
601,PT05M25.00S,2022-01-26T02:15:47.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628449,7.178055190538765,48.03921568627451,1610612761,119,101,2022-01-26T02:15:52Z,5910000,10.0,15.0,1,left,C. Boucher alley-oop DUNK (12 PTS) (P. Achiuwa 2 AST),"[1628449, 1630173]",1610612761.0,TOR,alley-oop,,,Boucher,C. Boucher,,,,,,,,,,Made,12.0,1.79,P. Achiuwa,1630173.0,2.0,,,,,,,,,,
603,PT05M24.00S,2022-01-26T02:15:56.5Z,4,REGULAR,stoppage,other,[],0,,,1610612766,119,101,2022-01-26T02:15:56Z,5930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT05M09.00S,2022-01-26T02:16:10.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,91.27792378449409,56.61764705882353,1610612766,119,103,2022-01-26T02:16:15Z,5940000,33.0,29.0,1,right,L. Ball driving finger roll Layup (25 PTS),[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,,,,,,Made,25.0,4.43,,,,,,,,,,,,,
605,PT04M55.00S,2022-01-26T02:16:24.3Z,4,REGULAR,3pt,Jump Shot,[],1629018,23.99802890932983,11.519607843137255,1610612761,119,103,2022-01-26T02:16:31Z,5950000,192.0,173.0,1,left,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Missed,,25.88,,,,,,,,,,,,,
606,PT04M52.00S,2022-01-26T02:16:27.3Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,119,103,2022-01-26T02:16:31Z,5960000,,,0,,C. Martin REBOUND (Off:3 Def:5),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,605.0,8.0,5.0,3.0,,,
607,PT04M41.00S,2022-01-26T02:16:38.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,90.75229960578186,47.30392156862745,1610612766,119,103,2022-01-26T02:16:43Z,5970000,-13.0,34.0,1,right,MISS L. Ball driving finger roll Layup,[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,,,,,,Missed,,3.7,,,,,,,,,,,,,
608,PT04M39.00S,2022-01-26T02:16:40.2Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,119,103,2022-01-26T02:16:43Z,5980000,,,0,,C. Boucher REBOUND (Off:0 Def:7),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,607.0,7.0,7.0,0.0,,,
609,PT04M24.00S,2022-01-26T02:16:55.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628449,13.091327201051248,42.64705882352941,1610612761,119,103,2022-01-26T02:17:01Z,5990000,37.0,71.0,1,left,MISS C. Boucher 7' driving Hook,[1628449],1610612761.0,TOR,driving,,,Boucher,C. Boucher,,,,,,,,,,Missed,,7.96,,,,,,,,,,,,,
610,PT04M20.00S,2022-01-26T02:16:59.7Z,4,REGULAR,rebound,defensive,[],203486,,,1610612766,119,103,2022-01-26T02:17:01Z,6000000,,,0,,M. Plumlee REBOUND (Off:4 Def:5),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,609.0,9.0,5.0,4.0,,,
611,PT04M11.00S,2022-01-26T02:17:08.4Z,4,REGULAR,2pt,Jump Shot,[],1626162,79.31997371879106,50.245098039215684,1610612766,119,103,2022-01-26T02:17:16Z,6010000,1.0,142.0,1,right,MISS K. Oubre Jr. 14' pullup Shot,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,Missed,,14.19,,,,,,,,,,,,,
612,PT04M08.00S,2022-01-26T02:17:11.4Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,119,103,2022-01-26T02:17:16Z,6020000,,,0,,P. Siakam REBOUND (Off:2 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,611.0,9.0,7.0,2.0,,,
613,PT03M59.00S,2022-01-26T02:17:20.0Z,4,REGULAR,3pt,Jump Shot,[],1629018,7.178055190538765,94.36274509803921,1610612761,122,103,2022-01-26T02:17:26Z,6030000,-222.0,15.0,1,left,G. Trent Jr. 3PT  (32 PTS) (P. Achiuwa 3 AST),"[1629018, 1630173]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Made,32.0,22.23,P. Achiuwa,1630173.0,3.0,,,,,,,,,,
615,PT03M58.00S,2022-01-26T02:17:25.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,122,103,2022-01-26T02:17:25Z,6050000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT03M58.00S,2022-01-26T02:19:06.8Z,4,REGULAR,substitution,out,[],1628449,,,1610612766,122,103,2022-01-26T02:19:52Z,6060000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT03M58.00S,2022-01-26T02:19:06.8Z,4,REGULAR,substitution,out,[],1630163,,,1610612766,122,103,2022-01-26T02:19:52Z,6070000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT03M58.00S,2022-01-26T02:19:06.8Z,4,REGULAR,substitution,out,[],1628998,,,1610612766,122,103,2022-01-26T02:19:52Z,6080000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT03M58.00S,2022-01-26T02:19:06.8Z,4,REGULAR,substitution,out,[],1626162,,,1610612766,122,103,2022-01-26T02:19:52Z,6090000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT03M58.00S,2022-01-26T02:19:06.8Z,4,REGULAR,substitution,out,[],203486,,,1610612766,122,103,2022-01-26T02:19:52Z,6100000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT03M58.00S,2022-01-26T02:19:06.8Z,4,REGULAR,substitution,in,[],1628384,,,1610612766,122,103,2022-01-26T02:19:52Z,6110000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT03M58.00S,2022-01-26T02:19:06.8Z,4,REGULAR,substitution,in,[],1630208,,,1610612766,122,103,2022-01-26T02:19:52Z,6120000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT03M58.00S,2022-01-26T02:19:06.8Z,4,REGULAR,substitution,in,[],202397,,,1610612766,122,103,2022-01-26T02:19:52Z,6130000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M58.00S,2022-01-26T02:19:06.8Z,4,REGULAR,substitution,in,[],1630539,,,1610612766,122,103,2022-01-26T02:19:52Z,6140000,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT03M58.00S,2022-01-26T02:19:06.8Z,4,REGULAR,substitution,in,[],1630550,,,1610612766,122,103,2022-01-26T02:19:52Z,6150000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M45.00S,2022-01-26T02:20:27.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630547,86.15308804204993,50.0,1610612766,122,105,2022-01-26T02:20:34Z,6160000,0.0,78.0,1,right,J. Bouknight 7' floating Jump Shot (18 PTS),[1630547],1610612766.0,CHA,floating,,,Bouknight,J. Bouknight,,,,,,,,,,Made,18.0,7.77,,,,,,,,,,,,,
