actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-09T23:10:20.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-09T23:10:20Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-01-09T23:10:23.6Z,1,REGULAR,jumpball,recovered,[],202066,,,1610612740,0,0,2022-01-09T23:10:23Z,40000,,,0,,Jump Ball J. Valanciunas vs. S. Barnes: Tip to G. Temple,"[202066, 202685, 1630567]",1610612740.0,NOP,startperiod,G. Temple,202066.0,Temple,G. Temple,Valanciunas,202685.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2022-01-09T23:10:46.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,0,0,2022-01-09T23:10:46Z,70000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2022-01-09T23:11:03.1Z,1,REGULAR,3pt,Jump Shot,[],202685,78.53153745072274,8.333333333333332,1610612740,0,0,2022-01-09T23:11:30Z,80000,-208.0,149.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
9,PT11M32.00S,2022-01-09T23:11:06.1Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,0,0,2022-01-09T23:11:31Z,90000,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
10,PT11M10.00S,2022-01-09T23:11:27.3Z,1,REGULAR,2pt,Jump Shot,[],1627832,15.588042049934298,81.61764705882352,1610612761,2,0,2022-01-09T23:11:34Z,100000,-158.0,94.0,1,left,F. VanVleet 18' step back Jump Shot (2 PTS),[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,18.39,Made,,,,,2.0,,,,,,,,,,,,,,
11,PT10M55.00S,2022-01-09T23:11:46.0Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612740,2,0,2022-01-09T23:11:57Z,110000,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Ingram 2 FT),"[1628384, 1627742]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,,,,,,,,2534.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,
13,PT10M55.00S,2022-01-09T23:12:12.5Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,2,0,2022-01-09T23:12:12Z,130000,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M55.00S,2022-01-09T23:12:12.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,2,0,2022-01-09T23:12:12Z,140000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,
15,PT10M55.00S,2022-01-09T23:12:28.8Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,2,1,2022-01-09T23:12:28Z,150000,,,0,,B. Ingram Free Throw 2 of 2 (1 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
16,PT10M35.00S,2022-01-09T23:12:51.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203920,18.610381077529567,49.01960784313725,1610612761,4,1,2022-01-09T23:12:58Z,160000,5.0,122.0,1,left,K. Birch 12' floating Jump Shot (2 PTS) (F. VanVleet 1 AST),"[203920, 1627832]",1610612761.0,TOR,floating,,,Birch,K. Birch,,,,,12.25,Made,,,,,2.0,,,,,,F. VanVleet,1627832.0,1.0,,,,,,
18,PT10M16.00S,2022-01-09T23:13:11.6Z,1,REGULAR,2pt,Jump Shot,[],202685,93.64323258869908,66.42156862745098,1610612740,4,3,2022-01-09T23:13:19Z,180000,82.0,7.0,1,right,J. Valanciunas 8' Jump Shot (2 PTS) (D. Graham 1 AST),"[202685, 1628984]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,8.24,Made,,,,,2.0,,,,,,D. Graham,1628984.0,1.0,,,,,,
20,PT10M00.00S,2022-01-09T23:13:26.1Z,1,REGULAR,3pt,Jump Shot,[],1627832,29.517082785808146,14.215686274509803,1610612761,4,3,2022-01-09T23:13:30Z,200000,179.0,225.0,1,left,MISS F. VanVleet 28' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,28.75,Missed,,,,,,,,,,,,,,,,,,,
21,PT09M58.00S,2022-01-09T23:13:28.1Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,4,3,2022-01-09T23:13:30Z,210000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
22,PT09M50.00S,2022-01-09T23:13:36.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.38042049934296,46.32352941176471,1610612740,4,5,2022-01-09T23:14:56Z,220000,-18.0,10.0,1,right,B. Ingram driving finger roll Layup (3 PTS),[1627742],1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,2.08,Made,,,,,3.0,,,,,,,,,,,,,,
23,PT09M37.00S,2022-01-09T23:13:49.9Z,1,REGULAR,3pt,Jump Shot,[],1628384,23.99802890932983,12.745098039215685,1610612761,7,5,2022-01-09T23:13:55Z,230000,186.0,173.0,1,left,O. Anunoby 25' 3PT  (3 PTS) (P. Siakam 1 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,25.43,Made,,,,,3.0,,,,,,P. Siakam,1627783.0,1.0,,,,,,
25,PT09M24.00S,2022-01-09T23:14:02.3Z,1,REGULAR,2pt,Jump Shot,[],1627742,78.13731931668858,50.73529411764706,1610612740,7,5,2022-01-09T23:41:49Z,250000,4.0,153.0,1,right,MISS B. Ingram 15' Jump Shot,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,15.3,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M22.00S,2022-01-09T23:14:04.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,7,5,2022-01-09T23:14:06Z,260000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
27,PT09M03.00S,2022-01-09T23:14:23.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,12.565703022339028,60.049019607843135,1610612761,9,5,2022-01-09T23:14:28Z,270000,-50.0,66.0,1,left,S. Barnes 8' turnaround Jump Shot (2 PTS),[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,8.26,Made,,,,,2.0,,,,,,,,,,,,,,
28,PT08M42.00S,2022-01-09T23:14:45.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,94.03745072273325,54.166666666666664,1610612740,9,5,2022-01-09T23:14:56Z,280000,21.0,4.0,1,right,MISS H. Jones driving DUNK,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,2.11,Missed,,,,,,,,,,,,,,,,,,,
29,PT08M41.00S,2022-01-09T23:14:46.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,9,5,2022-01-09T23:16:12Z,290000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,
30,PT08M41.00S,2022-01-09T23:14:58.4Z,1,REGULAR,turnover,offensive goaltending,[],1630529,,,1610612740,9,5,2022-01-09T23:15:32Z,300000,,,0,,H. Jones offensive goaltending TURNOVER (1 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,203591.0,,,,,,,,1.0,,,,,
31,PT08M32.00S,2022-01-09T23:15:10.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,25.706307490144546,11.27450980392157,1610612761,9,5,2022-01-09T23:15:23Z,310000,194.0,189.0,1,left,MISS O. Anunoby 27' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,27.06,Missed,,,,,,,,,,,,,,,,,,,
32,PT08M32.00S,2022-01-09T23:15:10.5Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,9,5,2022-01-09T23:22:36Z,320000,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
33,PT08M32.00S,2022-01-09T23:15:14.7Z,1,REGULAR,foul,personal,[],203920,,,1610612740,9,5,2022-01-09T23:15:20Z,330000,,,0,,K. Birch personal FOUL (1 PF),"[203920, 1627742]",1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,204058.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,
35,PT08M10.00S,2022-01-09T23:15:46.3Z,1,REGULAR,3pt,Jump Shot,[],202066,80.1084099868594,7.107843137254902,1610612740,9,5,2022-01-09T23:15:51Z,350000,-214.0,134.0,1,right,MISS G. Temple 25' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M07.00S,2022-01-09T23:15:49.3Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,9,5,2022-01-09T23:15:51Z,360000,,,0,,J. Valanciunas REBOUND (Off:1 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,35.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
37,PT08M05.00S,2022-01-09T23:15:51.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,79.31997371879106,91.17647058823529,1610612740,9,5,2022-01-09T23:15:58Z,370000,206.0,142.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M04.00S,2022-01-09T23:15:52.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,9,5,2022-01-09T23:15:58Z,380000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,
