actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-02T20:39:55.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-02T20:39:55Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-02T20:39:58.2Z,1,REGULAR,jumpball,recovered,[],201959,,,1610612752,0,0,2022-01-02T20:39:58Z,40000,,,0,,Jump Ball O. Toppin vs. S. Barnes: Tip to T. Gibson,"[201959, 1630167, 1630567]",1610612752.0,NYK,startperiod,T. Gibson,201959.0,Gibson,T. Gibson,Toppin,1630167.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2022-01-02T20:40:13.8Z,1,REGULAR,3pt,Jump Shot,[],1630540,32.013797634691194,72.79411764705883,1610612752,0,0,2022-01-02T20:40:19Z,70000,-114.0,248.0,1,left,MISS M. McBride 27' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2022-01-02T20:40:16.8Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,0,2022-01-02T20:40:19Z,80000,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M28.00S,2022-01-02T20:40:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,92.19776609724047,50.245098039215684,1610612761,2,0,2022-01-02T20:40:54Z,90000,1.0,21.0,1,right,F. VanVleet cutting finger roll Layup (2 PTS) (P. Siakam 1 AST),"[1627832, 1627783]",1610612761.0,TOR,cutting finger roll,,,VanVleet,F. VanVleet,,,,,2.08,Made,,,,,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,
11,PT11M05.00S,2022-01-02T20:40:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203095,9.017739816031538,49.754901960784316,1610612752,2,2,2022-01-02T20:40:55Z,110000,1.0,32.0,1,left,E. Fournier driving finger roll Layup (2 PTS) (T. Gibson 1 AST),"[203095, 201959]",1610612752.0,NYK,driving finger roll,,,Fournier,E. Fournier,,,,,3.23,Made,,,,,2.0,T. Gibson,201959.0,1.0,,,,,,,,,,,
12,PT10M43.00S,2022-01-02T20:41:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,92.85479632063075,47.794117647058826,1610612761,4,2,2022-01-02T20:41:22Z,120000,-11.0,15.0,1,right,O. Anunoby reverse Layup (2 PTS),[1628384],1610612761.0,TOR,reverse,,,Anunoby,O. Anunoby,,,,,1.84,Made,,,,,2.0,,,,,,,,,,,,,,
13,PT10M23.00S,2022-01-02T20:41:30.3Z,1,REGULAR,3pt,Jump Shot,[],1630167,26.231931668856767,86.27450980392157,1610612752,4,5,2022-01-02T20:41:35Z,130000,-181.0,194.0,1,left,O. Toppin 26' 3PT  (3 PTS) (M. McBride 1 AST),"[1630167, 1630540]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,26.57,Made,,,,,3.0,M. McBride,1630540.0,1.0,,,,,,,,,,,
15,PT10M11.00S,2022-01-02T20:41:43.1Z,1,REGULAR,3pt,Jump Shot,[],1627832,76.03482260183968,86.02941176470588,1610612761,7,5,2022-01-02T20:41:48Z,150000,180.0,173.0,1,right,F. VanVleet 24' 3PT  (5 PTS) (P. Siakam 2 AST),"[1627832, 1627783]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,24.96,Made,,,,,5.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,
17,PT09M51.00S,2022-01-02T20:42:03.0Z,1,REGULAR,3pt,Jump Shot,[],203095,24.78646517739816,88.97058823529412,1610612752,7,5,2022-01-02T20:42:08Z,170000,-195.0,180.0,1,left,MISS E. Fournier 26' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,26.56,Missed,,,,,,,,,,,,,,,,,,,
18,PT09M48.00S,2022-01-02T20:42:06.0Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,7,5,2022-01-02T20:46:07Z,180000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
20,PT09M47.00S,2022-01-02T20:42:10.9Z,1,REGULAR,foul,personal,[],1630540,,,1610612761,7,5,2022-01-02T20:42:32Z,200000,,,0,,M. McBride personal FOUL (1 PF),"[1630540, 1627783]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Siakam,1627783.0,,,,,,
