actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-13T00:40:18.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-13T00:40:18Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-02-13T00:40:21.2Z,1,REGULAR,jumpball,recovered,[],201145,,,1610612743,0,0,2022-02-13T00:40:21Z,40000,,,0,,Jump Ball N. Jokic vs. S. Barnes: Tip to J. Green,"[201145, 203999, 1630567]",1610612743.0,DEN,startperiod,J. Green,201145.0,Green,J. Green,Jokic,203999.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2022-02-13T00:40:31.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,0,0,2022-02-13T00:40:31Z,70000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2022-02-13T00:40:48.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,18.347568988173457,34.068627450980394,1610612743,0,2,2022-02-13T00:40:55Z,80000,80.0,120.0,1,left,B. Hyland 14' driving floating Jump Shot (2 PTS) (N. Jokic 1 AST),"[1630538, 203999]",1610612743.0,DEN,driving floating,,,Hyland,B. Hyland,,,,,14.41,Made,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,,,,
10,PT11M34.00S,2022-02-13T00:41:00.1Z,1,REGULAR,foul,personal,[],203115,,,1610612761,0,2,2022-02-13T00:41:08Z,100000,,,0,,W. Barton personal FOUL (1 PF),"[203115, 1629018]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,202035.0,1.0,0.0,Trent Jr.,1629018.0,,,,,,,,,,
12,PT11M19.00S,2022-02-13T00:41:33.6Z,1,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,0,2,2022-02-13T00:41:42Z,120000,,,0,,F. VanVleet bad pass out-of-bounds TURNOVER (1 TO),[1627832],1610612761.0,TOR,bad pass,,,VanVleet,F. VanVleet,,,,,,,,,,,200833.0,,,,,1.0,,,,,,,,,
13,PT10M56.00S,2022-02-13T00:42:00.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203932,6.915243101182654,49.50980392156863,1610612743,0,4,2022-02-13T00:42:05Z,130000,2.0,13.0,1,left,A. Gordon cutting Layup (2 PTS) (N. Jokic 2 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,1.27,Made,2.0,N. Jokic,203999.0,2.0,,,,,,,,,,,,,,,
15,PT10M43.00S,2022-02-13T00:42:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,93.11760840998686,54.90196078431373,1610612761,0,4,2022-02-13T00:42:19Z,150000,25.0,12.0,1,right,MISS O. Anunoby cutting finger roll Layup,[1628384],1610612761.0,TOR,cutting finger roll,,,Anunoby,O. Anunoby,,,,,2.74,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M41.00S,2022-02-13T00:42:16.9Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,0,4,2022-02-13T00:42:19Z,160000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,
17,PT10M26.00S,2022-02-13T00:42:31.4Z,1,REGULAR,3pt,Jump Shot,[],203115,29.517082785808146,23.774509803921568,1610612743,0,4,2022-02-13T00:42:36Z,170000,131.0,225.0,1,left,MISS W. Barton 26' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
