actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
176,PT08M58.00S,2022-01-12T01:10:05.5Z,2,REGULAR,substitution,out,[],1626166,,,1610612761,36,27,2022-01-12T01:10:20Z,1750000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT08M58.00S,2022-01-12T01:10:05.5Z,2,REGULAR,substitution,in,[],1629139,,,1610612761,36,27,2022-01-12T01:10:20Z,1760000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT08M58.00S,2022-01-12T01:10:05.5Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,36,27,2022-01-12T01:10:20Z,1770000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M58.00S,2022-01-12T01:10:05.5Z,2,REGULAR,substitution,in,[],202687,,,1610612761,36,27,2022-01-12T01:10:20Z,1780000,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M58.00S,2022-01-12T01:10:05.5Z,2,REGULAR,substitution,in,[],101108,,,1610612761,36,27,2022-01-12T01:10:20Z,1790000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M58.00S,2022-01-12T01:10:04.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627783,,,1610612761,36,27,2022-01-12T01:10:33Z,1800000,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,,,,,,,,,,,,,
182,PT08M56.00S,2022-01-12T01:10:06.4Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,36,27,2022-01-12T01:10:33Z,1810000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,181.0,2.0,2.0,0.0,,,,,,,
183,PT08M35.00S,2022-01-12T01:10:52.2Z,2,REGULAR,3pt,Jump Shot,[],203109,76.5604467805519,9.068627450980392,1610612756,36,30,2022-01-12T01:10:58Z,1820000,-205.0,168.0,1,right,J. Crowder 26' 3PT pullup (8 PTS) (J. Smith 1 AST),"[203109, 1630188]",1610612756.0,PHX,pullup,,,Crowder,J. Crowder,,,,,,,,,26.47,Made,8.0,J. Smith,1630188.0,1.0,,,,,,,,,,,
185,PT08M22.00S,2022-01-12T01:11:05.1Z,2,REGULAR,3pt,Jump Shot,[],1629139,6.652431011826544,96.56862745098039,1610612761,36,30,2022-01-12T01:11:09Z,1840000,-233.0,10.0,1,left,MISS Y. Watanabe 3PT,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,23.3,Missed,,,,,,,,,,,,,,,
186,PT08M19.00S,2022-01-12T01:11:08.1Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,36,30,2022-01-12T01:11:09Z,1850000,,,0,,J. Crowder REBOUND (Off:0 Def:3),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,185.0,3.0,3.0,0.0,,,,,,,
187,PT08M12.00S,2022-01-12T01:11:15.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203109,80.89684625492772,50.0,1610612756,36,32,2022-01-12T01:11:20Z,1860000,0.0,127.0,1,right,J. Crowder 12' pullup Jump Shot (10 PTS) (C. Paul 2 AST),"[203109, 101108]",1610612756.0,PHX,pullup,,,Crowder,J. Crowder,,,,,,,,,12.71,Made,10.0,C. Paul,101108.0,2.0,,,,,,,,,,,
189,PT07M46.00S,2022-01-12T01:11:41.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,14.4053876478318,56.61764705882353,1610612761,38,32,2022-01-12T01:11:47Z,1880000,-33.0,83.0,1,left,F. VanVleet 8' fadeaway Jump Shot (12 PTS),[1627832],1610612761.0,TOR,fadeaway,,,VanVleet,F. VanVleet,,,,,,,,,8.93,Made,12.0,,,,,,,,,,,,,,
190,PT07M24.00S,2022-01-12T01:12:02.7Z,2,REGULAR,3pt,Jump Shot,[],203109,67.23061760840999,52.94117647058824,1610612756,38,35,2022-01-12T01:12:07Z,1890000,15.0,256.0,1,right,J. Crowder 25' 3PT  (13 PTS) (C. Paul 3 AST),"[203109, 101108]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,25.59,Made,13.0,C. Paul,101108.0,3.0,,,,,,,,,,,
192,PT07M04.00S,2022-01-12T01:12:22.5Z,2,REGULAR,3pt,Jump Shot,[],1627783,27.677398160315374,20.098039215686274,1610612761,38,35,2022-01-12T01:12:27Z,1910000,150.0,208.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,25.59,Missed,,,,,,,,,,,,,,,
193,PT07M02.00S,2022-01-12T01:12:24.5Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612756,38,35,2022-01-12T01:12:27Z,1920000,,,0,,J. Smith REBOUND (Off:2 Def:1),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,192.0,3.0,1.0,2.0,,,,,,,
194,PT06M54.00S,2022-01-12T01:12:35.4Z,2,REGULAR,foul,offensive,[],202687,,,1610612756,38,35,2022-01-12T01:12:50Z,1930000,,,0,,B. Biyombo charge offensive FOUL (1 PF),"[202687, 1628449]",1610612756.0,PHX,charge,,,Biyombo,B. Biyombo,,,,,,,,1179.0,,,,,,,,,,,1.0,0.0,Boucher,1628449.0,,,
196,PT06M54.00S,2022-01-12T01:12:35.4Z,2,REGULAR,turnover,offensive foul,[],202687,,,1610612756,38,35,2022-01-12T01:12:35Z,1950000,,,0,,B. Biyombo offensive foul TURNOVER (1 TO),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,1.0,,,1179.0,,,,,,,,,,,,,,,,,
197,PT06M54.00S,2022-01-12T01:12:47.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,38,35,2022-01-12T01:12:47Z,1960000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT06M54.00S,2022-01-12T01:14:40.8Z,2,REGULAR,substitution,out,[],1629013,,,1610612761,38,35,2022-01-12T01:15:17Z,1970000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT06M54.00S,2022-01-12T01:14:40.8Z,2,REGULAR,substitution,out,[],203109,,,1610612761,38,35,2022-01-12T01:15:17Z,1980000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT06M54.00S,2022-01-12T01:14:40.8Z,2,REGULAR,substitution,in,[],1626164,,,1610612761,38,35,2022-01-12T01:15:17Z,1990000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT06M54.00S,2022-01-12T01:14:40.8Z,2,REGULAR,substitution,in,[],1628969,,,1610612761,38,35,2022-01-12T01:15:17Z,2000000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT06M40.00S,2022-01-12T01:15:49.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,16.507884362680684,42.8921568627451,1610612761,38,35,2022-01-12T01:16:00Z,2010000,36.0,103.0,1,left,MISS P. Siakam 10' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,,,,,10.87,Missed,,,,,,,,,,,,,,,
205,PT06M38.00S,2022-01-12T01:15:51.9Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,38,35,2022-01-12T01:15:51Z,2020000,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,204.0,1.0,1.0,0.0,,,,,,,
206,PT06M30.00S,2022-01-12T01:16:00.0Z,2,REGULAR,2pt,Jump Shot,[],101108,78.53153745072274,51.470588235294116,1610612756,38,35,2022-01-12T01:18:42Z,2030000,7.0,149.0,1,right,MISS C. Paul 14' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,,,,,14.95,Missed,,,,,,,,,,,,,,,
207,PT06M26.00S,2022-01-12T01:16:04.0Z,2,REGULAR,rebound,offensive,[],202687,,,1610612756,38,35,2022-01-12T01:16:08Z,2040000,,,0,,B. Biyombo REBOUND (Off:1 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,206.0,2.0,1.0,1.0,,,,,,,
208,PT06M26.00S,2022-01-12T01:16:04.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202687,94.40999984741211,50.0,1610612756,38,35,2022-01-12T01:43:21Z,2050000,0.0,0.0,1,right,MISS B. Biyombo tip Layup,[202687],1610612756.0,PHX,tip,,,Biyombo,B. Biyombo,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
209,PT06M25.00S,2022-01-12T01:16:05.0Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,38,35,2022-01-12T01:43:21Z,2060000,,,0,,C. Boucher REBOUND (Off:1 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,208.0,2.0,1.0,1.0,,,,,,,
210,PT06M08.00S,2022-01-12T01:16:21.8Z,2,REGULAR,3pt,Jump Shot,[],1627783,30.042706964520367,77.94117647058823,1610612761,38,35,2022-01-12T01:16:27Z,2070000,-140.0,230.0,1,left,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,26.9,Missed,,,,,,,,,,,,,,,
211,PT06M04.00S,2022-01-12T01:16:25.8Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,38,35,2022-01-12T01:16:27Z,2080000,,,0,,B. Biyombo REBOUND (Off:1 Def:2),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,210.0,3.0,2.0,1.0,,,,,,,
212,PT05M49.00S,2022-01-12T01:16:40.6Z,2,REGULAR,3pt,Jump Shot,[],1630188,80.76544021024968,93.38235294117648,1610612756,38,35,2022-01-12T01:16:46Z,2090000,217.0,128.0,1,right,MISS J. Smith 25' 3PT,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,25.2,Missed,,,,,,,,,,,,,,,
213,PT05M46.00S,2022-01-12T01:16:43.6Z,2,REGULAR,rebound,offensive,[],202687,,,1610612756,38,35,2022-01-12T01:16:46Z,2100000,,,0,,B. Biyombo REBOUND (Off:2 Def:2),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,212.0,4.0,2.0,2.0,,,,,,,
214,PT05M44.00S,2022-01-12T01:16:45.5Z,2,REGULAR,turnover,bad pass,[],202687,,,1610612756,38,35,2022-01-12T01:16:49Z,2110000,,,0,,B. Biyombo bad pass TURNOVER (2 TO),"[202687, 1630173]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,2.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,,,
215,PT05M44.00S,2022-01-12T01:16:45.5Z,2,REGULAR,steal,,[],1630173,,,1610612761,38,35,2022-01-12T01:16:47Z,2120000,,,0,,P. Achiuwa STEAL (2 STL),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT05M30.00S,2022-01-12T01:17:00.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629139,23.209592641261498,10.53921568627451,1610612761,38,35,2022-01-12T01:17:05Z,2130000,197.0,166.0,1,left,MISS Y. Watanabe 25' 3PT,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,25.77,Missed,,,,,,,,,,,,,,,
217,PT05M27.00S,2022-01-12T01:17:03.2Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612756,38,35,2022-01-12T01:17:05Z,2140000,,,0,,J. Smith REBOUND (Off:2 Def:2),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,216.0,4.0,2.0,2.0,,,,,,,
218,PT05M20.00S,2022-01-12T01:17:10.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,83.78777923784494,56.61764705882353,1610612756,38,37,2022-01-12T01:17:17Z,2150000,33.0,100.0,1,right,D. Booker 10' fadeaway Jump Shot (3 PTS),[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,,,,,10.52,Made,3.0,,,,,,,,,,,,,,
219,PT04M56.00S,2022-01-12T01:17:33.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,15.719448094612352,51.225490196078425,1610612761,38,37,2022-01-12T01:17:37Z,2160000,-6.0,95.0,1,left,MISS F. VanVleet 9' driving floating Shot,[1627832],1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,,,,,9.55,Missed,,,,,,,,,,,,,,,
220,PT04M54.00S,2022-01-12T01:17:35.4Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,38,37,2022-01-12T01:17:35Z,2170000,,,0,,B. Biyombo REBOUND (Off:2 Def:3),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,219.0,5.0,3.0,2.0,,,,,,,
221,PT04M51.00S,2022-01-12T01:17:41.8Z,2,REGULAR,foul,offensive,[],1630188,,,1610612756,38,37,2022-01-12T01:17:50Z,2180000,,,0,,J. Smith off-the-ball offensive FOUL (2 PF),"[1630188, 1628449]",1610612756.0,PHX,off-the-ball,,,Smith,J. Smith,,,,,,,,1626302.0,,,,,,,,,,,2.0,0.0,Boucher,1628449.0,,,
223,PT04M51.00S,2022-01-12T01:17:41.8Z,2,REGULAR,turnover,offensive foul,[],1630188,,,1610612756,38,37,2022-01-12T01:17:41Z,2200000,,,0,,J. Smith offensive foul TURNOVER (2 TO),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,2.0,,,1626302.0,,,,,,,,,,,,,,,,,
224,PT04M51.00S,2022-01-12T01:17:47.9Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,38,37,2022-01-12T01:18:21Z,2210000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT04M51.00S,2022-01-12T01:17:47.9Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,38,37,2022-01-12T01:18:21Z,2220000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT04M51.00S,2022-01-12T01:17:47.9Z,2,REGULAR,substitution,out,[],1630188,,,1610612761,38,37,2022-01-12T01:18:21Z,2230000,,,0,,SUB out: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT04M51.00S,2022-01-12T01:17:47.9Z,2,REGULAR,substitution,in,[],203920,,,1610612761,38,37,2022-01-12T01:18:21Z,2240000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT04M51.00S,2022-01-12T01:17:47.9Z,2,REGULAR,substitution,in,[],1628384,,,1610612761,38,37,2022-01-12T01:18:21Z,2250000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT04M51.00S,2022-01-12T01:17:47.9Z,2,REGULAR,substitution,in,[],1629028,,,1610612761,38,37,2022-01-12T01:18:21Z,2260000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT04M34.00S,2022-01-12T01:18:23.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628384,10.200394218134035,48.529411764705884,1610612761,40,37,2022-01-12T01:18:36Z,2270000,7.0,43.0,1,left,O. Anunoby driving Layup (10 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,,,,,4.4,Made,10.0,,,,,,,,,,,,,,
231,PT04M18.00S,2022-01-12T01:18:39.5Z,2,REGULAR,foul,personal,[],1627783,,,1610612756,40,37,2022-01-12T01:18:46Z,2280000,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 202687]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,1626302.0,,,,,,,,,,,1.0,0.0,Biyombo,202687.0,,,
233,PT04M18.00S,2022-01-12T01:18:51.4Z,2,REGULAR,substitution,out,[],202687,,,1610612756,40,37,2022-01-12T01:18:55Z,2300000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT04M18.00S,2022-01-12T01:18:51.4Z,2,REGULAR,substitution,in,[],203109,,,1610612756,40,37,2022-01-12T01:18:55Z,2310000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT04M12.00S,2022-01-12T01:19:13.8Z,2,REGULAR,3pt,Jump Shot,[],1628969,88.91261498028909,95.34313725490196,1610612756,40,37,2022-01-12T01:21:59Z,2320000,227.0,52.0,1,right,MISS M. Bridges pullup 3PT,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,,,,,23.25,Missed,,,,,,,,,,,,,,,
236,PT04M10.00S,2022-01-12T01:19:15.8Z,2,REGULAR,rebound,defensive,[],1629139,,,1610612761,40,37,2022-01-12T01:19:20Z,2330000,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,235.0,1.0,1.0,0.0,,,,,,,
237,PT03M48.00S,2022-01-12T01:19:38.0Z,2,REGULAR,3pt,Jump Shot,[],1628384,5.995400788436268,2.2058823529411766,1610612761,40,37,2022-01-12T01:19:43Z,2340000,239.0,4.0,1,left,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,23.9,Missed,,,,,,,,,,,,,,,
238,PT03M43.00S,2022-01-12T01:19:43.0Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,40,37,2022-01-12T01:19:43Z,2350000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,237.0,2.0,2.0,0.0,,,,,,,
239,PT03M38.00S,2022-01-12T01:19:47.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],101108,66.96780551905388,46.81372549019608,1610612756,40,40,2022-01-12T01:19:53Z,2360000,-16.0,258.0,1,right,C. Paul 25' 3PT running pullup (7 PTS),[101108],1610612756.0,PHX,running pullup,,,Paul,C. Paul,,,,,,,,,25.85,Made,7.0,,,,,,,,,,,,,,
240,PT03M21.00S,2022-01-12T01:20:05.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629139,7.178055190538765,53.431372549019606,1610612761,40,40,2022-01-12T01:20:09Z,2370000,-17.0,15.0,1,left,MISS Y. Watanabe cutting Layup,[1629139],1610612761.0,TOR,cutting,,,Watanabe,Y. Watanabe,,,,,,,,,2.28,Missed,,,,,,,,,,,,,,,
241,PT03M20.00S,2022-01-12T01:20:06.4Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,40,40,2022-01-12T01:20:09Z,2380000,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,240.0,1.0,1.0,0.0,,,,,,,
242,PT03M15.00S,2022-01-12T01:20:11.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628969,94.69448094612353,48.529411764705884,1610612756,40,42,2022-01-12T01:20:20Z,2390000,-7.0,-3.0,1,right,M. Bridges running DUNK (6 PTS) (C. Paul 4 AST),"[1628969, 101108]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,,,,,0.78,Made,6.0,C. Paul,101108.0,4.0,,,,,,,,,,,
244,PT03M14.00S,2022-01-12T01:20:17.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,40,42,2022-01-12T01:20:17Z,2410000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT03M14.00S,2022-01-12T01:22:29.5Z,2,REGULAR,substitution,out,[],1629139,,,1610612761,40,42,2022-01-12T01:22:53Z,2420000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT03M14.00S,2022-01-12T01:22:29.5Z,2,REGULAR,substitution,in,[],1628449,,,1610612761,40,42,2022-01-12T01:22:53Z,2430000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT03M08.00S,2022-01-12T01:23:14.7Z,2,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612761,40,42,2022-01-12T01:23:21Z,2440000,,,0,,D. Booker shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1626164, 1628384]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,1179.0,,,,,,,,,,,1.0,0.0,Anunoby,1628384.0,,,
249,PT03M08.00S,2022-01-12T01:23:36.5Z,2,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,40,42,2022-01-12T01:23:36Z,2460000,,,0,,MISS O. Anunoby Free Throw 1 of 2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Missed,,,,,,,,,,,,,,,
250,PT03M08.00S,2022-01-12T01:23:36.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,40,42,2022-01-12T01:23:36Z,2470000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,249.0,,,,,,,,,,
251,PT03M08.00S,2022-01-12T01:23:53.9Z,2,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,41,42,2022-01-12T01:23:53Z,2480000,,,0,,O. Anunoby Free Throw 2 of 2 (11 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
252,PT02M49.00S,2022-01-12T01:24:15.3Z,2,REGULAR,3pt,Jump Shot,[],1626164,89.83245729303549,96.81372549019608,1610612756,41,42,2022-01-12T01:24:19Z,2490000,234.0,43.0,1,right,MISS D. Booker step back 3PT,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,,,,,23.8,Missed,,,,,,,,,,,,,,,
253,PT02M47.00S,2022-01-12T01:24:17.3Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,41,42,2022-01-12T01:24:19Z,2500000,,,0,,C. Boucher REBOUND (Off:1 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,252.0,3.0,2.0,1.0,,,,,,,
254,PT02M36.00S,2022-01-12T01:24:27.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,15.193823915900131,41.911764705882355,1610612761,41,42,2022-01-12T01:24:33Z,2510000,40.0,90.0,1,left,MISS P. Siakam 9' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,,,,,9.89,Missed,,,,,,,,,,,,,,,
255,PT02M33.00S,2022-01-12T01:24:30.9Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,41,42,2022-01-12T01:24:51Z,2520000,,,0,,C. Boucher REBOUND (Off:2 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,254.0,4.0,2.0,2.0,,,,,,,
256,PT02M30.00S,2022-01-12T01:24:32.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,6.783837056504599,54.41176470588235,1610612761,43,42,2022-01-12T01:26:34Z,2530000,-22.0,11.0,1,left,P. Siakam finger roll Layup (10 PTS),[1627783],1610612761.0,TOR,finger roll,,,Siakam,P. Siakam,,,,,,,,,2.48,Made,10.0,,,,,,,,,,,,,,
257,PT02M20.00S,2022-01-12T01:24:44.5Z,2,REGULAR,3pt,Jump Shot,[],203109,70.25295663600527,74.50980392156863,1610612756,43,42,2022-01-12T01:24:56Z,2540000,123.0,227.0,1,right,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,25.8,Missed,,,,,,,,,,,,,,,
258,PT02M20.00S,2022-01-12T01:24:44.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,43,42,2022-01-12T01:24:56Z,2550000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,257.0,,,,,,,,,,
259,PT02M20.00S,2022-01-12T01:24:53.1Z,2,REGULAR,foul,personal,[],1629028,,,1610612761,43,42,2022-01-12T01:25:03Z,2560000,,,0,,D. Ayton loose ball personal FOUL (1 PF),"[1629028, 1628449]",1610612756.0,PHX,loose ball,,,Ayton,D. Ayton,,,,,,,,1179.0,,,,,,,,,,,1.0,0.0,Boucher,1628449.0,,,
261,PT01M58.00S,2022-01-12T01:25:23.7Z,2,REGULAR,3pt,Jump Shot,[],1627783,21.23850197109067,6.61764705882353,1610612761,43,42,2022-01-12T01:25:34Z,2580000,217.0,147.0,1,left,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,26.21,Missed,,,,,,,,,,,,,,,
262,PT01M54.00S,2022-01-12T01:25:27.7Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,43,42,2022-01-12T01:25:34Z,2590000,,,0,,C. Boucher REBOUND (Off:3 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,261.0,5.0,2.0,3.0,,,,,,,
