actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
179,PT10M29.00S,2021-12-14T00:39:26.1Z,2,REGULAR,block,,[],1630567,,,1610612758,35,25,2021-12-14T00:39:28Z,1760000,,,0,,S. Barnes BLOCK (2 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M26.00S,2021-12-14T00:39:29.1Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,35,25,2021-12-14T00:39:30Z,1770000,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,,,
181,PT10M17.00S,2021-12-14T00:39:37.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,93.38042049934296,48.77450980392157,1610612761,37,25,2021-12-14T00:39:44Z,1780000,-6.0,10.0,1,right,S. Barnes cutting DUNK (9 PTS) (Y. Watanabe 1 AST),"[1630567, 1629139]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,1.15,Made,,,,,,,9.0,,,,Y. Watanabe,1629139.0,1.0,,,,,
183,PT09M59.00S,2021-12-14T00:39:55.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,9.411957950065702,34.55882352941176,1610612758,37,25,2021-12-14T00:40:02Z,1800000,77.0,36.0,1,left,MISS T. Haliburton 8' driving Layup - blocked,"[1630169, 1630567]",1610612758.0,SAC,driving,,,Haliburton,T. Haliburton,,,,,8.52,Missed,,,,,Barnes,1630567.0,,,,,,,,,,,,
184,PT09M59.00S,2021-12-14T00:39:55.3Z,2,REGULAR,block,,[],1630567,,,1610612758,37,25,2021-12-14T00:39:57Z,1810000,,,0,,S. Barnes BLOCK (3 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M54.00S,2021-12-14T00:40:00.3Z,2,REGULAR,rebound,offensive,[],1627745,,,1610612758,37,25,2021-12-14T00:40:02Z,1820000,,,0,,D. Jones REBOUND (Off:1 Def:0),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,183.0,1.0,0.0,1.0,,,,,,,,,,,,,,
186,PT09M54.00S,2021-12-14T00:40:00.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627745,5.590000152587891,50.0,1610612758,37,25,2021-12-14T00:40:00Z,1830000,0.0,0.0,1,left,MISS D. Jones putback Layup,[1627745],1610612758.0,SAC,putback,,,Jones,D. Jones,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
187,PT09M54.00S,2021-12-14T00:40:01.2Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,37,25,2021-12-14T00:40:01Z,1840000,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,186.0,2.0,2.0,0.0,,,,,,,,,,,,,,
189,PT09M51.00S,2021-12-14T00:40:07.1Z,2,REGULAR,foul,personal,[],1630169,,,1610612761,37,25,2021-12-14T00:40:24Z,1850000,,,0,,T. Haliburton personal FOUL (1 PF),"[1630169, 1630567]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Barnes,1630567.0
191,PT09M42.00S,2021-12-14T00:40:39.6Z,2,REGULAR,2pt,Jump Shot,[],1630625,91.27792378449409,26.225490196078432,1610612761,37,25,2021-12-14T00:40:45Z,1870000,-119.0,29.0,1,right,MISS D. Banton 12' driving floating Shot,[1630625],1610612761.0,TOR,driving floating,,,Banton,D. Banton,,,,,12.25,Missed,,,,,,,,,,,,,,,,,,
192,PT09M39.00S,2021-12-14T00:40:42.6Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612758,37,25,2021-12-14T00:40:45Z,1880000,,,0,,M. Bagley III REBOUND (Off:0 Def:5),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,191.0,5.0,5.0,0.0,,,,,,,,,,,,,,
193,PT09M27.00S,2021-12-14T00:40:54.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,12.565703022339028,44.6078431372549,1610612758,37,25,2021-12-14T00:41:30Z,1890000,27.0,66.0,1,left,MISS M. Bagley III 7' driving finger roll Layup,[1628963],1610612758.0,SAC,driving finger roll,,,Bagley III,M. Bagley III,,,,,7.09,Missed,,,,,,,,,,,,,,,,,,
194,PT09M23.00S,2021-12-14T00:40:58.9Z,2,REGULAR,rebound,offensive,[],1627745,,,1610612758,37,25,2021-12-14T00:40:59Z,1900000,,,0,,D. Jones REBOUND (Off:2 Def:0),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,193.0,2.0,0.0,2.0,,,,,,,,,,,,,,
195,PT09M23.00S,2021-12-14T00:40:57.9Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1627745,5.590000152587891,50.0,1610612758,37,25,2021-12-14T00:42:25Z,1910000,0.0,0.0,1,left,MISS D. Jones tip DUNK,[1627745],1610612758.0,SAC,tip,,,Jones,D. Jones,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
196,PT09M22.00S,2021-12-14T00:40:58.9Z,2,REGULAR,rebound,defensive,[],1629139,,,1610612761,37,25,2021-12-14T00:46:42Z,1920000,,,0,,Y. Watanabe REBOUND (Off:0 Def:2),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,,,
197,PT09M20.00S,2021-12-14T00:41:01.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629139,92.85479632063075,46.07843137254902,1610612761,39,25,2021-12-14T00:41:07Z,1930000,-20.0,15.0,1,right,Y. Watanabe running Layup (5 PTS),[1629139],1610612761.0,TOR,running,,,Watanabe,Y. Watanabe,,,,,2.45,Made,,,,,,,5.0,,,,,,,,,,,
198,PT09M14.00S,2021-12-14T00:41:10.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,39,25,2021-12-14T00:41:10Z,1940000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M14.00S,2021-12-14T00:43:08.3Z,2,REGULAR,substitution,out,[],1627741,,,1610612758,39,25,2021-12-14T00:43:48Z,1950000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M14.00S,2021-12-14T00:43:08.3Z,2,REGULAR,substitution,out,[],1627745,,,1610612758,39,25,2021-12-14T00:43:48Z,1960000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M14.00S,2021-12-14T00:43:08.3Z,2,REGULAR,substitution,out,[],1628963,,,1610612758,39,25,2021-12-14T00:43:48Z,1970000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M14.00S,2021-12-14T00:43:08.3Z,2,REGULAR,substitution,in,[],1629002,,,1610612758,39,25,2021-12-14T00:43:48Z,1980000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M14.00S,2021-12-14T00:43:08.3Z,2,REGULAR,substitution,in,[],203458,,,1610612758,39,25,2021-12-14T00:43:48Z,1990000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M14.00S,2021-12-14T00:43:08.3Z,2,REGULAR,substitution,in,[],1629056,,,1610612758,39,25,2021-12-14T00:43:48Z,2000000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M55.00S,2021-12-14T00:44:21.5Z,2,REGULAR,3pt,Jump Shot,[],1630169,17.296320630749015,4.901960784313726,1610612758,39,28,2021-12-14T00:44:25Z,2010000,225.0,110.0,1,left,T. Haliburton 25' 3PT  (3 PTS) (T. Davis 1 AST),"[1630169, 1629056]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,25.09,Made,,,,,,,3.0,,,,T. Davis,1629056.0,1.0,,,,,
207,PT08M41.00S,2021-12-14T00:44:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,90.48948751642575,48.03921568627451,1610612761,39,28,2021-12-14T00:44:40Z,2030000,-10.0,37.0,1,right,MISS S. Barnes driving Layup,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,3.82,Missed,,,,,,,,,,,,,,,,,,
209,PT08M37.00S,2021-12-14T00:44:39.4Z,2,REGULAR,rebound,defensive,[],1629056,,,1610612758,39,28,2021-12-14T00:44:40Z,2050000,,,0,,T. Davis REBOUND (Off:0 Def:1),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,207.0,1.0,1.0,0.0,,,,,,,,,,,,,,
210,PT08M28.00S,2021-12-14T00:44:47.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629056,7.046649145860711,60.78431372549019,1610612758,39,28,2021-12-14T00:44:53Z,2060000,-54.0,14.0,1,left,MISS T. Davis fadeaway Shot,[1629056],1610612758.0,SAC,fadeaway,,,Davis,T. Davis,,,,,5.56,Missed,,,,,,,,,,,,,,,,,,
211,PT08M26.00S,2021-12-14T00:44:49.2Z,2,REGULAR,rebound,defensive,[],1630551,,,1610612761,39,28,2021-12-14T00:44:53Z,2070000,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,210.0,1.0,1.0,0.0,,,,,,,,,,,,,,
212,PT08M18.00S,2021-12-14T00:44:57.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,85.10183968462549,50.245098039215684,1610612761,41,28,2021-12-14T00:45:03Z,2080000,1.0,88.0,1,right,D. Banton 8' driving floating Jump Shot (4 PTS),[1630625],1610612761.0,TOR,driving floating,,,Banton,D. Banton,,,,,8.75,Made,,,,,,,4.0,,,,,,,,,,,
213,PT08M08.00S,2021-12-14T00:45:09.7Z,2,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612758,41,28,2021-12-14T00:45:20Z,2090000,,,0,,S. Barnes shooting personal FOUL (1 PF) (Len 2 FT),"[1630567, 203458]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Len,203458.0
215,PT08M08.00S,2021-12-14T00:45:38.9Z,2,REGULAR,freethrow,1 of 2,[],203458,,,1610612758,41,28,2021-12-14T00:45:38Z,2110000,,,0,,MISS A. Len Free Throw 1 of 2,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,Missed,,,,,,,,,,,,,,,,,,
216,PT08M08.00S,2021-12-14T00:45:38.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,41,28,2021-12-14T00:45:38Z,2120000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,215.0,,,,,,,,,,,,,,,,,
217,PT08M08.00S,2021-12-14T00:45:40.0Z,2,REGULAR,substitution,out,[],1630567,,,1610612758,41,28,2021-12-14T00:45:45Z,2130000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M08.00S,2021-12-14T00:45:40.0Z,2,REGULAR,substitution,out,[],1629139,,,1610612758,41,28,2021-12-14T00:45:45Z,2140000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M08.00S,2021-12-14T00:45:40.0Z,2,REGULAR,substitution,in,[],1627783,,,1610612758,41,28,2021-12-14T00:45:45Z,2150000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M08.00S,2021-12-14T00:45:40.0Z,2,REGULAR,substitution,in,[],1629018,,,1610612758,41,28,2021-12-14T00:45:45Z,2160000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M08.00S,2021-12-14T00:46:04.1Z,2,REGULAR,freethrow,2 of 2,[],203458,,,1610612758,41,29,2021-12-14T00:46:04Z,2170000,,,0,,A. Len Free Throw 2 of 2 (5 PTS),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
222,PT07M51.00S,2021-12-14T00:46:21.8Z,2,REGULAR,3pt,Jump Shot,[],1630551,68.01905387647832,62.254901960784316,1610612761,41,29,2021-12-14T00:46:31Z,2180000,61.0,248.0,1,right,MISS J. Champagnie 25' 3PT,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,
223,PT07M48.00S,2021-12-14T00:46:24.8Z,2,REGULAR,rebound,offensive,[],1630625,,,1610612761,41,29,2021-12-14T00:46:31Z,2190000,,,0,,D. Banton REBOUND (Off:1 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,222.0,2.0,1.0,1.0,,,,,,,,,,,,,,
224,PT07M46.00S,2021-12-14T00:46:27.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629004,87.46714848883047,3.6764705882352944,1610612761,44,29,2021-12-14T00:46:35Z,2200000,-232.0,65.0,1,right,S. Mykhailiuk 24' 3PT pullup (8 PTS) (D. Banton 6 AST),"[1629004, 1630625]",1610612761.0,TOR,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,24.06,Made,,,,,,,8.0,,,,D. Banton,1630625.0,6.0,,,,,
226,PT07M30.00S,2021-12-14T00:46:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629002,10.988830486202366,52.94117647058824,1610612758,44,29,2021-12-14T00:46:47Z,2220000,-15.0,51.0,1,left,MISS C. Metu driving Layup - blocked,"[1629002, 1627783]",1610612758.0,SAC,driving,,,Metu,C. Metu,,,,,5.29,Missed,,,,,Siakam,1627783.0,,,,,,,,,,,,
227,PT07M30.00S,2021-12-14T00:46:42.2Z,2,REGULAR,block,,[],1627783,,,1610612758,44,29,2021-12-14T00:46:44Z,2230000,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M28.00S,2021-12-14T00:46:44.2Z,2,REGULAR,rebound,defensive,[],1629004,,,1610612761,44,29,2021-12-14T00:46:47Z,2240000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:4),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,226.0,4.0,4.0,0.0,,,,,,,,,,,,,,
229,PT07M21.00S,2021-12-14T00:46:53.3Z,2,REGULAR,foul,personal,[],1629002,,,1610612761,44,29,2021-12-14T00:47:09Z,2250000,,,0,,C. Metu personal FOUL (1 PF),"[1629002, 1627783]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Siakam,1627783.0
231,PT07M16.00S,2021-12-14T00:47:15.8Z,2,REGULAR,3pt,Jump Shot,[],1629018,74.98357424441524,11.76470588235294,1610612761,44,29,2021-12-14T00:47:21Z,2270000,-191.0,183.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,
232,PT07M13.00S,2021-12-14T00:47:18.8Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,44,29,2021-12-14T00:47:21Z,2280000,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,231.0,3.0,2.0,1.0,,,,,,,,,,,,,,
233,PT07M07.00S,2021-12-14T00:47:27.4Z,2,REGULAR,foul,personal,[],1629002,,,1610612761,44,29,2021-12-14T00:48:09Z,2290000,,,0,,C. Metu personal FOUL (2 PF),"[1629002, 1627783]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,1201.0,2.0,0.0,Siakam,1627783.0
235,PT07M07.00S,2021-12-14T00:47:33.8Z,2,REGULAR,substitution,out,[],1630625,,,1610612761,44,29,2021-12-14T00:47:41Z,2310000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M07.00S,2021-12-14T00:47:33.8Z,2,REGULAR,substitution,out,[],1630558,,,1610612761,44,29,2021-12-14T00:47:41Z,2320000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M07.00S,2021-12-14T00:47:33.8Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,44,29,2021-12-14T00:47:41Z,2330000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M07.00S,2021-12-14T00:47:33.8Z,2,REGULAR,substitution,in,[],203084,,,1610612761,44,29,2021-12-14T00:47:41Z,2340000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M01.00S,2021-12-14T00:48:02.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,87.46714848883047,4.166666666666666,1610612761,44,29,2021-12-14T00:48:12Z,2350000,-229.0,65.0,1,right,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,23.83,Missed,,,,,,,,,,,,,,,,,,
240,PT06M57.00S,2021-12-14T00:48:07.3Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,44,29,2021-12-14T00:48:07Z,2360000,,,0,,P. Siakam REBOUND (Off:2 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,239.0,4.0,2.0,2.0,,,,,,,,,,,,,,
241,PT06M52.00S,2021-12-14T00:48:12.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,92.32917214191852,41.66666666666667,1610612761,46,29,2021-12-14T00:48:17Z,2370000,-42.0,20.0,1,right,P. Siakam driving finger roll Layup (4 PTS),[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,4.61,Made,,,,,,,4.0,,,,,,,,,,,
242,PT06M45.00S,2021-12-14T00:48:19.2Z,2,REGULAR,turnover,bad pass,[],1629056,,,1610612758,46,29,2021-12-14T00:48:25Z,2380000,,,0,,T. Davis bad pass TURNOVER (1 TO),"[1629056, 1630551]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,1.0,Champagnie,1630551.0,,,,,,,,
243,PT06M45.00S,2021-12-14T00:48:19.2Z,2,REGULAR,steal,,[],1630551,,,1610612761,46,29,2021-12-14T00:48:21Z,2390000,,,0,,J. Champagnie STEAL (1 STL),[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M40.00S,2021-12-14T00:48:24.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,94.30026281208936,48.529411764705884,1610612761,48,29,2021-12-14T00:48:35Z,2400000,-7.0,1.0,1,right,G. Trent Jr. running DUNK (6 PTS) (S. Mykhailiuk 1 AST),"[1629018, 1629004]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,0.75,Made,,,,,,,6.0,,,,S. Mykhailiuk,1629004.0,1.0,,,,,
246,PT06M30.00S,2021-12-14T00:48:37.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,48,29,2021-12-14T00:48:37Z,2420000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M30.00S,2021-12-14T00:48:45.6Z,2,REGULAR,substitution,out,[],1629056,,,1610612758,48,29,2021-12-14T00:51:19Z,2430000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M30.00S,2021-12-14T00:48:45.6Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,48,29,2021-12-14T00:51:19Z,2440000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M17.00S,2021-12-14T00:51:44.3Z,2,REGULAR,foul,personal,['2freethrow'],1629004,,,1610612758,48,29,2021-12-14T00:51:55Z,2450000,,,0,,S. Mykhailiuk shooting personal FOUL (3 PF) (Fox 2 FT),"[1629004, 1628368]",1610612761.0,TOR,shooting,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,203177.0,3.0,0.0,Fox,1628368.0
251,PT06M17.00S,2021-12-14T00:52:09.3Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,48,30,2021-12-14T00:52:09Z,2470000,,,0,,D. Fox Free Throw 1 of 2 (9 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
252,PT06M17.00S,2021-12-14T00:52:10.1Z,2,REGULAR,substitution,out,[],1629004,,,1610612758,48,30,2021-12-14T00:52:19Z,2480000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M17.00S,2021-12-14T00:52:10.1Z,2,REGULAR,substitution,in,[],1628449,,,1610612758,48,30,2021-12-14T00:52:19Z,2490000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M17.00S,2021-12-14T00:52:35.8Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,48,31,2021-12-14T00:52:35Z,2500000,,,0,,D. Fox Free Throw 2 of 2 (10 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
255,PT05M58.00S,2021-12-14T00:52:55.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,87.07293035479631,40.68627450980392,1610612761,50,31,2021-12-14T00:53:01Z,2510000,-47.0,69.0,1,right,P. Siakam 8' turnaround Hook (6 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,8.33,Made,,,,,,,6.0,,,,,,,,,,,
256,PT05M49.00S,2021-12-14T00:53:05.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203458,6.915243101182654,48.77450980392157,1610612758,50,33,2021-12-14T00:53:09Z,2520000,6.0,13.0,1,left,A. Len cutting DUNK (7 PTS) (H. Barnes 2 AST),"[203458, 203084]",1610612758.0,SAC,cutting,,,Len,A. Len,,,,,1.39,Made,,,,,,,7.0,,,,H. Barnes,203084.0,2.0,,,,,
258,PT05M33.00S,2021-12-14T00:53:21.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,94.30026281208936,45.83333333333333,1610612761,52,33,2021-12-14T00:53:26Z,2540000,-21.0,1.0,1,right,P. Siakam reverse Layup (8 PTS) (F. VanVleet 2 AST),"[1627783, 1627832]",1610612761.0,TOR,reverse,,,Siakam,P. Siakam,,,,,2.08,Made,,,,,,,8.0,,,,F. VanVleet,1627832.0,2.0,,,,,
260,PT05M23.00S,2021-12-14T00:53:31.4Z,2,REGULAR,3pt,Jump Shot,[],203084,27.94021024967148,18.137254901960784,1610612758,52,33,2021-12-14T00:53:37Z,2560000,159.0,210.0,1,left,MISS H. Barnes 26' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,
261,PT05M19.00S,2021-12-14T00:53:35.4Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,52,33,2021-12-14T00:53:37Z,2570000,,,0,,C. Boucher REBOUND (Off:0 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,260.0,3.0,3.0,0.0,,,,,,,,,,,,,,
262,PT05M13.00S,2021-12-14T00:53:41.1Z,2,REGULAR,2pt,Jump Shot,[],1629018,80.23981603153744,25.98039215686275,1610612761,54,33,2021-12-14T00:53:46Z,2580000,-120.0,133.0,1,right,G. Trent Jr. 17' pullup Jump Shot (8 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,17.93,Made,,,,,,,8.0,,,,,,,,,,,
263,PT05M00.00S,2021-12-14T00:53:54.9Z,2,REGULAR,turnover,lost ball,[],203458,,,1610612758,54,33,2021-12-14T01:17:09Z,2590000,,,0,,A. Len lost ball TURNOVER (2 TO),"[203458, 1629018]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,2.0,Trent Jr.,1629018.0,,,,,,,,
264,PT05M00.00S,2021-12-14T00:53:54.9Z,2,REGULAR,steal,,[],1629018,,,1610612761,54,33,2021-12-14T00:56:47Z,2600000,,,0,,G. Trent Jr. STEAL (3 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M55.00S,2021-12-14T00:54:00.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,90.75229960578186,40.68627450980392,1610612761,56,33,2021-12-14T00:54:07Z,2610000,-47.0,34.0,1,right,P. Siakam running Layup (10 PTS) (G. Trent Jr. 1 AST),"[1627783, 1629018]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,5.79,Made,,,,,,,10.0,,,,G. Trent Jr.,1629018.0,1.0,,,,,
267,PT04M38.00S,2021-12-14T00:54:16.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203458,16.376478318002626,47.30392156862745,1610612758,56,33,2021-12-14T00:54:23Z,2630000,13.0,101.0,1,left,MISS A. Len 10' floating Shot,[203458],1610612758.0,SAC,floating,,,Len,A. Len,,,,,10.23,Missed,,,,,,,,,,,,,,,,,,
