actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
89,PT03M37.00S,2024-01-01T20:26:08.4Z,1,REGULAR,turnover,out-of-bounds,[],1630540,,,1610612752,20,19,2024-01-01T20:26:14Z,850000,False,,,0,,M. McBride bad pass out-of-bounds TURNOVER (1 TO),[1630540],1610612752.0,NYK,bad pass,,,McBride,M. McBride,,,,,Mid-Range,8-16 Left,,,,,,,,2004.0,,,,1.0,,,,,,,,
90,PT03M37.00S,2024-01-01T20:26:08.5Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,20,19,2024-01-01T20:26:25Z,860000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M37.00S,2024-01-01T20:26:08.5Z,1,REGULAR,substitution,in,[],203937,,,1610612750,20,19,2024-01-01T20:26:25Z,870000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M21.00S,2024-01-01T20:26:41.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,30.305519053876477,30.14705882352941,1610612750,20,22,2024-01-01T20:36:17Z,880000,False,99.0,232.0,1,left,A. Edwards 25' 3PT pullup (10 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.27,Made,10.0,,,,,,,,,,,,,,,,,
93,PT03M05.00S,2024-01-01T20:27:00.5Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612752,20,22,2024-01-01T20:27:09Z,890000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Randle 2 FT),"[1626157, 203944]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2004.0,,,,,1.0,0.0,Randle,203944.0,,,,
95,PT03M05.00S,2024-01-01T20:27:32.3Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,20,22,2024-01-01T20:27:32Z,910000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
96,PT03M05.00S,2024-01-01T20:27:32.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,20,22,2024-01-01T20:27:32Z,920000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,
97,PT03M05.00S,2024-01-01T20:27:32.4Z,1,REGULAR,substitution,out,[],1628978,,,1610612752,20,22,2024-01-01T20:27:38Z,930000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M05.00S,2024-01-01T20:27:32.4Z,1,REGULAR,substitution,in,[],1629656,,,1610612752,20,22,2024-01-01T20:27:38Z,940000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M05.00S,2024-01-01T20:27:56.3Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,21,22,2024-01-01T20:27:56Z,950000,False,,,0,,J. Randle Free Throw 2 of 2 (15 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
100,PT02M50.00S,2024-01-01T20:28:13.8Z,1,REGULAR,3pt,Jump Shot,[],1629675,31.225361366622867,25.735294117647058,1610612750,21,25,2024-01-01T20:28:18Z,960000,False,121.0,241.0,1,left,N. Reid 26' 3PT  (3 PTS) (A. Edwards 1 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,26.98,Made,3.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,
102,PT02M26.00S,2024-01-01T20:28:37.4Z,1,REGULAR,2pt,Jump Shot,[],1630540,84.1819973718791,72.54901960784314,1610612752,21,25,2024-01-01T20:28:47Z,980000,False,113.0,96.0,1,right,MISS M. McBride 14' pullup Shot,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Mid-Range,8-16 Right,14.82,Missed,,,,,,,,,,,,,,,,,,
103,PT02M24.00S,2024-01-01T20:28:39.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,21,25,2024-01-01T20:28:47Z,990000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,102.0,,2.0,2.0,0.0,,,,,,,,,
104,PT02M13.00S,2024-01-01T20:28:51.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.389618922470433,53.431372549019606,1610612750,21,27,2024-01-01T20:37:51Z,1000000,False,-17.0,8.0,1,left,A. Edwards driving Layup (12 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.88,Made,12.0,,,,,,,,,,,,,,,,,
105,PT02M06.00S,2024-01-01T20:29:02.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,21,27,2024-01-01T20:29:02Z,1010000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M06.00S,2024-01-01T20:29:02.1Z,1,REGULAR,substitution,out,[],1628392,,,1610612752,21,27,2024-01-01T20:31:58Z,1020000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M06.00S,2024-01-01T20:29:02.1Z,1,REGULAR,substitution,out,[],1626157,,,1610612752,21,27,2024-01-01T20:31:58Z,1030000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M06.00S,2024-01-01T20:29:02.1Z,1,REGULAR,substitution,in,[],1630173,,,1610612752,21,27,2024-01-01T20:31:58Z,1040000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M06.00S,2024-01-01T20:29:02.1Z,1,REGULAR,substitution,in,[],203497,,,1610612752,21,27,2024-01-01T20:31:58Z,1050000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M49.00S,2024-01-01T20:32:25.7Z,1,REGULAR,3pt,Jump Shot,[],1630540,70.64717477003943,72.30392156862744,1610612752,21,27,2024-01-01T20:38:23Z,1060000,False,112.0,223.0,1,right,MISS M. McBride 24' pullup 3PT,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
113,PT01M47.00S,2024-01-01T20:32:27.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,21,27,2024-01-01T20:32:32Z,1070000,False,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,112.0,,4.0,4.0,0.0,,,,,,,,,
114,PT01M34.00S,2024-01-01T20:32:39.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,31.488173455978973,64.70588235294117,1610612750,21,27,2024-01-01T20:39:11Z,1080000,False,-74.0,243.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
115,PT01M32.00S,2024-01-01T20:32:41.3Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,21,27,2024-01-01T20:32:44Z,1090000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,,,,,,,114.0,,1.0,1.0,0.0,,,,,,,,,
116,PT01M20.00S,2024-01-01T20:32:55.8Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,21,27,2024-01-01T20:33:02Z,1100000,False,,,0,,J. Randle bad pass out-of-bounds TURNOVER (2 TO),[203944],1610612752.0,NYK,bad pass,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,,1627961.0,,,,2.0,,,,,,,,
117,PT01M20.00S,2024-01-01T20:32:55.9Z,1,REGULAR,substitution,out,[],1630540,,,1610612750,21,27,2024-01-01T20:33:07Z,1110000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M20.00S,2024-01-01T20:32:55.9Z,1,REGULAR,substitution,in,[],1628973,,,1610612750,21,27,2024-01-01T20:33:07Z,1120000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M12.00S,2024-01-01T20:33:23.4Z,1,REGULAR,foul,personal,[],1628404,,,1610612750,21,27,2024-01-01T20:33:31Z,1130000,False,,,0,,J. Hart personal FOUL (1 PF),"[1628404, 1630162]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,,2004.0,,,,,1.0,0.0,Edwards,1630162.0,,,,
121,PT01M12.00S,2024-01-01T20:33:23.5Z,1,REGULAR,substitution,out,[],203944,,,1610612750,21,27,2024-01-01T20:33:42Z,1150000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M12.00S,2024-01-01T20:33:23.5Z,1,REGULAR,substitution,in,[],1628384,,,1610612750,21,27,2024-01-01T20:33:42Z,1160000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M04.00S,2024-01-01T20:33:50.6Z,1,REGULAR,turnover,bad pass,[],203937,,,1610612750,21,27,2024-01-01T20:33:54Z,1170000,False,,,0,,K. Anderson bad pass TURNOVER (1 TO),"[203937, 1628384]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,,,,,,,Anunoby,1628384.0
124,PT01M04.00S,2024-01-01T20:33:50.6Z,1,REGULAR,steal,,[],1628384,,,1610612752,21,27,2024-01-01T20:33:53Z,1180000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
125,PT00M58.80S,2024-01-01T20:33:56.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628973,93.24901445466492,95.58823529411765,1610612752,21,27,2024-01-01T20:40:53Z,1190000,False,228.0,11.0,1,right,MISS J. Brunson running 3PT,[1628973],1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,22.82,Missed,,,,,,,,,,,,,,,,,,
126,PT00M55.90S,2024-01-01T20:33:59.1Z,1,REGULAR,rebound,offensive,[],1629656,,,1610612752,21,27,2024-01-01T20:34:04Z,1200000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:0),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,,,,,,,125.0,,1.0,0.0,1.0,,,,,,,,,
127,PT00M53.30S,2024-01-01T20:34:01.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628384,70.25295663600527,25.98039215686275,1610612752,21,27,2024-01-01T20:34:08Z,1210000,False,-120.0,227.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
128,PT00M52.30S,2024-01-01T20:34:02.7Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,21,27,2024-01-01T20:34:08Z,1220000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,127.0,,1.0,1.0,0.0,,,,,,,,,
129,PT00M42.00S,2024-01-01T20:34:14.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612750,21,27,2024-01-01T20:34:24Z,1230000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Anderson 2 FT),"[1628973, 203937]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,1627961.0,,,,,1.0,0.0,Anderson,203937.0,,,,
131,PT00M42.00S,2024-01-01T20:34:45.6Z,1,REGULAR,freethrow,1 of 2,[],203937,,,1610612750,21,27,2024-01-01T20:35:18Z,1250000,False,,,0,,MISS K. Anderson Free Throw 1 of 2,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
132,PT00M42.00S,2024-01-01T20:34:45.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,21,27,2024-01-01T20:35:18Z,1260000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,131.0,,,,,,,,,,,,,
133,PT00M42.00S,2024-01-01T20:34:45.6Z,1,REGULAR,freethrow,2 of 2,[],203937,,,1610612750,21,27,2024-01-01T20:35:18Z,1270000,False,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
134,PT00M41.70S,2024-01-01T20:34:45.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,21,27,2024-01-01T20:35:18Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,133.0,,,,,,,,,,,,,
135,PT00M41.70S,2024-01-01T20:35:15.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630173,,,1610612750,21,27,2024-01-01T20:35:24Z,1290000,False,,,0,,P. Achiuwa loose ball personal FOUL (1 PF) (Gobert 2 FT),"[1630173, 203497]",1610612752.0,NYK,loose ball,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1626301.0,,,,,1.0,0.0,Gobert,203497.0,,,,
137,PT00M41.70S,2024-01-01T20:35:34.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203497,,,1610612750,21,28,2024-01-01T20:35:34Z,1310000,False,,,0,,R. Gobert Free Throw 1 of 2 (1 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
138,PT00M41.70S,2024-01-01T20:35:53.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203497,,,1610612750,21,29,2024-01-01T20:35:53Z,1320000,False,,,0,,R. Gobert Free Throw 2 of 2 (2 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
139,PT00M37.40S,2024-01-01T20:36:07.2Z,1,REGULAR,2pt,Jump Shot,[],1628973,78.40013140604468,67.8921568627451,1610612752,21,29,2024-01-01T20:42:44Z,1330000,False,89.0,151.0,1,right,MISS J. Brunson 17' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,17.51,Missed,,,,,,,,,,,,,,,,,,
140,PT00M33.30S,2024-01-01T20:36:11.3Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,21,29,2024-01-01T20:36:15Z,1340000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,139.0,,1.0,1.0,0.0,,,,,,,,,
141,PT00M26.30S,2024-01-01T20:36:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.046649145860711,52.450980392156865,1610612750,21,31,2024-01-01T20:36:35Z,1350000,False,-12.0,14.0,1,left,A. Edwards driving Layup (14 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.84,Made,14.0,,,,,,,,,,,,,,,,,
142,PT00M26.30S,2024-01-01T20:36:22.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630173,,,1610612750,21,31,2024-01-01T20:36:31Z,1360000,False,,,0,,P. Achiuwa shooting personal FOUL (2 PF) (Edwards 1 FT),"[1630173, 1630162]",1610612752.0,NYK,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,2004.0,,,,,2.0,0.0,Edwards,1630162.0,,,,
144,PT00M26.30S,2024-01-01T20:36:40.0Z,1,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,21,32,2024-01-01T20:36:40Z,1380000,False,,,0,,A. Edwards Free Throw 1 of 1 (15 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
145,PT00M01.50S,2024-01-01T20:37:08.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.9060446780552,48.529411764705884,1610612752,23,32,2024-01-01T20:37:14Z,1390000,False,-7.0,5.0,1,right,J. Hart Layup (2 PTS) (O. Anunoby 1 AST),"[1628404, 1628384]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.88,Made,2.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,,,,,
147,PT00M00.30S,2024-01-01T20:37:14.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,52.644546649145866,15.441176470588236,1610612750,23,32,2024-01-01T20:37:42Z,1410000,False,173.0,442.0,1,left,MISS A. Edwards 47' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,47.5,Missed,,,,,,,,,,,,,,,,,,
148,PT00M00.10S,2024-01-01T20:37:15.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,23,32,2024-01-01T20:37:42Z,1420000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,147.0,,,,,,,,,,,,,
149,PT00M00.00S,2024-01-01T20:37:17.5Z,1,REGULAR,period,end,[],0,,,1610612750,23,32,2024-01-01T20:37:17Z,1430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-01-01T20:39:29.0Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,23,32,2024-01-01T20:39:55Z,1440000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-01-01T20:39:29.0Z,2,REGULAR,substitution,out,['startperiod'],1629638,,,1610612750,23,32,2024-01-01T20:39:55Z,1450000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-01-01T20:39:29.0Z,2,REGULAR,substitution,in,['startperiod'],201144,,,1610612750,23,32,2024-01-01T20:39:55Z,1460000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-01-01T20:39:29.0Z,2,REGULAR,substitution,in,['startperiod'],1628972,,,1610612750,23,32,2024-01-01T20:39:55Z,1470000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-01-01T20:39:58.1Z,2,REGULAR,period,start,[],0,,,1610612752,23,32,2024-01-01T20:39:58Z,1480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M36.00S,2024-01-01T20:40:41.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,93.51182654402102,51.9607843137255,1610612752,23,32,2024-01-01T20:40:48Z,1500000,False,10.0,8.0,1,right,MISS P. Achiuwa Layup,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,,
158,PT11M34.00S,2024-01-01T20:40:43.3Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612752,23,32,2024-01-01T20:40:48Z,1520000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,156.0,,2.0,1.0,1.0,,,,,,,,,
159,PT11M32.00S,2024-01-01T20:40:44.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,92.9862023653088,53.431372549019606,1610612752,23,32,2024-01-01T20:44:46Z,1530000,False,17.0,13.0,1,right,MISS P. Achiuwa putback Layup,[1630173],1610612752.0,NYK,putback,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.18,Missed,,,,,,,,,,,,,,,,,,
160,PT11M30.00S,2024-01-01T20:40:46.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,23,32,2024-01-01T20:41:54Z,1540000,False,,,0,,R. Gobert REBOUND (Off:0 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,159.0,,5.0,5.0,0.0,,,,,,,,,
161,PT11M23.00S,2024-01-01T20:40:53.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,20.18725361366623,48.77450980392157,1610612750,23,34,2024-01-01T20:45:52Z,1550000,False,6.0,137.0,1,left,K. Anderson 13' driving floating Jump Shot (2 PTS),[203937],1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,13.74,Made,2.0,,,,,,,,,,,,,,,,,
162,PT11M03.00S,2024-01-01T20:41:14.2Z,2,REGULAR,3pt,Jump Shot,[],1628404,74.45795006570303,82.59803921568627,1610612752,26,34,2024-01-01T20:41:19Z,1560000,False,163.0,188.0,1,right,J. Hart 24' 3PT  (5 PTS) (J. Brunson 4 AST),"[1628404, 1628973]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,24.85,Made,5.0,J. Brunson,1628973.0,4.0,,,,,,,,,,,,,,
165,PT10M35.00S,2024-01-01T20:41:59.6Z,2,REGULAR,3pt,Jump Shot,[],1629675,25.312089356110377,82.84313725490196,1610612750,26,34,2024-01-01T20:42:04Z,1590000,False,-164.0,185.0,1,left,MISS N. Reid 24' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,24.77,Missed,,,,,,,,,,,,,,,,,,
166,PT10M34.00S,2024-01-01T20:42:01.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,26,34,2024-01-01T20:42:01Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,165.0,,,,,,,,,,,,,
167,PT10M34.00S,2024-01-01T20:42:02.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612750,26,34,2024-01-01T20:42:09Z,1610000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2004.0,,,,,,,,,,,,
168,PT10M24.00S,2024-01-01T20:42:22.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,76.95466491458606,86.02941176470588,1610612752,29,34,2024-01-01T20:42:31Z,1620000,False,180.0,164.0,1,right,Q. Grimes 24' 3PT  (3 PTS) (J. Brunson 5 AST),"[1629656, 1628973]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,24.36,Made,3.0,J. Brunson,1628973.0,5.0,,,,,,,,,,,,,,
170,PT10M11.00S,2024-01-01T20:42:37.8Z,2,REGULAR,foul,offensive,[],203497,,,1610612750,29,34,2024-01-01T20:42:48Z,1640000,False,,,0,,R. Gobert offensive FOUL (1 PF),"[203497, 1628973]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,,,,,,,,1626301.0,,,,,1.0,0.0,Brunson,1628973.0,,,,
172,PT10M11.00S,2024-01-01T20:42:37.8Z,2,REGULAR,turnover,offensive foul,[],203497,,,1610612750,29,34,2024-01-01T20:42:37Z,1660000,False,,,0,,R. Gobert offensive foul TURNOVER (1 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,,,,,,,,1626301.0,,,,1.0,,,,,,,,
173,PT10M04.00S,2024-01-01T20:42:53.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,89.96386333771353,54.166666666666664,1610612752,31,34,2024-01-01T20:47:45Z,1670000,False,21.0,42.0,1,right,J. Brunson driving floating Jump Shot (2 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,4.67,Made,2.0,,,,,,,,,,,,,,,,,
174,PT10M04.00S,2024-01-01T20:42:57.1Z,2,REGULAR,foul,personal,['1freethrow'],1628972,,,1610612752,31,34,2024-01-01T20:43:06Z,1680000,False,,,0,,T. Brown Jr. shooting personal FOUL (1 PF) (Brunson 1 FT),"[1628972, 1628973]",1610612750.0,MIN,shooting,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626301.0,,,,,1.0,0.0,Brunson,1628973.0,,,,
176,PT10M04.00S,2024-01-01T20:43:25.8Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628973,,,1610612752,32,34,2024-01-01T20:43:25Z,1700000,False,,,0,,J. Brunson Free Throw 1 of 1 (3 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
