actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-04-14T17:13:39.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-14T17:13:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M52.00S,2024-04-14T17:13:46.2Z,1,REGULAR,jumpball,recovered,[],1629632,,,1610612741,0,0,2024-04-14T17:13:46Z,40000,False,,,0,,Jump Ball N. Vucevic vs. I. Hartenstein: Tip to C. White,"[1629632, 202696, 1628392]",1610612741.0,CHI,startperiod,C. White,1629632.0,White,C. White,Vucevic,202696.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-04-14T17:13:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,95.3515111695138,44.85294117647059,1610612741,0,2,2024-04-14T17:14:10Z,70000,False,-26.0,-9.0,1,right,N. Vucevic driving reverse Layup (2 PTS) (A. Caruso 1 AST),"[202696, 1627936]",1610612741.0,CHI,driving reverse,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2.72,Made,2.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,,
9,PT11M24.00S,2024-04-14T17:14:14.2Z,1,REGULAR,2pt,Jump Shot,[],1628973,6.1268068331143235,24.509803921568626,1610612752,2,2,2024-04-14T17:14:19Z,90000,False,127.0,5.0,1,left,J. Brunson 12' step back Jump Shot (2 PTS) (J. Hart 1 AST),"[1628973, 1628404]",1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,12.76,Made,2.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
12,PT11M00.00S,2024-04-14T17:14:38.1Z,1,REGULAR,turnover,bad pass,[],1627936,,,1610612741,2,2,2024-04-14T17:14:42Z,120000,False,,,0,,A. Caruso bad pass TURNOVER (1 TO),"[1627936, 1628384]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Anunoby,1628384.0,,,,,,,,,,,
13,PT11M00.00S,2024-04-14T17:14:38.1Z,1,REGULAR,steal,,[],1628384,,,1610612752,2,2,2024-04-14T17:14:39Z,130000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT10M58.00S,2024-04-14T17:14:40.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,6.652431011826544,50.245098039215684,1610612752,4,2,2024-04-14T17:14:46Z,140000,False,-1.0,10.0,1,left,O. Anunoby running Layup (2 PTS),[1628384],1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.01,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M45.00S,2024-04-14T17:14:52.7Z,1,REGULAR,3pt,Jump Shot,[],1629750,95.22010512483574,3.1862745098039214,1610612741,4,2,2024-04-14T17:14:58Z,150000,False,-234.0,-8.0,1,right,MISS J. Green 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
16,PT10M43.00S,2024-04-14T17:14:54.7Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,4,2,2024-04-14T17:14:58Z,160000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
17,PT10M30.00S,2024-04-14T17:15:08.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,26.231931668856767,78.67647058823529,1610612752,4,2,2024-04-14T17:15:17Z,170000,False,-143.0,194.0,1,left,MISS J. Brunson 24' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,24.13,Missed,,,,,,,,,,,,,,,,,,
18,PT10M28.00S,2024-04-14T17:15:10.2Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,4,2,2024-04-14T17:15:17Z,180000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,
19,PT10M20.00S,2024-04-14T17:15:18.0Z,1,REGULAR,turnover,bad pass,[],1629632,,,1610612741,4,2,2024-04-14T17:15:22Z,190000,False,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1628392]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Hartenstein,1628392.0,,,,,,,,,,,
20,PT10M20.00S,2024-04-14T17:15:18.0Z,1,REGULAR,steal,,[],1628392,,,1610612752,4,2,2024-04-14T17:15:19Z,200000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
21,PT09M59.00S,2024-04-14T17:15:38.6Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612752,4,2,2024-04-14T17:15:43Z,210000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1627936]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1.0,Caruso,1627936.0,,,,,,,,,,,
22,PT09M59.00S,2024-04-14T17:15:38.6Z,1,REGULAR,steal,,[],1627936,,,1610612741,4,2,2024-04-14T17:15:40Z,220000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
23,PT09M55.00S,2024-04-14T17:15:43.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629750,94.82588699080158,48.77450980392157,1610612741,4,4,2024-04-14T17:15:47Z,230000,False,-6.0,-4.0,1,right,J. Green running DUNK (2 PTS) (A. Caruso 2 AST),"[1629750, 1627936]",1610612741.0,CHI,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.72,Made,2.0,A. Caruso,1627936.0,2.0,,,,,,,,,,,,,,
