actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-01T23:41:10.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-01T23:41:10Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-01T23:41:13.0Z,1,REGULAR,jumpball,recovered,[],1627777,,,1610612739,0,0,2023-11-01T23:41:13Z,40000,False,,,0,,Jump Ball E. Mobley vs. M. Robinson: Tip to G. Niang,"[1627777, 1630596, 1629011]",1610612739.0,CLE,startperiod,G. Niang,1627777.0,Niang,G. Niang,Mobley,1630596.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-11-01T23:41:23.1Z,1,REGULAR,turnover,bad pass,[],1628378,,,1610612739,0,0,2023-11-01T23:41:26Z,70000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 1629656]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,1.0,Grimes,1629656.0,,,,,,,,,,,,,,,,,
8,PT11M47.00S,2023-11-01T23:41:23.1Z,1,REGULAR,steal,,[],1629656,,,1610612752,0,0,2023-11-01T23:41:53Z,80000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M32.00S,2023-11-01T23:41:40.4Z,1,REGULAR,foul,offensive,[],203944,,,1610612752,0,0,2023-11-01T23:41:46Z,90000,False,,,0,,J. Randle charge offensive FOUL (1 PF),"[203944, 1627777]",1610612752.0,NYK,charge,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,,,,1626300.0,1.0,0.0,Niang,1627777.0,,,,,,,,,,,,
11,PT11M32.00S,2023-11-01T23:41:40.4Z,1,REGULAR,turnover,offensive foul,[],203944,,,1610612752,0,0,2023-11-01T23:41:40Z,110000,False,,,0,,J. Randle offensive foul TURNOVER (1 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,1.0,,,1626300.0,,,,,,,,,,,,,,,,
12,PT11M24.00S,2023-11-01T23:42:00.9Z,1,REGULAR,foul,offensive,[],1630596,,,1610612739,0,0,2023-11-01T23:42:07Z,120000,False,,,0,,E. Mobley charge offensive FOUL (1 PF),"[1630596, 1628973]",1610612739.0,CLE,charge,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,
14,PT11M24.00S,2023-11-01T23:42:00.9Z,1,REGULAR,turnover,offensive foul,[],1630596,,,1610612739,0,0,2023-11-01T23:42:07Z,140000,False,,,0,,E. Mobley offensive foul TURNOVER (1 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,1626300.0,,,,,,,,,,,,,,,,
15,PT11M11.00S,2023-11-01T23:42:32.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,71.69842312746385,23.52941176470588,1610612752,0,0,2023-11-01T23:42:39Z,150000,False,-132.0,214.0,1,right,MISS Q. Grimes 25' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.12,Missed,,,,,,,,,,
16,PT11M09.00S,2023-11-01T23:42:34.0Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,0,0,2023-11-01T23:42:39Z,160000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,
