actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
85,PT04M46.00S,2024-01-19T00:54:27.7Z,1,REGULAR,substitution,in,[],1629656,,,1610612764,18,10,2024-01-19T00:54:36Z,850000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M30.00S,2024-01-19T00:55:04.2Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612764,18,10,2024-01-19T00:55:19Z,860000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1628392, 1628963]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,1179.0,1.0,0.0,Bagley III,1628963.0,,,,,,,,,,,,,,,
88,PT04M30.00S,2024-01-19T00:55:36.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628963,,,1610612764,18,10,2024-01-19T00:55:36Z,880000,False,,,0,,MISS M. Bagley III Free Throw 1 of 2,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
89,PT04M30.00S,2024-01-19T00:55:36.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,18,10,2024-01-19T00:55:36Z,890000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,
90,PT04M30.00S,2024-01-19T00:55:54.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628963,,,1610612764,18,10,2024-01-19T00:55:54Z,900000,False,,,0,,MISS M. Bagley III Free Throw 2 of 2,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
91,PT04M28.00S,2024-01-19T00:55:55.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,18,10,2024-01-19T00:55:55Z,910000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,
92,PT04M14.00S,2024-01-19T00:56:09.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.931011826544022,50.98039215686274,1610612752,20,10,2024-01-19T00:56:32Z,920000,False,-5.0,88.0,1,left,J. Brunson 8' driving floating Jump Shot (4 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,8.8,,,,,,,,,,,,
93,PT04M02.00S,2024-01-19T00:56:22.2Z,1,REGULAR,2pt,Jump Shot,[],1629673,80.1084099868594,33.33333333333333,1610612764,20,12,2024-01-19T00:56:28Z,930000,False,-83.0,134.0,1,right,J. Poole 15' turnaround Jump Shot (4 PTS),[1629673],1610612764.0,WAS,turnaround,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,,,,,,Made,4.0,15.82,,,,,,,,,,,,
94,PT03M50.00S,2024-01-19T00:56:34.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,20.318659658344284,48.77450980392157,1610612752,20,12,2024-01-19T00:56:56Z,940000,False,6.0,138.0,1,left,MISS J. Brunson 13' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,13.86,,,,,,,,,,,,
95,PT03M48.00S,2024-01-19T00:56:36.1Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,20,12,2024-01-19T00:56:42Z,950000,False,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,94.0,3.0,3.0,0.0,,,,,,,,
96,PT03M38.00S,2024-01-19T00:56:45.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,93.64323258869908,49.754901960784316,1610612764,20,14,2024-01-19T00:56:51Z,960000,False,-1.0,7.0,1,right,M. Bagley III cutting DUNK (4 PTS) (J. Poole 1 AST),"[1628963, 1629673]",1610612764.0,WAS,cutting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.74,,,,,,,,J. Poole,1629673.0,1.0,,
98,PT03M38.00S,2024-01-19T00:56:49.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,20,14,2024-01-19T00:56:49Z,980000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M38.00S,2024-01-19T00:56:49.8Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,20,14,2024-01-19T00:59:28Z,990000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M38.00S,2024-01-19T00:56:49.8Z,1,REGULAR,substitution,out,[],1626145,,,1610612752,20,14,2024-01-19T00:59:28Z,1000000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M38.00S,2024-01-19T00:56:49.8Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,20,14,2024-01-19T00:59:28Z,1010000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M38.00S,2024-01-19T00:56:49.8Z,1,REGULAR,substitution,in,[],1626153,,,1610612752,20,14,2024-01-19T00:59:28Z,1020000,False,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M18.00S,2024-01-19T00:59:59.5Z,1,REGULAR,3pt,Jump Shot,[],203944,32.14520367936925,50.49019607843137,1610612752,20,14,2024-01-19T01:00:24Z,1030000,False,-2.0,250.0,1,left,MISS J. Randle 24' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,Missed,,24.97,,,,,,,,,,,,
104,PT03M16.00S,2024-01-19T01:00:01.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,20,14,2024-01-19T01:00:18Z,1040000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,103.0,,,,,,,,,,,
106,PT03M11.00S,2024-01-19T01:00:21.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203944,15.982260183968464,51.71568627450981,1610612752,22,14,2024-01-19T01:00:27Z,1060000,False,-9.0,98.0,1,left,J. Randle 9' pullup Jump Shot (12 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,12.0,9.81,,,,,,,,,,,,
107,PT02M52.00S,2024-01-19T01:00:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,91.80354796320631,54.166666666666664,1610612764,22,16,2024-01-19T01:00:54Z,1070000,False,21.0,25.0,1,right,K. Kuzma driving floating Jump Shot (2 PTS),[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.21,,,,,,,,,,,,
108,PT02M40.00S,2024-01-19T01:00:52.5Z,1,REGULAR,3pt,Jump Shot,[],1629656,7.703679369250986,3.9215686274509802,1610612752,22,16,2024-01-19T01:01:00Z,1080000,False,230.0,20.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.13,,,,,,,,,,,,
109,PT02M38.00S,2024-01-19T01:00:54.5Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612764,22,16,2024-01-19T01:01:00Z,1090000,False,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Right Corner 3,24+ Right,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,
110,PT02M32.00S,2024-01-19T01:01:01.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626153,92.9862023653088,55.88235294117647,1610612764,22,16,2024-01-19T03:04:49Z,1100000,False,29.0,13.0,1,right,MISS D. Wright running Layup - blocked,"[1626153, 1628384]",1610612764.0,WAS,running,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.23,,,,,Anunoby,1628384.0,,,,,,
111,PT02M32.00S,2024-01-19T01:01:01.3Z,1,REGULAR,block,,[],1628384,,,1610612764,22,16,2024-01-19T01:01:03Z,1110000,False,,,0,,O. Anunoby BLOCK (2 BLK),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
112,PT02M32.00S,2024-01-19T01:01:01.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,22,16,2024-01-19T01:01:05Z,1120000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,110.0,,,,,,,,,,,
114,PT02M32.00S,2024-01-19T01:01:05.6Z,1,REGULAR,substitution,out,[],1629673,,,1610612764,22,16,2024-01-19T01:01:17Z,1140000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M32.00S,2024-01-19T01:01:05.6Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,22,16,2024-01-19T01:01:17Z,1150000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M18.00S,2024-01-19T01:01:44.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628398,92.59198423127464,63.725490196078425,1610612764,22,18,2024-01-19T01:01:55Z,1160000,False,69.0,17.0,1,right,K. Kuzma 7' pullup Jump Shot (4 PTS),[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,7.07,,,,,,,,,,,,
117,PT01M59.00S,2024-01-19T01:02:02.7Z,1,REGULAR,3pt,Jump Shot,[],1629656,26.10052562417871,80.14705882352942,1610612752,22,18,2024-01-19T01:02:20Z,1170000,False,-151.0,193.0,1,left,MISS Q. Grimes 24' step back 3PT,[1629656],1610612752.0,NYK,step back,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.47,,,,,,,,,,,,
118,PT01M57.00S,2024-01-19T01:02:04.7Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,22,18,2024-01-19T01:02:09Z,1180000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,
119,PT01M47.00S,2024-01-19T01:02:14.6Z,1,REGULAR,3pt,Jump Shot,[],1641731,92.06636005256242,94.85294117647058,1610612764,22,18,2024-01-19T01:02:20Z,1190000,False,224.0,22.0,1,right,MISS B. Coulibaly 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.54,,,,,,,,,,,,
120,PT01M45.00S,2024-01-19T01:02:16.6Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,22,18,2024-01-19T01:02:20Z,1200000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:4),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Right Corner 3,24+ Right,,,,,,,,,119.0,5.0,4.0,1.0,,,,,,,,
121,PT01M37.00S,2024-01-19T01:02:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,7.30946123521682,52.94117647058824,1610612752,22,18,2024-01-19T01:02:34Z,1210000,False,-15.0,16.0,1,left,MISS O. Anunoby driving Layup - blocked,"[1628384, 1628963]",1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.19,,,,,Bagley III,1628963.0,,,,,,
122,PT01M37.00S,2024-01-19T01:02:27.9Z,1,REGULAR,block,,[],1628963,,,1610612752,22,18,2024-01-19T01:02:30Z,1220000,False,,,0,,M. Bagley III BLOCK (1 BLK),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
123,PT01M35.00S,2024-01-19T01:02:29.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,22,18,2024-01-19T01:02:34Z,1230000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,121.0,,,,,,,,,,,
125,PT01M35.00S,2024-01-19T01:02:33.2Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,22,18,2024-01-19T01:02:39Z,1250000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M35.00S,2024-01-19T01:02:33.2Z,1,REGULAR,substitution,in,[],203095,,,1610612752,22,18,2024-01-19T01:02:39Z,1260000,False,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M35.00S,2024-01-19T01:02:33.2Z,1,REGULAR,substitution,out,[],1628398,,,1610612752,22,18,2024-01-19T01:02:52Z,1270000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M35.00S,2024-01-19T01:02:33.2Z,1,REGULAR,substitution,in,[],1630166,,,1610612752,22,18,2024-01-19T01:02:52Z,1280000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M25.00S,2024-01-19T01:02:56.2Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612752,22,18,2024-01-19T01:11:42Z,1290000,False,,,0,,J. Randle bad pass TURNOVER (3 TO),"[203944, 1626153]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,3.0,,,,Wright,1626153.0
130,PT01M25.00S,2024-01-19T01:02:56.2Z,1,REGULAR,steal,,[],1626153,,,1610612764,22,18,2024-01-19T01:02:58Z,1300000,False,,,0,,D. Wright STEAL (1 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
131,PT01M19.00S,2024-01-19T01:03:02.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628963,93.77463863337714,49.754901960784316,1610612764,22,20,2024-01-19T01:03:07Z,1310000,False,-1.0,6.0,1,right,M. Bagley III cutting DUNK (6 PTS) (B. Coulibaly 1 AST),"[1628963, 1641731]",1610612764.0,WAS,cutting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,0.61,,,,,,,,B. Coulibaly,1641731.0,1.0,,
133,PT00M58.10S,2024-01-19T01:03:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.652431011826544,55.14705882352941,1610612752,22,20,2024-01-19T01:03:30Z,1330000,False,-26.0,10.0,1,left,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.76,,,,,,,,,,,,
134,PT00M55.90S,2024-01-19T01:03:27.0Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,22,20,2024-01-19T01:03:30Z,1340000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,
135,PT00M53.20S,2024-01-19T01:03:31.5Z,1,REGULAR,foul,personal,['2freethrow'],203095,,,1610612764,22,20,2024-01-19T01:03:41Z,1350000,False,,,0,,E. Fournier shooting personal FOUL (1 PF) (Avdija 2 FT),"[203095, 1630166]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,Restricted Area,0-8 Center,200833.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
137,PT00M53.20S,2024-01-19T01:04:01.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630166,,,1610612764,22,21,2024-01-19T01:04:01Z,1370000,False,,,0,,D. Avdija Free Throw 1 of 2 (7 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
138,PT00M53.20S,2024-01-19T01:04:01.2Z,1,REGULAR,substitution,out,[],1628392,,,1610612764,22,21,2024-01-19T01:04:12Z,1380000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M53.20S,2024-01-19T01:04:01.2Z,1,REGULAR,substitution,out,[],1628963,,,1610612764,22,21,2024-01-19T01:04:12Z,1390000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M53.20S,2024-01-19T01:04:01.2Z,1,REGULAR,substitution,in,[],1630173,,,1610612764,22,21,2024-01-19T01:04:12Z,1400000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M53.20S,2024-01-19T01:04:01.2Z,1,REGULAR,substitution,in,[],1631116,,,1610612764,22,21,2024-01-19T01:04:12Z,1410000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M53.20S,2024-01-19T01:04:01.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630166,,,1610612764,22,22,2024-01-19T01:04:44Z,1420000,False,,,0,,D. Avdija Free Throw 2 of 2 (8 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
143,PT00M42.40S,2024-01-19T01:04:35.5Z,1,REGULAR,3pt,Jump Shot,[],203095,22.815374507227332,12.5,1610612752,22,22,2024-01-19T01:04:59Z,1430000,False,188.0,162.0,1,left,MISS E. Fournier 24' pullup 3PT,[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.78,,,,,,,,,,,,
144,PT00M40.00S,2024-01-19T01:04:37.9Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,22,22,2024-01-19T01:04:44Z,1440000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,143.0,2.0,2.0,0.0,,,,,,,,
145,PT00M32.70S,2024-01-19T01:04:45.2Z,1,REGULAR,2pt,Jump Shot,[],1626153,81.8166885676741,20.098039215686274,1610612764,22,22,2024-01-19T01:04:57Z,1450000,False,-150.0,118.0,1,right,MISS D. Wright 19' turnaround Shot,[1626153],1610612764.0,WAS,turnaround,,,Wright,D. Wright,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,19.07,,,,,,,,,,,,
146,PT00M30.70S,2024-01-19T01:04:47.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,22,22,2024-01-19T01:04:57Z,1460000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,,,,,,,,,145.0,2.0,2.0,0.0,,,,,,,,
147,PT00M20.60S,2024-01-19T01:04:57.3Z,1,REGULAR,3pt,Jump Shot,[],203095,27.677398160315374,77.94117647058823,1610612752,22,22,2024-01-19T01:05:01Z,1470000,False,-140.0,208.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.03,,,,,,,,,,,,
148,PT00M18.00S,2024-01-19T01:04:59.9Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,22,22,2024-01-19T01:05:00Z,1480000,False,,,0,,C. Kispert REBOUND (Off:0 Def:3),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,147.0,3.0,3.0,0.0,,,,,,,,
149,PT00M00.00S,2024-01-19T01:05:20.5Z,1,REGULAR,period,end,[],0,,,1610612764,22,22,2024-01-19T01:05:20Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-01-19T01:07:25.6Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612764,22,22,2024-01-19T01:07:55Z,1500000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-01-19T01:07:25.6Z,2,REGULAR,substitution,out,['startperiod'],1641731,,,1610612764,22,22,2024-01-19T01:07:55Z,1510000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-01-19T01:07:25.6Z,2,REGULAR,substitution,in,['startperiod'],1628384,,,1610612764,22,22,2024-01-19T01:07:55Z,1520000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-01-19T01:07:25.6Z,2,REGULAR,substitution,in,['startperiod'],1629013,,,1610612764,22,22,2024-01-19T01:07:55Z,1530000,False,,,0,,SUB in: L. Shamet,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-01-19T01:07:57.8Z,2,REGULAR,period,start,[],0,,,1610612752,22,22,2024-01-19T01:07:57Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M48.00S,2024-01-19T01:08:09.3Z,2,REGULAR,3pt,Jump Shot,[],1630540,28.465834428383708,74.01960784313727,1610612752,22,22,2024-01-19T01:08:17Z,1550000,False,-120.0,215.0,1,left,MISS M. McBride 24' pullup 3PT,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.64,,,,,,,,,,,,
156,PT11M46.00S,2024-01-19T01:08:11.3Z,2,REGULAR,rebound,defensive,[],1631116,,,1610612764,22,22,2024-01-19T01:08:17Z,1560000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:1),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,
157,PT11M38.00S,2024-01-19T01:08:18.7Z,2,REGULAR,turnover,bad pass,[],1629013,,,1610612764,22,22,2024-01-19T01:08:24Z,1570000,False,,,0,,L. Shamet bad pass TURNOVER (1 TO),"[1629013, 1630540]",1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,1.0,,,,McBride,1630540.0
158,PT11M38.00S,2024-01-19T01:08:18.7Z,2,REGULAR,steal,,[],1630540,,,1610612752,22,22,2024-01-19T01:08:22Z,1580000,False,,,0,,M. McBride STEAL (1 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
159,PT11M24.00S,2024-01-19T01:08:32.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203095,27.020367936925098,81.86274509803921,1610612752,22,22,2024-01-19T01:08:42Z,1590000,False,-159.0,201.0,1,left,MISS E. Fournier 25' step back 3PT,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.69,,,,,,,,,,,,
160,PT11M22.00S,2024-01-19T01:08:34.8Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,22,22,2024-01-19T01:08:42Z,1600000,False,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,,159.0,4.0,3.0,1.0,,,,,,,,
161,PT11M16.00S,2024-01-19T01:08:40.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,93.9060446780552,52.20588235294118,1610612764,22,22,2024-01-19T01:08:45Z,1610000,False,11.0,5.0,1,right,MISS D. Avdija running Layup,[1630166],1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.2,,,,,,,,,,,,
162,PT11M14.00S,2024-01-19T01:08:42.8Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612752,22,22,2024-01-19T01:08:52Z,1620000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,
163,PT11M02.00S,2024-01-19T01:08:55.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,6.652431011826544,46.568627450980394,1610612752,24,22,2024-01-19T01:08:58Z,1630000,False,17.0,10.0,1,left,O. Anunoby driving Layup (4 PTS),[1628384],1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.99,,,,,,,,,,,,
