actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-03-01T00:36:39.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-01T00:36:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-01T00:36:42.7Z,1,REGULAR,jumpball,recovered,[],1630228,,,1610612744,0,0,2024-03-01T00:36:42Z,40000,False,,,0,,Jump Ball D. Green vs. P. Achiuwa: Tip to J. Kuminga,"[1630228, 203110, 1630173]",1610612744.0,GSW,startperiod,J. Kuminga,1630228.0,Kuminga,J. Kuminga,Green,203110.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-03-01T00:36:55.7Z,1,REGULAR,3pt,Jump Shot,[],201939,69.72733245729303,70.09803921568627,1610612744,0,3,2024-03-01T00:37:01Z,70000,False,100.0,232.0,1,right,S. Curry 25' 3PT  (3 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.29,Made,3.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,
9,PT11M34.00S,2024-03-01T00:37:05.1Z,1,REGULAR,turnover,bad pass,[],1628973,,,1610612752,0,3,2024-03-01T00:37:09Z,90000,False,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 1630541]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Moody,1630541.0,,,,,,,,,,,
10,PT11M34.00S,2024-03-01T00:37:05.1Z,1,REGULAR,steal,,[],1630541,,,1610612744,0,3,2024-03-01T00:37:06Z,100000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
11,PT11M31.00S,2024-03-01T00:37:07.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630541,94.69448094612353,50.98039215686274,1610612744,0,3,2024-03-01T00:37:16Z,110000,False,5.0,-3.0,1,right,MISS M. Moody running Layup - blocked,"[1630541, 1628978]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,0.55,Missed,,,,,,,,DiVincenzo,1628978.0,,,,,,,,,
12,PT11M31.00S,2024-03-01T00:37:07.9Z,1,REGULAR,block,,[],1628978,,,1610612744,0,3,2024-03-01T00:37:10Z,120000,False,,,0,,D. DiVincenzo BLOCK (1 BLK),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M29.00S,2024-03-01T00:37:09.9Z,1,REGULAR,rebound,offensive,[],201939,,,1610612744,0,3,2024-03-01T00:37:16Z,130000,False,,,0,,S. Curry REBOUND (Off:1 Def:0),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,
14,PT11M28.00S,2024-03-01T00:37:11.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",201939,95.48291721419186,49.26470588235294,1610612744,0,3,2024-03-01T00:38:35Z,140000,False,-4.0,-10.0,1,right,MISS S. Curry putback Layup - blocked,"[201939, 1630173]",1610612744.0,GSW,putback,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,1.07,Missed,,,,,,,,Achiuwa,1630173.0,,,,,,,,,
15,PT11M28.00S,2024-03-01T00:37:11.5Z,1,REGULAR,block,,[],1630173,,,1610612744,0,3,2024-03-01T00:37:15Z,150000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT11M26.00S,2024-03-01T00:37:13.5Z,1,REGULAR,rebound,offensive,[],1630228,,,1610612744,0,3,2024-03-01T00:38:17Z,160000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:0),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,14.0,1.0,0.0,1.0,,,,,
17,PT11M20.00S,2024-03-01T00:37:19.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630228,93.64323258869908,50.49019607843137,1610612744,0,3,2024-03-01T00:37:49Z,170000,False,2.0,7.0,1,right,MISS J. Kuminga driving reverse Layup,[1630228],1610612744.0,GSW,driving reverse,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
18,PT11M18.00S,2024-03-01T00:37:21.1Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,0,3,2024-03-01T00:37:27Z,180000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,
19,PT10M55.00S,2024-03-01T00:37:43.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,9.149145860709593,58.57843137254902,1610612752,0,3,2024-03-01T00:37:50Z,190000,False,-43.0,34.0,1,left,MISS I. Hartenstein turnaround fadeaway Shot,[1628392],1610612752.0,NYK,turnaround fadeaway,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,5.44,Missed,,,,,,,,,,,,,,,,,,
20,PT10M53.00S,2024-03-01T00:37:45.8Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,0,3,2024-03-01T00:37:50Z,200000,False,,,0,,S. Curry REBOUND (Off:1 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,19.0,2.0,1.0,1.0,,,,,
21,PT10M50.00S,2024-03-01T00:37:50.2Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612744,0,3,2024-03-01T00:38:02Z,210000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Moody 2 FT),"[1628978, 1630541]",1610612752.0,NYK,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Moody,1630541.0
23,PT10M50.00S,2024-03-01T00:38:26.6Z,1,REGULAR,freethrow,1 of 2,[],1630541,,,1610612744,0,3,2024-03-01T00:38:39Z,230000,False,,,0,,MISS M. Moody Free Throw 1 of 2,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
24,PT10M50.00S,2024-03-01T00:38:26.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,0,3,2024-03-01T00:38:39Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,
25,PT10M50.00S,2024-03-01T00:38:26.6Z,1,REGULAR,freethrow,2 of 2,[],1630541,,,1610612744,0,4,2024-03-01T00:38:39Z,250000,False,,,0,,M. Moody Free Throw 2 of 2 (1 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
26,PT10M32.00S,2024-03-01T00:38:46.3Z,1,REGULAR,2pt,Jump Shot,[],1628973,18.610381077529567,75.49019607843137,1610612752,0,4,2024-03-01T00:38:52Z,260000,False,-127.0,122.0,1,left,MISS J. Brunson 17' step back Shot,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,17.67,Missed,,,,,,,,,,,,,,,,,,
27,PT10M30.00S,2024-03-01T00:38:48.3Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,0,4,2024-03-01T00:38:52Z,270000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,26.0,2.0,1.0,1.0,,,,,
28,PT10M18.00S,2024-03-01T00:39:00.8Z,1,REGULAR,3pt,Jump Shot,[],201939,81.2910643889619,93.38235294117648,1610612744,0,7,2024-03-01T00:39:04Z,280000,False,217.0,123.0,1,right,S. Curry 24' 3PT  (6 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,24.95,Made,6.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,
30,PT09M58.00S,2024-03-01T00:39:19.8Z,1,REGULAR,2pt,Jump Shot,[],1628973,14.668199737187912,26.225490196078432,1610612752,0,7,2024-03-01T00:39:26Z,300000,False,119.0,85.0,1,left,MISS J. Brunson 14' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,14.64,Missed,,,,,,,,,,,,,,,,,,
