actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-28T00:41:30.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-28T00:41:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-02-28T00:41:32.3Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612752,0,0,2024-02-28T00:41:32Z,40000,False,,,0,,Jump Ball J. Sims vs. J. Valanciunas: Tip to J. Hart,"[1628404, 1630579, 202685]",1610612752.0,NYK,startperiod,J. Hart,1628404.0,Hart,J. Hart,Sims,1630579.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-02-28T00:41:50.2Z,1,REGULAR,2pt,Jump Shot,[],1630540,22.683968462549277,77.94117647058823,1610612752,0,0,2024-02-28T00:41:54Z,70000,False,-140.0,161.0,1,left,MISS M. McBride 21' step back Shot,[1630540],1610612752.0,NYK,step back,,,McBride,M. McBride,,,,,Mid-Range,16-24 Left Center,21.29,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-02-28T00:41:51.2Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,0,0,2024-02-28T00:41:54Z,80000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M36.00S,2024-02-28T00:41:54.5Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612740,0,0,2024-02-28T00:41:57Z,90000,False,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1630540]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,,1.0,McBride,1630540.0,,,,,,,,,,,
10,PT11M36.00S,2024-02-28T00:41:54.5Z,1,REGULAR,steal,,[],1630540,,,1610612752,0,0,2024-02-28T00:41:55Z,100000,False,,,0,,M. McBride STEAL (1 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
11,PT11M26.00S,2024-02-28T00:42:04.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,25.969119579500656,82.59803921568627,1610612752,3,0,2024-02-28T00:42:10Z,110000,False,-163.0,192.0,1,left,D. DiVincenzo 25' 3PT  (3 PTS) (J. Hart 1 AST),"[1628978, 1628404]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.16,Made,,,,,,,,3.0,J. Hart,1628404.0,1.0,,,,,,,
13,PT11M05.00S,2024-02-28T00:42:25.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,92.32917214191852,49.26470588235294,1610612740,3,0,2024-02-28T00:42:31Z,130000,False,-4.0,20.0,1,right,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,,
14,PT11M03.00S,2024-02-28T00:42:27.0Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,3,0,2024-02-28T00:42:31Z,140000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M54.00S,2024-02-28T00:42:35.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,7.046649145860711,49.754901960784316,1610612752,5,0,2024-02-28T00:42:41Z,150000,False,1.0,14.0,1,left,J. Sims alley-oop DUNK (2 PTS) (J. Hart 2 AST),"[1630579, 1628404]",1610612752.0,NYK,alley-oop,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,,,,2.0,J. Hart,1628404.0,2.0,,,,,,,
