actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
19,PT10M11.00S,2024-01-26T00:43:45.8Z,1,REGULAR,3pt,Jump Shot,[],1628978,73.9323258869908,13.725490196078432,1610612752,3,2,2024-01-26T00:43:50Z,190000,False,-181.0,193.0,1,right,MISS D. DiVincenzo 26' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,26.45,Missed,,,,,,,,,,,,,,,,
20,PT10M09.00S,2024-01-26T00:43:47.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,3,2,2024-01-26T00:43:50Z,200000,False,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,19.0,2.0,1.0,1.0,,,,,,,,
21,PT09M55.00S,2024-01-26T00:44:06.4Z,1,REGULAR,turnover,offensive goaltending,[],203932,,,1610612743,3,2,2024-01-26T00:44:21Z,210000,False,,,0,,A. Gordon offensive goaltending TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1162.0,1.0,,,,,,,,,,,,,,,,,,
22,PT09M37.00S,2024-01-26T00:44:33.5Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612752,3,2,2024-01-26T00:44:36Z,220000,False,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 203932]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,Gordon,203932.0,,,,,,
23,PT09M37.00S,2024-01-26T00:44:33.5Z,1,REGULAR,steal,,[],203932,,,1610612743,3,2,2024-01-26T00:44:35Z,230000,False,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
24,PT09M33.00S,2024-01-26T00:44:37.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",203484,13.354139290407357,71.81372549019608,1610612743,3,2,2024-01-26T00:45:34Z,240000,False,-109.0,73.0,1,left,MISS K. Caldwell-Pope 13' running pullup Shot,[203484],1610612743.0,DEN,running pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,,,13.13,Missed,,,,,,,,,,,,,,,,
25,PT09M29.00S,2024-01-26T00:44:41.8Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,3,2,2024-01-26T00:44:44Z,250000,False,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,8-16 Left,,,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,
26,PT09M19.00S,2024-01-26T00:44:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,82.7365308804205,43.38235294117647,1610612752,5,2,2024-01-26T00:44:56Z,260000,False,-33.0,110.0,1,right,J. Randle 11' step back Jump Shot (2 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,11.47,Made,2.0,,,,,,,,,,,,,,,
27,PT08M56.00S,2024-01-26T00:45:13.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,10.33180026281209,52.20588235294118,1610612743,5,4,2024-01-26T00:45:18Z,270000,False,-11.0,45.0,1,left,N. Jokic floating Jump Shot (4 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,4.59,Made,4.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,
29,PT08M42.00S,2024-01-26T00:45:29.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,86.81011826544021,44.85294117647059,1610612752,7,4,2024-01-26T00:45:34Z,290000,False,-26.0,71.0,1,right,J. Randle 7' driving floating Jump Shot (4 PTS) (J. Brunson 1 AST),"[203944, 1628973]",1610612752.0,NYK,driving floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,7.6,Made,4.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,
31,PT08M42.00S,2024-01-26T00:45:33.5Z,1,REGULAR,foul,personal,['1freethrow'],203932,,,1610612752,7,4,2024-01-26T00:45:43Z,310000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (Randle 1 FT),"[203932, 203944]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,1162.0,,,,,,,,,,,,,,1.0,0.0,Randle,203944.0,,
33,PT08M42.00S,2024-01-26T00:46:04.0Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,8,4,2024-01-26T00:46:04Z,330000,False,,,0,,J. Randle Free Throw 1 of 1 (5 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
34,PT08M19.00S,2024-01-26T00:46:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,8.09789750328515,49.26470588235294,1610612743,8,4,2024-01-26T00:46:32Z,340000,False,4.0,24.0,1,left,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,2.39,Missed,,,,,,,,,,,,,,,,
35,PT08M16.00S,2024-01-26T00:46:30.5Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,8,4,2024-01-26T00:46:30Z,350000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:0),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,34.0,2.0,0.0,2.0,,,,,,,,
36,PT08M15.00S,2024-01-26T00:46:31.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203932,19.793035479632064,8.088235294117647,1610612743,8,4,2024-01-26T00:46:36Z,360000,False,210.0,134.0,1,left,MISS A. Gordon 24' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,,,24.86,Missed,,,,,,,,,,,,,,,,
37,PT08M12.00S,2024-01-26T00:46:34.9Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,8,4,2024-01-26T00:46:36Z,370000,False,,,0,,J. Sims REBOUND (Off:0 Def:3),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,,,,,36.0,3.0,3.0,0.0,,,,,,,,
38,PT08M07.00S,2024-01-26T00:46:41.8Z,1,REGULAR,foul,personal,['2freethrow'],1627750,,,1610612752,8,4,2024-01-26T00:46:51Z,380000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Brunson 2 FT),"[1627750, 1628973]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,201245.0,,,,,,,,,,,,,,1.0,0.0,Brunson,1628973.0,,
40,PT08M07.00S,2024-01-26T00:47:11.8Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,9,4,2024-01-26T00:47:11Z,400000,False,,,0,,J. Brunson Free Throw 1 of 2 (1 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
41,PT08M07.00S,2024-01-26T00:47:33.1Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,10,4,2024-01-26T00:47:33Z,410000,False,,,0,,J. Brunson Free Throw 2 of 2 (2 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
42,PT07M55.00S,2024-01-26T00:47:52.7Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612743,10,4,2024-01-26T00:48:00Z,420000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Murray 2 FT),"[1628384, 1627750]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,201245.0,,,,,,,,,,,,,,1.0,0.0,Murray,1627750.0,,
44,PT07M55.00S,2024-01-26T00:48:17.4Z,1,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,10,4,2024-01-26T00:48:17Z,440000,False,,,0,,MISS J. Murray Free Throw 1 of 2,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
45,PT07M55.00S,2024-01-26T00:48:17.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,10,4,2024-01-26T00:48:17Z,450000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,
46,PT07M55.00S,2024-01-26T00:48:34.4Z,1,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,10,5,2024-01-26T00:48:34Z,460000,False,,,0,,J. Murray Free Throw 2 of 2 (1 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
47,PT07M43.00S,2024-01-26T00:48:47.6Z,1,REGULAR,3pt,Jump Shot,[],1628978,76.42904073587385,88.23529411764706,1610612752,13,5,2024-01-26T00:48:51Z,470000,False,191.0,169.0,1,right,D. DiVincenzo 25' 3PT  (3 PTS) (J. Randle 1 AST),"[1628978, 203944]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,25.52,Made,3.0,J. Randle,203944.0,1.0,,,,,,,,,,,,
49,PT07M41.00S,2024-01-26T00:48:55.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612743,13,5,2024-01-26T00:48:55Z,490000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M28.00S,2024-01-26T00:51:59.8Z,1,REGULAR,2pt,Jump Shot,[],1629008,4.5499342969776615,92.8921568627451,1610612743,13,5,2024-01-26T00:52:18Z,500000,False,-214.0,-10.0,1,left,MISS M. Porter Jr. 21' Jump Shot,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left,,,21.47,Missed,,,,,,,,,,,,,,,,
51,PT07M22.00S,2024-01-26T00:52:05.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,13,5,2024-01-26T00:52:18Z,510000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,
52,PT07M09.00S,2024-01-26T00:52:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,94.30026281208936,44.85294117647059,1610612752,15,5,2024-01-26T00:52:21Z,520000,False,-26.0,1.0,1,right,J. Brunson driving Layup (4 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,2.57,Made,4.0,,,,,,,,,,,,,,,
53,PT06M56.00S,2024-01-26T00:52:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,7.178055190538765,52.450980392156865,1610612743,15,5,2024-01-26T00:52:36Z,530000,False,-12.0,15.0,1,left,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,1.94,Missed,,,,,,,,,,,,,,,,
54,PT06M52.00S,2024-01-26T00:52:35.5Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,15,5,2024-01-26T00:54:02Z,540000,False,,,0,,N. Jokic REBOUND (Off:2 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,53.0,3.0,1.0,2.0,,,,,,,,
55,PT06M52.00S,2024-01-26T00:52:35.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,5.590000152587891,50.0,1610612743,15,7,2024-01-26T00:53:06Z,550000,False,0.0,0.0,1,left,N. Jokic tip Layup (6 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,0.0,Made,6.0,,,,,,,,,,,,,,,
56,PT06M38.00S,2024-01-26T00:52:49.5Z,1,REGULAR,3pt,Jump Shot,[],1628978,75.90341655716163,13.23529411764706,1610612752,18,7,2024-01-26T00:53:19Z,560000,False,-184.0,174.0,1,right,D. DiVincenzo 25' 3PT  (6 PTS) (J. Randle 2 AST),"[1628978, 203944]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,25.31,Made,6.0,J. Randle,203944.0,2.0,,,,,,,,,,,,
64,PT06M29.00S,2024-01-26T00:53:12.9Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,18,7,2024-01-26T00:55:11Z,595000,False,,,0,,N. Jokic lost ball TURNOVER (1 TO),"[203999, 1628384]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,Anunoby,1628384.0,,,,,,
65,PT06M29.00S,2024-01-26T00:53:12.9Z,1,REGULAR,steal,,[],1628384,,,1610612752,18,7,2024-01-26T00:55:11Z,597500,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT06M29.00S,2024-01-26T00:53:24.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,18,7,2024-01-26T01:03:48Z,600000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M12.00S,2024-01-26T00:56:24.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628978,83.65637319316689,48.529411764705884,1610612752,20,7,2024-01-26T00:56:30Z,620000,False,-7.0,101.0,1,right,D. DiVincenzo 10' driving floating Jump Shot (8 PTS) (J. Brunson 2 AST),"[1628978, 1628973]",1610612752.0,NYK,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,,,10.14,Made,8.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,
68,PT05M49.00S,2024-01-26T00:56:47.7Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,20,7,2024-01-26T00:56:52Z,640000,False,,,0,,N. Jokic bad pass TURNOVER (2 TO),"[203999, 203944]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Left,,2.0,,,,,,,,,,,Randle,203944.0,,,,,,
69,PT05M49.00S,2024-01-26T00:56:47.7Z,1,REGULAR,steal,,[],203944,,,1610612752,20,7,2024-01-26T00:56:51Z,650000,False,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
70,PT05M41.00S,2024-01-26T00:56:56.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,79.97700394218134,7.107843137254902,1610612752,20,7,2024-01-26T00:57:00Z,660000,False,-214.0,136.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,25.38,Missed,,,,,,,,,,,,,,,,
71,PT05M37.00S,2024-01-26T00:57:00.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,20,7,2024-01-26T00:57:00Z,670000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,
72,PT05M34.00S,2024-01-26T00:57:05.0Z,1,REGULAR,foul,personal,[],1630579,,,1610612743,20,7,2024-01-26T00:57:09Z,680000,False,,,0,,J. Sims personal FOUL (1 PF),"[1630579, 203999]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,201245.0,,,,,,,,,,,,,,1.0,0.0,Jokic,203999.0,,
74,PT05M34.00S,2024-01-26T00:57:05.1Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,20,7,2024-01-26T00:57:17Z,700000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M34.00S,2024-01-26T00:57:05.1Z,1,REGULAR,substitution,in,[],202704,,,1610612743,20,7,2024-01-26T00:57:17Z,710000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M34.00S,2024-01-26T00:57:05.1Z,1,REGULAR,substitution,out,[],1628384,,,1610612743,20,7,2024-01-26T00:57:38Z,720000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M34.00S,2024-01-26T00:57:05.1Z,1,REGULAR,substitution,in,[],1628404,,,1610612743,20,7,2024-01-26T00:57:38Z,730000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M27.00S,2024-01-26T00:57:52.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,11.514454664914586,53.67647058823529,1610612743,20,7,2024-01-26T00:57:57Z,740000,False,-18.0,56.0,1,left,MISS N. Jokic driving floating Shot - blocked,"[203999, 1630579]",1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,5.87,Missed,,,,,,,,,,,,,,,Sims,1630579.0
79,PT05M27.00S,2024-01-26T00:57:52.7Z,1,REGULAR,block,,[],1630579,,,1610612743,20,7,2024-01-26T00:57:56Z,750000,False,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT05M21.00S,2024-01-26T00:57:58.7Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,20,7,2024-01-26T00:57:57Z,760000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,
81,PT05M18.00S,2024-01-26T00:58:00.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,94.56307490144546,49.01960784313725,1610612752,22,7,2024-01-26T00:58:06Z,770000,False,-5.0,-1.0,1,right,J. Hart running Layup (2 PTS) (D. DiVincenzo 2 AST),"[1628404, 1628978]",1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,0.51,Made,2.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,,,
83,PT05M01.00S,2024-01-26T00:58:17.6Z,1,REGULAR,3pt,Jump Shot,[],203999,30.831143232588698,33.57843137254902,1610612743,22,10,2024-01-26T00:58:22Z,790000,False,82.0,237.0,1,left,N. Jokic 25' 3PT step back (9 PTS),[203999],1610612743.0,DEN,step back,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,25.11,Made,9.0,,,,,,,,,,,,,,,
84,PT04M40.00S,2024-01-26T00:58:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,80.6340341655716,49.754901960784316,1610612752,24,10,2024-01-26T00:58:46Z,800000,False,-1.0,130.0,1,right,J. Brunson 12' driving floating Jump Shot (6 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,12.95,Made,6.0,,,,,,,,,,,,,,,
85,PT04M40.00S,2024-01-26T00:58:43.3Z,1,REGULAR,foul,personal,['1freethrow'],1629008,,,1610612752,24,10,2024-01-26T00:58:50Z,810000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Brunson 1 FT),"[1629008, 1628973]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,1162.0,,,,,,,,,,,,,,1.0,0.0,Brunson,1628973.0,,
87,PT04M40.00S,2024-01-26T00:58:43.3Z,1,REGULAR,substitution,out,[],1629008,,,1610612752,24,10,2024-01-26T00:59:06Z,830000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
