actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-25T00:53:23.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-25T00:53:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-25T00:53:26.1Z,1,REGULAR,jumpball,recovered,[],200768,,,1610612748,0,0,2023-11-25T00:53:26Z,40000,False,,,0,,Jump Ball B. Adebayo vs. M. Robinson: Tip to K. Lowry,"[200768, 1628389, 1629011]",1610612748.0,MIA,startperiod,K. Lowry,200768.0,Lowry,K. Lowry,Adebayo,1628389.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-11-25T00:53:43.8Z,1,REGULAR,2pt,Jump Shot,[],202710,9.806176084099869,27.205882352941174,1610612748,0,0,2023-11-25T00:53:47Z,70000,False,114.0,40.0,1,left,MISS J. Butler 12' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,12.07,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2023-11-25T00:53:45.8Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,0,0,2023-11-25T00:53:52Z,80000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2023-11-25T00:54:03.2Z,1,REGULAR,3pt,Jump Shot,[],203944,67.62483574244416,54.41176470588235,1610612752,3,0,2023-11-25T00:54:07Z,90000,False,22.0,252.0,1,right,J. Randle 25' 3PT  (3 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.28,Made,,,,,3.0,R. Barrett,1629628.0,1.0,,,,,,,,,,
11,PT11M01.00S,2023-11-25T00:54:24.2Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612748,3,0,2023-11-25T00:54:29Z,110000,False,,,0,,M. Robinson shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1629011, 1628389]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1199.0,1.0,0.0,Adebayo,1628389.0,,,,,
13,PT11M01.00S,2023-11-25T00:54:50.8Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,3,0,2023-11-25T00:54:50Z,130000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M01.00S,2023-11-25T00:54:50.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,3,0,2023-11-25T00:54:50Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
15,PT11M01.00S,2023-11-25T00:55:10.6Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,3,1,2023-11-25T00:55:10Z,150000,False,,,0,,B. Adebayo Free Throw 2 of 2 (1 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
16,PT10M38.00S,2023-11-25T00:55:36.7Z,1,REGULAR,3pt,Jump Shot,[],203944,67.88764783180025,51.470588235294116,1610612752,3,1,2023-11-25T00:56:23Z,160000,False,7.0,249.0,1,right,MISS J. Randle 24' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,24.95,Missed,,,,,,,,,,,,,,,,,,
