actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
91,PT03M52.00S,2023-11-12T17:25:01.4Z,1,REGULAR,3pt,Jump Shot,[],1630177,73.14388961892247,16.176470588235293,1610612766,21,18,2023-11-12T17:25:08Z,840000,False,-169.0,200.0,1,right,MISS T. Maledon 26' 3PT,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
92,PT03M49.00S,2023-11-12T17:25:04.4Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,21,18,2023-11-12T17:25:08Z,850000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,
93,PT03M37.00S,2023-11-12T17:25:17.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,14.14257555847569,47.30392156862745,1610612752,21,18,2023-11-12T17:25:25Z,860000,False,13.0,80.0,1,left,MISS J. Randle 8' driving floating bank Shot,[203944],1610612752.0,NYK,driving floating bank,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,8.15,Missed,,,,,,,,,,,,,,,,,,
94,PT03M35.00S,2023-11-12T17:25:19.4Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,21,18,2023-11-12T17:25:25Z,870000,False,,,0,,B. Miller REBOUND (Off:1 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,93.0,3.0,2.0,1.0,,,,,,,,,,
95,PT03M32.00S,2023-11-12T17:25:22.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641706,94.82588699080158,51.470588235294116,1610612766,21,20,2023-11-12T17:25:29Z,880000,False,7.0,-4.0,1,right,B. Miller running Layup (9 PTS),[1641706],1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,0.84,Made,9.0,,,,,,,,,,,,,,,,,
96,PT03M14.00S,2023-11-12T17:25:39.8Z,1,REGULAR,2pt,Jump Shot,[],1628973,20.18725361366623,24.264705882352942,1610612752,21,20,2023-11-12T17:25:43Z,890000,False,129.0,137.0,1,left,MISS J. Brunson 18' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,18.82,Missed,,,,,,,,,,,,,,,,,,
97,PT03M12.00S,2023-11-12T17:25:41.8Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,21,20,2023-11-12T17:25:43Z,900000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right Center,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,
98,PT03M02.00S,2023-11-12T17:25:53.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,93.38042049934296,48.03921568627451,1610612766,21,22,2023-11-12T17:25:57Z,910000,False,-10.0,10.0,1,right,B. Miller cutting Layup (11 PTS) (G. Hayward 2 AST),"[1641706, 202330]",1610612766.0,CHA,cutting,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.38,Made,11.0,,,,,,,,,,,,,G. Hayward,202330.0,2.0,,
100,PT02M55.00S,2023-11-12T17:26:02.2Z,1,REGULAR,foul,personal,[],1630177,,,1610612752,21,22,2023-11-12T17:26:09Z,930000,False,,,0,,T. Maledon take personal FOUL (2 PF),"[1630177, 1630193]",1610612766.0,CHA,take,,,Maledon,T. Maledon,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627961.0,2.0,0.0,Quickley,1630193.0,,,,,
102,PT02M55.00S,2023-11-12T17:26:12.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,21,22,2023-11-12T17:26:12Z,950000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M55.00S,2023-11-12T17:26:12.9Z,1,REGULAR,substitution,out,[],203944,,,1610612752,21,22,2023-11-12T17:29:04Z,960000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M55.00S,2023-11-12T17:26:12.9Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,21,22,2023-11-12T17:29:04Z,970000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M55.00S,2023-11-12T17:26:12.9Z,1,REGULAR,substitution,out,[],202330,,,1610612752,21,22,2023-11-12T17:29:04Z,980000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M55.00S,2023-11-12T17:26:12.9Z,1,REGULAR,substitution,out,[],1641706,,,1610612752,21,22,2023-11-12T17:29:04Z,990000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M55.00S,2023-11-12T17:26:12.9Z,1,REGULAR,substitution,out,[],1631109,,,1610612752,21,22,2023-11-12T17:29:04Z,1000000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M55.00S,2023-11-12T17:26:12.9Z,1,REGULAR,substitution,out,[],1630550,,,1610612752,21,22,2023-11-12T17:29:04Z,1010000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M55.00S,2023-11-12T17:26:12.9Z,1,REGULAR,substitution,in,[],1628978,,,1610612752,21,22,2023-11-12T17:29:04Z,1020000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M55.00S,2023-11-12T17:26:12.9Z,1,REGULAR,substitution,in,[],1628392,,,1610612752,21,22,2023-11-12T17:29:04Z,1030000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M55.00S,2023-11-12T17:26:12.9Z,1,REGULAR,substitution,in,[],1631121,,,1610612752,21,22,2023-11-12T17:29:04Z,1040000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M55.00S,2023-11-12T17:26:12.9Z,1,REGULAR,substitution,in,[],1630208,,,1610612752,21,22,2023-11-12T17:29:04Z,1050000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M55.00S,2023-11-12T17:26:12.9Z,1,REGULAR,substitution,in,[],1629023,,,1610612752,21,22,2023-11-12T17:29:04Z,1060000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M55.00S,2023-11-12T17:26:12.9Z,1,REGULAR,substitution,in,[],1630163,,,1610612752,21,22,2023-11-12T17:29:04Z,1070000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M50.00S,2023-11-12T17:29:27.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,28.991458607095925,26.225490196078432,1610612752,24,22,2023-11-12T17:29:31Z,1080000,False,119.0,220.0,1,left,J. Brunson 25' 3PT pullup (13 PTS) (J. Hart 1 AST),"[1628973, 1628404]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.01,Made,13.0,,,,,,,,,,,,,J. Hart,1628404.0,1.0,,
117,PT02M34.00S,2023-11-12T17:29:42.7Z,1,REGULAR,3pt,Jump Shot,[],1630163,78.66294349540078,91.17647058823529,1610612766,24,22,2023-11-12T17:29:46Z,1100000,False,206.0,148.0,1,right,MISS L. Ball 25' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
118,PT02M32.00S,2023-11-12T17:29:44.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,24,22,2023-11-12T17:29:46Z,1110000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,
119,PT02M25.00S,2023-11-12T17:29:52.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,10.988830486202366,35.049019607843135,1610612752,24,22,2023-11-12T17:29:57Z,1120000,False,75.0,51.0,1,left,MISS I. Quickley 9' driving floating bank Shot,[1630193],1610612752.0,NYK,driving floating bank,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Right,9.04,Missed,,,,,,,,,,,,,,,,,,
120,PT02M22.00S,2023-11-12T17:29:55.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,24,22,2023-11-12T17:39:31Z,1130000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,119.0,,,,,,,,,,,,,
125,PT02M02.00S,2023-11-12T17:30:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,94.30026281208936,57.35294117647059,1610612766,24,22,2023-11-12T17:30:52Z,1180000,False,37.0,1.0,1,right,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
126,PT02M01.00S,2023-11-12T17:30:43.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,24,22,2023-11-12T17:30:52Z,1190000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,125.0,,,,,,,,,,,,,
128,PT01M52.00S,2023-11-12T17:31:05.0Z,1,REGULAR,3pt,Jump Shot,[],1628973,23.340998685939553,12.5,1610612752,24,22,2023-11-12T17:31:09Z,1210000,False,188.0,167.0,1,left,MISS J. Brunson 25' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,,
129,PT01M49.00S,2023-11-12T17:31:07.7Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,24,22,2023-11-12T17:31:07Z,1220000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,128.0,1.0,0.0,1.0,,,,,,,,,,
131,PT01M49.00S,2023-11-12T17:31:12.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612752,24,22,2023-11-12T17:31:21Z,1240000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Hartenstein 2 FT),"[1630208, 1628392]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,1.0,0.0,Hartenstein,1628392.0,,,,,
135,PT01M49.00S,2023-11-12T17:31:22.4Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,24,22,2023-11-12T17:31:36Z,1255000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M49.00S,2023-11-12T17:31:22.4Z,1,REGULAR,substitution,in,[],1629628,,,1610612752,24,22,2023-11-12T17:31:36Z,1257500,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M49.00S,2023-11-12T17:31:32.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628392,,,1610612752,24,22,2023-11-12T17:31:32Z,1260000,False,,,0,,MISS I. Hartenstein Free Throw 1 of 2,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
134,PT01M49.00S,2023-11-12T17:31:32.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,24,22,2023-11-12T17:31:32Z,1270000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,133.0,,,,,,,,,,,,,
137,PT01M49.00S,2023-11-12T17:31:52.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628392,,,1610612752,25,22,2023-11-12T17:31:52Z,1280000,False,,,0,,I. Hartenstein Free Throw 2 of 2 (1 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
138,PT01M31.00S,2023-11-12T17:32:12.7Z,1,REGULAR,3pt,Jump Shot,[],1630163,63.15703022339028,54.41176470588235,1610612766,25,22,2023-11-12T17:32:20Z,1290000,False,22.0,294.0,1,right,MISS L. Ball 29' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,29.46,Missed,,,,,,,,,,,,,,,,,,
139,PT01M30.00S,2023-11-12T17:32:13.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,25,22,2023-11-12T17:32:20Z,1300000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,138.0,,,,,,,,,,,,,
140,PT01M30.00S,2023-11-12T17:32:18.8Z,1,REGULAR,foul,personal,[],1628392,,,1610612766,25,22,2023-11-12T17:32:24Z,1310000,False,,,0,,I. Hartenstein loose ball personal FOUL (1 PF),"[1628392, 1630208]",1610612752.0,NYK,loose ball,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2882.0,1.0,0.0,Richards,1630208.0,,,,,
142,PT01M22.00S,2023-11-12T17:32:41.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,72.7496714848883,79.16666666666666,1610612766,25,25,2023-11-12T17:32:45Z,1330000,False,146.0,204.0,1,right,P. Washington 25' 3PT  (3 PTS) (T. Maledon 2 AST),"[1629023, 1630177]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.05,Made,3.0,,,,,,,,,,,,,T. Maledon,1630177.0,2.0,,
144,PT01M04.00S,2023-11-12T17:32:58.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,16.507884362680684,42.64705882352941,1610612752,27,25,2023-11-12T17:33:02Z,1350000,False,37.0,103.0,1,left,I. Quickley 10' driving floating Jump Shot (2 PTS),[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,10.91,Made,2.0,,,,,,,,,,,,,,,,,
145,PT00M54.70S,2023-11-12T17:33:09.6Z,1,REGULAR,3pt,Jump Shot,[],1631121,72.35545335085413,75.49019607843137,1610612766,27,25,2023-11-12T17:38:36Z,1360000,False,127.0,207.0,1,right,MISS B. McGowens 24' pullup 3PT,[1631121],1610612766.0,CHA,pullup,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Right Center,24.35,Missed,,,,,,,,,,,,,,,,,,
146,PT00M51.70S,2023-11-12T17:33:12.6Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,27,25,2023-11-12T17:38:36Z,1370000,False,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,145.0,2.0,1.0,1.0,,,,,,,,,,
147,PT00M40.80S,2023-11-12T17:33:23.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630177,94.56307490144546,48.28431372549019,1610612766,27,25,2023-11-12T17:33:27Z,1380000,False,-9.0,-1.0,1,right,MISS T. Maledon driving Layup - blocked,"[1630177, 1628392]",1610612766.0,CHA,driving,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,0.87,Missed,,,,,,,,,,,,,,,,,Hartenstein,1628392.0
148,PT00M40.80S,2023-11-12T17:33:23.6Z,1,REGULAR,block,,[],1628392,,,1610612766,27,25,2023-11-12T17:33:26Z,1390000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
149,PT00M37.40S,2023-11-12T17:33:27.0Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612766,27,25,2023-11-12T17:33:27Z,1400000,False,,,0,,P. Washington REBOUND (Off:1 Def:0),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,147.0,1.0,0.0,1.0,,,,,,,,,,
150,PT00M36.60S,2023-11-12T17:33:27.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629023,87.20433639947439,34.55882352941176,1610612766,27,25,2023-11-12T17:40:51Z,1410000,False,-77.0,68.0,1,right,MISS P. Washington 10' floating Shot,[1629023],1610612766.0,CHA,floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Left,10.27,Missed,,,,,,,,,,,,,,,,,,
151,PT00M33.70S,2023-11-12T17:33:30.6Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,27,25,2023-11-12T17:33:30Z,1420000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,150.0,2.0,2.0,0.0,,,,,,,,,,
152,PT00M32.00S,2023-11-12T17:33:33.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,6.521024967148489,49.754901960784316,1610612752,29,25,2023-11-12T17:33:38Z,1430000,False,1.0,9.0,1,left,R. Barrett running Layup (2 PTS),[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.89,Made,2.0,,,,,,,,,,,,,,,,,
153,PT00M32.00S,2023-11-12T17:33:36.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629023,,,1610612752,29,25,2023-11-12T17:33:49Z,1440000,False,,,0,,P. Washington shooting personal FOUL (2 PF) (Barrett 1 FT),"[1629023, 1629628]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,2.0,0.0,Barrett,1629628.0,,,,,
155,PT00M32.00S,2023-11-12T17:33:56.7Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629628,,,1610612752,29,25,2023-11-12T17:33:56Z,1460000,False,,,0,,MISS R. Barrett Free Throw 1 of 1,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
156,PT00M30.20S,2023-11-12T17:33:57.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,29,25,2023-11-12T17:33:57Z,1470000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,155.0,2.0,1.0,1.0,,,,,,,,,,
157,PT00M09.30S,2023-11-12T17:34:18.6Z,1,REGULAR,3pt,Jump Shot,[],1630177,69.33311432325887,72.05882352941177,1610612766,29,25,2023-11-12T17:34:23Z,1480000,False,110.0,236.0,1,right,MISS T. Maledon 26' step back 3PT,[1630177],1610612766.0,CHA,step back,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
158,PT00M05.40S,2023-11-12T17:34:22.5Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,29,25,2023-11-12T17:34:23Z,1490000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,,157.0,3.0,3.0,0.0,,,,,,,,,,
159,PT00M00.70S,2023-11-12T17:34:27.2Z,1,REGULAR,3pt,Jump Shot,[],1630193,30.962549277266753,69.11764705882352,1610612752,32,25,2023-11-12T17:34:32Z,1500000,False,-96.0,239.0,1,left,I. Quickley 25' 3PT step back (5 PTS) (R. Barrett 2 AST),"[1630193, 1629628]",1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.69,Made,5.0,,,,,,,,,,,,,R. Barrett,1629628.0,2.0,,
162,PT00M00.00S,2023-11-12T17:35:22.3Z,1,REGULAR,period,end,[],0,,,1610612766,32,25,2023-11-12T17:35:22Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-11-12T17:36:47.4Z,2,REGULAR,substitution,out,['startperiod'],1630177,,,1610612766,32,25,2023-11-12T17:37:13Z,1540000,False,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-11-12T17:36:47.4Z,2,REGULAR,substitution,in,['startperiod'],1641706,,,1610612766,32,25,2023-11-12T17:37:13Z,1550000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-11-12T17:37:13.1Z,2,REGULAR,period,start,[],0,,,1610612766,32,25,2023-11-12T17:37:14Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M46.00S,2023-11-12T17:37:26.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,94.1688567674113,51.71568627450981,1610612766,32,27,2023-11-12T17:37:30Z,1570000,False,9.0,2.0,1,right,N. Richards Layup (2 PTS) (P. Washington 2 AST),"[1630208, 1629023]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.89,Made,2.0,,,,,,,,,,,,,P. Washington,1629023.0,2.0,,
168,PT11M24.00S,2023-11-12T17:37:47.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,12.434296977660972,53.431372549019606,1610612752,32,27,2023-11-12T17:37:52Z,1590000,False,-17.0,64.0,1,left,MISS R. Barrett 6' fadeaway Shot,[1629628],1610612752.0,NYK,fadeaway,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.67,Missed,,,,,,,,,,,,,,,,,,
169,PT11M22.00S,2023-11-12T17:37:49.2Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,32,27,2023-11-12T17:37:52Z,1600000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,,
170,PT11M09.00S,2023-11-12T17:38:02.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,93.11760840998686,52.94117647058824,1610612766,32,29,2023-11-12T17:38:05Z,1610000,False,15.0,12.0,1,right,N. Richards Layup (4 PTS) (L. Ball 2 AST),"[1630208, 1630163]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.91,Made,4.0,,,,,,,,,,,,,L. Ball,1630163.0,2.0,,
172,PT11M09.00S,2023-11-12T17:38:11.7Z,2,REGULAR,foul,technical,['1freethrow'],1630208,,,1610612752,32,29,2023-11-12T17:38:20Z,1630000,False,,,0,,N. Richards technical FOUL (1 Tech),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,1626301.0,1.0,1.0,,,,,,,
173,PT11M09.00S,2023-11-12T17:38:32.7Z,2,REGULAR,freethrow,1 of 1,[],1630193,,,1610612752,33,29,2023-11-12T17:38:32Z,1640000,False,,,0,,I. Quickley technical Free Throw 1 of 1 (6 PTS),[1630193],1610612752.0,NYK,technical,,,Quickley,I. Quickley,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
174,PT11M09.00S,2023-11-12T17:38:34.2Z,2,REGULAR,substitution,out,[],1641706,,,1610612752,33,29,2023-11-12T17:38:39Z,1650000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M09.00S,2023-11-12T17:38:34.2Z,2,REGULAR,substitution,in,[],1630177,,,1610612752,33,29,2023-11-12T17:38:39Z,1660000,False,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M58.00S,2023-11-12T17:39:08.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.258212877792378,58.08823529411765,1610612752,35,29,2023-11-12T17:39:12Z,1670000,False,-40.0,6.0,1,left,R. Barrett driving Layup (4 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,4.09,Made,4.0,,,,,,,,,,,,,,,,,
177,PT10M47.00S,2023-11-12T17:39:25.6Z,2,REGULAR,foul,offensive,[],1630208,,,1610612766,35,29,2023-11-12T17:40:31Z,1680000,False,,,0,,N. Richards offensive FOUL (2 PF),"[1630208, 1628978]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1626301.0,2.0,1.0,DiVincenzo,1628978.0,,,,,
179,PT10M47.00S,2023-11-12T17:39:25.6Z,2,REGULAR,turnover,offensive foul,[],1630208,,,1610612766,35,29,2023-11-12T17:39:25Z,1700000,False,,,0,,N. Richards offensive foul TURNOVER (1 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,,,,1.0,,,,,,,1626301.0,,,,,,,,,
