actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
174,PT07M27.00S,2024-02-25T02:19:24.7Z,2,REGULAR,substitution,out,[],202692,,,1610612738,37,42,2024-02-25T02:19:47Z,1620000,False,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT07M27.00S,2024-02-25T02:19:24.7Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,37,42,2024-02-25T02:19:47Z,1630000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT07M27.00S,2024-02-25T02:19:24.7Z,2,REGULAR,substitution,out,[],201143,,,1610612738,37,42,2024-02-25T02:19:47Z,1640000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT07M27.00S,2024-02-25T02:19:24.7Z,2,REGULAR,substitution,in,[],1628978,,,1610612738,37,42,2024-02-25T02:19:47Z,1650000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT07M27.00S,2024-02-25T02:19:24.7Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,37,42,2024-02-25T02:19:47Z,1660000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT07M27.00S,2024-02-25T02:19:24.7Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,37,42,2024-02-25T02:19:47Z,1670000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT07M12.00S,2024-02-25T02:20:02.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,19.793035479632064,57.107843137254896,1610612738,37,44,2024-02-25T02:20:06Z,1680000,False,-36.0,134.0,1,left,J. Brown 13' turnaround fadeaway Jump Shot (12 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,13.82,Made,12.0,,,,,,,,,,,,,,,,,
181,PT06M55.00S,2024-02-25T02:20:19.3Z,2,REGULAR,3pt,Jump Shot,[],1630540,66.96780551905388,52.450980392156865,1610612752,40,44,2024-02-25T02:20:23Z,1690000,False,12.0,258.0,1,right,M. McBride 25' 3PT pullup (7 PTS),[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,25.83,Made,7.0,,,,,,,,,,,,,,,,,
182,PT06M34.00S,2024-02-25T02:20:40.8Z,2,REGULAR,3pt,Jump Shot,[],1628401,31.35676741130092,43.872549019607845,1610612738,40,44,2024-02-25T02:20:46Z,1700000,False,31.0,242.0,1,left,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,24.42,Missed,,,,,,,,,,,,,,,,,,
183,PT06M30.00S,2024-02-25T02:20:44.8Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,40,44,2024-02-25T02:20:46Z,1710000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,182.0,1.0,1.0,0.0,,,,,,,,,,,,,
185,PT06M16.00S,2024-02-25T02:21:01.4Z,2,REGULAR,substitution,out,[],1628436,,,1610612752,40,44,2024-02-25T02:21:07Z,1730000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT06M16.00S,2024-02-25T02:21:01.4Z,2,REGULAR,substitution,in,[],204001,,,1610612752,40,44,2024-02-25T02:21:07Z,1740000,False,,,0,,SUB in: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT06M14.00S,2024-02-25T02:21:25.2Z,2,REGULAR,3pt,Jump Shot,[],202711,90.48948751642575,4.411764705882353,1610612752,40,44,2024-02-25T02:21:28Z,1750000,False,-228.0,37.0,1,right,MISS B. Bogdanovic 3PT,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,,
188,PT06M11.00S,2024-02-25T02:21:28.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,40,44,2024-02-25T02:21:28Z,1760000,False,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,,187.0,3.0,2.0,1.0,,,,,,,,,,,,,
189,PT06M05.00S,2024-02-25T02:21:34.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,5.863994743758213,49.754901960784316,1610612738,40,46,2024-02-25T02:21:37Z,1770000,False,1.0,3.0,1,left,J. Brown driving DUNK (14 PTS) (J. Holiday 1 AST),"[1627759, 201950]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.29,Made,14.0,,,,,J. Holiday,201950.0,1.0,,,,,,,,,,
191,PT05M56.00S,2024-02-25T02:21:47.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,40,46,2024-02-25T02:21:47Z,1790000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT05M56.00S,2024-02-25T02:21:47.4Z,2,REGULAR,substitution,out,[],1628404,,,1610612752,40,46,2024-02-25T02:24:54Z,1800000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT05M56.00S,2024-02-25T02:21:47.4Z,2,REGULAR,substitution,out,[],201950,,,1610612752,40,46,2024-02-25T02:24:54Z,1810000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT05M56.00S,2024-02-25T02:21:47.4Z,2,REGULAR,substitution,in,[],1630173,,,1610612752,40,46,2024-02-25T02:24:54Z,1820000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT05M56.00S,2024-02-25T02:21:47.4Z,2,REGULAR,substitution,in,[],201143,,,1610612752,40,46,2024-02-25T02:24:54Z,1830000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT05M49.00S,2024-02-25T02:25:24.8Z,2,REGULAR,foul,technical,['1freethrow'],204001,,,1610612752,40,46,2024-02-25T02:25:32Z,1840000,False,,,0,,K. Porzingis defensive-3-second technical FOUL (2 Tech),[204001],1610612738.0,BOS,defensive-3-second,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,1162.0,,0.0,2.0,,,,,,
197,PT05M49.00S,2024-02-25T02:25:38.8Z,2,REGULAR,freethrow,1 of 1,[],202711,,,1610612752,41,46,2024-02-25T02:25:38Z,1850000,False,,,0,,B. Bogdanovic technical Free Throw 1 of 1 (6 PTS),[202711],1610612752.0,NYK,technical,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
198,PT05M38.00S,2024-02-25T02:26:04.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,86.67871222076215,50.245098039215684,1610612752,41,46,2024-02-25T02:26:08Z,1860000,False,1.0,73.0,1,right,MISS D. DiVincenzo 7' driving finger roll Layup,[1628978],1610612752.0,NYK,driving finger roll,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,7.27,Missed,,,,,,,,,,,,,,,,,,
199,PT05M35.00S,2024-02-25T02:26:07.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,41,46,2024-02-25T02:26:08Z,1870000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,198.0,1.0,1.0,0.0,,,,,,,,,,,,,
200,PT05M30.00S,2024-02-25T02:26:12.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,6.652431011826544,47.549019607843135,1610612738,41,48,2024-02-25T02:26:15Z,1880000,False,12.0,10.0,1,left,J. Brown running Layup (16 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.59,Made,16.0,,,,,,,,,,,,,,,,,
201,PT05M13.00S,2024-02-25T02:26:29.0Z,2,REGULAR,3pt,Jump Shot,[],1628978,84.05059132720105,2.696078431372549,1610612752,44,48,2024-02-25T02:26:33Z,1890000,False,-237.0,97.0,1,right,D. DiVincenzo 25' 3PT  (6 PTS) (I. Hartenstein 3 AST),"[1628978, 1628392]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.58,Made,6.0,,,,,I. Hartenstein,1628392.0,3.0,,,,,,,,,,
203,PT04M56.00S,2024-02-25T02:26:45.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,10.988830486202366,53.18627450980392,1610612738,44,50,2024-02-25T02:26:50Z,1910000,False,-16.0,51.0,1,left,J. Brown driving Layup (18 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,18.0,,,,,,,,,,,,,,,,,
204,PT04M45.00S,2024-02-25T02:26:57.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630540,92.46057818659659,49.01960784313725,1610612752,46,50,2024-02-25T02:27:00Z,1920000,False,-5.0,18.0,1,right,M. McBride driving finger roll Layup (9 PTS),[1630540],1610612752.0,NYK,driving finger roll,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,1.9,Made,9.0,,,,,,,,,,,,,,,,,
205,PT04M33.00S,2024-02-25T02:27:15.1Z,2,REGULAR,foul,personal,[],1628978,,,1610612738,46,50,2024-02-25T02:27:23Z,1930000,False,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 1627759]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202053.0,,1.0,0.0,,,Brown,1627759.0,,
207,PT04M33.00S,2024-02-25T02:27:15.2Z,2,REGULAR,substitution,out,[],1630540,,,1610612738,46,50,2024-02-25T02:27:21Z,1950000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT04M33.00S,2024-02-25T02:27:15.2Z,2,REGULAR,substitution,in,[],1628973,,,1610612738,46,50,2024-02-25T02:27:21Z,1960000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT04M21.00S,2024-02-25T02:27:43.4Z,2,REGULAR,3pt,Jump Shot,[],1628401,27.94021024967148,75.0,1610612738,46,53,2024-02-25T02:27:47Z,1970000,False,-125.0,210.0,1,left,D. White 24' 3PT pullup (6 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,24.45,Made,6.0,,,,,,,,,,,,,,,,,
210,PT03M53.00S,2024-02-25T02:28:10.8Z,2,REGULAR,2pt,Jump Shot,[],1630173,79.31997371879106,51.470588235294116,1610612752,46,53,2024-02-25T02:28:16Z,1980000,False,7.0,142.0,1,right,MISS P. Achiuwa 14' step back Shot,[1630173],1610612752.0,NYK,step back,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Center,14.21,Missed,,,,,,,,,,,,,,,,,,
211,PT03M50.00S,2024-02-25T02:28:13.8Z,2,REGULAR,rebound,offensive,[],1628978,,,1610612752,46,53,2024-02-25T02:28:16Z,1990000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:0),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Center,,,,210.0,1.0,0.0,1.0,,,,,,,,,,,,,
212,PT03M50.00S,2024-02-25T02:28:14.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628978,95.0886990801577,51.225490196078425,1610612752,46,53,2024-02-25T02:28:17Z,2000000,False,6.0,-6.0,1,right,MISS D. DiVincenzo putback Layup,[1628978],1610612752.0,NYK,putback,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,,
213,PT03M50.00S,2024-02-25T02:28:14.3Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,46,53,2024-02-25T02:28:17Z,2010000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,212.0,2.0,1.0,1.0,,,,,,,,,,,,,
214,PT03M36.00S,2024-02-25T02:28:28.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,66.44218134034165,71.56862745098039,1610612752,46,53,2024-02-25T02:28:33Z,2020000,False,108.0,263.0,1,right,MISS D. DiVincenzo 28' step back 3PT,[1628978],1610612752.0,NYK,step back,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,28.41,Missed,,,,,,,,,,,,,,,,,,
215,PT03M31.00S,2024-02-25T02:28:33.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,46,53,2024-02-25T02:28:33Z,2030000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,214.0,2.0,2.0,0.0,,,,,,,,,,,,,
216,PT03M26.00S,2024-02-25T02:28:40.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204001,5.995400788436268,49.754901960784316,1610612738,46,55,2024-02-25T02:28:47Z,2040000,False,1.0,4.0,1,left,K. Porzingis alley-oop Layup (6 PTS) (J. Brown 2 AST),"[204001, 1627759]",1610612738.0,BOS,alley-oop,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,0.41,Made,6.0,,,,,J. Brown,1627759.0,2.0,,,,,,,,,,
218,PT03M26.00S,2024-02-25T02:28:43.0Z,2,REGULAR,foul,personal,['1freethrow'],1628978,,,1610612738,46,55,2024-02-25T02:28:50Z,2060000,False,,,0,,D. DiVincenzo shooting personal FOUL (2 PF) (Porzingis 1 FT),"[1628978, 204001]",1610612752.0,NYK,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,,2.0,0.0,,,Porzingis,204001.0,,
220,PT03M26.00S,2024-02-25T02:28:43.0Z,2,REGULAR,substitution,out,[],202711,,,1610612738,46,55,2024-02-25T02:28:57Z,2080000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT03M26.00S,2024-02-25T02:28:43.0Z,2,REGULAR,substitution,in,[],1628404,,,1610612738,46,55,2024-02-25T02:28:57Z,2090000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT03M26.00S,2024-02-25T02:29:15.7Z,2,REGULAR,freethrow,1 of 1,[],204001,,,1610612738,46,56,2024-02-25T02:29:15Z,2100000,False,,,0,,K. Porzingis Free Throw 1 of 1 (7 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
223,PT03M08.00S,2024-02-25T02:29:34.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,83.78777923784494,41.42156862745098,1610612752,46,56,2024-02-25T02:29:39Z,2110000,False,-43.0,100.0,1,right,MISS J. Brunson 10' turnaround Shot,[1628973],1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,10.87,Missed,,,,,,,,,,,,,,,,,,
224,PT03M05.00S,2024-02-25T02:29:37.9Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,46,56,2024-02-25T02:29:39Z,2120000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,223.0,3.0,1.0,2.0,,,,,,,,,,,,,
225,PT03M03.00S,2024-02-25T02:29:40.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,95.22010512483574,48.28431372549019,1610612752,48,56,2024-02-25T02:29:43Z,2130000,False,-9.0,-8.0,1,right,P. Achiuwa Layup (4 PTS) (I. Hartenstein 4 AST),"[1630173, 1628392]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.15,Made,4.0,,,,,I. Hartenstein,1628392.0,4.0,,,,,,,,,,
227,PT02M50.00S,2024-02-25T02:29:52.5Z,2,REGULAR,3pt,Jump Shot,[],1627759,28.203022339027594,77.20588235294117,1610612738,48,56,2024-02-25T02:31:40Z,2150000,False,-136.0,213.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
228,PT02M49.00S,2024-02-25T02:29:53.5Z,2,REGULAR,rebound,offensive,[],204001,,,1610612738,48,56,2024-02-25T02:29:57Z,2160000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:1),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,227.0,2.0,1.0,1.0,,,,,,,,,,,,,
229,PT02M46.00S,2024-02-25T02:29:57.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,9.149145860709593,38.970588235294116,1610612738,48,56,2024-02-25T02:30:01Z,2170000,False,55.0,34.0,1,left,MISS K. Porzingis 6' putback Layup - blocked,"[204001, 1628392]",1610612738.0,BOS,putback,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,,,,,,,,,,,,,,,,,Hartenstein,1628392.0
232,PT02M46.00S,2024-02-25T02:29:57.1Z,2,REGULAR,block,,[],1628392,,,1610612738,48,56,2024-02-25T02:30:10Z,2175000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
230,PT02M46.00S,2024-02-25T02:29:57.1Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,48,56,2024-02-25T02:30:10Z,2180000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,229.0,1.0,1.0,0.0,,,,,,,,,,,,,
231,PT02M46.00S,2024-02-25T02:30:09.8Z,2,REGULAR,foul,technical,['1freethrow'],204001,,,1610612752,48,56,2024-02-25T02:30:15Z,2190000,False,,,0,,K. Porzingis technical FOUL (3 Tech),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,1162.0,,0.0,3.0,,,,,,
233,PT02M46.00S,2024-02-25T02:30:30.1Z,2,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,49,56,2024-02-25T02:30:30Z,2200000,False,,,0,,J. Brunson technical Free Throw 1 of 1 (14 PTS),[1628973],1610612752.0,NYK,technical,,,Brunson,J. Brunson,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
234,PT02M46.00S,2024-02-25T02:30:30.2Z,2,REGULAR,substitution,out,[],1628392,,,1610612752,49,56,2024-02-25T02:30:49Z,2210000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT02M46.00S,2024-02-25T02:30:30.2Z,2,REGULAR,substitution,out,[],201143,,,1610612752,49,56,2024-02-25T02:30:49Z,2220000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT02M46.00S,2024-02-25T02:30:30.2Z,2,REGULAR,substitution,in,[],1630540,,,1610612752,49,56,2024-02-25T02:30:49Z,2230000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT02M46.00S,2024-02-25T02:30:30.2Z,2,REGULAR,substitution,in,[],201950,,,1610612752,49,56,2024-02-25T02:30:49Z,2240000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT02M31.00S,2024-02-25T02:31:17.3Z,2,REGULAR,2pt,Jump Shot,[],1628973,83.78777923784494,66.66666666666666,1610612752,51,56,2024-02-25T02:31:20Z,2250000,False,83.0,100.0,1,right,J. Brunson 13' pullup Jump Shot (16 PTS) (J. Hart 3 AST),"[1628973, 1628404]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,13.01,Made,16.0,,,,,J. Hart,1628404.0,3.0,,,,,,,,,,
240,PT02M14.00S,2024-02-25T02:31:34.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,5.075558475689881,50.245098039215684,1610612738,51,58,2024-02-25T02:31:38Z,2270000,False,-1.0,-5.0,1,left,D. White cutting Layup (8 PTS) (J. Holiday 2 AST),"[1628401, 201950]",1610612738.0,BOS,cutting,,,White,D. White,,,,,Restricted Area,0-8 Center,0.49,Made,8.0,,,,,J. Holiday,201950.0,2.0,,,,,,,,,,
242,PT02M00.00S,2024-02-25T02:31:49.6Z,2,REGULAR,3pt,Jump Shot,[],1628973,72.48685939553219,80.63725490196079,1610612752,54,58,2024-02-25T02:31:53Z,2290000,False,153.0,206.0,1,right,J. Brunson 25' 3PT pullup (19 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.68,Made,19.0,,,,,,,,,,,,,,,,,
243,PT01M37.00S,2024-02-25T02:32:16.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.178055190538765,50.245098039215684,1610612738,54,60,2024-02-25T02:32:21Z,2300000,False,-1.0,15.0,1,left,J. Brown driving Layup (20 PTS) (K. Porzingis 2 AST),"[1627759, 204001]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.5,Made,20.0,,,,,K. Porzingis,204001.0,2.0,,,,,,,,,,
245,PT01M37.00S,2024-02-25T02:32:20.2Z,2,REGULAR,foul,personal,['1freethrow'],1630540,,,1610612738,54,60,2024-02-25T02:32:32Z,2320000,False,,,0,,M. McBride shooting personal FOUL (1 PF) (Brown 1 FT),"[1630540, 1627759]",1610612752.0,NYK,shooting,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,,1.0,0.0,,,Brown,1627759.0,,
247,PT01M37.00S,2024-02-25T02:32:45.9Z,2,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,54,60,2024-02-25T02:32:45Z,2340000,False,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
248,PT01M34.00S,2024-02-25T02:32:48.9Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612752,54,60,2024-02-25T02:32:49Z,2350000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:3),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,247.0,4.0,3.0,1.0,,,,,,,,,,,,,
249,PT01M18.00S,2024-02-25T02:33:04.3Z,2,REGULAR,3pt,Jump Shot,[],1628404,73.01248357424441,16.911764705882355,1610612752,54,60,2024-02-25T02:33:25Z,2360000,False,-165.0,201.0,1,right,MISS J. Hart 26' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
250,PT01M16.00S,2024-02-25T02:33:06.3Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612752,54,60,2024-02-25T02:33:54Z,2370000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:3),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,249.0,5.0,3.0,2.0,,,,,,,,,,,,,
251,PT01M14.00S,2024-02-25T02:33:14.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,67.49342969776609,51.71568627450981,1610612752,54,60,2024-02-25T02:34:01Z,2380000,False,9.0,253.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,25.32,Missed,,,,,,,,,,,,,,,,,,
252,PT01M11.00S,2024-02-25T02:33:17.1Z,2,REGULAR,rebound,offensive,[],1628404,,,1610612752,54,60,2024-02-25T02:34:10Z,2390000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,251.0,4.0,3.0,1.0,,,,,,,,,,,,,
253,PT01M07.00S,2024-02-25T02:33:17.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628404,92.72339027595268,47.05882352941176,1610612752,56,60,2024-02-25T02:33:31Z,2400000,False,-15.0,16.0,1,right,J. Hart driving Layup (5 PTS) (P. Achiuwa 1 AST),"[1628404, 1630173]",1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.17,Made,5.0,,,,,P. Achiuwa,1630173.0,1.0,,,,,,,,,,
255,PT01M07.00S,2024-02-25T02:33:30.4Z,2,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612752,56,60,2024-02-25T02:33:40Z,2420000,False,,,0,,J. Brown shooting personal FOUL (2 PF) (Hart 1 FT),"[1627759, 1628404]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,,2.0,0.0,,,Hart,1628404.0,,
