actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
86,PT04M45.00S,2024-02-27T00:55:44.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628973,85.10183968462549,54.166666666666664,1610612752,16,19,2024-02-27T00:55:50Z,860000,False,21.0,88.0,1,right,MISS J. Brunson 8' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,8.99,Missed,,,,,,,,,,,,,,,,
87,PT04M43.00S,2024-02-27T00:55:46.1Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,16,19,2024-02-27T00:55:46Z,870000,False,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,86.0,1.0,0.0,1.0,,,,,,,,,,,,
88,PT04M36.00S,2024-02-27T00:55:51.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628404,66.83639947437582,49.754901960784316,1610612752,16,19,2024-02-27T00:56:01Z,880000,False,-1.0,259.0,1,right,MISS J. Hart 25' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,25.92,Missed,,,,,,,,,,,,,,,,
89,PT04M34.00S,2024-02-27T00:55:53.9Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612752,16,19,2024-02-27T00:56:01Z,890000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,,,,,88.0,3.0,1.0,2.0,,,,,,,,,,,,
90,PT04M31.00S,2024-02-27T00:56:05.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628404,90.22667542706965,44.6078431372549,1610612752,16,19,2024-02-27T00:56:12Z,900000,False,-27.0,39.0,1,right,MISS J. Hart driving floating Shot - blocked,"[1628404, 1629656]",1610612752.0,NYK,driving floating,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,4.78,Missed,,,,,,,,,,,,,Grimes,1629656.0,,
91,PT04M31.00S,2024-02-27T00:56:05.1Z,1,REGULAR,block,,[],1629656,,,1610612752,16,19,2024-02-27T01:12:41Z,910000,False,,,0,,Q. Grimes BLOCK (1 BLK),[1629656],1610612765.0,DET,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
92,PT04M30.00S,2024-02-27T00:56:06.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,16,19,2024-02-27T00:56:12Z,920000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,90.0,,,,,,,,,,,,,,,
94,PT04M25.00S,2024-02-27T00:56:17.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628978,93.51182654402102,47.30392156862745,1610612752,18,19,2024-02-27T00:56:21Z,940000,False,-13.0,8.0,1,right,D. DiVincenzo driving finger roll Layup (2 PTS) (J. Brunson 1 AST),"[1628978, 1628973]",1610612752.0,NYK,driving finger roll,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,1.6,Made,,,,,2.0,J. Brunson,1628973.0,1.0,,,,,,,,
96,PT04M12.00S,2024-02-27T00:56:30.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,8.360709592641262,45.83333333333333,1610612765,18,19,2024-02-27T01:05:25Z,960000,False,21.0,26.0,1,left,MISS J. Duren floating Shot,[1631105],1610612765.0,DET,floating,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,3.34,Missed,,,,,,,,,,,,,,,,
97,PT04M10.00S,2024-02-27T00:56:32.8Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,18,19,2024-02-27T00:57:14Z,970000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:2),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,96.0,4.0,2.0,2.0,,,,,,,,,,,,
98,PT04M05.00S,2024-02-27T00:56:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,94.56307490144546,50.0,1610612752,18,19,2024-02-27T00:57:26Z,980000,False,0.0,-1.0,1,right,MISS J. Hart running Layup,[1628404],1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,0.14,Missed,,,,,,,,,,,,,,,,
99,PT04M03.00S,2024-02-27T00:56:39.2Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,18,19,2024-02-27T00:56:39Z,990000,False,,,0,,J. Sims REBOUND (Off:2 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,98.0,2.0,0.0,2.0,,,,,,,,,,,,
100,PT04M02.00S,2024-02-27T00:56:40.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628404,94.69448094612353,47.549019607843135,1610612752,20,19,2024-02-27T01:06:16Z,1000000,False,-12.0,-3.0,1,right,J. Hart reverse Layup (2 PTS) (J. Sims 1 AST),"[1628404, 1630579]",1610612752.0,NYK,reverse,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,1.26,Made,,,,,2.0,J. Sims,1630579.0,1.0,,,,,,,,
102,PT04M02.00S,2024-02-27T00:56:44.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612765,20,19,2024-02-27T00:56:44Z,1020000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M02.00S,2024-02-27T00:56:44.3Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,20,19,2024-02-27T00:59:49Z,1020625,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M02.00S,2024-02-27T00:56:44.3Z,1,REGULAR,substitution,in,[],1630164,,,1610612765,20,19,2024-02-27T00:59:49Z,1020937,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M50.00S,2024-02-27T00:59:54.7Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,20,19,2024-02-27T00:59:58Z,1050000,False,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1628978]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Center,,1.0,,,,,,,,,,,,,,,,,DiVincenzo,1628978.0
114,PT03M50.00S,2024-02-27T00:59:54.7Z,1,REGULAR,steal,,[],1628978,,,1610612752,20,19,2024-02-27T01:13:45Z,1060000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
115,PT03M38.00S,2024-02-27T01:00:06.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628404,93.11760840998686,48.28431372549019,1610612752,22,19,2024-02-27T01:00:10Z,1070000,False,-9.0,12.0,1,right,J. Hart driving Layup (4 PTS) (D. DiVincenzo 3 AST),"[1628404, 1628978]",1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,1.49,Made,,,,,4.0,D. DiVincenzo,1628978.0,3.0,,,,,,,,
117,PT03M27.00S,2024-02-27T01:00:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,5.995400788436268,47.549019607843135,1610612765,22,21,2024-02-27T01:00:25Z,1090000,False,12.0,4.0,1,left,C. Cunningham driving Layup (10 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,1.29,Made,,,,,10.0,,,,,,,,,,,
118,PT03M02.00S,2024-02-27T01:00:42.7Z,1,REGULAR,2pt,Jump Shot,[],1628404,79.45137976346912,35.53921568627451,1610612752,22,21,2024-02-27T01:00:49Z,1100000,False,-72.0,141.0,1,right,MISS J. Hart 15' Jump Shot,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,,,15.82,Missed,,,,,,,,,,,,,,,,
119,PT03M00.00S,2024-02-27T01:00:44.7Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,22,21,2024-02-27T01:00:49Z,1110000,False,,,0,,J. Wiseman REBOUND (Off:0 Def:1),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Center,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,
120,PT02M50.00S,2024-02-27T01:00:54.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630164,6.652431011826544,49.50980392156863,1610612765,22,23,2024-02-27T01:00:58Z,1120000,False,2.0,10.0,1,left,J. Wiseman DUNK (2 PTS) (C. Cunningham 2 AST),"[1630164, 1630595]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,1.03,Made,,,,,2.0,C. Cunningham,1630595.0,2.0,,,,,,,,
122,PT02M40.00S,2024-02-27T01:01:09.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,22,23,2024-02-27T01:01:09Z,1140000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M40.00S,2024-02-27T01:01:09.1Z,1,REGULAR,substitution,out,[],1628978,,,1610612752,22,23,2024-02-27T01:02:42Z,1150000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M40.00S,2024-02-27T01:01:09.1Z,1,REGULAR,substitution,out,[],1630595,,,1610612752,22,23,2024-02-27T01:02:42Z,1160000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M40.00S,2024-02-27T01:01:09.1Z,1,REGULAR,substitution,out,[],1641709,,,1610612752,22,23,2024-02-27T01:02:42Z,1170000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M40.00S,2024-02-27T01:01:09.1Z,1,REGULAR,substitution,in,[],202692,,,1610612752,22,23,2024-02-27T01:02:42Z,1180000,False,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M40.00S,2024-02-27T01:01:09.1Z,1,REGULAR,substitution,in,[],203095,,,1610612752,22,23,2024-02-27T01:02:42Z,1190000,False,,,0,,SUB in: E. Fournier,[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M40.00S,2024-02-27T01:01:09.1Z,1,REGULAR,substitution,in,[],1630201,,,1610612752,22,23,2024-02-27T01:02:42Z,1200000,False,,,0,,SUB in: M. Flynn,[1630201],1610612765.0,DET,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M40.00S,2024-02-27T01:02:57.5Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,22,23,2024-02-27T01:03:03Z,1210000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,,,1627529.0,,,,,,,,,,,,,,,,,,,
130,PT02M26.00S,2024-02-27T01:03:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,92.85479632063075,48.03921568627451,1610612752,22,23,2024-02-27T01:03:23Z,1220000,False,-10.0,15.0,1,right,MISS J. Hart driving Layup,[1628404],1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,1.77,Missed,,,,,,,,,,,,,,,,
131,PT02M24.00S,2024-02-27T01:03:20.4Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612752,22,23,2024-02-27T01:03:23Z,1230000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:2),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,130.0,5.0,2.0,3.0,,,,,,,,,,,,
132,PT02M24.00S,2024-02-27T01:03:21.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,94.40999984741211,50.0,1610612752,22,23,2024-02-27T01:03:21Z,1240000,False,0.0,0.0,1,right,MISS P. Achiuwa tip Layup,[1630173],1610612752.0,NYK,tip,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,,,0.0,Missed,,,,,,,,,,,,,,,,
133,PT02M23.00S,2024-02-27T01:03:21.7Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,22,23,2024-02-27T01:03:21Z,1250000,False,,,0,,J. Sims REBOUND (Off:3 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,8-16 Left,,,,,132.0,3.0,0.0,3.0,,,,,,,,,,,,
134,PT02M22.00S,2024-02-27T01:03:23.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202692,75.90341655716163,13.23529411764706,1610612752,25,23,2024-02-27T01:03:27Z,1260000,False,-184.0,174.0,1,right,A. Burks 25' 3PT  (3 PTS) (J. Sims 2 AST),"[202692, 1630579]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,25.31,Made,,,,,3.0,J. Sims,1630579.0,2.0,,,,,,,,
136,PT02M04.00S,2024-02-27T01:03:45.3Z,1,REGULAR,foul,offensive,[],1630164,,,1610612765,25,23,2024-02-27T01:03:51Z,1280000,False,,,0,,J. Wiseman offensive FOUL (1 PF),"[1630164, 1630579]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Left Center,1627529.0,,,,,,,,,,,,1.0,0.0,Sims,1630579.0,,,,
138,PT02M04.00S,2024-02-27T01:03:45.3Z,1,REGULAR,turnover,offensive foul,[],1630164,,,1610612765,25,23,2024-02-27T01:03:45Z,1300000,False,,,0,,J. Wiseman offensive foul TURNOVER (1 TO),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Left Center,1627529.0,1.0,,,,,,,,,,,,,,,,,,
139,PT02M04.00S,2024-02-27T01:03:45.4Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,25,23,2024-02-27T01:03:55Z,1310000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M04.00S,2024-02-27T01:03:45.4Z,1,REGULAR,substitution,in,[],202711,,,1610612752,25,23,2024-02-27T01:03:55Z,1320000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M04.00S,2024-02-27T01:03:45.4Z,1,REGULAR,substitution,out,[],1631323,,,1610612752,25,23,2024-02-27T01:04:10Z,1330000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M04.00S,2024-02-27T01:03:45.4Z,1,REGULAR,substitution,in,[],1641787,,,1610612752,25,23,2024-02-27T01:04:10Z,1340000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M47.00S,2024-02-27T01:04:38.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,81.553876478318,50.73529411764706,1610612752,27,23,2024-02-27T01:04:42Z,1350000,False,4.0,121.0,1,right,J. Brunson 12' step back Jump Shot (14 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,12.1,Made,,,,,14.0,,,,,,,,,,,
144,PT01M27.00S,2024-02-27T01:04:58.5Z,1,REGULAR,3pt,Jump Shot,[],1630201,4.155716162943495,96.32352941176471,1610612765,27,23,2024-02-27T01:05:02Z,1360000,False,-232.0,-13.0,1,left,MISS M. Flynn 3PT,[1630201],1610612765.0,DET,,,,Flynn,M. Flynn,,,,,Left Corner 3,24+ Left,,,23.2,Missed,,,,,,,,,,,,,,,,
145,PT01M25.00S,2024-02-27T01:05:00.5Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,27,23,2024-02-27T01:05:02Z,1370000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:3),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,144.0,6.0,3.0,3.0,,,,,,,,,,,,
146,PT01M17.00S,2024-02-27T01:05:10.8Z,1,REGULAR,turnover,traveling,[],1630173,,,1610612752,27,23,2024-02-27T01:05:17Z,1380000,False,,,0,,P. Achiuwa traveling TURNOVER (1 TO),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Right Center,202058.0,1.0,,,,,,,,,,,,,,,,,,
147,PT00M59.20S,2024-02-27T01:05:43.7Z,1,REGULAR,turnover,bad pass,[],203095,,,1610612765,27,23,2024-02-27T01:05:47Z,1390000,False,,,0,,E. Fournier bad pass TURNOVER (1 TO),"[203095, 202692]",1610612765.0,DET,,,,Fournier,E. Fournier,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Burks,202692.0
148,PT00M59.20S,2024-02-27T01:05:43.7Z,1,REGULAR,steal,,[],202692,,,1610612752,27,23,2024-02-27T01:05:45Z,1400000,False,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
149,PT00M54.30S,2024-02-27T01:05:50.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",202692,84.1819973718791,33.33333333333333,1610612752,29,23,2024-02-27T01:15:43Z,1410000,False,-83.0,96.0,1,right,A. Burks 12' driving floating Jump Shot (5 PTS) (J. Brunson 2 AST),"[202692, 1628973]",1610612752.0,NYK,driving floating,,,Burks,A. Burks,,,,,Mid-Range,8-16 Left,,,12.73,Made,,,,,5.0,J. Brunson,1628973.0,2.0,,,,,,,,
151,PT00M54.30S,2024-02-27T01:05:53.6Z,1,REGULAR,foul,personal,['1freethrow'],1630201,,,1610612752,29,23,2024-02-27T01:06:09Z,1430000,False,,,0,,M. Flynn shooting personal FOUL (1 PF) (Burks 1 FT),"[1630201, 202692]",1610612765.0,DET,shooting,,,Flynn,M. Flynn,,,,,Mid-Range,8-16 Left,1155.0,,,,,,,,,,,,1.0,0.0,Burks,202692.0,,,,
153,PT00M54.30S,2024-02-27T01:06:20.7Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",202692,,,1610612752,29,23,2024-02-27T01:06:31Z,1450000,False,,,0,,MISS A. Burks Free Throw 1 of 1,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
154,PT00M52.10S,2024-02-27T01:06:22.9Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,29,23,2024-02-27T01:06:31Z,1460000,False,,,0,,J. Wiseman REBOUND (Off:0 Def:2),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,153.0,2.0,2.0,0.0,,,,,,,,,,,,
155,PT00M30.50S,2024-02-27T01:06:44.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641787,10.5946123521682,53.431372549019606,1610612765,29,25,2024-02-27T01:06:51Z,1470000,False,-17.0,47.0,1,left,T. Evbuomwan driving floating Jump Shot (2 PTS) (Q. Grimes 1 AST),"[1641787, 1629656]",1610612765.0,DET,driving floating,,,Evbuomwan,T. Evbuomwan,,,,,In The Paint (Non-RA),0-8 Center,,,5.01,Made,,,,,2.0,Q. Grimes,1629656.0,1.0,,,,,,,,
157,PT00M14.00S,2024-02-27T01:07:02.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,93.24901445466492,54.65686274509803,1610612752,29,25,2024-02-27T01:07:08Z,1490000,False,23.0,11.0,1,right,MISS J. Brunson driving Layup - blocked,"[1628973, 1629656]",1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,2.58,Missed,,,,,,,,,,,,,Grimes,1629656.0,,
158,PT00M14.00S,2024-02-27T01:07:02.8Z,1,REGULAR,block,,[],1629656,,,1610612752,29,25,2024-02-27T01:07:04Z,1500000,False,,,0,,Q. Grimes BLOCK (2 BLK),[1629656],1610612765.0,DET,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
159,PT00M12.60S,2024-02-27T01:07:04.2Z,1,REGULAR,rebound,defensive,[],1630201,,,1610612765,29,25,2024-02-27T01:07:08Z,1510000,False,,,0,,M. Flynn REBOUND (Off:0 Def:1),[1630201],1610612765.0,DET,,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,
160,PT00M01.30S,2024-02-27T01:07:16.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630201,12.434296977660972,48.529411764705884,1610612765,29,27,2024-02-27T01:07:19Z,1520000,False,7.0,64.0,1,left,M. Flynn 6' driving floating Jump Shot (2 PTS),[1630201],1610612765.0,DET,driving floating,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),0-8 Center,,,6.48,Made,,,,,2.0,,,,,,,,,,,
161,PT00M00.00S,2024-02-27T01:07:21.9Z,1,REGULAR,period,end,[],0,,,1610612752,29,27,2024-02-27T01:07:21Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-02-27T01:10:00.9Z,2,REGULAR,period,start,[],0,,,1610612752,29,27,2024-02-27T01:10:05Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M38.00S,2024-02-27T01:10:22.9Z,2,REGULAR,turnover,lost ball,[],202711,,,1610612752,29,27,2024-02-27T01:10:35Z,1550000,False,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,,,,,,,,,,,,
164,PT11M38.00S,2024-02-27T01:10:32.6Z,2,REGULAR,foul,personal,[],202711,,,1610612765,29,27,2024-02-27T01:10:44Z,1560000,False,,,0,,B. Bogdanovic loose ball personal FOUL (1 PF),"[202711, 203095]",1610612752.0,NYK,loose ball,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Center,1627529.0,,,,,,,,,,,,1.0,0.0,Fournier,203095.0,,,,
166,PT11M33.00S,2024-02-27T01:10:47.1Z,2,REGULAR,turnover,traveling,[],1629656,,,1610612765,29,27,2024-02-27T01:10:51Z,1580000,False,,,0,,Q. Grimes traveling TURNOVER (1 TO),[1629656],1610612765.0,DET,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,202058.0,1.0,,,,,,,,,,,,,,,,,,
167,PT11M22.00S,2024-02-27T01:11:04.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202711,66.3107752956636,44.85294117647059,1610612752,32,27,2024-02-27T01:11:09Z,1590000,False,-26.0,264.0,1,right,B. Bogdanovic 26' 3PT  (3 PTS) (J. Brunson 3 AST),"[202711, 1628973]",1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,,,26.54,Made,,,,,3.0,J. Brunson,1628973.0,3.0,,,,,,,,
169,PT11M06.00S,2024-02-27T01:11:21.1Z,2,REGULAR,3pt,Jump Shot,[],1629656,5.863994743758213,3.1862745098039214,1610612765,32,27,2024-02-27T01:11:27Z,1610000,False,234.0,3.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612765.0,DET,,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,,,23.41,Missed,,,,,,,,,,,,,,,,
170,PT11M03.00S,2024-02-27T01:11:24.1Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,32,27,2024-02-27T01:11:27Z,1620000,False,,,0,,J. Sims REBOUND (Off:3 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Right Corner 3,24+ Right,,,,,169.0,4.0,1.0,3.0,,,,,,,,,,,,
171,PT10M53.00S,2024-02-27T01:11:33.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202692,94.03745072273325,51.225490196078425,1610612752,34,27,2024-02-27T01:11:36Z,1630000,False,6.0,4.0,1,right,A. Burks driving Layup (7 PTS),[202692],1610612752.0,NYK,driving,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,0.7,Made,,,,,7.0,,,,,,,,,,,
172,PT10M39.00S,2024-02-27T01:11:48.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,6.1268068331143235,53.18627450980392,1610612765,34,27,2024-02-27T01:11:52Z,1640000,False,-16.0,5.0,1,left,MISS J. Wiseman driving finger roll Layup,[1630164],1610612765.0,DET,driving finger roll,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,1.67,Missed,,,,,,,,,,,,,,,,
173,PT10M37.00S,2024-02-27T01:11:50.4Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612752,34,27,2024-02-27T01:11:52Z,1650000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:4),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,172.0,7.0,4.0,3.0,,,,,,,,,,,,
174,PT10M32.00S,2024-02-27T01:11:59.7Z,2,REGULAR,foul,offensive,[],1630173,,,1610612752,34,27,2024-02-27T01:12:17Z,1660000,False,,,0,,P. Achiuwa charge offensive FOUL (1 PF),"[1630173, 1641787]",1610612752.0,NYK,charge,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,1627529.0,,,,,,,,,,,,1.0,0.0,Evbuomwan,1641787.0,,,,
