actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
22,PT10M14.00S,2024-01-27T20:14:15.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,27.414586070959263,78.18627450980392,1610612748,4,5,2024-01-27T20:14:23Z,220000,False,-141.0,205.0,1,left,MISS T. Rozier 24' 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
23,PT10M12.00S,2024-01-27T20:14:17.1Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,4,5,2024-01-27T20:14:23Z,230000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
24,PT10M00.00S,2024-01-27T20:14:29.6Z,1,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,4,5,2024-01-27T20:14:35Z,240000,False,,,0,,B. Adebayo lost ball out-of-bounds TURNOVER (1 TO),[1628389],1610612748.0,MIA,lost ball,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,1626302.0,,,,,,,,1.0,,,,
25,PT09M47.00S,2024-01-27T20:14:50.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,85.75886990801577,49.50980392156863,1610612752,4,5,2024-01-27T20:15:53Z,250000,False,-2.0,81.0,1,right,MISS J. Brunson 8' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.14,Missed,,,,,,,,,,,,,,,,,,
26,PT09M45.00S,2024-01-27T20:14:52.5Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,4,5,2024-01-27T20:15:53Z,260000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,,,
27,PT09M34.00S,2024-01-27T20:15:03.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628978,75.64060446780552,12.009803921568627,1610612752,4,5,2024-01-27T20:15:08Z,270000,False,-190.0,176.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.93,Missed,,,,,,,,,,,,,,,,,,
28,PT09M32.00S,2024-01-27T20:15:05.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,4,5,2024-01-27T20:15:08Z,280000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,27.0,2.0,1.0,1.0,,,,,,,,,,,,,,
29,PT09M25.00S,2024-01-27T20:15:11.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,3.630091984231275,3.9215686274509802,1610612748,4,8,2024-01-27T20:16:25Z,290000,False,230.0,-18.0,1,left,T. Herro 3PT running (6 PTS) (T. Rozier 1 AST),"[1629639, 1626179]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,23.11,Made,,,,,6.0,,,,,,T. Rozier,1626179.0,1.0,,,,,
31,PT09M06.00S,2024-01-27T20:15:33.5Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,4,8,2024-01-27T20:15:39Z,310000,False,,,0,,J. Randle bad pass out-of-bounds TURNOVER (1 TO),[203944],1610612752.0,NYK,bad pass,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,201639.0,,,,,,,,1.0,,,,
32,PT08M45.00S,2024-01-27T20:16:00.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626179,23.47240473061761,46.32352941176471,1610612748,4,10,2024-01-27T20:16:05Z,320000,False,18.0,168.0,1,left,T. Rozier 16' turnaround Jump Shot (2 PTS),[1626179],1610612748.0,MIA,turnaround,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Center,16.91,Made,,,,,2.0,,,,,,,,,,,,,
33,PT08M37.00S,2024-01-27T20:16:12.7Z,1,REGULAR,violation,kicked ball,[],1628389,,,1610612752,4,10,2024-01-27T20:16:19Z,330000,False,,,0,,B. Adebayo kicked ball VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,1626302.0,,,,,,,,,,,,
34,PT08M22.00S,2024-01-27T20:16:42.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,91.93495400788436,35.53921568627451,1610612752,4,10,2024-01-27T20:16:52Z,340000,False,-72.0,23.0,1,right,MISS D. DiVincenzo 7' bank Shot,[1628978],1610612752.0,NYK,bank,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,,,,,,,,,,,,,,,,,,
35,PT08M20.00S,2024-01-27T20:16:44.8Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612748,4,10,2024-01-27T20:16:52Z,350000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT08M15.00S,2024-01-27T20:16:49.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202710,7.5722733245729295,3.9215686274509802,1610612748,4,13,2024-01-27T20:17:40Z,360000,False,230.0,19.0,1,left,J. Butler 3PT running (5 PTS) (T. Rozier 2 AST),"[202710, 1626179]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,23.12,Made,,,,,5.0,,,,,,T. Rozier,1626179.0,2.0,,,,,
38,PT08M05.00S,2024-01-27T20:17:03.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,4,13,2024-01-27T20:17:03Z,380000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT07M51.00S,2024-01-27T20:20:45.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,92.72339027595268,46.81372549019608,1610612752,4,13,2024-01-27T20:21:32Z,390000,False,-16.0,16.0,1,right,MISS J. Randle driving finger roll Layup,[203944],1610612752.0,NYK,driving finger roll,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
40,PT07M49.00S,2024-01-27T20:20:47.4Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,4,13,2024-01-27T20:20:55Z,400000,False,,,0,,J. Randle REBOUND (Off:1 Def:0),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,39.0,1.0,0.0,1.0,,,,,,,,,,,,,,
41,PT07M43.00S,2024-01-27T20:20:52.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628973,93.38042049934296,27.205882352941174,1610612752,4,13,2024-01-27T20:21:01Z,410000,False,-114.0,10.0,1,right,MISS J. Brunson 11' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,11.44,Missed,,,,,,,,,,,,,,,,,,
42,PT07M42.00S,2024-01-27T20:20:53.7Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,4,13,2024-01-27T20:21:01Z,420000,False,,,0,,J. Randle REBOUND (Off:2 Def:0),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,41.0,2.0,0.0,2.0,,,,,,,,,,,,,,
43,PT07M37.00S,2024-01-27T20:20:59.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,96.27135348226018,2.941176470588235,1610612752,4,13,2024-01-27T20:21:05Z,430000,False,-235.0,-17.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,23.59,Missed,,,,,,,,,,,,,,,,,,
44,PT07M35.00S,2024-01-27T20:21:01.2Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,4,13,2024-01-27T20:21:05Z,440000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,43.0,3.0,2.0,1.0,,,,,,,,,,,,,,
45,PT07M26.00S,2024-01-27T20:21:09.6Z,1,REGULAR,3pt,Jump Shot,[],1629639,29.38567674113009,73.2843137254902,1610612748,4,13,2024-01-27T20:22:06Z,450000,False,-116.0,224.0,1,left,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
46,PT07M24.00S,2024-01-27T20:21:11.6Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,4,13,2024-01-27T20:21:14Z,460000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,,,
47,PT07M13.00S,2024-01-27T20:21:23.1Z,1,REGULAR,3pt,Jump Shot,[],1628973,88.38699080157687,94.85294117647058,1610612752,7,13,2024-01-27T20:21:27Z,470000,False,224.0,57.0,1,right,J. Brunson 3PT  (5 PTS) (D. DiVincenzo 1 AST),"[1628973, 1628978]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,23.14,Made,,,,,5.0,,,,,,D. DiVincenzo,1628978.0,1.0,,,,,
49,PT06M59.00S,2024-01-27T20:21:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,6.652431011826544,47.794117647058826,1610612748,7,15,2024-01-27T20:21:39Z,490000,False,11.0,10.0,1,left,T. Rozier driving Layup (4 PTS),[1626179],1610612748.0,MIA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,4.0,,,,,,,,,,,,,
50,PT06M39.00S,2024-01-27T20:21:57.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,94.03745072273325,47.05882352941176,1610612752,9,15,2024-01-27T20:22:00Z,500000,False,-15.0,4.0,1,right,I. Hartenstein DUNK (2 PTS) (O. Anunoby 1 AST),"[1628392, 1628384]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,1.51,Made,,,,,2.0,,,,,,O. Anunoby,1628384.0,1.0,,,,,
52,PT06M20.00S,2024-01-27T20:22:15.8Z,1,REGULAR,3pt,Jump Shot,[],202710,8.360709592641262,3.6764705882352944,1610612748,9,15,2024-01-27T20:22:21Z,520000,False,232.0,26.0,1,left,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,23.31,Missed,,,,,,,,,,,,,,,,,,
53,PT06M18.00S,2024-01-27T20:22:17.8Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,9,15,2024-01-27T20:22:21Z,530000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Right Corner 3,24+ Right,,,52.0,3.0,2.0,1.0,,,,,,,,,,,,,,
54,PT06M07.00S,2024-01-27T20:22:29.6Z,1,REGULAR,3pt,Jump Shot,[],1628973,65.65374507227332,35.294117647058826,1610612752,9,15,2024-01-27T20:22:36Z,540000,False,-74.0,270.0,1,right,MISS J. Brunson 28' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,28.02,Missed,,,,,,,,,,,,,,,,,,
55,PT06M05.00S,2024-01-27T20:22:31.6Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,9,15,2024-01-27T20:22:36Z,550000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Center,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT06M01.00S,2024-01-27T20:22:37.9Z,1,REGULAR,substitution,out,[],1628392,,,1610612748,9,15,2024-01-27T20:23:00Z,570000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M01.00S,2024-01-27T20:22:37.9Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,9,15,2024-01-27T20:23:00Z,580000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M01.00S,2024-01-27T20:22:37.9Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,9,15,2024-01-27T20:23:00Z,590000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M01.00S,2024-01-27T20:22:37.9Z,1,REGULAR,substitution,in,[],1630173,,,1610612748,9,15,2024-01-27T20:23:00Z,600000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M01.00S,2024-01-27T20:22:37.9Z,1,REGULAR,substitution,in,[],1629130,,,1610612748,9,15,2024-01-27T20:23:00Z,610000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M01.00S,2024-01-27T20:22:37.9Z,1,REGULAR,substitution,in,[],201567,,,1610612748,9,15,2024-01-27T20:23:00Z,620000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M51.00S,2024-01-27T20:23:11.7Z,1,REGULAR,foul,personal,[],203944,,,1610612748,9,15,2024-01-27T20:23:17Z,630000,False,,,0,,J. Randle personal FOUL (1 PF),"[203944, 1629312]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left,,,,,,,,202901.0,1.0,0.0,Highsmith,1629312.0,,,,,,,,
65,PT05M44.00S,2024-01-27T20:23:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,7.966491458607096,48.77450980392157,1610612748,9,17,2024-01-27T20:23:37Z,650000,False,6.0,22.0,1,left,D. Robinson driving Layup (2 PTS) (K. Love 1 AST),"[1629130, 201567]",1610612748.0,MIA,driving,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,2.32,Made,,,,,2.0,,,,,,K. Love,201567.0,1.0,,,,,
66,PT05M27.00S,2024-01-27T20:23:50.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,87.72996057818659,50.73529411764706,1610612752,9,17,2024-01-27T20:23:56Z,660000,False,4.0,63.0,1,right,MISS J. Randle 6' driving floating Shot,[203944],1610612752.0,NYK,driving floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,6.29,Missed,,,,,,,,,,,,,,,,,,
67,PT05M26.00S,2024-01-27T20:23:51.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,9,17,2024-01-27T20:23:56Z,670000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,66.0,,,,,,,,,,,,,,,,,
69,PT05M17.00S,2024-01-27T20:24:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,14.931011826544022,42.8921568627451,1610612748,9,17,2024-01-27T20:24:16Z,690000,False,36.0,88.0,1,left,MISS T. Rozier 9' driving floating Shot,[1626179],1610612748.0,MIA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,9.48,Missed,,,,,,,,,,,,,,,,,,
70,PT05M15.00S,2024-01-27T20:24:13.4Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,9,17,2024-01-27T20:24:16Z,700000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT04M53.00S,2024-01-27T20:24:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,87.86136662286465,62.99019607843137,1610612752,9,17,2024-01-27T20:24:43Z,710000,False,65.0,62.0,1,right,MISS J. Randle 8' driving floating bank Shot,[203944],1610612752.0,NYK,driving floating bank,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Right,8.96,Missed,,,,,,,,,,,,,,,,,,
72,PT04M51.00S,2024-01-27T20:24:37.0Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,9,17,2024-01-27T20:24:43Z,720000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Right,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT04M39.00S,2024-01-27T20:24:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,9.543363994743759,49.754901960784316,1610612748,9,17,2024-01-27T20:24:59Z,730000,False,1.0,37.0,1,left,MISS D. Robinson Layup - blocked,"[1629130, 1628973]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,Brunson,1628973.0,,
75,PT04M39.00S,2024-01-27T20:24:52.7Z,1,REGULAR,block,,[],1628973,,,1610612748,9,17,2024-01-27T20:24:56Z,740000,False,,,0,,J. Brunson BLOCK (1 BLK),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT04M38.00S,2024-01-27T20:24:53.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,9,17,2024-01-27T20:27:30Z,750000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,74.0,,,,,,,,,,,,,,,,,
78,PT04M38.00S,2024-01-27T20:24:58.3Z,1,REGULAR,substitution,out,[],1628978,,,1610612752,9,17,2024-01-27T20:27:30Z,770000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M38.00S,2024-01-27T20:24:58.3Z,1,REGULAR,substitution,in,[],1628404,,,1610612752,9,17,2024-01-27T20:27:30Z,780000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M38.00S,2024-01-27T20:25:13.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,9,17,2024-01-27T20:27:30Z,790000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M38.00S,2024-01-27T20:25:13.7Z,1,REGULAR,substitution,out,[],1629312,,,1610612752,9,17,2024-01-27T20:28:37Z,795000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M38.00S,2024-01-27T20:25:13.7Z,1,REGULAR,substitution,in,[],1631170,,,1610612752,9,17,2024-01-27T20:28:37Z,797500,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M20.00S,2024-01-27T20:29:05.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,88.38699080157687,49.754901960784316,1610612752,9,17,2024-01-27T20:29:10Z,810000,False,-1.0,57.0,1,right,MISS O. Anunoby driving Layup,[1628384],1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,,,,,
85,PT04M18.00S,2024-01-27T20:29:07.5Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612752,9,17,2024-01-27T20:29:10Z,820000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,84.0,1.0,0.0,1.0,,,,,,,,,,,,,,
