actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
15,PT11M05.00S,2024-01-04T01:41:29.4Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,0,0,2024-01-04T01:41:33Z,150000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
16,PT10M51.00S,2024-01-04T01:41:45.9Z,1,REGULAR,turnover,traveling,[],1630172,,,1610612741,0,0,2024-01-04T01:41:50Z,160000,False,,,0,,P. Williams traveling TURNOVER (1 TO),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1162.0,1.0,,,,,,,,,,
17,PT10M40.00S,2024-01-04T01:42:08.3Z,1,REGULAR,violation,kicked ball,[],1627936,,,1610612752,0,0,2024-01-04T01:42:12Z,170000,False,,,0,,A. Caruso kicked ball VIOLATION,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,1162.0,,,,,,,,,,,
18,PT10M34.00S,2024-01-04T01:42:30.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,20.97568988173456,30.88235294117647,1610612752,2,0,2024-01-04T01:42:34Z,180000,False,96.0,145.0,1,left,J. Brunson 17' pullup Jump Shot (2 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,17.34,Made,,,,,,,,,2.0,,,,,,,,,
19,PT10M14.00S,2024-01-04T01:42:50.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,94.69448094612353,49.50980392156863,1610612741,2,0,2024-01-04T01:42:54Z,190000,False,-2.0,-3.0,1,right,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,0.36,Missed,,,,,,,,,,,,,,,,,,
20,PT10M12.00S,2024-01-04T01:42:52.6Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,2,0,2024-01-04T01:42:54Z,200000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,
21,PT10M05.00S,2024-01-04T01:42:59.4Z,1,REGULAR,2pt,Jump Shot,[],203944,8.360709592641262,27.205882352941174,1610612752,4,0,2024-01-04T01:43:03Z,210000,False,114.0,26.0,1,left,J. Randle 11' pullup Jump Shot (2 PTS) (J. Brunson 1 AST),"[203944, 1628973]",1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,11.69,Made,,,,,,,,,2.0,J. Brunson,1628973.0,1.0,,,,,,
23,PT09M57.00S,2024-01-04T01:43:10.6Z,1,REGULAR,foul,offensive,[],1629632,,,1610612741,4,0,2024-01-04T01:43:20Z,230000,False,,,0,,C. White offensive FOUL (1 PF),"[1629632, 1628973]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Center,,,,,,,,,1162.0,,,,,,1.0,0.0,Brunson,1628973.0,,
25,PT09M57.00S,2024-01-04T01:43:10.6Z,1,REGULAR,turnover,offensive foul,[],1629632,,,1610612741,4,0,2024-01-04T01:43:10Z,250000,False,,,0,,C. White offensive foul TURNOVER (1 TO),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Center,,,,,,,,,1162.0,1.0,,,,,,,,,,
26,PT09M40.00S,2024-01-04T01:43:43.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628978,9.937582128777924,56.127450980392155,1610612752,4,0,2024-01-04T01:44:22Z,260000,False,-31.0,41.0,1,left,MISS D. DiVincenzo driving floating Shot - blocked,"[1628978, 1629632]",1610612752.0,NYK,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,5.11,Missed,White,1629632.0,,,,,,,,,,,,,,,,
27,PT09M40.00S,2024-01-04T01:43:43.6Z,1,REGULAR,block,,[],1629632,,,1610612752,4,0,2024-01-04T01:43:45Z,270000,False,,,0,,C. White BLOCK (1 BLK),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M39.00S,2024-01-04T01:43:44.6Z,1,REGULAR,rebound,offensive,[],1628978,,,1610612752,4,0,2024-01-04T01:44:23Z,280000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:0),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,
29,PT09M34.00S,2024-01-04T01:43:47.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203944,30.305519053876477,70.58823529411765,1610612752,7,0,2024-01-04T01:43:53Z,290000,False,-103.0,232.0,1,left,J. Randle 25' 3PT  (5 PTS) (D. DiVincenzo 1 AST),"[203944, 1628978]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.42,Made,,,,,,,,,5.0,D. DiVincenzo,1628978.0,1.0,,,,,,
31,PT09M34.00S,2024-01-04T01:43:55.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612741,7,0,2024-01-04T01:43:55Z,310000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M21.00S,2024-01-04T01:47:26.0Z,1,REGULAR,3pt,Jump Shot,[],1627936,93.24901445466492,95.58823529411765,1610612741,7,0,2024-01-04T01:47:32Z,320000,False,228.0,11.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,22.82,Missed,,,,,,,,,,,,,,,,,,
33,PT09M19.00S,2024-01-04T01:47:28.0Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,7,0,2024-01-04T01:47:32Z,330000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,,,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,
34,PT09M05.00S,2024-01-04T01:47:43.4Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,7,0,2024-01-04T01:47:50Z,340000,False,,,0,,J. Randle bad pass out-of-bounds TURNOVER (1 TO),[203944],1610612752.0,NYK,bad pass,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,,,,1627534.0,1.0,,,,,,,,,,
35,PT08M55.00S,2024-01-04T01:48:02.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627936,94.69448094612353,96.56862745098039,1610612741,7,0,2024-01-04T01:48:08Z,350000,False,233.0,-3.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
36,PT08M53.00S,2024-01-04T01:48:04.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,7,0,2024-01-04T01:48:08Z,360000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,,,,,35.0,3.0,3.0,0.0,,,,,,,,,,,,
37,PT08M44.00S,2024-01-04T01:48:13.6Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612752,7,0,2024-01-04T01:48:17Z,370000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1627936]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,0-8 Center,,,,,,,,,,1.0,,,,,,,,,Caruso,1627936.0
38,PT08M44.00S,2024-01-04T01:48:13.6Z,1,REGULAR,steal,,[],1627936,,,1610612741,7,0,2024-01-04T01:48:15Z,380000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M38.00S,2024-01-04T01:48:19.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629632,71.43561103810775,22.794117647058822,1610612741,7,3,2024-01-04T01:48:28Z,390000,False,-136.0,216.0,1,right,C. White 25' 3PT  (3 PTS) (A. Caruso 1 AST),"[1629632, 1627936]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,25.52,Made,,,,,,,,,3.0,A. Caruso,1627936.0,1.0,,,,,,
42,PT08M23.00S,2024-01-04T01:48:46.3Z,1,REGULAR,foul,offensive,[],1628384,,,1610612752,7,3,2024-01-04T01:48:55Z,420000,False,,,0,,O. Anunoby offensive FOUL (1 PF),"[1628384, 1629632]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1162.0,,,,,,1.0,0.0,White,1629632.0,,
44,PT08M23.00S,2024-01-04T01:48:46.3Z,1,REGULAR,turnover,offensive foul,[],1628384,,,1610612752,7,3,2024-01-04T01:48:46Z,440000,False,,,0,,O. Anunoby offensive foul TURNOVER (1 TO),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1162.0,1.0,,,,,,,,,,
45,PT08M07.00S,2024-01-04T01:49:05.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630172,83.78777923784494,18.38235294117647,1610612741,7,5,2024-01-04T01:49:09Z,450000,False,-158.0,100.0,1,right,P. Williams 18' pullup Jump Shot (2 PTS) (C. White 1 AST),"[1630172, 1629632]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,16-24 Left,18.7,Made,,,,,,,,,2.0,C. White,1629632.0,1.0,,,,,,
47,PT07M52.00S,2024-01-04T01:49:20.6Z,1,REGULAR,3pt,Jump Shot,[],1628978,8.360709592641262,3.6764705882352944,1610612752,10,5,2024-01-04T01:49:24Z,470000,False,232.0,26.0,1,left,D. DiVincenzo 3PT  (3 PTS) (J. Brunson 2 AST),"[1628978, 1628973]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,23.31,Made,,,,,,,,,3.0,J. Brunson,1628973.0,2.0,,,,,,
49,PT07M29.00S,2024-01-04T01:49:44.5Z,1,REGULAR,3pt,Jump Shot,[],1627936,74.32654402102497,15.931372549019606,1610612741,10,8,2024-01-04T01:49:49Z,490000,False,-170.0,189.0,1,right,A. Caruso 25' 3PT  (3 PTS) (P. Williams 1 AST),"[1627936, 1630172]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,25.43,Made,,,,,,,,,3.0,P. Williams,1630172.0,1.0,,,,,,
51,PT07M07.00S,2024-01-04T01:50:05.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,8.623521681997373,48.77450980392157,1610612752,12,8,2024-01-04T01:50:09Z,510000,False,6.0,29.0,1,left,J. Brunson driving floating Jump Shot (4 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,,,,,4.0,,,,,,,,,
52,PT06M55.00S,2024-01-04T01:50:17.6Z,1,REGULAR,turnover,lost ball,[],203083,,,1610612741,12,8,2024-01-04T01:50:21Z,520000,False,,,0,,A. Drummond lost ball TURNOVER (1 TO),"[203083, 1628384]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,,,,,,,,,Anunoby,1628384.0
53,PT06M55.00S,2024-01-04T01:50:17.6Z,1,REGULAR,steal,,[],1628384,,,1610612752,12,8,2024-01-04T01:50:19Z,530000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT06M42.00S,2024-01-04T01:50:30.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,28.203022339027594,75.0,1610612752,15,8,2024-01-04T01:50:34Z,540000,False,-125.0,213.0,1,left,D. DiVincenzo 24' 3PT  (6 PTS) (J. Brunson 3 AST),"[1628978, 1628973]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,24.66,Made,,,,,,,,,6.0,J. Brunson,1628973.0,3.0,,,,,,
56,PT06M28.00S,2024-01-04T01:50:44.6Z,1,REGULAR,2pt,Jump Shot,[],201942,85.10183968462549,33.82352941176471,1610612741,15,10,2024-01-04T01:50:52Z,560000,False,-81.0,88.0,1,right,D. DeRozan 11' pullup bank Jump Shot (2 PTS),[201942],1610612741.0,CHI,pullup bank,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,11.92,Made,,,,,,,,,2.0,,,,,,,,,
57,PT06M13.00S,2024-01-04T01:51:01.1Z,1,REGULAR,turnover,out-of-bounds,[],1628973,,,1610612752,15,10,2024-01-04T01:51:08Z,570000,False,,,0,,J. Brunson lost ball out-of-bounds TURNOVER (1 TO),[1628973],1610612752.0,NYK,lost ball,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,1162.0,1.0,,,,,,,,,,
58,PT06M13.00S,2024-01-04T01:51:01.2Z,1,REGULAR,substitution,out,[],1627936,,,1610612741,15,10,2024-01-04T01:51:12Z,580000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M13.00S,2024-01-04T01:51:01.2Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,15,10,2024-01-04T01:51:12Z,590000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M06.00S,2024-01-04T01:51:25.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629632,93.77463863337714,44.6078431372549,1610612741,15,10,2024-01-04T01:54:27Z,600000,False,-27.0,6.0,1,right,MISS C. White driving Layup - blocked,"[1629632, 203944]",1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,2.77,Missed,Randle,203944.0,,,,,,,,,,,,,,,,
61,PT06M06.00S,2024-01-04T01:51:25.8Z,1,REGULAR,block,,[],203944,,,1610612741,15,10,2024-01-04T01:51:28Z,610000,False,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT06M04.00S,2024-01-04T01:51:27.8Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,15,10,2024-01-04T01:54:27Z,620000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,
63,PT05M58.00S,2024-01-04T01:51:32.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,5.732588699080158,95.09803921568627,1610612752,15,10,2024-01-04T01:51:39Z,630000,False,-225.0,1.0,1,left,MISS D. DiVincenzo 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
64,PT05M56.00S,2024-01-04T01:51:34.3Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,15,10,2024-01-04T01:51:39Z,640000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,
65,PT05M49.00S,2024-01-04T01:51:42.2Z,1,REGULAR,3pt,Jump Shot,[],201942,71.82982917214193,24.754901960784316,1610612741,15,13,2024-01-04T01:51:46Z,650000,False,-126.0,212.0,1,right,D. DeRozan 24' 3PT  (5 PTS) (C. White 2 AST),"[201942, 1629632]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,24.7,Made,,,,,,,,,5.0,C. White,1629632.0,2.0,,,,,,
67,PT05M26.00S,2024-01-04T01:52:10.0Z,1,REGULAR,foul,technical,['1freethrow'],203083,,,1610612752,15,13,2024-01-04T01:52:26Z,670000,False,,,0,,A. Drummond defensive-3-second technical FOUL (1 Tech),[203083],1610612741.0,CHI,defensive-3-second,,,Drummond,A. Drummond,,,,,,,,,,,,,,,200833.0,,,,,,0.0,1.0,,,,
68,PT05M26.00S,2024-01-04T01:52:32.6Z,1,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,16,13,2024-01-04T01:52:32Z,680000,False,,,0,,J. Brunson technical Free Throw 1 of 1 (5 PTS),[1628973],1610612752.0,NYK,technical,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
69,PT05M26.00S,2024-01-04T01:52:32.7Z,1,REGULAR,substitution,out,[],203944,,,1610612752,16,13,2024-01-04T01:52:36Z,690000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M26.00S,2024-01-04T01:52:32.7Z,1,REGULAR,substitution,in,[],1628404,,,1610612752,16,13,2024-01-04T01:52:36Z,700000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M18.00S,2024-01-04T01:52:53.3Z,1,REGULAR,3pt,Jump Shot,[],1628973,29.911300919842315,27.205882352941174,1610612752,19,13,2024-01-04T01:52:58Z,710000,False,114.0,229.0,1,left,J. Brunson 25' 3PT  (8 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.55,Made,,,,,,,,,8.0,,,,,,,,,
72,PT05M06.00S,2024-01-04T01:53:05.5Z,1,REGULAR,turnover,bad pass,[],1630172,,,1610612741,19,13,2024-01-04T01:53:11Z,720000,False,,,0,,P. Williams bad pass TURNOVER (2 TO),"[1630172, 1628978]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,2.0,,,,,,,,,DiVincenzo,1628978.0
73,PT05M06.00S,2024-01-04T01:53:05.5Z,1,REGULAR,steal,,[],1628978,,,1610612752,19,13,2024-01-04T01:53:07Z,730000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
74,PT05M02.00S,2024-01-04T01:53:09.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,5.601182654402102,51.71568627450981,1610612752,21,13,2024-01-04T01:53:16Z,740000,False,-9.0,0.0,1,left,O. Anunoby running DUNK (2 PTS) (D. DiVincenzo 2 AST),"[1628384, 1628978]",1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,,,2.0,D. DiVincenzo,1628978.0,2.0,,,,,,
76,PT04M51.00S,2024-01-04T01:53:20.3Z,1,REGULAR,2pt,Jump Shot,[],1630245,82.47371879106439,21.568627450980394,1610612741,21,13,2024-01-04T01:53:24Z,760000,False,-142.0,112.0,1,right,MISS A. Dosunmu 18' driving floating Shot,[1630245],1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left Center,18.11,Missed,,,,,,,,,,,,,,,,,,
77,PT04M49.00S,2024-01-04T01:53:22.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,21,13,2024-01-04T01:53:24Z,770000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left Center,,,,,76.0,3.0,3.0,0.0,,,,,,,,,,,,
78,PT04M45.00S,2024-01-04T01:53:26.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,5.206964520367937,96.56862745098039,1610612752,21,13,2024-01-04T01:53:33Z,780000,False,-233.0,-4.0,1,left,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
79,PT04M43.00S,2024-01-04T01:53:28.4Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,21,13,2024-01-04T01:53:33Z,790000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,,,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,
80,PT04M38.00S,2024-01-04T01:53:32.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,93.38042049934296,53.67647058823529,1610612741,21,13,2024-01-04T01:53:37Z,800000,False,18.0,10.0,1,right,MISS A. Dosunmu running Layup,[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
81,PT04M36.00S,2024-01-04T01:53:34.9Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,21,13,2024-01-04T01:53:37Z,810000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,
83,PT04M33.00S,2024-01-04T01:53:46.2Z,1,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612752,21,13,2024-01-04T01:53:54Z,830000,False,,,0,,J. Hart bad pass out-of-bounds TURNOVER (1 TO),[1628404],1610612752.0,NYK,bad pass,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,,,,,,,,,1162.0,1.0,,,,,,,,,,
