actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M57.00S,2023-12-23T17:43:34.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627736,94.95729303547962,49.50980392156863,1610612749,2,4,2023-12-23T17:44:15Z,170000,False,-2.0,-5.0,1,right,M. Beasley running Layup (2 PTS),[1627736],1610612749.0,MIL,running,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.57,,,,,,,,,,,,
18,PT10M40.00S,2023-12-23T17:43:51.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,13.222733245729303,49.754901960784316,1610612752,2,4,2023-12-23T17:44:32Z,180000,False,1.0,72.0,1,left,MISS R. Barrett 7' driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.18,,,,,,,,,,,,
19,PT10M38.00S,2023-12-23T17:43:53.0Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,2,4,2023-12-23T17:43:55Z,190000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,18.0,1.0,0.0,1.0,,,,,
20,PT10M25.00S,2023-12-23T17:44:06.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203944,15.850854139290407,62.745098039215684,1610612752,2,4,2023-12-23T17:45:05Z,200000,False,-64.0,96.0,1,left,MISS J. Randle 11' fadeaway bank Shot,[203944],1610612752.0,NYK,fadeaway bank,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,11.56,,,,,,,,,,,,
21,PT10M24.00S,2023-12-23T17:44:08.1Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,2,4,2023-12-23T17:44:08Z,210000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,
22,PT10M18.00S,2023-12-23T17:44:13.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,93.24901445466492,53.18627450980392,1610612749,2,4,2023-12-23T17:46:00Z,220000,False,16.0,11.0,1,right,MISS G. Antetokounmpo running Layup,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.93,,,,,,,,,,,,
23,PT10M16.00S,2023-12-23T17:44:15.5Z,1,REGULAR,rebound,offensive,[],203114,,,1610612749,2,4,2023-12-23T17:46:00Z,230000,False,,,0,,K. Middleton REBOUND (Off:1 Def:0),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,22.0,1.0,0.0,1.0,,,,,
24,PT10M14.00S,2023-12-23T17:44:17.6Z,1,REGULAR,turnover,lost ball,[],203114,,,1610612749,2,4,2023-12-23T17:44:22Z,240000,False,,,0,,K. Middleton lost ball TURNOVER (1 TO),"[203114, 1628978]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,DiVincenzo,1628978.0,,
25,PT10M14.00S,2023-12-23T17:44:17.6Z,1,REGULAR,steal,,[],1628978,,,1610612752,2,4,2023-12-23T17:44:20Z,250000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M07.00S,2023-12-23T17:44:24.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203944,7.966491458607096,52.450980392156865,1610612752,2,4,2023-12-23T17:47:16Z,260000,False,-12.0,22.0,1,left,MISS J. Randle running Layup,[203944],1610612752.0,NYK,running,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.56,,,,,,,,,,,,
27,PT10M05.00S,2023-12-23T17:44:26.8Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,2,4,2023-12-23T17:44:33Z,270000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:0),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,26.0,2.0,0.0,2.0,,,,,
28,PT10M05.00S,2023-12-23T17:44:28.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628392,5.590000152587891,50.0,1610612752,4,4,2023-12-23T17:44:39Z,280000,False,0.0,0.0,1,left,I. Hartenstein tip Layup (2 PTS),[1628392],1610612752.0,NYK,tip,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.0,,,,,,,,,,,,
29,PT10M00.00S,2023-12-23T17:44:41.6Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612749,4,4,2023-12-23T17:44:55Z,290000,False,,,0,,I. Hartenstein shooting personal FOUL (2 PF) (Lopez 2 FT),"[1628392, 201572]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,1630886.0,2.0,0.0,Lopez,201572.0,,,,,,,,,,,,,,,
31,PT10M00.00S,2023-12-23T17:45:14.8Z,1,REGULAR,freethrow,1 of 2,[],201572,,,1610612749,4,5,2023-12-23T17:45:14Z,310000,False,,,0,,B. Lopez Free Throw 1 of 2 (1 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
32,PT10M00.00S,2023-12-23T17:45:14.9Z,1,REGULAR,substitution,out,[],1628392,,,1610612749,4,5,2023-12-23T17:45:21Z,320000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT10M00.00S,2023-12-23T17:45:14.9Z,1,REGULAR,substitution,in,[],201959,,,1610612749,4,5,2023-12-23T17:45:21Z,330000,False,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT10M00.00S,2023-12-23T17:45:36.7Z,1,REGULAR,freethrow,2 of 2,[],201572,,,1610612749,4,6,2023-12-23T17:45:36Z,340000,False,,,0,,B. Lopez Free Throw 2 of 2 (2 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
35,PT09M47.00S,2023-12-23T17:45:53.4Z,1,REGULAR,turnover,traveling,[],203944,,,1610612752,4,6,2023-12-23T17:45:58Z,350000,False,,,0,,J. Randle traveling TURNOVER (1 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,1627963.0,,,,,,,,,,,,,,,1.0,,,,
36,PT09M29.00S,2023-12-23T17:46:26.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203114,88.64980289093299,29.166666666666668,1610612749,4,6,2023-12-23T17:46:33Z,360000,False,-104.0,54.0,1,right,MISS K. Middleton 11' turnaround Shot,[203114],1610612749.0,MIL,turnaround,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,,,,,,Missed,,11.75,,,,,,,,,,,,
37,PT09M27.00S,2023-12-23T17:46:28.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,4,6,2023-12-23T17:46:33Z,370000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,36.0,2.0,2.0,0.0,,,,,
38,PT09M16.00S,2023-12-23T17:46:45.9Z,1,REGULAR,foul,personal,[],203507,,,1610612752,4,6,2023-12-23T17:46:52Z,380000,False,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 203944]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,2534.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,
40,PT09M10.00S,2023-12-23T17:47:02.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,31.61957950065703,60.29411764705882,1610612752,7,6,2023-12-23T17:47:06Z,400000,False,-51.0,245.0,1,left,J. Brunson 25' 3PT pullup (5 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,25.01,,,,,,,,,,,,
41,PT08M57.00S,2023-12-23T17:47:14.5Z,1,REGULAR,3pt,Jump Shot,[],203081,65.25952693823915,48.529411764705884,1610612749,7,9,2023-12-23T17:48:46Z,410000,False,-7.0,274.0,1,right,D. Lillard 27' 3PT pullup (3 PTS),[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,27.42,,,,,,,,,,,,
42,PT08M40.00S,2023-12-23T17:47:35.0Z,1,REGULAR,foul,personal,['2freethrow'],203114,,,1610612752,7,9,2023-12-23T17:47:41Z,420000,False,,,0,,K. Middleton shooting personal FOUL (1 PF) (Barrett 2 FT),"[203114, 1629628]",1610612749.0,MIL,shooting,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,2534.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,
44,PT08M40.00S,2023-12-23T17:48:03.9Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,7,9,2023-12-23T17:48:03Z,440000,False,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
45,PT08M40.00S,2023-12-23T17:48:03.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,7,9,2023-12-23T17:48:03Z,450000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,
46,PT08M40.00S,2023-12-23T17:48:17.3Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,8,9,2023-12-23T17:48:17Z,460000,False,,,0,,R. Barrett Free Throw 2 of 2 (1 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
47,PT08M27.00S,2023-12-23T17:48:32.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,91.40932982917214,48.03921568627451,1610612749,8,11,2023-12-23T17:49:36Z,470000,False,-10.0,28.0,1,right,G. Antetokounmpo driving Hook (4 PTS) (D. Lillard 1 AST),"[203507, 203081]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,2.99,D. Lillard,203081.0,1.0,,,,,,,,,
48,PT08M16.00S,2023-12-23T17:48:41.6Z,1,REGULAR,2pt,Jump Shot,[],1628973,20.71287779237845,50.245098039215684,1610612752,10,11,2023-12-23T17:48:47Z,480000,False,-1.0,142.0,1,left,J. Brunson 14' pullup Jump Shot (7 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Center,,,,,,Made,7.0,14.22,,,,,,,,,,,,
49,PT08M02.00S,2023-12-23T17:48:57.0Z,1,REGULAR,2pt,Jump Shot,[],203114,78.9257555847569,68.62745098039215,1610612749,10,13,2023-12-23T17:49:57Z,490000,False,93.0,146.0,1,right,K. Middleton 17' pullup Jump Shot (2 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right Center,,,,,,Made,2.0,17.28,,,,,,,,,,,,
50,PT07M50.00S,2023-12-23T17:49:08.1Z,1,REGULAR,2pt,Jump Shot,[],203944,21.50131406044678,67.15686274509804,1610612752,12,13,2023-12-23T17:49:12Z,500000,False,-86.0,150.0,1,left,J. Randle 17' pullup Jump Shot (2 PTS) (J. Brunson 1 AST),"[203944, 1628973]",1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,,,,,,Made,2.0,17.25,J. Brunson,1628973.0,1.0,,,,,,,,,
52,PT07M37.00S,2023-12-23T17:49:21.0Z,1,REGULAR,3pt,Jump Shot,[],203081,71.96123521681997,77.69607843137256,1610612749,12,13,2023-12-23T17:49:27Z,510000,False,138.0,211.0,1,right,MISS D. Lillard 25' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.25,,,,,,,,,,,,
53,PT07M35.00S,2023-12-23T17:49:23.0Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,12,13,2023-12-23T17:49:27Z,520000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,
54,PT07M29.00S,2023-12-23T17:49:29.0Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629628,23.866622864651774,49.754901960784316,1610612752,12,13,2023-12-23T17:49:35Z,530000,False,1.0,172.0,1,left,MISS R. Barrett 17' running pullup Shot,[1629628],1610612752.0,NYK,running pullup,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Center,,,,,,Missed,,17.18,,,,,,,,,,,,
55,PT07M27.00S,2023-12-23T17:49:31.0Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,12,13,2023-12-23T17:49:35Z,540000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,54.0,1.0,1.0,0.0,,,,,
56,PT07M18.00S,2023-12-23T17:49:40.3Z,1,REGULAR,3pt,Jump Shot,[],1627736,94.95729303547962,94.36274509803921,1610612749,12,16,2023-12-23T17:49:44Z,550000,False,222.0,-5.0,1,right,M. Beasley 3PT  (5 PTS) (D. Lillard 2 AST),"[1627736, 203081]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,,,,,,Made,5.0,22.19,D. Lillard,203081.0,2.0,,,,,,,,,
58,PT07M03.00S,2023-12-23T17:49:55.3Z,1,REGULAR,3pt,Jump Shot,[],1628978,30.56833114323259,27.450980392156865,1610612752,15,16,2023-12-23T17:49:59Z,570000,False,113.0,235.0,1,left,D. DiVincenzo 26' 3PT  (3 PTS) (J. Brunson 2 AST),"[1628978, 1628973]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,26.04,J. Brunson,1628973.0,2.0,,,,,,,,,
60,PT06M50.00S,2023-12-23T17:50:07.5Z,1,REGULAR,3pt,Jump Shot,[],203114,66.3107752956636,58.333333333333336,1610612749,15,19,2023-12-23T17:51:58Z,590000,False,42.0,264.0,1,right,K. Middleton 26' 3PT pullup (5 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,26.75,,,,,,,,,,,,
61,PT06M41.00S,2023-12-23T17:50:17.1Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612752,15,19,2023-12-23T17:50:22Z,600000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 203507]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Antetokounmpo,203507.0,,
62,PT06M41.00S,2023-12-23T17:50:17.1Z,1,REGULAR,steal,,[],203507,,,1610612749,15,19,2023-12-23T17:50:19Z,610000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M39.00S,2023-12-23T17:50:19.7Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,15,19,2023-12-23T17:50:24Z,620000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (1 TO),"[203507, 203944]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Randle,203944.0,,
64,PT06M39.00S,2023-12-23T17:50:19.7Z,1,REGULAR,steal,,[],203944,,,1610612752,15,19,2023-12-23T18:54:44Z,630000,False,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
65,PT06M34.00S,2023-12-23T17:50:24.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,5.601182654402102,47.549019607843135,1610612752,15,19,2023-12-23T17:52:44Z,640000,False,12.0,0.0,1,left,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.23,,,,,,,,,,,,
66,PT06M32.00S,2023-12-23T17:50:26.6Z,1,REGULAR,rebound,offensive,[],201959,,,1610612752,15,19,2023-12-23T17:50:26Z,650000,False,,,0,,T. Gibson REBOUND (Off:1 Def:0),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,65.0,1.0,0.0,1.0,,,,,
67,PT06M31.00S,2023-12-23T17:50:27.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628978,32.14520367936925,55.14705882352941,1610612752,18,19,2023-12-23T17:53:00Z,660000,False,-26.0,250.0,1,left,D. DiVincenzo 25' 3PT pullup (6 PTS) (T. Gibson 1 AST),"[1628978, 201959]",1610612752.0,NYK,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,,Made,6.0,25.1,T. Gibson,201959.0,1.0,,,,,,,,,
69,PT06M29.00S,2023-12-23T17:50:33.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612749,18,19,2023-12-23T17:50:33Z,680000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M29.00S,2023-12-23T17:50:33.3Z,1,REGULAR,substitution,out,[],203944,,,1610612749,18,19,2023-12-23T17:53:32Z,690000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M29.00S,2023-12-23T17:50:33.3Z,1,REGULAR,substitution,out,[],203507,,,1610612749,18,19,2023-12-23T17:53:32Z,700000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M29.00S,2023-12-23T17:50:33.3Z,1,REGULAR,substitution,in,[],1628404,,,1610612749,18,19,2023-12-23T17:53:32Z,710000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M29.00S,2023-12-23T17:50:33.3Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,18,19,2023-12-23T17:53:32Z,720000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M08.00S,2023-12-23T17:53:57.3Z,1,REGULAR,2pt,Jump Shot,[],203114,72.09264126149803,46.07843137254902,1610612749,18,21,2023-12-23T17:54:14Z,730000,False,-20.0,210.0,1,right,K. Middleton 21' pullup Jump Shot (7 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Center,,,,,,Made,7.0,21.07,,,,,,,,,,,,
76,PT05M53.00S,2023-12-23T17:54:11.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,5.995400788436268,54.166666666666664,1610612752,18,21,2023-12-23T17:54:18Z,740000,False,-21.0,4.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.12,,,,,,,,,,,,
77,PT05M51.00S,2023-12-23T17:54:13.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,18,21,2023-12-23T17:54:18Z,750000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,76.0,1.0,1.0,0.0,,,,,
78,PT05M34.00S,2023-12-23T17:54:31.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,87.20433639947439,36.27450980392157,1610612749,18,21,2023-12-23T17:54:38Z,760000,False,-69.0,68.0,1,right,MISS B. Portis 9' turnaround Hook,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,9.65,,,,,,,,,,,,
79,PT05M32.00S,2023-12-23T17:54:33.7Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,18,21,2023-12-23T17:54:38Z,770000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,78.0,1.0,1.0,0.0,,,,,
80,PT05M26.00S,2023-12-23T17:54:39.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,30.962549277266753,74.26470588235294,1610612752,18,21,2023-12-23T17:55:11Z,780000,False,-121.0,239.0,1,left,MISS D. DiVincenzo 26' running 3PT,[1628978],1610612752.0,NYK,running,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.76,,,,,,,,,,,,
