actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-09T00:45:43.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-09T00:45:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-02-09T00:45:45.6Z,1,REGULAR,jumpball,recovered,[],202681,,,1610612742,0,0,2024-02-09T00:45:45Z,40000,False,,,0,,Jump Ball M. Kleber vs. I. Hartenstein: Tip to K. Irving,"[202681, 1628467, 1628392]",1610612742.0,DAL,startperiod,K. Irving,202681.0,Irving,K. Irving,Kleber,1628467.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-02-09T00:45:58.5Z,1,REGULAR,2pt,Jump Shot,[],202681,23.209592641261498,70.58823529411765,1610612742,0,2,2024-02-09T00:46:02Z,70000,False,-103.0,166.0,1,left,K. Irving 19' step back Jump Shot (2 PTS),[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left Center,19.51,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M19.00S,2024-02-09T00:46:23.1Z,1,REGULAR,2pt,Jump Shot,[],1628404,89.56964520367937,19.607843137254903,1610612752,0,2,2024-02-09T00:46:27Z,80000,False,-152.0,46.0,1,right,MISS J. Hart 15' fadeaway Shot,[1628404],1610612752.0,NYK,fadeaway,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,15.87,Missed,,,,,,,,,,,,,,,,,,
9,PT11M16.00S,2024-02-09T00:46:26.1Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,0,2,2024-02-09T00:46:27Z,90000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Mid-Range,8-16 Left,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M13.00S,2024-02-09T00:46:30.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,27.677398160315374,78.18627450980392,1610612742,0,5,2024-02-09T00:49:33Z,100000,False,-141.0,208.0,1,left,L. Doncic 25' 3PT running pullup (3 PTS),[1629029],1610612742.0,DAL,running pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,25.1,Made,3.0,,,,,,,,,,,,,,,,,
11,PT10M51.00S,2024-02-09T00:46:51.6Z,1,REGULAR,turnover,bad pass,[],1628392,,,1610612752,0,5,2024-02-09T00:46:54Z,110000,False,,,0,,I. Hartenstein bad pass TURNOVER (1 TO),"[1628392, 1628467]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Kleber,1628467.0,,,,,,,,,,
12,PT10M51.00S,2024-02-09T00:46:51.6Z,1,REGULAR,steal,,[],1628467,,,1610612742,0,5,2024-02-09T00:54:25Z,120000,False,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
13,PT10M36.00S,2024-02-09T00:47:07.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,3.235873850197109,95.58823529411765,1610612742,0,5,2024-02-09T00:47:10Z,130000,False,-228.0,-22.0,1,left,MISS L. Doncic step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Left Corner 3,24+ Left,22.9,Missed,,,,,,,,,,,,,,,,,,
14,PT10M33.00S,2024-02-09T00:47:10.1Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,0,5,2024-02-09T00:47:10Z,140000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,
