actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
173,PT10M33.00S,2024-03-23T17:39:01.3Z,2,REGULAR,rebound,defensive,[],1630540,,,1610612752,28,32,2024-03-23T17:39:01Z,1650000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,8-16 Left,,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,
174,PT10M29.00S,2024-03-23T17:39:05.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630540,72.09264126149803,78.67647058823529,1610612752,28,32,2024-03-23T17:42:05Z,1660000,False,143.0,210.0,1,right,MISS M. McBride 25' running pullup 3PT,[1630540],1610612752.0,NYK,running pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,,,,25.41,Missed,,,,,,,,,,,,,,,
175,PT10M27.00S,2024-03-23T17:39:07.3Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612751,28,32,2024-03-23T17:39:11Z,1670000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,,,,,,,,174.0,2.0,2.0,0.0,,,,,,,,,
176,PT10M16.00S,2024-03-23T17:39:18.9Z,2,REGULAR,2pt,Jump Shot,[],1629022,26.757555847568987,38.970588235294116,1610612751,28,34,2024-03-23T17:42:20Z,1680000,False,55.0,199.0,1,left,L. Walker IV 20' step back Jump Shot (9 PTS),[1629022],1610612751.0,BKN,step back,,,Walker IV,L. Walker IV,,,,,Mid-Range,16-24 Center,,,,20.65,Made,,,,,,,,,,,,9.0,,,
178,PT09M58.00S,2024-03-23T17:39:39.8Z,2,REGULAR,foul,personal,[],1630549,,,1610612752,28,34,2024-03-23T17:39:49Z,1690000,False,,,0,,D. Sharpe personal FOUL (2 PF),"[1630549, 1630579]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202026.0,2.0,0.0,Sims,1630579.0,,,,
180,PT09M58.00S,2024-03-23T17:39:39.9Z,2,REGULAR,substitution,out,[],1630549,,,1610612752,28,34,2024-03-23T17:39:54Z,1710000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M58.00S,2024-03-23T17:39:39.9Z,2,REGULAR,substitution,in,[],1629651,,,1610612752,28,34,2024-03-23T17:39:54Z,1720000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M51.00S,2024-03-23T17:40:09.9Z,2,REGULAR,3pt,Jump Shot,[],1630173,80.50262812089356,6.862745098039216,1610612752,28,34,2024-03-23T17:40:13Z,1730000,False,-216.0,131.0,1,right,MISS P. Achiuwa 25' 3PT,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,25.23,Missed,,,,,,,,,,,,,,,
183,PT09M46.00S,2024-03-23T17:40:14.9Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,28,34,2024-03-23T17:40:13Z,1740000,False,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,,,,,,182.0,2.0,2.0,0.0,,,,,,,,,
184,PT09M39.00S,2024-03-23T17:40:21.4Z,2,REGULAR,3pt,Jump Shot,[],1627827,14.536793692509855,4.6568627450980395,1610612751,28,34,2024-03-23T17:40:31Z,1750000,False,227.0,84.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,24.18,Missed,,,,,,,,,,,,,,,
185,PT09M38.00S,2024-03-23T17:40:22.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,28,34,2024-03-23T17:40:31Z,1760000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,184.0,,,,,,,,,,,,
187,PT09M38.00S,2024-03-23T17:40:29.4Z,2,REGULAR,substitution,out,[],1630173,,,1610612752,28,34,2024-03-23T17:40:36Z,1780000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M38.00S,2024-03-23T17:40:29.4Z,2,REGULAR,substitution,out,[],1630579,,,1610612752,28,34,2024-03-23T17:40:36Z,1790000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M38.00S,2024-03-23T17:40:29.4Z,2,REGULAR,substitution,in,[],1628392,,,1610612752,28,34,2024-03-23T17:40:36Z,1800000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M38.00S,2024-03-23T17:40:29.4Z,2,REGULAR,substitution,in,[],1628404,,,1610612752,28,34,2024-03-23T17:40:36Z,1810000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M19.00S,2024-03-23T17:41:07.5Z,2,REGULAR,foul,personal,['2freethrow'],1628372,,,1610612752,28,34,2024-03-23T17:41:16Z,1820000,False,,,0,,D. Smith Jr. shooting personal FOUL (1 PF) (McBride 2 FT),"[1628372, 1630540]",1610612751.0,BKN,shooting,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,201639.0,1.0,0.0,McBride,1630540.0,,,,
194,PT09M19.00S,2024-03-23T17:41:21.5Z,2,REGULAR,substitution,out,[],1628372,,,1610612752,28,34,2024-03-23T17:41:49Z,1835000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M19.00S,2024-03-23T17:41:21.5Z,2,REGULAR,substitution,in,[],203471,,,1610612752,28,34,2024-03-23T17:41:49Z,1837500,False,,,0,,SUB in: D. Schroder,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M19.00S,2024-03-23T17:41:35.5Z,2,REGULAR,freethrow,1 of 2,[],1630540,,,1610612752,29,34,2024-03-23T17:41:35Z,1840000,False,,,0,,M. McBride Free Throw 1 of 2 (12 PTS),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,Made,,,,,,,,,,,,12.0,,,
196,PT09M19.00S,2024-03-23T17:41:57.9Z,2,REGULAR,freethrow,2 of 2,[],1630540,,,1610612752,30,34,2024-03-23T17:41:57Z,1850000,False,,,0,,M. McBride Free Throw 2 of 2 (13 PTS),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,Made,,,,,,,,,,,,13.0,,,
197,PT09M04.00S,2024-03-23T17:42:16.1Z,2,REGULAR,turnover,bad pass,[],1629022,,,1610612751,30,34,2024-03-23T17:42:44Z,1860000,False,,,0,,L. Walker IV bad pass TURNOVER (1 TO),"[1629022, 1628404]",1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,1.0,Hart,1628404.0,,,,,,,,,,,,,,,,,
198,PT09M04.00S,2024-03-23T17:42:16.1Z,2,REGULAR,steal,,[],1628404,,,1610612752,30,34,2024-03-23T17:42:19Z,1870000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
199,PT08M58.00S,2024-03-23T17:42:21.9Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202692,76.2976346911958,13.480392156862745,1610612752,30,34,2024-03-23T17:43:00Z,1880000,False,-183.0,170.0,1,right,MISS A. Burks 24' running 3PT,[202692],1610612752.0,NYK,running,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,,24.97,Missed,,,,,,,,,,,,,,,
200,PT08M57.00S,2024-03-23T17:42:22.9Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,30,34,2024-03-23T17:42:33Z,1890000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,,199.0,4.0,2.0,2.0,,,,,,,,,
201,PT08M54.00S,2024-03-23T17:42:27.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202692,78.66294349540078,8.333333333333332,1610612752,33,34,2024-03-23T17:42:30Z,1900000,False,-208.0,148.0,1,right,A. Burks 25' 3PT  (5 PTS) (I. Hartenstein 2 AST),"[202692, 1628392]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,,25.56,Made,,,,,,,,,,,,5.0,I. Hartenstein,1628392.0,2.0
203,PT08M53.00S,2024-03-23T17:42:35.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612751,33,34,2024-03-23T17:42:35Z,1920000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M53.00S,2024-03-23T17:42:35.7Z,2,REGULAR,substitution,out,[],1629022,,,1610612751,33,34,2024-03-23T17:45:54Z,1930000,False,,,0,,SUB out: L. Walker IV,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M53.00S,2024-03-23T17:42:35.7Z,2,REGULAR,substitution,in,[],1628969,,,1610612751,33,34,2024-03-23T17:45:54Z,1940000,False,,,0,,SUB in: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M27.00S,2024-03-23T17:46:24.6Z,2,REGULAR,2pt,Jump Shot,[],1630560,12.171484888304862,26.225490196078432,1610612751,33,36,2024-03-23T17:46:28Z,1950000,False,119.0,62.0,1,left,C. Thomas 13' driving floating bank Jump Shot (6 PTS) (D. Finney-Smith 2 AST),"[1630560, 1627827]",1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,,,,13.4,Made,,,,,,,,,,,,6.0,D. Finney-Smith,1627827.0,2.0
208,PT08M14.00S,2024-03-23T17:46:41.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202692,94.1688567674113,54.41176470588235,1610612752,33,36,2024-03-23T17:46:54Z,1970000,False,22.0,2.0,1,right,MISS A. Burks driving Layup,[202692],1610612752.0,NYK,driving,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,2.22,Missed,,,,,,,,,,,,,,,
210,PT08M12.00S,2024-03-23T17:46:43.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,33,36,2024-03-23T17:46:54Z,1990000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,208.0,,,,,,,,,,,,
212,PT08M12.00S,2024-03-23T17:46:45.2Z,2,REGULAR,substitution,out,[],202692,,,1610612752,33,36,2024-03-23T17:47:00Z,2010000,False,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M12.00S,2024-03-23T17:46:45.2Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,33,36,2024-03-23T17:47:00Z,2020000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M10.00S,2024-03-23T17:47:15.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202711,70.90998685939553,75.24509803921569,1610612752,36,36,2024-03-23T17:47:20Z,2030000,False,126.0,221.0,1,right,B. Bogdanovic 25' 3PT  (3 PTS) (J. Brunson 4 AST),"[202711, 1628973]",1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,25.44,Made,,,,,,,,,,,,3.0,J. Brunson,1628973.0,4.0
216,PT07M58.00S,2024-03-23T17:47:28.2Z,2,REGULAR,foul,personal,['2freethrow'],202711,,,1610612751,36,36,2024-03-23T17:47:46Z,2050000,False,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Thomas 2 FT),"[202711, 1630560]",1610612752.0,NYK,shooting,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627524.0,1.0,0.0,Thomas,1630560.0,,,,
219,PT07M58.00S,2024-03-23T17:47:45.9Z,2,REGULAR,substitution,out,[],1627827,,,1610612751,36,36,2024-03-23T17:48:15Z,2065000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M58.00S,2024-03-23T17:47:45.9Z,2,REGULAR,substitution,in,[],1629661,,,1610612751,36,36,2024-03-23T17:48:15Z,2067500,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M58.00S,2024-03-23T17:48:03.6Z,2,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,36,37,2024-03-23T17:48:03Z,2070000,False,,,0,,C. Thomas Free Throw 1 of 2 (7 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,Made,,,,,,,,,,,,7.0,,,
221,PT07M58.00S,2024-03-23T17:48:28.0Z,2,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,36,38,2024-03-23T17:48:28Z,2080000,False,,,0,,C. Thomas Free Throw 2 of 2 (8 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,Made,,,,,,,,,,,,8.0,,,
222,PT07M36.00S,2024-03-23T17:48:53.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628392,91.80354796320631,34.31372549019608,1610612752,38,38,2024-03-23T17:49:19Z,2090000,False,-78.0,25.0,1,right,I. Hartenstein 8' driving Hook (6 PTS),[1628392],1610612752.0,NYK,driving,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Left,,,,8.21,Made,,,,,,,,,,,,6.0,,,
223,PT07M26.00S,2024-03-23T17:49:03.5Z,2,REGULAR,turnover,bad pass,[],203471,,,1610612751,38,38,2024-03-23T17:49:06Z,2100000,False,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 1628392]",1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,1.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,
224,PT07M26.00S,2024-03-23T17:49:03.5Z,2,REGULAR,steal,,[],1628392,,,1610612752,38,38,2024-03-23T17:49:05Z,2110000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
225,PT07M20.00S,2024-03-23T17:49:09.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630540,92.85479632063075,2.941176470588235,1610612752,41,38,2024-03-23T17:49:15Z,2120000,False,-235.0,15.0,1,right,M. McBride 3PT running (16 PTS) (J. Brunson 5 AST),"[1630540, 1628973]",1610612752.0,NYK,running,,,McBride,M. McBride,,,,,Left Corner 3,24+ Left,,,,23.58,Made,,,,,,,,,,,,16.0,J. Brunson,1628973.0,5.0
227,PT07M14.00S,2024-03-23T17:49:18.0Z,2,REGULAR,turnover,out-of-bounds,[],1630560,,,1610612751,41,38,2024-03-23T17:51:59Z,2140000,False,,,0,,C. Thomas lost ball out-of-bounds TURNOVER (2 TO),[1630560],1610612751.0,BKN,lost ball,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,2.0,,,,,,,,,,,202026.0,,,,,,,,
228,PT07M14.00S,2024-03-23T17:49:18.1Z,2,REGULAR,substitution,out,[],202711,,,1610612752,41,38,2024-03-23T17:49:26Z,2150000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M14.00S,2024-03-23T17:49:18.1Z,2,REGULAR,substitution,in,[],1628978,,,1610612752,41,38,2024-03-23T17:49:26Z,2160000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M02.00S,2024-03-23T17:49:46.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,91.40932982917214,31.61764705882353,1610612752,41,38,2024-03-23T17:52:42Z,2170000,False,-92.0,28.0,1,right,MISS J. Brunson 9' turnaround fadeaway Shot,[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,,,,9.62,Missed,,,,,,,,,,,,,,,
231,PT07M00.00S,2024-03-23T17:49:48.7Z,2,REGULAR,rebound,offensive,[],1628978,,,1610612752,41,38,2024-03-23T17:49:50Z,2180000,False,,,0,,D. DiVincenzo REBOUND (Off:2 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Left,,,,,,,,230.0,3.0,1.0,2.0,,,,,,,,,
232,PT06M59.00S,2024-03-23T17:49:50.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628978,94.69448094612353,46.81372549019608,1610612752,43,38,2024-03-23T17:50:21Z,2190000,False,-16.0,-3.0,1,right,D. DiVincenzo putback Layup (7 PTS),[1628978],1610612752.0,NYK,putback,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,1.61,Made,,,,,,,,,,,,7.0,,,
233,PT06M59.00S,2024-03-23T17:50:03.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,43,38,2024-03-23T17:50:46Z,2200000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,1627524.0,,,,,,,,
234,PT06M59.00S,2024-03-23T17:50:09.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612751,43,38,2024-03-23T17:50:09Z,2210000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M59.00S,2024-03-23T17:50:09.1Z,2,REGULAR,substitution,out,[],1630560,,,1610612751,43,38,2024-03-23T17:52:57Z,2220000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M59.00S,2024-03-23T17:50:09.1Z,2,REGULAR,substitution,in,[],1630592,,,1610612751,43,38,2024-03-23T17:52:57Z,2230000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M45.00S,2024-03-23T17:53:18.5Z,2,REGULAR,2pt,Jump Shot,[],1628969,21.76412614980289,37.00980392156863,1610612751,43,40,2024-03-23T17:53:25Z,2240000,False,65.0,152.0,1,left,M. Bridges 16' driving floating Jump Shot (5 PTS) (N. Claxton 1 AST),"[1628969, 1629651]",1610612751.0,BKN,driving floating,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,,,,16.54,Made,,,,,,,,,,,,5.0,N. Claxton,1629651.0,1.0
238,PT06M17.00S,2024-03-23T17:53:45.7Z,2,REGULAR,2pt,Jump Shot,[],1628978,78.40013140604468,42.15686274509804,1610612752,45,40,2024-03-23T17:53:48Z,2250000,False,-39.0,151.0,1,right,D. DiVincenzo 15' pullup Jump Shot (9 PTS) (M. McBride 2 AST),"[1628978, 1630540]",1610612752.0,NYK,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Center,,,,15.55,Made,,,,,,,,,,,,9.0,M. McBride,1630540.0,2.0
241,PT05M51.00S,2024-03-23T17:54:13.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,8.09789750328515,48.77450980392157,1610612751,45,40,2024-03-23T17:54:23Z,2270000,False,6.0,24.0,1,left,MISS D. Schroder driving Layup - blocked,"[203471, 1628392]",1610612751.0,BKN,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,2.44,Missed,Hartenstein,1628392.0,,,,,,,,,,,,,
242,PT05M51.00S,2024-03-23T17:54:13.5Z,2,REGULAR,block,,[],1628392,,,1610612751,45,40,2024-03-23T17:54:15Z,2280000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
243,PT05M50.00S,2024-03-23T17:54:14.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,45,40,2024-03-23T17:54:23Z,2290000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,241.0,,,,,,,,,,,,
245,PT05M31.00S,2024-03-23T17:54:41.9Z,2,REGULAR,3pt,Jump Shot,[],1628973,68.67608409986859,63.725490196078425,1610612752,45,40,2024-03-23T17:54:46Z,2310000,False,69.0,242.0,1,right,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,25.14,Missed,,,,,,,,,,,,,,,
246,PT05M26.00S,2024-03-23T17:54:46.9Z,2,REGULAR,rebound,defensive,[],203471,,,1610612751,45,40,2024-03-23T17:54:46Z,2320000,False,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,,,,,,,,245.0,2.0,2.0,0.0,,,,,,,,,
247,PT05M18.00S,2024-03-23T17:54:53.7Z,2,REGULAR,3pt,Jump Shot,[],1628969,27.020367936925098,19.11764705882353,1610612751,45,40,2024-03-23T17:55:49Z,2330000,False,154.0,201.0,1,left,MISS M. Bridges 25' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,25.39,Missed,,,,,,,,,,,,,,,
248,PT05M13.00S,2024-03-23T17:54:58.7Z,2,REGULAR,rebound,offensive,[],203471,,,1610612751,45,40,2024-03-23T17:55:17Z,2340000,False,,,0,,D. Schroder REBOUND (Off:1 Def:2),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,,,,,,247.0,3.0,2.0,1.0,,,,,,,,,
249,PT05M12.00S,2024-03-23T17:55:01.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,28.86005256241787,21.323529411764707,1610612751,45,40,2024-03-23T17:55:05Z,2350000,False,143.0,219.0,1,left,MISS C. Johnson 26' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,26.16,Missed,,,,,,,,,,,,,,,
250,PT05M11.00S,2024-03-23T17:55:02.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,45,40,2024-03-23T17:55:05Z,2360000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,249.0,,,,,,,,,,,,
252,PT05M11.00S,2024-03-23T17:55:05.9Z,2,REGULAR,substitution,out,[],1628392,,,1610612752,45,40,2024-03-23T17:55:11Z,2380000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M11.00S,2024-03-23T17:55:05.9Z,2,REGULAR,substitution,in,[],1630579,,,1610612752,45,40,2024-03-23T17:55:11Z,2390000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M00.00S,2024-03-23T17:55:33.7Z,2,REGULAR,3pt,Jump Shot,[],1630540,93.64323258869908,96.32352941176471,1610612752,45,40,2024-03-23T17:55:54Z,2400000,False,232.0,7.0,1,right,MISS M. McBride 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Right Corner 3,24+ Right,,,,23.17,Missed,,,,,,,,,,,,,,,
255,PT04M58.00S,2024-03-23T17:55:35.7Z,2,REGULAR,rebound,offensive,[],1630579,,,1610612752,45,40,2024-03-23T17:55:54Z,2410000,False,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Right Corner 3,24+ Right,,,,,,,,254.0,1.0,0.0,1.0,,,,,,,,,
256,PT04M57.00S,2024-03-23T17:55:38.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630579,95.0886990801577,45.83333333333333,1610612752,45,40,2024-03-23T17:55:57Z,2420000,False,-21.0,-6.0,1,right,MISS J. Sims putback Layup,[1630579],1610612752.0,NYK,putback,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,2.17,Missed,,,,,,,,,,,,,,,
258,PT04M56.00S,2024-03-23T17:55:39.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,45,40,2024-03-23T17:55:57Z,2440000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,256.0,,,,,,,,,,,,
260,PT04M52.00S,2024-03-23T17:55:57.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,78.9257555847569,90.93137254901961,1610612752,45,40,2024-03-23T17:56:01Z,2460000,False,205.0,146.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,25.12,Missed,,,,,,,,,,,,,,,
261,PT04M50.00S,2024-03-23T17:55:59.1Z,2,REGULAR,rebound,offensive,[],1630579,,,1610612752,45,40,2024-03-23T17:55:59Z,2470000,False,,,0,,J. Sims REBOUND (Off:2 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,,,,260.0,2.0,0.0,2.0,,,,,,,,,
