actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-02-02T00:42:04.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-02T00:42:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-02-02T00:42:07.5Z,1,REGULAR,jumpball,recovered,[],1627741,,,1610612754,0,0,2024-02-02T00:42:07Z,40000,False,,,0,,Jump Ball M. Turner vs. I. Hartenstein: Tip to B. Hield,"[1627741, 1626167, 1628392]",1610612754.0,IND,startperiod,B. Hield,1627741.0,Hield,B. Hield,Turner,1626167.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-02-02T00:42:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.046649145860711,49.01960784313725,1610612754,0,2,2024-02-02T00:42:24Z,70000,False,5.0,14.0,1,left,P. Siakam driving Layup (2 PTS),[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.45,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M18.00S,2024-02-02T00:42:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,93.51182654402102,44.85294117647059,1610612752,2,2,2024-02-02T00:42:49Z,80000,False,-26.0,8.0,1,right,D. DiVincenzo driving Layup (2 PTS) (I. Hartenstein 1 AST),"[1628978, 1628392]",1610612752.0,NYK,driving,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,2.71,Made,2.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,,,,
10,PT10M59.00S,2024-02-02T00:43:04.6Z,1,REGULAR,3pt,Jump Shot,[],1630174,21.369908015768726,89.4607843137255,1610612754,2,2,2024-02-02T00:43:10Z,100000,False,-197.0,148.0,1,left,MISS A. Nesmith 24' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,24.69,Missed,,,,,,,,,,,,,,,,,,
11,PT10M57.00S,2024-02-02T00:43:06.6Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,2,2,2024-02-02T00:43:10Z,110000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT10M47.00S,2024-02-02T00:43:16.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,93.38042049934296,50.0,1610612752,2,2,2024-02-02T00:43:25Z,120000,False,0.0,10.0,1,right,MISS J. Brunson driving Layup - blocked,"[1628973, 1627741]",1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,0.97,Missed,,,,,,,,,Hield,1627741.0,,,,,,,,
13,PT10M47.00S,2024-02-02T00:43:16.8Z,1,REGULAR,block,,[],1627741,,,1610612752,2,2,2024-02-02T00:43:21Z,130000,False,,,0,,B. Hield BLOCK (1 BLK),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT10M45.00S,2024-02-02T00:43:18.8Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,2,2,2024-02-02T00:43:25Z,140000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M41.00S,2024-02-02T00:43:22.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630174,6.389618922470433,50.98039215686274,1610612754,2,4,2024-02-02T00:43:30Z,150000,False,-5.0,8.0,1,left,A. Nesmith running DUNK (2 PTS) (T. Haliburton 1 AST),"[1630174, 1630169]",1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,0.9,Made,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,
