actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
91,PT03M55.00S,2024-01-15T20:26:49.8Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,18,16,2024-01-15T20:26:51Z,910000,False,,,0,,P. Banchero REBOUND (Off:1 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,90.0,3.0,2.0,1.0,,,,,,,,,
92,PT03M42.00S,2024-01-15T20:27:02.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,17.0335085413929,43.872549019607845,1610612753,18,16,2024-01-15T20:28:57Z,920000,False,31.0,108.0,1,left,MISS P. Banchero 11' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.19,Missed,,,,,,,,,,,,,
93,PT03M41.00S,2024-01-15T20:27:03.4Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,18,16,2024-01-15T20:29:47Z,930000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,92.0,2.0,1.0,1.0,,,,,,,,,
107,PT03M40.00S,2024-01-15T20:27:11.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,5.863994743758213,52.20588235294118,1610612753,18,16,2024-01-15T20:29:55Z,935000,False,-11.0,3.0,1,left,MISS G. Bitadze tip Layup,[1629048],1610612753.0,ORL,tip,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,1.13,Missed,,,,,,,,,,,,,
108,PT03M38.00S,2024-01-15T20:27:13.0Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,18,16,2024-01-15T20:29:55Z,937500,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,
94,PT03M30.00S,2024-01-15T20:27:19.7Z,1,REGULAR,foul,technical,['1freethrow'],1629048,,,1610612752,18,16,2024-01-15T20:29:34Z,940000,False,,,0,,G. Bitadze defensive-3-second technical FOUL (1 Tech),[1629048],1610612753.0,ORL,defensive-3-second,,,Bitadze,G. Bitadze,,,,,,,1204.0,2.0,1.0,,,,,,,,,,,,,,,,,
96,PT03M30.00S,2024-01-15T20:27:32.2Z,1,REGULAR,substitution,out,[],1631216,,,1610612752,18,16,2024-01-15T20:29:34Z,945000,False,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M30.00S,2024-01-15T20:27:32.2Z,1,REGULAR,substitution,out,[],1629643,,,1610612752,18,16,2024-01-15T20:29:34Z,947500,False,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M30.00S,2024-01-15T20:27:32.2Z,1,REGULAR,substitution,out,[],1629048,,,1610612752,18,16,2024-01-15T20:29:34Z,948750,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M30.00S,2024-01-15T20:27:32.2Z,1,REGULAR,substitution,in,[],204060,,,1610612752,18,16,2024-01-15T20:29:34Z,949375,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M30.00S,2024-01-15T20:27:32.2Z,1,REGULAR,substitution,in,[],1628365,,,1610612752,18,16,2024-01-15T20:29:34Z,949687,False,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M30.00S,2024-01-15T20:27:32.2Z,1,REGULAR,substitution,in,[],1628976,,,1610612752,18,16,2024-01-15T20:29:34Z,949843,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M30.00S,2024-01-15T20:27:44.7Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,19,16,2024-01-15T20:29:34Z,950000,False,,,0,,J. Randle technical Free Throw 1 of 1 (1 PTS),[203944],1610612752.0,NYK,technical,,,Randle,J. Randle,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
102,PT03M17.00S,2024-01-15T20:28:29.2Z,1,REGULAR,3pt,Jump Shot,[],203944,78.79434954007884,89.4607843137255,1610612752,19,16,2024-01-15T20:28:32Z,960000,False,197.0,147.0,1,right,MISS J. Randle 24' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,24.59,Missed,,,,,,,,,,,,,
103,PT03M14.00S,2024-01-15T20:28:32.2Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,19,16,2024-01-15T20:28:32Z,970000,False,,,0,,J. Suggs REBOUND (Off:0 Def:3),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,,,,102.0,3.0,3.0,0.0,,,,,,,,,
104,PT03M10.00S,2024-01-15T20:28:36.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631094,7.046649145860711,50.245098039215684,1610612753,19,18,2024-01-15T20:28:40Z,980000,False,-1.0,14.0,1,left,P. Banchero running Layup (6 PTS) (J. Suggs 3 AST),"[1631094, 1630591]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,1.38,Made,,,,,6.0,J. Suggs,1630591.0,3.0,,,,,
106,PT03M04.00S,2024-01-15T20:28:45.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,19,18,2024-01-15T20:28:45Z,1000000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M04.00S,2024-01-15T20:28:45.3Z,1,REGULAR,substitution,out,[],1630591,,,1610612752,19,18,2024-01-15T20:31:38Z,1010000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M04.00S,2024-01-15T20:28:45.3Z,1,REGULAR,substitution,in,[],1630175,,,1610612752,19,18,2024-01-15T20:31:38Z,1020000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M58.00S,2024-01-15T20:32:01.5Z,1,REGULAR,foul,personal,['2freethrow'],204060,,,1610612752,19,18,2024-01-15T20:32:17Z,1030000,False,,,0,,J. Ingles shooting personal FOUL (1 PF) (Anunoby 2 FT),"[204060, 1628384]",1610612753.0,ORL,shooting,,,Ingles,J. Ingles,,,,,Restricted Area,0-8 Center,1204.0,1.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,
113,PT02M58.00S,2024-01-15T20:32:25.9Z,1,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,20,18,2024-01-15T20:32:25Z,1050000,False,,,0,,O. Anunoby Free Throw 1 of 2 (8 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,Made,,,,,8.0,,,,,,,,
114,PT02M58.00S,2024-01-15T20:32:39.5Z,1,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,21,18,2024-01-15T20:32:39Z,1060000,False,,,0,,O. Anunoby Free Throw 2 of 2 (9 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,Made,,,,,9.0,,,,,,,,
115,PT02M46.00S,2024-01-15T20:32:54.1Z,1,REGULAR,2pt,Jump Shot,[],1628976,20.581471747700395,39.950980392156865,1610612753,21,20,2024-01-15T20:32:59Z,1070000,False,50.0,141.0,1,left,W. Carter Jr. 14' Jump Shot (2 PTS) (J. Ingles 1 AST),"[1628976, 204060]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Center,,,,,,14.97,Made,,,,,2.0,J. Ingles,204060.0,1.0,,,,,
117,PT02M26.00S,2024-01-15T20:33:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,94.95729303547962,47.05882352941176,1610612752,21,20,2024-01-15T20:33:19Z,1090000,False,-15.0,-5.0,1,right,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,1.56,Missed,,,,,,,,,,,,,
118,PT02M25.00S,2024-01-15T20:33:15.3Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,21,20,2024-01-15T20:33:19Z,1100000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,117.0,4.0,2.0,2.0,,,,,,,,,
119,PT02M23.00S,2024-01-15T20:33:17.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,95.0886990801577,45.09803921568628,1610612752,21,20,2024-01-15T20:33:21Z,1110000,False,-25.0,-6.0,1,right,MISS I. Hartenstein putback Layup,[1628392],1610612752.0,NYK,putback,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,2.53,Missed,,,,,,,,,,,,,
120,PT02M23.00S,2024-01-15T20:33:17.2Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,21,20,2024-01-15T20:33:21Z,1120000,False,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,119.0,3.0,2.0,1.0,,,,,,,,,
121,PT02M20.00S,2024-01-15T20:33:20.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203944,94.40999984741211,50.0,1610612752,23,20,2024-01-15T20:34:03Z,1130000,False,0.0,0.0,1,right,J. Randle tip Layup (3 PTS),[203944],1610612752.0,NYK,tip,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,,,,,3.0,,,,,,,,
122,PT02M10.00S,2024-01-15T20:33:30.5Z,1,REGULAR,3pt,Jump Shot,[],1628976,5.075558475689881,4.6568627450980395,1610612753,23,20,2024-01-15T20:33:33Z,1140000,False,227.0,-5.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,,,,,,22.68,Missed,,,,,,,,,,,,,
123,PT02M08.00S,2024-01-15T20:33:32.5Z,1,REGULAR,rebound,defensive,[],1630540,,,1610612752,23,20,2024-01-15T20:33:33Z,1150000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Right Corner 3,24+ Right,,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,
124,PT01M57.00S,2024-01-15T20:33:46.5Z,1,REGULAR,foul,technical,['1freethrow'],1628976,,,1610612752,23,20,2024-01-15T23:38:49Z,1160000,False,,,0,,W. Carter Jr. defensive-3-second technical FOUL (1 Tech),[1628976],1610612753.0,ORL,defensive-3-second,,,Carter Jr.,W. Carter Jr.,,,,,,,203591.0,0.0,1.0,,,,,,,,,,,,,,,,,
126,PT01M57.00S,2024-01-15T20:34:01.0Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,23,20,2024-01-15T20:34:21Z,1165000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M57.00S,2024-01-15T20:34:01.0Z,1,REGULAR,substitution,in,[],1629656,,,1610612752,23,20,2024-01-15T20:34:21Z,1167500,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M57.00S,2024-01-15T20:34:15.5Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,24,20,2024-01-15T20:34:15Z,1170000,False,,,0,,J. Randle technical Free Throw 1 of 1 (4 PTS),[203944],1610612752.0,NYK,technical,,,Randle,J. Randle,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
128,PT01M45.00S,2024-01-15T20:34:45.9Z,1,REGULAR,2pt,Jump Shot,[],203944,76.2976346911958,38.970588235294116,1610612752,24,20,2024-01-15T20:34:50Z,1180000,False,-55.0,170.0,1,right,MISS J. Randle 17' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,,,,,,17.9,Missed,,,,,,,,,,,,,
129,PT01M42.00S,2024-01-15T20:34:48.9Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,24,20,2024-01-15T20:34:50Z,1190000,False,,,0,,I. Hartenstein REBOUND (Off:3 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Center,,,,,,,,128.0,5.0,2.0,3.0,,,,,,,,,
130,PT01M31.00S,2024-01-15T20:35:00.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630540,77.21747700394218,51.470588235294116,1610612752,24,20,2024-01-15T20:35:04Z,1200000,False,7.0,162.0,1,right,MISS M. McBride 16' pullup Shot,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Mid-Range,16-24 Center,,,,,,16.19,Missed,,,,,,,,,,,,,
131,PT01M27.00S,2024-01-15T20:35:04.4Z,1,REGULAR,rebound,defensive,[],204060,,,1610612753,24,20,2024-01-15T20:35:04Z,1210000,False,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Mid-Range,16-24 Center,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,
132,PT01M22.00S,2024-01-15T20:35:11.5Z,1,REGULAR,foul,personal,[],1630540,,,1610612753,24,20,2024-01-15T20:35:18Z,1220000,False,,,0,,M. McBride personal FOUL (2 PF),"[1630540, 204060]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,203591.0,2.0,0.0,Ingles,204060.0,,,,,,,,,,,,,,,
135,PT01M22.00S,2024-01-15T20:35:11.6Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,24,20,2024-01-15T20:35:22Z,1250000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M22.00S,2024-01-15T20:35:11.6Z,1,REGULAR,substitution,out,[],1630540,,,1610612753,24,20,2024-01-15T20:35:25Z,1260000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M22.00S,2024-01-15T20:35:11.6Z,1,REGULAR,substitution,in,[],1630201,,,1610612753,24,20,2024-01-15T20:35:25Z,1270000,False,,,0,,SUB in: M. Flynn,[1630201],1610612752.0,NYK,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M22.00S,2024-01-15T20:35:11.6Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,24,20,2024-01-15T20:36:54Z,1275000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M15.00S,2024-01-15T20:36:33.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204060,5.732588699080158,52.94117647058824,1610612753,24,22,2024-01-15T20:36:36Z,1290000,False,-15.0,1.0,1,left,J. Ingles driving Layup (2 PTS) (C. Anthony 1 AST),"[204060, 1630175]",1610612753.0,ORL,driving,,,Ingles,J. Ingles,,,,,Restricted Area,0-8 Center,,,,,,1.48,Made,,,,,2.0,C. Anthony,1630175.0,1.0,,,,,
143,PT00M59.80S,2024-01-15T20:36:58.6Z,1,REGULAR,foul,offensive,[],1628392,,,1610612752,24,22,2024-01-15T20:37:06Z,1320000,False,,,0,,I. Hartenstein offensive FOUL (2 PF),"[1628392, 1628371]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left Center,1204.0,2.0,0.0,Isaac,1628371.0,,,,,,,,,,,,,,,
145,PT00M59.80S,2024-01-15T20:36:58.6Z,1,REGULAR,turnover,offensive foul,[],1628392,,,1610612752,24,22,2024-01-15T20:36:58Z,1340000,False,,,0,,I. Hartenstein offensive foul TURNOVER (1 TO),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left Center,1204.0,,,,,,,,,,,,,,,,,1.0,,
146,PT00M59.80S,2024-01-15T20:36:58.7Z,1,REGULAR,substitution,out,[],1628392,,,1610612753,24,22,2024-01-15T20:37:04Z,1350000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M59.80S,2024-01-15T20:36:58.7Z,1,REGULAR,substitution,in,[],1630173,,,1610612753,24,22,2024-01-15T20:37:04Z,1360000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M41.00S,2024-01-15T20:37:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630175,5.995400788436268,51.470588235294116,1610612753,24,24,2024-01-15T20:37:32Z,1370000,False,-7.0,4.0,1,left,C. Anthony driving Layup (2 PTS) (J. Ingles 2 AST),"[1630175, 204060]",1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,0.84,Made,,,,,2.0,J. Ingles,204060.0,2.0,,,,,
150,PT00M26.60S,2024-01-15T20:37:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,95.3515111695138,46.32352941176471,1610612752,24,24,2024-01-15T20:37:50Z,1390000,False,-18.0,-9.0,1,right,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,2.04,Missed,,,,,,,,,,,,,
151,PT00M26.20S,2024-01-15T20:37:47.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,24,24,2024-01-15T20:37:50Z,1400000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,150.0,,,,,,,,,,,,
153,PT00M04.20S,2024-01-15T20:38:21.0Z,1,REGULAR,2pt,Jump Shot,[],1630175,20.844283837056505,49.01960784313725,1610612753,24,24,2024-01-15T20:40:21Z,1420000,False,5.0,143.0,1,left,MISS C. Anthony 14' step back Shot,[1630175],1610612753.0,ORL,step back,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Center,,,,,,14.35,Missed,,,,,,,,,,,,,
154,PT00M01.40S,2024-01-15T20:38:23.8Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,24,24,2024-01-15T20:38:26Z,1430000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Center,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,
157,PT00M00.00S,2024-01-15T20:38:30.0Z,1,REGULAR,period,end,[],0,,,1610612752,24,24,2024-01-15T20:38:30Z,1460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-01-15T20:38:39.0Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612752,24,24,2024-01-15T20:41:03Z,1470000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-01-15T20:38:39.0Z,2,REGULAR,substitution,in,['startperiod'],1628384,,,1610612752,24,24,2024-01-15T20:41:03Z,1480000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-01-15T20:41:09.0Z,2,REGULAR,period,start,[],0,,,1610612752,24,24,2024-01-15T20:41:09Z,1490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M46.00S,2024-01-15T20:41:22.0Z,2,REGULAR,3pt,Jump Shot,[],1630201,68.28186596583443,35.78431372549019,1610612752,24,24,2024-01-15T20:41:42Z,1500000,False,-71.0,246.0,1,right,MISS M. Flynn 25' step back 3PT,[1630201],1610612752.0,NYK,step back,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Center,,,,,,25.58,Missed,,,,,,,,,,,,,
162,PT11M43.00S,2024-01-15T20:41:25.0Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,24,24,2024-01-15T20:41:26Z,1510000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,
163,PT11M41.00S,2024-01-15T20:41:30.7Z,2,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612753,24,24,2024-01-15T20:41:38Z,1520000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Anthony 2 FT),"[1628404, 1630175]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1204.0,1.0,0.0,Anthony,1630175.0,,,,,,,,,,,,,,,
165,PT11M41.00S,2024-01-15T20:42:01.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630175,,,1610612753,24,24,2024-01-15T20:42:42Z,1540000,False,,,0,,MISS C. Anthony Free Throw 1 of 2,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
166,PT11M41.00S,2024-01-15T20:42:01.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,24,24,2024-01-15T20:42:42Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,
167,PT11M41.00S,2024-01-15T20:42:01.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630175,,,1610612753,24,25,2024-01-15T20:42:42Z,1560000,False,,,0,,C. Anthony Free Throw 2 of 2 (3 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
168,PT11M26.00S,2024-01-15T20:42:41.8Z,2,REGULAR,turnover,traveling,[],1629656,,,1610612752,24,25,2024-01-15T20:42:45Z,1570000,False,,,0,,Q. Grimes traveling TURNOVER (1 TO),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,203591.0,,,,,,,,,,,,,,,,,1.0,,
169,PT11M08.00S,2024-01-15T20:43:08.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628371,7.30946123521682,48.28431372549019,1610612753,24,25,2024-01-15T20:43:12Z,1580000,False,9.0,16.0,1,left,MISS J. Isaac driving Layup,[1628371],1610612753.0,ORL,driving,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,1.83,Missed,,,,,,,,,,,,,
170,PT11M06.00S,2024-01-15T20:43:10.1Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612752,24,25,2024-01-15T20:43:12Z,1590000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,
171,PT11M01.00S,2024-01-15T20:43:15.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629656,93.38042049934296,3.431372549019608,1610612752,27,25,2024-01-15T20:43:20Z,1600000,False,-233.0,10.0,1,right,Q. Grimes 3PT running (3 PTS) (J. Hart 1 AST),"[1629656, 1628404]",1610612752.0,NYK,running,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,,,,23.3,Made,,,,,3.0,J. Hart,1628404.0,1.0,,,,,
173,PT10M48.00S,2024-01-15T20:43:28.4Z,2,REGULAR,3pt,Jump Shot,[],1628371,27.94021024967148,20.588235294117645,1610612753,27,28,2024-01-15T20:43:33Z,1620000,False,147.0,210.0,1,left,J. Isaac 25' 3PT  (3 PTS) (J. Ingles 3 AST),"[1628371, 204060]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Right Center,,,,,,25.65,Made,,,,,3.0,J. Ingles,204060.0,3.0,,,,,
175,PT10M28.00S,2024-01-15T20:43:47.7Z,2,REGULAR,3pt,Jump Shot,[],1628404,86.15308804204993,96.32352941176471,1610612752,27,28,2024-01-15T20:43:52Z,1640000,False,232.0,78.0,1,right,MISS J. Hart 24' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,,,,24.43,Missed,,,,,,,,,,,,,
176,PT10M26.00S,2024-01-15T20:43:49.7Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,27,28,2024-01-15T20:43:52Z,1650000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Right Corner 3,24+ Right,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,
177,PT10M14.00S,2024-01-15T20:44:02.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,6.258212877792378,51.9607843137255,1610612753,27,30,2024-01-15T20:45:08Z,1660000,False,-10.0,6.0,1,left,M. Fultz driving Layup (2 PTS),[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,,,1.17,Made,,,,,2.0,,,,,,,,
178,PT09M55.00S,2024-01-15T20:44:21.4Z,2,REGULAR,2pt,Jump Shot,[],1629656,96.13994743758212,15.196078431372548,1610612752,29,30,2024-01-15T20:44:25Z,1670000,False,-174.0,-16.0,1,right,Q. Grimes 17' Jump Shot (5 PTS),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Left,,,,,,17.48,Made,,,,,5.0,,,,,,,,
