actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
88,PT05M07.00S,2024-03-06T00:54:34.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630540,73.9323258869908,82.59803921568627,1610612752,10,16,2024-03-06T00:54:41Z,880000,False,163.0,193.0,1,right,MISS M. McBride 25' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
89,PT05M05.00S,2024-03-06T00:54:36.2Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,10,16,2024-03-06T00:54:41Z,890000,False,,,0,,S. Bey REBOUND (Off:1 Def:2),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,88.0,3.0,2.0,1.0,,,,,,,,,,,,
90,PT04M53.00S,2024-03-06T00:54:48.3Z,1,REGULAR,3pt,Jump Shot,[],1629631,4.28712220762155,96.32352941176471,1610612737,10,19,2024-03-06T00:54:52Z,900000,False,-232.0,-12.0,1,left,D. Hunter 3PT  (3 PTS) (S. Bey 1 AST),"[1629631, 1630180]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,23.19,Made,,,,,,,3.0,,,S. Bey,1630180.0,1.0,,,,,,
92,PT04M38.00S,2024-03-06T00:55:03.4Z,1,REGULAR,3pt,Jump Shot,[],1630540,72.7496714848883,78.18627450980392,1610612752,10,19,2024-03-06T00:55:10Z,920000,False,141.0,204.0,1,right,MISS M. McBride 24' pullup 3PT,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,24.77,Missed,,,,,,,,,,,,,,,,,,
93,PT04M36.00S,2024-03-06T00:55:05.4Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612737,10,19,2024-03-06T00:55:10Z,930000,False,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,
94,PT04M25.00S,2024-03-06T00:55:17.0Z,1,REGULAR,3pt,Jump Shot,[],1627749,32.013797634691194,55.14705882352941,1610612737,10,19,2024-03-06T00:55:26Z,940000,False,-26.0,248.0,1,left,MISS D. Murray 24' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,24.97,Missed,,,,,,,,,,,,,,,,,,
95,PT04M24.00S,2024-03-06T00:55:18.0Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612737,10,19,2024-03-06T00:55:26Z,950000,False,,,0,,S. Bey REBOUND (Off:2 Def:2),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,,94.0,4.0,2.0,2.0,,,,,,,,,,,,
96,PT04M22.00S,2024-03-06T00:55:23.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,6.915243101182654,51.9607843137255,1610612737,10,21,2024-03-06T00:59:59Z,960000,False,-10.0,13.0,1,left,S. Bey putback Layup (4 PTS),[1630180],1610612737.0,ATL,putback,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,4.0,,,,,,,,,,,
97,PT04M22.00S,2024-03-06T00:55:26.5Z,1,REGULAR,foul,personal,['1freethrow'],1628404,,,1610612737,10,21,2024-03-06T00:55:30Z,970000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Bey 1 FT),"[1628404, 1630180]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,202901.0,,,,,1.0,0.0,Bey,1630180.0,,
99,PT04M22.00S,2024-03-06T00:55:26.5Z,1,REGULAR,substitution,out,[],1630173,,,1610612737,10,21,2024-03-06T00:55:36Z,990000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M22.00S,2024-03-06T00:55:26.5Z,1,REGULAR,substitution,in,[],202711,,,1610612737,10,21,2024-03-06T00:55:36Z,1000000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M22.00S,2024-03-06T00:55:51.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630180,,,1610612737,10,22,2024-03-06T00:55:51Z,1010000,False,,,0,,S. Bey Free Throw 1 of 1 (5 PTS),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
102,PT04M06.00S,2024-03-06T00:56:08.7Z,1,REGULAR,2pt,Jump Shot,[],202711,92.72339027595268,70.34313725490196,1610612752,10,22,2024-03-06T00:56:16Z,1020000,False,102.0,16.0,1,right,MISS B. Bogdanovic 10' turnaround fadeaway Shot,[202711],1610612752.0,NYK,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,10.29,Missed,,,,,,,,,,,,,,,,,,
103,PT04M03.00S,2024-03-06T00:56:11.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,10,22,2024-03-06T00:56:16Z,1030000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Right,,,,,102.0,,,,,,,,,,,,,,,
105,PT03M53.00S,2024-03-06T00:56:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,17.0335085413929,54.90196078431373,1610612737,10,24,2024-03-06T01:02:05Z,1050000,False,-25.0,108.0,1,left,D. Hunter 11' driving floating Jump Shot (5 PTS),[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,11.04,Made,,,,,,,5.0,,,,,,,,,,,
106,PT03M41.00S,2024-03-06T00:56:40.9Z,1,REGULAR,3pt,Jump Shot,[],1628978,78.9257555847569,8.57843137254902,1610612752,10,24,2024-03-06T00:56:46Z,1060000,False,-207.0,146.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
107,PT03M39.00S,2024-03-06T00:56:42.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,10,24,2024-03-06T00:56:46Z,1070000,False,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,106.0,3.0,3.0,0.0,,,,,,,,,,,,
108,PT03M32.00S,2024-03-06T00:56:52.0Z,1,REGULAR,turnover,out-of-bounds,[],1628981,,,1610612737,10,24,2024-03-06T00:56:59Z,1080000,False,,,0,,B. Fernando lost ball out-of-bounds TURNOVER (2 TO),[1628981],1610612737.0,ATL,lost ball,,,Fernando,B. Fernando,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627541.0,2.0,,,,,,,,,
109,PT03M15.00S,2024-03-06T00:57:14.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,65.25952693823915,52.20588235294118,1610612752,10,24,2024-03-06T00:57:23Z,1090000,False,11.0,274.0,1,right,MISS D. DiVincenzo 27' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,27.43,Missed,,,,,,,,,,,,,,,,,,
110,PT03M13.00S,2024-03-06T00:57:16.4Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,10,24,2024-03-06T00:59:57Z,1100000,False,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,109.0,1.0,0.0,1.0,,,,,,,,,,,,
111,PT03M09.00S,2024-03-06T00:57:20.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628978,94.56307490144546,47.05882352941176,1610612752,12,24,2024-03-06T00:57:35Z,1110000,False,-15.0,-1.0,1,right,D. DiVincenzo driving reverse Layup (5 PTS) (J. Sims 1 AST),"[1628978, 1630579]",1610612752.0,NYK,driving reverse,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,1.48,Made,,,,,,,5.0,,,J. Sims,1630579.0,1.0,,,,,,
112,PT02M51.00S,2024-03-06T00:57:38.6Z,1,REGULAR,turnover,lost ball,[],1628981,,,1610612737,12,24,2024-03-06T00:57:41Z,1120000,False,,,0,,B. Fernando lost ball TURNOVER (3 TO),"[1628981, 1628978]",1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,3.0,,,,,,,,DiVincenzo,1628978.0
113,PT02M51.00S,2024-03-06T00:57:38.6Z,1,REGULAR,steal,,[],1628978,,,1610612752,12,24,2024-03-06T00:57:40Z,1130000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
114,PT02M46.00S,2024-03-06T00:57:43.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628978,78.53153745072274,9.313725490196079,1610612752,12,24,2024-03-06T00:57:50Z,1140000,False,-203.0,149.0,1,right,MISS D. DiVincenzo 25' running pullup 3PT,[1628978],1610612752.0,NYK,running pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.23,Missed,,,,,,,,,,,,,,,,,,
115,PT02M44.00S,2024-03-06T00:57:46.1Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612752,12,24,2024-03-06T00:57:46Z,1150000,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,114.0,2.0,1.0,1.0,,,,,,,,,,,,
116,PT02M42.00S,2024-03-06T00:57:47.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628978,96.00854139290408,3.431372549019608,1610612752,12,24,2024-03-06T00:57:53Z,1160000,False,-233.0,-15.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,23.33,Missed,,,,,,,,,,,,,,,,,,
117,PT02M41.00S,2024-03-06T00:57:48.5Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,12,24,2024-03-06T00:57:53Z,1170000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,
118,PT02M31.00S,2024-03-06T00:57:59.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,9.280551905387648,40.931372549019606,1610612737,12,24,2024-03-06T00:58:12Z,1180000,False,45.0,35.0,1,left,MISS D. Hunter driving floating bank Shot,[1629631],1610612737.0,ATL,driving floating bank,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,5.71,Missed,,,,,,,,,,,,,,,,,,
119,PT02M29.00S,2024-03-06T00:58:01.6Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,12,24,2024-03-06T00:58:12Z,1190000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,
120,PT02M23.00S,2024-03-06T00:58:06.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630540,95.74572930354796,95.83333333333334,1610612752,15,24,2024-03-06T00:58:18Z,1200000,False,229.0,-13.0,1,right,M. McBride 3PT running (3 PTS) (D. DiVincenzo 2 AST),"[1630540, 1628978]",1610612752.0,NYK,running,,,McBride,M. McBride,,,,,Right Corner 3,24+ Right,22.95,Made,,,,,,,3.0,,,D. DiVincenzo,1628978.0,2.0,,,,,,
122,PT02M22.00S,2024-03-06T00:58:21.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612737,15,24,2024-03-06T00:58:21Z,1220000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M22.00S,2024-03-06T00:58:21.2Z,1,REGULAR,substitution,out,[],1630540,,,1610612737,15,24,2024-03-06T01:01:07Z,1230000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M22.00S,2024-03-06T00:58:21.2Z,1,REGULAR,substitution,out,[],1630180,,,1610612737,15,24,2024-03-06T01:01:07Z,1240000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M22.00S,2024-03-06T00:58:21.2Z,1,REGULAR,substitution,out,[],1627749,,,1610612737,15,24,2024-03-06T01:01:07Z,1250000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M22.00S,2024-03-06T00:58:21.2Z,1,REGULAR,substitution,out,[],1629726,,,1610612737,15,24,2024-03-06T01:01:07Z,1260000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M22.00S,2024-03-06T00:58:21.2Z,1,REGULAR,substitution,in,[],202692,,,1610612737,15,24,2024-03-06T01:01:07Z,1270000,False,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M22.00S,2024-03-06T00:58:21.2Z,1,REGULAR,substitution,in,[],203992,,,1610612737,15,24,2024-03-06T01:01:07Z,1280000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M22.00S,2024-03-06T00:58:21.2Z,1,REGULAR,substitution,in,[],1630235,,,1610612737,15,24,2024-03-06T01:01:07Z,1290000,False,,,0,,SUB in: T. Forrest,[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M22.00S,2024-03-06T00:58:21.2Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,15,24,2024-03-06T01:01:07Z,1300000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M07.00S,2024-03-06T01:01:17.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628981,5.995400788436268,50.0,1610612737,15,26,2024-03-06T01:07:42Z,1310000,False,0.0,4.0,1,left,B. Fernando cutting DUNK (2 PTS) (B. Bogdanovic 2 AST),"[1628981, 203992]",1610612737.0,ATL,cutting,,,Fernando,B. Fernando,,,,,Restricted Area,0-8 Center,0.39,Made,,,,,,,2.0,,,B. Bogdanovic,203992.0,2.0,,,,,,
134,PT01M50.00S,2024-03-06T01:01:34.6Z,1,REGULAR,3pt,Jump Shot,[],202692,72.88107752956637,81.37254901960785,1610612752,15,26,2024-03-06T01:01:41Z,1330000,False,157.0,202.0,1,right,MISS A. Burks 25' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
135,PT01M48.00S,2024-03-06T01:01:36.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,15,26,2024-03-06T01:01:41Z,1340000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,134.0,,,,,,,,,,,,,,,
137,PT01M34.00S,2024-03-06T01:02:03.5Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612737,15,26,2024-03-06T01:02:08Z,1360000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Forrest 2 FT),"[1628978, 1630235]",1610612752.0,NYK,shooting,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,202901.0,,,,,1.0,0.0,Forrest,1630235.0,,
139,PT01M34.00S,2024-03-06T01:02:23.3Z,1,REGULAR,freethrow,1 of 2,[],1630235,,,1610612737,15,26,2024-03-06T01:02:23Z,1380000,False,,,0,,MISS T. Forrest Free Throw 1 of 2,[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT01M34.00S,2024-03-06T01:02:23.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,15,26,2024-03-06T01:02:23Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,
141,PT01M34.00S,2024-03-06T01:02:44.2Z,1,REGULAR,freethrow,2 of 2,[],1630235,,,1610612737,15,27,2024-03-06T01:02:44Z,1400000,False,,,0,,T. Forrest Free Throw 2 of 2 (1 PTS),[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
142,PT01M18.00S,2024-03-06T01:03:02.0Z,1,REGULAR,3pt,Jump Shot,[],1628978,69.72733245729303,73.52941176470588,1610612752,15,27,2024-03-06T01:13:45Z,1410000,False,118.0,232.0,1,right,MISS D. DiVincenzo 26' pullup 3PT,[1628978],1610612752.0,NYK,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
143,PT01M16.00S,2024-03-06T01:03:04.0Z,1,REGULAR,rebound,offensive,[],202711,,,1610612752,15,27,2024-03-06T01:03:09Z,1420000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:0),[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,142.0,1.0,0.0,1.0,,,,,,,,,,,,
144,PT01M13.00S,2024-03-06T01:03:07.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202711,75.3777923784494,81.37254901960785,1610612752,15,27,2024-03-06T01:03:13Z,1430000,False,157.0,179.0,1,right,MISS B. Bogdanovic 3PT,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,23.8,Missed,,,,,,,,,,,,,,,,,,
145,PT01M12.00S,2024-03-06T01:03:08.0Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,15,27,2024-03-06T01:03:13Z,1440000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,144.0,2.0,2.0,0.0,,,,,,,,,,,,
146,PT01M00.00S,2024-03-06T01:03:20.1Z,1,REGULAR,2pt,Jump Shot,[],1630552,12.040078843626807,32.1078431372549,1610612737,15,27,2024-03-06T01:03:26Z,1450000,False,89.0,61.0,1,left,MISS J. Johnson 10' turnaround fadeaway Shot,[1630552],1610612737.0,ATL,turnaround fadeaway,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,10.81,Missed,,,,,,,,,,,,,,,,,,
147,PT00M58.30S,2024-03-06T01:03:21.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,15,27,2024-03-06T01:03:26Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Right,,,,,146.0,,,,,,,,,,,,,,,
149,PT00M54.60S,2024-03-06T01:03:40.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203992,31.35676741130092,64.95098039215686,1610612737,15,27,2024-03-06T01:14:32Z,1480000,False,-75.0,242.0,1,left,MISS B. Bogdanovic 25' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,,,,,,,,,
150,PT00M52.10S,2024-03-06T01:03:42.7Z,1,REGULAR,rebound,offensive,[],1630552,,,1610612737,15,27,2024-03-06T01:03:46Z,1490000,False,,,0,,J. Johnson REBOUND (Off:1 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,149.0,3.0,2.0,1.0,,,,,,,,,,,,
151,PT00M50.40S,2024-03-06T01:03:44.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630552,7.440867279894875,50.0,1610612737,15,29,2024-03-06T01:03:49Z,1500000,False,0.0,17.0,1,left,J. Johnson putback Layup (11 PTS),[1630552],1610612737.0,ATL,putback,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,,,11.0,,,,,,,,,,,
152,PT00M43.50S,2024-03-06T01:03:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.64323258869908,51.470588235294116,1610612752,15,29,2024-03-06T01:03:59Z,1510000,False,7.0,7.0,1,right,MISS J. Hart driving Layup,[1628404],1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,,,,,
153,PT00M41.50S,2024-03-06T01:03:55.2Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,15,29,2024-03-06T01:03:59Z,1520000,False,,,0,,J. Sims REBOUND (Off:2 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,152.0,2.0,0.0,2.0,,,,,,,,,,,,
165,PT00M39.50S,2024-03-06T01:03:59.3Z,1,REGULAR,turnover,out-of-bounds,[],202711,,,1610612752,15,29,2024-03-06T01:08:32Z,1532500,False,,,0,,B. Bogdanovic step out-of-bounds TURNOVER (1 TO),[202711],1610612752.0,NYK,step,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left,,,,,,,,,,2714.0,1.0,,,,,,,,,
156,PT00M28.00S,2024-03-06T01:04:13.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629631,26.888961892247043,53.431372549019606,1610612737,15,31,2024-03-06T01:08:32Z,1550000,False,-17.0,200.0,1,left,D. Hunter 20' pullup Jump Shot (7 PTS),[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Center,20.1,Made,,,,,,,7.0,,,,,,,,,,,
157,PT00M09.30S,2024-03-06T01:04:34.3Z,1,REGULAR,2pt,Jump Shot,[],202692,79.45137976346912,68.38235294117648,1610612752,15,31,2024-03-06T01:04:39Z,1560000,False,92.0,141.0,1,right,MISS A. Burks 16' pullup Shot,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,Mid-Range,16-24 Right Center,16.81,Missed,,,,,,,,,,,,,,,,,,
158,PT00M07.10S,2024-03-06T01:04:36.5Z,1,REGULAR,rebound,defensive,[],1628981,,,1610612737,15,31,2024-03-06T01:04:45Z,1570000,False,,,0,,B. Fernando REBOUND (Off:0 Def:1),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,Mid-Range,16-24 Right Center,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,
159,PT00M02.60S,2024-03-06T01:04:43.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628978,,,1610612737,15,31,2024-03-06T01:05:16Z,1580000,False,,,0,,D. DiVincenzo personal FOUL (2 PF) (Bogdanovic 2 FT),"[1628978, 203992]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627541.0,,,,,2.0,0.0,Bogdanovic,203992.0,,
161,PT00M02.60S,2024-03-06T01:05:23.9Z,1,REGULAR,freethrow,1 of 2,[],203992,,,1610612737,15,32,2024-03-06T01:05:23Z,1600000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (1 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
162,PT00M02.60S,2024-03-06T01:05:38.8Z,1,REGULAR,freethrow,2 of 2,[],203992,,,1610612737,15,33,2024-03-06T01:05:38Z,1610000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (2 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
163,PT00M00.00S,2024-03-06T01:05:51.3Z,1,REGULAR,period,end,[],0,,,1610612752,15,33,2024-03-06T01:05:51Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-03-06T01:08:35.8Z,2,REGULAR,substitution,out,['startperiod'],1628978,,,1610612752,15,33,2024-03-06T01:08:51Z,1630000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-03-06T01:08:35.8Z,2,REGULAR,substitution,in,['startperiod'],1630540,,,1610612752,15,33,2024-03-06T01:08:51Z,1640000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-03-06T01:08:44.8Z,2,REGULAR,period,start,[],0,,,1610612752,15,33,2024-03-06T01:08:51Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M46.00S,2024-03-06T01:08:57.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202711,94.43166885676742,53.431372549019606,1610612752,15,33,2024-03-06T01:09:03Z,1660000,False,17.0,0.0,1,right,MISS B. Bogdanovic driving Layup - blocked,"[202711, 1628981]",1610612752.0,NYK,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,1.72,Missed,Fernando,1628981.0,,,,,,,,,,,,,,,,
170,PT11M46.00S,2024-03-06T01:08:57.9Z,2,REGULAR,block,,[],1628981,,,1610612752,15,33,2024-03-06T01:09:00Z,1670000,False,,,0,,B. Fernando BLOCK (1 BLK),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
