actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
333,PT08M02.00S,2024-03-09T01:58:24.4Z,3,REGULAR,rebound,offensive,[],1628976,,,1610612753,60,43,2024-03-09T01:58:28Z,3280000,False,,,0,,W. Carter Jr. REBOUND (Off:4 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,332.0,,,,,6.0,2.0,4.0,,,,,,,,
334,PT08M02.00S,2024-03-09T01:58:25.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628976,94.40999984741211,50.0,1610612753,60,43,2024-03-09T01:58:32Z,3290000,False,0.0,0.0,1,right,MISS W. Carter Jr. tip Layup,[1628976],1610612753.0,ORL,tip,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
335,PT08M00.00S,2024-03-09T01:58:27.8Z,3,REGULAR,rebound,offensive,[],1628976,,,1610612753,60,43,2024-03-09T01:58:32Z,3300000,False,,,0,,W. Carter Jr. REBOUND (Off:5 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,334.0,,,,,7.0,2.0,5.0,,,,,,,,
336,PT07M56.00S,2024-03-09T01:58:30.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631094,67.88764783180025,44.85294117647059,1610612753,60,43,2024-03-09T01:58:38Z,3310000,False,-26.0,249.0,1,right,MISS P. Banchero 25' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,25.07,Missed,,,,,,,,,,,,,,,,,,
337,PT07M54.00S,2024-03-09T01:58:32.6Z,3,REGULAR,rebound,offensive,[],1631094,,,1610612753,60,43,2024-03-09T01:58:38Z,3320000,False,,,0,,P. Banchero REBOUND (Off:1 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,336.0,,,,,5.0,4.0,1.0,,,,,,,,
338,PT07M49.00S,2024-03-09T01:58:37.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631094,94.03745072273325,47.30392156862745,1610612753,60,45,2024-03-09T01:58:43Z,3330000,False,-13.0,4.0,1,right,P. Banchero driving DUNK (17 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,,,,,17.0,,,,,,,
339,PT07M26.00S,2024-03-09T01:58:59.5Z,3,REGULAR,3pt,Jump Shot,[],1628973,30.962549277266753,33.088235294117645,1610612752,60,45,2024-03-09T02:00:31Z,3340000,False,85.0,239.0,1,left,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
340,PT07M24.00S,2024-03-09T01:59:01.5Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612752,60,45,2024-03-09T01:59:06Z,3350000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:4),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,339.0,,,,,6.0,4.0,2.0,,,,,,,,
341,PT07M24.00S,2024-03-09T01:59:03.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628392,5.590000152587891,50.0,1610612752,62,45,2024-03-09T01:59:10Z,3360000,False,0.0,0.0,1,left,I. Hartenstein tip Layup (5 PTS),[1628392],1610612752.0,NYK,tip,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,5.0,,,,,,,
342,PT06M54.00S,2024-03-09T01:59:33.0Z,3,REGULAR,2pt,Jump Shot,[],1630532,77.21747700394218,19.852941176470587,1610612753,62,45,2024-03-09T02:01:00Z,3370000,False,-151.0,162.0,1,right,MISS F. Wagner 22' pullup Shot,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Left Center,22.1,Missed,,,,,,,,,,,,,,,,,,
343,PT06M52.00S,2024-03-09T01:59:34.8Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,62,45,2024-03-09T01:59:34Z,3380000,False,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,,,,,342.0,,,,,3.0,3.0,0.0,,,,,,,,
344,PT06M37.00S,2024-03-09T01:59:51.9Z,3,REGULAR,foul,personal,[],1641710,,,1610612752,62,45,2024-03-09T01:59:59Z,3390000,False,,,0,,A. Black personal FOUL (2 PF),"[1641710, 1628973]",1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Center,,,,,,1627524.0,,,,,,,,,,,2.0,0.0,Brunson,1628973.0
346,PT06M37.00S,2024-03-09T02:00:00.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,62,45,2024-03-09T02:00:00Z,3410000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT06M37.00S,2024-03-09T02:00:00.9Z,3,REGULAR,substitution,out,[],1628392,,,1610612752,62,45,2024-03-09T02:02:46Z,3420000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT06M37.00S,2024-03-09T02:00:00.9Z,3,REGULAR,substitution,out,[],1641710,,,1610612752,62,45,2024-03-09T02:02:46Z,3430000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT06M37.00S,2024-03-09T02:00:00.9Z,3,REGULAR,substitution,in,[],1630579,,,1610612752,62,45,2024-03-09T02:02:46Z,3440000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT06M37.00S,2024-03-09T02:00:00.9Z,3,REGULAR,substitution,in,[],1630175,,,1610612752,62,45,2024-03-09T02:02:46Z,3450000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT06M30.00S,2024-03-09T02:03:08.4Z,3,REGULAR,3pt,Jump Shot,[],1628404,7.966491458607096,95.09803921568627,1610612752,65,45,2024-03-09T02:03:13Z,3460000,False,-225.0,22.0,1,left,J. Hart 3PT  (14 PTS) (J. Brunson 2 AST),"[1628404, 1628973]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,22.66,Made,,,,,,,,,,,14.0,J. Brunson,1628973.0,2.0,,,,
353,PT06M12.00S,2024-03-09T02:03:27.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203914,94.56307490144546,45.588235294117645,1610612753,65,47,2024-03-09T02:03:31Z,3480000,False,-22.0,-1.0,1,right,G. Harris driving Layup (2 PTS) (W. Carter Jr. 2 AST),"[203914, 1628976]",1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,,,,2.0,W. Carter Jr.,1628976.0,2.0,,,,
355,PT05M47.00S,2024-03-09T02:03:51.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,13.61695137976347,46.32352941176471,1610612752,67,47,2024-03-09T02:03:54Z,3500000,False,18.0,75.0,1,left,J. Brunson 7' pullup Jump Shot (19 PTS) (D. DiVincenzo 4 AST),"[1628973, 1628978]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,7.77,Made,,,,,,,,,,,19.0,D. DiVincenzo,1628978.0,4.0,,,,
357,PT05M29.00S,2024-03-09T02:04:09.6Z,3,REGULAR,3pt,Jump Shot,[],1630532,95.48291721419186,3.9215686274509802,1610612753,67,47,2024-03-09T02:04:16Z,3520000,False,-230.0,-10.0,1,right,MISS F. Wagner 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
358,PT05M27.00S,2024-03-09T02:04:11.6Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612752,67,47,2024-03-09T02:04:16Z,3530000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:7),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,357.0,,,,,8.0,7.0,1.0,,,,,,,,
359,PT05M17.00S,2024-03-09T02:04:21.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.178055190538765,51.470588235294116,1610612752,69,47,2024-03-09T02:04:24Z,3540000,False,-7.0,15.0,1,left,J. Brunson driving Layup (21 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,,,,,,,21.0,,,,,,,
360,PT05M00.00S,2024-03-09T02:04:36.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.9060446780552,51.470588235294116,1610612753,69,49,2024-03-09T02:06:21Z,3550000,False,7.0,5.0,1,right,F. Wagner reverse Layup (11 PTS) (C. Anthony 2 AST),"[1630532, 1630175]",1610612753.0,ORL,reverse,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,,,,11.0,C. Anthony,1630175.0,2.0,,,,
362,PT04M30.00S,2024-03-09T02:05:11.8Z,3,REGULAR,2pt,Jump Shot,[],1628973,15.850854139290407,33.33333333333333,1610612752,69,49,2024-03-09T02:06:29Z,3570000,False,83.0,96.0,1,left,MISS J. Brunson 12' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,12.75,Missed,,,,,,,,,,,,,,,,,,
363,PT04M28.00S,2024-03-09T02:05:13.8Z,3,REGULAR,rebound,offensive,[],1630579,,,1610612752,69,49,2024-03-09T02:06:29Z,3580000,False,,,0,,J. Sims REBOUND (Off:2 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,8-16 Right,,,,,362.0,,,,,3.0,1.0,2.0,,,,,,,,
364,PT04M24.00S,2024-03-09T02:05:16.3Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630579,5.590000152587891,50.0,1610612752,71,49,2024-03-09T02:05:24Z,3590000,False,0.0,0.0,1,left,J. Sims tip DUNK (2 PTS),[1630579],1610612752.0,NYK,tip,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,2.0,,,,,,,
365,PT04M08.00S,2024-03-09T02:05:30.2Z,3,REGULAR,3pt,Jump Shot,[],203914,93.11760840998686,97.30392156862744,1610612753,71,52,2024-03-09T02:05:34Z,3600000,False,237.0,12.0,1,right,G. Harris 3PT  (5 PTS) (C. Anthony 3 AST),"[203914, 1630175]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,23.68,Made,,,,,,,,,,,5.0,C. Anthony,1630175.0,3.0,,,,
367,PT03M42.00S,2024-03-09T02:05:56.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,14.799605781865965,47.30392156862745,1610612752,71,52,2024-03-09T02:06:01Z,3620000,False,13.0,87.0,1,left,MISS P. Achiuwa 8' Hook,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,8.76,Missed,,,,,,,,,,,,,,,,,,
368,PT03M41.00S,2024-03-09T02:05:57.1Z,3,REGULAR,rebound,offensive,[],1630173,,,1610612752,71,52,2024-03-09T02:06:01Z,3630000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:7),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,367.0,,,,,9.0,7.0,2.0,,,,,,,,
369,PT03M40.00S,2024-03-09T02:05:58.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,5.863994743758213,51.225490196078425,1610612752,71,52,2024-03-09T02:06:04Z,3640000,False,-6.0,3.0,1,left,MISS P. Achiuwa putback Layup,[1630173],1610612752.0,NYK,putback,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.66,Missed,,,,,,,,,,,,,,,,,,
370,PT03M38.00S,2024-03-09T02:06:01.0Z,3,REGULAR,rebound,offensive,[],1630173,,,1610612752,71,52,2024-03-09T02:06:01Z,3650000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:7),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,369.0,,,,,10.0,7.0,3.0,,,,,,,,
371,PT03M35.00S,2024-03-09T02:06:03.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,30.436925098554536,64.4607843137255,1610612752,74,52,2024-03-09T02:06:07Z,3660000,False,-72.0,234.0,1,left,D. DiVincenzo 24' 3PT  (9 PTS) (P. Achiuwa 2 AST),"[1628978, 1630173]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,24.45,Made,,,,,,,,,,,9.0,P. Achiuwa,1630173.0,2.0,,,,
373,PT03M34.00S,2024-03-09T02:06:08.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,74,52,2024-03-09T02:06:08Z,3680000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT03M34.00S,2024-03-09T02:06:08.5Z,3,REGULAR,substitution,out,[],1628973,,,1610612753,74,52,2024-03-09T02:09:01Z,3690000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT03M34.00S,2024-03-09T02:06:08.5Z,3,REGULAR,substitution,in,[],1630540,,,1610612753,74,52,2024-03-09T02:09:01Z,3700000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT03M11.00S,2024-03-09T02:09:31.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,94.1688567674113,51.71568627450981,1610612753,74,52,2024-03-09T02:09:40Z,3710000,False,9.0,2.0,1,right,MISS W. Carter Jr. Layup,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.89,Missed,,,,,,,,,,,,,,,,,,
377,PT03M07.00S,2024-03-09T02:09:35.6Z,3,REGULAR,rebound,offensive,[],1628976,,,1610612753,74,52,2024-03-09T02:09:40Z,3720000,False,,,0,,W. Carter Jr. REBOUND (Off:6 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,376.0,,,,,8.0,2.0,6.0,,,,,,,,
378,PT03M03.00S,2024-03-09T02:09:39.0Z,3,REGULAR,turnover,lost ball,[],1628976,,,1610612753,74,52,2024-03-09T02:09:42Z,3730000,False,,,0,,W. Carter Jr. lost ball TURNOVER (3 TO),"[1628976, 1630173]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,3.0,Achiuwa,1630173.0,,,,,,,,,,,
379,PT03M03.00S,2024-03-09T02:09:39.0Z,3,REGULAR,steal,,[],1630173,,,1610612752,74,52,2024-03-09T02:09:40Z,3740000,False,,,0,,P. Achiuwa STEAL (2 STL),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
380,PT02M57.00S,2024-03-09T02:09:45.5Z,3,REGULAR,turnover,bad pass,[],1628404,,,1610612752,74,52,2024-03-09T02:09:48Z,3750000,False,,,0,,J. Hart bad pass TURNOVER (2 TO),"[1628404, 1630532]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,2.0,Wagner,1630532.0,,,,,,,,,,,
381,PT02M57.00S,2024-03-09T02:09:45.5Z,3,REGULAR,steal,,[],1630532,,,1610612753,74,52,2024-03-09T02:09:47Z,3760000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
382,PT02M50.00S,2024-03-09T02:09:52.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203914,74.58935611038108,15.196078431372548,1610612753,74,52,2024-03-09T02:10:05Z,3770000,False,-174.0,186.0,1,right,MISS G. Harris 25' running pullup 3PT,[203914],1610612753.0,ORL,running pullup,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
383,PT02M48.00S,2024-03-09T02:09:54.9Z,3,REGULAR,rebound,offensive,[],1628976,,,1610612753,74,52,2024-03-09T02:10:05Z,3780000,False,,,0,,W. Carter Jr. REBOUND (Off:7 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,382.0,,,,,9.0,2.0,7.0,,,,,,,,
384,PT02M47.00S,2024-03-09T02:09:58.5Z,3,REGULAR,foul,personal,[],1630540,,,1610612753,74,52,2024-03-09T02:10:02Z,3790000,False,,,0,,M. McBride personal FOUL (2 PF),"[1630540, 1628976]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1627962.0,,,,,,,,,,,2.0,0.0,Carter Jr.,1628976.0
386,PT02M47.00S,2024-03-09T02:09:58.6Z,3,REGULAR,substitution,out,[],203914,,,1610612753,74,52,2024-03-09T02:10:09Z,3810000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT02M47.00S,2024-03-09T02:09:58.6Z,3,REGULAR,substitution,in,[],204060,,,1610612753,74,52,2024-03-09T02:10:09Z,3820000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT02M36.00S,2024-03-09T02:10:31.2Z,3,REGULAR,turnover,bad pass,[],1631094,,,1610612753,74,52,2024-03-09T02:10:34Z,3830000,False,,,0,,P. Banchero bad pass TURNOVER (4 TO),"[1631094, 1630540]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left,,,,,,,4.0,McBride,1630540.0,,,,,,,,,,,
389,PT02M36.00S,2024-03-09T02:10:31.2Z,3,REGULAR,steal,,[],1630540,,,1610612752,74,52,2024-03-09T02:10:32Z,3840000,False,,,0,,M. McBride STEAL (1 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
390,PT02M19.00S,2024-03-09T02:10:47.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628404,28.728646517739815,18.627450980392158,1610612752,74,52,2024-03-09T02:10:53Z,3850000,False,157.0,218.0,1,left,MISS J. Hart 26' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,26.82,Missed,,,,,,,,,,,,,,,,,,
391,PT02M17.00S,2024-03-09T02:10:49.9Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,74,52,2024-03-09T02:10:53Z,3860000,False,,,0,,P. Banchero REBOUND (Off:1 Def:5),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,390.0,,,,,6.0,5.0,1.0,,,,,,,,
392,PT02M10.00S,2024-03-09T02:10:57.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631094,87.20433639947439,50.245098039215684,1610612753,74,52,2024-03-09T02:11:01Z,3870000,False,1.0,68.0,1,right,MISS P. Banchero 6' driving Hook,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,6.78,Missed,,,,,,,,,,,,,,,,,,
393,PT02M08.00S,2024-03-09T02:10:59.2Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612752,74,52,2024-03-09T02:11:01Z,3880000,False,,,0,,J. Sims REBOUND (Off:2 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,392.0,,,,,4.0,2.0,2.0,,,,,,,,
394,PT02M02.00S,2024-03-09T02:11:07.1Z,3,REGULAR,3pt,Jump Shot,[],1630540,5.206964520367937,96.56862745098039,1610612752,77,52,2024-03-09T02:11:11Z,3890000,False,-233.0,-4.0,1,left,M. McBride 3PT step back (9 PTS) (D. DiVincenzo 5 AST),"[1630540, 1628978]",1610612752.0,NYK,step back,,,McBride,M. McBride,,,,,Left Corner 3,24+ Left,23.28,Made,,,,,,,,,,,9.0,D. DiVincenzo,1628978.0,5.0,,,,
396,PT02M02.00S,2024-03-09T02:11:10.0Z,3,REGULAR,foul,personal,['1freethrow'],1631094,,,1610612752,77,52,2024-03-09T02:11:14Z,3910000,False,,,0,,P. Banchero shooting personal FOUL (2 PF) (McBride 1 FT),"[1631094, 1630540]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,,,,,,1627962.0,,,,,,,,,,,2.0,0.0,McBride,1630540.0
398,PT02M02.00S,2024-03-09T02:11:10.0Z,3,REGULAR,substitution,out,[],1628976,,,1610612752,77,52,2024-03-09T02:11:26Z,3930000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT02M02.00S,2024-03-09T02:11:10.0Z,3,REGULAR,substitution,in,[],1629021,,,1610612752,77,52,2024-03-09T02:11:26Z,3940000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT02M02.00S,2024-03-09T02:11:10.0Z,3,REGULAR,substitution,out,[],1628404,,,1610612752,77,52,2024-03-09T02:11:33Z,3950000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT02M02.00S,2024-03-09T02:11:10.0Z,3,REGULAR,substitution,in,[],202711,,,1610612752,77,52,2024-03-09T02:11:33Z,3960000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT02M02.00S,2024-03-09T02:11:49.8Z,3,REGULAR,freethrow,1 of 1,[],1630540,,,1610612752,78,52,2024-03-09T02:11:49Z,3970000,False,,,0,,M. McBride Free Throw 1 of 1 (10 PTS),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
403,PT01M50.00S,2024-03-09T02:12:04.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,88.51839684625493,64.70588235294117,1610612753,78,52,2024-03-09T02:12:09Z,3980000,False,74.0,55.0,1,right,MISS F. Wagner 9' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Right,9.2,Missed,,,,,,,,,,,,,,,,,,
404,PT01M48.00S,2024-03-09T02:12:06.5Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612752,78,52,2024-03-09T02:12:09Z,3990000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:8),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Right,,,,,403.0,,,,,11.0,8.0,3.0,,,,,,,,
405,PT01M35.00S,2024-03-09T02:12:19.8Z,3,REGULAR,3pt,Jump Shot,[],1628978,32.802233902759525,26.225490196078432,1610612752,78,52,2024-03-09T02:12:26Z,4000000,False,119.0,256.0,1,left,MISS D. DiVincenzo 28' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,28.21,Missed,,,,,,,,,,,,,,,,,,
406,PT01M33.00S,2024-03-09T02:12:21.8Z,3,REGULAR,rebound,offensive,[],1630540,,,1610612752,78,52,2024-03-09T02:12:26Z,4010000,False,,,0,,M. McBride REBOUND (Off:1 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,,,,,405.0,,,,,2.0,1.0,1.0,,,,,,,,
407,PT01M21.00S,2024-03-09T02:12:34.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630540,18.478975032851512,50.73529411764706,1610612752,78,52,2024-03-09T02:12:41Z,4020000,False,-4.0,121.0,1,left,MISS M. McBride 12' pullup Shot,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,In The Paint (Non-RA),8-16 Center,12.13,Missed,,,,,,,,,,,,,,,,,,
408,PT01M19.00S,2024-03-09T02:12:36.7Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,78,52,2024-03-09T02:12:41Z,4030000,False,,,0,,P. Banchero REBOUND (Off:1 Def:6),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,407.0,,,,,7.0,6.0,1.0,,,,,,,,
409,PT01M05.00S,2024-03-09T02:12:51.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,94.69448094612353,47.549019607843135,1610612753,78,54,2024-03-09T02:12:55Z,4040000,False,-12.0,-3.0,1,right,M. Wagner cutting Layup (4 PTS) (C. Anthony 4 AST),"[1629021, 1630175]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,,,,,,,4.0,C. Anthony,1630175.0,4.0,,,,
411,PT00M47.60S,2024-03-09T02:13:07.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,13.091327201051248,50.0,1610612752,78,54,2024-03-09T02:13:11Z,4060000,False,0.0,71.0,1,left,MISS D. DiVincenzo 7' driving floating Shot,[1628978],1610612752.0,NYK,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,,
