actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-26T23:10:56.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-26T23:10:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-26T23:10:58.7Z,1,REGULAR,jumpball,recovered,[],1629006,,,1610612756,0,0,2023-11-26T23:10:58Z,40000,False,,,0,,Jump Ball J. Nurkic vs. M. Robinson: Tip to J. Okogie,"[1629006, 203994, 1629011]",1610612756.0,PHX,startperiod,J. Okogie,1629006.0,Okogie,J. Okogie,Nurkic,203994.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-11-26T23:11:14.5Z,1,REGULAR,3pt,Jump Shot,[],1628966,8.492115637319317,96.81372549019608,1610612756,0,0,2023-11-26T23:11:18Z,70000,False,-234.0,27.0,1,left,MISS K. Bates-Diop 3PT,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,Left Corner 3,24+ Left,23.57,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2023-11-26T23:11:18.5Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,0,0,2023-11-26T23:11:18Z,80000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M36.00S,2023-11-26T23:11:18.9Z,1,REGULAR,turnover,lost ball,[],1629656,,,1610612752,0,0,2023-11-26T23:11:27Z,90000,False,,,0,,Q. Grimes lost ball TURNOVER (1 TO),"[1629656, 1629006]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Okogie,1629006.0,,,,,,,,,,,
10,PT11M36.00S,2023-11-26T23:11:18.9Z,1,REGULAR,steal,,[],1629006,,,1610612756,0,0,2023-11-26T23:11:20Z,100000,False,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M28.00S,2023-11-26T23:11:27.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626164,13.222733245729303,55.392156862745104,1610612756,0,2,2023-11-26T23:11:53Z,110000,False,-27.0,72.0,1,left,D. Booker 7' pullup Jump Shot (2 PTS) (J. Nurkic 1 AST),"[1626164, 203994]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,7.67,Made,,,,,,,,2.0,J. Nurkic,203994.0,1.0,,,,,,,
12,PT11M10.00S,2023-11-26T23:11:48.4Z,1,REGULAR,foul,personal,[],1629006,,,1610612752,0,2,2023-11-26T23:11:55Z,120000,False,,,0,,J. Okogie personal FOUL (1 PF),"[1629006, 1628973]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,204058.0,1.0,0.0,Brunson,1628973.0,,
14,PT11M02.00S,2023-11-26T23:12:08.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,89.43823915900131,49.754901960784316,1610612752,0,2,2023-11-26T23:12:13Z,140000,False,-1.0,47.0,1,right,MISS J. Brunson driving floating Shot - blocked,"[1628973, 203994]",1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,,,,,,,,,,,,,Nurkic,203994.0
15,PT11M02.00S,2023-11-26T23:12:08.6Z,1,REGULAR,block,,[],203994,,,1610612752,0,2,2023-11-26T23:12:11Z,150000,False,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
