actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
167,PT12M00.00S,2023-12-01T01:09:57.4Z,2,REGULAR,substitution,out,['startperiod'],1628963,,,1610612765,31,17,2023-12-01T01:10:22Z,1650000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-12-01T01:09:57.4Z,2,REGULAR,substitution,out,['startperiod'],1628995,,,1610612765,31,17,2023-12-01T01:10:22Z,1660000,False,,,0,,SUB out: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-12-01T01:09:57.4Z,2,REGULAR,substitution,in,['startperiod'],1629628,,,1610612765,31,17,2023-12-01T01:10:22Z,1670000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-12-01T01:09:57.4Z,2,REGULAR,substitution,in,['startperiod'],1630165,,,1610612765,31,17,2023-12-01T01:10:22Z,1680000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-12-01T01:09:57.4Z,2,REGULAR,substitution,in,['startperiod'],1631105,,,1610612765,31,17,2023-12-01T01:10:22Z,1690000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-12-01T01:09:57.4Z,2,REGULAR,substitution,in,['startperiod'],1631093,,,1610612765,31,17,2023-12-01T01:10:22Z,1700000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-12-01T01:10:15.6Z,2,REGULAR,period,start,[],0,,,1610612765,31,17,2023-12-01T01:10:22Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M43.00S,2023-12-01T01:10:31.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,94.56307490144546,48.529411764705884,1610612765,31,19,2023-12-01T01:10:35Z,1720000,False,-7.0,-1.0,1,right,J. Duren driving Layup (2 PTS),[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,,,,2.0,,,,,,,,,,
175,PT11M31.00S,2023-12-01T01:10:47.6Z,2,REGULAR,foul,personal,[],1641709,,,1610612752,31,19,2023-12-01T01:11:02Z,1730000,False,,,0,,A. Thompson personal FOUL (2 PF),"[1641709, 1630193]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627962.0,2.0,0.0,Quickley,1630193.0,,,,,
177,PT11M24.00S,2023-12-01T01:11:08.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,14.273981603153747,56.372549019607845,1610612752,31,19,2023-12-01T01:11:14Z,1750000,False,-32.0,82.0,1,left,MISS I. Quickley 8' driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,8.77,Missed,,,,,,,,,,,,,,,,,,
178,PT11M22.00S,2023-12-01T01:11:10.6Z,2,REGULAR,rebound,defensive,[],1641709,,,1610612765,31,19,2023-12-01T01:11:23Z,1760000,False,,,0,,A. Thompson REBOUND (Off:1 Def:4),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,177.0,5.0,4.0,1.0,,,,,,,,,,,,,,
179,PT11M17.00S,2023-12-01T01:11:14.9Z,2,REGULAR,turnover,lost ball,[],1641709,,,1610612765,31,19,2023-12-01T01:11:19Z,1770000,False,,,0,,A. Thompson lost ball TURNOVER (2 TO),"[1641709, 1628404]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,,,,,,,2.0,Hart,1628404.0,,,,,,,,,,,
180,PT11M17.00S,2023-12-01T01:11:14.9Z,2,REGULAR,steal,,[],1628404,,,1610612752,31,19,2023-12-01T01:11:16Z,1780000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
181,PT11M09.00S,2023-12-01T01:11:23.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,6.521024967148489,95.34313725490196,1610612752,31,19,2023-12-01T01:11:29Z,1790000,False,-227.0,9.0,1,left,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,22.69,Missed,,,,,,,,,,,,,,,,,,
182,PT11M07.00S,2023-12-01T01:11:25.1Z,2,REGULAR,rebound,defensive,[],1641709,,,1610612765,31,19,2023-12-01T01:11:29Z,1800000,False,,,0,,A. Thompson REBOUND (Off:1 Def:5),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,181.0,6.0,5.0,1.0,,,,,,,,,,,,,,
183,PT10M51.00S,2023-12-01T01:11:40.2Z,2,REGULAR,2pt,Jump Shot,[],1630165,83.13074901445466,28.186274509803923,1610612765,31,19,2023-12-01T01:11:46Z,1810000,False,-109.0,106.0,1,right,MISS K. Hayes 15' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,15.22,Missed,,,,,,,,,,,,,,,,,,
184,PT10M50.00S,2023-12-01T01:11:41.2Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,31,19,2023-12-01T01:11:46Z,1820000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,183.0,2.0,2.0,0.0,,,,,,,,,,,,,,
185,PT10M46.00S,2023-12-01T01:11:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,6.389618922470433,50.245098039215684,1610612752,33,19,2023-12-01T01:11:50Z,1830000,False,-1.0,8.0,1,left,R. Barrett running Layup (5 PTS) (J. Hart 1 AST),"[1629628, 1628404]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,5.0,,,,,,,,J. Hart,1628404.0,1.0
187,PT10M30.00S,2023-12-01T01:12:38.1Z,2,REGULAR,jumpball,recovered,[],1631105,,,1610612765,33,19,2023-12-01T01:15:13Z,1850000,False,,,0,,Jump Ball A. Thompson vs. J. Hart: Tip to J. Duren,"[1631105, 1641709, 1628404]",1610612765.0,DET,outofbounds,J. Duren,1631105.0,Duren,J. Duren,Thompson,1641709.0,Hart,1628404.0,,,,,,,,,,,,,,,,,,,,,,
190,PT10M29.00S,2023-12-01T01:12:43.2Z,2,REGULAR,foul,offensive,[],1631105,,,1610612765,33,19,2023-12-01T01:12:51Z,1880000,False,,,0,,J. Duren offensive FOUL (2 PF),"[1631105, 1628978]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627962.0,2.0,0.0,DiVincenzo,1628978.0,,,,,
192,PT10M29.00S,2023-12-01T01:12:43.2Z,2,REGULAR,turnover,offensive foul,[],1631105,,,1610612765,33,19,2023-12-01T01:12:43Z,1900000,False,,,0,,J. Duren offensive foul TURNOVER (2 TO),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,,,,1627962.0,,,,,,,,,
193,PT10M29.00S,2023-12-01T01:12:43.3Z,2,REGULAR,substitution,out,[],1641709,,,1610612752,33,19,2023-12-01T01:12:57Z,1910000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M29.00S,2023-12-01T01:12:43.3Z,2,REGULAR,substitution,in,[],1630587,,,1610612752,33,19,2023-12-01T01:12:57Z,1920000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M19.00S,2023-12-01T01:13:09.7Z,2,REGULAR,turnover,lost ball,[],1629628,,,1610612752,33,19,2023-12-01T01:13:13Z,1930000,False,,,0,,R. Barrett lost ball TURNOVER (2 TO),"[1629628, 1630165]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,Hayes,1630165.0,,,,,,,,,,,
196,PT10M19.00S,2023-12-01T01:13:09.7Z,2,REGULAR,steal,,[],1630165,,,1610612765,33,19,2023-12-01T01:13:41Z,1940000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
197,PT10M15.00S,2023-12-01T01:13:13.8Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202692,94.43166885676742,3.1862745098039214,1610612765,33,19,2023-12-01T01:28:50Z,1950000,False,-234.0,0.0,1,right,MISS A. Burks running 3PT,[202692],1610612765.0,DET,running,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
198,PT10M13.00S,2023-12-01T01:13:15.8Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612752,33,19,2023-12-01T01:13:22Z,1960000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,197.0,1.0,1.0,0.0,,,,,,,,,,,,,,
199,PT10M08.00S,2023-12-01T01:13:23.2Z,2,REGULAR,foul,personal,['2freethrow'],1631093,,,1610612752,33,19,2023-12-01T01:13:33Z,1970000,False,,,0,,J. Ivey shooting personal FOUL (1 PF) (Barrett 2 FT),"[1631093, 1629628]",1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203593.0,1.0,0.0,Barrett,1629628.0,,,,,
201,PT10M08.00S,2023-12-01T01:13:50.0Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,34,19,2023-12-01T01:13:50Z,1990000,False,,,0,,R. Barrett Free Throw 1 of 2 (6 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
202,PT10M08.00S,2023-12-01T01:14:06.4Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,35,19,2023-12-01T01:14:06Z,2000000,False,,,0,,R. Barrett Free Throw 2 of 2 (7 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
203,PT09M52.00S,2023-12-01T01:14:23.6Z,2,REGULAR,3pt,Jump Shot,[],1630587,76.2976346911958,87.99019607843137,1610612765,35,22,2023-12-01T01:14:27Z,2010000,False,190.0,170.0,1,right,I. Livers 25' 3PT  (4 PTS) (J. Duren 1 AST),"[1630587, 1631105]",1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Right Center,25.52,Made,,,,,,,,4.0,,,,,,,,J. Duren,1631105.0,1.0
206,PT09M38.00S,2023-12-01T01:14:49.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,7.835085413929041,47.549019607843135,1610612752,35,22,2023-12-01T01:14:53Z,2040000,False,12.0,21.0,1,left,MISS I. Quickley driving Layup,[1630193],1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,,,,
207,PT09M36.00S,2023-12-01T01:14:51.6Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,35,22,2023-12-01T01:37:40Z,2050000,False,,,0,,J. Duren REBOUND (Off:0 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,206.0,4.0,4.0,0.0,,,,,,,,,,,,,,
208,PT09M34.00S,2023-12-01T01:14:55.2Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630165,81.02825229960578,48.28431372549019,1610612765,35,24,2023-12-01T01:35:35Z,2060000,False,-9.0,126.0,1,right,K. Hayes 12' running Jump Shot (4 PTS),[1630165],1610612765.0,DET,running,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,12.61,Made,,,,,,,,4.0,,,,,,,,,,
209,PT09M34.00S,2023-12-01T01:14:58.2Z,2,REGULAR,foul,personal,['1freethrow'],1628392,,,1610612765,35,24,2023-12-01T01:15:08Z,2070000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Hayes 1 FT),"[1628392, 1630165]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,203593.0,1.0,0.0,Hayes,1630165.0,,,,,
211,PT09M34.00S,2023-12-01T01:15:29.8Z,2,REGULAR,freethrow,1 of 1,[],1630165,,,1610612765,35,25,2023-12-01T01:15:29Z,2090000,False,,,0,,K. Hayes Free Throw 1 of 1 (5 PTS),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
215,PT09M34.00S,2023-12-01T01:15:37.3Z,2,REGULAR,substitution,out,[],202692,,,1610612752,35,25,2023-12-01T01:15:54Z,2095000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M34.00S,2023-12-01T01:15:37.3Z,2,REGULAR,substitution,in,[],1630595,,,1610612752,35,25,2023-12-01T01:15:54Z,2097500,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M24.00S,2023-12-01T01:15:44.8Z,2,REGULAR,foul,offensive,[],1628392,,,1610612752,35,25,2023-12-01T01:15:56Z,2100000,False,,,0,,I. Hartenstein offensive FOUL (2 PF),"[1628392, 1630595]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627962.0,2.0,0.0,Cunningham,1630595.0,,,,,
214,PT09M24.00S,2023-12-01T01:15:44.8Z,2,REGULAR,turnover,offensive foul,[],1628392,,,1610612752,35,25,2023-12-01T01:15:44Z,2120000,False,,,0,,I. Hartenstein offensive foul TURNOVER (1 TO),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,1627962.0,,,,,,,,,
217,PT09M17.00S,2023-12-01T01:16:14.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630165,93.38042049934296,44.6078431372549,1610612765,35,27,2023-12-01T01:16:18Z,2130000,False,-27.0,10.0,1,right,K. Hayes driving Layup (7 PTS),[1630165],1610612765.0,DET,driving,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,2.87,Made,,,,,,,,7.0,,,,,,,,,,
218,PT09M17.00S,2023-12-01T01:16:17.1Z,2,REGULAR,foul,personal,['1freethrow'],1629628,,,1610612765,35,27,2023-12-01T01:16:23Z,2140000,False,,,0,,R. Barrett shooting personal FOUL (1 PF) (Hayes 1 FT),"[1629628, 1630165]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627962.0,1.0,0.0,Hayes,1630165.0,,,,,
220,PT09M17.00S,2023-12-01T01:16:39.5Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630165,,,1610612765,35,27,2023-12-01T01:16:39Z,2160000,False,,,0,,MISS K. Hayes Free Throw 1 of 1,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
221,PT09M15.00S,2023-12-01T01:16:41.5Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,35,27,2023-12-01T01:16:43Z,2170000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,220.0,1.0,1.0,0.0,,,,,,,,,,,,,,
222,PT09M11.00S,2023-12-01T01:16:47.5Z,2,REGULAR,foul,personal,[],1630165,,,1610612752,35,27,2023-12-01T01:16:52Z,2180000,False,,,0,,K. Hayes personal FOUL (2 PF),"[1630165, 1630193]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627961.0,2.0,0.0,Quickley,1630193.0,,,,,
224,PT09M01.00S,2023-12-01T01:17:15.3Z,2,REGULAR,3pt,Jump Shot,[],1630193,30.042706964520367,70.83333333333334,1610612752,35,27,2023-12-01T01:17:21Z,2200000,False,-104.0,230.0,1,left,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
225,PT08M59.00S,2023-12-01T01:17:17.3Z,2,REGULAR,rebound,defensive,[],1630165,,,1610612765,35,27,2023-12-01T01:17:21Z,2210000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,,,224.0,1.0,1.0,0.0,,,,,,,,,,,,,,
227,PT08M54.00S,2023-12-01T01:17:40.1Z,2,REGULAR,foul,offensive,[],1631093,,,1610612765,35,27,2023-12-01T01:17:51Z,2230000,False,,,0,,J. Ivey charge offensive FOUL (2 PF),"[1631093, 1628404]",1610612765.0,DET,charge,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627961.0,2.0,0.0,Hart,1628404.0,,,,,
229,PT08M54.00S,2023-12-01T01:17:40.1Z,2,REGULAR,turnover,offensive foul,[],1631093,,,1610612765,35,27,2023-12-01T01:17:40Z,2250000,False,,,0,,J. Ivey offensive foul TURNOVER (1 TO),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,1.0,,,,1627961.0,,,,,,,,,
230,PT08M54.00S,2023-12-01T01:17:55.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,35,27,2023-12-01T01:17:55Z,2260000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M33.00S,2023-12-01T01:19:33.5Z,2,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612752,35,27,2023-12-01T01:23:45Z,2275000,False,,,0,,I. Quickley lost ball out-of-bounds TURNOVER (1 TO),[1630193],1610612752.0,NYK,lost ball,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,203593.0,,,,,,,,,
235,PT08M15.00S,2023-12-01T01:21:34.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630587,77.34888304862024,52.69607843137255,1610612765,35,29,2023-12-01T01:23:37Z,2310000,False,13.0,160.0,1,right,I. Livers 16' step back Jump Shot (6 PTS) (K. Hayes 3 AST),"[1630587, 1630165]",1610612765.0,DET,step back,,,Livers,I. Livers,,,,,Mid-Range,16-24 Center,16.1,Made,,,,,,,,6.0,,,,,,,,K. Hayes,1630165.0,3.0
237,PT07M57.00S,2023-12-01T01:21:51.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,7.046649145860711,52.20588235294118,1610612752,35,29,2023-12-01T01:21:57Z,2330000,False,-11.0,14.0,1,left,MISS R. Barrett driving Layup - blocked,"[1629628, 1631093]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,Ivey,1631093.0,,,
238,PT07M57.00S,2023-12-01T01:21:51.9Z,2,REGULAR,block,,[],1631093,,,1610612752,35,29,2023-12-01T01:21:54Z,2340000,False,,,0,,J. Ivey BLOCK (1 BLK),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
239,PT07M55.00S,2023-12-01T01:21:53.9Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,35,29,2023-12-01T01:21:57Z,2350000,False,,,0,,J. Duren REBOUND (Off:0 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,237.0,5.0,5.0,0.0,,,,,,,,,,,,,,
240,PT07M51.00S,2023-12-01T01:21:57.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,96.66557161629436,94.11764705882352,1610612765,35,29,2023-12-01T01:22:04Z,2360000,False,221.0,-21.0,1,right,MISS C. Cunningham 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,22.16,Missed,,,,,,,,,,,,,,,,,,
241,PT07M49.00S,2023-12-01T01:21:59.7Z,2,REGULAR,rebound,offensive,[],1630587,,,1610612765,35,29,2023-12-01T01:22:04Z,2370000,False,,,0,,I. Livers REBOUND (Off:2 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Right Corner 3,24+ Right,,,240.0,3.0,1.0,2.0,,,,,,,,,,,,,,
242,PT07M47.00S,2023-12-01T01:22:01.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,75.1149802890933,82.59803921568627,1610612765,35,32,2023-12-01T01:22:06Z,2380000,False,163.0,181.0,1,right,C. Cunningham 24' 3PT  (12 PTS) (I. Livers 1 AST),"[1630595, 1630587]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,24.39,Made,,,,,,,,12.0,,,,,,,,I. Livers,1630587.0,1.0
244,PT07M46.00S,2023-12-01T01:22:06.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,35,32,2023-12-01T01:22:06Z,2400000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M46.00S,2023-12-01T01:22:06.4Z,2,REGULAR,substitution,out,[],1628392,,,1610612752,35,32,2023-12-01T01:24:56Z,2410000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M46.00S,2023-12-01T01:22:06.4Z,2,REGULAR,substitution,out,[],1629628,,,1610612752,35,32,2023-12-01T01:24:56Z,2420000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M46.00S,2023-12-01T01:22:06.4Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,35,32,2023-12-01T01:24:56Z,2430000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M46.00S,2023-12-01T01:22:06.4Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,35,32,2023-12-01T01:24:56Z,2440000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M29.00S,2023-12-01T01:25:19.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,6.521024967148489,49.754901960784316,1610612752,37,32,2023-12-01T01:25:23Z,2450000,False,1.0,9.0,1,left,M. Robinson alley-oop DUNK (2 PTS) (D. DiVincenzo 1 AST),"[1629011, 1628978]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,,2.0,,,,,,,,D. DiVincenzo,1628978.0,1.0
255,PT07M07.00S,2023-12-01T01:25:40.7Z,2,REGULAR,2pt,Jump Shot,[],1630165,80.76544021024968,27.941176470588236,1610612765,37,34,2023-12-01T01:25:44Z,2480000,False,-110.0,128.0,1,right,K. Hayes 16' pullup Jump Shot (9 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Left Center,16.92,Made,,,,,,,,9.0,,,,,,,,,,
256,PT06M51.00S,2023-12-01T01:25:56.7Z,2,REGULAR,3pt,Jump Shot,[],1628978,18.610381077529567,92.64705882352942,1610612752,37,34,2023-12-01T01:26:02Z,2490000,False,-213.0,122.0,1,left,MISS D. DiVincenzo 24' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,24.58,Missed,,,,,,,,,,,,,,,,,,
257,PT06M49.00S,2023-12-01T01:25:58.7Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,37,34,2023-12-01T01:26:02Z,2500000,False,,,0,,J. Duren REBOUND (Off:0 Def:6),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,256.0,6.0,6.0,0.0,,,,,,,,,,,,,,
259,PT06M45.00S,2023-12-01T01:26:06.6Z,2,REGULAR,substitution,out,[],1630193,,,1610612765,37,34,2023-12-01T01:26:17Z,2520000,False,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M45.00S,2023-12-01T01:26:06.6Z,2,REGULAR,substitution,in,[],203944,,,1610612765,37,34,2023-12-01T01:26:17Z,2530000,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M45.00S,2023-12-01T01:26:06.6Z,2,REGULAR,substitution,out,[],1631093,,,1610612765,37,34,2023-12-01T01:26:34Z,2540000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M45.00S,2023-12-01T01:26:06.6Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,37,34,2023-12-01T01:26:34Z,2550000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
