actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-07T00:41:42.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-07T00:41:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-11-07T00:41:46.5Z,1,REGULAR,jumpball,recovered,[],1628973,,,1610612752,0,0,2023-11-07T00:41:46Z,40000,False,,,0,,Jump Ball M. Robinson vs. I. Zubac: Tip to J. Brunson,"[1628973, 1629011, 1627826]",1610612752.0,NYK,startperiod,J. Brunson,1628973.0,Brunson,J. Brunson,Robinson,1629011.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M33.00S,2023-11-07T00:42:08.8Z,1,REGULAR,2pt,Jump Shot,[],1628973,25.312089356110377,59.068627450980394,1610612752,0,0,2023-11-07T00:42:16Z,70000,False,-45.0,185.0,1,left,MISS J. Brunson 19' step back Shot,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,19.09,Missed,,,,,,,,,,,,,,,,,,
8,PT11M31.00S,2023-11-07T00:42:10.8Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,0,0,2023-11-07T00:42:16Z,80000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2023-11-07T00:42:22.1Z,1,REGULAR,turnover,bad pass,[],1627826,,,1610612746,0,0,2023-11-07T00:42:25Z,90000,False,,,0,,I. Zubac bad pass TURNOVER (1 TO),"[1627826, 1629656]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Grimes,1629656.0,,,,,,,,,,,
10,PT11M21.00S,2023-11-07T00:42:22.1Z,1,REGULAR,steal,,[],1629656,,,1610612752,0,0,2023-11-07T00:47:52Z,100000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M09.00S,2023-11-07T00:42:34.8Z,1,REGULAR,foul,personal,['2freethrow'],202331,,,1610612752,0,0,2023-11-07T00:42:49Z,110000,False,,,0,,P. George shooting personal FOUL (1 PF) (Barrett 2 FT),"[202331, 1629628]",1610612746.0,LAC,shooting,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203591.0,1.0,0.0,Barrett,1629628.0,,,,,,
13,PT11M09.00S,2023-11-07T00:42:55.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612752,1,0,2023-11-07T00:42:55Z,130000,False,,,0,,R. Barrett Free Throw 1 of 2 (1 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
14,PT11M09.00S,2023-11-07T00:43:07.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612752,2,0,2023-11-07T00:43:07Z,140000,False,,,0,,R. Barrett Free Throw 2 of 2 (2 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
15,PT10M51.00S,2023-11-07T00:43:29.3Z,1,REGULAR,3pt,Jump Shot,[],202695,75.77201051248358,14.215686274509803,1610612746,2,0,2023-11-07T00:43:34Z,150000,False,-179.0,175.0,1,right,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,25.04,Missed,,,,,,,,,,,,,,,,,,
16,PT10M49.00S,2023-11-07T00:43:31.3Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,2,0,2023-11-07T00:43:34Z,160000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M40.00S,2023-11-07T00:43:40.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629628,12.828515111695138,47.794117647058826,1610612752,4,0,2023-11-07T00:43:44Z,170000,False,11.0,68.0,1,left,R. Barrett 6' Hook (4 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.9,Made,,,,,,,,,,,,,4.0,,,,,
18,PT10M22.00S,2023-11-07T00:44:00.6Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612746,4,0,2023-11-07T00:44:10Z,180000,False,,,0,,M. Robinson shooting personal FOUL (1 PF) (Zubac 2 FT),"[1629011, 1627826]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,203591.0,1.0,0.0,Zubac,1627826.0,,,,,,
20,PT10M22.00S,2023-11-07T00:44:22.0Z,1,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,4,1,2023-11-07T00:44:41Z,200000,False,,,0,,I. Zubac Free Throw 1 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
21,PT10M22.00S,2023-11-07T00:44:22.0Z,1,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,4,1,2023-11-07T00:44:41Z,210000,False,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
22,PT10M20.00S,2023-11-07T00:44:24.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,4,1,2023-11-07T00:44:41Z,220000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT09M59.00S,2023-11-07T00:45:01.3Z,1,REGULAR,3pt,Jump Shot,[],1629656,28.33442838370565,75.24509803921569,1610612752,4,1,2023-11-07T00:45:07Z,230000,False,-126.0,214.0,1,left,MISS Q. Grimes 24' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,24.83,Missed,,,,,,,,,,,,,,,,,,
24,PT09M57.00S,2023-11-07T00:45:03.3Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,4,1,2023-11-07T00:45:07Z,240000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,
25,PT09M50.00S,2023-11-07T00:45:09.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201566,89.96386333771353,49.754901960784316,1610612746,4,1,2023-11-07T00:45:24Z,250000,False,-1.0,42.0,1,right,MISS R. Westbrook running pullup Shot,[201566],1610612746.0,LAC,running pullup,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,,,,,
26,PT09M48.00S,2023-11-07T00:45:11.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,4,1,2023-11-07T00:45:24Z,260000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M41.00S,2023-11-07T00:45:18.9Z,1,REGULAR,3pt,Jump Shot,[],203944,27.94021024967148,24.019607843137255,1610612752,4,1,2023-11-07T00:48:54Z,270000,False,130.0,210.0,1,left,MISS J. Randle 24' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,24.7,Missed,,,,,,,,,,,,,,,,,,
28,PT09M39.00S,2023-11-07T00:45:20.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,4,1,2023-11-07T00:45:28Z,280000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M35.00S,2023-11-07T00:45:24.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202331,67.49342969776609,49.50980392156863,1610612746,4,1,2023-11-07T00:45:36Z,290000,False,-2.0,253.0,1,right,MISS P. George 25' running pullup 3PT,[202331],1610612746.0,LAC,running pullup,,,George,P. George,,,,,Above the Break 3,24+ Center,25.31,Missed,,,,,,,,,,,,,,,,,,
30,PT09M33.00S,2023-11-07T00:45:26.3Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,4,1,2023-11-07T00:45:36Z,300000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M23.00S,2023-11-07T00:45:36.7Z,1,REGULAR,3pt,Jump Shot,[],1629628,7.5722733245729295,4.901960784313726,1610612752,4,1,2023-11-07T00:45:43Z,310000,False,225.0,19.0,1,left,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,22.63,Missed,,,,,,,,,,,,,,,,,,
